sw2957A-ms98-a-0001,0.790000,1.040000,yes,B,o,u-1-1
sw2957A-ms98-a-0019,118.822750,119.009875,i,I,sv,u-17-2
sw2957A-ms98-a-0019,119.009875,119.336875,guess,I,sv,u-17-2
sw2957A-ms98-a-0019,119.638250,119.739875,you,I,sv,u-17-2
sw2957A-ms98-a-0019,119.739875,120.039875,know,I,sv,u-17-2
sw2957A-ms98-a-0019,120.199875,120.329875,when,I,sv,u-17-2
sw2957A-ms98-a-0019,120.329875,120.399875,you,I,sv,u-17-2
sw2957A-ms98-a-0019,120.399875,120.629875,stop,I,sv,u-17-2
sw2957A-ms98-a-0019,120.629875,120.739875,to,I,sv,u-17-2
sw2957A-ms98-a-0019,120.739875,121.019875,think,I,sv,u-17-2
sw2957A-ms98-a-0019,121.019875,121.189875,of,I,sv,u-17-2
sw2957A-ms98-a-0019,121.189875,121.359875,it,I,sv,u-17-2
sw2957A-ms98-a-0019,121.429875,121.619875,these,I,sv,u-17-2
sw2957A-ms98-a-0019,121.619875,121.989875,kids,I,sv,u-17-2
sw2957A-ms98-a-0019,121.989875,122.179875,have,I,sv,u-17-2
sw2957A-ms98-a-0019,122.179875,122.909625,probably,I,sv,u-17-2
sw2957A-ms98-a-0019,123.339000,123.519875,been,I,sv,u-17-2
sw2957A-ms98-a-0019,123.519875,124.249875,deprived,I,sv,u-17-2
sw2957A-ms98-a-0019,124.249875,124.339875,of,I,sv,u-17-2
sw2957A-ms98-a-0019,124.339875,124.429875,a,I,sv,u-17-2
sw2957A-ms98-a-0019,124.429875,124.749875,lot,I,sv,u-17-2
sw2957A-ms98-a-0019,124.749875,125.099875,of,I,sv,u-17-2
sw2957A-ms98-a-0019,125.099875,125.589875,attention,I,sv,u-17-2
sw2957A-ms98-a-0019,125.589875,125.749875,that,I,sv,u-17-2
sw2957A-ms98-a-0019,125.749875,125.979875,they've,I,sv,u-17-2
sw2957A-ms98-a-0019,125.979875,126.409875,needed,I,sv,u-17-2
sw2957A-ms98-a-0019,126.409875,126.579875,all,I,sv,u-17-2
sw2957A-ms98-a-0019,126.579875,126.719875,their,I,sv,u-17-2
sw2957A-ms98-a-0019,126.719875,127.219875,lives,I,sv,u-17-2
sw2957A-ms98-a-0021,129.945125,130.345125,oh,O,,
sw2957A-ms98-a-0021,130.834750,131.366500,scary,B,sv,u-19-1
sw2957A-ms98-a-0023,147.921125,148.165250,uh,B,b,u-21-1
sw2957A-ms98-a-0025,157.113875,157.283875,but,B,qw,u-23-1
sw2957A-ms98-a-0025,157.283875,157.393875,for,I,qw,u-23-1
sw2957A-ms98-a-0025,157.393875,157.523875,how,I,qw,u-23-1
sw2957A-ms98-a-0025,157.523875,157.753875,many,I,qw,u-23-1
sw2957A-ms98-a-0025,157.753875,158.276375,years,I,qw,u-23-1
sw2957A-ms98-a-0027,160.599000,160.939000,um-hum,B,b,u-25-1
sw2957A-ms98-a-0029,165.068500,165.223750,oh,B,ba,u-27-1
sw2957A-ms98-a-0029,165.223750,165.468500,that's,I,ba,u-27-1
sw2957A-ms98-a-0029,165.468500,166.118500,great,I,ba,u-27-1
sw2957A-ms98-a-0031,176.825750,177.185750,um-hum,B,b,u-29-1
sw2957A-ms98-a-0033,179.451000,179.811000,right,B,b,u-31-1
sw2957A-ms98-a-0035,184.543375,184.833375,um-hum,B,b,u-33-1
sw2957A-ms98-a-0035,185.393375,185.533375,no,B,aa,u-33-2
sw2957A-ms98-a-0035,185.533375,185.713375,i,B,aa,u-33-3
sw2957A-ms98-a-0035,185.713375,186.093375,agree,I,aa,u-33-3
sw2957A-ms98-a-0035,186.093375,186.273375,a,I,aa,u-33-3
sw2957A-ms98-a-0035,186.273375,186.553375,hundred,I,aa,u-33-3
sw2957A-ms98-a-0035,186.553375,187.299250,percent,I,aa,u-33-3
sw2957A-ms98-a-0036,188.159875,188.429875,hundred,I,aa,u-33-3
sw2957A-ms98-a-0036,188.429875,189.140625,percent,I,aa,u-33-3
sw2957A-ms98-a-0036,189.809875,189.849875,i,B,sd,u-33-4
sw2957A-ms98-a-0036,189.849875,190.049875,guess,I,sd,u-33-4
sw2957A-ms98-a-0036,190.049875,190.139875,i,I,sd,u-33-4
sw2957A-ms98-a-0036,190.139875,190.319875,was,I,sd,u-33-4
sw2957A-ms98-a-0036,190.319875,190.699875,lucky,I,sd,u-33-4
sw2957A-ms98-a-0036,190.699875,190.919875,because_1,I,sd,u-33-4
sw2957A-ms98-a-0036,190.919875,191.049875,i,I,sd,u-33-4
sw2957A-ms98-a-0036,191.049875,191.329875,was,I,sd,u-33-4
sw2957A-ms98-a-0036,191.559875,192.079875,teaching,I,sd,u-33-4
sw2957A-ms98-a-0036,192.079875,192.289875,and,B,sd,u-33-5
sw2957A-ms98-a-0036,192.289875,192.579875,so,I,sd,u-33-5
sw2957A-ms98-a-0036,192.579875,192.699875,i,I,sd,u-33-5
sw2957A-ms98-a-0036,192.699875,192.849875,was,I,sd,u-33-5
sw2957A-ms98-a-0036,192.849875,193.079875,able,I,sd,u-33-5
sw2957A-ms98-a-0036,193.079875,193.219875,to,I,sd,u-33-5
sw2957A-ms98-a-0036,193.219875,193.509875,just,I,sd,u-33-5
sw2957A-ms98-a-0036,193.509875,193.969875,go,I,sd,u-33-5
sw2957A-ms98-a-0036,193.969875,194.109875,to,I,sd,u-33-5
sw2957A-ms98-a-0036,194.109875,194.179875,a,I,sd,u-33-5
sw2957A-ms98-a-0036,194.179875,195.020625,class,I,sd,u-33-5
sw2957A-ms98-a-0036,195.428500,195.599875,and,I,sd,u-33-5
sw2957A-ms98-a-0036,195.599875,196.169875,teach,I,sd,u-33-5
sw2957A-ms98-a-0036,196.399875,196.539875,when,I,sd,u-33-5
sw2957A-ms98-a-0036,196.539875,196.659875,my,I,sd,u-33-5
sw2957A-ms98-a-0036,196.659875,196.919875,son,I,sd,u-33-5
sw2957A-ms98-a-0036,196.919875,197.109875,was,I,sd,u-33-5
sw2957A-ms98-a-0036,197.109875,197.409875,little,I,sd,u-33-5
sw2957A-ms98-a-0036,197.409875,197.599875,and,B,sd,u-33-6
sw2957A-ms98-a-0036,197.599875,197.829875,so,I,sd,u-33-6
sw2957A-ms98-a-0036,197.829875,197.999875,i'd,I,sd,u-33-6
sw2957A-ms98-a-0036,197.999875,198.099875,be,I,sd,u-33-6
sw2957A-ms98-a-0036,198.099875,198.479875,gone,I,sd,u-33-6
sw2957A-ms98-a-0036,198.479875,198.569875,you,I,sd,u-33-6
sw2957A-ms98-a-0036,198.569875,198.789875,know,I,sd,u-33-6
sw2957A-ms98-a-0036,198.789875,198.899875,an,I,sd,u-33-6
sw2957A-ms98-a-0036,198.899875,199.119875,hour,I,sd,u-33-6
sw2957A-ms98-a-0036,199.119875,199.289875,and,I,sd,u-33-6
sw2957A-ms98-a-0036,199.289875,199.699875,fifteen,I,sd,u-33-6
sw2957A-ms98-a-0036,199.699875,200.089875,minutes,I,sd,u-33-6
sw2957A-ms98-a-0036,200.089875,200.199875,or,I,sd,u-33-6
sw2957A-ms98-a-0036,200.199875,200.519875,something,I,sd,u-33-6
sw2957A-ms98-a-0036,200.519875,200.599875,at,I,sd,u-33-6
sw2957A-ms98-a-0036,200.599875,200.649875,a,I,sd,u-33-6
sw2957A-ms98-a-0036,200.649875,201.269875,stretch,I,sd,u-33-6
sw2957A-ms98-a-0037,202.507250,202.697250,and,B,b,u-35-1
sw2957A-ms98-a-0037,202.697250,203.022250,then,I,b,u-35-1
sw2957A-ms98-a-0037,203.293500,203.787250,yeah,I,b,u-35-1
sw2957A-ms98-a-0037,203.787250,204.057250,very,B,sd,u-35-2
sw2957A-ms98-a-0037,204.057250,204.347250,soon,I,sd,u-35-2
sw2957A-ms98-a-0037,204.347250,204.457250,he,I,sd,u-35-2
sw2957A-ms98-a-0037,204.457250,204.607250,was,I,sd,u-35-2
sw2957A-ms98-a-0037,204.607250,204.817250,old,I,sd,u-35-2
sw2957A-ms98-a-0037,204.817250,204.987250,enough,I,sd,u-35-2
sw2957A-ms98-a-0037,204.987250,205.107250,to,I,sd,u-35-2
sw2957A-ms98-a-0037,205.107250,205.327250,just,I,sd,u-35-2
sw2957A-ms98-a-0037,205.327250,205.627250,go,I,sd,u-35-2
sw2957A-ms98-a-0037,205.627250,205.787250,and,I,sd,u-35-2
sw2957A-ms98-a-0037,205.787250,205.987250,sort,I,sd,u-35-2
sw2957A-ms98-a-0037,205.987250,206.117250,of,I,sd,u-35-2
sw2957A-ms98-a-0037,206.227250,206.437250,stay,I,sd,u-35-2
sw2957A-ms98-a-0037,206.437250,206.547250,in,I,sd,u-35-2
sw2957A-ms98-a-0037,206.547250,206.720750,my,I,sd,u-35-2
sw2957A-ms98-a-0037,206.720750,207.334750,office,I,sd,u-35-2
sw2957A-ms98-a-0037,207.334750,207.669750,and,B,sd,u-35-3
sw2957A-ms98-a-0037,208.347750,208.437250,you,B,+,u-37-1
sw2957A-ms98-a-0037,208.437250,208.507250,know,I,+,u-37-1
sw2957A-ms98-a-0037,208.507250,208.917250,nobody,I,+,u-37-1
sw2957A-ms98-a-0037,208.917250,209.377250,seemed,I,+,u-37-1
sw2957A-ms98-a-0037,209.377250,209.437250,to,I,+,u-37-1
sw2957A-ms98-a-0037,209.437250,209.567250,have,I,+,u-37-1
sw2957A-ms98-a-0037,209.567250,209.637250,a,I,+,u-37-1
sw2957A-ms98-a-0037,209.637250,209.797250,big,I,+,u-37-1
sw2957A-ms98-a-0037,209.797250,210.186750,problem,I,+,u-37-1
sw2957A-ms98-a-0037,210.186750,210.427875,with,I,+,u-37-1
sw2957A-ms98-a-0037,210.427875,210.815500,[laughter-that],O,,
sw2957A-ms98-a-0037,211.756125,212.287250,so,B,sv,u-37-2
sw2957A-ms98-a-0037,213.377250,213.587250,that's,I,sv,u-37-2
sw2957A-ms98-a-0037,213.587250,213.687250,an,I,sv,u-37-2
sw2957A-ms98-a-0037,213.687250,214.197250,interesting,I,sv,u-37-2
sw2957A-ms98-a-0037,214.197250,214.497250,issue,I,sv,u-37-2
sw2957A-ms98-a-0037,214.497250,214.757250,though,I,sv,u-37-2
sw2957A-ms98-a-0038,216.495125,216.865125,um,B,%,u-37-3
sw2957A-ms98-a-0038,217.215125,217.523375,yeah,I,%,u-37-3
sw2957A-ms98-a-0038,217.741875,218.355125,[laughter],O,,
sw2957A-ms98-a-0040,222.435875,222.882875,[laughter],O,,
sw2957A-ms98-a-0043,227.604750,228.114750,right,B,b,u-41-1
sw2957A-ms98-a-0043,228.114750,228.344750,i've,B,%,u-41-2
sw2957A-ms98-a-0043,228.344750,228.744750,actually,B,sd,u-41-3
sw2957A-ms98-a-0043,228.744750,229.024750,another,I,sd,u-41-3
sw2957A-ms98-a-0043,229.024750,229.154750,one,I,sd,u-41-3
sw2957A-ms98-a-0043,229.154750,229.294750,that,I,sd,u-41-3
sw2957A-ms98-a-0043,229.294750,229.687875,i,I,sd,u-41-3
sw2957A-ms98-a-0043,229.687875,229.913875,a,I,sd,u-41-3
sw2957A-ms98-a-0043,229.913875,230.304750,question,I,sd,u-41-3
sw2957A-ms98-a-0043,230.304750,230.434750,i,I,sd,u-41-3
sw2957A-ms98-a-0043,230.434750,230.654750,would,I,sd,u-41-3
sw2957A-ms98-a-0043,230.654750,231.056250,have,I,sd,u-41-3
sw2957A-ms98-a-0043,231.184375,231.483750,is,I,sd,u-41-3
sw2957A-ms98-a-0043,231.721000,231.865250,i,B,sd,u-41-4
sw2957A-ms98-a-0043,231.865250,232.230000,guess,I,sd,u-41-4
sw2957A-ms98-a-0043,232.230000,232.714750,i'm,I,sd,u-41-4
sw2957A-ms98-a-0044,233.464875,233.896500,being,I,sd,u-41-4
sw2957A-ms98-a-0044,233.976500,234.086500,you,I,sd,u-41-4
sw2957A-ms98-a-0044,234.086500,234.246500,know,I,sd,u-41-4
sw2957A-ms98-a-0044,234.246500,234.646500,beyond,I,sd,u-41-4
sw2957A-ms98-a-0044,234.646500,234.776500,the,I,sd,u-41-4
sw2957A-ms98-a-0044,234.776500,234.996500,age,I,sd,u-41-4
sw2957A-ms98-a-0044,234.996500,235.146250,of,I,sd,u-41-4
sw2957A-ms98-a-0044,235.146250,235.801125,thinking,I,sd,u-41-4
sw2957A-ms98-a-0044,235.801125,236.516500,of,I,sd,u-41-4
sw2957A-ms98-a-0044,236.516500,236.826500,this,I,sd,u-41-4
sw2957A-ms98-a-0044,236.826500,237.016500,this,I,sd,u-41-4
sw2957A-ms98-a-0044,237.016500,237.621625,problem,I,sd,u-41-4
sw2957A-ms98-a-0045,238.434250,238.743500,i,B,sd,u-41-5
sw2957A-ms98-a-0045,238.824125,239.054250,had,I,sd,u-41-5
sw2957A-ms98-a-0045,239.054250,239.164250,an,I,sd,u-41-5
sw2957A-ms98-a-0045,239.164250,239.824250,argument,I,sd,u-41-5
sw2957A-ms98-a-0045,239.824250,240.244250,recently,I,sd,u-41-5
sw2957A-ms98-a-0045,240.244250,240.394250,with,I,sd,u-41-5
sw2957A-ms98-a-0045,240.394250,240.554250,my,I,sd,u-41-5
sw2957A-ms98-a-0045,240.554250,240.944250,boss,I,sd,u-41-5
sw2957A-ms98-a-0045,240.944250,241.024250,i,B,sd,u-41-6
sw2957A-ms98-a-0045,241.024250,241.214250,think,I,sd,u-41-6
sw2957A-ms98-a-0045,241.214250,241.314250,it,I,sd,u-41-6
sw2957A-ms98-a-0045,241.314250,241.554250,was,I,sd,u-41-6
sw2957A-ms98-a-0045,241.554250,241.934250,about,I,sd,u-41-6
sw2957A-ms98-a-0045,242.324250,242.414250,the,I,sd,u-41-6
sw2957A-ms98-a-0045,242.414250,243.044625,need,I,sd,u-41-6
sw2957A-ms98-a-0045,243.194250,243.404250,for,I,sd,u-41-6
sw2957A-ms98-a-0045,243.404250,243.884250,women,I,sd,u-41-6
sw2957A-ms98-a-0045,244.044250,244.204250,to,I,sd,u-41-6
sw2957A-ms98-a-0045,244.204250,244.604375,work,I,sd,u-41-6
sw2957A-ms98-a-0045,244.860500,244.964250,but,B,sv,u-41-7
sw2957A-ms98-a-0045,244.964250,245.034250,i,I,sv,u-41-7
sw2957A-ms98-a-0045,245.034250,245.274250,think,I,sv,u-41-7
sw2957A-ms98-a-0045,245.274250,245.374250,you,I,sv,u-41-7
sw2957A-ms98-a-0045,245.374250,245.584250,put,I,sv,u-41-7
sw2957A-ms98-a-0045,245.584250,245.694250,your,I,sv,u-41-7
sw2957A-ms98-a-0045,245.694250,246.277375,finger,I,sv,u-41-7
sw2957A-ms98-a-0045,246.277375,246.484250,on,I,sv,u-41-7
sw2957A-ms98-a-0045,246.484250,246.584250,it,I,sv,u-41-7
sw2957A-ms98-a-0045,246.584250,246.714250,when,I,sv,u-41-7
sw2957A-ms98-a-0045,246.714250,246.824250,you,I,sv,u-41-7
sw2957A-ms98-a-0045,246.824250,247.224250,said,I,sv,u-41-7
sw2957A-ms98-a-0045,247.434250,247.584250,that,I,sv,u-41-7
sw2957A-ms98-a-0045,247.584250,247.694250,they're,I,sv,u-41-7
sw2957A-ms98-a-0045,247.694250,247.874250,not,I,sv,u-41-7
sw2957A-ms98-a-0045,247.874250,248.644250,respected,I,sv,u-41-7
sw2957A-ms98-a-0045,248.644250,248.804250,if,I,sv,u-41-7
sw2957A-ms98-a-0045,248.804250,248.914250,they,I,sv,u-41-7
sw2957A-ms98-a-0045,248.914250,249.244250,don't,I,sv,u-41-7
sw2957A-ms98-a-0045,249.244250,249.614250,work,I,sv,u-41-7
sw2957A-ms98-a-0045,249.614250,249.924250,because,I,sv,u-41-7
sw2957A-ms98-a-0045,249.924250,250.044250,it,I,sv,u-41-7
sw2957A-ms98-a-0045,250.044250,250.334250,seems,I,sv,u-41-7
sw2957A-ms98-a-0045,250.334250,250.454250,to,I,sv,u-41-7
sw2957A-ms98-a-0045,250.454250,250.634250,me,I,sv,u-41-7
sw2957A-ms98-a-0045,250.634250,250.924250,that,I,sv,u-41-7
sw2957A-ms98-a-0046,251.189375,251.335875,a,I,sv,u-41-7
sw2957A-ms98-a-0046,251.335875,251.629375,lot,I,sv,u-41-7
sw2957A-ms98-a-0046,251.629375,251.783500,of,I,sv,u-41-7
sw2957A-ms98-a-0046,251.996625,252.439375,people,I,sv,u-41-7
sw2957A-ms98-a-0046,252.439375,252.559375,i,I,sv,u-41-7
sw2957A-ms98-a-0046,252.559375,252.869375,know,I,sv,u-41-7
sw2957A-ms98-a-0046,252.869375,253.219375,women,I,sv,u-41-7
sw2957A-ms98-a-0046,253.219375,253.319375,i,I,sv,u-41-7
sw2957A-ms98-a-0046,253.319375,253.821875,know,I,sv,u-41-7
sw2957A-ms98-a-0046,254.183375,254.329375,are,I,sv,u-41-7
sw2957A-ms98-a-0046,254.329375,254.963500,doing,I,sv,u-41-7
sw2957A-ms98-a-0046,254.963500,255.643000,very,I,sv,u-41-7
sw2957A-ms98-a-0046,255.643000,256.082375,uh,I,sv,u-41-7
sw2957A-ms98-a-0046,256.082375,256.620875,menial,I,sv,u-41-7
sw2957A-ms98-a-0046,256.620875,256.959375,jobs,I,sv,u-41-7
sw2957A-ms98-a-0046,256.959375,257.119375,in,I,sv,u-41-7
sw2957A-ms98-a-0046,257.119375,257.179375,a,I,sv,u-41-7
sw2957A-ms98-a-0046,257.179375,257.519375,certain,I,sv,u-41-7
sw2957A-ms98-a-0046,257.519375,257.889375,sense,I,sv,u-41-7
sw2957A-ms98-a-0046,258.109375,258.429375,certainly,I,sv,u-41-7
sw2957A-ms98-a-0046,258.429375,259.294125,financially,I,sv,u-41-7
sw2957A-ms98-a-0047,260.088750,260.478750,and,B,sd,u-43-1
sw2957A-ms98-a-0047,261.038750,261.137750,i,I,sd,u-43-1
sw2957A-ms98-a-0047,261.137750,261.328750,mean,I,sd,u-43-1
sw2957A-ms98-a-0047,261.328750,261.468750,when,I,sd,u-43-1
sw2957A-ms98-a-0047,261.468750,261.617125,i,I,sd,u-43-1
sw2957A-ms98-a-0047,261.617125,262.065375,see,I,sd,u-43-1
sw2957A-ms98-a-0047,262.065375,262.188750,the,I,sd,u-43-1
sw2957A-ms98-a-0047,262.188750,262.418750,amount,I,sd,u-43-1
sw2957A-ms98-a-0047,262.418750,262.488750,of,I,sd,u-43-1
sw2957A-ms98-a-0047,262.488750,262.978750,clothes,I,sd,u-43-1
sw2957A-ms98-a-0047,262.978750,263.148750,that,I,sd,u-43-1
