sw2113B-ms98-a-0003,7.553750,7.992625,okay,B,b,u-2-1
sw2113B-ms98-a-0066,221.686375,221.836375,one,I,sd,u-68-2
sw2113B-ms98-a-0066,221.836375,222.344875,place,I,sd,u-68-2
sw2113B-ms98-a-0067,223.398250,223.621500,so,B,sv,u-70-1
sw2113B-ms98-a-0067,223.621500,223.791500,that,I,sv,u-70-1
sw2113B-ms98-a-0067,223.791500,223.961500,was,I,sv,u-70-1
sw2113B-ms98-a-0067,223.961500,224.379625,pretty,I,sv,u-70-1
sw2113B-ms98-a-0069,228.013000,228.421250,um-hum,O,,
sw2113B-ms98-a-0071,232.649750,232.999625,yeah,B,b,u-72-1
sw2113B-ms98-a-0073,237.728375,237.819000,i,B,sd,u-74-1
sw2113B-ms98-a-0073,237.819000,238.119000,wonder,I,sd,u-74-1
sw2113B-ms98-a-0073,238.119000,238.249000,how,I,sd,u-74-1
sw2113B-ms98-a-0073,238.249000,238.359000,they,I,sd,u-74-1
sw2113B-ms98-a-0073,238.359000,238.627000,kept,I,sd,u-74-1
sw2113B-ms98-a-0073,238.627000,238.809000,up,I,sd,u-74-1
sw2113B-ms98-a-0073,238.809000,239.009000,with,I,sd,u-74-1
sw2113B-ms98-a-0073,239.009000,239.119000,them_1,I,sd,u-74-1
sw2113B-ms98-a-0073,239.119000,239.239000,though,I,sd,u-74-1
sw2113B-ms98-a-0073,239.239000,239.369000,it,B,sd,u-74-2
sw2113B-ms98-a-0073,239.369000,239.519000,seemed,I,sd,u-74-2
sw2113B-ms98-a-0073,239.519000,239.669000,like,I,sd,u-74-2
sw2113B-ms98-a-0073,239.669000,239.739000,the,I,sd,u-74-2
sw2113B-ms98-a-0073,239.739000,240.179000,buffaloes,I,sd,u-74-2
sw2113B-ms98-a-0073,240.179000,240.279000,were,I,sd,u-74-2
sw2113B-ms98-a-0073,240.279000,240.699000,moving,I,sd,u-74-2
sw2113B-ms98-a-0073,240.699000,240.839000,so,I,sd,u-74-2
sw2113B-ms98-a-0073,240.839000,241.622625,fast,I,sd,u-74-2
sw2113B-ms98-a-0073,242.108500,242.229000,i,B,sd,u-76-1
sw2113B-ms98-a-0073,242.229000,242.459000,guess,I,sd,u-76-1
sw2113B-ms98-a-0073,242.459000,242.559000,they,I,sd,u-76-1
sw2113B-ms98-a-0073,242.559000,242.929000,graze,I,sd,u-76-1
sw2113B-ms98-a-0073,242.929000,243.289250,though,I,sd,u-76-1
sw2113B-ms98-a-0073,243.959625,244.114000,that,B,sv,u-76-2
sw2113B-ms98-a-0073,244.114000,244.329000,wouldn't,I,sv,u-76-2
sw2113B-ms98-a-0073,244.329000,244.359000,-[ha]ve,I,sv,u-76-2
sw2113B-ms98-a-0073,244.359000,244.489000,been,I,sv,u-76-2
sw2113B-ms98-a-0073,244.489000,244.519000,a,I,sv,u-76-2
sw2113B-ms98-a-0073,244.519000,244.949000,problem,I,sv,u-76-2
sw2113B-ms98-a-0075,252.036875,252.307500,no,B,nn,u-78-1
sw2113B-ms98-a-0075,252.307500,252.689750,huh-uh,O,,
sw2113B-ms98-a-0077,257.605875,257.961375,um-hum,B,b,u-80-1
sw2113B-ms98-a-0079,265.160875,265.919500,oh,B,b,u-82-1
sw2113B-ms98-a-0081,268.947000,269.117000,i,B,sv,u-84-1
sw2113B-ms98-a-0081,269.117000,269.367000,guess,I,sv,u-84-1
sw2113B-ms98-a-0081,269.367000,269.507000,they're,I,sv,u-84-1
sw2113B-ms98-a-0081,269.507000,269.727000,just,I,sv,u-84-1
sw2113B-ms98-a-0081,269.727000,269.963000,not,I,sv,u-84-1
