sw2061B-ms98-a-0003,3.458250,3.918250,hello,B,fp,u-2-1
sw2061B-ms98-a-0013,22.452125,22.692125,uh,I,ar,u-14-4
sw2061B-ms98-a-0013,22.692125,23.352125,California,I,ar,u-14-4
sw2061B-ms98-a-0014,24.156875,24.528125,yeah,B,ny,u-16-1
sw2061B-ms98-a-0014,24.699125,24.816750,i,B,%,u-16-2
sw2061B-ms98-a-0016,26.995125,27.315250,really,B,bh,u-18-1
sw2061B-ms98-a-0018,28.809125,29.087625,oh,B,b,u-20-1
sw2061B-ms98-a-0018,29.214875,29.429125,well,B,bf,u-20-2
sw2061B-ms98-a-0018,29.429125,29.569125,you're,I,bf,u-20-2
sw2061B-ms98-a-0018,29.569125,29.689125,on,I,bf,u-20-2
sw2061B-ms98-a-0018,29.689125,29.759125,the,I,bf,u-20-2
sw2061B-ms98-a-0018,29.759125,30.112125,uh,I,bf,u-20-2
sw2061B-ms98-a-0018,30.491750,30.712625,lets,O,,
sw2061B-ms98-a-0018,30.712625,30.832625,see,B,^h,u-20-3
sw2061B-ms98-a-0019,31.690000,31.910000,yeah,B,aa,u-22-1
sw2061B-ms98-a-0019,31.910000,32.090000,twenty,O,,
sw2061B-ms98-a-0019,32.090000,32.240000,one,O,,
sw2061B-ms98-a-0020,33.241500,33.357500,yeah,B,%,u-22-3
sw2061B-ms98-a-0020,33.357500,33.601500,shoot,B,qy^d,u-22-4
sw2061B-ms98-a-0020,33.601500,33.791500,man,I,qy^d,u-22-4
sw2061B-ms98-a-0020,33.791500,33.941500,it's,I,qy^d,u-22-4
sw2061B-ms98-a-0020,33.941500,34.101500,what,I,qy^d,u-22-4
sw2061B-ms98-a-0020,34.101500,34.461500,midnight,I,qy^d,u-22-4
sw2061B-ms98-a-0020,34.461500,34.911500,almost,I,qy^d,u-22-4
sw2061B-ms98-a-0022,38.574750,38.754750,[laughter-yeah],O,,
sw2061B-ms98-a-0022,38.754750,39.221250,okay,B,b,u-24-2
sw2061B-ms98-a-0022,39.963250,40.084750,all,B,b,u-24-3
sw2061B-ms98-a-0022,40.084750,40.274750,right,I,b,u-24-3
sw2061B-ms98-a-0022,40.274750,40.454750,well,B,sd^t,u-24-4
sw2061B-ms98-a-0022,40.454750,40.514750,i,I,sd^t,u-24-4
sw2061B-ms98-a-0022,40.514750,40.674750,guess,I,sd^t,u-24-4
sw2061B-ms98-a-0022,40.674750,40.764750,we're,I,sd^t,u-24-4
sw2061B-ms98-a-0022,40.764750,41.014750,supposed,I,sd^t,u-24-4
sw2061B-ms98-a-0022,41.014750,41.094750,to,I,sd^t,u-24-4
sw2061B-ms98-a-0022,41.094750,41.294750,talk,I,sd^t,u-24-4
sw2061B-ms98-a-0022,41.294750,41.464750,what,B,qw,u-24-5
sw2061B-ms98-a-0022,41.464750,41.624750,about,I,qw,u-24-5
sw2061B-ms98-a-0022,41.624750,41.894750,credit,B,qy,u-24-6
sw2061B-ms98-a-0022,41.894750,42.157625,card,I,qy,u-24-6
sw2061B-ms98-a-0024,45.313250,45.423250,oh,B,sd^t,u-26-1
sw2061B-ms98-a-0024,45.423250,45.533250,one,I,sd^t,u-26-1
sw2061B-ms98-a-0024,45.533250,45.593250,of,I,sd^t,u-26-1
sw2061B-ms98-a-0024,45.593250,45.755250,my,I,sd^t,u-26-1
sw2061B-ms98-a-0024,45.755250,46.313250,instructors,I,sd^t,u-26-1
sw2061B-ms98-a-0024,46.313250,46.633250,uh,I,sd^t,u-26-1
sw2061B-ms98-a-0024,46.633250,46.793250,said,I,sd^t,u-26-1
sw2061B-ms98-a-0024,46.793250,46.903250,that,I,sd^t,u-26-1
sw2061B-ms98-a-0024,46.903250,46.993250,they,I,sd^t,u-26-1
sw2061B-ms98-a-0024,46.993250,47.103250,were,I,sd^t,u-26-1
sw2061B-ms98-a-0024,47.103250,47.363250,doing,I,sd^t,u-26-1
sw2061B-ms98-a-0024,47.363250,47.613250,something,I,sd^t,u-26-1
sw2061B-ms98-a-0024,47.613250,47.833250,like,I,sd^t,u-26-1
sw2061B-ms98-a-0024,47.833250,48.103250,this,I,sd^t,u-26-1
sw2061B-ms98-a-0024,48.103250,48.263250,and,B,%,u-26-2
sw2061B-ms98-a-0025,49.582500,49.791250,a,B,sd,u-28-1
sw2061B-ms98-a-0025,49.791250,49.960750,a,I,sd,u-28-1
sw2061B-ms98-a-0025,49.960750,50.492500,Master's,I,sd,u-28-1
sw2061B-ms98-a-0025,50.492500,50.684750,in,I,sd,u-28-1
sw2061B-ms98-a-0025,50.684750,51.042500,uh,I,sd,u-28-1
sw2061B-ms98-a-0025,51.042500,51.502500,information,I,sd,u-28-1
sw2061B-ms98-a-0025,51.502500,51.991125,systems,I,sd,u-28-1
sw2061B-ms98-a-0027,55.609500,55.859500,yeah,B,bh,u-30-1
sw2061B-ms98-a-0027,55.859500,56.142250,where,B,qw,u-30-2
sw2061B-ms98-a-0027,56.142250,56.350375,at,I,qw,u-30-2
sw2061B-ms98-a-0029,58.329625,58.739625,hey,B,ba,u-32-1
sw2061B-ms98-a-0029,58.739625,58.799625,how,B,qw,u-32-2
sw2061B-ms98-a-0029,58.799625,58.859625,do,I,qw,u-32-2
sw2061B-ms98-a-0029,58.859625,58.929625,you,I,qw,u-32-2
sw2061B-ms98-a-0029,58.929625,59.089625,like,I,qw,u-32-2
sw2061B-ms98-a-0029,59.089625,59.189625,it,I,qw,u-32-2
sw2061B-ms98-a-0029,59.189625,59.339625,out,I,qw,u-32-2
sw2061B-ms98-a-0029,59.339625,59.579625,there,I,qw,u-32-2
sw2061B-ms98-a-0031,65.443375,65.745375,yeah,B,b,u-34-1
sw2061B-ms98-a-0032,67.176625,67.828250,[vocalized-noise],O,,
sw2061B-ms98-a-0032,67.828250,68.168250,Raleigh,B,bf,u-36-2
sw2061B-ms98-a-0032,68.168250,68.478250,Durham,I,bf,u-36-2
sw2061B-ms98-a-0032,68.478250,68.843500,yeah,B,%,u-36-3
sw2061B-ms98-a-0034,74.376375,74.823625,uh-huh,B,b,u-38-1
sw2061B-ms98-a-0035,76.203250,76.483250,yeah,B,ny,u-40-1
sw2061B-ms98-a-0035,76.483250,76.583250,so,B,sd,u-40-2
sw2061B-ms98-a-0035,76.583250,76.683250,it,I,sd,u-40-2
sw2061B-ms98-a-0035,76.683250,76.843250,it's,I,sd,u-40-2
sw2061B-ms98-a-0035,76.843250,77.243250,basically,I,sd,u-40-2
sw2061B-ms98-a-0035,77.243250,77.293250,a,I,sd,u-40-2
sw2061B-ms98-a-0035,77.293250,77.463250,bunch,I,sd,u-40-2
sw2061B-ms98-a-0035,77.463250,77.543250,of,I,sd,u-40-2
sw2061B-ms98-a-0035,77.543250,77.863250,small,I,sd,u-40-2
sw2061B-ms98-a-0035,77.863250,78.263250,towns,I,sd,u-40-2
sw2061B-ms98-a-0035,78.263250,78.553250,anyway,I,sd,u-40-2
sw2061B-ms98-a-0035,78.553250,78.793250,kind,B,sd,u-40-3
sw2061B-ms98-a-0035,78.793250,78.883250,of,I,sd,u-40-3
sw2061B-ms98-a-0035,78.883250,79.183250,quaint,I,sd,u-40-3
sw2061B-ms98-a-0035,79.183250,79.343250,little,I,sd,u-40-3
sw2061B-ms98-a-0035,79.343250,79.713250,towns,I,sd,u-40-3
sw2061B-ms98-a-0035,79.713250,79.843250,but,B,sd,u-40-4
sw2061B-ms98-a-0035,79.843250,79.913250,they,I,sd,u-40-4
sw2061B-ms98-a-0035,79.913250,80.113250,don't,B,+,u-42-1
sw2061B-ms98-a-0035,80.113250,80.223250,have,I,+,u-42-1
sw2061B-ms98-a-0035,80.223250,80.293250,a,I,+,u-42-1
sw2061B-ms98-a-0035,80.293250,80.503250,whole,I,+,u-42-1
sw2061B-ms98-a-0035,80.503250,80.723250,lot,I,+,u-42-1
sw2061B-ms98-a-0035,80.723250,80.963250,there,I,+,u-42-1
sw2061B-ms98-a-0036,82.093500,82.193500,uh,B,sd,u-44-1
sw2061B-ms98-a-0036,82.193500,82.373500,well,I,sd,u-44-1
sw2061B-ms98-a-0036,82.373500,82.453500,i'm,I,sd,u-44-1
sw2061B-ms98-a-0036,82.453500,82.513500,in,I,sd,u-44-1
sw2061B-ms98-a-0036,82.513500,82.923500,Monterey,I,sd,u-44-1
sw2061B-ms98-a-0036,82.923500,83.473500,California,I,sd,u-44-1
sw2061B-ms98-a-0036,83.473500,83.613500,right,I,sd,u-44-1
sw2061B-ms98-a-0036,83.613500,83.883500,now,I,sd,u-44-1
sw2061B-ms98-a-0037,84.730000,85.032000,yeah,B,%,u-44-2
sw2061B-ms98-a-0039,90.411250,90.521250,two,B,br^m,u-46-1
sw2061B-ms98-a-0039,90.521250,90.791250,hundred,I,br^m,u-46-1
sw2061B-ms98-a-0039,90.791250,91.161250,fifty,I,br^m,u-46-1
sw2061B-ms98-a-0040,91.962125,92.172125,okay,B,bk,u-48-1
sw2061B-ms98-a-0040,92.172125,92.352125,it,B,sd,u-48-2
sw2061B-ms98-a-0040,92.352125,92.652125,it's,I,sd,u-48-2
sw2061B-ms98-a-0040,92.652125,92.822125,it's,I,sd,u-48-2
sw2061B-ms98-a-0040,92.822125,92.862125,a,I,sd,u-48-2
sw2061B-ms98-a-0040,92.862125,93.052125,lot,I,sd,u-48-2
sw2061B-ms98-a-0040,93.052125,93.262125,bigger,I,sd,u-48-2
sw2061B-ms98-a-0040,93.262125,93.362125,than,I,sd,u-48-2
sw2061B-ms98-a-0040,93.362125,93.822125,Monterey,I,sd,u-48-2
sw2061B-ms98-a-0040,93.822125,94.032125,is,I,sd,u-48-2
sw2061B-ms98-a-0040,94.192125,94.362125,but,B,sd,u-48-3
sw2061B-ms98-a-0040,94.362125,94.512125,we're,I,sd,u-48-3
sw2061B-ms98-a-0040,94.512125,94.852125,just,I,sd,u-48-3
sw2061B-ms98-a-0040,94.852125,95.136750,uh,I,sd,u-48-3
sw2061B-ms98-a-0040,95.671500,95.962125,just,I,sd,u-48-3
sw2061B-ms98-a-0040,95.962125,96.322125,south,I,sd,u-48-3
sw2061B-ms98-a-0040,96.322125,96.502125,of,I,sd,u-48-3
sw2061B-ms98-a-0040,96.502125,96.672125,uh,I,sd,u-48-3
sw2061B-ms98-a-0040,96.672125,97.012125,San,I,sd,u-48-3
sw2061B-ms98-a-0040,97.012125,97.372125,Jose,I,sd,u-48-3
sw2061B-ms98-a-0040,97.372125,97.502125,and,I,sd,u-48-3
sw2061B-ms98-a-0040,97.502125,97.672125,San,I,sd,u-48-3
sw2061B-ms98-a-0040,97.672125,98.264750,Francisco,I,sd,u-48-3
sw2061B-ms98-a-0041,98.954125,99.044125,and,B,sd,u-50-1
sw2061B-ms98-a-0041,99.044125,99.164125,it's,I,sd,u-50-1
sw2061B-ms98-a-0041,99.164125,99.314125,only,I,sd,u-50-1
sw2061B-ms98-a-0041,99.314125,99.344125,a,I,sd,u-50-1
sw2061B-ms98-a-0041,99.344125,99.634125,couple,I,sd,u-50-1
sw2061B-ms98-a-0041,99.634125,99.694125,of,I,sd,u-50-1
sw2061B-ms98-a-0041,99.694125,99.844125,hours,I,sd,u-50-1
sw2061B-ms98-a-0041,99.844125,100.104125,away,I,sd,u-50-1
sw2061B-ms98-a-0041,100.104125,100.274125,or,I,sd,u-50-1
sw2061B-ms98-a-0041,100.274125,100.304125,a,I,sd,u-50-1
sw2061B-ms98-a-0041,100.304125,100.474125,hour,I,sd,u-50-1
sw2061B-ms98-a-0041,100.474125,100.704125,away,I,sd,u-50-1
sw2061B-ms98-a-0041,100.704125,100.794125,to,I,sd,u-50-1
sw2061B-ms98-a-0041,100.794125,100.924125,a,I,sd,u-50-1
sw2061B-ms98-a-0041,100.924125,100.984125,you,I,sd,u-50-1
sw2061B-ms98-a-0041,100.984125,101.064125,know,I,sd,u-50-1
sw2061B-ms98-a-0041,101.064125,101.204125,to,I,sd,u-50-1
sw2061B-ms98-a-0041,101.204125,101.234125,a,I,sd,u-50-1
sw2061B-ms98-a-0041,101.234125,101.514125,large,I,sd,u-50-1
sw2061B-ms98-a-0041,101.514125,101.859000,city,I,sd,u-50-1
sw2061B-ms98-a-0043,103.658500,103.868500,no,B,nn,u-52-1
sw2061B-ms98-a-0043,103.868500,103.968500,no,B,nn^r,u-52-2
sw2061B-ms98-a-0043,103.968500,104.038500,i,B,sd^e,u-52-3
sw2061B-ms98-a-0043,104.038500,104.168500,go,I,sd^e,u-52-3
sw2061B-ms98-a-0043,104.168500,104.258500,to,I,sd^e,u-52-3
sw2061B-ms98-a-0043,104.258500,104.517750,the,I,sd^e,u-52-3
sw2061B-ms98-a-0043,104.608125,104.728500,it's,I,sd^e,u-52-3
sw2061B-ms98-a-0043,104.728500,104.808500,the,I,sd^e,u-52-3
sw2061B-ms98-a-0043,104.808500,105.168500,Naval,I,sd^e,u-52-3
sw2061B-ms98-a-0043,105.168500,105.798500,Postgraduate,I,sd^e,u-52-3
sw2061B-ms98-a-0043,105.798500,106.058500,school,I,sd^e,u-52-3
sw2061B-ms98-a-0043,106.058500,106.148500,out,I,sd^e,u-52-3
sw2061B-ms98-a-0043,106.148500,106.348500,here,I,sd^e,u-52-3
sw2061B-ms98-a-0045,111.882250,112.282250,um-hum,B,b,u-56-1
sw2061B-ms98-a-0047,118.536625,118.872125,uh-huh,B,b,u-58-1
sw2061B-ms98-a-0049,123.794375,124.114375,yeah,B,b,u-60-1
sw2061B-ms98-a-0050,124.875375,124.985375,well,B,sd,u-62-1
sw2061B-ms98-a-0050,124.985375,125.125375,that's,I,sd,u-62-1
sw2061B-ms98-a-0050,125.125375,125.225375,what,I,sd,u-62-1
sw2061B-ms98-a-0050,125.225375,125.374250,they,I,sd,u-62-1
sw2061B-ms98-a-0050,125.374250,125.547875,look,I,sd,u-62-1
sw2061B-ms98-a-0050,125.547875,125.937375,for,I,sd,u-62-1
sw2061B-ms98-a-0050,125.937375,126.148250,whether,B,sd*,u-62-2
sw2061B-ms98-a-0050,126.148250,126.215625,or,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.215625,126.325375,not,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.325375,126.435375,they,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.435375,126.645375,get,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.645375,126.705375,it,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.705375,126.835375,it's,I,sd*,u-62-2
sw2061B-ms98-a-0050,126.835375,127.025375,hard,I,sd*,u-62-2
sw2061B-ms98-a-0050,127.025375,127.085375,to,I,sd*,u-62-2
sw2061B-ms98-a-0050,127.085375,127.310750,say,I,sd*,u-62-2
sw2061B-ms98-a-0052,130.284375,130.524375,yeah,B,b,u-64-1
sw2061B-ms98-a-0054,136.081625,136.337000,yeah,B,aa,u-68-1
sw2061B-ms98-a-0054,136.559000,136.758500,it's,B,sv,u-68-2
sw2061B-ms98-a-0054,136.758500,137.001625,pretty,I,sv,u-68-2
sw2061B-ms98-a-0054,137.001625,137.211625,tough,I,sv,u-68-2
sw2061B-ms98-a-0054,137.561625,137.741625,it's,B,sv^r,u-68-3
sw2061B-ms98-a-0054,137.741625,137.981625,pretty,I,sv^r,u-68-3
sw2061B-ms98-a-0054,137.981625,138.261625,tough,I,sv^r,u-68-3
sw2061B-ms98-a-0054,138.261625,138.371625,i,B,%,u-68-4
sw2061B-ms98-a-0054,138.371625,138.471625,mean,O,,
sw2061B-ms98-a-0054,138.471625,138.501625,uh,B,h,u-68-5
sw2061B-ms98-a-0054,138.501625,138.641625,let's,I,h,u-68-5
sw2061B-ms98-a-0054,138.641625,138.891625,face,I,h,u-68-5
sw2061B-ms98-a-0054,138.891625,138.951625,it,I,h,u-68-5
sw2061B-ms98-a-0054,138.951625,139.151625,you,I,h,u-68-5
sw2061B-ms98-a-0054,139.151625,139.292500,know,I,h,u-68-5
sw2061B-ms98-a-0054,139.763375,140.141625,and,B,%,u-68-6
sw2061B-ms98-a-0054,140.421625,140.481625,you,I,%,u-68-6
sw2061B-ms98-a-0054,140.481625,140.581625,know,I,%,u-68-6
sw2061B-ms98-a-0054,140.581625,140.831625,are,I,%,u-68-6
sw2061B-ms98-a-0054,140.831625,141.031625,you,I,%,u-68-6
sw2061B-ms98-a-0054,141.031625,141.101625,[vocalized-noise],I,%,u-68-6
sw2061B-ms98-a-0054,141.101625,141.271625,did,I,%,u-68-6
sw2061B-ms98-a-0054,141.271625,141.514125,the,I,%,u-68-6
sw2061B-ms98-a-0054,141.732625,141.828375,you,I,%,u-68-6
sw2061B-ms98-a-0054,141.828375,141.891625,know,I,%,u-68-6
sw2061B-ms98-a-0054,141.891625,141.991625,as,B,%,u-68-7
sw2061B-ms98-a-0054,141.991625,142.221625,far,I,%,u-68-7
sw2061B-ms98-a-0054,142.221625,142.431625,as,I,%,u-68-7
sw2061B-ms98-a-0054,142.431625,142.561625,i,B,sd,u-68-8
sw2061B-ms98-a-0054,142.561625,142.871625,found,I,sd,u-68-8
sw2061B-ms98-a-0054,142.871625,143.001625,it,I,sd,u-68-8
sw2061B-ms98-a-0054,143.111625,143.191625,a,I,sd,u-68-8
sw2061B-ms98-a-0054,143.191625,143.381625,lot,I,sd,u-68-8
sw2061B-ms98-a-0054,143.381625,143.441625,of,I,sd,u-68-8
sw2061B-ms98-a-0054,143.441625,143.651625,times,I,sd,u-68-8
sw2061B-ms98-a-0054,143.651625,143.901625,with,I,sd,u-68-8
sw2061B-ms98-a-0054,143.901625,144.151625,regards,I,sd,u-68-8
sw2061B-ms98-a-0054,144.151625,144.231625,to,I,sd,u-68-8
sw2061B-ms98-a-0054,144.231625,144.781625,education,I,sd,u-68-8
sw2061B-ms98-a-0054,144.781625,144.871625,you,I,sd,u-68-8
sw2061B-ms98-a-0054,144.871625,145.001625,know,I,sd,u-68-8
sw2061B-ms98-a-0054,145.001625,145.071625,the,I,sd,u-68-8
sw2061B-ms98-a-0054,145.071625,145.441625,school,I,sd,u-68-8
sw2061B-ms98-a-0054,145.441625,145.561625,only,I,sd,u-68-8
sw2061B-ms98-a-0054,145.561625,145.801625,takes,I,sd,u-68-8
sw2061B-ms98-a-0054,145.801625,145.881625,you,I,sd,u-68-8
sw2061B-ms98-a-0054,145.881625,146.091625,so,I,sd,u-68-8
sw2061B-ms98-a-0054,146.091625,146.451625,far,I,sd,u-68-8
sw2061B-ms98-a-0054,146.451625,146.561625,you,I,sd,u-68-8
sw2061B-ms98-a-0054,146.561625,146.701625,know,I,sd,u-68-8
sw2061B-ms98-a-0054,146.701625,146.851625,it's,B,sv,u-68-9
sw2061B-ms98-a-0054,146.851625,147.001625,what,I,sv,u-68-9
sw2061B-ms98-a-0054,147.001625,147.151625,you,I,sv,u-68-9
sw2061B-ms98-a-0054,147.151625,147.396250,do,I,sv,u-68-9
sw2061B-ms98-a-0055,148.293125,148.423125,you,B,+,u-70-1
sw2061B-ms98-a-0055,148.423125,148.631000,know,I,+,u-70-1
sw2061B-ms98-a-0055,148.631000,149.073125,so,B,sd,u-70-2
sw2061B-ms98-a-0055,149.073125,149.347375,uh,I,sd,u-70-2
sw2061B-ms98-a-0055,149.897375,150.012250,i,I,sd,u-70-2
sw2061B-ms98-a-0055,150.012250,150.143125,don't,I,sd,u-70-2
sw2061B-ms98-a-0055,150.143125,150.324500,lose,I,sd,u-70-2
sw2061B-ms98-a-0055,150.324500,150.501500,any,I,sd,u-70-2
sw2061B-ms98-a-0055,150.501500,150.793125,sleep,I,sd,u-70-2
sw2061B-ms98-a-0055,151.173125,151.383125,sleep,I,sd,u-70-2
sw2061B-ms98-a-0055,151.383125,151.553125,over,I,sd,u-70-2
sw2061B-ms98-a-0055,151.553125,151.813125,stuff,I,sd,u-70-2
sw2061B-ms98-a-0055,151.813125,152.003125,like,I,sd,u-70-2
sw2061B-ms98-a-0055,152.003125,152.243125,that,I,sd,u-70-2
sw2061B-ms98-a-0057,154.946750,155.356750,probably,B,nn,u-72-1
sw2061B-ms98-a-0057,155.356750,155.566750,not,I,nn,u-72-1
sw2061B-ms98-a-0057,155.566750,155.776750,see,B,sd^e,u-72-2
sw2061B-ms98-a-0057,155.776750,155.896750,i'm,I,sd^e,u-72-2
sw2061B-ms98-a-0057,155.896750,155.986750,in,I,sd^e,u-72-2
sw2061B-ms98-a-0057,155.986750,156.046750,the,I,sd^e,u-72-2
sw2061B-ms98-a-0057,156.046750,156.456750,Navy,I,sd^e,u-72-2
sw2061B-ms98-a-0058,157.183375,157.741375,and,B,sd,u-74-1
sw2061B-ms98-a-0058,157.741375,158.056500,uh,I,sd,u-74-1
sw2061B-ms98-a-0058,158.056500,158.151125,you,I,sd,u-74-1
sw2061B-ms98-a-0058,158.151125,158.238000,know,I,sd,u-74-1
sw2061B-ms98-a-0058,158.238000,158.415000,unless,I,sd,u-74-1
sw2061B-ms98-a-0058,158.415000,158.493375,the,I,sd,u-74-1
sw2061B-ms98-a-0058,158.493375,158.783375,Navy,I,sd,u-74-1
sw2061B-ms98-a-0058,158.783375,159.093375,funds,I,sd,u-74-1
sw2061B-ms98-a-0058,159.093375,159.193375,it,I,sd,u-74-1
sw2061B-ms98-a-0058,159.193375,159.243375,i,I,sd,u-74-1
sw2061B-ms98-a-0058,159.243375,159.713375,probably,I,sd,u-74-1
sw2061B-ms98-a-0058,159.713375,160.023375,won't,I,sd,u-74-1
sw2061B-ms98-a-0058,160.023375,160.213375,do,I,sd,u-74-1
sw2061B-ms98-a-0058,160.213375,160.293375,it,I,sd,u-74-1
sw2061B-ms98-a-0058,160.293375,160.844625,until,I,sd,u-74-1
sw2061B-ms98-a-0058,160.844625,161.074375,i,I,sd,u-74-1
sw2061B-ms98-a-0058,161.074375,161.223375,if,B,sd,u-74-2
sw2061B-ms98-a-0058,161.223375,161.293375,i,I,sd,u-74-2
sw2061B-ms98-a-0058,161.293375,161.523375,do,I,sd,u-74-2
sw2061B-ms98-a-0058,161.523375,161.643375,do,I,sd,u-74-2
sw2061B-ms98-a-0058,161.643375,161.703375,it,I,sd,u-74-2
sw2061B-ms98-a-0058,161.703375,161.763375,it,I,sd,u-74-2
sw2061B-ms98-a-0058,161.763375,161.863375,will,I,sd,u-74-2
sw2061B-ms98-a-0058,161.863375,162.003375,be,I,sd,u-74-2
sw2061B-ms98-a-0058,162.003375,162.293375,after,I,sd,u-74-2
sw2061B-ms98-a-0058,162.293375,162.343375,i,I,sd,u-74-2
sw2061B-ms98-a-0058,162.343375,162.513375,get,I,sd,u-74-2
sw2061B-ms98-a-0058,162.513375,162.613375,out,I,sd,u-74-2
sw2061B-ms98-a-0058,162.613375,162.683375,of,I,sd,u-74-2
sw2061B-ms98-a-0058,162.683375,162.763375,the,I,sd,u-74-2
sw2061B-ms98-a-0058,162.763375,163.103375,Navy,I,sd,u-74-2
sw2061B-ms98-a-0060,164.974000,165.154000,oh,B,sd,u-76-1
sw2061B-ms98-a-0060,165.154000,165.474000,probably,I,sd,u-76-1
sw2061B-ms98-a-0060,165.474000,165.544000,be,I,sd,u-76-1
sw2061B-ms98-a-0060,165.544000,165.744000,another,I,sd,u-76-1
sw2061B-ms98-a-0060,165.744000,165.994000,twelve,I,sd,u-76-1
sw2061B-ms98-a-0060,165.994000,166.406000,years,I,sd,u-76-1
sw2061B-ms98-a-0062,168.194125,168.294125,oh,B,sd,u-78-1
sw2061B-ms98-a-0062,168.294125,168.394125,you,I,sd,u-78-1
sw2061B-ms98-a-0062,168.394125,168.544125,know,I,sd,u-78-1
sw2061B-ms98-a-0062,168.544125,168.604125,i,I,sd,u-78-1
sw2061B-ms98-a-0062,168.604125,168.814125,like,I,sd,u-78-1
sw2061B-ms98-a-0062,168.814125,168.934125,what,I,sd,u-78-1
sw2061B-ms98-a-0062,168.934125,169.034125,i'm,I,sd,u-78-1
sw2061B-ms98-a-0062,169.034125,169.314125,doing,I,sd,u-78-1
sw2061B-ms98-a-0062,169.314125,169.574125,right,I,sd,u-78-1
sw2061B-ms98-a-0062,169.574125,169.714125,now,I,sd,u-78-1
sw2061B-ms98-a-0064,171.343375,171.603375,excuse,B,br,u-80-1
sw2061B-ms98-a-0064,171.603375,171.794375,me,I,br,u-80-1
sw2061B-ms98-a-0066,173.971625,174.091625,if,B,qy,u-82-1
sw2061B-ms98-a-0066,174.091625,174.181625,they,I,qy,u-82-1
sw2061B-ms98-a-0066,174.181625,174.341625,pay,I,qy,u-82-1
sw2061B-ms98-a-0066,174.341625,174.491625,for,I,qy,u-82-1
sw2061B-ms98-a-0066,174.491625,174.531625,a,I,qy,u-82-1
sw2061B-ms98-a-0066,174.531625,175.169250,PhD,O,,
sw2061B-ms98-a-0067,175.834125,176.064125,nah,B,nn,u-84-1
sw2061B-ms98-a-0067,176.064125,176.174125,they,B,sd^e,u-84-2
sw2061B-ms98-a-0067,176.174125,176.374125,won't,I,sd^e,u-84-2
sw2061B-ms98-a-0067,176.374125,176.524125,pay,I,sd^e,u-84-2
sw2061B-ms98-a-0067,176.524125,176.784125,for,I,sd^e,u-84-2
sw2061B-ms98-a-0067,176.784125,176.874125,it,I,sd^e,u-84-2
sw2061B-ms98-a-0067,177.204125,177.424125,they've,B,sd,u-84-3
sw2061B-ms98-a-0067,177.424125,177.544125,i,I,sd,u-84-3
sw2061B-ms98-a-0067,177.544125,177.754125,think,I,sd,u-84-3
sw2061B-ms98-a-0067,177.754125,177.874125,they,I,sd,u-84-3
sw2061B-ms98-a-0067,177.874125,178.084125,have,I,sd,u-84-3
sw2061B-ms98-a-0067,178.084125,178.354125,maybe,I,sd,u-84-3
sw2061B-ms98-a-0067,178.354125,178.574125,two,I,sd,u-84-3
