sw2942B-ms98-a-0003,6.764000,7.495500,uh-huh,B,ny,u-2-1
sw2942B-ms98-a-0019,135.748250,135.973125,it,I,sd,u-20-2
sw2942B-ms98-a-0019,135.973125,136.233000,to,I,sd,u-20-2
sw2942B-ms98-a-0019,136.233000,136.708250,except,I,sd,u-20-2
sw2942B-ms98-a-0019,136.708250,136.818250,to,I,sd,u-20-2
sw2942B-ms98-a-0019,136.818250,137.138250,another,I,sd,u-20-2
sw2942B-ms98-a-0019,137.138250,137.705875,engineer,I,sd,u-20-2
sw2942B-ms98-a-0020,138.904375,139.420125,and,B,sd,u-22-1
sw2942B-ms98-a-0020,139.420125,139.530125,i,I,sd,u-22-1
sw2942B-ms98-a-0020,139.530125,139.710125,have,I,sd,u-22-1
sw2942B-ms98-a-0020,139.710125,139.860125,the,I,sd,u-22-1
sw2942B-ms98-a-0020,139.860125,140.300125,ability,I,sd,u-22-1
sw2942B-ms98-a-0020,140.300125,140.360125,to,I,sd,u-22-1
sw2942B-ms98-a-0020,140.360125,140.710125,listen,I,sd,u-22-1
sw2942B-ms98-a-0020,140.710125,140.820125,to,I,sd,u-22-1
sw2942B-ms98-a-0020,140.820125,141.070125,them,I,sd,u-22-1
sw2942B-ms98-a-0020,141.070125,141.220125,and,I,sd,u-22-1
sw2942B-ms98-a-0020,141.220125,141.360125,then,I,sd,u-22-1
sw2942B-ms98-a-0020,141.360125,141.950125,translate,I,sd,u-22-1
sw2942B-ms98-a-0020,141.950125,142.140125,that,I,sd,u-22-1
sw2942B-ms98-a-0020,142.140125,142.330125,into,I,sd,u-22-1
sw2942B-ms98-a-0020,142.330125,142.790125,something,I,sd,u-22-1
sw2942B-ms98-a-0020,142.790125,142.934750,that,I,sd,u-22-1
sw2942B-ms98-a-0020,143.371625,143.640125,non,I,sd,u-22-1
sw2942B-ms98-a-0020,143.640125,144.100125,engineers,I,sd,u-22-1
sw2942B-ms98-a-0020,144.100125,144.260125,can,I,sd,u-22-1
sw2942B-ms98-a-0020,144.260125,145.066000,understand,I,sd,u-22-1
sw2942B-ms98-a-0021,147.310875,147.460875,well,B,nd,u-24-1
sw2942B-ms98-a-0021,147.460875,147.610875,it's,I,nd,u-24-1
sw2942B-ms98-a-0021,147.610875,147.660875,a,B,+,u-26-1
sw2942B-ms98-a-0021,147.660875,147.770875,lot,I,+,u-26-1
sw2942B-ms98-a-0021,147.770875,147.830875,of,I,+,u-26-1
sw2942B-ms98-a-0021,147.830875,148.414375,fun,I,+,u-26-1
sw2942B-ms98-a-0021,149.081000,149.302375,at,I,+,u-26-1
sw2942B-ms98-a-0021,149.302375,149.422250,the,I,+,u-26-1
sw2942B-ms98-a-0021,149.422250,150.240875,moment,I,+,u-26-1
sw2942B-ms98-a-0023,170.872000,171.112000,even,B,sd,u-28-1
sw2942B-ms98-a-0023,171.112000,171.292000,at,I,sd,u-28-1
sw2942B-ms98-a-0023,171.292000,171.672000,that,I,sd,u-28-1
sw2942B-ms98-a-0023,171.672000,171.742000,i,I,sd,u-28-1
sw2942B-ms98-a-0023,171.742000,171.912000,have,I,sd,u-28-1
sw2942B-ms98-a-0023,171.912000,171.982000,a,I,sd,u-28-1
sw2942B-ms98-a-0023,171.982000,172.419375,son,I,sd,u-28-1
sw2942B-ms98-a-0023,172.419375,172.686750,that,I,sd,u-28-1
sw2942B-ms98-a-0023,172.686750,172.892000,who,I,sd,u-28-1
sw2942B-ms98-a-0023,172.892000,173.199875,is,I,sd,u-28-1
sw2942B-ms98-a-0023,173.335500,173.602000,only,I,sd,u-28-1
sw2942B-ms98-a-0023,173.602000,173.912000,nine,I,sd,u-28-1
sw2942B-ms98-a-0023,173.912000,174.012000,at,I,sd,u-28-1
sw2942B-ms98-a-0023,174.012000,174.072000,the,I,sd,u-28-1
sw2942B-ms98-a-0023,174.072000,174.412000,moment,I,sd,u-28-1
sw2942B-ms98-a-0023,175.132000,175.302000,but,B,sd,u-28-2
sw2942B-ms98-a-0023,175.302000,175.402000,i,I,sd,u-28-2
sw2942B-ms98-a-0023,175.402000,175.692000,see,I,sd,u-28-2
sw2942B-ms98-a-0023,175.692000,175.972000,him,I,sd,u-28-2
sw2942B-ms98-a-0023,175.972000,176.252000,very,I,sd,u-28-2
sw2942B-ms98-a-0023,176.252000,176.822000,rapidly,I,sd,u-28-2
sw2942B-ms98-a-0023,176.822000,177.637500,becoming,I,sd,u-28-2
sw2942B-ms98-a-0024,178.189125,178.300375,the,I,sd,u-28-2
sw2942B-ms98-a-0024,178.300375,178.920375,engineering,I,sd,u-28-2
sw2942B-ms98-a-0024,178.920375,179.727125,personality,I,sd,u-28-2
sw2942B-ms98-a-0024,180.483750,180.875250,and,B,sd,u-28-3
sw2942B-ms98-a-0024,180.875250,181.133625,uh,I,sd,u-28-3
sw2942B-ms98-a-0024,181.133625,181.333250,if,I,sd,u-28-3
sw2942B-ms98-a-0024,181.333250,181.610375,he,I,sd,u-28-3
sw2942B-ms98-a-0024,181.610375,182.090375,decides,I,sd,u-28-3
sw2942B-ms98-a-0024,182.090375,182.190375,to,I,sd,u-28-3
sw2942B-ms98-a-0024,182.190375,182.580375,pursue,I,sd,u-28-3
sw2942B-ms98-a-0024,182.580375,182.870375,that,I,sd,u-28-3
sw2942B-ms98-a-0025,183.525375,183.715375,i'm,I,sd,u-28-3
sw2942B-ms98-a-0025,183.715375,184.015375,going,I,sd,u-28-3
sw2942B-ms98-a-0025,184.015375,184.145375,to,I,sd,u-28-3
sw2942B-ms98-a-0025,184.145375,184.635375,insist,I,sd,u-28-3
sw2942B-ms98-a-0025,184.635375,184.725375,that,I,sd,u-28-3
sw2942B-ms98-a-0025,184.725375,184.825375,he,I,sd,u-28-3
sw2942B-ms98-a-0025,184.825375,185.285750,spend,I,sd,u-28-3
sw2942B-ms98-a-0025,185.526750,185.695375,two,I,sd,u-28-3
sw2942B-ms98-a-0025,185.695375,185.975375,years,I,sd,u-28-3
sw2942B-ms98-a-0025,185.975375,186.065375,at,I,sd,u-28-3
sw2942B-ms98-a-0025,186.065375,186.125375,a,I,sd,u-28-3
sw2942B-ms98-a-0025,186.125375,186.495375,liberal,I,sd,u-28-3
sw2942B-ms98-a-0025,186.495375,186.655375,arts,I,sd,u-28-3
sw2942B-ms98-a-0025,186.655375,187.025375,college,I,sd,u-28-3
sw2942B-ms98-a-0025,187.025375,187.365375,before,I,sd,u-28-3
sw2942B-ms98-a-0025,187.365375,187.565375,i'll,I,sd,u-28-3
sw2942B-ms98-a-0025,187.565375,187.755375,even,I,sd,u-28-3
sw2942B-ms98-a-0025,187.755375,187.875375,let,I,sd,u-28-3
sw2942B-ms98-a-0025,187.875375,188.015375,him,I,sd,u-28-3
sw2942B-ms98-a-0025,188.015375,188.285375,go,I,sd,u-28-3
sw2942B-ms98-a-0025,188.285375,188.455375,to,I,sd,u-28-3
sw2942B-ms98-a-0025,188.455375,188.585375,an,I,sd,u-28-3
sw2942B-ms98-a-0025,188.585375,189.015375,engineering,I,sd,u-28-3
sw2942B-ms98-a-0025,189.015375,189.534750,college,I,sd,u-28-3
sw2942B-ms98-a-0025,190.299375,190.495375,and,B,aa,u-30-1
sw2942B-ms98-a-0025,190.495375,190.885375,yes,I,aa,u-30-1
sw2942B-ms98-a-0025,190.885375,191.235375,that'll,B,sd,u-30-2
sw2942B-ms98-a-0025,191.235375,191.485375,add,I,sd,u-30-2
sw2942B-ms98-a-0025,191.485375,191.775375,one,I,sd,u-30-2
sw2942B-ms98-a-0025,191.775375,192.025375,year,I,sd,u-30-2
sw2942B-ms98-a-0025,192.025375,192.175375,to,I,sd,u-30-2
sw2942B-ms98-a-0025,192.175375,192.365375,his,I,sd,u-30-2
sw2942B-ms98-a-0025,192.365375,192.955375,education,I,sd,u-30-2
sw2942B-ms98-a-0025,192.955375,193.661375,experience,I,sd,u-30-2
sw2942B-ms98-a-0027,201.427875,201.967875,yes,B,aa,u-32-1
sw2942B-ms98-a-0027,201.967875,202.117875,it,B,aa,u-32-2
sw2942B-ms98-a-0027,202.117875,202.526125,is,I,aa,u-32-2
sw2942B-ms98-a-0029,239.499250,239.699250,oh,B,aa,u-34-1
sw2942B-ms98-a-0029,239.699250,239.849250,i,I,aa,u-34-1
sw2942B-ms98-a-0029,239.849250,240.345375,agree,I,aa,u-34-1
sw2942B-ms98-a-0029,240.505750,240.889250,uh,B,sd,u-34-2
sw2942B-ms98-a-0031,242.556375,242.727250,i,I,sd,u-34-2
sw2942B-ms98-a-0031,242.727250,242.916375,have,I,sd,u-34-2
sw2942B-ms98-a-0031,242.916375,242.986375,the,I,sd,u-34-2
sw2942B-ms98-a-0031,242.986375,243.956000,experience,I,sd,u-34-2
sw2942B-ms98-a-0031,244.470625,244.809000,uh,I,sd,u-34-2
sw2942B-ms98-a-0031,244.970875,245.110625,the,B,sd,u-34-3
sw2942B-ms98-a-0031,245.110625,245.326375,last,I,sd,u-34-3
sw2942B-ms98-a-0031,245.326375,245.566375,school,I,sd,u-34-3
sw2942B-ms98-a-0031,245.566375,245.686375,that,I,sd,u-34-3
sw2942B-ms98-a-0031,245.686375,245.736375,i,I,sd,u-34-3
sw2942B-ms98-a-0031,245.736375,245.976375,went,I,sd,u-34-3
sw2942B-ms98-a-0031,245.976375,246.176375,to,I,sd,u-34-3
sw2942B-ms98-a-0031,246.176375,246.416375,was,I,sd,u-34-3
sw2942B-ms98-a-0031,246.416375,246.806375,Mississippi,I,sd,u-34-3
sw2942B-ms98-a-0031,246.806375,247.136375,State,I,sd,u-34-3
sw2942B-ms98-a-0031,247.136375,247.966375,University,I,sd,u-34-3
sw2942B-ms98-a-0031,247.966375,248.146375,which,B,+,u-36-1
sw2942B-ms98-a-0031,248.146375,248.492875,is,I,+,u-36-1
sw2942B-ms98-a-0032,249.281000,249.996000,historically,I,+,u-36-1
sw2942B-ms98-a-0032,249.996000,250.214500,an,I,+,u-36-1
sw2942B-ms98-a-0032,250.214500,250.781000,engineering,I,+,u-36-1
sw2942B-ms98-a-0032,250.781000,250.911000,and,I,+,u-36-1
sw2942B-ms98-a-0032,250.911000,251.621000,agricultural,I,+,u-36-1
sw2942B-ms98-a-0032,251.621000,252.061375,school,I,+,u-36-1
sw2942B-ms98-a-0033,253.301500,253.602500,uh,B,sd,u-38-1
sw2942B-ms98-a-0033,253.971625,254.168625,the,I,sd,u-38-1
sw2942B-ms98-a-0033,254.168625,254.575375,typical,I,sd,u-38-1
sw2942B-ms98-a-0033,254.575375,254.840000,land,I,sd,u-38-1
sw2942B-ms98-a-0033,254.840000,255.080000,grant,I,sd,u-38-1
sw2942B-ms98-a-0033,255.080000,255.783625,university,I,sd,u-38-1
sw2942B-ms98-a-0033,255.783625,256.142625,every,B,sd,u-38-2
sw2942B-ms98-a-0034,257.309750,257.709750,state's,I,sd,u-38-2
sw2942B-ms98-a-0034,257.709750,257.959750,got,I,sd,u-38-2
sw2942B-ms98-a-0034,257.959750,258.219750,one,I,sd,u-38-2
sw2942B-ms98-a-0036,259.824375,260.525750,anyway,B,sd,u-40-1
sw2942B-ms98-a-0036,261.849750,262.022000,i[t]-,I,sd,u-40-1
sw2942B-ms98-a-0037,262.657750,263.027750,while,I,sd,u-40-1
sw2942B-ms98-a-0037,263.027750,263.147750,it,I,sd,u-40-1
sw2942B-ms98-a-0037,263.147750,263.467750,has,I,sd,u-40-1
sw2942B-ms98-a-0037,263.467750,263.934000,both,I,sd,u-40-1
sw2942B-ms98-a-0037,264.227875,264.927750,engineering,I,sd,u-40-1
sw2942B-ms98-a-0037,264.927750,265.207750,and,I,sd,u-40-1
sw2942B-ms98-a-0037,265.207750,265.547750,liberal,I,sd,u-40-1
sw2942B-ms98-a-0037,265.547750,266.197750,arts,I,sd,u-40-1
sw2942B-ms98-a-0037,266.467750,267.015500,the,I,sd,u-40-1
sw2942B-ms98-a-0038,267.715375,268.255375,engineering,I,sd,u-40-1
sw2942B-ms98-a-0038,268.255375,268.845375,students,I,sd,u-40-1
sw2942B-ms98-a-0038,268.845375,269.445375,tend,I,sd,u-40-1
sw2942B-ms98-a-0038,269.445375,269.855375,to,I,sd,u-40-1
sw2942B-ms98-a-0038,269.855375,270.375375,cluster,I,sd,u-40-1
sw2942B-ms98-a-0038,270.375375,271.036625,together,I,sd,u-40-1
sw2942B-ms98-a-0038,271.420875,271.555375,you,B,sd,u-42-1
sw2942B-ms98-a-0038,271.555375,271.715375,know,I,sd,u-42-1
sw2942B-ms98-a-0038,271.715375,271.945375,they're,I,sd,u-42-1
sw2942B-ms98-a-0038,271.945375,272.055375,in,I,sd,u-42-1
sw2942B-ms98-a-0038,272.055375,272.648625,classes,I,sd,u-42-1
sw2942B-ms98-a-0038,272.648625,273.179625,together,I,sd,u-42-1
sw2942B-ms98-a-0038,273.179625,273.505375,even,I,sd,u-42-1
sw2942B-ms98-a-0038,273.505375,273.655375,when,I,sd,u-42-1
sw2942B-ms98-a-0038,273.655375,273.815375,they're,I,sd,u-42-1
sw2942B-ms98-a-0038,273.815375,274.295375,outside,I,sd,u-42-1
sw2942B-ms98-a-0038,274.295375,274.405375,of,I,sd,u-42-1
sw2942B-ms98-a-0038,274.405375,274.465375,the,I,sd,u-42-1
sw2942B-ms98-a-0038,274.465375,274.925375,engineering,I,sd,u-42-1
sw2942B-ms98-a-0038,274.925375,275.564000,department,I,sd,u-42-1
sw2942B-ms98-a-0039,276.713250,276.933250,and,B,sd,u-44-1
sw2942B-ms98-a-0039,276.933250,277.043250,they,I,sd,u-44-1
sw2942B-ms98-a-0039,277.043250,277.303250,don't,I,sd,u-44-1
sw2942B-ms98-a-0039,277.303250,277.973375,learn,I,sd,u-44-1
sw2942B-ms98-a-0039,278.481750,278.628500,the,I,sd,u-44-1
sw2942B-ms98-a-0039,278.628500,279.663250,communications,I,sd,u-44-1
sw2942B-ms98-a-0039,279.663250,279.783250,they,B,sd,u-44-2
sw2942B-ms98-a-0039,279.783250,279.993250,don't,I,sd,u-44-2
sw2942B-ms98-a-0039,279.993250,280.311125,learn,I,sd,u-44-2
sw2942B-ms98-a-0039,280.311125,280.484375,the,I,sd,u-44-2
sw2942B-ms98-a-0039,280.623250,280.853250,thought,I,sd,u-44-2
sw2942B-ms98-a-0039,280.853250,281.789500,processes,I,sd,u-44-2
sw2942B-ms98-a-0039,282.503375,282.852375,of,I,sd,u-44-2
sw2942B-ms98-a-0039,282.995500,283.363250,other,I,sd,u-44-2
