sw3142A-ms98-a-0002,15.418625,15.868625,uh-huh,B,b,u-2-1
sw3142A-ms98-a-0022,93.027125,93.467125,exotic,I,sd,u-26-2
sw3142A-ms98-a-0022,93.467125,93.892875,food,I,sd,u-26-2
sw3142A-ms98-a-0023,94.818875,95.338875,and,B,sd,u-28-1
sw3142A-ms98-a-0023,95.338875,95.608875,uh,I,sd,u-28-1
sw3142A-ms98-a-0023,95.608875,95.688875,we,I,sd,u-28-1
sw3142A-ms98-a-0023,95.688875,95.988875,like,I,sd,u-28-1
sw3142A-ms98-a-0023,95.988875,96.398875,Indian,I,sd,u-28-1
sw3142A-ms98-a-0023,96.398875,97.048875,food,I,sd,u-28-1
sw3142A-ms98-a-0023,97.048875,97.728875,and,I,sd,u-28-1
sw3142A-ms98-a-0023,97.728875,98.238875,Thai,I,sd,u-28-1
sw3142A-ms98-a-0023,98.238875,99.213500,cuisine,I,sd,u-28-1
sw3142A-ms98-a-0023,99.928875,100.568875,and,I,sd,u-28-1
sw3142A-ms98-a-0023,100.568875,101.249250,uh,I,sd,u-28-1
sw3142A-ms98-a-0023,101.418875,101.628875,sort,I,sd,u-28-1
sw3142A-ms98-a-0023,101.628875,101.966375,of,I,sd,u-28-1
sw3142A-ms98-a-0023,102.437875,103.162375,gourmet,I,sd,u-28-1
sw3142A-ms98-a-0023,103.162375,103.848875,Mexican,I,sd,u-28-1
sw3142A-ms98-a-0023,103.848875,104.638875,and,I,sd,u-28-1
sw3142A-ms98-a-0023,104.638875,105.378875,uh,I,sd,u-28-1
sw3142A-ms98-a-0023,105.608875,105.878875,things,I,sd,u-28-1
sw3142A-ms98-a-0023,105.878875,106.128875,like,I,sd,u-28-1
sw3142A-ms98-a-0023,106.128875,106.561125,that,I,sd,u-28-1
sw3142A-ms98-a-0024,107.038750,107.188750,as,I,sd,u-28-1
sw3142A-ms98-a-0024,107.188750,107.468750,well,I,sd,u-28-1
sw3142A-ms98-a-0024,107.468750,107.698750,as,I,sd,u-28-1
sw3142A-ms98-a-0024,108.168750,108.968750,Tex-Mex,I,sd,u-28-1
sw3142A-ms98-a-0024,108.968750,109.358750,and,I,sd,u-28-1
sw3142A-ms98-a-0024,109.358750,110.243000,Italian,I,sd,u-28-1
sw3142A-ms98-a-0024,110.758750,111.168750,and,I,sd,u-28-1
sw3142A-ms98-a-0024,111.168750,111.748750,uh,I,sd,u-28-1
sw3142A-ms98-a-0024,111.748750,112.298750,Chinese,I,sd,u-28-1
sw3142A-ms98-a-0024,112.298750,112.418750,and,I,sd,u-28-1
sw3142A-ms98-a-0024,112.418750,112.628750,things,I,sd,u-28-1
sw3142A-ms98-a-0024,112.628750,112.918750,and,I,sd,u-28-1
sw3142A-ms98-a-0024,112.918750,113.138750,and,I,sd,u-28-1
sw3142A-ms98-a-0024,113.138750,113.348750,things,I,sd,u-28-1
sw3142A-ms98-a-0024,113.348750,113.448750,of,I,sd,u-28-1
sw3142A-ms98-a-0024,113.448750,113.698750,that,I,sd,u-28-1
sw3142A-ms98-a-0024,113.698750,113.948750,sort,I,sd,u-28-1
sw3142A-ms98-a-0024,113.948750,114.106500,now,B,o,u-28-2
sw3142A-ms98-a-0024,114.106500,114.313750,yes,I,o,u-28-2
sw3142A-ms98-a-0024,114.313750,114.408750,of,B,sd,u-28-3
sw3142A-ms98-a-0024,114.408750,114.618750,course,I,sd,u-28-3
sw3142A-ms98-a-0024,114.618750,114.728750,we,I,sd,u-28-3
sw3142A-ms98-a-0024,114.728750,114.948750,like,I,sd,u-28-3
sw3142A-ms98-a-0024,114.948750,115.148750,to,I,sd,u-28-3
sw3142A-ms98-a-0024,115.148750,115.508750,occasionally,I,sd,u-28-3
sw3142A-ms98-a-0024,115.508750,115.628750,go,I,sd,u-28-3
sw3142A-ms98-a-0024,115.628750,115.878750,out,I,sd,u-28-3
sw3142A-ms98-a-0024,115.878750,115.978750,and,I,sd,u-28-3
sw3142A-ms98-a-0024,115.978750,116.128750,get,I,sd,u-28-3
sw3142A-ms98-a-0024,116.128750,116.338750,down,I,sd,u-28-3
sw3142A-ms98-a-0024,116.338750,116.438750,and,I,sd,u-28-3
sw3142A-ms98-a-0024,116.438750,116.628750,dirty,I,sd,u-28-3
sw3142A-ms98-a-0024,116.628750,116.788750,with,I,sd,u-28-3
sw3142A-ms98-a-0024,116.788750,117.268750,barbecue,I,sd,u-28-3
sw3142A-ms98-a-0024,117.268750,117.378750,or,I,sd,u-28-3
sw3142A-ms98-a-0024,117.378750,117.888750,hamburgers,I,sd,u-28-3
sw3142A-ms98-a-0024,117.888750,118.138750,[laughter],O,,
sw3142A-ms98-a-0024,118.138750,118.198750,or,B,+,u-30-1
sw3142A-ms98-a-0024,118.198750,118.498750,something,I,+,u-30-1
sw3142A-ms98-a-0024,118.498750,118.688750,like,I,+,u-30-1
sw3142A-ms98-a-0024,118.688750,118.928750,that,I,+,u-30-1
sw3142A-ms98-a-0024,118.928750,119.119625,too,I,+,u-30-1
sw3142A-ms98-a-0025,119.751375,120.301375,and,B,sd,u-30-2
sw3142A-ms98-a-0025,120.301375,120.959750,uh,I,sd,u-30-2
sw3142A-ms98-a-0025,121.451375,121.741375,we,I,sd,u-30-2
sw3142A-ms98-a-0025,121.741375,122.141375,probably,I,sd,u-30-2
sw3142A-ms98-a-0025,122.141375,122.311375,go,I,sd,u-30-2
sw3142A-ms98-a-0025,122.311375,122.740125,out,I,sd,u-30-2
sw3142A-ms98-a-0025,123.201375,123.331375,one,I,sd,u-30-2
sw3142A-ms98-a-0025,123.331375,123.401375,to,I,sd,u-30-2
sw3142A-ms98-a-0025,123.401375,123.541375,two,I,sd,u-30-2
sw3142A-ms98-a-0025,123.541375,123.851375,times,I,sd,u-30-2
sw3142A-ms98-a-0025,123.851375,123.901375,a,I,sd,u-30-2
sw3142A-ms98-a-0025,123.901375,124.231375,week,I,sd,u-30-2
sw3142A-ms98-a-0026,125.453875,126.073875,and,B,sd,u-32-1
sw3142A-ms98-a-0026,126.073875,126.803875,uh,I,sd,u-32-1
sw3142A-ms98-a-0027,127.827250,128.357250,uh,I,sd,u-32-1
sw3142A-ms98-a-0027,128.357250,128.617250,we're,I,sd,u-32-1
sw3142A-ms98-a-0027,128.617250,128.927250,pretty,I,sd,u-32-1
sw3142A-ms98-a-0027,128.927250,129.147250,much,I,sd,u-32-1
sw3142A-ms98-a-0027,129.147250,129.647250,regulars,I,sd,u-32-1
sw3142A-ms98-a-0027,129.647250,129.777250,at,I,sd,u-32-1
sw3142A-ms98-a-0027,129.777250,129.867250,an,I,sd,u-32-1
sw3142A-ms98-a-0027,129.867250,130.407250,Italian,I,sd,u-32-1
sw3142A-ms98-a-0027,130.407250,130.667250,local,I,sd,u-32-1
sw3142A-ms98-a-0027,130.667250,131.027250,Italian,I,sd,u-32-1
sw3142A-ms98-a-0027,131.027250,131.535500,restaurant,I,sd,u-32-1
sw3142A-ms98-a-0029,133.191625,133.621625,Momo's,B,sd,u-34-1
sw3142A-ms98-a-0031,144.622375,144.982375,uh-huh,B,b,u-36-1
sw3142A-ms98-a-0033,147.554250,147.814250,i've,B,sd,u-38-1
sw3142A-ms98-a-0033,147.814250,148.004250,heard,I,sd,u-38-1
sw3142A-ms98-a-0033,148.004250,148.234250,about,I,sd,u-38-1
sw3142A-ms98-a-0033,148.234250,148.294250,it,I,sd,u-38-1
sw3142A-ms98-a-0033,148.294250,148.324250,i,B,sd,u-38-2
sw3142A-ms98-a-0033,148.324250,148.534250,haven't,I,sd,u-38-2
sw3142A-ms98-a-0033,148.534250,148.704250,been,I,sd,u-38-2
sw3142A-ms98-a-0033,148.704250,148.844250,in,I,sd,u-38-2
sw3142A-ms98-a-0033,148.844250,149.184250,there,I,sd,u-38-2
sw3142A-ms98-a-0035,154.811000,155.161000,uh-huh,B,b,u-40-1
sw3142A-ms98-a-0037,158.423500,158.533500,tha[t's]-,O,,
sw3142A-ms98-a-0037,158.533500,158.823500,that's,B,sd,u-42-1
sw3142A-ms98-a-0037,158.823500,158.933500,one,I,sd,u-42-1
sw3142A-ms98-a-0037,158.933500,158.993500,of,I,sd,u-42-1
sw3142A-ms98-a-0037,158.993500,159.106125,the,I,sd,u-42-1
sw3142A-ms98-a-0037,159.106125,159.294375,things,I,sd,u-42-1
sw3142A-ms98-a-0037,159.294375,159.453500,a,I,sd,u-42-1
sw3142A-ms98-a-0037,159.453500,159.663500,good,I,sd,u-42-1
sw3142A-ms98-a-0037,159.663500,160.333500,pasta,I,sd,u-42-1
sw3142A-ms98-a-0037,160.333500,160.533500,means,I,sd,u-42-1
sw3142A-ms98-a-0037,160.533500,160.603500,a,I,sd,u-42-1
sw3142A-ms98-a-0037,160.603500,160.863500,lot,I,sd,u-42-1
sw3142A-ms98-a-0037,160.863500,160.993500,to,I,sd,u-42-1
sw3142A-ms98-a-0037,160.993500,161.533500,me,I,sd,u-42-1
sw3142A-ms98-a-0038,162.101625,162.331625,i,B,sd,u-42-2
sw3142A-ms98-a-0038,162.331625,162.574625,i,I,sd,u-42-2
sw3142A-ms98-a-0038,162.574625,162.951625,like,I,sd,u-42-2
sw3142A-ms98-a-0038,162.951625,163.341625,different,I,sd,u-42-2
sw3142A-ms98-a-0038,163.341625,163.661625,kinds,I,sd,u-42-2
sw3142A-ms98-a-0038,163.661625,163.771625,of,I,sd,u-42-2
sw3142A-ms98-a-0038,163.771625,164.191625,food,I,sd,u-42-2
sw3142A-ms98-a-0038,164.711625,164.921625,so,B,sd,u-42-3
sw3142A-ms98-a-0038,164.921625,165.091625,when,I,sd,u-42-3
sw3142A-ms98-a-0038,165.091625,165.211625,we,I,sd,u-42-3
sw3142A-ms98-a-0038,165.211625,165.421625,go,I,sd,u-42-3
sw3142A-ms98-a-0038,165.421625,165.780250,out,I,sd,u-42-3
sw3142A-ms98-a-0038,166.100375,166.291625,i'm,I,sd,u-42-3
sw3142A-ms98-a-0038,166.291625,166.521625,always,I,sd,u-42-3
sw3142A-ms98-a-0038,166.521625,166.761625,looking,I,sd,u-42-3
sw3142A-ms98-a-0038,166.761625,166.851625,for,I,sd,u-42-3
sw3142A-ms98-a-0038,166.851625,167.181625,something,I,sd,u-42-3
sw3142A-ms98-a-0038,167.181625,167.391625,other,I,sd,u-42-3
sw3142A-ms98-a-0038,167.391625,167.481625,than,I,sd,u-42-3
sw3142A-ms98-a-0038,167.481625,167.561625,the,I,sd,u-42-3
sw3142A-ms98-a-0038,167.561625,168.001625,standard,I,sd,u-42-3
sw3142A-ms98-a-0038,168.001625,168.261625,menu,I,sd,u-42-3
sw3142A-ms98-a-0038,168.261625,168.461625,even,I,sd,u-42-3
sw3142A-ms98-a-0038,168.461625,168.551625,if,I,sd,u-42-3
sw3142A-ms98-a-0038,168.551625,168.681625,it's,B,+,u-44-1
sw3142A-ms98-a-0038,168.681625,168.721625,a,I,+,u-44-1
sw3142A-ms98-a-0038,168.721625,169.151625,Mexican,I,+,u-44-1
sw3142A-ms98-a-0038,169.151625,169.561625,restaurant,I,+,u-44-1
sw3142A-ms98-a-0038,169.561625,169.701625,like,I,+,u-44-1
sw3142A-ms98-a-0038,169.701625,169.991625,something,I,+,u-44-1
sw3142A-ms98-a-0038,169.991625,170.191625,other,I,+,u-44-1
sw3142A-ms98-a-0038,170.191625,170.462375,than,I,+,u-44-1
sw3142A-ms98-a-0038,171.121500,171.170000,uh,I,+,u-44-1
sw3142A-ms98-a-0038,171.170000,171.207625,you,I,+,u-44-1
sw3142A-ms98-a-0038,171.207625,171.341625,know,I,+,u-44-1
sw3142A-ms98-a-0038,171.341625,171.401625,the,I,+,u-44-1
sw3142A-ms98-a-0038,171.401625,171.851625,standard,I,+,u-44-1
sw3142A-ms98-a-0038,171.851625,172.281625,tacos,I,+,u-44-1
sw3142A-ms98-a-0038,172.281625,172.851625,enchiladas,I,+,u-44-1
sw3142A-ms98-a-0038,172.851625,173.431625,tamales,I,+,u-44-1
sw3142A-ms98-a-0038,173.431625,173.661625,and,I,+,u-44-1
sw3142A-ms98-a-0039,174.700250,175.220250,fajitas,B,+,u-46-1
sw3142A-ms98-a-0039,175.220250,175.458000,now,I,+,u-46-1
sw3142A-ms98-a-0040,176.397250,176.901500,yes,B,aa,u-46-2
sw3142A-ms98-a-0040,176.901500,177.151500,yes,B,aa^r,u-46-3
sw3142A-ms98-a-0040,177.151500,177.241500,and,B,sd,u-46-4
sw3142A-ms98-a-0040,177.241500,177.491500,once,I,sd,u-46-4
sw3142A-ms98-a-0040,177.491500,177.561500,in,I,sd,u-46-4
sw3142A-ms98-a-0040,177.561500,177.601500,a,I,sd,u-46-4
sw3142A-ms98-a-0040,177.601500,177.921500,while,I,sd,u-46-4
sw3142A-ms98-a-0040,177.921500,178.151500,things,I,sd,u-46-4
sw3142A-ms98-a-0040,178.151500,178.661500,backfire,I,sd,u-46-4
sw3142A-ms98-a-0040,178.661500,178.701500,i,B,sd,u-46-5
sw3142A-ms98-a-0040,178.701500,178.851500,mean,I,sd,u-46-5
sw3142A-ms98-a-0040,178.851500,179.031500,we've,I,sd,u-46-5
sw3142A-ms98-a-0040,179.031500,179.351500,gone,I,sd,u-46-5
sw3142A-ms98-a-0040,179.351500,179.571000,for,I,sd,u-46-5
sw3142A-ms98-a-0040,180.436125,181.261500,Romanian,I,sd,u-46-5
sw3142A-ms98-a-0040,181.261500,181.801500,food,I,sd,u-46-5
sw3142A-ms98-a-0040,181.801500,182.031500,and,I,sd,u-46-5
sw3142A-ms98-a-0040,182.031500,182.621500,Lebanese,I,sd,u-46-5
sw3142A-ms98-a-0040,182.621500,182.881500,food,I,sd,u-46-5
sw3142A-ms98-a-0040,182.881500,183.001500,and,I,sd,u-46-5
sw3142A-ms98-a-0040,183.001500,183.181500,things,I,sd,u-46-5
sw3142A-ms98-a-0040,183.181500,183.311500,like,I,sd,u-46-5
sw3142A-ms98-a-0040,183.311500,183.441500,that,I,sd,u-46-5
sw3142A-ms98-a-0040,183.441500,183.551500,and,B,sd,u-48-1
sw3142A-ms98-a-0040,183.551500,183.711500,i'm,I,sd,u-48-1
sw3142A-ms98-a-0040,183.711500,183.981500,not,I,sd,u-48-1
sw3142A-ms98-a-0040,183.981500,184.291500,fond,I,sd,u-48-1
sw3142A-ms98-a-0040,184.291500,184.361500,of,I,sd,u-48-1
sw3142A-ms98-a-0040,184.361500,184.571500,some,I,sd,u-48-1
sw3142A-ms98-a-0040,184.571500,184.671500,of,I,sd,u-48-1
sw3142A-ms98-a-0040,184.671500,184.901500,those,I,sd,u-48-1
sw3142A-ms98-a-0040,184.901500,185.161500,things,I,sd,u-48-1
sw3142A-ms98-a-0040,185.161500,185.301500,but,B,sd,u-48-2
sw3142A-ms98-a-0040,185.301500,185.411500,we'll,I,sd,u-48-2
sw3142A-ms98-a-0040,185.411500,185.611500,try,I,sd,u-48-2
sw3142A-ms98-a-0040,185.611500,185.781500,we'll,I,sd,u-48-2
sw3142A-ms98-a-0040,185.781500,186.039375,try,I,sd,u-48-2
sw3142A-ms98-a-0040,186.039375,186.477625,anything,I,sd,u-48-2
sw3142A-ms98-a-0040,186.841500,187.001500,just,O,,
sw3142A-ms98-a-0040,187.001500,187.312750,about,O,,
sw3142A-ms98-a-0040,187.459625,188.081500,Ethiopian,B,sd,u-50-1
sw3142A-ms98-a-0040,188.081500,188.220125,we've,I,sd,u-50-1
sw3142A-ms98-a-0040,188.220125,188.391625,had,I,sd,u-50-1
sw3142A-ms98-a-0040,188.391625,188.991500,Ethiopian,I,sd,u-50-1
sw3142A-ms98-a-0041,189.665250,190.165250,and,I,sd,u-50-1
sw3142A-ms98-a-0041,190.165250,190.275250,uh,I,sd,u-50-1
sw3142A-ms98-a-0041,190.275250,190.455250,not,I,sd,u-50-1
sw3142A-ms98-a-0041,190.455250,190.515250,in,I,sd,u-50-1
sw3142A-ms98-a-0041,190.515250,190.878375,Plano,I,sd,u-50-1
sw3142A-ms98-a-0041,190.878375,191.390625,[laughter],I,sd,u-50-1
sw3142A-ms98-a-0041,191.390625,191.525250,of,I,sd,u-50-1
sw3142A-ms98-a-0041,191.525250,191.927375,course,I,sd,u-50-1
sw3142A-ms98-a-0041,192.462625,193.122000,[laughter],O,,
sw3142A-ms98-a-0041,193.478125,193.735250,but,B,sd,u-52-1
sw3142A-ms98-a-0041,193.735250,193.855250,we,I,sd,u-52-1
sw3142A-ms98-a-0041,193.855250,194.145250,really,I,sd,u-52-1
sw3142A-ms98-a-0041,194.145250,194.305250,we,I,sd,u-52-1
sw3142A-ms98-a-0041,194.305250,194.575250,really,I,sd,u-52-1
sw3142A-ms98-a-0041,194.575250,194.809375,do,I,sd,u-52-1
sw3142A-ms98-a-0041,194.809375,195.045375,enjoy,I,sd,u-52-1
sw3142A-ms98-a-0041,195.045375,195.260000,going,I,sd,u-52-1
sw3142A-ms98-a-0041,195.260000,195.566000,out,I,sd,u-52-1
sw3142A-ms98-a-0041,195.716625,196.155250,and,B,sd,u-52-2
sw3142A-ms98-a-0041,196.155250,196.636000,uh,I,sd,u-52-2
sw3142A-ms98-a-0041,197.230125,197.385250,and,I,sd,u-52-2
sw3142A-ms98-a-0041,197.385250,197.665250,i'm,I,sd,u-52-2
sw3142A-ms98-a-0041,197.665250,197.895250,pretty,I,sd,u-52-2
sw3142A-ms98-a-0041,197.895250,198.415250,adventurous,I,sd,u-52-2
sw3142A-ms98-a-0041,198.415250,198.495250,in,I,sd,u-52-2
sw3142A-ms98-a-0041,198.495250,198.795250,cooking,I,sd,u-52-2
sw3142A-ms98-a-0041,198.795250,198.975250,too,I,sd,u-52-2
sw3142A-ms98-a-0041,198.975250,199.175250,which,I,sd,u-52-2
sw3142A-ms98-a-0041,199.175250,199.405250,also,I,sd,u-52-2
sw3142A-ms98-a-0041,199.405250,199.940125,occasionally,I,sd,u-52-2
sw3142A-ms98-a-0041,199.940125,200.787750,[laughter-backfires],O,,
sw3142A-ms98-a-0043,204.292250,204.502250,yeah,B,aa,u-54-1
sw3142A-ms98-a-0043,204.502250,204.562250,i,B,sd^t,u-54-2
sw3142A-ms98-a-0043,204.562250,204.762250,think,I,sd^t,u-54-2
sw3142A-ms98-a-0043,204.762250,204.872250,that,I,sd^t,u-54-2
sw3142A-ms98-a-0043,204.872250,205.002250,we're,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.002250,205.262250,supposed,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.322250,205.382250,to,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.382250,205.552250,say,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.552250,205.792250,what,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.792250,205.972250,will,I,sd^t,u-54-2
sw3142A-ms98-a-0043,205.972250,206.192250,bring,I,sd^t,u-54-2
sw3142A-ms98-a-0043,206.192250,206.312250,us,I,sd^t,u-54-2
sw3142A-ms98-a-0043,206.312250,206.542250,back,I,sd^t,u-54-2
sw3142A-ms98-a-0043,206.542250,206.652250,to,I,sd^t,u-54-2
sw3142A-ms98-a-0043,206.652250,206.732250,a,I,sd^t,u-54-2
sw3142A-ms98-a-0043,206.732250,207.142250,restaurant,I,sd^t,u-54-2
sw3142A-ms98-a-0043,207.142250,207.382250,or,I,sd^t,u-54-2
sw3142A-ms98-a-0043,207.382250,207.482250,or,I,sd^t,u-54-2
sw3142A-ms98-a-0043,207.482250,207.652250,what,I,sd^t,u-54-2
sw3142A-ms98-a-0043,207.878250,208.342250,attracts,I,sd^t,u-54-2
sw3142A-ms98-a-0043,208.342250,208.402250,us,I,sd^t,u-54-2
sw3142A-ms98-a-0043,208.402250,208.552250,to,I,sd^t,u-54-2
sw3142A-ms98-a-0043,208.552250,208.602250,a,I,sd^t,u-54-2
sw3142A-ms98-a-0043,208.602250,208.952250,restaurant,I,sd^t,u-54-2
sw3142A-ms98-a-0043,208.952250,209.042250,how,B,qw,u-54-3
sw3142A-ms98-a-0043,209.042250,209.132250,do,I,qw,u-54-3
sw3142A-ms98-a-0043,209.132250,209.302250,you,I,qw,u-54-3
sw3142A-ms98-a-0043,209.302250,209.572250,usually,I,qw,u-54-3
sw3142A-ms98-a-0043,209.572250,209.933625,find,I,qw,u-54-3
sw3142A-ms98-a-0043,209.933625,210.148375,a,I,qw,u-54-3
sw3142A-ms98-a-0043,210.148375,210.282250,a,I,qw,u-54-3
sw3142A-ms98-a-0043,210.282250,210.442250,new,I,qw,u-54-3
sw3142A-ms98-a-0043,210.442250,211.002250,restaurant,I,qw,u-54-3
sw3142A-ms98-a-0045,220.564000,220.931500,uh-huh,B,b,u-56-1
sw3142A-ms98-a-0045,221.134000,221.234000,so,B,sd,u-56-2
sw3142A-ms98-a-0045,221.234000,221.294000,do,I,sd,u-56-2
sw3142A-ms98-a-0045,221.294000,221.500750,we,I,sd,u-56-2
sw3142A-ms98-a-0047,225.385500,225.892000,uh-huh,B,b,u-58-1
sw3142A-ms98-a-0049,228.670875,228.950125,right,B,b,u-60-1
sw3142A-ms98-a-0051,239.569375,239.922500,uh-huh,B,b,u-62-1
sw3142A-ms98-a-0051,240.579250,240.795875,we,B,sd,u-62-2
sw3142A-ms98-a-0051,240.795875,240.955875,have,I,sd,u-62-2
sw3142A-ms98-a-0051,240.955875,241.525875,found,I,sd,u-62-2
sw3142A-ms98-a-0051,241.525875,241.965875,uh,I,sd,u-62-2
sw3142A-ms98-a-0051,241.965875,242.015875,a,I,sd,u-62-2
sw3142A-ms98-a-0051,242.015875,242.355875,number,I,sd,u-62-2
sw3142A-ms98-a-0051,242.355875,242.512625,of,I,sd,u-62-2
sw3142A-ms98-a-0051,242.512625,243.055000,restaurants,I,sd,u-62-2
sw3142A-ms98-a-0051,243.055000,243.375875,either,I,sd,u-62-2
sw3142A-ms98-a-0051,243.375875,243.960125,through,I,sd,u-62-2
sw3142A-ms98-a-0051,244.635875,245.225875,D,I,sd,u-62-2
sw3142A-ms98-a-0051,245.225875,245.675875,and,I,sd,u-62-2
sw3142A-ms98-a-0051,245.915875,246.245875,the,I,sd,u-62-2
sw3142A-ms98-a-0051,246.455875,246.785875,Friday,B,+,u-64-1
sw3142A-ms98-a-0051,246.785875,247.245875,paper,I,+,u-64-1
sw3142A-ms98-a-0051,247.245875,247.405875,and,I,+,u-64-1
sw3142A-ms98-a-0051,247.405875,247.745875,sometimes,I,+,u-64-1
sw3142A-ms98-a-0051,247.835875,248.019625,the,I,+,u-64-1
sw3142A-ms98-a-0051,248.294500,248.492125,the,I,+,u-64-1
sw3142A-ms98-a-0051,248.492125,248.880000,Observer,I,+,u-64-1
sw3142A-ms98-a-0051,249.595875,250.055875,which,I,+,u-64-1
sw3142A-ms98-a-0051,250.055875,250.195875,my,I,+,u-64-1
sw3142A-ms98-a-0051,250.195875,250.505875,husband,I,+,u-64-1
sw3142A-ms98-a-0051,250.505875,250.715875,usually,I,+,u-64-1
sw3142A-ms98-a-0051,250.715875,251.005875,picks,I,+,u-64-1
sw3142A-ms98-a-0051,251.005875,251.205875,up,I,+,u-64-1
sw3142A-ms98-a-0052,252.227875,252.555625,and,B,+,u-66-1
sw3142A-ms98-a-0052,252.555625,252.908625,also,I,+,u-66-1
sw3142A-ms98-a-0052,252.908625,253.118625,through,I,+,u-66-1
sw3142A-ms98-a-0052,253.118625,253.648625,coupons,I,+,u-66-1
sw3142A-ms98-a-0052,254.128625,254.268625,when,B,sd,u-66-2
sw3142A-ms98-a-0052,254.268625,254.298625,a,I,sd,u-66-2
sw3142A-ms98-a-0052,254.298625,254.438625,new,I,sd,u-66-2
sw3142A-ms98-a-0052,254.438625,254.858625,restaurant,I,sd,u-66-2
sw3142A-ms98-a-0052,254.858625,255.088625,opens,I,sd,u-66-2
sw3142A-ms98-a-0052,255.088625,255.238625,up,I,sd,u-66-2
sw3142A-ms98-a-0052,255.238625,255.328625,they,I,sd,u-66-2
