sw3028B-ms98-a-0002,1.678500,1.972000,um-hum,B,ny,u-2-1
sw3028B-ms98-a-0010,38.387375,38.773000,really,B,na^m,u-18-1
sw3028B-ms98-a-0010,38.773000,39.166375,um,B,sd,u-18-2
sw3028B-ms98-a-0010,39.622125,39.743000,a,I,sd,u-18-2
sw3028B-ms98-a-0010,39.743000,39.943000,lot,I,sd,u-18-2
sw3028B-ms98-a-0010,39.943000,40.003000,of,I,sd,u-18-2
sw3028B-ms98-a-0010,40.003000,40.533000,places,I,sd,u-18-2
sw3028B-ms98-a-0010,40.533000,40.747250,that,I,sd,u-18-2
sw3028B-ms98-a-0010,41.176625,41.623000,even,I,sd,u-18-2
sw3028B-ms98-a-0010,41.623000,41.903000,don't,I,sd,u-18-2
sw3028B-ms98-a-0010,41.903000,42.227875,look,I,sd,u-18-2
sw3028B-ms98-a-0010,42.416125,42.633000,don't,I,sd,u-18-2
sw3028B-ms98-a-0010,42.633000,42.793000,look,I,sd,u-18-2
sw3028B-ms98-a-0010,42.793000,43.013000,like,I,sd,u-18-2
sw3028B-ms98-a-0010,43.013000,43.515250,much,I,sd,u-18-2
sw3028B-ms98-a-0010,44.053750,44.223000,some,B,sd,u-20-1
sw3028B-ms98-a-0010,44.223000,44.333000,of,I,sd,u-20-1
sw3028B-ms98-a-0010,44.333000,44.483000,the,I,sd,u-20-1
sw3028B-ms98-a-0010,44.483000,44.683000,some,I,sd,u-20-1
sw3028B-ms98-a-0010,44.683000,44.803000,of,I,sd,u-20-1
sw3028B-ms98-a-0010,44.803000,44.923000,the,I,sd,u-20-1
sw3028B-ms98-a-0010,44.923000,45.383000,best,I,sd,u-20-1
sw3028B-ms98-a-0010,45.383000,45.683000,food,I,sd,u-20-1
sw3028B-ms98-a-0010,45.683000,45.743000,i,I,sd,u-20-1
sw3028B-ms98-a-0010,45.743000,45.953000,have,I,sd,u-20-1
sw3028B-ms98-a-0010,45.953000,46.183000,ever,I,sd,u-20-1
sw3028B-ms98-a-0010,46.183000,46.606250,had,I,sd,u-20-1
sw3028B-ms98-a-0010,47.175000,47.313000,was,I,sd,u-20-1
sw3028B-ms98-a-0010,47.313000,47.453000,out,I,sd,u-20-1
sw3028B-ms98-a-0010,47.453000,47.553000,of,I,sd,u-20-1
sw3028B-ms98-a-0010,47.553000,47.686000,a,I,sd,u-20-1
sw3028B-ms98-a-0010,47.686000,48.436500,outside,I,sd,u-20-1
sw3028B-ms98-a-0010,48.436500,48.583000,or,I,sd,u-20-1
sw3028B-ms98-a-0010,48.583000,48.963000,inside,I,sd,u-20-1
sw3028B-ms98-a-0010,48.963000,49.043000,of,I,sd,u-20-1
sw3028B-ms98-a-0010,49.043000,49.093000,a,I,sd,u-20-1
sw3028B-ms98-a-0010,49.093000,49.533000,place,I,sd,u-20-1
sw3028B-ms98-a-0010,49.533000,49.823000,that,I,sd,u-20-1
sw3028B-ms98-a-0010,49.823000,49.893000,we,I,sd,u-20-1
sw3028B-ms98-a-0010,49.893000,50.143000,drove,I,sd,u-20-1
sw3028B-ms98-a-0010,50.143000,50.313000,up,I,sd,u-20-1
sw3028B-ms98-a-0010,50.313000,50.423000,and,B,sd(^q),u-20-2
sw3028B-ms98-a-0010,50.423000,50.463000,i,I,sd(^q),u-20-2
sw3028B-ms98-a-0010,50.463000,50.683000,was,I,sd(^q),u-20-2
sw3028B-ms98-a-0010,50.683000,51.112500,like,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,51.669625,51.800875,i'm,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,51.800875,52.020750,not,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,52.020750,52.262625,eating,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,52.262625,52.402625,in,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,52.402625,52.618250,there,I,sd(^q),u-20-2
sw3028B-ms98-a-0011,52.618250,53.556125,[laughter],O,,
sw3028B-ms98-a-0011,53.556125,53.672625,are,B,^q,u-22-1
sw3028B-ms98-a-0011,53.672625,53.852625,you,I,^q,u-22-1
sw3028B-ms98-a-0011,53.852625,54.380125,nuts,I,^q,u-22-1
sw3028B-ms98-a-0011,54.809500,55.142625,and,B,sd,u-22-2
sw3028B-ms98-a-0011,55.142625,55.312625,uh,I,sd,u-22-2
sw3028B-ms98-a-0011,55.312625,55.442625,we,I,sd,u-22-2
sw3028B-ms98-a-0011,55.442625,55.642625,went,I,sd,u-22-2
sw3028B-ms98-a-0011,55.642625,55.842625,in,I,sd,u-22-2
sw3028B-ms98-a-0011,55.842625,56.012625,and,B,sd,u-22-3
sw3028B-ms98-a-0011,56.012625,56.132625,it,I,sd,u-22-3
sw3028B-ms98-a-0011,56.132625,56.352625,was,I,sd,u-22-3
sw3028B-ms98-a-0011,56.352625,56.442625,the,I,sd,u-22-3
sw3028B-ms98-a-0011,56.442625,56.644000,m[ost]-,I,sd,u-22-3
sw3028B-ms98-a-0011,56.892625,56.972625,it,I,sd,u-22-3
sw3028B-ms98-a-0011,56.972625,57.171875,was,I,sd,u-22-3
sw3028B-ms98-a-0011,57.171875,57.302625,the,I,sd,u-22-3
sw3028B-ms98-a-0011,57.302625,57.672625,most,I,sd,u-22-3
sw3028B-ms98-a-0011,57.672625,58.302625,wonderful,I,sd,u-22-3
sw3028B-ms98-a-0011,58.302625,58.861250,food,I,sd,u-22-3
sw3028B-ms98-a-0013,61.990750,62.385250,yeah,B,qy,u-24-1
sw3028B-ms98-a-0013,62.621250,62.770750,i'm,B,sd,u-26-1
sw3028B-ms98-a-0013,62.770750,63.341875,serious,I,sd,u-26-1
sw3028B-ms98-a-0014,64.216250,64.696250,um,B,sd,u-28-1
sw3028B-ms98-a-0014,64.696250,64.766250,a,I,sd,u-28-1
sw3028B-ms98-a-0014,64.766250,65.006250,lot,I,sd,u-28-1
sw3028B-ms98-a-0014,65.006250,65.199625,of,I,sd,u-28-1
sw3028B-ms98-a-0015,65.982750,66.225750,uh,I,sd,u-28-1
sw3028B-ms98-a-0015,66.225750,66.465750,one,I,sd,u-28-1
sw3028B-ms98-a-0015,66.465750,66.765750,place,I,sd,u-28-1
sw3028B-ms98-a-0015,66.765750,66.855750,that,I,sd,u-28-1
sw3028B-ms98-a-0015,66.855750,66.945750,we,I,sd,u-28-1
sw3028B-ms98-a-0015,66.945750,67.205750,went,I,sd,u-28-1
sw3028B-ms98-a-0015,67.205750,67.385750,just,I,sd,u-28-1
sw3028B-ms98-a-0015,67.385750,68.071625,recently,I,sd,u-28-1
sw3028B-ms98-a-0015,68.534875,68.865750,uh,B,+,u-30-1
sw3028B-ms98-a-0015,68.865750,69.215750,was,I,+,u-30-1
sw3028B-ms98-a-0015,69.215750,69.813250,to,I,+,u-30-1
sw3028B-ms98-a-0015,69.813250,70.991625,Atchafalaya,I,+,u-30-1
sw3028B-ms98-a-0015,71.375750,71.485750,no,B,ar,u-30-2
sw3028B-ms98-a-0015,71.485750,71.675750,that's,B,ar,u-30-3
sw3028B-ms98-a-0015,71.675750,71.855750,not,I,ar,u-30-3
sw3028B-ms98-a-0015,71.855750,72.271375,right,I,ar,u-30-3
sw3028B-ms98-a-0015,72.938000,73.115750,that's,B,ar^r,u-32-1
sw3028B-ms98-a-0015,73.115750,73.265750,not,I,ar^r,u-32-1
sw3028B-ms98-a-0015,73.265750,73.535750,right,I,ar^r,u-32-1
sw3028B-ms98-a-0015,73.535750,73.695750,that's,B,ar^r,u-32-2
sw3028B-ms98-a-0015,73.695750,73.845750,not,I,ar^r,u-32-2
sw3028B-ms98-a-0015,73.845750,74.093625,right,I,ar^r,u-32-2
sw3028B-ms98-a-0015,74.767750,74.767750,<b_aside>,O,,
sw3028B-ms98-a-0015,74.767750,74.955750,what's,B,t3,u-34-1
sw3028B-ms98-a-0015,74.955750,75.025750,the,I,t3,u-34-1
sw3028B-ms98-a-0015,75.025750,75.225750,name,I,t3,u-34-1
sw3028B-ms98-a-0015,75.225750,75.305750,of,I,t3,u-34-1
sw3028B-ms98-a-0015,75.305750,75.445750,that,I,t3,u-34-1
sw3028B-ms98-a-0015,75.445750,76.065750,restaurant,I,t3,u-34-1
sw3028B-ms98-a-0015,76.065750,76.065750,<e_aside>,O,,
sw3028B-ms98-a-0017,77.883375,77.883375,<b_aside>,O,,
sw3028B-ms98-a-0017,77.883375,77.960000,the,B,t3,u-34-3
sw3028B-ms98-a-0017,77.960000,78.180000,Hari,I,t3,u-34-3
sw3028B-ms98-a-0017,78.180000,78.760000,Krishna,I,t3,u-34-3
sw3028B-ms98-a-0017,78.760000,78.760000,<e_aside>,O,,
sw3028B-ms98-a-0019,80.908625,82.049000,Kalachandji's,B,sd,u-34-5
sw3028B-ms98-a-0019,82.492250,82.673750,it's,B,sd,u-34-6
sw3028B-ms98-a-0019,82.673750,82.823750,all,I,sd,u-34-6
sw3028B-ms98-a-0019,82.823750,83.703625,vegetarian,I,sd,u-34-6
sw3028B-ms98-a-0019,84.169125,84.521125,and,B,sd,u-34-7
sw3028B-ms98-a-0019,84.909000,85.073750,it,I,sd,u-34-7
sw3028B-ms98-a-0019,85.073750,85.333750,was,I,sd,u-34-7
sw3028B-ms98-a-0019,85.333750,85.643750,just,I,sd,u-34-7
sw3028B-ms98-a-0019,85.643750,86.452750,fabulous,I,sd,u-34-7
sw3028B-ms98-a-0019,86.686250,86.776500,i,B,sd,u-34-8
sw3028B-ms98-a-0019,86.776500,86.996250,mean,I,sd,u-34-8
sw3028B-ms98-a-0019,87.346500,87.413750,my,I,sd,u-34-8
sw3028B-ms98-a-0019,87.413750,87.713750,husband,I,sd,u-34-8
sw3028B-ms98-a-0019,87.713750,87.853750,was,I,sd,u-34-8
sw3028B-ms98-a-0019,87.853750,88.353750,aghast,I,sd,u-34-8
sw3028B-ms98-a-0019,88.353750,88.673750,because,I,sd,u-34-8
sw3028B-ms98-a-0019,88.673750,88.783750,i,I,sd,u-34-8
sw3028B-ms98-a-0019,88.783750,89.053750,ate,I,sd,u-34-8
sw3028B-ms98-a-0019,89.053750,89.353750,turnip,I,sd,u-34-8
sw3028B-ms98-a-0019,89.353750,89.764875,greens,I,sd,u-34-8
sw3028B-ms98-a-0019,89.764875,89.953750,and,I,sd,u-34-8
sw3028B-ms98-a-0019,89.953750,90.323750,liked,I,sd,u-34-8
sw3028B-ms98-a-0019,90.323750,90.522500,it,I,sd,u-34-8
sw3028B-ms98-a-0021,92.475875,92.847500,um,B,sd,u-36-1
sw3028B-ms98-a-0021,93.266750,94.429250,Kalachandji's,I,sd,u-36-1
sw3028B-ms98-a-0021,94.429250,94.790250,it's,B,sd,u-36-2
sw3028B-ms98-a-0021,94.790250,95.229500,uh,I,sd,u-36-2
sw3028B-ms98-a-0021,95.372625,95.540250,it's,I,sd,u-36-2
sw3028B-ms98-a-0021,95.540250,95.670250,a,I,sd,u-36-2
sw3028B-ms98-a-0021,95.670250,95.900250,Hari,I,sd,u-36-2
sw3028B-ms98-a-0021,95.900250,96.460250,Krishna,I,sd,u-36-2
sw3028B-ms98-a-0021,96.460250,96.850250,run,I,sd,u-36-2
sw3028B-ms98-a-0021,96.850250,97.578250,restaurant,I,sd,u-36-2
sw3028B-ms98-a-0023,99.191625,99.684875,yes,B,ny,u-38-1
sw3028B-ms98-a-0025,101.337125,101.517125,uh,B,na,u-40-1
sw3028B-ms98-a-0025,101.517125,101.637125,i,I,na,u-40-1
sw3028B-ms98-a-0025,101.637125,101.897125,think,I,na,u-40-1
sw3028B-ms98-a-0025,101.897125,102.262000,so,I,na,u-40-1
sw3028B-ms98-a-0025,102.631125,102.737125,it,B,sd,u-40-2
sw3028B-ms98-a-0025,102.737125,102.957125,should,I,sd,u-40-2
sw3028B-ms98-a-0025,102.957125,103.279875,be,I,sd,u-40-2
sw3028B-ms98-a-0026,104.841250,104.911250,uh,B,sd,u-42-1
sw3028B-ms98-a-0026,104.911250,105.031250,it,I,sd,u-42-1
sw3028B-ms98-a-0026,105.031250,105.261250,starts,I,sd,u-42-1
sw3028B-ms98-a-0026,105.261250,105.361250,with,I,sd,u-42-1
sw3028B-ms98-a-0026,105.361250,105.411250,a,I,sd,u-42-1
sw3028B-ms98-a-0026,105.411250,105.972750,K,I,sd,u-42-1
sw3028B-ms98-a-0027,106.773750,107.048625,so,B,sd,u-44-1
sw3028B-ms98-a-0027,107.048625,107.992500,[laughter],O,,
sw3028B-ms98-a-0028,109.192250,109.503750,K,B,+,u-46-1
sw3028B-ms98-a-0028,109.503750,109.805000,A,I,+,u-46-1
sw3028B-ms98-a-0028,109.805000,110.310500,L,I,+,u-46-1
sw3028B-ms98-a-0028,110.800125,111.116000,A,I,+,u-46-1
sw3028B-ms98-a-0028,111.116000,111.260750,i,I,+,u-46-1
sw3028B-ms98-a-0028,111.260750,111.696000,think,I,+,u-46-1
sw3028B-ms98-a-0028,111.696000,111.856000,C,I,+,u-46-1
sw3028B-ms98-a-0028,111.856000,112.046000,H,I,+,u-46-1
sw3028B-ms98-a-0028,112.046000,112.256000,A,I,+,u-46-1
sw3028B-ms98-a-0028,112.256000,112.446000,N,I,+,u-46-1
sw3028B-ms98-a-0028,112.446000,112.826500,D,I,+,u-46-1
sw3028B-ms98-a-0029,114.153500,114.311500,that,B,sd,u-48-1
sw3028B-ms98-a-0029,114.311500,114.451500,should,I,sd,u-48-1
sw3028B-ms98-a-0029,114.451500,114.571500,get,I,sd,u-48-1
sw3028B-ms98-a-0029,114.571500,114.651500,you,I,sd,u-48-1
sw3028B-ms98-a-0029,114.651500,114.981500,close,I,sd,u-48-1
sw3028B-ms98-a-0029,114.981500,115.351500,enough,I,sd,u-48-1
sw3028B-ms98-a-0029,115.351500,115.649250,to,I,sd,u-48-1
sw3028B-ms98-a-0030,116.402375,116.500125,to,I,sd,u-48-1
sw3028B-ms98-a-0030,116.500125,116.580125,be,I,sd,u-48-1
sw3028B-ms98-a-0030,116.580125,116.780125,able,I,sd,u-48-1
sw3028B-ms98-a-0030,116.780125,116.840125,to,I,sd,u-48-1
sw3028B-ms98-a-0030,116.840125,117.100125,find,I,sd,u-48-1
sw3028B-ms98-a-0030,117.100125,117.180125,it,I,sd,u-48-1
sw3028B-ms98-a-0030,117.180125,117.210125,i,B,sd,u-48-2
sw3028B-ms98-a-0030,117.210125,117.496250,think,I,sd,u-48-2
sw3028B-ms98-a-0030,117.496250,117.726000,it's,I,sd,u-48-2
sw3028B-ms98-a-0030,117.726000,117.900125,uh,I,sd,u-48-2
sw3028B-ms98-a-0030,117.900125,118.250125,probably,I,sd,u-48-2
sw3028B-ms98-a-0030,118.250125,118.600125,listed,I,sd,u-48-2
sw3028B-ms98-a-0030,118.600125,118.730125,in,I,sd,u-48-2
sw3028B-ms98-a-0030,118.730125,118.810125,the,I,sd,u-48-2
sw3028B-ms98-a-0030,118.810125,119.470125,restaurants,I,sd,u-48-2
sw3028B-ms98-a-0030,119.470125,119.540125,you,I,sd,u-48-2
sw3028B-ms98-a-0030,119.540125,119.819000,know,I,sd,u-48-2
sw3028B-ms98-a-0031,121.142500,121.282000,but,B,sd,u-50-1
sw3028B-ms98-a-0031,121.282000,121.552000,it's,I,sd,u-50-1
sw3028B-ms98-a-0031,121.552000,121.966500,uh,I,sd,u-50-1
sw3028B-ms98-a-0031,121.966500,122.232000,it's,I,sd,u-50-1
sw3028B-ms98-a-0031,122.232000,122.442000,just,I,sd,u-50-1
sw3028B-ms98-a-0031,122.442000,123.042000,fabulous,I,sd,u-50-1
sw3028B-ms98-a-0031,123.042000,123.537000,food,I,sd,u-50-1
sw3028B-ms98-a-0033,126.939000,127.170500,well,B,na,u-54-1
sw3028B-ms98-a-0033,127.170500,127.290500,we,I,na,u-54-1
sw3028B-ms98-a-0033,127.290500,127.610500,like,I,na,u-54-1
sw3028B-ms98-a-0033,127.610500,128.347375,Arby's,I,na,u-54-1
sw3028B-ms98-a-0034,129.006375,129.139125,as,B,+,u-56-1
sw3028B-ms98-a-0034,129.139125,129.459125,far,I,+,u-56-1
sw3028B-ms98-a-0034,129.459125,129.589125,as,I,+,u-56-1
sw3028B-ms98-a-0034,129.589125,130.049125,fast,B,+,u-58-1
sw3028B-ms98-a-0034,130.049125,130.350750,food,I,+,u-58-1
sw3028B-ms98-a-0034,130.350750,130.726750,goes,I,+,u-58-1
sw3028B-ms98-a-0034,131.261625,131.369125,oh,B,bh,u-60-1
sw3028B-ms98-a-0034,131.369125,131.659125,really,I,bh,u-60-1
sw3028B-ms98-a-0034,131.659125,132.149625,why,B,qw,u-60-2
sw3028B-ms98-a-0036,144.850000,145.237625,oh,B,ar,u-62-1
sw3028B-ms98-a-0036,145.237625,145.612500,no,I,ar,u-62-1
sw3028B-ms98-a-0036,145.612500,145.922500,no,B,ar^r,u-62-2
sw3028B-ms98-a-0036,145.922500,146.558000,no,B,ar^r,u-62-3
sw3028B-ms98-a-0036,146.791500,147.192500,someone,B,sv,u-62-4
sw3028B-ms98-a-0036,147.192500,147.282500,has,I,sv,u-62-4
sw3028B-ms98-a-0036,147.282500,147.472500,been,I,sv,u-62-4
sw3028B-ms98-a-0036,147.472500,147.832500,lying,I,sv,u-62-4
sw3028B-ms98-a-0036,147.832500,147.952500,to,I,sv,u-62-4
sw3028B-ms98-a-0036,147.952500,148.496250,you,I,sv,u-62-4
sw3028B-ms98-a-0036,148.869125,149.082500,what,B,sv,u-62-5
sw3028B-ms98-a-0036,149.082500,149.327125,they,I,sv,u-62-5
sw3028B-ms98-a-0036,149.327125,149.688750,use,I,sv,u-62-5
sw3028B-ms98-a-0036,149.688750,150.132500,is,I,sv,u-62-5
sw3028B-ms98-a-0036,150.132500,150.552500,roast,I,sv,u-62-5
sw3028B-ms98-a-0036,150.552500,151.027625,beef,I,sv,u-62-5
sw3028B-ms98-a-0038,153.053750,153.291000,that's,B,%,u-64-1
sw3028B-ms98-a-0038,153.291000,153.432125,what,I,%,u-64-1
sw3028B-ms98-a-0040,157.163500,157.350750,oh,B,ba,u-66-1
sw3028B-ms98-a-0040,157.350750,157.530750,my,I,ba,u-66-1
sw3028B-ms98-a-0040,157.530750,158.164375,goodness,I,ba,u-66-1
sw3028B-ms98-a-0041,158.596250,158.752375,i'm,B,sd,u-68-1
sw3028B-ms98-a-0041,158.752375,159.292375,surprised,I,sd,u-68-1
sw3028B-ms98-a-0041,159.292375,159.422375,my,B,sd,u-68-2
sw3028B-ms98-a-0041,159.422375,159.732375,dad,I,sd,u-68-2
sw3028B-ms98-a-0041,159.732375,159.922375,worked,I,sd,u-68-2
sw3028B-ms98-a-0041,159.922375,160.092375,for,I,sd,u-68-2
sw3028B-ms98-a-0041,160.092375,160.432375,Arby's,I,sd,u-68-2
sw3028B-ms98-a-0041,160.432375,160.572375,for,I,sd,u-68-2
sw3028B-ms98-a-0041,160.572375,160.882375,several,I,sd,u-68-2
sw3028B-ms98-a-0041,160.882375,161.448875,years,I,sd,u-68-2
sw3028B-ms98-a-0042,162.019500,162.458750,yeah,B,ny,u-70-1
sw3028B-ms98-a-0044,166.604000,166.864500,well,B,sd,u-72-1
sw3028B-ms98-a-0044,166.864500,167.094500,that's,I,sd,u-72-1
sw3028B-ms98-a-0044,167.094500,167.424500,happened,I,sd,u-72-1
sw3028B-ms98-a-0044,167.424500,168.010625,before,I,sd,u-72-1
sw3028B-ms98-a-0044,168.526625,168.594500,but,B,sd,u-74-1
sw3028B-ms98-a-0044,168.594500,168.704500,we,I,sd,u-74-1
sw3028B-ms98-a-0044,168.704500,168.984500,like,I,sd,u-74-1
sw3028B-ms98-a-0044,168.984500,169.284000,good,I,sd,u-74-1
sw3028B-ms98-a-0044,169.284000,169.574500,uh,I,sd,u-74-1
sw3028B-ms98-a-0044,169.574500,169.896000,w[e]-,I,sd,u-74-1
sw3028B-ms98-a-0044,170.118250,170.374500,we're,I,sd,u-74-1
sw3028B-ms98-a-0044,170.374500,170.644500,we,I,sd,u-74-1
sw3028B-ms98-a-0044,170.644500,170.814500,like,I,sd,u-74-1
sw3028B-ms98-a-0044,170.814500,171.324500,Mexican,I,sd,u-74-1
sw3028B-ms98-a-0044,171.324500,171.916875,food,I,sd,u-74-1
sw3028B-ms98-a-0045,173.042125,173.354250,and,B,sd,u-76-1
sw3028B-ms98-a-0045,173.354250,173.594250,stuff,I,sd,u-76-1
sw3028B-ms98-a-0045,173.594250,173.784250,like,I,sd,u-76-1
sw3028B-ms98-a-0045,173.784250,174.342750,that,I,sd,u-76-1
sw3028B-ms98-a-0045,174.342750,174.714250,so,B,%,u-76-2
sw3028B-ms98-a-0045,174.714250,175.078875,um,I,%,u-76-2
sw3028B-ms98-a-0047,184.836500,185.011000,a,B,qy^h,u-78-1
sw3028B-ms98-a-0047,185.011000,185.241000,health,I,qy^h,u-78-1
sw3028B-ms98-a-0047,185.241000,185.619750,food,I,qy^h,u-78-1
sw3028B-ms98-a-0049,187.757625,188.266000,like,B,%,u-80-1
sw3028B-ms98-a-0049,188.266000,188.818625,like,I,%,u-80-1
sw3028B-ms98-a-0049,188.818625,189.076000,name,B,ad,u-80-2
sw3028B-ms98-a-0049,189.076000,189.401875,one,I,ad,u-80-2
sw3028B-ms98-a-0049,189.401875,189.816250,[laughter],O,,
sw3028B-ms98-a-0049,189.816250,189.926000,i'm,B,sd,u-82-1
sw3028B-ms98-a-0049,189.926000,190.106000,not,I,sd,u-82-1
sw3028B-ms98-a-0049,190.106000,190.236000,sure,I,sd,u-82-1
sw3028B-ms98-a-0049,190.236000,190.396000,what,I,sd,u-82-1
sw3028B-ms98-a-0049,190.396000,190.486000,you're,I,sd,u-82-1
sw3028B-ms98-a-0049,190.486000,190.826000,talking,I,sd,u-82-1
sw3028B-ms98-a-0049,190.826000,191.079625,about,I,sd,u-82-1
sw3028B-ms98-a-0051,219.711750,220.066750,hum,O,,
sw3028B-ms98-a-0053,221.984625,222.103500,i,B,sd,u-86-1
sw3028B-ms98-a-0053,222.103500,222.283500,don't,I,sd,u-86-1
sw3028B-ms98-a-0053,222.283500,222.503500,guess,I,sd,u-86-1
sw3028B-ms98-a-0053,222.503500,222.721625,i've,I,sd,u-86-1
sw3028B-ms98-a-0053,222.721625,223.003500,ever,I,sd,u-86-1
sw3028B-ms98-a-0053,223.003500,223.213500,been,I,sd,u-86-1
sw3028B-ms98-a-0053,223.213500,223.353500,to,I,sd,u-86-1
sw3028B-ms98-a-0053,223.353500,223.793500,anything,I,sd,u-86-1
sw3028B-ms98-a-0053,223.793500,224.073500,like,I,sd,u-86-1
sw3028B-ms98-a-0053,224.073500,224.413500,that,I,sd,u-86-1
sw3028B-ms98-a-0053,224.413500,224.758875,so,B,sd,u-86-2
sw3028B-ms98-a-0053,224.969750,225.043500,i,B,+,u-88-1
