sw2105A-ms98-a-0002,8.648125,9.257250,uh-huh,B,b,u-2-1
sw2105A-ms98-a-0013,49.950375,50.210375,know,I,sd,u-14-2
sw2105A-ms98-a-0013,50.210375,50.459875,l[ike]-,I,sd,u-14-2
sw2105A-ms98-a-0013,50.459875,50.712250,like,I,sd,u-14-2
sw2105A-ms98-a-0013,50.712250,51.010375,eight,I,sd,u-14-2
sw2105A-ms98-a-0013,51.010375,51.160375,and,I,sd,u-14-2
sw2105A-ms98-a-0013,51.160375,51.760750,eleven,I,sd,u-14-2
sw2105A-ms98-a-0013,52.061625,52.140750,and,B,sd,u-14-3
sw2105A-ms98-a-0013,52.140750,52.347375,we,I,sd,u-14-3
sw2105A-ms98-a-0013,52.347375,52.520375,go,I,sd,u-14-3
sw2105A-ms98-a-0013,52.520375,52.890375,quite,I,sd,u-14-3
sw2105A-ms98-a-0013,52.890375,53.350375,often,I,sd,u-14-3
sw2105A-ms98-a-0013,53.350375,53.470375,to,B,+,u-16-1
sw2105A-ms98-a-0013,53.470375,53.780375,watch,I,+,u-16-1
sw2105A-ms98-a-0013,53.780375,53.960375,the,I,+,u-16-1
sw2105A-ms98-a-0013,53.960375,54.789875,Rangers,I,+,u-16-1
sw2105A-ms98-a-0015,57.375750,57.713750,um-hum,B,b,u-18-1
sw2105A-ms98-a-0015,57.713750,57.953125,oh,B,aa,u-18-2
sw2105A-ms98-a-0015,57.953125,58.218875,yes,I,aa,u-18-2
sw2105A-ms98-a-0015,58.218875,58.388875,we're,B,sd,u-18-3
sw2105A-ms98-a-0015,58.388875,58.827625,heavy,I,sd,u-18-3
sw2105A-ms98-a-0015,58.827625,59.098750,[laughter-into],I,sd,u-18-3
sw2105A-ms98-a-0015,59.098750,59.392250,that,I,sd,u-18-3
sw2105A-ms98-a-0015,59.392250,60.030500,too,I,sd,u-18-3
sw2105A-ms98-a-0016,61.256375,61.728625,oh,B,aa,u-20-1
sw2105A-ms98-a-0016,61.728625,61.908625,i,I,aa,u-20-1
sw2105A-ms98-a-0016,61.908625,62.119375,do,I,aa,u-20-1
sw2105A-ms98-a-0016,62.119375,62.637125,too,I,aa,u-20-1
sw2105A-ms98-a-0016,63.077750,63.258625,and,B,sv,u-22-1
sw2105A-ms98-a-0016,63.258625,63.368625,i,I,sv,u-22-1
sw2105A-ms98-a-0016,63.368625,63.718625,think,I,sv,u-22-1
sw2105A-ms98-a-0016,63.718625,64.102000,uh,I,sv,u-22-1
sw2105A-ms98-a-0016,64.354375,64.758625,what,I,sv,u-22-1
sw2105A-ms98-a-0016,64.758625,65.218625,caught,I,sv,u-22-1
sw2105A-ms98-a-0016,65.218625,65.408625,so,I,sv,u-22-1
sw2105A-ms98-a-0016,65.408625,65.628625,many,I,sv,u-22-1
sw2105A-ms98-a-0016,65.628625,65.728625,of,I,sv,u-22-1
sw2105A-ms98-a-0016,65.728625,65.898625,our,I,sv,u-22-1
sw2105A-ms98-a-0016,65.898625,66.488625,attentions,I,sv,u-22-1
sw2105A-ms98-a-0016,66.488625,66.868625,last,I,sv,u-22-1
sw2105A-ms98-a-0016,66.868625,67.048625,year,I,sv,u-22-1
sw2105A-ms98-a-0016,67.048625,67.228625,was,I,sv,u-22-1
sw2105A-ms98-a-0016,67.228625,67.466000,that,I,sv,u-22-1
sw2105A-ms98-a-0016,67.752250,68.218625,Nolan,I,sv,u-22-1
sw2105A-ms98-a-0016,68.218625,68.808625,Ryan,I,sv,u-22-1
sw2105A-ms98-a-0016,68.808625,68.928625,you,I,sv,u-22-1
sw2105A-ms98-a-0016,68.928625,69.713750,know,I,sv,u-22-1
sw2105A-ms98-a-0016,70.134625,70.585125,yes,B,%,u-22-2
sw2105A-ms98-a-0018,77.077500,77.754625,uh-huh,B,b,u-24-1
sw2105A-ms98-a-0020,82.281875,83.002625,yes,O,,
sw2105A-ms98-a-0020,83.364125,84.115125,yeah,O,,
sw2105A-ms98-a-0020,84.115125,84.363750,yeah,B,b,u-26-1
sw2105A-ms98-a-0020,84.363750,84.457875,huh,O,,
sw2105A-ms98-a-0020,84.457875,84.880250,uh-huh,B,b,u-26-3
sw2105A-ms98-a-0021,86.083125,86.502250,yep,O,,
sw2105A-ms98-a-0021,86.502250,86.842375,yeah,B,aa,u-28-1
sw2105A-ms98-a-0021,86.842375,86.942375,i,B,sv,u-28-2
sw2105A-ms98-a-0021,86.942375,87.282375,know,I,sv,u-28-2
sw2105A-ms98-a-0021,87.282375,87.913625,yeah,B,%,u-28-3
sw2105A-ms98-a-0021,87.913625,88.444625,yeah,B,%,u-28-4
sw2105A-ms98-a-0022,89.354875,89.614875,he,B,sv,u-30-1
sw2105A-ms98-a-0022,89.614875,89.989250,really,I,sv,u-30-1
sw2105A-ms98-a-0022,89.989250,90.181500,is,I,sv,u-30-1
sw2105A-ms98-a-0022,90.573250,90.794875,and,I,sv,u-30-1
sw2105A-ms98-a-0022,90.794875,90.924875,you,I,sv,u-30-1
sw2105A-ms98-a-0022,90.924875,91.054875,know,I,sv,u-30-1
sw2105A-ms98-a-0022,91.054875,91.194875,as,B,sv,u-30-2
sw2105A-ms98-a-0022,91.194875,91.474875,far,I,sv,u-30-2
sw2105A-ms98-a-0022,91.474875,91.719500,as,I,sv,u-30-2
sw2105A-ms98-a-0023,92.149625,92.810625,predictions,I,sv,u-30-2
sw2105A-ms98-a-0023,92.810625,92.980625,and,I,sv,u-30-2
sw2105A-ms98-a-0023,92.980625,93.270625,stuff,I,sv,u-30-2
sw2105A-ms98-a-0023,93.270625,93.515250,i,I,sv,u-30-2
sw2105A-ms98-a-0023,93.515250,94.066625,really,I,sv,u-30-2
sw2105A-ms98-a-0023,94.066625,94.377625,think,I,sv,u-30-2
sw2105A-ms98-a-0023,94.566000,94.760625,the,I,sv,u-30-2
sw2105A-ms98-a-0023,94.760625,95.130625,Rangers,I,sv,u-30-2
sw2105A-ms98-a-0023,95.130625,95.300625,may,I,sv,u-30-2
sw2105A-ms98-a-0023,95.300625,95.560625,come,I,sv,u-30-2
sw2105A-ms98-a-0023,95.560625,95.860625,out,I,sv,u-30-2
sw2105A-ms98-a-0023,95.860625,96.040625,real,I,sv,u-30-2
sw2105A-ms98-a-0023,96.040625,96.530625,strong,I,sv,u-30-2
sw2105A-ms98-a-0023,96.530625,96.800625,this,I,sv,u-30-2
sw2105A-ms98-a-0023,96.800625,97.151000,year,I,sv,u-30-2
sw2105A-ms98-a-0024,97.914625,98.116500,they,B,%,u-32-1
sw2105A-ms98-a-0024,98.116500,98.331750,coul[d]-,O,,
sw2105A-ms98-a-0024,98.717000,98.885125,because_1,O,,
sw2105A-ms98-a-0024,98.885125,99.075125,i,B,h,u-32-2
sw2105A-ms98-a-0024,99.075125,99.325125,don't,I,h,u-32-2
sw2105A-ms98-a-0024,99.325125,99.565125,know,I,h,u-32-2
sw2105A-ms98-a-0024,99.565125,99.715125,but,B,sd,u-32-3
sw2105A-ms98-a-0024,99.715125,100.025125,last,I,sd,u-32-3
sw2105A-ms98-a-0024,100.025125,100.115125,year,I,sd,u-32-3
sw2105A-ms98-a-0024,100.115125,100.185125,i,I,sd,u-32-3
sw2105A-ms98-a-0024,100.185125,100.445125,just,I,sd,u-32-3
sw2105A-ms98-a-0024,100.445125,100.862750,figured,I,sd,u-32-3
sw2105A-ms98-a-0024,101.092500,101.315125,they,I,sd,u-32-3
sw2105A-ms98-a-0024,101.315125,101.475125,was,I,sd,u-32-3
sw2105A-ms98-a-0024,101.475125,101.715125,under,I,sd,u-32-3
sw2105A-ms98-a-0024,101.715125,101.775125,a,I,sd,u-32-3
sw2105A-ms98-a-0024,101.775125,101.945125,lot,I,sd,u-32-3
sw2105A-ms98-a-0024,101.945125,102.025125,of,I,sd,u-32-3
sw2105A-ms98-a-0024,102.025125,102.555125,pressure,I,sd,u-32-3
sw2105A-ms98-a-0024,102.555125,103.005125,because,I,sd,u-32-3
sw2105A-ms98-a-0024,103.005125,103.125125,of,I,sd,u-32-3
sw2105A-ms98-a-0024,103.125125,103.402875,all,I,sd,u-32-3
sw2105A-ms98-a-0024,103.402875,103.636375,the,I,sd,u-32-3
sw2105A-ms98-a-0024,103.636375,104.445125,publicity,I,sd,u-32-3
sw2105A-ms98-a-0024,104.445125,104.645125,and,I,sd,u-32-3
sw2105A-ms98-a-0024,104.645125,105.115125,everything,I,sd,u-32-3
sw2105A-ms98-a-0024,105.115125,105.215125,i,B,sd,u-34-1
sw2105A-ms98-a-0024,105.215125,105.655125,really,I,sd,u-34-1
sw2105A-ms98-a-0024,105.655125,106.091375,do,I,sd,u-34-1
sw2105A-ms98-a-0026,110.774500,111.585375,yeah,B,b,u-36-1
sw2105A-ms98-a-0026,112.203375,112.654625,yeah,B,b^r,u-36-2
sw2105A-ms98-a-0026,112.654625,112.904625,at,B,sv,u-36-3
sw2105A-ms98-a-0026,112.904625,113.306500,least,I,sv,u-36-3
sw2105A-ms98-a-0026,113.543750,113.834625,that,B,+,u-38-1
sw2105A-ms98-a-0026,113.834625,114.064625,should,I,+,u-38-1
sw2105A-ms98-a-0026,114.064625,114.384625,help,I,+,u-38-1
sw2105A-ms98-a-0026,114.384625,114.524625,it,B,sv,u-38-2
sw2105A-ms98-a-0026,114.524625,114.860250,sure,I,sv,u-38-2
sw2105A-ms98-a-0026,114.860250,115.621875,should,I,sv,u-38-2
sw2105A-ms98-a-0027,116.177250,116.276250,but,B,%,u-40-1
sw2105A-ms98-a-0027,116.276250,116.356250,in,I,%,u-40-1
sw2105A-ms98-a-0027,116.356250,116.436250,a,I,%,u-40-1
sw2105A-ms98-a-0027,116.436250,116.636250,way,I,%,u-40-1
sw2105A-ms98-a-0027,116.636250,116.796250,i,I,%,u-40-1
sw2105A-ms98-a-0027,116.796250,117.200500,really,I,%,u-40-1
sw2105A-ms98-a-0027,117.200500,117.748625,do,I,%,u-40-1
sw2105A-ms98-a-0027,118.019750,118.223000,and,B,sd,u-40-2
sw2105A-ms98-a-0027,118.223000,118.339750,of,I,sd,u-40-2
sw2105A-ms98-a-0027,118.339750,118.776250,course,I,sd,u-40-2
sw2105A-ms98-a-0027,118.776250,119.006250,there's,I,sd,u-40-2
sw2105A-ms98-a-0027,119.006250,119.360500,a,I,sd,u-40-2
sw2105A-ms98-a-0027,119.360500,119.606250,few,I,sd,u-40-2
sw2105A-ms98-a-0027,119.606250,120.156250,more,I,sd,u-40-2
sw2105A-ms98-a-0027,120.156250,120.316250,you,I,sd,u-40-2
sw2105A-ms98-a-0027,120.316250,120.814125,know,I,sd,u-40-2
sw2105A-ms98-a-0027,120.814125,121.059875,i,I,sd,u-40-2
sw2105A-ms98-a-0027,121.059875,121.296250,think,I,sd,u-40-2
sw2105A-ms98-a-0027,121.296250,121.511625,are,I,sd,u-40-2
sw2105A-ms98-a-0027,121.794000,122.046250,good,I,sd,u-40-2
sw2105A-ms98-a-0027,122.046250,122.481750,ball,I,sd,u-40-2
sw2105A-ms98-a-0027,122.481750,122.976250,teams,I,sd,u-40-2
sw2105A-ms98-a-0027,122.976250,123.761000,also,I,sd,u-40-2
sw2105A-ms98-a-0027,124.213000,124.448125,like,B,sv,u-42-1
sw2105A-ms98-a-0027,124.448125,124.896250,Oakland,I,sv,u-42-1
sw2105A-ms98-a-0027,124.896250,125.386250,A's,I,sv,u-42-1
sw2105A-ms98-a-0027,125.386250,125.755125,and,I,sv,u-42-1
sw2105A-ms98-a-0027,125.755125,125.952125,the,I,sv,u-42-1
sw2105A-ms98-a-0027,125.952125,126.476250,Giants,I,sv,u-42-1
sw2105A-ms98-a-0027,126.476250,126.586250,i,B,"""",u-42-2
sw2105A-ms98-a-0027,126.586250,126.976750,really,I,"""",u-42-2
sw2105A-ms98-a-0027,126.976750,127.584125,do,I,"""",u-42-2
sw2105A-ms98-a-0028,128.490125,129.280250,yes,O,,
sw2105A-ms98-a-0028,129.706000,130.060250,i,B,sd,u-44-1
sw2105A-ms98-a-0028,130.060250,130.198375,like,I,sd,u-44-1
sw2105A-ms98-a-0028,130.198375,130.298375,to,I,sd,u-44-1
sw2105A-ms98-a-0028,130.298375,130.428375,go,I,sd,u-44-1
sw2105A-ms98-a-0028,130.428375,130.768375,watch,I,sd,u-44-1
sw2105A-ms98-a-0028,130.768375,130.918000,the,I,sd,u-44-1
sw2105A-ms98-a-0028,130.918000,131.408375,Giants,I,sd,u-44-1
sw2105A-ms98-a-0028,131.408375,131.518375,when,I,sd,u-44-1
sw2105A-ms98-a-0028,131.518375,131.618375,they,I,sd,u-44-1
sw2105A-ms98-a-0028,131.618375,131.848375,come,I,sd,u-44-1
sw2105A-ms98-a-0028,131.848375,131.968375,to,I,sd,u-44-1
sw2105A-ms98-a-0028,131.968375,132.528375,Houston,I,sd,u-44-1
sw2105A-ms98-a-0028,132.528375,133.645875,sometimes,O,,
sw2105A-ms98-a-0029,134.687375,135.002625,but,B,%,u-46-1
sw2105A-ms98-a-0029,135.002625,135.330750,uh,I,%,u-46-1
sw2105A-ms98-a-0030,136.692500,137.014375,oh,B,bh,u-48-1
sw2105A-ms98-a-0030,137.014375,137.116000,you,I,bh,u-48-1
sw2105A-ms98-a-0030,137.116000,137.702125,haven't,I,bh,u-48-1
sw2105A-ms98-a-0030,137.849000,138.137875,oh,B,sd,u-50-1
sw2105A-ms98-a-0030,138.137875,138.360000,i,I,sd,u-50-1
sw2105A-ms98-a-0030,138.360000,138.533750,have,I,sd,u-50-1
sw2105A-ms98-a-0030,138.533750,138.623750,a,I,sd,u-50-1
sw2105A-ms98-a-0030,138.623750,138.883750,few,I,sd,u-50-1
sw2105A-ms98-a-0030,138.883750,139.642500,times,I,sd,u-50-1
sw2105A-ms98-a-0031,140.332250,140.828875,um,B,sv,u-52-1
sw2105A-ms98-a-0031,141.152750,141.516500,they're,I,sv,u-52-1
sw2105A-ms98-a-0031,141.516500,141.667625,a,I,sv,u-52-1
sw2105A-ms98-a-0031,141.667625,141.852125,good,I,sv,u-52-1
sw2105A-ms98-a-0031,141.852125,142.173750,ball,I,sv,u-52-1
sw2105A-ms98-a-0031,142.173750,142.987250,team,I,sv,u-52-1
sw2105A-ms98-a-0031,142.987250,143.219375,they,B,sv,u-54-1
sw2105A-ms98-a-0031,143.219375,143.602250,really,I,sv,u-54-1
sw2105A-ms98-a-0031,143.602250,144.234500,are,I,sv,u-54-1
sw2105A-ms98-a-0033,148.831250,149.149750,oh,B,qh,u-56-1
sw2105A-ms98-a-0033,149.149750,149.768000,wouldn't,I,qh,u-56-1
sw2105A-ms98-a-0033,150.287750,150.498250,it,I,qh,u-56-1
sw2105A-ms98-a-0033,150.498250,150.932500,[laughter-wouldn't],O,,
sw2105A-ms98-a-0033,150.932500,151.206000,[laughter-it],O,,
sw2105A-ms98-a-0033,151.206000,151.790750,[laughter-though],O,,
sw2105A-ms98-a-0033,151.790750,153.778000,[laughter],O,,
sw2105A-ms98-a-0033,153.778000,154.400625,wouldn't,B,qh^m,u-58-1
sw2105A-ms98-a-0033,154.400625,154.954625,it,I,qh^m,u-58-1
sw2105A-ms98-a-0033,154.954625,155.473500,oh,B,fe,u-60-1
sw2105A-ms98-a-0033,155.473500,155.763500,my,I,fe,u-60-1
sw2105A-ms98-a-0033,155.763500,156.208250,goodness,I,fe,u-60-1
sw2105A-ms98-a-0033,156.208250,156.358250,we,B,qy^g,u-60-2
sw2105A-ms98-a-0033,156.358250,156.568250,might,I,qy^g,u-60-2
sw2105A-ms98-a-0033,156.568250,156.918250,actually,I,qy^g,u-60-2
sw2105A-ms98-a-0033,156.918250,157.078250,get,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.078250,157.138250,to,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.138250,157.268250,go,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.268250,157.388250,to,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.388250,157.478250,a,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.478250,157.748250,World,I,qy^g,u-60-2
sw2105A-ms98-a-0033,157.748250,158.328250,Series,I,qy^g,u-60-2
sw2105A-ms98-a-0033,158.328250,158.717500,huh,I,qy^g,u-60-2
sw2105A-ms98-a-0034,159.657875,160.663750,oh,B,ny,u-62-1
sw2105A-ms98-a-0035,161.446000,161.974375,yeah,I,ny,u-62-1
sw2105A-ms98-a-0035,161.974375,162.176625,that's,B,sv,u-64-1
sw2105A-ms98-a-0035,162.176625,162.536625,something,I,sv,u-64-1
sw2105A-ms98-a-0035,162.536625,162.606625,you,I,sv,u-64-1
sw2105A-ms98-a-0035,162.606625,162.976625,dream,I,sv,u-64-1
sw2105A-ms98-a-0035,162.976625,163.599750,about,I,sv,u-64-1
sw2105A-ms98-a-0035,163.599750,164.182000,[laughter],O,,
sw2105A-ms98-a-0036,164.999500,165.769750,oh,B,aa,u-66-1
sw2105A-ms98-a-0036,166.655375,166.958250,oh,I,aa,u-66-1
sw2105A-ms98-a-0036,166.958250,167.118250,there,I,aa,u-66-1
sw2105A-ms98-a-0036,167.118250,167.728250,sure,I,aa,u-66-1
sw2105A-ms98-a-0036,167.728250,168.066625,is,I,aa,u-66-1
sw2105A-ms98-a-0036,168.066625,168.336500,and,B,sv,u-66-2
sw2105A-ms98-a-0036,168.336500,168.695750,that,I,sv,u-66-2
sw2105A-ms98-a-0036,168.955750,169.100625,i,I,sv,u-66-2
sw2105A-ms98-a-0036,169.100625,169.464750,mean,I,sv,u-66-2
sw2105A-ms98-a-0036,169.811250,169.998250,they,I,sv,u-66-2
sw2105A-ms98-a-0036,169.998250,170.378250,really,I,sv,u-66-2
sw2105A-ms98-a-0036,170.378250,170.689250,are,I,sv,u-66-2
sw2105A-ms98-a-0036,171.145000,171.549000,um,B,qy^d,u-66-3
sw2105A-ms98-a-0036,171.549000,171.738250,now,I,qy^d,u-66-3
sw2105A-ms98-a-0036,171.738250,172.623875,Incaviglia,I,qy^d,u-66-3
sw2105A-ms98-a-0036,172.623875,172.714250,i,I,qy^d,u-66-3
sw2105A-ms98-a-0036,172.714250,172.878250,don't,I,qy^d,u-66-3
sw2105A-ms98-a-0036,172.878250,172.978250,know,I,qy^d,u-66-3
sw2105A-ms98-a-0036,172.978250,173.198250,how,I,qy^d,u-66-3
sw2105A-ms98-a-0036,173.198250,173.728250,familiar,I,qy^d,u-66-3
sw2105A-ms98-a-0036,173.728250,173.898250,you,I,qy^d,u-66-3
sw2105A-ms98-a-0036,173.898250,174.068250,are,I,qy^d,u-66-3
sw2105A-ms98-a-0036,174.068250,174.288250,with,I,qy^d,u-66-3
sw2105A-ms98-a-0036,174.288250,174.608250,him,I,qy^d,u-66-3
sw2105A-ms98-a-0036,174.608250,174.820125,but,B,sv,u-66-4
sw2105A-ms98-a-0037,175.469625,175.917875,last,I,sv,u-66-4
sw2105A-ms98-a-0037,175.917875,176.067875,year,I,sv,u-66-4
sw2105A-ms98-a-0037,176.067875,176.247875,i,I,sv,u-66-4
sw2105A-ms98-a-0037,176.247875,176.397875,was,I,sv,u-66-4
sw2105A-ms98-a-0037,176.397875,176.627875,kind,I,sv,u-66-4
sw2105A-ms98-a-0037,176.627875,176.776750,of,I,sv,u-66-4
sw2105A-ms98-a-0037,177.048000,177.353500,thinking,I,sv,u-66-4
sw2105A-ms98-a-0037,177.353500,177.527875,he,I,sv,u-66-4
sw2105A-ms98-a-0037,177.527875,177.877875,sure,I,sv,u-66-4
sw2105A-ms98-a-0037,177.877875,178.067875,did,I,sv,u-66-4
sw2105A-ms98-a-0037,178.067875,178.247875,get,I,sv,u-66-4
sw2105A-ms98-a-0037,178.247875,178.397875,in,I,sv,u-66-4
sw2105A-ms98-a-0037,178.397875,178.517875,a,I,sv,u-66-4
sw2105A-ms98-a-0037,178.517875,179.485500,slump,I,sv,u-66-4
sw2105A-ms98-a-0037,179.849500,180.087875,but,B,sd,u-68-1
sw2105A-ms98-a-0037,180.087875,180.287875,they're,I,sd,u-68-1
sw2105A-ms98-a-0037,180.287875,180.717875,saying,I,sd,u-68-1
sw2105A-ms98-a-0037,180.717875,180.967875,this,I,sd,u-68-1
sw2105A-ms98-a-0037,180.967875,181.167875,year,I,sd,u-68-1
sw2105A-ms98-a-0037,181.167875,181.367875,their,I,sd,u-68-1
sw2105A-ms98-a-0037,181.367875,182.259875,predictions,I,sd,u-68-1
sw2105A-ms98-a-0037,182.259875,182.457875,is,I,sd,u-68-1
sw2105A-ms98-a-0037,182.457875,182.617875,that,I,sd,u-68-1
sw2105A-ms98-a-0037,182.617875,182.817875,he's,I,sd,u-68-1
sw2105A-ms98-a-0037,182.817875,183.148625,really,I,sd,u-68-1
sw2105A-ms98-a-0037,183.148625,183.466250,gonna,I,sd,u-68-1
sw2105A-ms98-a-0037,184.234625,184.537875,come,I,sd,u-68-1
sw2105A-ms98-a-0037,184.537875,184.827875,out,I,sd,u-68-1
sw2105A-ms98-a-0037,184.827875,185.127875,of,I,sd,u-68-1
sw2105A-ms98-a-0037,185.127875,185.307875,it,I,sd,u-68-1
sw2105A-ms98-a-0037,185.307875,185.625875,and,I,sd,u-68-1
sw2105A-ms98-a-0037,185.625875,185.977875,be,B,+,u-70-1
sw2105A-ms98-a-0037,185.977875,186.157875,on,I,+,u-70-1
sw2105A-ms98-a-0037,186.157875,187.035250,top,I,+,u-70-1
sw2105A-ms98-a-0039,189.073125,189.419375,isn't,B,qh,u-72-1
sw2105A-ms98-a-0039,189.419375,189.788125,he,I,qh,u-72-1
sw2105A-ms98-a-0039,189.788125,190.472250,though,I,qh,u-72-1
sw2105A-ms98-a-0039,190.740625,190.905500,he,B,sv,u-74-1
sw2105A-ms98-a-0039,190.905500,191.238250,sure,I,sv,u-74-1
sw2105A-ms98-a-0039,191.238250,191.630250,is,I,sv,u-74-1
sw2105A-ms98-a-0039,192.124125,192.405750,he,B,sd,u-74-2
sw2105A-ms98-a-0039,192.405750,192.857750,either,I,sd,u-74-2
sw2105A-ms98-a-0039,193.189250,193.468375,hits,I,sd,u-74-2
sw2105A-ms98-a-0039,193.468375,193.651000,home,I,sd,u-74-2
sw2105A-ms98-a-0039,193.651000,193.869375,run,I,sd,u-74-2
sw2105A-ms98-a-0039,193.869375,193.968375,or,I,sd,u-74-2
sw2105A-ms98-a-0039,193.968375,194.518375,strike,I,sd,u-74-2
sw2105A-ms98-a-0039,194.518375,194.798375,out,I,sd,u-74-2
sw2105A-ms98-a-0039,194.798375,195.008375,there's,O,,
sw2105A-ms98-a-0039,195.008375,195.268375,not,B,sd,u-76-1
sw2105A-ms98-a-0039,195.268375,195.548375,ever,I,sd,u-76-1
sw2105A-ms98-a-0039,195.548375,195.729000,a,I,sd,u-76-1
sw2105A-ms98-a-0039,195.729000,195.978375,in,I,sd,u-76-1
sw2105A-ms98-a-0039,195.978375,196.828375,between,I,sd,u-76-1
sw2105A-ms98-a-0039,196.828375,197.080125,for,I,sd,u-76-1
sw2105A-ms98-a-0039,197.080125,197.556375,him,I,sd,u-76-1
sw2105A-ms98-a-0041,199.306625,199.888625,um-hum,B,b,u-78-1
sw2105A-ms98-a-0041,200.340625,200.704375,yeah,B,b,u-78-2
sw2105A-ms98-a-0043,208.542125,208.877125,to,B,sd^m,u-80-1
sw2105A-ms98-a-0043,208.877125,209.194000,sign,I,sd^m,u-80-1
sw2105A-ms98-a-0043,209.194000,209.344000,him,I,sd^m,u-80-1
sw2105A-ms98-a-0043,209.344000,209.664000,again,I,sd^m,u-80-1
sw2105A-ms98-a-0043,209.664000,210.196250,yeah,B,%,u-80-2
sw2105A-ms98-a-0043,210.646125,211.550000,huh,B,%,u-80-3
sw2105A-ms98-a-0045,213.356000,213.784375,yeah,B,b,u-82-1
sw2105A-ms98-a-0045,213.784375,214.153625,oh,B,sv,u-82-2
sw2105A-ms98-a-0045,214.153625,214.524375,you,I,sv,u-82-2
sw2105A-ms98-a-0045,214.524375,214.604375,you,I,sv,u-82-2
sw2105A-ms98-a-0045,214.604375,214.974375,never,I,sv,u-82-2
sw2105A-ms98-a-0045,214.974375,215.813125,know,I,sv,u-82-2
sw2105A-ms98-a-0046,216.427750,216.745375,that's,B,%,u-84-1
sw2105A-ms98-a-0046,216.745375,217.065375,sure,I,%,u-84-1
sw2105A-ms98-a-0046,217.065375,217.215375,if,B,sv,u-84-2
sw2105A-ms98-a-0046,217.215375,217.345375,you,I,sv,u-84-2
sw2105A-ms98-a-0046,217.345375,217.685375,offer,I,sv,u-84-2
sw2105A-ms98-a-0046,217.685375,217.825375,them_1,I,sv,u-84-2
sw2105A-ms98-a-0046,217.825375,218.215375,money,I,sv,u-84-2
sw2105A-ms98-a-0046,218.215375,218.365375,i'm,I,sv,u-84-2
sw2105A-ms98-a-0046,218.365375,218.680625,sure,I,sv,u-84-2
sw2105A-ms98-a-0046,218.680625,219.292250,[laughter-they'll],O,,
sw2105A-ms98-a-0046,219.830875,220.076750,do,B,+,u-86-1
sw2105A-ms98-a-0046,220.076750,220.148375,a,I,+,u-86-1
sw2105A-ms98-a-0046,220.148375,220.405375,little,I,+,u-86-1
sw2105A-ms98-a-0046,220.405375,220.595375,bit,I,+,u-86-1
sw2105A-ms98-a-0046,220.595375,220.725375,of,I,+,u-86-1
sw2105A-ms98-a-0046,220.725375,221.504750,everything,I,+,u-86-1
sw2105A-ms98-a-0046,221.504750,222.195250,[laughter],O,,
sw2105A-ms98-a-0048,225.993375,226.510125,no,B,aa,u-88-1
