sw2812A-ms98-a-0002,0.402125,0.642125,yeah,B,ny,u-2-1
sw2812A-ms98-a-0018,28.623250,28.971375,um-hum,B,b,u-20-1
sw2812A-ms98-a-0020,33.152125,33.518625,uh-huh,B,b,u-22-1
sw2812A-ms98-a-0022,40.288625,40.761000,right,B,b,u-24-1
sw2812A-ms98-a-0022,40.761000,41.031000,uh-huh,B,b,u-24-2
sw2812A-ms98-a-0024,45.123375,45.528875,right,B,b,u-26-1
sw2812A-ms98-a-0026,51.289000,51.616375,oh,O,,
sw2812A-ms98-a-0026,52.204000,52.270250,i,B,%,u-30-2
sw2812A-ms98-a-0026,52.270250,52.430250,know,I,%,u-30-2
sw2812A-ms98-a-0026,52.430250,52.651125,that,I,%,u-30-2
sw2812A-ms98-a-0026,52.978750,53.186125,uh,B,b,u-32-1
sw2812A-ms98-a-0027,54.973375,55.283375,um-hum,O,,
sw2812A-ms98-a-0027,55.283375,55.353375,i,B,sv,u-32-2
sw2812A-ms98-a-0027,55.353375,55.523375,know,I,sv,u-32-2
sw2812A-ms98-a-0027,55.523375,55.797125,that,I,sv,u-32-2
sw2812A-ms98-a-0027,55.797125,56.121000,uh,I,sv,u-32-2
sw2812A-ms98-a-0027,56.121000,56.249750,in,I,sv,u-32-2
sw2812A-ms98-a-0027,56.651250,56.817000,in,I,sv,u-32-2
sw2812A-ms98-a-0027,56.817000,56.928500,the,I,sv,u-32-2
sw2812A-ms98-a-0027,56.928500,57.263375,early,I,sv,u-32-2
sw2812A-ms98-a-0027,57.263375,57.956500,seventies,I,sv,u-32-2
sw2812A-ms98-a-0027,58.436125,58.493375,uh,I,sv,u-32-2
sw2812A-ms98-a-0027,58.493375,58.653375,i,I,sv,u-32-2
sw2812A-ms98-a-0027,58.653375,58.853375,think,I,sv,u-32-2
sw2812A-ms98-a-0027,58.853375,59.323375,women,I,sv,u-32-2
sw2812A-ms98-a-0027,59.323375,59.443375,were,I,sv,u-32-2
sw2812A-ms98-a-0027,59.443375,59.543375,the,I,sv,u-32-2
sw2812A-ms98-a-0027,59.543375,59.873375,first,I,sv,u-32-2
sw2812A-ms98-a-0027,59.873375,60.183375,people,I,sv,u-32-2
sw2812A-ms98-a-0027,60.183375,60.473375,to,I,sv,u-32-2
sw2812A-ms98-a-0027,60.473375,60.653375,to,I,sv,u-32-2
sw2812A-ms98-a-0027,60.653375,60.883375,make,I,sv,u-32-2
sw2812A-ms98-a-0027,60.883375,60.963375,a,I,sv,u-32-2
sw2812A-ms98-a-0027,60.963375,61.323375,move,I,sv,u-32-2
sw2812A-ms98-a-0027,61.323375,61.473375,as,I,sv,u-32-2
sw2812A-ms98-a-0027,61.473375,61.643375,far,I,sv,u-32-2
sw2812A-ms98-a-0027,61.643375,61.743375,as,I,sv,u-32-2
sw2812A-ms98-a-0027,61.743375,62.588750,individuals,I,sv,u-32-2
sw2812A-ms98-a-0028,63.075000,63.345000,um,B,sv,u-34-1
sw2812A-ms98-a-0028,63.345000,63.548500,uh,I,sv,u-34-1
sw2812A-ms98-a-0028,63.659250,64.025000,before,I,sv,u-34-1
sw2812A-ms98-a-0028,64.025000,64.285000,that,I,sv,u-34-1
sw2812A-ms98-a-0028,64.285000,64.345000,a,I,sv,u-34-1
sw2812A-ms98-a-0028,64.345000,64.505000,lot,I,sv,u-34-1
sw2812A-ms98-a-0028,64.505000,64.565000,of,I,sv,u-34-1
sw2812A-ms98-a-0028,64.565000,64.875000,people,I,sv,u-34-1
sw2812A-ms98-a-0028,64.875000,65.005000,that,I,sv,u-34-1
sw2812A-ms98-a-0028,65.005000,65.265000,wanted,I,sv,u-34-1
sw2812A-ms98-a-0028,65.265000,65.355000,to,I,sv,u-34-1
sw2812A-ms98-a-0028,65.355000,65.835000,protest,I,sv,u-34-1
sw2812A-ms98-a-0028,65.835000,65.895000,were,I,sv,u-34-1
sw2812A-ms98-a-0028,65.895000,66.295000,large,I,sv,u-34-1
sw2812A-ms98-a-0028,66.295000,66.715000,groups,I,sv,u-34-1
sw2812A-ms98-a-0028,66.715000,67.046375,like,I,sv,u-34-1
sw2812A-ms98-a-0028,67.046375,67.340125,uh,I,sv,u-34-1
sw2812A-ms98-a-0028,67.340125,67.645000,Black,I,sv,u-34-1
sw2812A-ms98-a-0028,67.645000,68.275000,people,I,sv,u-34-1
sw2812A-ms98-a-0028,68.275000,68.651125,or,I,sv,u-34-1
sw2812A-ms98-a-0028,69.024000,69.135000,you,I,sv,u-34-1
sw2812A-ms98-a-0028,69.135000,69.335000,know,I,sv,u-34-1
sw2812A-ms98-a-0028,69.335000,69.625000,just,I,sv,u-34-1
sw2812A-ms98-a-0028,69.625000,69.955000,large,I,sv,u-34-1
sw2812A-ms98-a-0028,69.955000,70.265000,large,I,sv,u-34-1
sw2812A-ms98-a-0028,70.265000,70.655000,groups,I,sv,u-34-1
sw2812A-ms98-a-0028,70.655000,70.745000,of,I,sv,u-34-1
sw2812A-ms98-a-0028,70.745000,71.195000,people,I,sv,u-34-1
sw2812A-ms98-a-0028,71.635000,72.015000,but,B,%,u-34-2
sw2812A-ms98-a-0028,72.245000,72.375000,but,I,%,u-34-2
sw2812A-ms98-a-0028,72.375000,72.537500,the,I,%,u-34-2
sw2812A-ms98-a-0029,73.626625,74.194625,right,B,b,u-36-1
sw2812A-ms98-a-0030,74.899500,75.039500,and,B,sv,u-38-1
sw2812A-ms98-a-0030,75.039500,75.109500,i,I,sv,u-38-1
sw2812A-ms98-a-0030,75.109500,75.449500,think,I,sv,u-38-1
sw2812A-ms98-a-0030,75.449500,75.559500,i,I,sv,u-38-1
sw2812A-ms98-a-0030,75.559500,75.759500,think,I,sv,u-38-1
sw2812A-ms98-a-0030,75.759500,75.839500,the,I,sv,u-38-1
sw2812A-ms98-a-0030,75.839500,76.249500,women's,I,sv,u-38-1
sw2812A-ms98-a-0030,76.249500,76.749500,movement,I,sv,u-38-1
sw2812A-ms98-a-0030,76.749500,76.949500,kind,I,sv,u-38-1
sw2812A-ms98-a-0030,76.949500,77.059500,of,I,sv,u-38-1
sw2812A-ms98-a-0030,77.059500,77.319500,brought,I,sv,u-38-1
sw2812A-ms98-a-0030,77.319500,77.439500,in,I,sv,u-38-1
sw2812A-ms98-a-0030,77.439500,77.929500,individual,I,sv,u-38-1
sw2812A-ms98-a-0030,77.929500,78.179500,lives,I,sv,u-38-1
sw2812A-ms98-a-0030,78.179500,78.269500,where,I,sv,u-38-1
sw2812A-ms98-a-0030,78.269500,78.379500,you,I,sv,u-38-1
sw2812A-ms98-a-0030,78.379500,78.680625,had,I,sv,u-38-1
sw2812A-ms98-a-0030,79.015875,79.359500,women's,I,sv,u-38-1
sw2812A-ms98-a-0030,79.359500,79.909500,movements,I,sv,u-38-1
sw2812A-ms98-a-0030,79.909500,80.049500,and,B,sv,u-38-2
sw2812A-ms98-a-0030,80.049500,80.139500,you,I,sv,u-38-2
sw2812A-ms98-a-0030,80.139500,80.293625,had,I,sv,u-38-2
sw2812A-ms98-a-0030,80.448000,80.709500,gay,I,sv,u-38-2
sw2812A-ms98-a-0030,80.709500,81.509500,movements,I,sv,u-38-2
sw2812A-ms98-a-0030,81.509500,81.969500,and,B,+,u-40-1
sw2812A-ms98-a-0030,81.969500,82.149500,just,I,+,u-40-1
sw2812A-ms98-a-0030,82.149500,82.219500,the,I,+,u-40-1
sw2812A-ms98-a-0030,82.219500,82.619500,smaller,I,+,u-40-1
sw2812A-ms98-a-0030,82.619500,82.919500,groups,I,+,u-40-1
sw2812A-ms98-a-0030,82.919500,82.999500,of,I,+,u-40-1
sw2812A-ms98-a-0030,82.999500,83.488750,people,I,+,u-40-1
sw2812A-ms98-a-0030,83.797625,83.889500,and,B,sv,u-42-1
sw2812A-ms98-a-0030,83.889500,83.939500,i,I,sv,u-42-1
sw2812A-ms98-a-0030,83.939500,84.199500,think,I,sv,u-42-1
sw2812A-ms98-a-0030,84.199500,84.519500,since,I,sv,u-42-1
sw2812A-ms98-a-0030,84.519500,84.959500,then,I,sv,u-42-1
sw2812A-ms98-a-0030,84.959500,85.159500,is,I,sv,u-42-1
sw2812A-ms98-a-0030,85.159500,85.359500,is,I,sv,u-42-1
sw2812A-ms98-a-0030,85.359500,85.739500,when,I,sv,u-42-1
sw2812A-ms98-a-0030,85.739500,85.799500,a,I,sv,u-42-1
sw2812A-ms98-a-0030,85.799500,86.009500,lot,I,sv,u-42-1
sw2812A-ms98-a-0030,86.009500,86.069500,of,I,sv,u-42-1
sw2812A-ms98-a-0030,86.069500,86.179500,the,I,sv,u-42-1
sw2812A-ms98-a-0030,86.179500,86.569500,women's,I,sv,u-42-1
sw2812A-ms98-a-0030,86.569500,86.799500,roles,I,sv,u-42-1
sw2812A-ms98-a-0030,86.799500,86.879500,were,I,sv,u-42-1
sw2812A-ms98-a-0030,86.879500,87.229500,started,I,sv,u-42-1
sw2812A-ms98-a-0030,87.229500,87.339500,to,I,sv,u-42-1
sw2812A-ms98-a-0030,87.339500,88.020000,change,I,sv,u-42-1
sw2812A-ms98-a-0032,99.778375,100.244000,um-hum,B,b,u-44-1
sw2812A-ms98-a-0034,107.953000,108.305125,um-hum,B,b,u-46-1
sw2812A-ms98-a-0036,110.590750,111.153625,exactly,B,ba,u-48-1
sw2812A-ms98-a-0038,114.074875,114.354875,um-hum,B,b,u-50-1
sw2812A-ms98-a-0039,115.484750,115.626375,i,B,sv,u-52-1
sw2812A-ms98-a-0039,115.626375,115.836500,think,I,sv,u-52-1
sw2812A-ms98-a-0039,115.836500,116.026500,that,I,sv,u-52-1
sw2812A-ms98-a-0039,116.026500,116.368750,uh,I,sv,u-52-1
sw2812A-ms98-a-0039,116.933625,117.026500,you,I,sv,u-52-1
sw2812A-ms98-a-0039,117.026500,117.106500,know,I,sv,u-52-1
sw2812A-ms98-a-0039,117.106500,117.196500,you,I,sv,u-52-1
sw2812A-ms98-a-0039,117.196500,117.326500,can,I,sv,u-52-1
sw2812A-ms98-a-0039,117.326500,117.506500,just,I,sv,u-52-1
sw2812A-ms98-a-0039,117.506500,117.656500,look,I,sv,u-52-1
sw2812A-ms98-a-0039,117.656500,117.736500,at,I,sv,u-52-1
sw2812A-ms98-a-0039,117.736500,118.056500,home,I,sv,u-52-1
sw2812A-ms98-a-0039,118.056500,118.456500,life,I,sv,u-52-1
sw2812A-ms98-a-0039,118.456500,118.606500,and,I,sv,u-52-1
sw2812A-ms98-a-0039,118.606500,119.106500,see,I,sv,u-52-1
sw2812A-ms98-a-0039,119.106500,119.236500,i've,I,sv,u-52-1
sw2812A-ms98-a-0039,119.236500,119.346500,been,I,sv,u-52-1
sw2812A-ms98-a-0039,119.346500,119.626500,talking,I,sv,u-52-1
sw2812A-ms98-a-0039,119.626500,119.676500,a,I,sv,u-52-1
sw2812A-ms98-a-0039,119.676500,119.826500,lot,I,sv,u-52-1
sw2812A-ms98-a-0039,119.826500,119.940000,of,I,sv,u-52-1
sw2812A-ms98-a-0039,119.940000,120.245125,people,I,sv,u-52-1
sw2812A-ms98-a-0039,120.245125,120.596500,about,I,sv,u-52-1
sw2812A-ms98-a-0039,120.596500,121.286500,education,I,sv,u-52-1
sw2812A-ms98-a-0039,121.286500,121.406500,and,I,sv,u-52-1
sw2812A-ms98-a-0039,121.406500,121.696500,things,I,sv,u-52-1
sw2812A-ms98-a-0039,121.696500,121.946500,and,B,+,u-54-1
sw2812A-ms98-a-0039,121.946500,122.316500,and,I,+,u-54-1
sw2812A-ms98-a-0039,122.316500,122.526500,what,I,+,u-54-1
sw2812A-ms98-a-0039,122.526500,122.676500,what,I,+,u-54-1
sw2812A-ms98-a-0039,122.836500,122.986500,what,I,+,u-54-1
sw2812A-ms98-a-0039,122.986500,123.376500,affects,I,+,u-54-1
sw2812A-ms98-a-0039,123.376500,123.446500,the,I,+,u-54-1
sw2812A-ms98-a-0039,123.446500,123.786500,school,I,+,u-54-1
sw2812A-ms98-a-0039,123.786500,124.256500,system,I,+,u-54-1
sw2812A-ms98-a-0039,124.256500,124.346500,and,B,sv,u-54-2
sw2812A-ms98-a-0039,124.346500,124.426500,i,I,sv,u-54-2
sw2812A-ms98-a-0039,124.426500,124.656500,think,I,sv,u-54-2
sw2812A-ms98-a-0039,124.656500,124.766500,that,I,sv,u-54-2
sw2812A-ms98-a-0039,124.766500,124.816500,a,I,sv,u-54-2
sw2812A-ms98-a-0039,124.816500,125.026500,big,I,sv,u-54-2
sw2812A-ms98-a-0039,125.026500,125.196500,thing,I,sv,u-54-2
sw2812A-ms98-a-0039,125.196500,125.286500,that,I,sv,u-54-2
sw2812A-ms98-a-0039,125.286500,125.636500,affects,I,sv,u-54-2
sw2812A-ms98-a-0039,125.636500,125.756500,it,I,sv,u-54-2
sw2812A-ms98-a-0039,125.756500,125.866500,is,I,sv,u-54-2
sw2812A-ms98-a-0039,125.866500,126.156500,that,I,sv,u-54-2
sw2812A-ms98-a-0039,126.156500,126.216500,the,I,sv,u-54-2
sw2812A-ms98-a-0039,126.216500,126.446500,mother,I,sv,u-54-2
sw2812A-ms98-a-0039,126.446500,126.536500,is,I,sv,u-54-2
sw2812A-ms98-a-0039,126.536500,126.756500,not,I,sv,u-54-2
sw2812A-ms98-a-0039,126.756500,127.016500,home,I,sv,u-54-2
sw2812A-ms98-a-0039,127.016500,127.606500,anymore,I,sv,u-54-2
sw2812A-ms98-a-0040,128.092375,128.322375,um,B,+,u-56-1
sw2812A-ms98-a-0040,128.322375,128.492375,like,I,+,u-56-1
sw2812A-ms98-a-0040,128.492375,128.722375,she,I,+,u-56-1
sw2812A-ms98-a-0040,128.722375,128.952375,used,I,+,u-56-1
sw2812A-ms98-a-0040,128.952375,129.062375,to,I,+,u-56-1
sw2812A-ms98-a-0040,129.062375,129.202375,be,I,+,u-56-1
sw2812A-ms98-a-0040,129.202375,129.322375,she,B,sv,u-56-2
sw2812A-ms98-a-0040,129.322375,129.492375,used,I,sv,u-56-2
sw2812A-ms98-a-0040,129.492375,129.562375,to,I,sv,u-56-2
sw2812A-ms98-a-0040,129.562375,129.652375,be,I,sv,u-56-2
sw2812A-ms98-a-0040,129.652375,130.102375,kind,I,sv,u-56-2
sw2812A-ms98-a-0040,130.102375,130.389500,of,I,sv,u-56-2
sw2812A-ms98-a-0040,130.883125,131.057125,kind,I,sv,u-56-2
sw2812A-ms98-a-0040,131.057125,131.165375,of,I,sv,u-56-2
sw2812A-ms98-a-0040,131.165375,131.447875,a,I,sv,u-56-2
sw2812A-ms98-a-0040,131.447875,131.702375,a,I,sv,u-56-2
sw2812A-ms98-a-0040,131.702375,132.212375,rock,I,sv,u-56-2
sw2812A-ms98-a-0040,132.212375,132.362375,you,I,sv,u-56-2
sw2812A-ms98-a-0040,132.362375,132.532375,know,I,sv,u-56-2
sw2812A-ms98-a-0040,132.532375,132.672375,in,B,+,u-58-1
sw2812A-ms98-a-0040,132.672375,132.745625,the,I,+,u-58-1
sw2812A-ms98-a-0040,132.745625,133.197625,house,I,+,u-58-1
sw2812A-ms98-a-0040,133.197625,133.599750,yeah,B,aa,u-58-2
sw2812A-ms98-a-0040,133.995125,134.252375,and,B,sd,u-58-3
sw2812A-ms98-a-0040,134.252375,134.642375,uh,I,sd,u-58-3
sw2812A-ms98-a-0040,134.642375,135.192375,since,I,sd,u-58-3
sw2812A-ms98-a-0040,135.332375,135.672375,since,I,sd,u-58-3
sw2812A-ms98-a-0040,135.672375,136.265875,everyone's,I,sd,u-58-3
sw2812A-ms98-a-0041,136.625625,136.947750,going,I,sd,u-58-3
sw2812A-ms98-a-0041,136.947750,137.077750,out,I,sd,u-58-3
sw2812A-ms98-a-0041,137.077750,137.197750,and,I,sd,u-58-3
sw2812A-ms98-a-0041,137.197750,137.617750,working,I,sd,u-58-3
sw2812A-ms98-a-0041,137.617750,138.037750,now,I,sd,u-58-3
sw2812A-ms98-a-0041,138.037750,138.247750,whether,I,sd,u-58-3
sw2812A-ms98-a-0041,138.247750,138.307750,it,I,sd,u-58-3
sw2812A-ms98-a-0041,138.307750,138.457750,be,I,sd,u-58-3
sw2812A-ms98-a-0041,138.457750,138.837750,because,I,sd,u-58-3
sw2812A-ms98-a-0041,138.837750,138.997750,of,I,sd,u-58-3
sw2812A-ms98-a-0041,138.997750,140.127750,finances,I,sd,u-58-3
sw2812A-ms98-a-0041,140.127750,140.297750,or,I,sd,u-58-3
sw2812A-ms98-a-0041,140.297750,140.537750,just,I,sd,u-58-3
sw2812A-ms98-a-0041,140.537750,140.617750,the,I,sd,u-58-3
sw2812A-ms98-a-0041,140.617750,141.247375,economy,I,sd,u-58-3
sw2812A-ms98-a-0041,141.797375,142.405625,uh,B,+,u-60-1
sw2812A-ms98-a-0041,142.405625,142.565750,the,I,+,u-60-1
sw2812A-ms98-a-0041,142.565750,142.907750,mother's,I,+,u-60-1
sw2812A-ms98-a-0041,142.907750,143.117750,not,I,+,u-60-1
sw2812A-ms98-a-0041,143.117750,143.347750,there,I,+,u-60-1
sw2812A-ms98-a-0041,143.347750,143.887750,anymore,I,+,u-60-1
sw2812A-ms98-a-0041,143.887750,144.057750,and,B,%,u-60-2
sw2812A-ms98-a-0041,144.057750,144.147750,the,I,%,u-60-2
sw2812A-ms98-a-0041,144.147750,144.647750,children,I,%,u-60-2
sw2812A-ms98-a-0041,144.647750,144.787750,are,I,%,u-60-2
sw2812A-ms98-a-0041,144.787750,144.867750,i,B,sd,u-60-3
sw2812A-ms98-a-0041,144.867750,145.117750,think,I,sd,u-60-3
sw2812A-ms98-a-0041,145.117750,145.230875,i,I,sd,u-60-3
sw2812A-ms98-a-0041,145.230875,145.517125,think,I,sd,u-60-3
sw2812A-ms98-a-0041,145.517125,145.587750,a,I,sd,u-60-3
sw2812A-ms98-a-0041,145.587750,145.767750,lot,I,sd,u-60-3
sw2812A-ms98-a-0041,145.767750,145.857750,of,I,sd,u-60-3
sw2812A-ms98-a-0041,145.857750,146.357750,society,I,sd,u-60-3
sw2812A-ms98-a-0041,146.357750,146.457750,is,I,sd,u-60-3
sw2812A-ms98-a-0041,146.457750,147.007750,suffering,I,sd,u-60-3
sw2812A-ms98-a-0041,147.367750,147.547750,not,B,h,u-60-4
sw2812A-ms98-a-0041,147.547750,147.637750,to,I,h,u-60-4
sw2812A-ms98-a-0041,147.637750,147.857750,say,I,h,u-60-4
sw2812A-ms98-a-0041,147.857750,148.007750,that,I,h,u-60-4
sw2812A-ms98-a-0041,148.007750,148.337750,women,I,h,u-60-4
sw2812A-ms98-a-0041,148.337750,148.872125,shouldn't,I,h,u-60-4
sw2812A-ms98-a-0042,149.563875,149.679750,you,I,h,u-60-4
sw2812A-ms98-a-0042,149.679750,149.779750,know,I,h,u-60-4
sw2812A-ms98-a-0042,149.779750,149.999750,go,I,h,u-60-4
sw2812A-ms98-a-0042,149.999750,150.239750,out,I,h,u-60-4
sw2812A-ms98-a-0042,150.239750,150.329750,and,I,h,u-60-4
sw2812A-ms98-a-0042,150.329750,150.449750,do,I,h,u-60-4
sw2812A-ms98-a-0042,150.449750,150.569750,what,I,h,u-60-4
sw2812A-ms98-a-0042,150.569750,150.659750,they,I,h,u-60-4
sw2812A-ms98-a-0042,150.659750,150.839750,want,I,h,u-60-4
sw2812A-ms98-a-0042,150.839750,150.899750,to,I,h,u-60-4
sw2812A-ms98-a-0042,150.899750,151.059750,do,I,h,u-60-4
sw2812A-ms98-a-0042,151.059750,151.169750,but,B,sv,u-60-5
sw2812A-ms98-a-0042,151.169750,151.249750,i,I,sv,u-60-5
sw2812A-ms98-a-0042,151.249750,151.609750,think,I,sv,u-60-5
sw2812A-ms98-a-0042,151.609750,151.849000,that,I,sv,u-60-5
sw2812A-ms98-a-0042,152.214375,152.459750,um,I,sv,u-60-5
sw2812A-ms98-a-0042,152.459750,152.969750,society's,B,+,u-62-1
sw2812A-ms98-a-0042,152.969750,153.089750,going,I,+,u-62-1
sw2812A-ms98-a-0042,153.089750,153.159750,to,I,+,u-62-1
sw2812A-ms98-a-0042,153.159750,153.379750,really,I,+,u-62-1
sw2812A-ms98-a-0042,153.379750,153.539750,have,I,+,u-62-1
sw2812A-ms98-a-0042,153.539750,153.649750,to,I,+,u-62-1
sw2812A-ms98-a-0042,153.649750,153.829750,get,I,+,u-62-1
sw2812A-ms98-a-0042,153.829750,154.089750,used,I,+,u-62-1
sw2812A-ms98-a-0042,154.089750,154.219750,to,I,+,u-62-1
sw2812A-ms98-a-0042,154.219750,154.469750,it,I,+,u-62-1
sw2812A-ms98-a-0042,154.469750,154.599750,and,B,sv,u-62-2
sw2812A-ms98-a-0042,154.599750,154.709750,they're,I,sv,u-62-2
sw2812A-ms98-a-0042,154.709750,154.939750,not,I,sv,u-62-2
sw2812A-ms98-a-0042,154.939750,155.169750,quite,I,sv,u-62-2
sw2812A-ms98-a-0042,155.169750,155.399750,used,I,sv,u-62-2
sw2812A-ms98-a-0042,155.399750,155.529750,to,I,sv,u-62-2
sw2812A-ms98-a-0042,155.529750,155.649750,it,I,sv,u-62-2
sw2812A-ms98-a-0042,155.649750,155.969750,yet,I,sv,u-62-2
sw2812A-ms98-a-0042,155.969750,156.289750,and,B,%,u-62-3
sw2812A-ms98-a-0042,156.289750,156.549750,that's,I,%,u-62-3
sw2812A-ms98-a-0042,156.549750,156.679750,i,I,%,u-62-3
sw2812A-ms98-a-0043,158.149500,158.492250,yes,B,b,u-64-1
sw2812A-ms98-a-0043,158.492250,158.852250,uh-huh,B,b,u-64-2
sw2812A-ms98-a-0045,163.213125,164.342500,[laughter],O,,
sw2812A-ms98-a-0047,169.602125,169.936125,um-hum,O,,
sw2812A-ms98-a-0049,174.733625,175.168000,right,B,b,u-68-1
sw2812A-ms98-a-0049,175.587000,175.868875,um-hum,B,b,u-68-2
sw2812A-ms98-a-0051,179.818000,180.193750,uh-huh,B,b,u-70-1
sw2812A-ms98-a-0051,180.193750,181.463250,[laughter],O,,
sw2812A-ms98-a-0051,181.463250,181.918000,yeah,B,b,u-74-1
sw2812A-ms98-a-0053,184.027250,185.216875,[laughter],O,,
sw2812A-ms98-a-0055,193.550875,193.990250,speaking,B,sd^t,u-80-1
sw2812A-ms98-a-0055,193.990250,194.180250,of,I,sd^t,u-80-1
sw2812A-ms98-a-0055,194.180250,194.440250,getting,I,sd^t,u-80-1
sw2812A-ms98-a-0055,194.440250,194.820250,married,I,sd^t,u-80-1
sw2812A-ms98-a-0055,194.820250,194.920250,i,I,sd^t,u-80-1
sw2812A-ms98-a-0055,194.920250,195.060250,was,I,sd^t,u-80-1
sw2812A-ms98-a-0055,195.060250,195.340250,talking,I,sd^t,u-80-1
sw2812A-ms98-a-0055,195.340250,195.400250,to,I,sd^t,u-80-1
sw2812A-ms98-a-0055,195.400250,195.700250,someone,I,sd^t,u-80-1
sw2812A-ms98-a-0055,195.700250,196.310250,yesterday,I,sd^t,u-80-1
sw2812A-ms98-a-0055,196.310250,196.410250,on,I,sd^t,u-80-1
sw2812A-ms98-a-0055,196.410250,196.610250,this,I,sd^t,u-80-1
sw2812A-ms98-a-0055,196.610250,196.770250,on,I,sd^t,u-80-1
sw2812A-ms98-a-0055,196.770250,196.840250,the,I,sd^t,u-80-1
sw2812A-ms98-a-0055,196.840250,197.395750,project,I,sd^t,u-80-1
sw2812A-ms98-a-0055,197.953250,198.220250,and,B,sd^t,u-82-1
sw2812A-ms98-a-0055,198.220250,198.542875,uh,I,sd^t,u-82-1
sw2812A-ms98-a-0055,199.119125,199.522375,uh,I,sd^t,u-82-1
sw2812A-ms98-a-0055,199.522375,199.687750,we're,I,sd^t,u-82-1
sw2812A-ms98-a-0055,199.687750,199.856500,talking,I,sd^t,u-82-1
