sw2253A-ms98-a-0001,0.568500,0.760000,yeah,B,o,u-1-1
sw2253A-ms98-a-0051,222.572375,222.951750,there,I,qy^g,u-61-2
sw2253A-ms98-a-0051,223.101375,223.376625,[vocalized-noise],O,,
sw2253A-ms98-a-0053,233.828250,233.968250,they,B,%,u-65-1
sw2253A-ms98-a-0053,233.968250,234.538250,supplied,I,%,u-65-1
sw2253A-ms98-a-0053,234.538250,234.898250,some,I,%,u-65-1
sw2253A-ms98-a-0053,234.898250,235.201500,uh,I,%,u-65-1
sw2253A-ms98-a-0053,235.676000,235.938250,you,I,%,u-65-1
sw2253A-ms98-a-0053,235.938250,236.058250,know,I,%,u-65-1
sw2253A-ms98-a-0053,236.058250,236.168250,they,B,sd,u-65-2
sw2253A-ms98-a-0053,236.168250,236.368250,were,I,sd,u-65-2
sw2253A-ms98-a-0053,236.368250,236.618250,some,I,sd,u-65-2
sw2253A-ms98-a-0053,236.618250,237.154875,groups,I,sd,u-65-2
sw2253A-ms98-a-0054,237.867000,238.257250,uh,I,sd,u-65-2
sw2253A-ms98-a-0054,238.488250,238.809000,the,I,sd,u-65-2
sw2253A-ms98-a-0054,238.809000,239.244375,Vicksburg,I,sd,u-65-2
sw2253A-ms98-a-0054,239.244375,239.344375,if,B,sd,u-65-3
sw2253A-ms98-a-0054,239.344375,239.404375,you,I,sd,u-65-3
sw2253A-ms98-a-0054,239.404375,239.674375,ever,I,sd,u-65-3
sw2253A-ms98-a-0054,239.674375,239.794375,get,I,sd,u-65-3
sw2253A-ms98-a-0054,239.794375,239.884375,a,I,sd,u-65-3
sw2253A-ms98-a-0054,239.884375,240.164375,chance,I,sd,u-65-3
sw2253A-ms98-a-0054,240.164375,240.254375,to,I,sd,u-65-3
sw2253A-ms98-a-0054,240.254375,240.364375,go,I,sd,u-65-3
sw2253A-ms98-a-0054,240.364375,240.464375,over,I,sd,u-65-3
sw2253A-ms98-a-0054,240.464375,240.534375,to,I,sd,u-65-3
sw2253A-ms98-a-0054,240.534375,241.077375,Vicksburg,I,sd,u-65-3
sw2253A-ms98-a-0054,241.077375,241.204375,the,I,sd,u-65-3
sw2253A-ms98-a-0054,241.204375,241.734375,battleground,I,sd,u-65-3
sw2253A-ms98-a-0054,241.734375,241.794375,at,I,sd,u-65-3
sw2253A-ms98-a-0054,241.794375,242.344375,Vicksburg,I,sd,u-65-3
sw2253A-ms98-a-0055,242.941750,243.357250,uh,I,sd,u-65-3
sw2253A-ms98-a-0055,243.480875,243.671750,there's,I,sd,u-65-3
sw2253A-ms98-a-0055,243.671750,243.811750,an,I,sd,u-65-3
sw2253A-ms98-a-0055,243.811750,244.321750,area,I,sd,u-65-3
sw2253A-ms98-a-0055,244.321750,244.781125,there,I,sd,u-65-3
sw2253A-ms98-a-0055,245.003375,245.181750,where,I,sd,u-65-3
sw2253A-ms98-a-0055,245.181750,245.361750,there,I,sd,u-65-3
sw2253A-ms98-a-0055,245.361750,245.761750,was,I,sd,u-65-3
sw2253A-ms98-a-0055,245.761750,246.093750,uh,I,sd,u-65-3
sw2253A-ms98-a-0055,246.093750,246.321750,some,I,sd,u-65-3
sw2253A-ms98-a-0055,246.321750,247.001750,Texas,I,sd,u-65-3
sw2253A-ms98-a-0055,247.001750,247.251875,uh,I,sd,u-65-3
sw2253A-ms98-a-0056,248.236250,248.852125,groups,I,sd,u-65-3
sw2253A-ms98-a-0056,248.852125,248.942125,and,B,sv,u-65-4
sw2253A-ms98-a-0056,248.942125,249.042125,they,I,sv,u-65-4
sw2253A-ms98-a-0056,249.042125,249.192125,had,I,sv,u-65-4
sw2253A-ms98-a-0056,249.192125,249.282125,an,I,sv,u-65-4
sw2253A-ms98-a-0056,249.282125,249.812125,interesting,I,sv,u-65-4
sw2253A-ms98-a-0056,249.812125,250.162125,time,I,sv,u-65-4
sw2253A-ms98-a-0056,250.162125,250.452125,there,I,sv,u-65-4
sw2253A-ms98-a-0057,251.783500,252.179750,and,B,sd,u-67-1
sw2253A-ms98-a-0057,252.179750,252.399750,down,I,sd,u-67-1
sw2253A-ms98-a-0057,252.399750,252.509750,there,I,sd,u-67-1
sw2253A-ms98-a-0057,252.509750,252.609750,at,I,sd,u-67-1
sw2253A-ms98-a-0057,252.609750,253.119750,Sabine,I,sd,u-67-1
sw2253A-ms98-a-0057,253.119750,253.849750,Pass,I,sd,u-67-1
sw2253A-ms98-a-0057,253.849750,254.169750,uh,I,sd,u-67-1
sw2253A-ms98-a-0057,254.169750,254.199750,i,I,sd,u-67-1
sw2253A-ms98-a-0057,254.199750,254.439750,can't,I,sd,u-67-1
sw2253A-ms98-a-0057,254.439750,254.669750,think,I,sd,u-67-1
sw2253A-ms98-a-0057,254.669750,254.759750,of,I,sd,u-67-1
sw2253A-ms98-a-0057,254.759750,254.977000,the,I,sd,u-67-1
sw2253A-ms98-a-0057,254.977000,255.269750,guy's,I,sd,u-67-1
sw2253A-ms98-a-0057,255.269750,255.499750,name,I,sd,u-67-1
sw2253A-ms98-a-0057,255.499750,255.609750,but,B,sv,u-67-2
sw2253A-ms98-a-0057,255.609750,255.709750,he,I,sv,u-67-2
sw2253A-ms98-a-0057,255.709750,255.949750,held,I,sv,u-67-2
sw2253A-ms98-a-0057,255.949750,256.189750,off,I,sv,u-67-2
sw2253A-ms98-a-0057,256.189750,256.419750,the,I,sv,u-67-2
sw2253A-ms98-a-0058,257.352625,257.560875,you,I,sv,u-67-2
sw2253A-ms98-a-0058,257.560875,257.660875,know,I,sv,u-67-2
sw2253A-ms98-a-0058,257.660875,257.850875,just,I,sv,u-67-2
sw2253A-ms98-a-0058,257.850875,257.990875,he,I,sv,u-67-2
