sw4927A-ms98-a-0003,20.414875,20.755625,uh-huh,B,b,u-5-1
sw4927A-ms98-a-0011,72.195375,72.393500,they,I,%,u-21-1
sw4927A-ms98-a-0011,72.393500,72.590125,didn't,I,%,u-21-1
sw4927A-ms98-a-0012,74.286375,74.760000,yeah,B,b,u-23-1
sw4927A-ms98-a-0014,86.304375,86.706125,yeah,B,aa,u-25-1
sw4927A-ms98-a-0014,87.241000,87.461625,that's,B,"aa,o@",u-25-2
sw4927A-ms98-a-0014,87.461625,87.948750,true,I,"aa,o@",u-25-2
sw4927A-ms98-a-0016,89.853500,90.126375,yeah,B,+@,u-27-1
sw4927A-ms98-a-0016,90.126375,91.273750,[laughter],O,,
sw4927A-ms98-a-0018,101.278250,101.509250,when,B,qw,u-29-1
sw4927A-ms98-a-0018,101.509250,101.689250,do,I,qw,u-29-1
sw4927A-ms98-a-0018,101.689250,102.104125,they,I,qw,u-29-1
sw4927A-ms98-a-0018,102.401625,102.789250,assume,I,qw,u-29-1
sw4927A-ms98-a-0018,102.789250,102.939250,this,I,qw,u-29-1
sw4927A-ms98-a-0018,102.939250,103.049250,is,I,qw,u-29-1
sw4927A-ms98-a-0018,103.049250,103.229250,gonna,I,qw,u-29-1
sw4927A-ms98-a-0018,103.229250,103.349250,be,I,qw,u-29-1
sw4927A-ms98-a-0018,103.349250,104.518000,proposed,I,qw,u-29-1
sw4927A-ms98-a-0018,104.518000,104.679250,or,I,qw,u-29-1
sw4927A-ms98-a-0018,104.679250,105.379250,mandatory,I,qw,u-29-1
sw4927A-ms98-a-0018,105.379250,105.529250,or,B,%,u-29-2
sw4927A-ms98-a-0018,105.529250,105.787000,when,I,%,u-29-2
sw4927A-ms98-a-0018,105.787000,105.956500,when,B,%,u-29-3
sw4927A-ms98-a-0018,105.956500,106.151000,i,O,,
sw4927A-ms98-a-0018,106.151000,106.426000,what,B,qw,u-29-4
sw4927A-ms98-a-0018,106.426000,106.743625,what,I,qw,u-29-4
sw4927A-ms98-a-0018,106.743625,106.959250,year,I,qw,u-29-4
sw4927A-ms98-a-0018,106.959250,107.029250,are,I,qw,u-29-4
sw4927A-ms98-a-0018,107.029250,107.159250,they,I,qw,u-29-4
sw4927A-ms98-a-0018,107.159250,107.489250,looking,I,qw,u-29-4
sw4927A-ms98-a-0018,107.489250,107.624500,at,I,qw,u-29-4
sw4927A-ms98-a-0020,109.906750,110.305250,uh-huh,B,b,u-31-1
sw4927A-ms98-a-0021,111.832875,112.128125,um-hum,O,,
sw4927A-ms98-a-0023,120.808125,121.413750,yeah,B,b,u-35-1
sw4927A-ms98-a-0025,128.222750,128.599125,yeah,B,b,u-37-1
sw4927A-ms98-a-0027,131.125750,131.530125,right,B,b,u-39-1
sw4927A-ms98-a-0028,132.753125,133.034000,right,B,b^r,u-39-2
sw4927A-ms98-a-0030,137.021125,137.361250,yeah,B,b,u-41-1
sw4927A-ms98-a-0032,140.877625,140.937375,i,B,sd^c,u-43-1
sw4927A-ms98-a-0032,140.937375,141.067375,thought,I,sd^c,u-43-1
sw4927A-ms98-a-0032,141.067375,141.157375,that,I,sd^c,u-43-1
sw4927A-ms98-a-0032,141.157375,141.277375,was,I,sd^c,u-43-1
sw4927A-ms98-a-0032,141.277375,141.447375,your,I,sd^c,u-43-1
sw4927A-ms98-a-0032,141.447375,141.697375,line,I,sd^c,u-43-1
sw4927A-ms98-a-0032,141.697375,143.168375,[laughter],O,,
sw4927A-ms98-a-0033,144.795500,145.005500,uh,B,qw,u-45-1
sw4927A-ms98-a-0033,145.005500,145.276125,what,I,qw,u-45-1
sw4927A-ms98-a-0033,145.276125,145.605500,age,I,qw,u-45-1
sw4927A-ms98-a-0033,145.605500,145.944625,group,I,qw,u-45-1
sw4927A-ms98-a-0033,145.944625,146.312375,i[s]-,I,qw,u-45-1
sw4927A-ms98-a-0033,146.312375,146.548625,are,I,qw,u-45-1
sw4927A-ms98-a-0033,146.548625,146.665500,are,I,qw,u-45-1
sw4927A-ms98-a-0033,146.665500,146.795500,they,I,qw,u-45-1
sw4927A-ms98-a-0033,146.795500,147.105500,looking,I,qw,u-45-1
sw4927A-ms98-a-0033,147.105500,147.293625,at,I,qw,u-45-1
sw4927A-ms98-a-0035,149.710750,150.541000,eighteen,B,b^m,u-47-1
sw4927A-ms98-a-0035,150.950250,151.168750,yeah,B,b,u-49-1
sw4927A-ms98-a-0035,151.168750,151.384875,that,B,%,u-49-2
sw4927A-ms98-a-0035,151.588250,151.902250,seems,I,%,u-49-2
sw4927A-ms98-a-0035,151.902250,152.332250,normally,B,sv,u-49-3
sw4927A-ms98-a-0035,152.332250,152.492250,that,I,sv,u-49-3
sw4927A-ms98-a-0035,152.492250,152.672250,would,I,sv,u-49-3
sw4927A-ms98-a-0035,152.672250,153.022250,interfere,I,sv,u-49-3
sw4927A-ms98-a-0035,153.022250,153.172250,with,I,sv,u-49-3
sw4927A-ms98-a-0035,153.172250,153.581875,college,I,sv,u-49-3
sw4927A-ms98-a-0035,153.581875,153.706000,i,I,sv,u-49-3
sw4927A-ms98-a-0035,153.706000,153.842250,would,I,sv,u-49-3
sw4927A-ms98-a-0035,153.842250,154.163625,think,I,sv,u-49-3
sw4927A-ms98-a-0037,158.134125,158.256500,i,B,sd,u-51-1
sw4927A-ms98-a-0037,158.256500,158.842375,moved,I,sd,u-51-1
sw4927A-ms98-a-0037,159.049500,159.226500,maybe,B,ad^c,u-51-2
sw4927A-ms98-a-0037,159.226500,159.416500,that,I,ad^c,u-51-2
sw4927A-ms98-a-0037,159.416500,159.686500,is,I,ad^c,u-51-2
sw4927A-ms98-a-0037,159.686500,159.915000,that's,I,ad^c,u-51-2
sw4927A-ms98-a-0037,159.915000,160.096500,part,I,ad^c,u-51-2
sw4927A-ms98-a-0037,160.096500,160.196500,of,I,ad^c,u-51-2
sw4927A-ms98-a-0037,160.196500,160.279250,it,I,ad^c,u-51-2
sw4927A-ms98-a-0039,162.341000,162.631000,oh,B,b,u-53-1
sw4927A-ms98-a-0041,173.016500,173.654000,oh,B,b,u-57-1
sw4927A-ms98-a-0041,174.223625,174.630250,hm,I,b,u-57-1
sw4927A-ms98-a-0043,184.443500,184.797250,right,B,b,u-59-1
sw4927A-ms98-a-0045,188.321625,188.857625,um-hum,B,b,u-61-1
sw4927A-ms98-a-0046,190.217375,190.582625,yeah,B,b,u-63-1
sw4927A-ms98-a-0047,192.002250,192.083000,well,B,sv,u-63-2
sw4927A-ms98-a-0047,192.083000,192.283000,that's,I,sv,u-63-2
sw4927A-ms98-a-0047,192.283000,192.453000,kind,I,sv,u-63-2
sw4927A-ms98-a-0047,192.453000,192.543000,of,I,sv,u-63-2
sw4927A-ms98-a-0047,192.543000,193.053000,scary,I,sv,u-63-2
sw4927A-ms98-a-0047,193.053000,193.923000,[laughter],O,,
sw4927A-ms98-a-0047,193.923000,194.073000,i'm,B,sd,u-65-1
sw4927A-ms98-a-0047,194.073000,194.263000,not,I,sd,u-65-1
sw4927A-ms98-a-0047,194.263000,194.443000,near,I,sd,u-65-1
sw4927A-ms98-a-0047,194.443000,194.613000,that,I,sd,u-65-1
sw4927A-ms98-a-0047,194.613000,194.863000,age,I,sd,u-65-1
sw4927A-ms98-a-0047,194.863000,195.653000,[laughter],O,,
sw4927A-ms98-a-0047,195.653000,195.794000,i'm,B,sd,u-65-2
sw4927A-ms98-a-0047,195.794000,196.102250,way,I,sd,u-65-2
sw4927A-ms98-a-0047,196.102250,196.420875,over,I,sd,u-65-2
sw4927A-ms98-a-0047,196.420875,196.548125,it,I,sd,u-65-2
sw4927A-ms98-a-0047,196.830625,196.913000,but,B,sd,u-65-3
sw4927A-ms98-a-0047,196.913000,196.993000,i,I,sd,u-65-3
sw4927A-ms98-a-0047,196.993000,197.153000,do,B,+,u-67-1
sw4927A-ms98-a-0047,197.153000,197.375000,have,I,+,u-67-1
sw4927A-ms98-a-0047,197.375000,197.823000,children,I,+,u-67-1
sw4927A-ms98-a-0047,197.823000,197.954875,to,I,+,u-67-1
sw4927A-ms98-a-0047,198.037625,198.193000,think,I,+,u-67-1
sw4927A-ms98-a-0047,198.193000,198.659500,about,I,+,u-67-1
sw4927A-ms98-a-0047,198.915625,198.973000,you,I,+,u-67-1
sw4927A-ms98-a-0047,198.973000,199.264750,know,I,+,u-67-1
sw4927A-ms98-a-0048,200.621500,200.981750,that's,B,sv^r,u-69-1
sw4927A-ms98-a-0048,200.981750,201.127500,kind,I,sv^r,u-69-1
sw4927A-ms98-a-0048,201.127500,201.262375,of,I,sv^r,u-69-1
sw4927A-ms98-a-0048,201.262375,201.693625,scary,I,sv^r,u-69-1
sw4927A-ms98-a-0050,205.786375,206.321625,right,B,aa,u-71-1
sw4927A-ms98-a-0052,209.774750,210.112250,yeah,B,b,u-73-1
sw4927A-ms98-a-0054,215.418750,215.772000,oh,B,b,u-75-1
sw4927A-ms98-a-0054,216.502750,216.826375,uh-huh,B,b,u-77-1
sw4927A-ms98-a-0054,217.535625,217.886250,hm,O,,
sw4927A-ms98-a-0056,223.232375,223.322375,i,B,aa,u-79-1
sw4927A-ms98-a-0056,223.322375,223.432375,do,I,aa,u-79-1
sw4927A-ms98-a-0056,223.432375,223.788000,too,I,aa,u-79-1
sw4927A-ms98-a-0056,224.296375,225.133125,[laughter],O,,
sw4927A-ms98-a-0058,231.942875,232.278500,he's,B,sv,u-81-1
sw4927A-ms98-a-0058,232.278500,232.502875,he's,I,sv,u-81-1
sw4927A-ms98-a-0058,232.502875,232.802875,helped,I,sv,u-81-1
sw4927A-ms98-a-0058,232.802875,232.932875,out,I,sv,u-81-1
sw4927A-ms98-a-0058,232.932875,233.022875,in,I,sv,u-81-1
sw4927A-ms98-a-0058,233.022875,233.102875,a,I,sv,u-81-1
sw4927A-ms98-a-0058,233.102875,233.352875,lot,I,sv,u-81-1
sw4927A-ms98-a-0058,233.352875,233.462875,of,I,sv,u-81-1
sw4927A-ms98-a-0058,233.462875,233.822875,ways,I,sv,u-81-1
sw4927A-ms98-a-0058,233.822875,234.001875,yeah,B,b,u-81-2
sw4927A-ms98-a-0058,234.001875,234.415000,he's,B,sd,u-81-3
sw4927A-ms98-a-0058,234.415000,234.672875,he's,I,sd,u-81-3
sw4927A-ms98-a-0058,234.672875,234.902875,from,I,sd,u-81-3
sw4927A-ms98-a-0058,234.902875,235.436875,Dallas,I,sd,u-81-3
sw4927A-ms98-a-0058,235.602875,235.722875,or,B,sd,u-81-4
sw4927A-ms98-a-0058,235.722875,235.912875,he's,I,sd,u-81-4
sw4927A-ms98-a-0058,235.912875,236.012875,in,I,sd,u-81-4
sw4927A-ms98-a-0058,236.012875,236.082875,the,I,sd,u-81-4
sw4927A-ms98-a-0058,236.082875,236.442875,Dallas,I,sd,u-81-4
sw4927A-ms98-a-0058,236.442875,236.792875,area,I,sd,u-81-4
sw4927A-ms98-a-0058,237.662875,238.122875,and,B,sd,u-83-1
sw4927A-ms98-a-0058,238.412875,238.442875,uh,I,sd,u-83-1
sw4927A-ms98-a-0058,238.442875,238.602875,he's,I,sd,u-83-1
sw4927A-ms98-a-0058,238.602875,238.812875,very,I,sd,u-83-1
sw4927A-ms98-a-0058,238.812875,239.012875,well,I,sd,u-83-1
sw4927A-ms98-a-0058,239.012875,239.232875,known,I,sd,u-83-1
sw4927A-ms98-a-0058,239.232875,239.532875,around,I,sd,u-83-1
sw4927A-ms98-a-0058,239.532875,239.772875,here,I,sd,u-83-1
sw4927A-ms98-a-0058,240.102875,240.402875,so,B,%,u-83-2
sw4927A-ms98-a-0060,244.096250,244.455000,uh-huh,B,b,u-85-1
sw4927A-ms98-a-0062,253.424000,253.755625,yeah,B,b,u-87-1
sw4927A-ms98-a-0062,254.023875,254.223000,i-,O,,
sw4927A-ms98-a-0062,254.223000,254.461250,i,B,%,u-87-2
sw4927A-ms98-a-0064,262.427500,262.729250,yeah,B,b,u-89-1
sw4927A-ms98-a-0064,263.143625,263.495250,yeah,B,b^r,u-89-2
sw4927A-ms98-a-0064,263.495250,263.836375,i-,O,,
sw4927A-ms98-a-0064,263.836375,264.060375,i,B,sv,u-89-3
sw4927A-ms98-a-0064,264.060375,264.229500,think,I,sv,u-89-3
sw4927A-ms98-a-0064,264.229500,264.369500,he's,I,sv,u-89-3
sw4927A-ms98-a-0064,264.369500,264.489500,got,I,sv,u-89-3
sw4927A-ms98-a-0064,264.489500,264.529500,a,I,sv,u-89-3
sw4927A-ms98-a-0064,264.529500,264.759500,very,I,sv,u-89-3
sw4927A-ms98-a-0064,264.759500,264.969500,good,I,sv,u-89-3
sw4927A-ms98-a-0064,264.969500,265.545750,chance,I,sv,u-89-3
sw4927A-ms98-a-0064,266.250125,266.489500,so,B,sd,u-89-4
sw4927A-ms98-a-0064,266.489500,266.659500,there's,I,sd,u-89-4
sw4927A-ms98-a-0064,266.659500,266.729500,a,I,sd,u-89-4
sw4927A-ms98-a-0064,266.729500,266.889500,lot,I,sd,u-89-4
sw4927A-ms98-a-0064,266.889500,266.949500,of,I,sd,u-89-4
sw4927A-ms98-a-0064,266.949500,267.257625,people,I,sd,u-89-4
sw4927A-ms98-a-0064,267.257625,267.529500,here,I,sd,u-89-4
sw4927A-ms98-a-0064,267.529500,267.849500,pulling,I,sd,u-89-4
sw4927A-ms98-a-0064,267.849500,268.089500,for,I,sd,u-89-4
sw4927A-ms98-a-0064,268.089500,268.337625,him,I,sd,u-89-4
sw4927A-ms98-a-0065,269.437000,269.788875,so,B,h,u-91-1
sw4927A-ms98-a-0066,271.046375,271.302125,i,I,h,u-91-1
sw4927A-ms98-a-0066,271.302125,271.666750,don't,I,h,u-91-1
sw4927A-ms98-a-0066,271.666750,271.880500,know,I,h,u-91-1
sw4927A-ms98-a-0066,271.880500,272.469875,[laughter],O,,
sw4927A-ms98-a-0066,272.469875,272.612125,we'll,B,h,u-93-1
sw4927A-ms98-a-0066,272.612125,272.879125,just,I,h,u-93-1
sw4927A-ms98-a-0066,272.879125,273.320875,see,I,h,u-93-1
sw4927A-ms98-a-0066,273.848250,274.002125,how,B,%,u-93-2
sw4927A-ms98-a-0066,274.002125,274.172125,did,B,qy,u-95-1
sw4927A-ms98-a-0066,274.172125,274.427000,you,I,qy,u-95-1
sw4927A-ms98-a-0066,274.427000,274.640875,uh,I,qy,u-95-1
sw4927A-ms98-a-0066,274.640875,274.985500,[vocalized-noise],I,qy,u-95-1
sw4927A-ms98-a-0066,274.985500,275.195625,you,I,qy,u-95-1
sw4927A-ms98-a-0066,275.195625,275.481875,work,I,qy,u-95-1
sw4927A-ms98-a-0066,275.481875,275.799625,in,I,qy,u-95-1
sw4927A-ms98-a-0066,275.799625,276.085875,the,I,qy,u-95-1
sw4927A-ms98-a-0066,276.085875,276.512125,um,I,qy,u-95-1
sw4927A-ms98-a-0066,276.512125,276.892125,computer,I,qy,u-95-1
sw4927A-ms98-a-0066,276.892125,277.252125,business,I,qy,u-95-1
sw4927A-ms98-a-0066,277.252125,277.342125,that,I,qy,u-95-1
sw4927A-ms98-a-0066,277.342125,277.442125,what,I,qy,u-95-1
sw4927A-ms98-a-0066,277.442125,277.552125,you,I,qy,u-95-1
sw4927A-ms98-a-0066,277.552125,277.840000,said,I,qy,u-95-1
sw4927A-ms98-a-0068,286.506500,286.784250,oh,B,bk,u-97-1
sw4927A-ms98-a-0068,286.784250,287.218500,okay,I,bk,u-97-1
sw4927A-ms98-a-0068,287.932250,288.051875,well,O,,
sw4927A-ms98-a-0068,288.051875,288.161875,my,B,sd,u-97-2
sw4927A-ms98-a-0068,288.161875,288.461875,husband,I,sd,u-97-2
sw4927A-ms98-a-0068,288.461875,288.681875,works,I,sd,u-97-2
sw4927A-ms98-a-0068,288.681875,288.949000,for,I,sd,u-97-2
sw4927A-ms98-a-0068,288.949000,289.111875,um,I,sd,u-97-2
sw4927A-ms98-a-0068,289.111875,289.461875,Texas,I,sd,u-97-2
sw4927A-ms98-a-0068,289.461875,290.235875,Instruments,I,sd,u-97-2
sw4927A-ms98-a-0068,290.821250,291.061875,and,B,sd^t,u-99-1
sw4927A-ms98-a-0068,291.061875,291.611375,so,I,sd^t,u-99-1
sw4927A-ms98-a-0068,291.611375,291.908750,um,I,sd^t,u-99-1
sw4927A-ms98-a-0068,292.447375,292.641875,that's,I,sd^t,u-99-1
sw4927A-ms98-a-0068,292.641875,292.751875,how,I,sd^t,u-99-1
sw4927A-ms98-a-0068,292.751875,292.851875,we,I,sd^t,u-99-1
sw4927A-ms98-a-0068,292.851875,293.081875,found,I,sd^t,u-99-1
sw4927A-ms98-a-0068,293.081875,293.141875,out,I,sd^t,u-99-1
sw4927A-ms98-a-0068,293.141875,293.271875,about_1,I,sd^t,u-99-1
sw4927A-ms98-a-0068,293.271875,293.381875,the,I,sd^t,u-99-1
sw4927A-ms98-a-0068,293.381875,293.902125,Switchboard,I,sd^t,u-99-1
sw4927A-ms98-a-0070,297.812375,297.851500,[vocalized-noise],O,,
