sw2226B-ms98-a-0003,2.823625,3.119500,yes,B,b,u-2-1
sw2226B-ms98-a-0016,54.111625,54.251625,to,I,sd,u-14-5
sw2226B-ms98-a-0016,54.251625,54.491625,read,I,sd,u-14-5
sw2226B-ms98-a-0016,54.931625,54.981625,i,B,sd,u-14-6
sw2226B-ms98-a-0016,54.981625,55.141625,read,I,sd,u-14-6
sw2226B-ms98-a-0016,55.141625,55.211625,to,I,sd,u-14-6
sw2226B-ms98-a-0016,55.211625,55.321625,my,I,sd,u-14-6
sw2226B-ms98-a-0016,55.321625,55.741625,daughter,I,sd,u-14-6
sw2226B-ms98-a-0016,55.741625,55.781625,a,I,sd,u-14-6
sw2226B-ms98-a-0016,55.781625,56.091625,lot,I,sd,u-14-6
sw2226B-ms98-a-0016,56.091625,56.544875,too,I,sd,u-14-6
sw2226B-ms98-a-0017,57.106375,57.606375,and,B,sd,u-16-1
sw2226B-ms98-a-0017,57.606375,57.982000,uh,I,sd,u-16-1
sw2226B-ms98-a-0017,58.703250,58.774750,i,I,sd,u-16-1
sw2226B-ms98-a-0017,58.774750,58.886375,like,I,sd,u-16-1
sw2226B-ms98-a-0017,58.886375,58.966375,to,I,sd,u-16-1
sw2226B-ms98-a-0017,58.966375,59.076375,read,I,sd,u-16-1
sw2226B-ms98-a-0017,59.256375,59.356375,you,I,sd,u-16-1
sw2226B-ms98-a-0017,59.356375,59.456375,know,I,sd,u-16-1
sw2226B-ms98-a-0017,59.456375,59.596375,Bi[ble]-,O,,
sw2226B-ms98-a-0017,59.596375,59.786375,i,B,sd,u-16-2
sw2226B-ms98-a-0017,59.786375,59.956375,have,I,sd,u-16-2
sw2226B-ms98-a-0017,59.956375,60.226375,Bible,I,sd,u-16-2
sw2226B-ms98-a-0017,60.226375,61.129500,storybooks,I,sd,u-16-2
sw2226B-ms98-a-0017,61.513625,61.636375,so,B,sd,u-18-1
sw2226B-ms98-a-0017,61.636375,61.676375,i,I,sd,u-18-1
sw2226B-ms98-a-0017,61.676375,61.876375,like,I,sd,u-18-1
sw2226B-ms98-a-0017,61.876375,62.076375,reading,I,sd,u-18-1
sw2226B-ms98-a-0017,62.076375,62.336375,those,I,sd,u-18-1
sw2226B-ms98-a-0017,62.336375,62.436375,to,I,sd,u-18-1
sw2226B-ms98-a-0017,62.436375,62.666375,her,I,sd,u-18-1
sw2226B-ms98-a-0017,62.666375,62.756375,and,B,sd,u-18-2
sw2226B-ms98-a-0017,62.756375,62.916375,she,I,sd,u-18-2
sw2226B-ms98-a-0017,62.916375,63.146375,really,I,sd,u-18-2
sw2226B-ms98-a-0017,63.146375,63.636375,enjoys,I,sd,u-18-2
sw2226B-ms98-a-0017,63.636375,64.169875,those,I,sd,u-18-2
sw2226B-ms98-a-0018,64.820250,65.040250,so,B,sd,u-18-3
sw2226B-ms98-a-0018,65.040250,65.300250,that's,I,sd,u-18-3
sw2226B-ms98-a-0018,65.300250,65.540250,good,I,sd,u-18-3
sw2226B-ms98-a-0018,65.540250,65.730250,and,B,sd,u-18-4
sw2226B-ms98-a-0018,65.730250,65.860250,it,I,sd,u-18-4
sw2226B-ms98-a-0018,65.860250,66.140250,and,I,sd,u-18-4
sw2226B-ms98-a-0018,66.140250,66.240250,it's,I,sd,u-18-4
sw2226B-ms98-a-0018,66.240250,66.420250,kind,I,sd,u-18-4
sw2226B-ms98-a-0018,66.420250,66.480250,of,I,sd,u-18-4
sw2226B-ms98-a-0018,66.480250,66.980250,short,I,sd,u-18-4
sw2226B-ms98-a-0018,66.980250,67.170250,because,I,sd,u-18-4
sw2226B-ms98-a-0018,67.170250,67.309125,we,I,sd,u-18-4
sw2226B-ms98-a-0018,67.309125,67.456000,don't,I,sd,u-18-4
sw2226B-ms98-a-0018,67.456000,67.640250,woe,I,sd,u-18-4
sw2226B-ms98-a-0018,67.640250,67.870250,don't,I,sd,u-18-4
sw2226B-ms98-a-0018,67.870250,68.000250,have,I,sd,u-18-4
sw2226B-ms98-a-0018,68.000250,68.040250,a,I,sd,u-18-4
sw2226B-ms98-a-0018,68.040250,68.140250,lot,I,sd,u-18-4
sw2226B-ms98-a-0018,68.140250,68.200250,of,I,sd,u-18-4
sw2226B-ms98-a-0018,68.200250,68.573875,time,I,sd,u-18-4
sw2226B-ms98-a-0018,68.573875,68.842750,to,B,+,u-20-1
sw2226B-ms98-a-0019,69.668375,69.878375,to,I,+,u-20-1
sw2226B-ms98-a-0019,69.878375,70.328375,read,I,+,u-20-1
sw2226B-ms98-a-0019,70.328375,70.808875,so,B,sd,u-20-2
sw2226B-ms98-a-0020,71.567000,71.827000,it's,I,sd,u-20-2
sw2226B-ms98-a-0020,71.827000,71.947000,real,I,sd,u-20-2
sw2226B-ms98-a-0020,71.947000,72.607000,enjoyable,I,sd,u-20-2
sw2226B-ms98-a-0021,72.995500,73.135500,for,B,+,u-22-1
sw2226B-ms98-a-0021,73.135500,73.445500,both,I,+,u-22-1
sw2226B-ms98-a-0021,73.445500,73.605500,of,I,+,u-22-1
sw2226B-ms98-a-0021,73.605500,73.955500,us,I,+,u-22-1
sw2226B-ms98-a-0023,78.086000,78.434875,Frank,B,b^m,u-24-1
sw2226B-ms98-a-0023,78.434875,78.574125,E,I,b^m,u-24-1
sw2226B-ms98-a-0023,78.574125,78.894125,no,B,nn,u-24-2
sw2226B-ms98-a-0023,78.894125,78.984125,i,B,sd^e,u-24-3
sw2226B-ms98-a-0023,78.984125,79.219250,guess,I,sd^e,u-24-3
sw2226B-ms98-a-0023,79.219250,79.376000,i,I,sd^e,u-24-3
sw2226B-ms98-a-0023,79.376000,79.854125,haven't,I,sd^e,u-24-3
sw2226B-ms98-a-0025,88.924000,89.414875,five,B,sd,u-26-1
sw2226B-ms98-a-0027,94.628500,94.810375,oh,B,bh,u-28-1
sw2226B-ms98-a-0027,94.810375,95.207375,really,I,bh,u-28-1
sw2226B-ms98-a-0028,96.338125,96.568125,what's,B,qw,u-30-1
sw2226B-ms98-a-0028,96.568125,96.678125,his,I,qw,u-30-1
sw2226B-ms98-a-0028,96.678125,96.868125,name,I,qw,u-30-1
sw2226B-ms98-a-0028,96.868125,97.188125,again,I,qw,u-30-1
sw2226B-ms98-a-0028,97.188125,97.718125,Peretti,B,qy^d,u-30-2
sw2226B-ms98-a-0030,99.097750,99.345625,Frank,B,b^m,u-32-1
sw2226B-ms98-a-0030,99.345625,99.492625,E,I,b^m,u-32-1
sw2226B-ms98-a-0030,99.492625,99.838000,Peretti,I,b^m,u-32-1
sw2226B-ms98-a-0032,101.349750,101.457125,i,B,cc,u-34-1
sw2226B-ms98-a-0032,101.457125,101.567125,have,I,cc,u-34-1
sw2226B-ms98-a-0032,101.567125,101.737125,to,I,cc,u-34-1
sw2226B-ms98-a-0032,101.737125,101.927125,look,I,cc,u-34-1
sw2226B-ms98-a-0032,101.927125,102.067125,for,I,cc,u-34-1
sw2226B-ms98-a-0032,102.067125,102.696000,those,I,cc,u-34-1
sw2226B-ms98-a-0034,108.160000,108.440000,just,B,^2,u-36-1
sw2226B-ms98-a-0034,108.440000,108.530000,to,I,^2,u-36-1
sw2226B-ms98-a-0034,108.530000,108.773375,read,I,^2,u-36-1
sw2226B-ms98-a-0034,108.773375,108.996000,them,I,^2,u-36-1
sw2226B-ms98-a-0034,109.164000,109.314625,well,B,ba,u-36-2
sw2226B-ms98-a-0034,109.314625,109.480000,that's,I,ba,u-36-2
sw2226B-ms98-a-0034,109.480000,110.060000,good,I,ba,u-36-2
sw2226B-ms98-a-0036,111.441125,111.661125,that's,B,ba,u-38-1
sw2226B-ms98-a-0036,111.661125,112.441125,good,I,ba,u-38-1
sw2226B-ms98-a-0038,118.942625,119.205125,uh-huh,B,b,u-40-1
sw2226B-ms98-a-0040,122.343500,123.253875,oh,B,b,u-42-1
sw2226B-ms98-a-0042,126.057125,126.810875,yeah,B,b,u-44-1
sw2226B-ms98-a-0044,129.004375,129.614625,oh,B,ba,u-46-1
sw2226B-ms98-a-0044,129.614625,129.864625,that,I,ba,u-46-1
sw2226B-ms98-a-0044,129.864625,130.094625,sounds,I,ba,u-46-1
sw2226B-ms98-a-0044,130.094625,130.404625,pretty,I,ba,u-46-1
sw2226B-ms98-a-0044,130.404625,130.894625,neat,I,ba,u-46-1
sw2226B-ms98-a-0046,132.885875,133.180625,oh,B,cc,u-48-1
sw2226B-ms98-a-0046,133.180625,133.326125,i'll,I,cc,u-48-1
sw2226B-ms98-a-0046,133.326125,133.426125,have,I,cc,u-48-1
sw2226B-ms98-a-0046,133.426125,133.486125,to,I,cc,u-48-1
sw2226B-ms98-a-0046,133.486125,133.676125,look,I,cc,u-48-1
sw2226B-ms98-a-0046,133.676125,133.776125,for,I,cc,u-48-1
sw2226B-ms98-a-0046,133.776125,134.086125,those,I,cc,u-48-1
sw2226B-ms98-a-0048,135.825375,136.479625,right,B,b,u-50-1
sw2226B-ms98-a-0049,137.251375,137.381375,well,B,ba,u-52-1
sw2226B-ms98-a-0049,137.381375,137.671375,that's,I,ba,u-52-1
sw2226B-ms98-a-0049,137.671375,138.791000,neat,I,ba,u-52-1
sw2226B-ms98-a-0049,139.161375,139.271375,well,B,sd,u-52-2
sw2226B-ms98-a-0049,139.271375,139.557625,i,I,sd,u-52-2
sw2226B-ms98-a-0049,140.707000,140.778500,i,I,sd,u-52-2
sw2226B-ms98-a-0049,140.778500,141.011375,have,I,sd,u-52-2
sw2226B-ms98-a-0049,141.011375,141.423875,a,I,sd,u-52-2
sw2226B-ms98-a-0049,141.791375,141.881375,my,B,sd,u-52-3
sw2226B-ms98-a-0049,141.881375,142.151375,daughter,I,sd,u-52-3
sw2226B-ms98-a-0049,142.151375,142.351375,has,I,sd,u-52-3
sw2226B-ms98-a-0049,142.351375,142.821375,Precious,I,sd,u-52-3
sw2226B-ms98-a-0049,142.821375,143.201375,Moments,I,sd,u-52-3
sw2226B-ms98-a-0049,143.201375,143.852125,collection,I,sd,u-52-3
sw2226B-ms98-a-0049,144.451375,144.631375,and,B,sd,u-54-1
sw2226B-ms98-a-0049,144.631375,144.691375,i,I,sd,u-54-1
sw2226B-ms98-a-0049,144.691375,144.891375,like,I,sd,u-54-1
sw2226B-ms98-a-0049,144.891375,145.071375,that,I,sd,u-54-1
sw2226B-ms98-a-0049,145.071375,145.251375,because,I,sd,u-54-1
sw2226B-ms98-a-0049,145.251375,145.501375,it's,I,sd,u-54-1
sw2226B-ms98-a-0049,145.501375,145.641375,a,I,sd,u-54-1
sw2226B-ms98-a-0049,145.641375,145.831375,it's,I,sd,u-54-1
sw2226B-ms98-a-0049,145.831375,146.211375,real,I,sd,u-54-1
sw2226B-ms98-a-0049,146.211375,146.661375,easy,I,sd,u-54-1
sw2226B-ms98-a-0049,146.661375,147.403250,to,I,sd,u-54-1
sw2226B-ms98-a-0050,148.226000,148.716000,uh,I,sd,u-54-1
sw2226B-ms98-a-0050,148.976000,149.646000,follow,I,sd,u-54-1
sw2226B-ms98-a-0050,149.646000,149.836000,for,I,sd,u-54-1
sw2226B-ms98-a-0050,149.836000,150.396000,her,I,sd,u-54-1
sw2226B-ms98-a-0050,150.396000,150.536000,you,B,sd,u-54-2
sw2226B-ms98-a-0050,150.536000,150.776000,know,I,sd,u-54-2
sw2226B-ms98-a-0050,150.776000,151.196000,uh,I,sd,u-54-2
sw2226B-ms98-a-0050,151.396000,151.676000,gosh,I,sd,u-54-2
sw2226B-ms98-a-0050,151.676000,151.896000,if,I,sd,u-54-2
sw2226B-ms98-a-0050,151.896000,152.036000,if,I,sd,u-54-2
sw2226B-ms98-a-0050,152.036000,152.086000,i,I,sd,u-54-2
sw2226B-ms98-a-0050,152.086000,152.296000,read,I,sd,u-54-2
sw2226B-ms98-a-0050,152.296000,152.506000,straight,I,sd,u-54-2
sw2226B-ms98-a-0050,152.506000,152.616000,out,I,sd,u-54-2
sw2226B-ms98-a-0050,152.616000,152.696000,of,I,sd,u-54-2
sw2226B-ms98-a-0050,152.696000,152.756000,the,I,sd,u-54-2
sw2226B-ms98-a-0050,152.756000,152.956000,Bible,I,sd,u-54-2
sw2226B-ms98-a-0050,152.956000,153.016000,to,I,sd,u-54-2
sw2226B-ms98-a-0050,153.016000,153.305875,her,I,sd,u-54-2
sw2226B-ms98-a-0050,153.305875,153.618500,she'd,I,sd,u-54-2
sw2226B-ms98-a-0050,153.618500,153.976000,[laughter],I,sd,u-54-2
sw2226B-ms98-a-0050,153.976000,154.156000,never,I,sd,u-54-2
sw2226B-ms98-a-0050,154.156000,154.716000,understand,I,sd,u-54-2
sw2226B-ms98-a-0050,154.716000,154.956000,any,I,sd,u-54-2
sw2226B-ms98-a-0050,154.956000,155.046000,of,I,sd,u-54-2
sw2226B-ms98-a-0050,155.046000,155.246000,it,I,sd,u-54-2
sw2226B-ms98-a-0051,155.864500,156.133625,that's,B,ba,u-56-1
sw2226B-ms98-a-0051,156.133625,156.953625,[laughter-right],O,,
sw2226B-ms98-a-0052,157.694250,157.894250,it,B,sv,u-58-1
sw2226B-ms98-a-0052,157.894250,158.254250,is,I,sv,u-58-1
sw2226B-ms98-a-0052,158.254250,158.334250,it,I,sv,u-58-1
sw2226B-ms98-a-0052,158.334250,158.584250,is,I,sv,u-58-1
sw2226B-ms98-a-0052,158.584250,158.824250,real,I,sv,u-58-1
sw2226B-ms98-a-0052,158.824250,159.204250,hard,I,sv,u-58-1
sw2226B-ms98-a-0052,159.204250,159.634250,to,I,sv,u-58-1
sw2226B-ms98-a-0052,159.634250,159.784250,to,I,sv,u-58-1
sw2226B-ms98-a-0052,159.784250,160.214250,follow,I,sv,u-58-1
sw2226B-ms98-a-0052,160.214250,160.334250,and,I,sv,u-58-1
sw2226B-ms98-a-0052,160.334250,161.094250,understand,I,sv,u-58-1
sw2226B-ms98-a-0052,161.094250,161.365000,and,B,sd,u-60-1
sw2226B-ms98-a-0053,161.855125,162.402500,uh,I,sd,u-60-1
sw2226B-ms98-a-0054,163.212125,163.392125,i've,I,sd,u-60-1
sw2226B-ms98-a-0054,163.392125,163.562125,got,I,sd,u-60-1
sw2226B-ms98-a-0054,163.562125,163.602125,a,I,sd,u-60-1
sw2226B-ms98-a-0054,163.602125,163.952125,Bible,I,sd,u-60-1
sw2226B-ms98-a-0054,163.952125,164.232125,that,I,sd,u-60-1
sw2226B-ms98-a-0054,164.232125,164.522125,uh,I,sd,u-60-1
sw2226B-ms98-a-0054,165.322125,165.432125,has,I,sd,u-60-1
sw2226B-ms98-a-0054,165.432125,165.472125,a,I,sd,u-60-1
sw2226B-ms98-a-0054,165.472125,165.774375,little,I,sd,u-60-1
sw2226B-ms98-a-0054,165.774375,165.915875,bit,I,sd,u-60-1
sw2226B-ms98-a-0054,165.915875,166.022000,of,I,sd,u-60-1
sw2226B-ms98-a-0054,166.022000,166.394875,a,I,sd,u-60-1
sw2226B-ms98-a-0054,166.709750,167.261750,uh,I,sd,u-60-1
sw2226B-ms98-a-0054,168.411375,168.782125,a,I,sd,u-60-1
sw2226B-ms98-a-0054,168.782125,169.342125,glossary,I,sd,u-60-1
sw2226B-ms98-a-0054,169.342125,169.412125,in,I,sd,u-60-1
sw2226B-ms98-a-0054,169.412125,169.492125,the,I,sd,u-60-1
sw2226B-ms98-a-0054,169.492125,169.942125,back,I,sd,u-60-1
sw2226B-ms98-a-0054,169.942125,170.082125,and,B,sd,u-60-2
sw2226B-ms98-a-0054,170.082125,170.232125,it,I,sd,u-60-2
sw2226B-ms98-a-0054,170.232125,170.662125,helps,I,sd,u-60-2
sw2226B-ms98-a-0054,170.662125,171.112125,explain,I,sd,u-60-2
sw2226B-ms98-a-0054,171.112125,171.412125,who,I,sd,u-60-2
sw2226B-ms98-a-0054,171.412125,171.702125,people,I,sd,u-60-2
sw2226B-ms98-a-0054,171.702125,171.852125,are,I,sd,u-60-2
sw2226B-ms98-a-0054,171.852125,172.145875,that's,B,sd,u-60-3
sw2226B-ms98-a-0054,172.472125,172.682125,that's,I,sd,u-60-3
sw2226B-ms98-a-0054,172.682125,172.872125,about,I,sd,u-60-3
sw2226B-ms98-a-0054,172.872125,172.942125,the,I,sd,u-60-3
sw2226B-ms98-a-0054,172.942125,173.252125,hardest,I,sd,u-60-3
sw2226B-ms98-a-0054,173.252125,173.482125,thing,I,sd,u-60-3
sw2226B-ms98-a-0054,173.482125,173.632125,is,I,sd,u-60-3
sw2226B-ms98-a-0054,173.632125,173.852125,who's,I,sd,u-60-3
sw2226B-ms98-a-0054,173.852125,174.242125,related,I,sd,u-60-3
sw2226B-ms98-a-0054,174.242125,174.342125,to,I,sd,u-60-3
sw2226B-ms98-a-0054,174.342125,174.802125,who,I,sd,u-60-3
sw2226B-ms98-a-0054,174.802125,176.346125,[laughter],O,,
sw2226B-ms98-a-0056,178.746500,179.158125,yeah,B,aa,u-62-1
sw2226B-ms98-a-0057,180.311000,180.961000,yes,B,b,u-64-1
sw2226B-ms98-a-0057,181.211000,181.781000,yes,B,aa,u-66-1
sw2226B-ms98-a-0057,181.781000,181.971000,it,B,sd,u-66-2
sw2226B-ms98-a-0057,181.971000,182.361000,sure,I,sd,u-66-2
sw2226B-ms98-a-0057,182.361000,182.645375,is,I,sd,u-66-2
sw2226B-ms98-a-0057,182.732000,182.941000,but,B,sv,u-66-3
sw2226B-ms98-a-0057,183.331000,183.471000,but,I,sv,u-66-3
sw2226B-ms98-a-0057,183.471000,183.531000,it,I,sv,u-66-3
sw2226B-ms98-a-0057,183.531000,183.771000,is,I,sv,u-66-3
sw2226B-ms98-a-0057,183.771000,183.991000,good,I,sv,u-66-3
sw2226B-ms98-a-0057,183.991000,184.341000,reading,I,sv,u-66-3
sw2226B-ms98-a-0057,184.341000,184.461000,and,B,sv,u-66-4
sw2226B-ms98-a-0057,184.461000,184.621000,it's,I,sv,u-66-4
sw2226B-ms98-a-0057,184.621000,184.841000,good,I,sv,u-66-4
sw2226B-ms98-a-0057,184.841000,185.061000,for,I,sv,u-66-4
sw2226B-ms98-a-0057,185.061000,185.411000,us,I,sv,u-66-4
sw2226B-ms98-a-0057,185.411000,185.621000,and,B,+,u-68-1
sw2226B-ms98-a-0057,186.541000,186.751000,and,I,+,u-68-1
sw2226B-ms98-a-0057,186.751000,187.141000,everything,I,+,u-68-1
sw2226B-ms98-a-0057,187.141000,187.211000,i,B,sd,u-68-2
sw2226B-ms98-a-0057,187.211000,187.461000,really,I,sd,u-68-2
sw2226B-ms98-a-0057,187.461000,187.571000,do,I,sd,u-68-2
sw2226B-ms98-a-0057,187.571000,188.051000,enjoy,I,sd,u-68-2
sw2226B-ms98-a-0057,188.051000,188.251000,it,I,sd,u-68-2
sw2226B-ms98-a-0058,188.930750,189.250750,but,B,%,u-68-3
sw2226B-ms98-a-0058,189.250750,189.540750,uh,I,%,u-68-3
sw2226B-ms98-a-0059,190.427125,190.587125,i,I,%,u-68-3
sw2226B-ms98-a-0059,190.587125,190.907125,also,I,%,u-68-3
sw2226B-ms98-a-0059,190.907125,191.047125,but,B,sd,u-68-4
sw2226B-ms98-a-0059,191.047125,191.187125,then,I,sd,u-68-4
sw2226B-ms98-a-0059,191.187125,191.327125,on,I,sd,u-68-4
sw2226B-ms98-a-0059,191.327125,191.485250,the,I,sd,u-68-4
sw2226B-ms98-a-0059,192.127125,192.307125,other,I,sd,u-68-4
sw2226B-ms98-a-0059,192.307125,192.937125,extreme,I,sd,u-68-4
sw2226B-ms98-a-0059,192.937125,193.007125,i,I,sd,u-68-4
sw2226B-ms98-a-0059,193.007125,193.257125,like,I,sd,u-68-4
sw2226B-ms98-a-0059,193.257125,193.427000,to,I,sd,u-68-4
sw2226B-ms98-a-0059,193.427000,193.732125,read,I,sd,u-68-4
sw2226B-ms98-a-0059,193.732125,194.027125,uh,I,sd,u-68-4
sw2226B-ms98-a-0059,195.020375,195.492500,um,I,sd,u-68-4
sw2226B-ms98-a-0060,196.449125,196.589250,i,I,sd,u-68-4
sw2226B-ms98-a-0060,196.589250,196.999375,guess,I,sd,u-68-4
sw2226B-ms98-a-0060,197.937875,198.297875,ho[rror]-,I,sd,u-68-4
sw2226B-ms98-a-0060,198.297875,198.384500,i,I,sd,u-68-4
sw2226B-ms98-a-0060,198.384500,198.478000,don't,I,sd,u-68-4
sw2226B-ms98-a-0060,198.478000,198.617250,know,I,sd,u-68-4
sw2226B-ms98-a-0060,198.617250,198.904250,horror,I,sd,u-68-4
sw2226B-ms98-a-0060,198.904250,199.254250,Steven,I,sd,u-68-4
sw2226B-ms98-a-0060,199.254250,199.464250,King,I,sd,u-68-4
sw2226B-ms98-a-0060,199.464250,199.694250,type,I,sd,u-68-4
sw2226B-ms98-a-0060,199.694250,200.054250,books,I,sd,u-68-4
sw2226B-ms98-a-0062,201.878125,202.025875,the,B,%,u-70-1
sw2226B-ms98-a-0062,202.118125,202.408125,and,B,sd,u-70-2
sw2226B-ms98-a-0062,202.408125,202.528125,i,I,sd,u-70-2
sw2226B-ms98-a-0062,202.528125,202.638125,i,I,sd,u-70-2
sw2226B-ms98-a-0062,202.638125,202.918125,like,I,sd,u-70-2
sw2226B-ms98-a-0062,202.918125,203.178125,that,I,sd,u-70-2
sw2226B-ms98-a-0062,203.178125,203.558125,that's,B,sv,u-70-3
sw2226B-ms98-a-0062,203.558125,203.788125,that's,I,sv,u-70-3
sw2226B-ms98-a-0062,203.838125,204.058125,good,I,sv,u-70-3
sw2226B-ms98-a-0062,204.058125,204.428125,fun,I,sv,u-70-3
sw2226B-ms98-a-0062,204.428125,204.888125,reading,I,sv,u-70-3
sw2226B-ms98-a-0064,206.546375,206.806375,no,B,aa,u-72-1
sw2226B-ms98-a-0064,206.806375,206.976375,you,B,sv,u-72-2
sw2226B-ms98-a-0064,206.976375,207.656375,can't,I,sv,u-72-2
sw2226B-ms98-a-0064,207.656375,207.816375,you,B,sv,u-72-3
sw2226B-ms98-a-0064,207.816375,208.086375,really,I,sv,u-72-3
sw2226B-ms98-a-0064,208.086375,208.601875,can't,I,sv,u-72-3
