sw2585B-ms98-a-0002,1.583250,1.922625,hello,B,fp,u-2-1
sw2585B-ms98-a-0009,66.972875,67.082875,in,B,sd,u-18-1
sw2585B-ms98-a-0009,67.082875,67.472875,Garland,I,sd,u-18-1
sw2585B-ms98-a-0009,67.472875,67.602875,right,I,sd,u-18-1
sw2585B-ms98-a-0009,67.602875,67.942875,outside,I,sd,u-18-1
sw2585B-ms98-a-0009,67.942875,68.012875,of,I,sd,u-18-1
sw2585B-ms98-a-0009,68.012875,68.680750,Dallas,I,sd,u-18-1
sw2585B-ms98-a-0010,69.947125,70.207125,so,B,sd,u-20-1
sw2585B-ms98-a-0010,70.207125,70.367125,we're,I,sd,u-20-1
sw2585B-ms98-a-0010,70.367125,70.607125,getting,I,sd,u-20-1
sw2585B-ms98-a-0010,70.607125,70.647125,a,I,sd,u-20-1
sw2585B-ms98-a-0010,70.647125,71.067125,large,I,sd,u-20-1
sw2585B-ms98-a-0010,71.617125,71.697125,oh,B,h,u-20-2
sw2585B-ms98-a-0010,71.697125,72.057125,gosh,I,h,u-20-2
sw2585B-ms98-a-0010,72.057125,72.147125,i,I,h,u-20-2
sw2585B-ms98-a-0010,72.147125,72.287125,don't,I,h,u-20-2
sw2585B-ms98-a-0010,72.287125,72.377125,know,I,h,u-20-2
sw2585B-ms98-a-0010,72.377125,72.417125,i,B,sd,u-20-3
sw2585B-ms98-a-0010,72.417125,72.597125,think,I,sd,u-20-3
sw2585B-ms98-a-0010,72.597125,72.767125,there's,I,sd,u-20-3
sw2585B-ms98-a-0010,72.767125,72.917125,like,I,sd,u-20-3
sw2585B-ms98-a-0010,72.917125,73.327125,twenty,I,sd,u-20-3
sw2585B-ms98-a-0010,73.327125,73.637125,six,I,sd,u-20-3
sw2585B-ms98-a-0010,73.637125,74.077125,different,I,sd,u-20-3
sw2585B-ms98-a-0010,74.077125,74.607125,languages,I,sd,u-20-3
sw2585B-ms98-a-0010,74.607125,74.827125,now,I,sd,u-20-3
sw2585B-ms98-a-0010,74.827125,74.917125,that,I,sd,u-20-3
sw2585B-ms98-a-0010,74.917125,75.057125,are,I,sd,u-20-3
sw2585B-ms98-a-0010,75.057125,75.497125,spoken,I,sd,u-20-3
sw2585B-ms98-a-0010,75.497125,75.737125,in,I,sd,u-20-3
sw2585B-ms98-a-0010,75.737125,75.927125,i,I,sd,u-20-3
sw2585B-ms98-a-0010,75.927125,76.017125,the,I,sd,u-20-3
sw2585B-ms98-a-0010,76.017125,76.895250,DISD,I,sd,u-20-3
sw2585B-ms98-a-0010,76.895250,77.297125,Dallas,I,sd,u-20-3
sw2585B-ms98-a-0010,77.297125,77.417125,Inner,I,sd,u-20-3
sw2585B-ms98-a-0010,77.417125,77.617125,City,I,sd,u-20-3
sw2585B-ms98-a-0010,77.617125,77.867125,School,I,sd,u-20-3
sw2585B-ms98-a-0010,77.867125,78.326125,District,I,sd,u-20-3
sw2585B-ms98-a-0011,79.325250,80.620125,[laughter],O,,
sw2585B-ms98-a-0011,80.620125,81.610125,Cambodians,B,sd,u-22-1
sw2585B-ms98-a-0011,81.610125,81.976875,uh,I,sd,u-22-1
sw2585B-ms98-a-0012,82.563125,83.552375,Asians,I,sd,u-22-1
sw2585B-ms98-a-0012,83.552375,84.328375,Vietnamese,I,sd,u-22-1
sw2585B-ms98-a-0012,84.809125,85.132375,we,B,sd,u-22-2
sw2585B-ms98-a-0012,85.132375,85.332375,we're,I,sd,u-22-2
sw2585B-ms98-a-0012,85.332375,85.602375,getting,I,sd,u-22-2
sw2585B-ms98-a-0012,85.602375,85.652375,a,I,sd,u-22-2
sw2585B-ms98-a-0012,85.652375,86.022375,lot,I,sd,u-22-2
sw2585B-ms98-a-0012,86.022375,86.262375,of,I,sd,u-22-2
sw2585B-ms98-a-0012,86.262375,86.594250,um,I,sd,u-22-2
sw2585B-ms98-a-0012,86.594250,87.122375,Mexican,I,sd,u-22-2
sw2585B-ms98-a-0012,87.122375,87.760750,Americans,I,sd,u-22-2
sw2585B-ms98-a-0012,87.760750,87.912375,you,B,sd,u-22-3
sw2585B-ms98-a-0012,87.912375,87.972375,know,I,sd,u-22-3
sw2585B-ms98-a-0012,87.972375,88.132375,we've,I,sd,u-22-3
sw2585B-ms98-a-0012,88.132375,88.252375,had,I,sd,u-22-3
sw2585B-ms98-a-0012,88.252375,88.462375,those,B,+,u-24-1
sw2585B-ms98-a-0012,88.462375,88.542375,for,I,+,u-24-1
sw2585B-ms98-a-0012,88.542375,88.592375,a,I,+,u-24-1
sw2585B-ms98-a-0012,88.592375,88.872375,long,I,+,u-24-1
sw2585B-ms98-a-0012,88.872375,89.390500,time,I,+,u-24-1
sw2585B-ms98-a-0013,89.553125,91.599500,yes,B,aa,u-28-1
sw2585B-ms98-a-0013,91.599500,91.719500,oh,B,aa,u-28-2
sw2585B-ms98-a-0013,91.719500,92.855625,yes,I,aa,u-28-2
sw2585B-ms98-a-0013,92.855625,92.855625,<b_aside>,O,,
sw2585B-ms98-a-0013,92.855625,93.179500,no,B,t3,u-28-3
sw2585B-ms98-a-0013,93.179500,93.329500,i'm,B,t3,u-28-4
sw2585B-ms98-a-0013,93.329500,93.599500,busy,I,t3,u-28-4
sw2585B-ms98-a-0013,93.599500,93.789500,right,I,t3,u-28-4
sw2585B-ms98-a-0013,93.789500,93.899500,now,I,t3,u-28-4
sw2585B-ms98-a-0013,93.899500,94.309500,Steven,I,t3,u-28-4
sw2585B-ms98-a-0013,94.309500,94.309500,<e_aside>,O,,
sw2585B-ms98-a-0013,94.309500,94.609500,Steven,B,sd,u-28-5
sw2585B-ms98-a-0013,94.609500,94.799500,wants,I,sd,u-28-5
sw2585B-ms98-a-0013,94.799500,94.869500,me,I,sd,u-28-5
sw2585B-ms98-a-0013,94.869500,94.949500,to,I,sd,u-28-5
sw2585B-ms98-a-0013,94.949500,95.049500,do,I,sd,u-28-5
sw2585B-ms98-a-0013,95.049500,95.519500,popcorn,I,sd,u-28-5
sw2585B-ms98-a-0013,95.519500,95.699500,right,I,sd,u-28-5
sw2585B-ms98-a-0013,95.699500,95.769500,now,I,sd,u-28-5
sw2585B-ms98-a-0013,97.549500,98.035500,okay,B,t3,u-30-1
sw2585B-ms98-a-0014,98.615625,99.437250,and,B,sd,u-30-2
sw2585B-ms98-a-0014,99.437250,99.609000,i,I,sd,u-30-2
sw2585B-ms98-a-0014,99.609000,99.759000,don't,I,sd,u-30-2
sw2585B-ms98-a-0014,99.759000,99.829000,know,I,sd,u-30-2
sw2585B-ms98-a-0014,99.829000,100.099000,what,I,sd,u-30-2
sw2585B-ms98-a-0014,100.099000,100.159000,the,I,sd,u-30-2
sw2585B-ms98-a-0014,100.159000,100.769000,solution,I,sd,u-30-2
sw2585B-ms98-a-0014,100.769000,100.889000,is,I,sd,u-30-2
sw2585B-ms98-a-0016,115.925375,116.025375,to,B,^2,u-32-1
sw2585B-ms98-a-0016,116.025375,116.155375,get,I,^2,u-32-1
sw2585B-ms98-a-0016,116.155375,116.235375,them_1,I,^2,u-32-1
sw2585B-ms98-a-0016,116.235375,116.345375,on,I,^2,u-32-1
sw2585B-ms98-a-0016,116.345375,116.619000,their,I,^2,u-32-1
sw2585B-ms98-a-0017,117.733000,118.803000,yeah,B,b,u-34-1
sw2585B-ms98-a-0019,122.989000,123.643750,right,B,b,u-36-1
sw2585B-ms98-a-0021,155.887625,156.525500,hum,O,,
sw2585B-ms98-a-0023,168.258500,169.043625,uh-huh,B,b,u-40-1
sw2585B-ms98-a-0025,183.205625,183.367250,and,B,sd,u-44-1
sw2585B-ms98-a-0025,183.367250,183.537250,there's,I,sd,u-44-1
sw2585B-ms98-a-0025,183.537250,183.597250,a,I,sd,u-44-1
sw2585B-ms98-a-0025,183.597250,183.747250,lot,I,sd,u-44-1
sw2585B-ms98-a-0025,183.747250,183.817250,of,I,sd,u-44-1
sw2585B-ms98-a-0025,183.817250,184.147250,graft,I,sd,u-44-1
sw2585B-ms98-a-0025,184.147250,184.277250,like,I,sd,u-44-1
sw2585B-ms98-a-0025,184.277250,184.667250,people,I,sd,u-44-1
sw2585B-ms98-a-0025,184.667250,184.987250,trying,I,sd,u-44-1
sw2585B-ms98-a-0025,184.987250,185.077250,to,I,sd,u-44-1
sw2585B-ms98-a-0025,185.077250,185.378000,tell,I,sd,u-44-1
sw2585B-ms98-a-0025,185.378000,185.843875,them,I,sd,u-44-1
sw2585B-ms98-a-0025,186.442750,186.607250,oh,I,sd,u-44-1
sw2585B-ms98-a-0025,186.607250,186.797250,giving,I,sd,u-44-1
sw2585B-ms98-a-0025,186.797250,186.927250,them,I,sd,u-44-1
sw2585B-ms98-a-0025,186.927250,187.497250,information,I,sd,u-44-1
sw2585B-ms98-a-0025,187.497250,187.607250,that,I,sd,u-44-1
sw2585B-ms98-a-0025,187.607250,187.757250,was,I,sd,u-44-1
sw2585B-ms98-a-0025,187.757250,188.160250,free,I,sd,u-44-1
sw2585B-ms98-a-0025,188.160250,188.397250,to,I,sd,u-44-1
sw2585B-ms98-a-0025,188.397250,188.797250,them,I,sd,u-44-1
sw2585B-ms98-a-0025,188.797250,189.217250,anyway,I,sd,u-44-1
sw2585B-ms98-a-0025,189.217250,189.317250,if,I,sd,u-44-1
sw2585B-ms98-a-0025,189.317250,189.397250,they,I,sd,u-44-1
sw2585B-ms98-a-0025,189.397250,189.607250,just,I,sd,u-44-1
sw2585B-ms98-a-0025,189.607250,189.807250,knew,I,sd,u-44-1
sw2585B-ms98-a-0025,189.807250,189.917250,how,I,sd,u-44-1
sw2585B-ms98-a-0025,189.917250,189.997250,to,I,sd,u-44-1
sw2585B-ms98-a-0025,189.997250,190.207250,get,I,sd,u-44-1
sw2585B-ms98-a-0025,190.207250,190.553875,it,I,sd,u-44-1
sw2585B-ms98-a-0026,192.160000,192.991375,yeah,B,b,u-46-1
sw2585B-ms98-a-0028,197.260250,197.733500,right,B,b,u-48-1
sw2585B-ms98-a-0030,232.611000,232.791000,you,B,qy,u-50-1
sw2585B-ms98-a-0030,232.791000,232.991000,mean,I,qy,u-50-1
sw2585B-ms98-a-0030,232.991000,233.251000,really,I,qy,u-50-1
sw2585B-ms98-a-0030,233.251000,233.501000,trying,I,qy,u-50-1
sw2585B-ms98-a-0030,233.501000,233.571000,to,I,qy,u-50-1
sw2585B-ms98-a-0030,233.571000,234.001000,plant,I,qy,u-50-1
sw2585B-ms98-a-0030,234.001000,234.670750,something,I,qy,u-50-1
sw2585B-ms98-a-0030,234.670750,234.841000,that's,B,br,u-50-2
sw2585B-ms98-a-0030,234.841000,234.971000,what,I,br,u-50-2
sw2585B-ms98-a-0030,234.971000,235.071000,you're,I,br,u-50-2
sw2585B-ms98-a-0030,235.071000,235.511000,saying,I,br,u-50-2
sw2585B-ms98-a-0030,235.511000,236.204500,farming,B,qy,u-52-1
sw2585B-ms98-a-0031,236.877000,237.976625,ah,O,,
sw2585B-ms98-a-0032,239.915625,241.506625,oh,B,b,u-54-1
sw2585B-ms98-a-0032,241.506625,241.626625,oh,B,ba,u-56-1
sw2585B-ms98-a-0032,241.626625,241.946625,that's,I,ba,u-56-1
sw2585B-ms98-a-0032,241.946625,242.678500,terrible,I,ba,u-56-1
sw2585B-ms98-a-0034,249.108500,249.860250,uh-huh,B,b,u-58-1
sw2585B-ms98-a-0036,287.268250,287.378000,and,B,bf,u-60-1
sw2585B-ms98-a-0036,287.378000,287.568000,not,I,bf,u-60-1
sw2585B-ms98-a-0036,287.568000,287.868000,being,I,bf,u-60-1
sw2585B-ms98-a-0036,287.868000,288.109000,cared,I,bf,u-60-1
sw2585B-ms98-a-0036,288.109000,288.421375,for,I,bf,u-60-1
sw2585B-ms98-a-0036,289.261250,289.757875,yeah,B,aa,u-62-1
sw2585B-ms98-a-0036,290.059250,290.308000,that's,B,aa,u-62-2
sw2585B-ms98-a-0036,290.308000,290.633250,true,I,aa,u-62-2
sw2585B-ms98-a-0036,291.431750,291.558000,well,B,qw,u-64-1
sw2585B-ms98-a-0036,291.558000,291.738000,what,I,qw,u-64-1
sw2585B-ms98-a-0036,291.738000,291.888000,did,I,qw,u-64-1
sw2585B-ms98-a-0036,291.888000,291.988000,you,I,qw,u-64-1
sw2585B-ms98-a-0036,291.988000,292.268000,do,I,qw,u-64-1
sw2585B-ms98-a-0036,292.268000,292.358000,when,I,qw,u-64-1
sw2585B-ms98-a-0036,292.358000,292.518000,you,I,qw,u-64-1
sw2585B-ms98-a-0036,292.518000,292.728000,helped,I,qw,u-64-1
sw2585B-ms98-a-0036,292.728000,292.898000,these,I,qw,u-64-1
sw2585B-ms98-a-0036,292.898000,293.415375,people,I,qw,u-64-1
sw2585B-ms98-a-0036,293.796625,293.947250,how,B,qw,u-66-1
sw2585B-ms98-a-0036,293.947250,294.135625,did,I,qw,u-66-1
sw2585B-ms98-a-0036,294.566625,294.690875,what,I,qw,u-66-1
sw2585B-ms98-a-0036,294.690875,294.804875,did,I,qw,u-66-1
sw2585B-ms98-a-0036,294.804875,294.823000,you,I,qw,u-66-1
sw2585B-ms98-a-0036,294.823000,294.988000,do,I,qw,u-66-1
sw2585B-ms98-a-0036,294.988000,295.197125,through,O,,
sw2585B-ms98-a-0038,312.729625,313.000000,oh,O,,
sw2585B-ms98-a-0038,313.000000,313.070000,i,O,,
sw2585B-ms98-a-0038,313.070000,313.190000,uh-huh,B,b,u-72-1
sw2585B-ms98-a-0038,317.620000,320.600000,uh-huh,B,b,u-76-1
sw2585B-ms98-a-0040,333.622750,333.917250,well,B,sd,u-78-1
sw2585B-ms98-a-0040,334.437000,334.602750,i'm,I,sd,u-78-1
sw2585B-ms98-a-0040,334.602750,334.762750,an,I,sd,u-78-1
sw2585B-ms98-a-0040,334.762750,335.252750,ESL,I,sd,u-78-1
sw2585B-ms98-a-0040,335.252750,335.582750,teacher,I,sd,u-78-1
sw2585B-ms98-a-0040,335.582750,335.772750,yes,B,ny,u-80-1
sw2585B-ms98-a-0040,335.772750,337.632750,[laughter],O,,
sw2585B-ms98-a-0040,337.632750,337.662750,i,B,sd,u-82-1
sw2585B-ms98-a-0040,337.662750,337.892750,got,I,sd,u-82-1
sw2585B-ms98-a-0040,337.892750,338.052750,my,I,sd,u-82-1
sw2585B-ms98-a-0040,338.052750,338.812750,certification,I,sd,u-82-1
sw2585B-ms98-a-0040,338.812750,338.972750,but,B,sd,u-82-2
sw2585B-ms98-a-0040,338.972750,339.432750,actually,I,sd,u-82-2
sw2585B-ms98-a-0040,339.432750,339.592750,they,I,sd,u-82-2
sw2585B-ms98-a-0040,339.592750,339.822750,did,I,sd,u-82-2
sw2585B-ms98-a-0040,339.822750,340.072750,not,I,sd,u-82-2
sw2585B-ms98-a-0040,340.072750,340.372750,teach,I,sd,u-82-2
sw2585B-ms98-a-0040,340.372750,340.482750,us,I,sd,u-82-2
sw2585B-ms98-a-0040,340.482750,340.742750,very,I,sd,u-82-2
sw2585B-ms98-a-0040,340.742750,341.109750,many,I,sd,u-82-2
sw2585B-ms98-a-0040,341.109750,341.909750,things,I,sd,u-82-2
sw2585B-ms98-a-0041,342.586375,342.876125,about,I,sd,u-82-2
sw2585B-ms98-a-0041,342.876125,343.106125,how,I,sd,u-82-2
sw2585B-ms98-a-0041,343.106125,343.366125,really,I,sd,u-82-2
sw2585B-ms98-a-0041,343.366125,343.686125,to,I,sd,u-82-2
sw2585B-ms98-a-0041,343.686125,343.866125,go,I,sd,u-82-2
sw2585B-ms98-a-0041,343.866125,344.116125,about,I,sd,u-82-2
sw2585B-ms98-a-0041,344.116125,344.396125,helping,I,sd,u-82-2
sw2585B-ms98-a-0041,344.396125,344.686125,people,I,sd,u-82-2
sw2585B-ms98-a-0041,344.686125,344.806125,to,I,sd,u-82-2
sw2585B-ms98-a-0041,344.806125,345.016125,learn,I,sd,u-82-2
sw2585B-ms98-a-0041,345.016125,345.306125,another,I,sd,u-82-2
sw2585B-ms98-a-0041,345.306125,346.326125,language,I,sd,u-82-2
sw2585B-ms98-a-0041,346.326125,346.356125,i,B,sd,u-84-1
sw2585B-ms98-a-0041,346.356125,346.696125,mean,I,sd,u-84-1
sw2585B-ms98-a-0041,346.696125,346.836125,it's,I,sd,u-84-1
sw2585B-ms98-a-0041,346.836125,347.056125,like,I,sd,u-84-1
sw2585B-ms98-a-0041,347.056125,347.370500,people,I,sd,u-84-1
sw2585B-ms98-a-0041,347.370500,347.687875,don't,I,sd,u-84-1
sw2585B-ms98-a-0041,347.687875,348.295250,know,I,sd,u-84-1
sw2585B-ms98-a-0041,348.763625,348.986125,what,I,sd,u-84-1
sw2585B-ms98-a-0041,348.986125,349.096125,to,I,sd,u-84-1
sw2585B-ms98-a-0041,349.096125,349.316125,say,I,sd,u-84-1
sw2585B-ms98-a-0041,349.316125,349.831625,it's,B,sd,u-86-1
sw2585B-ms98-a-0041,349.831625,350.286125,not,I,sd,u-86-1
sw2585B-ms98-a-0041,350.286125,350.596125,step,I,sd,u-86-1
sw2585B-ms98-a-0041,350.596125,350.820500,to,I,sd,u-86-1
sw2585B-ms98-a-0041,350.820500,351.382500,step,I,sd,u-86-1
sw2585B-ms98-a-0042,351.945250,352.594250,yeah,B,b,u-88-1
sw2585B-ms98-a-0042,352.594250,353.603625,[laughter],O,,
sw2585B-ms98-a-0042,353.603625,353.672500,but,B,sd,u-90-1
sw2585B-ms98-a-0042,353.672500,353.882500,anyway,I,sd,u-90-1
sw2585B-ms98-a-0042,353.882500,353.992500,i,I,sd,u-90-1
sw2585B-ms98-a-0042,353.992500,354.482500,enjoy,I,sd,u-90-1
sw2585B-ms98-a-0042,354.482500,354.822500,it,I,sd,u-90-1
sw2585B-ms98-a-0042,354.822500,355.052500,they,B,%,u-90-2
sw2585B-ms98-a-0042,355.052500,355.142500,the,B,sd,u-90-3
sw2585B-ms98-a-0042,355.142500,355.382500,kids,I,sd,u-90-3
sw2585B-ms98-a-0042,355.382500,355.522500,i've,I,sd,u-90-3
sw2585B-ms98-a-0042,355.522500,355.702500,worked,I,sd,u-90-3
sw2585B-ms98-a-0042,355.702500,355.902500,with,I,sd,u-90-3
sw2585B-ms98-a-0042,355.902500,356.012500,so,I,sd,u-90-3
sw2585B-ms98-a-0042,356.012500,356.222500,far,I,sd,u-90-3
sw2585B-ms98-a-0042,356.222500,356.362500,have,I,sd,u-90-3
sw2585B-ms98-a-0042,356.362500,356.532500,been,I,sd,u-90-3
sw2585B-ms98-a-0042,356.532500,356.952500,Spanish,I,sd,u-90-3
sw2585B-ms98-a-0042,356.952500,357.492500,speaking,I,sd,u-90-3
sw2585B-ms98-a-0043,358.290375,358.739625,and,B,%,u-92-1
sw2585B-ms98-a-0043,359.170375,359.463625,but,B,sd,u-94-1
sw2585B-ms98-a-0043,359.463625,359.629750,i'm,I,sd,u-94-1
sw2585B-ms98-a-0043,359.629750,360.035125,applying,I,sd,u-94-1
sw2585B-ms98-a-0043,360.035125,360.331500,for,I,sd,u-94-1
sw2585B-ms98-a-0043,361.013250,361.602000,what,B,br,u-96-1
sw2585B-ms98-a-0043,361.602000,362.021750,yeah,B,aa,u-96-2
sw2585B-ms98-a-0043,362.021750,362.128750,it,B,sv,u-96-3
sw2585B-ms98-a-0043,362.128750,362.539125,is,I,sv,u-96-3
sw2585B-ms98-a-0043,363.058875,363.285000,a,B,sv,u-98-1
sw2585B-ms98-a-0043,363.285000,363.421250,lot,I,sv,u-98-1
sw2585B-ms98-a-0043,363.421250,363.516750,of,I,sv,u-98-1
sw2585B-ms98-a-0043,363.516750,363.657875,the,I,sv,u-98-1
sw2585B-ms98-a-0043,363.657875,363.967500,words,I,sv,u-98-1
sw2585B-ms98-a-0043,363.967500,364.083125,are,I,sv,u-98-1
sw2585B-ms98-a-0043,364.083125,364.207875,the,I,sv,u-98-1
sw2585B-ms98-a-0043,364.207875,364.505750,same,I,sv,u-98-1
sw2585B-ms98-a-0043,364.505750,364.676250,or,O,,
sw2585B-ms98-a-0043,364.676250,364.780250,you,B,sv,u-100-1
sw2585B-ms98-a-0043,364.780250,364.917375,know,I,sv,u-100-1
sw2585B-ms98-a-0043,364.917375,365.031500,they,B,+,u-102-1
sw2585B-ms98-a-0043,365.031500,365.209875,just,I,+,u-102-1
sw2585B-ms98-a-0043,365.209875,365.548875,change,I,+,u-102-1
sw2585B-ms98-a-0043,365.548875,365.670625,the,I,+,u-102-1
sw2585B-ms98-a-0043,365.670625,366.168375,pronunciation,I,+,u-102-1
sw2585B-ms98-a-0043,366.168375,366.312125,a,I,+,u-102-1
sw2585B-ms98-a-0043,366.312125,366.480250,little,I,+,u-102-1
sw2585B-ms98-a-0043,366.480250,366.775625,bit,I,+,u-102-1
sw2585B-ms98-a-0043,367.574125,367.874625,but,B,sd,u-104-1
sw2585B-ms98-a-0043,367.874625,368.119000,i,I,sd,u-104-1
sw2585B-ms98-a-0043,368.119000,368.406375,love,I,sd,u-104-1
sw2585B-ms98-a-0043,368.406375,368.549250,it,I,sd,u-104-1
sw2585B-ms98-a-0043,368.549250,368.695000,i,B,sd,u-104-2
sw2585B-ms98-a-0043,368.695000,368.869500,love,I,sd,u-104-2
sw2585B-ms98-a-0043,368.869500,369.013500,the,I,sd,u-104-2
sw2585B-ms98-a-0043,369.013500,369.787125,culture,I,sd,u-104-2
sw2585B-ms98-a-0043,369.787125,369.908750,the,I,sd,u-104-2
sw2585B-ms98-a-0043,369.908750,370.098000,way,I,sd,u-104-2
sw2585B-ms98-a-0043,370.098000,370.250125,that,I,sd,u-104-2
sw2585B-ms98-a-0043,370.250125,370.489500,they,I,sd,u-104-2
sw2585B-ms98-a-0043,371.028125,371.150375,they,I,sd,u-104-2
sw2585B-ms98-a-0043,371.150375,371.801500,respect,I,sd,u-104-2
sw2585B-ms98-a-0043,371.801500,372.602375,education,I,sd,u-104-2
sw2585B-ms98-a-0044,372.694750,372.873625,and,I,sd,u-104-2
sw2585B-ms98-a-0044,372.873625,372.963625,their,I,sd,u-104-2
sw2585B-ms98-a-0044,372.963625,373.563625,teachers,I,sd,u-104-2
sw2585B-ms98-a-0044,373.563625,373.883625,and,O,,
sw2585B-ms98-a-0045,374.178875,374.357750,their,B,+,u-106-1
sw2585B-ms98-a-0045,374.357750,375.062250,parents,I,+,u-106-1
sw2585B-ms98-a-0045,375.420000,375.568875,so,I,+,u-106-1
sw2585B-ms98-a-0045,375.568875,375.828875,much,I,+,u-106-1
sw2585B-ms98-a-0045,375.828875,376.058875,more,I,+,u-106-1
sw2585B-ms98-a-0045,376.058875,376.338375,than,I,+,u-106-1
sw2585B-ms98-a-0045,376.338375,376.629625,than,I,+,u-106-1
sw2585B-ms98-a-0045,376.629625,376.897000,my,I,+,u-106-1
sw2585B-ms98-a-0045,376.897000,377.428875,children,I,+,u-106-1
sw2585B-ms98-a-0045,377.428875,377.668875,do,I,+,u-106-1
sw2585B-ms98-a-0045,377.668875,377.877375,you,B,+,u-108-1
sw2585B-ms98-a-0045,378.261625,378.628875,know,I,+,u-108-1
sw2585B-ms98-a-0045,378.628875,378.878875,and,B,sd,u-108-2
sw2585B-ms98-a-0046,379.484125,379.887125,i,I,sd,u-108-2
sw2585B-ms98-a-0046,379.887125,380.111125,like,I,sd,u-108-2
sw2585B-ms98-a-0046,380.111125,380.300750,it,I,sd,u-108-2
sw2585B-ms98-a-0046,380.733875,381.067625,and,B,sd,u-108-3
sw2585B-ms98-a-0046,381.067625,381.177625,what,I,sd,u-108-3
sw2585B-ms98-a-0046,381.177625,381.237625,i've,I,sd,u-108-3
sw2585B-ms98-a-0046,381.237625,381.327625,been,I,sd,u-108-3
sw2585B-ms98-a-0046,381.327625,381.607625,thinking,I,sd,u-108-3
sw2585B-ms98-a-0046,381.607625,381.817625,about,I,sd,u-108-3
sw2585B-ms98-a-0046,381.817625,382.117625,doing,I,sd,u-108-3
sw2585B-ms98-a-0046,382.117625,382.237625,is,I,sd,u-108-3
sw2585B-ms98-a-0046,382.237625,382.887625,volunteering,I,sd,u-108-3
sw2585B-ms98-a-0046,382.887625,383.097625,for,I,sd,u-108-3
sw2585B-ms98-a-0046,383.097625,383.333250,this,I,sd,u-108-3
sw2585B-ms98-a-0046,383.333250,383.688250,uh,I,sd,u-108-3
sw2585B-ms98-a-0046,383.688250,384.287625,Asian,I,sd,u-108-3
