sw3328A-ms98-a-0001,0.600000,0.700000,yeah,B,o,u-1-1
sw3328A-ms98-a-0018,135.538250,135.808250,[let/less],I,sv,u-19-4
sw3328A-ms98-a-0018,136.018250,136.246875,not,I,sv,u-19-4
sw3328A-ms98-a-0018,136.246875,136.578250,enough,I,sv,u-19-4
sw3328A-ms98-a-0018,136.578250,136.676125,i,B,sv,u-19-5
sw3328A-ms98-a-0018,136.676125,136.808000,think,I,sv,u-19-5
sw3328A-ms98-a-0018,136.808000,136.898250,they're,I,sv,u-19-5
sw3328A-ms98-a-0018,136.898250,137.218250,paying,I,sv,u-19-5
sw3328A-ms98-a-0018,137.218250,137.362625,too,I,sv,u-19-5
sw3328A-ms98-a-0018,137.362625,137.663750,much,I,sv,u-19-5
sw3328A-ms98-a-0020,140.900750,141.439125,yeah,B,ny,u-21-1
sw3328A-ms98-a-0020,141.928875,142.023500,i,B,sv^e,u-21-2
sw3328A-ms98-a-0020,142.023500,142.113500,mean,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.113500,142.223500,if,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.223500,142.353500,you're,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.353500,142.443500,in,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.443500,142.633500,the,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.633500,142.841750,the,I,sv^e,u-21-2
sw3328A-ms98-a-0020,142.841750,143.113500,three,I,sv^e,u-21-2
sw3328A-ms98-a-0020,143.113500,143.303500,three,I,sv^e,u-21-2
sw3328A-ms98-a-0020,143.303500,143.733500,percent,I,sv^e,u-21-2
sw3328A-ms98-a-0020,143.733500,144.013500,bracket,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.013500,144.103500,and,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.103500,144.173500,they,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.173500,144.413500,take,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.413500,144.473500,a,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.473500,144.743500,third,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.743500,144.803500,of,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.803500,144.983500,your,I,sv^e,u-21-2
sw3328A-ms98-a-0020,144.983500,145.357875,check,I,sv^e,u-21-2
sw3328A-ms98-a-0020,145.945375,146.213500,every,I,sv^e,u-21-2
sw3328A-ms98-a-0020,146.213500,146.673500,month,I,sv^e,u-21-2
sw3328A-ms98-a-0020,146.903500,147.023500,well,I,sv^e,u-21-2
sw3328A-ms98-a-0020,147.023500,147.203500,that's,I,sv^e,u-21-2
sw3328A-ms98-a-0020,147.203500,147.843500,ridiculous,I,sv^e,u-21-2
sw3328A-ms98-a-0020,147.843500,147.973500,why,B,qh,u-21-3
sw3328A-ms98-a-0020,147.973500,148.283500,bother,I,qh,u-21-3
sw3328A-ms98-a-0020,148.283500,148.643500,working,I,qh,u-21-3
sw3328A-ms98-a-0022,158.099375,158.479375,well,B,sv,u-23-1
sw3328A-ms98-a-0022,158.479375,158.638500,they,I,sv,u-23-1
sw3328A-ms98-a-0022,158.638500,158.819375,should,I,sv,u-23-1
sw3328A-ms98-a-0022,158.819375,159.136000,just,I,sv,u-23-1
sw3328A-ms98-a-0022,159.286625,159.559375,tax,I,sv,u-23-1
sw3328A-ms98-a-0022,159.559375,160.029375,everybody,I,sv,u-23-1
sw3328A-ms98-a-0022,160.029375,160.099375,the,I,sv,u-23-1
sw3328A-ms98-a-0022,160.099375,160.339375,same,I,sv,u-23-1
sw3328A-ms98-a-0022,160.339375,160.629375,amount,I,sv,u-23-1
sw3328A-ms98-a-0022,160.629375,160.689375,no,I,sv,u-23-1
sw3328A-ms98-a-0022,160.689375,160.929375,matter,I,sv,u-23-1
sw3328A-ms98-a-0022,160.929375,161.149375,what,I,sv,u-23-1
sw3328A-ms98-a-0022,161.149375,161.259250,you,I,sv,u-23-1
sw3328A-ms98-a-0022,161.259250,161.569375,make,I,sv,u-23-1
sw3328A-ms98-a-0023,162.683000,162.913000,that'd,O,,
sw3328A-ms98-a-0023,162.913000,163.013000,be,B,sv,u-25-1
sw3328A-ms98-a-0023,163.013000,163.363000,fair,I,sv,u-25-1
sw3328A-ms98-a-0025,165.470000,165.790000,yeah,B,b,u-27-1
sw3328A-ms98-a-0025,165.790000,166.090000,no,B,sv,u-29-1
sw3328A-ms98-a-0025,166.090000,166.600000,loopholes,I,sv,u-29-1
sw3328A-ms98-a-0025,166.600000,166.740000,or,I,sv,u-29-1
sw3328A-ms98-a-0025,166.740000,167.090000,anything,I,sv,u-29-1
sw3328A-ms98-a-0025,167.090000,167.490000,everybody,B,sv,u-29-2
sw3328A-ms98-a-0025,167.490000,167.860000,pays,I,sv,u-29-2
sw3328A-ms98-a-0025,168.140000,168.330000,ten,I,sv,u-29-2
sw3328A-ms98-a-0025,168.330000,168.720000,percent,I,sv,u-29-2
sw3328A-ms98-a-0025,168.720000,168.810000,or,I,sv,u-29-2
sw3328A-ms98-a-0025,168.810000,169.350000,fifteen,I,sv,u-29-2
sw3328A-ms98-a-0025,169.350000,169.430000,or,I,sv,u-29-2
sw3328A-ms98-a-0025,169.430000,169.914875,whatever,I,sv,u-29-2
sw3328A-ms98-a-0027,173.481500,173.946000,right,B,b,u-31-1
sw3328A-ms98-a-0029,198.951375,199.121375,yeah,B,aa,u-33-1
sw3328A-ms98-a-0029,199.121375,199.331375,that's,B,sd,u-33-2
sw3328A-ms98-a-0029,199.331375,199.391375,the,I,sd,u-33-2
sw3328A-ms98-a-0029,199.391375,199.501375,way,I,sd,u-33-2
sw3328A-ms98-a-0029,199.501375,199.601375,our,I,sd,u-33-2
sw3328A-ms98-a-0029,199.601375,199.941375,state,I,sd,u-33-2
sw3328A-ms98-a-0029,199.941375,200.231375,tax,I,sd,u-33-2
sw3328A-ms98-a-0029,200.231375,200.371375,is,I,sd,u-33-2
sw3328A-ms98-a-0029,200.371375,200.671375,here,I,sd,u-33-2
sw3328A-ms98-a-0031,202.977000,203.107000,i,B,sv,u-33-3
sw3328A-ms98-a-0031,203.107000,203.247000,think,I,sv,u-33-3
sw3328A-ms98-a-0031,203.247000,203.347000,it's,I,sv,u-33-3
sw3328A-ms98-a-0031,203.347000,203.577000,pretty,I,sv,u-33-3
sw3328A-ms98-a-0031,203.577000,203.987000,fair,I,sv,u-33-3
sw3328A-ms98-a-0033,208.928000,209.200375,hm,B,b,u-35-1
sw3328A-ms98-a-0035,218.688375,219.398375,oh,B,b,u-37-1
sw3328A-ms98-a-0035,219.398375,219.838375,[laughter],O,,
sw3328A-ms98-a-0037,229.450500,229.760500,oh,B,ba,u-39-1
sw3328A-ms98-a-0037,229.760500,230.080500,great,I,ba,u-39-1
sw3328A-ms98-a-0037,230.080500,230.170500,so,B,sv,u-39-2
sw3328A-ms98-a-0037,230.170500,230.230500,you,I,sv,u-39-2
sw3328A-ms98-a-0037,230.230500,230.290500,ought,I,sv,u-39-2
sw3328A-ms98-a-0037,230.290500,230.336875,to,I,sv,u-39-2
sw3328A-ms98-a-0037,230.336875,230.490500,be,I,sv,u-39-2
sw3328A-ms98-a-0037,230.490500,230.750500,saving,I,sv,u-39-2
sw3328A-ms98-a-0037,230.750500,230.900500,up,I,sv,u-39-2
sw3328A-ms98-a-0037,230.900500,231.080500,some,I,sv,u-39-2
sw3328A-ms98-a-0037,231.080500,231.280500,every,I,sv,u-39-2
sw3328A-ms98-a-0037,231.280500,231.520500,month,I,sv,u-39-2
sw3328A-ms98-a-0037,231.520500,231.630500,to,I,sv,u-39-2
sw3328A-ms98-a-0037,231.630500,231.840500,make,I,sv,u-39-2
sw3328A-ms98-a-0037,231.840500,232.050500,up,I,sv,u-39-2
sw3328A-ms98-a-0037,232.050500,232.190500,for,I,sv,u-39-2
sw3328A-ms98-a-0037,232.190500,232.290500,all,I,sv,u-39-2
sw3328A-ms98-a-0037,232.290500,232.430500,what,I,sv,u-39-2
sw3328A-ms98-a-0037,232.430500,232.560500,they,I,sv,u-39-2
sw3328A-ms98-a-0037,232.560500,232.770500,should,I,sv,u-39-2
sw3328A-ms98-a-0037,232.770500,232.880500,be,I,sv,u-39-2
sw3328A-ms98-a-0037,232.880500,233.200500,taking,I,sv,u-39-2
sw3328A-ms98-a-0037,233.200500,233.604375,out,I,sv,u-39-2
sw3328A-ms98-a-0039,239.406125,239.806000,um-hum,B,b,u-41-1
sw3328A-ms98-a-0041,245.758250,246.097000,[laughter],O,,
sw3328A-ms98-a-0043,252.859000,253.029000,yeah,B,b,u-45-1
sw3328A-ms98-a-0043,253.029000,253.120500,i,B,sv,u-45-2
sw3328A-ms98-a-0043,253.120500,253.339000,guess,I,sv,u-45-2
sw3328A-ms98-a-0043,253.339000,253.474625,you,I,sv,u-45-2
sw3328A-ms98-a-0043,253.474625,253.629000,you,I,sv,u-45-2
sw3328A-ms98-a-0043,253.629000,253.789000,have,I,sv,u-45-2
sw3328A-ms98-a-0043,253.789000,253.929000,to,I,sv,u-45-2
sw3328A-ms98-a-0043,253.929000,254.179000,check,I,sv,u-45-2
sw3328A-ms98-a-0043,254.179000,254.479000,yes,I,sv,u-45-2
sw3328A-ms98-a-0043,254.479000,254.559000,or,B,sv,u-45-3
sw3328A-ms98-a-0043,254.559000,254.649250,you,I,sv,u-45-3
sw3328A-ms98-a-0043,254.649250,254.869000,come,I,sv,u-45-3
sw3328A-ms98-a-0043,254.869000,254.999000,down,I,sv,u-45-3
sw3328A-ms98-a-0043,254.999000,255.059000,to,I,sv,u-45-3
sw3328A-ms98-a-0043,255.059000,255.139000,the,I,sv,u-45-3
sw3328A-ms98-a-0043,255.139000,255.269000,end,I,sv,u-45-3
sw3328A-ms98-a-0043,255.269000,255.329000,of,I,sv,u-45-3
sw3328A-ms98-a-0043,255.329000,255.389000,the,I,sv,u-45-3
sw3328A-ms98-a-0043,255.389000,255.499000,year,I,sv,u-45-3
sw3328A-ms98-a-0043,255.499000,255.589000,and,B,sv,u-45-4
sw3328A-ms98-a-0043,255.589000,255.649000,you,I,sv,u-45-4
sw3328A-ms98-a-0043,255.649000,255.819000,don't,I,sv,u-45-4
sw3328A-ms98-a-0043,255.819000,255.919000,have,I,sv,u-45-4
sw3328A-ms98-a-0043,255.919000,255.979000,it,I,sv,u-45-4
sw3328A-ms98-a-0043,255.979000,256.049000,to,I,sv,u-45-4
sw3328A-ms98-a-0043,256.049000,256.219000,give,I,sv,u-45-4
sw3328A-ms98-a-0043,256.219000,256.359000,it,I,sv,u-45-4
sw3328A-ms98-a-0043,256.359000,256.439000,to,I,sv,u-45-4
sw3328A-ms98-a-0043,256.439000,256.648500,them_1,O,,
sw3328A-ms98-a-0045,260.469625,261.006625,yeah,B,b,u-47-1
sw3328A-ms98-a-0047,266.312250,266.793500,really,B,bh,u-49-1
sw3328A-ms98-a-0049,275.230750,275.710750,ouch,B,ba,u-51-1
sw3328A-ms98-a-0049,275.710750,276.137875,[laughter],O,,
sw3328A-ms98-a-0051,293.476625,294.025750,yeah,B,aa,u-53-1
sw3328A-ms98-a-0051,294.025750,294.270500,i'll,B,ba,u-53-2
sw3328A-ms98-a-0051,294.270500,294.606625,say,I,ba,u-53-2
sw3328A-ms98-a-0051,294.606625,295.036625,[laughter],O,,
sw3328A-ms98-a-0053,298.390250,298.590250,ye[ah]-,O,,
