sw2283B-ms98-a-0003,6.337750,6.607750,yeah,B,ny,u-2-1
sw2283B-ms98-a-0005,17.663750,17.873750,be,I,sd,u-2-4
sw2283B-ms98-a-0005,17.873750,18.323750,working,I,sd,u-2-4
sw2283B-ms98-a-0005,18.323750,18.433750,on,I,sd,u-2-4
sw2283B-ms98-a-0005,18.433750,18.603750,my,I,sd,u-2-4
sw2283B-ms98-a-0005,18.603750,18.903750,own,I,sd,u-2-4
sw2283B-ms98-a-0005,18.903750,19.263750,lawn,I,sd,u-2-4
sw2283B-ms98-a-0005,19.263750,19.423750,and,I,sd,u-2-4
sw2283B-ms98-a-0005,19.423750,19.943750,garden,I,sd,u-2-4
sw2283B-ms98-a-0005,19.943750,20.313750,and,B,sd,u-2-5
sw2283B-ms98-a-0005,20.313750,20.570750,uh,I,sd,u-2-5
sw2283B-ms98-a-0005,21.034125,21.193750,you,I,sd,u-2-5
sw2283B-ms98-a-0005,21.193750,21.482500,know,I,sd,u-2-5
sw2283B-ms98-a-0005,21.482500,21.775250,and,I,sd,u-2-5
sw2283B-ms98-a-0006,22.494500,22.764500,back,I,sd,u-2-5
sw2283B-ms98-a-0006,22.764500,22.894500,when,I,sd,u-2-5
sw2283B-ms98-a-0006,22.894500,22.954500,i,I,sd,u-2-5
sw2283B-ms98-a-0006,22.954500,23.064500,was,I,sd,u-2-5
sw2283B-ms98-a-0006,23.064500,23.134500,a,I,sd,u-2-5
sw2283B-ms98-a-0006,23.134500,23.414500,kid,I,sd,u-2-5
sw2283B-ms98-a-0006,23.414500,23.504500,you,I,sd,u-2-5
sw2283B-ms98-a-0006,23.504500,23.644500,know,I,sd,u-2-5
sw2283B-ms98-a-0006,23.644500,23.904500,mom,I,sd,u-2-5
sw2283B-ms98-a-0006,23.904500,24.024500,would,I,sd,u-2-5
sw2283B-ms98-a-0006,24.024500,24.244500,send,I,sd,u-2-5
sw2283B-ms98-a-0006,24.244500,24.374500,me,I,sd,u-2-5
sw2283B-ms98-a-0006,24.374500,24.524500,out,I,sd,u-2-5
sw2283B-ms98-a-0006,24.524500,24.624500,to,I,sd,u-2-5
sw2283B-ms98-a-0006,24.624500,24.874500,weed,I,sd,u-2-5
sw2283B-ms98-a-0006,24.874500,24.944500,the,I,sd,u-2-5
sw2283B-ms98-a-0006,24.944500,25.434500,garden,I,sd,u-2-5
sw2283B-ms98-a-0006,25.434500,25.612125,i,B,sd,u-2-6
sw2283B-ms98-a-0006,25.849375,26.154500,i'd,I,sd,u-2-6
sw2283B-ms98-a-0006,26.154500,26.474500,hate,I,sd,u-2-6
sw2283B-ms98-a-0006,26.474500,26.684500,it,I,sd,u-2-6
sw2283B-ms98-a-0006,26.684500,26.794500,you,I,sd,u-2-6
sw2283B-ms98-a-0006,26.794500,27.083000,know,I,sd,u-2-6
sw2283B-ms98-a-0006,27.278875,27.749250,now,B,sd,u-4-1
sw2283B-ms98-a-0006,28.122125,28.314250,i,I,sd,u-4-1
sw2283B-ms98-a-0006,28.314250,28.584500,sort,I,sd,u-4-1
sw2283B-ms98-a-0006,28.584500,28.664500,of,I,sd,u-4-1
sw2283B-ms98-a-0006,28.664500,28.964500,take,I,sd,u-4-1
sw2283B-ms98-a-0006,28.964500,29.434500,pride,I,sd,u-4-1
sw2283B-ms98-a-0006,29.434500,29.704500,in,I,sd,u-4-1
sw2283B-ms98-a-0006,29.704500,30.036625,uh,I,sd,u-4-1
sw2283B-ms98-a-0006,30.526250,30.974500,in,I,sd,u-4-1
sw2283B-ms98-a-0006,30.974500,31.074500,the,I,sd,u-4-1
sw2283B-ms98-a-0006,31.074500,31.574500,yard,I,sd,u-4-1
sw2283B-ms98-a-0006,31.574500,31.714500,and,I,sd,u-4-1
sw2283B-ms98-a-0006,31.714500,31.804500,you,I,sd,u-4-1
sw2283B-ms98-a-0006,31.804500,31.994500,know,I,sd,u-4-1
sw2283B-ms98-a-0006,31.994500,32.197125,how,I,sd,u-4-1
sw2283B-ms98-a-0006,32.197125,32.400500,the,I,sd,u-4-1
sw2283B-ms98-a-0006,32.400500,32.624500,how,I,sd,u-4-1
sw2283B-ms98-a-0006,32.624500,32.704500,the,I,sd,u-4-1
sw2283B-ms98-a-0006,32.704500,33.184500,place,I,sd,u-4-1
sw2283B-ms98-a-0006,33.184500,33.614500,looks,I,sd,u-4-1
sw2283B-ms98-a-0006,33.614500,34.034500,and,B,sd,u-4-2
sw2283B-ms98-a-0006,34.034500,34.328875,uh,I,sd,u-4-2
sw2283B-ms98-a-0006,34.645250,34.804500,so,I,sd,u-4-2
sw2283B-ms98-a-0006,34.804500,34.834500,i,I,sd,u-4-2
sw2283B-ms98-a-0006,34.834500,35.024500,don't,I,sd,u-4-2
sw2283B-ms98-a-0006,35.024500,35.314500,mind,I,sd,u-4-2
sw2283B-ms98-a-0006,35.314500,35.544500,doing,I,sd,u-4-2
sw2283B-ms98-a-0006,35.544500,35.644500,it,I,sd,u-4-2
sw2283B-ms98-a-0006,35.644500,35.884500,so,I,sd,u-4-2
sw2283B-ms98-a-0006,35.884500,36.114500,much,I,sd,u-4-2
sw2283B-ms98-a-0006,36.114500,36.679375,anymore,I,sd,u-4-2
sw2283B-ms98-a-0008,40.573250,41.123250,well,B,na,u-6-1
sw2283B-ms98-a-0008,41.123250,41.323250,it's,I,na,u-6-1
sw2283B-ms98-a-0008,41.323250,41.803625,yeah,I,na,u-6-1
sw2283B-ms98-a-0008,41.803625,42.233000,it's,I,na,u-6-1
sw2283B-ms98-a-0008,42.233000,42.532875,it's,I,na,u-6-1
sw2283B-ms98-a-0008,42.532875,43.063250,primarily,I,na,u-6-1
sw2283B-ms98-a-0008,43.063250,43.493250,just,I,na,u-6-1
sw2283B-ms98-a-0008,43.493250,43.773250,uh,I,na,u-6-1
sw2283B-ms98-a-0008,43.773250,44.003250,like,I,na,u-6-1
sw2283B-ms98-a-0008,44.003250,44.923250,landscaping,I,na,u-6-1
sw2283B-ms98-a-0008,44.923250,44.963250,a,I,na,u-6-1
sw2283B-ms98-a-0008,44.963250,45.233250,little,I,na,u-6-1
sw2283B-ms98-a-0008,45.233250,45.513250,bit,I,na,u-6-1
sw2283B-ms98-a-0008,45.513250,45.623250,you,B,sd,u-6-2
sw2283B-ms98-a-0008,45.623250,45.783250,know,I,sd,u-6-2
sw2283B-ms98-a-0008,45.783250,45.903250,i've,I,sd,u-6-2
sw2283B-ms98-a-0008,45.903250,46.093375,got,I,sd,u-6-2
sw2283B-ms98-a-0008,46.511375,46.873250,some,I,sd,u-6-2
sw2283B-ms98-a-0008,46.873250,47.233250,uh,I,sd,u-6-2
sw2283B-ms98-a-0008,47.233250,47.653250,bushes,I,sd,u-6-2
sw2283B-ms98-a-0008,47.653250,48.113250,around,I,sd,u-6-2
sw2283B-ms98-a-0008,48.113250,48.351125,the,I,sd,u-6-2
sw2283B-ms98-a-0008,48.464125,48.753250,fou[ndation]-,I,sd,u-6-2
sw2283B-ms98-a-0008,48.753250,48.833250,you,I,sd,u-6-2
sw2283B-ms98-a-0008,48.833250,48.893250,know,I,sd,u-6-2
sw2283B-ms98-a-0008,48.893250,48.953250,the,I,sd,u-6-2
sw2283B-ms98-a-0008,48.953250,49.693250,foundation,I,sd,u-6-2
sw2283B-ms98-a-0008,49.693250,50.163250,planting,I,sd,u-6-2
sw2283B-ms98-a-0008,50.163250,50.503250,things,I,sd,u-6-2
sw2283B-ms98-a-0008,50.503250,50.703250,like,I,sd,u-6-2
sw2283B-ms98-a-0008,50.703250,50.953250,that,I,sd,u-6-2
sw2283B-ms98-a-0008,50.953250,51.073250,and,B,sd,u-6-3
sw2283B-ms98-a-0008,51.073250,51.193250,then,I,sd,u-6-3
sw2283B-ms98-a-0008,51.193250,51.363250,there's,I,sd,u-6-3
sw2283B-ms98-a-0008,51.363250,51.703250,some,I,sd,u-6-3
sw2283B-ms98-a-0008,51.703250,51.937000,uh,I,sd,u-6-3
sw2283B-ms98-a-0009,52.698625,53.353125,uh,I,sd,u-6-3
sw2283B-ms98-a-0009,53.833625,54.138625,just,I,sd,u-6-3
sw2283B-ms98-a-0009,54.138625,54.268625,some,I,sd,u-6-3
sw2283B-ms98-a-0009,54.268625,54.478625,little,I,sd,u-6-3
sw2283B-ms98-a-0009,54.478625,55.238625,flowerbeds,O,,
sw2283B-ms98-a-0009,55.238625,55.538625,and,B,sd,u-6-4
sw2283B-ms98-a-0009,55.688625,55.828625,my,I,sd,u-6-4
sw2283B-ms98-a-0009,55.828625,56.318625,mom,I,sd,u-6-4
sw2283B-ms98-a-0009,56.318625,56.808625,grows,I,sd,u-6-4
sw2283B-ms98-a-0009,56.808625,57.138625,she's,B,sd,u-6-5
sw2283B-ms98-a-0009,57.138625,57.371375,an,I,sd,u-6-5
sw2283B-ms98-a-0009,57.503250,57.918625,avid,I,sd,u-6-5
sw2283B-ms98-a-0009,57.918625,58.298625,gardener,I,sd,u-6-5
sw2283B-ms98-a-0009,58.298625,58.388625,and,B,sd,u-6-6
sw2283B-ms98-a-0009,58.388625,58.568625,she,I,sd,u-6-6
sw2283B-ms98-a-0009,58.568625,58.978625,starts,I,sd,u-6-6
sw2283B-ms98-a-0009,58.978625,59.138625,her,I,sd,u-6-6
sw2283B-ms98-a-0009,59.138625,59.288625,own,I,sd,u-6-6
sw2283B-ms98-a-0009,59.288625,59.588625,stuff,I,sd,u-6-6
sw2283B-ms98-a-0009,59.588625,59.768625,from,I,sd,u-6-6
sw2283B-ms98-a-0009,59.768625,60.238625,seed,I,sd,u-6-6
sw2283B-ms98-a-0009,60.861625,61.343750,now,I,sd,u-6-6
sw2283B-ms98-a-0009,61.343750,61.878625,and,B,sd,u-6-7
sw2283B-ms98-a-0009,61.878625,62.279875,uh,I,sd,u-6-7
sw2283B-ms98-a-0010,63.062000,63.688000,she,I,sd,u-6-7
sw2283B-ms98-a-0010,64.166375,64.472000,gets,I,sd,u-6-7
sw2283B-ms98-a-0010,64.472000,64.512000,a,I,sd,u-6-7
sw2283B-ms98-a-0010,64.512000,64.872000,little,I,sd,u-6-7
sw2283B-ms98-a-0010,64.872000,65.232000,over,I,sd,u-6-7
sw2283B-ms98-a-0010,65.232000,65.992000,zealous,I,sd,u-6-7
sw2283B-ms98-a-0010,65.992000,66.232000,when,I,sd,u-6-7
sw2283B-ms98-a-0010,66.232000,66.619750,she,I,sd,u-6-7
sw2283B-ms98-a-0010,66.778000,66.952000,is,I,sd,u-6-7
sw2283B-ms98-a-0010,66.952000,67.402000,planting,I,sd,u-6-7
sw2283B-ms98-a-0010,67.402000,67.582000,these,I,sd,u-6-7
sw2283B-ms98-a-0010,67.582000,67.942000,seeds,I,sd,u-6-7
sw2283B-ms98-a-0010,67.942000,68.032000,in,I,sd,u-6-7
sw2283B-ms98-a-0010,68.032000,68.162000,the,I,sd,u-6-7
sw2283B-ms98-a-0010,68.162000,68.372000,winter,I,sd,u-6-7
sw2283B-ms98-a-0010,68.372000,68.762000,time,I,sd,u-6-7
sw2283B-ms98-a-0010,68.762000,68.912000,and,I,sd,u-6-7
sw2283B-ms98-a-0010,68.912000,69.152000,and,I,sd,u-6-7
sw2283B-ms98-a-0010,69.152000,69.612000,starting,I,sd,u-6-7
sw2283B-ms98-a-0010,69.612000,69.805000,them_1,O,,
sw2283B-ms98-a-0010,70.419000,70.992000,uh,B,sd,u-6-8
sw2283B-ms98-a-0011,71.541750,71.881750,she,I,sd,u-6-8
sw2283B-ms98-a-0011,71.881750,72.111750,ends,I,sd,u-6-8
sw2283B-ms98-a-0011,72.111750,72.321750,up,I,sd,u-6-8
sw2283B-ms98-a-0011,72.321750,72.411750,with,I,sd,u-6-8
sw2283B-ms98-a-0011,72.411750,72.801750,so,I,sd,u-6-8
sw2283B-ms98-a-0011,72.801750,73.151750,many,I,sd,u-6-8
sw2283B-ms98-a-0011,73.151750,73.841750,plants,I,sd,u-6-8
sw2283B-ms98-a-0011,73.841750,73.991750,that,I,sd,u-6-8
sw2283B-ms98-a-0011,73.991750,74.141750,she,I,sd,u-6-8
sw2283B-ms98-a-0011,74.141750,74.470750,can't,I,sd,u-6-8
sw2283B-ms98-a-0011,74.693625,74.866875,fit,I,sd,u-6-8
sw2283B-ms98-a-0011,74.866875,75.041750,them_1,I,sd,u-6-8
sw2283B-ms98-a-0011,75.041750,75.392000,all,I,sd,u-6-8
sw2283B-ms98-a-0011,75.550250,75.711750,in,I,sd,u-6-8
sw2283B-ms98-a-0011,75.711750,75.871750,her,I,sd,u-6-8
sw2283B-ms98-a-0011,75.871750,76.281750,garden,I,sd,u-6-8
sw2283B-ms98-a-0011,76.281750,76.411750,they,B,sd,u-6-9
sw2283B-ms98-a-0011,76.411750,76.561750,have,I,sd,u-6-9
sw2283B-ms98-a-0011,76.561750,76.741000,a,I,sd,u-6-9
sw2283B-ms98-a-0011,76.861750,77.261750,huge,I,sd,u-6-9
sw2283B-ms98-a-0011,77.261750,77.550500,yard,I,sd,u-6-9
sw2283B-ms98-a-0011,77.550500,77.641500,and,I,sd,u-6-9
sw2283B-ms98-a-0011,77.641500,77.728125,a,I,sd,u-6-9
sw2283B-ms98-a-0011,77.728125,78.091750,huge,I,sd,u-6-9
sw2283B-ms98-a-0011,78.091750,78.311750,house,I,sd,u-6-9
sw2283B-ms98-a-0011,78.311750,78.411750,and,B,sd,u-6-10
sw2283B-ms98-a-0011,78.411750,78.571750,so,I,sd,u-6-10
sw2283B-ms98-a-0011,78.571750,78.751750,she,I,sd,u-6-10
sw2283B-ms98-a-0011,78.751750,79.071750,brings,I,sd,u-6-10
sw2283B-ms98-a-0011,79.071750,79.224000,them_1,I,sd,u-6-10
sw2283B-ms98-a-0011,79.615750,79.841750,up,I,sd,u-6-10
sw2283B-ms98-a-0011,79.841750,80.021750,here,I,sd,u-6-10
sw2283B-ms98-a-0011,80.021750,80.221750,from,I,sd,u-6-10
sw2283B-ms98-a-0011,80.221750,80.981750,Philadelphia,I,sd,u-6-10
sw2283B-ms98-a-0011,80.981750,81.111750,and,I,sd,u-6-10
sw2283B-ms98-a-0011,81.111750,81.311750,gives,I,sd,u-6-10
sw2283B-ms98-a-0011,81.311750,81.492875,me,I,sd,u-6-10
sw2283B-ms98-a-0011,81.492875,81.668375,all,I,sd,u-6-10
sw2283B-ms98-a-0011,81.668375,81.834125,her,I,sd,u-6-10
sw2283B-ms98-a-0011,81.834125,82.658625,extras,I,sd,u-6-10
sw2283B-ms98-a-0012,83.576000,84.049250,yeah,B,b,u-8-1
sw2283B-ms98-a-0014,99.518375,99.978500,yeah,B,b,u-10-1
sw2283B-ms98-a-0016,105.578250,105.966625,uh-huh,B,b,u-12-1
sw2283B-ms98-a-0018,109.625000,109.986750,yeah,B,b,u-14-1
sw2283B-ms98-a-0020,124.485625,124.837500,uh-huh,B,b,u-16-1
sw2283B-ms98-a-0022,128.072375,128.352375,geez,O,,
sw2283B-ms98-a-0022,128.352375,128.652375,that's,O,,
sw2283B-ms98-a-0022,128.652375,128.780125,a,O,,
sw2283B-ms98-a-0022,129.024875,129.422375,that's,B,sd,u-18-2
sw2283B-ms98-a-0022,129.422375,129.882375,more,B,+,u-20-1
sw2283B-ms98-a-0022,129.882375,130.312375,than,I,+,u-20-1
sw2283B-ms98-a-0023,130.992250,131.212250,that's,I,+,u-20-1
sw2283B-ms98-a-0023,131.212250,131.532250,more,I,+,u-20-1
sw2283B-ms98-a-0023,131.532250,131.912250,than,I,+,u-20-1
sw2283B-ms98-a-0023,131.912250,132.152250,than,I,+,u-20-1
sw2283B-ms98-a-0023,132.152250,132.232250,the,I,+,u-20-1
sw2283B-ms98-a-0023,132.232250,132.852250,property,I,+,u-20-1
sw2283B-ms98-a-0023,132.852250,132.942250,i,I,+,u-20-1
sw2283B-ms98-a-0023,132.942250,133.192250,have,I,+,u-20-1
sw2283B-ms98-a-0023,133.192250,133.402250,right,I,+,u-20-1
sw2283B-ms98-a-0023,133.402250,133.682250,here,I,+,u-20-1
sw2283B-ms98-a-0023,133.682250,133.842250,that,I,+,u-20-1
sw2283B-ms98-a-0023,133.842250,134.082250,you've,I,+,u-20-1
sw2283B-ms98-a-0023,134.082250,134.312250,got,I,+,u-20-1
sw2283B-ms98-a-0023,134.892250,135.132250,as,I,+,u-20-1
sw2283B-ms98-a-0023,135.132250,135.442250,a,I,+,u-20-1
sw2283B-ms98-a-0023,135.442250,135.765375,uh,I,+,u-20-1
sw2283B-ms98-a-0023,136.375625,136.542250,a,I,+,u-20-1
sw2283B-ms98-a-0023,136.542250,136.992250,garden,I,+,u-20-1
sw2283B-ms98-a-0023,136.992250,137.242250,that's,B,sv,u-20-2
sw2283B-ms98-a-0023,137.242250,137.857250,amazing,I,sv,u-20-2
sw2283B-ms98-a-0025,140.930000,141.320000,right,B,b,u-22-1
sw2283B-ms98-a-0027,145.698000,145.928000,oh,B,ba,u-24-1
sw2283B-ms98-a-0027,145.928000,146.579875,geez,O,,
sw2283B-ms98-a-0029,151.978375,152.298375,uh-huh,B,b,u-26-1
sw2283B-ms98-a-0031,159.360250,159.747250,uh-huh,B,b,u-28-1
sw2283B-ms98-a-0033,171.897500,171.957500,are,B,qy,u-30-1
sw2283B-ms98-a-0033,171.957500,172.087500,you,I,qy,u-30-1
sw2283B-ms98-a-0033,172.087500,172.307500,getting,I,qy,u-30-1
sw2283B-ms98-a-0033,172.307500,172.367500,a,I,qy,u-30-1
sw2283B-ms98-a-0033,172.367500,172.547500,lot,I,qy,u-30-1
sw2283B-ms98-a-0033,172.547500,172.617500,of,I,qy,u-30-1
sw2283B-ms98-a-0033,172.617500,173.087500,static,I,qy,u-30-1
sw2283B-ms98-a-0033,173.087500,173.227500,on,I,qy,u-30-1
sw2283B-ms98-a-0033,173.227500,173.367500,your,I,qy,u-30-1
sw2283B-ms98-a-0033,173.367500,173.527500,end,I,qy,u-30-1
sw2283B-ms98-a-0033,173.527500,173.587500,of,I,qy,u-30-1
sw2283B-ms98-a-0033,173.587500,173.677500,the,I,qy,u-30-1
sw2283B-ms98-a-0033,173.677500,173.977500,line,I,qy,u-30-1
sw2283B-ms98-a-0035,180.762125,180.872125,yeah,B,aa,u-32-1
sw2283B-ms98-a-0035,180.872125,180.932125,i,B,sd,u-32-2
sw2283B-ms98-a-0035,180.932125,181.222125,can't,I,sd,u-32-2
sw2283B-ms98-a-0035,181.222125,181.452125,even,I,sd,u-32-2
sw2283B-ms98-a-0035,181.452125,181.662125,hear,I,sd,u-32-2
sw2283B-ms98-a-0035,181.662125,181.832125,what,I,sd,u-32-2
sw2283B-ms98-a-0035,181.832125,182.085500,you're,I,sd,u-32-2
sw2283B-ms98-a-0036,182.588125,182.928125,geez,O,,
sw2283B-ms98-a-0036,182.928125,183.168125,it's,B,sd,u-34-2
sw2283B-ms98-a-0036,183.168125,183.588125,gone,I,sd,u-34-2
sw2283B-ms98-a-0038,193.552750,193.816125,well,B,h,u-36-1
sw2283B-ms98-a-0038,193.816125,193.955000,i-,I,h,u-36-1
sw2283B-ms98-a-0038,193.955000,194.198125,i,I,h,u-36-1
sw2283B-ms98-a-0038,194.198125,194.342750,don't,I,h,u-36-1
sw2283B-ms98-a-0038,194.342750,194.472750,know,I,h,u-36-1
sw2283B-ms98-a-0038,194.472750,194.608875,there,B,%,u-36-2
sw2283B-ms98-a-0038,194.608875,194.838625,was,I,%,u-36-2
sw2283B-ms98-a-0038,194.838625,195.110250,well,B,sd,u-36-3
sw2283B-ms98-a-0038,195.530875,195.772750,whatever,I,sd,u-36-3
sw2283B-ms98-a-0038,195.772750,195.903125,it,I,sd,u-36-3
sw2283B-ms98-a-0038,195.903125,196.201875,was,I,sd,u-36-3
sw2283B-ms98-a-0038,196.201875,196.394000,i-,I,sd,u-36-3
sw2283B-ms98-a-0038,196.394000,196.664875,i,I,sd,u-36-3
sw2283B-ms98-a-0038,196.664875,196.772750,c[ouldn't]-,I,sd,u-36-3
sw2283B-ms98-a-0038,196.772750,196.882750,there,I,sd,u-36-3
sw2283B-ms98-a-0038,196.882750,197.002750,was,I,sd,u-36-3
sw2283B-ms98-a-0038,197.002750,197.052750,a,I,sd,u-36-3
sw2283B-ms98-a-0038,197.052750,197.342750,second,I,sd,u-36-3
sw2283B-ms98-a-0038,197.342750,197.462750,there,I,sd,u-36-3
sw2283B-ms98-a-0038,197.462750,197.512750,i,B,sd,u-36-4
sw2283B-ms98-a-0038,197.512750,197.712750,couldn't,I,sd,u-36-4
sw2283B-ms98-a-0038,197.712750,197.842750,even,I,sd,u-36-4
sw2283B-ms98-a-0038,197.842750,197.982750,hear,I,sd,u-36-4
sw2283B-ms98-a-0038,197.982750,198.102750,what,I,sd,u-36-4
sw2283B-ms98-a-0038,198.102750,198.212750,you,I,sd,u-36-4
sw2283B-ms98-a-0038,198.212750,198.292750,were,I,sd,u-36-4
sw2283B-ms98-a-0038,198.292750,198.632750,saying,I,sd,u-36-4
sw2283B-ms98-a-0038,198.632750,198.777500,but,B,%,u-36-5
sw2283B-ms98-a-0038,199.252500,199.762750,um,I,%,u-36-5
sw2283B-ms98-a-0040,202.016000,202.420625,yeah,B,b,u-38-1
sw2283B-ms98-a-0040,202.808625,203.038875,i,B,sd,u-38-2
sw2283B-ms98-a-0040,203.038875,203.488875,guess,I,sd,u-38-2
sw2283B-ms98-a-0040,203.488875,203.578875,i,I,sd,u-38-2
sw2283B-ms98-a-0040,203.578875,203.738875,was,I,sd,u-38-2
sw2283B-ms98-a-0040,203.738875,203.978875,having,I,sd,u-38-2
sw2283B-ms98-a-0040,203.978875,204.008875,a,I,sd,u-38-2
sw2283B-ms98-a-0040,204.008875,204.258875,hard,I,sd,u-38-2
sw2283B-ms98-a-0040,204.258875,204.528875,time,I,sd,u-38-2
sw2283B-ms98-a-0040,204.528875,204.678875,there,I,sd,u-38-2
sw2283B-ms98-a-0040,204.678875,204.878875,too,I,sd,u-38-2
sw2283B-ms98-a-0040,204.878875,205.058000,i,B,sv,u-38-3
sw2283B-ms98-a-0040,205.058000,205.218875,thought,I,sv,u-38-3
sw2283B-ms98-a-0040,205.718875,205.798875,it,I,sv,u-38-3
sw2283B-ms98-a-0040,205.798875,206.198875,sounded,I,sv,u-38-3
sw2283B-ms98-a-0040,206.198875,206.638875,well,B,sv^t,u-38-4
sw2283B-ms98-a-0041,207.119125,207.379125,guess,I,sv^t,u-38-4
sw2283B-ms98-a-0041,207.379125,207.469125,we,I,sv^t,u-38-4
sw2283B-ms98-a-0041,207.469125,207.729125,better,I,sv^t,u-38-4
sw2283B-ms98-a-0041,207.729125,208.099125,stick,I,sv^t,u-38-4
sw2283B-ms98-a-0041,208.099125,208.249125,to,I,sv^t,u-38-4
sw2283B-ms98-a-0041,208.249125,208.309125,the,I,sv^t,u-38-4
sw2283B-ms98-a-0041,208.309125,208.789125,subject,I,sv^t,u-38-4
sw2283B-ms98-a-0041,208.789125,208.899125,for,B,+,u-40-1
sw2283B-ms98-a-0041,208.899125,208.989125,the,I,+,u-40-1
sw2283B-ms98-a-0041,208.989125,209.429125,benefit,I,+,u-40-1
sw2283B-ms98-a-0041,209.429125,209.509125,of,I,+,u-40-1
sw2283B-ms98-a-0041,209.509125,209.579125,the,I,+,u-40-1
sw2283B-ms98-a-0041,209.579125,210.109125,people,I,+,u-40-1
sw2283B-ms98-a-0041,210.109125,210.279750,uh,I,+,u-40-1
sw2283B-ms98-a-0041,210.859750,211.149125,uh,I,+,u-40-1
sw2283B-ms98-a-0041,211.149125,211.549125,doing,I,+,u-40-1
sw2283B-ms98-a-0041,211.549125,211.809125,this,I,+,u-40-1
sw2283B-ms98-a-0041,211.809125,212.209125,work,I,+,u-40-1
sw2283B-ms98-a-0041,212.589125,212.789125,but,B,%,u-40-2
sw2283B-ms98-a-0041,212.789125,213.163875,um,I,%,u-40-2
sw2283B-ms98-a-0042,214.145125,214.575125,yeah,B,%,u-40-3
sw2283B-ms98-a-0042,214.575125,214.665125,i,B,sv,u-40-4
sw2283B-ms98-a-0042,214.665125,214.785125,mean,I,sv,u-40-4
sw2283B-ms98-a-0042,214.785125,215.015125,that's,I,sv,u-40-4
sw2283B-ms98-a-0042,215.015125,215.065125,a,I,sv,u-40-4
sw2283B-ms98-a-0042,215.065125,215.319875,uh,I,sv,u-40-4
sw2283B-ms98-a-0042,215.662625,216.025125,heck,I,sv,u-40-4
sw2283B-ms98-a-0042,216.025125,216.115125,of,I,sv,u-40-4
sw2283B-ms98-a-0042,216.115125,216.195125,a,I,sv,u-40-4
sw2283B-ms98-a-0042,216.195125,216.505125,plot,O,,
sw2283B-ms98-a-0042,216.505125,216.575125,you,B,sv,u-40-5
sw2283B-ms98-a-0042,216.575125,216.765125,must,I,sv,u-40-5
sw2283B-ms98-a-0042,216.765125,217.045125,have,I,sv,u-40-5
sw2283B-ms98-a-0042,217.045125,217.435125,uh,I,sv,u-40-5
sw2283B-ms98-a-0042,217.435125,217.648000,a,I,sv,u-40-5
sw2283B-ms98-a-0042,217.648000,217.915125,lot,I,sv,u-40-5
sw2283B-ms98-a-0042,217.915125,218.055125,of,I,sv,u-40-5
sw2283B-ms98-a-0042,218.055125,218.395125,different,I,sv,u-40-5
sw2283B-ms98-a-0042,218.395125,218.675125,stuff,I,sv,u-40-5
sw2283B-ms98-a-0042,218.675125,218.805125,you,I,sv,u-40-5
sw2283B-ms98-a-0042,218.805125,218.935125,get,I,sv,u-40-5
sw2283B-ms98-a-0042,218.935125,219.095125,out,I,sv,u-40-5
sw2283B-ms98-a-0042,219.095125,219.175125,of,I,sv,u-40-5
