sw3234B-ms98-a-0003,5.145000,5.702125,oh,B,b,u-2-1
sw3234B-ms98-a-0015,70.844500,70.964500,one,I,sd,u-12-2
sw3234B-ms98-a-0015,71.114500,71.244500,is,I,sd,u-12-2
sw3234B-ms98-a-0015,71.244500,71.724500,probably,I,sd,u-12-2
sw3234B-ms98-a-0015,71.724500,71.804500,the,I,sd,u-12-2
sw3234B-ms98-a-0015,71.804500,72.184500,best,I,sd,u-12-2
sw3234B-ms98-a-0015,72.184500,72.404500,one,I,sd,u-12-2
sw3234B-ms98-a-0015,72.404500,72.504500,that,I,sd,u-12-2
sw3234B-ms98-a-0015,72.504500,72.664500,we,I,sd,u-12-2
sw3234B-ms98-a-0015,72.664500,72.834500,have,I,sd,u-12-2
sw3234B-ms98-a-0015,72.834500,73.410250,had,I,sd,u-12-2
sw3234B-ms98-a-0016,74.383875,74.814500,um,B,sd,u-12-3
sw3234B-ms98-a-0016,75.271500,75.425875,as,I,sd,u-12-3
sw3234B-ms98-a-0016,75.425875,75.517250,i,I,sd,u-12-3
sw3234B-ms98-a-0016,75.517250,75.714500,say,I,sd,u-12-3
sw3234B-ms98-a-0016,75.714500,75.824500,we,I,sd,u-12-3
sw3234B-ms98-a-0016,75.824500,76.014500,got,I,sd,u-12-3
sw3234B-ms98-a-0016,76.014500,76.094500,it,I,sd,u-12-3
sw3234B-ms98-a-0016,76.094500,76.224500,from,I,sd,u-12-3
sw3234B-ms98-a-0016,76.224500,76.294500,the,I,sd,u-12-3
sw3234B-ms98-a-0016,76.294500,76.704500,Humane,I,sd,u-12-3
sw3234B-ms98-a-0016,76.704500,77.390125,Society,I,sd,u-12-3
sw3234B-ms98-a-0016,78.026625,78.444500,and,B,sd,u-12-4
sw3234B-ms98-a-0016,78.444500,78.669000,uh,I,sd,u-12-4
sw3234B-ms98-a-0016,79.215125,79.324500,we,I,sd,u-12-4
sw3234B-ms98-a-0016,79.324500,79.514500,had,I,sd,u-12-4
sw3234B-ms98-a-0016,79.514500,79.904500,lost,I,sd,u-12-4
sw3234B-ms98-a-0016,79.904500,79.944500,a,I,sd,u-12-4
sw3234B-ms98-a-0016,79.944500,80.164500,pet,I,sd,u-12-4
sw3234B-ms98-a-0016,80.164500,80.284500,and,B,sd,u-12-5
sw3234B-ms98-a-0016,80.284500,80.404500,we,I,sd,u-12-5
sw3234B-ms98-a-0016,80.404500,80.684500,really,I,sd,u-12-5
sw3234B-ms98-a-0016,80.684500,80.924500,went,I,sd,u-12-5
sw3234B-ms98-a-0016,80.924500,81.154750,there,I,sd,u-12-5
sw3234B-ms98-a-0016,81.354250,81.744500,looking,I,sd,u-12-5
sw3234B-ms98-a-0016,81.744500,81.874500,for,I,sd,u-12-5
sw3234B-ms98-a-0016,81.874500,81.954500,the,I,sd,u-12-5
sw3234B-ms98-a-0016,81.954500,82.144500,one,I,sd,u-12-5
sw3234B-ms98-a-0016,82.144500,82.244500,that,I,sd,u-12-5
sw3234B-ms98-a-0016,82.244500,82.334500,we,I,sd,u-12-5
sw3234B-ms98-a-0016,82.334500,82.504500,had,I,sd,u-12-5
sw3234B-ms98-a-0016,82.504500,82.934500,lost,I,sd,u-12-5
sw3234B-ms98-a-0016,82.934500,83.054500,it,B,sd,u-12-6
sw3234B-ms98-a-0016,83.054500,83.244500,got,I,sd,u-12-6
sw3234B-ms98-a-0016,83.244500,83.434500,out,I,sd,u-12-6
sw3234B-ms98-a-0016,83.654500,83.874500,under,I,sd,u-12-6
sw3234B-ms98-a-0016,83.874500,83.984500,the,I,sd,u-12-6
sw3234B-ms98-a-0016,83.984500,84.374500,fence,I,sd,u-12-6
sw3234B-ms98-a-0016,84.374500,84.504500,while,I,sd,u-12-6
sw3234B-ms98-a-0016,84.504500,84.634500,we,I,sd,u-12-6
sw3234B-ms98-a-0016,84.634500,84.724500,were,I,sd,u-12-6
sw3234B-ms98-a-0016,84.724500,84.874500,on,I,sd,u-12-6
sw3234B-ms98-a-0016,84.874500,85.524500,vacation,I,sd,u-12-6
sw3234B-ms98-a-0016,85.524500,85.698000,and,B,sd,u-12-7
sw3234B-ms98-a-0017,86.641250,86.762250,we,I,sd,u-12-7
sw3234B-ms98-a-0017,86.762250,86.962250,just,I,sd,u-12-7
sw3234B-ms98-a-0017,86.962250,87.172250,looked,I,sd,u-12-7
sw3234B-ms98-a-0017,87.172250,87.322250,all,I,sd,u-12-7
sw3234B-ms98-a-0017,87.322250,87.522250,over,I,sd,u-12-7
sw3234B-ms98-a-0017,87.522250,87.742250,for,I,sd,u-12-7
sw3234B-ms98-a-0017,87.742250,87.802250,it,I,sd,u-12-7
sw3234B-ms98-a-0017,87.802250,87.892250,and,I,sd,u-12-7
sw3234B-ms98-a-0017,87.892250,88.142250,couldn't,I,sd,u-12-7
sw3234B-ms98-a-0017,88.142250,88.442250,find,I,sd,u-12-7
sw3234B-ms98-a-0017,88.442250,88.582250,it,I,sd,u-12-7
sw3234B-ms98-a-0017,88.582250,88.912250,but,B,sd,u-12-8
sw3234B-ms98-a-0017,88.912250,89.138125,uh,I,sd,u-12-8
sw3234B-ms98-a-0017,89.725750,89.862250,when,I,sd,u-12-8
sw3234B-ms98-a-0017,89.862250,90.002250,we,I,sd,u-12-8
sw3234B-ms98-a-0017,90.002250,90.352250,walked,I,sd,u-12-8
sw3234B-ms98-a-0017,90.352250,90.722250,in,I,sd,u-12-8
sw3234B-ms98-a-0017,90.722250,90.912250,to,I,sd,u-12-8
sw3234B-ms98-a-0017,90.912250,91.112250,the,I,sd,u-12-8
sw3234B-ms98-a-0018,91.980625,92.157125,to,I,sd,u-12-8
sw3234B-ms98-a-0018,92.157125,92.247125,the,I,sd,u-12-8
sw3234B-ms98-a-0018,92.247125,92.667125,Humane,I,sd,u-12-8
sw3234B-ms98-a-0018,92.667125,93.167125,Society,I,sd,u-12-8
sw3234B-ms98-a-0018,93.167125,93.407125,this,I,sd,u-12-8
sw3234B-ms98-a-0018,93.407125,93.607125,little,I,sd,u-12-8
sw3234B-ms98-a-0018,93.607125,93.897125,dog,I,sd,u-12-8
sw3234B-ms98-a-0018,93.897125,94.167125,was,I,sd,u-12-8
sw3234B-ms98-a-0018,94.167125,94.438250,uh,I,sd,u-12-8
sw3234B-ms98-a-0018,94.852500,95.007125,in,I,sd,u-12-8
sw3234B-ms98-a-0018,95.007125,95.117125,the,I,sd,u-12-8
sw3234B-ms98-a-0018,95.117125,95.839500,office,I,sd,u-12-8
sw3234B-ms98-a-0018,96.402250,96.657125,and,I,sd,u-12-8
sw3234B-ms98-a-0018,96.657125,96.807125,would,I,sd,u-12-8
sw3234B-ms98-a-0018,96.807125,96.977125,sit,I,sd,u-12-8
sw3234B-ms98-a-0018,96.977125,97.187125,up,I,sd,u-12-8
sw3234B-ms98-a-0018,97.187125,97.357125,and,I,sd,u-12-8
sw3234B-ms98-a-0018,97.357125,97.817125,beg,I,sd,u-12-8
sw3234B-ms98-a-0018,97.817125,98.017125,and,B,sd,u-12-9
sw3234B-ms98-a-0018,98.017125,98.257375,just,I,sd,u-12-9
sw3234B-ms98-a-0018,98.498500,98.829750,oh,I,sd,u-12-9
sw3234B-ms98-a-0018,99.025625,99.271375,he,I,sd,u-12-9
sw3234B-ms98-a-0018,99.271375,99.407125,was,I,sd,u-12-9
sw3234B-ms98-a-0018,99.407125,99.687125,so,I,sd,u-12-9
sw3234B-ms98-a-0018,99.687125,100.213875,cute,I,sd,u-12-9
sw3234B-ms98-a-0018,101.012375,101.247125,and,B,sd,u-12-10
sw3234B-ms98-a-0018,101.247125,101.307125,the,I,sd,u-12-10
sw3234B-ms98-a-0018,101.307125,101.617125,kids,I,sd,u-12-10
sw3234B-ms98-a-0018,101.617125,101.817125,just,I,sd,u-12-10
sw3234B-ms98-a-0018,101.817125,102.017125,fell,I,sd,u-12-10
sw3234B-ms98-a-0018,102.017125,102.077125,in,I,sd,u-12-10
sw3234B-ms98-a-0018,102.077125,102.267125,love,I,sd,u-12-10
sw3234B-ms98-a-0018,102.267125,102.397125,with,I,sd,u-12-10
sw3234B-ms98-a-0018,102.397125,102.527125,it,I,sd,u-12-10
sw3234B-ms98-a-0018,102.527125,102.647125,we,B,sd,u-12-11
sw3234B-ms98-a-0018,102.647125,102.867125,just,I,sd,u-12-11
sw3234B-ms98-a-0018,102.867125,103.147125,couldn't,I,sd,u-12-11
sw3234B-ms98-a-0018,103.147125,103.327125,leave,I,sd,u-12-11
sw3234B-ms98-a-0018,103.327125,103.747125,without,I,sd,u-12-11
sw3234B-ms98-a-0018,103.747125,103.898625,it,I,sd,u-12-11
sw3234B-ms98-a-0019,105.126875,105.307375,but,B,sd,u-12-12
sw3234B-ms98-a-0019,105.307375,105.604875,it's,I,sd,u-12-12
sw3234B-ms98-a-0019,105.876000,106.248375,um,I,sd,u-12-12
sw3234B-ms98-a-0019,106.670125,107.067375,whoever,I,sd,u-12-12
sw3234B-ms98-a-0019,107.067375,107.317375,had,I,sd,u-12-12
sw3234B-ms98-a-0019,107.317375,107.447375,it,I,sd,u-12-12
sw3234B-ms98-a-0019,107.447375,108.087375,before,I,sd,u-12-12
sw3234B-ms98-a-0019,108.087375,108.347375,must,I,sd,u-12-12
sw3234B-ms98-a-0019,108.347375,108.507375,have,I,sd,u-12-12
sw3234B-ms98-a-0019,108.507375,108.857375,trained,I,sd,u-12-12
sw3234B-ms98-a-0019,108.857375,108.967375,it,I,sd,u-12-12
sw3234B-ms98-a-0019,108.967375,109.157375,real,I,sd,u-12-12
sw3234B-ms98-a-0019,109.157375,109.482375,well,I,sd,u-12-12
sw3234B-ms98-a-0020,110.353375,110.530250,because,I,sd,u-12-12
sw3234B-ms98-a-0020,110.530250,110.708000,it's,I,sd,u-12-12
sw3234B-ms98-a-0020,110.708000,111.046875,just,I,sd,u-12-12
sw3234B-ms98-a-0020,111.171125,111.301625,you,I,sd,u-12-12
sw3234B-ms98-a-0020,111.301625,111.485875,know,I,sd,u-12-12
sw3234B-ms98-a-0020,111.485875,111.806125,it's,I,sd,u-12-12
sw3234B-ms98-a-0020,111.806125,112.088625,uh,I,sd,u-12-12
sw3234B-ms98-a-0020,112.088625,112.241625,a,I,sd,u-12-12
sw3234B-ms98-a-0020,112.241625,112.461625,good,I,sd,u-12-12
sw3234B-ms98-a-0020,112.461625,112.791625,house,I,sd,u-12-12
sw3234B-ms98-a-0020,112.791625,113.249125,dog,I,sd,u-12-12
sw3234B-ms98-a-0021,114.045000,114.215000,i've,B,sd,u-12-13
sw3234B-ms98-a-0021,114.215000,114.455000,never,I,sd,u-12-13
sw3234B-ms98-a-0021,114.455000,114.685000,had,I,sd,u-12-13
sw3234B-ms98-a-0021,114.685000,114.845000,one,I,sd,u-12-13
sw3234B-ms98-a-0021,114.845000,114.935000,that,I,sd,u-12-13
sw3234B-ms98-a-0021,114.935000,115.051625,i,I,sd,u-12-13
sw3234B-ms98-a-0021,115.051625,115.185000,could,I,sd,u-12-13
sw3234B-ms98-a-0021,115.185000,115.425000,keep,I,sd,u-12-13
sw3234B-ms98-a-0021,115.425000,115.495000,in,I,sd,u-12-13
sw3234B-ms98-a-0021,115.495000,115.575000,the,I,sd,u-12-13
sw3234B-ms98-a-0021,115.575000,115.924250,house,I,sd,u-12-13
sw3234B-ms98-a-0021,115.924250,116.474125,before,I,sd,u-12-13
sw3234B-ms98-a-0021,116.474125,116.655000,and,I,sd,u-12-13
sw3234B-ms98-a-0021,116.655000,117.165000,tolerate,I,sd,u-12-13
sw3234B-ms98-a-0021,117.165000,117.335000,it,I,sd,u-12-13
sw3234B-ms98-a-0021,117.335000,117.813500,[laughter],O,,
sw3234B-ms98-a-0023,125.065875,125.455875,uh-huh,B,b,u-14-1
sw3234B-ms98-a-0025,131.941750,132.312375,um-hum,B,b,u-16-1
sw3234B-ms98-a-0027,142.344250,142.524250,it's,B,sv,u-18-1
sw3234B-ms98-a-0027,142.524250,142.714250,hard,I,sv,u-18-1
sw3234B-ms98-a-0027,142.714250,142.804250,to,I,sv,u-18-1
sw3234B-ms98-a-0027,142.804250,142.984250,do,I,sv,u-18-1
sw3234B-ms98-a-0027,142.984250,143.214250,that,I,sv,u-18-1
sw3234B-ms98-a-0027,143.214250,143.374250,when,I,sv,u-18-1
sw3234B-ms98-a-0027,143.374250,143.484250,you're,I,sv,u-18-1
sw3234B-ms98-a-0027,143.484250,143.714250,not,I,sv,u-18-1
sw3234B-ms98-a-0027,143.714250,143.894250,there,I,sv,u-18-1
sw3234B-ms98-a-0027,143.894250,144.655000,constantly,I,sv,u-18-1
sw3234B-ms98-a-0029,153.796875,154.154500,hm,B,%,u-20-1
sw3234B-ms98-a-0031,159.519625,160.062750,oh,B,b,u-22-1
sw3234B-ms98-a-0033,170.194000,170.629000,hm,B,%,u-24-1
sw3234B-ms98-a-0035,172.680875,173.520875,oh,B,b,u-26-1
sw3234B-ms98-a-0037,178.240250,178.524750,about,B,sd,u-28-1
sw3234B-ms98-a-0037,178.524750,178.612250,the,I,sd,u-28-1
sw3234B-ms98-a-0037,178.612250,178.807250,only,I,sd,u-28-1
sw3234B-ms98-a-0037,178.807250,179.087250,time,I,sd,u-28-1
sw3234B-ms98-a-0037,179.087250,179.207250,we,I,sd,u-28-1
sw3234B-ms98-a-0037,179.207250,179.486125,have,I,sd,u-28-1
sw3234B-ms98-a-0037,179.806250,180.085000,well,B,h,u-28-2
sw3234B-ms98-a-0037,180.243250,180.329875,i,I,h,u-28-2
sw3234B-ms98-a-0037,180.329875,180.597250,shouldn't,I,h,u-28-2
sw3234B-ms98-a-0037,180.597250,180.747250,say,I,h,u-28-2
sw3234B-ms98-a-0037,180.747250,180.837250,the,I,h,u-28-2
sw3234B-ms98-a-0037,180.837250,181.067250,only,I,h,u-28-2
sw3234B-ms98-a-0037,181.067250,181.327250,time,I,h,u-28-2
sw3234B-ms98-a-0037,181.327250,181.437250,but,B,sd,u-28-3
sw3234B-ms98-a-0037,181.437250,181.727250,most,I,sd,u-28-3
sw3234B-ms98-a-0037,181.727250,181.797250,of,I,sd,u-28-3
sw3234B-ms98-a-0037,181.797250,181.857250,the,I,sd,u-28-3
sw3234B-ms98-a-0037,181.857250,182.147250,time,I,sd,u-28-3
sw3234B-ms98-a-0037,182.147250,182.277250,when,I,sd,u-28-3
sw3234B-ms98-a-0037,182.277250,182.387250,we,I,sd,u-28-3
sw3234B-ms98-a-0037,182.387250,182.567250,have,I,sd,u-28-3
sw3234B-ms98-a-0037,182.567250,183.027250,problems,I,sd,u-28-3
sw3234B-ms98-a-0037,183.027250,183.197250,with,I,sd,u-28-3
sw3234B-ms98-a-0037,183.197250,183.607250,restroom,I,sd,u-28-3
sw3234B-ms98-a-0037,183.607250,183.845125,is,I,sd,u-28-3
sw3234B-ms98-a-0037,184.037250,184.187250,in,I,sd,u-28-3
sw3234B-ms98-a-0037,184.187250,184.247250,the,I,sd,u-28-3
sw3234B-ms98-a-0037,184.247250,184.749375,night,I,sd,u-28-3
sw3234B-ms98-a-0038,186.294625,186.682000,and,B,sd,u-28-4
sw3234B-ms98-a-0038,186.682000,186.919250,uh,I,sd,u-28-4
sw3234B-ms98-a-0038,187.480500,187.669375,she,I,sd,u-28-4
sw3234B-ms98-a-0038,187.669375,187.979375,usually,I,sd,u-28-4
sw3234B-ms98-a-0038,187.979375,188.269375,stays,I,sd,u-28-4
sw3234B-ms98-a-0038,188.269375,188.599375,inside,I,sd,u-28-4
sw3234B-ms98-a-0038,188.599375,188.679375,at,I,sd,u-28-4
sw3234B-ms98-a-0038,188.679375,188.859375,night,I,sd,u-28-4
sw3234B-ms98-a-0038,188.859375,188.949375,we,B,sd,u-28-5
sw3234B-ms98-a-0038,188.949375,189.202375,try,I,sd,u-28-5
sw3234B-ms98-a-0038,189.202375,189.279375,to,I,sd,u-28-5
sw3234B-ms98-a-0038,189.279375,189.509375,take,I,sd,u-28-5
sw3234B-ms98-a-0038,189.509375,189.629375,her,I,sd,u-28-5
sw3234B-ms98-a-0038,189.629375,189.829375,out,I,sd,u-28-5
sw3234B-ms98-a-0038,189.829375,190.029375,right,I,sd,u-28-5
sw3234B-ms98-a-0038,190.029375,190.551500,before,I,sd,u-28-5
sw3234B-ms98-a-0038,191.052500,191.129375,we,I,sd,u-28-5
sw3234B-ms98-a-0038,191.129375,191.299375,go,I,sd,u-28-5
sw3234B-ms98-a-0038,191.299375,191.369375,to,I,sd,u-28-5
sw3234B-ms98-a-0038,191.369375,191.883625,sleep,I,sd,u-28-5
sw3234B-ms98-a-0039,192.746500,193.095375,but,B,sd,u-28-6
sw3234B-ms98-a-0039,193.095375,193.234875,uh,I,sd,u-28-6
sw3234B-ms98-a-0039,193.634125,194.184500,sometimes,I,sd,u-28-6
sw3234B-ms98-a-0039,194.184500,194.316375,it,I,sd,u-28-6
sw3234B-ms98-a-0039,194.316375,194.568750,doesn't,I,sd,u-28-6
sw3234B-ms98-a-0039,194.568750,194.965375,work,I,sd,u-28-6
sw3234B-ms98-a-0039,194.965375,195.539375,[laughter],O,,
sw3234B-ms98-a-0041,215.873875,216.292750,um-hum,B,b,u-30-1
sw3234B-ms98-a-0043,222.051250,222.632000,oh,B,b,u-32-1
sw3234B-ms98-a-0045,228.651500,228.761750,what,B,ba,u-34-1
sw3234B-ms98-a-0045,228.761750,228.811750,a,I,ba,u-34-1
sw3234B-ms98-a-0045,228.811750,229.121750,cute,I,ba,u-34-1
sw3234B-ms98-a-0045,229.121750,229.741750,idea,I,ba,u-34-1
sw3234B-ms98-a-0047,234.789000,234.925375,well,B,sd,u-36-1
sw3234B-ms98-a-0047,234.925375,235.055375,we,I,sd,u-36-1
sw3234B-ms98-a-0047,235.055375,235.275375,got,I,sd,u-36-1
sw3234B-ms98-a-0047,235.275375,235.465375,one,I,sd,u-36-1
sw3234B-ms98-a-0047,235.465375,235.635375,one,I,sd,u-36-1
sw3234B-ms98-a-0047,235.635375,235.775375,year,I,sd,u-36-1
sw3234B-ms98-a-0047,235.775375,235.952250,for,I,sd,u-36-1
sw3234B-ms98-a-0047,235.952250,236.637750,Christmas,I,sd,u-36-1
sw3234B-ms98-a-0047,236.637750,237.042250,and,B,sd,u-36-2
sw3234B-ms98-a-0047,237.155375,237.492625,uh,I,sd,u-36-2
sw3234B-ms98-a-0047,237.955875,238.065375,i,I,sd,u-36-2
sw3234B-ms98-a-0047,238.065375,238.245375,had,I,sd,u-36-2
sw3234B-ms98-a-0047,238.245375,238.305375,a,I,sd,u-36-2
sw3234B-ms98-a-0047,238.305375,238.685375,baby,I,sd,u-36-2
sw3234B-ms98-a-0047,238.685375,238.755375,the,I,sd,u-36-2
sw3234B-ms98-a-0047,238.755375,239.095375,next,I,sd,u-36-2
sw3234B-ms98-a-0047,239.095375,239.455375,day,I,sd,u-36-2
sw3234B-ms98-a-0048,240.942125,241.362125,and,B,sd,u-38-1
sw3234B-ms98-a-0048,241.362125,241.812125,uh,I,sd,u-38-1
sw3234B-ms98-a-0049,242.669625,243.109625,so,I,sd,u-38-1
sw3234B-ms98-a-0049,243.109625,244.119625,[laughter],O,,
sw3234B-ms98-a-0049,244.119625,244.339625,that,B,+,u-40-1
sw3234B-ms98-a-0049,244.339625,244.509625,one,I,+,u-40-1
sw3234B-ms98-a-0049,244.509625,244.849625,wasn't,I,+,u-40-1
sw3234B-ms98-a-0049,244.849625,245.099625,really,I,+,u-40-1
sw3234B-ms98-a-0049,245.099625,245.329625,well,I,+,u-40-1
sw3234B-ms98-a-0049,245.329625,245.849625,trained,I,+,u-40-1
sw3234B-ms98-a-0049,245.849625,246.501375,[laughter],O,,
sw3234B-ms98-a-0050,247.781375,248.031375,oh,B,sd,u-42-1
sw3234B-ms98-a-0050,248.031375,248.139625,i,I,sd,u-42-1
sw3234B-ms98-a-0050,248.139625,248.331000,just,I,sd,u-42-1
sw3234B-ms98-a-0050,248.331000,248.561375,didn't,I,sd,u-42-1
sw3234B-ms98-a-0050,248.561375,248.711375,have,I,sd,u-42-1
sw3234B-ms98-a-0050,248.711375,249.091375,time,I,sd,u-42-1
sw3234B-ms98-a-0050,249.091375,249.348000,to,I,sd,u-42-1
sw3234B-ms98-a-0050,250.127625,250.321375,take,I,sd,u-42-1
sw3234B-ms98-a-0050,250.321375,250.541375,care,I,sd,u-42-1
sw3234B-ms98-a-0050,250.541375,250.631375,of,I,sd,u-42-1
sw3234B-ms98-a-0050,250.631375,251.021375,baby,I,sd,u-42-1
sw3234B-ms98-a-0050,251.021375,251.171375,and,I,sd,u-42-1
sw3234B-ms98-a-0050,251.171375,251.461375,train,I,sd,u-42-1
sw3234B-ms98-a-0050,251.461375,251.811375,puppy,I,sd,u-42-1
sw3234B-ms98-a-0050,251.811375,251.921375,at,I,sd,u-42-1
sw3234B-ms98-a-0050,251.921375,252.091375,the,I,sd,u-42-1
sw3234B-ms98-a-0050,252.091375,252.271375,same,I,sd,u-42-1
sw3234B-ms98-a-0050,252.271375,252.711375,time,I,sd,u-42-1
sw3234B-ms98-a-0050,252.821375,253.034250,so,B,%,u-42-2
sw3234B-ms98-a-0051,254.148625,254.387250,[vocalized-noise],O,,
sw3234B-ms98-a-0053,260.453250,260.938375,yeah,B,aa,u-44-1
sw3234B-ms98-a-0053,260.938375,261.130500,i,B,%,u-44-2
sw3234B-ms98-a-0053,261.130500,261.335750,thin[k]-,O,,
sw3234B-ms98-a-0053,261.335750,261.523250,it,B,sd,u-44-3
sw3234B-ms98-a-0053,261.523250,262.003250,was,I,sd,u-44-3
sw3234B-ms98-a-0053,262.003250,262.123250,it,B,sd,u-44-4
sw3234B-ms98-a-0053,262.123250,262.393250,really,I,sd,u-44-4
sw3234B-ms98-a-0053,262.393250,262.825250,was,I,sd,u-44-4
sw3234B-ms98-a-0053,263.318625,263.456000,The,B,sd,u-44-5
sw3234B-ms98-a-0053,263.456000,263.684750,older,I,sd,u-44-5
sw3234B-ms98-a-0053,263.684750,263.923250,kids,I,sd,u-44-5
sw3234B-ms98-a-0053,263.923250,264.063250,had,I,sd,u-44-5
sw3234B-ms98-a-0053,264.063250,264.363250,wanted,I,sd,u-44-5
sw3234B-ms98-a-0053,264.363250,264.583250,one,I,sd,u-44-5
sw3234B-ms98-a-0053,264.583250,264.803250,though,I,sd,u-44-5
sw3234B-ms98-a-0053,264.803250,264.974375,and,B,sd,u-44-6
sw3234B-ms98-a-0053,265.219250,265.373250,you,I,sd,u-44-6
sw3234B-ms98-a-0053,265.373250,265.483250,know,I,sd,u-44-6
sw3234B-ms98-a-0053,265.483250,265.603250,we,I,sd,u-44-6
sw3234B-ms98-a-0053,265.603250,265.853250,thought,I,sd,u-44-6
sw3234B-ms98-a-0053,265.853250,266.043250,well,I,sd,u-44-6
sw3234B-ms98-a-0053,266.043250,266.143250,that,I,sd,u-44-6
sw3234B-ms98-a-0053,266.143250,266.293250,would,I,sd,u-44-6
sw3234B-ms98-a-0053,266.293250,266.393250,be,I,sd,u-44-6
sw3234B-ms98-a-0053,266.393250,266.453250,a,I,sd,u-44-6
sw3234B-ms98-a-0053,266.453250,266.703250,fun,I,sd,u-44-6
sw3234B-ms98-a-0053,266.703250,267.092000,time,I,sd,u-44-6
sw3234B-ms98-a-0053,267.449750,267.593250,for,I,sd,u-44-6
sw3234B-ms98-a-0053,267.593250,267.763250,them,I,sd,u-44-6
sw3234B-ms98-a-0053,267.763250,267.833250,to,I,sd,u-44-6
sw3234B-ms98-a-0053,267.833250,268.103250,have,I,sd,u-44-6
sw3234B-ms98-a-0053,268.103250,268.203250,it,I,sd,u-44-6
sw3234B-ms98-a-0053,268.203250,268.303250,you,I,sd,u-44-6
sw3234B-ms98-a-0053,268.303250,268.453250,know,I,sd,u-44-6
sw3234B-ms98-a-0053,268.453250,268.603250,get,I,sd,u-44-6
sw3234B-ms98-a-0053,268.603250,268.673250,it,I,sd,u-44-6
sw3234B-ms98-a-0053,268.673250,268.753250,at,I,sd,u-44-6
sw3234B-ms98-a-0053,268.753250,269.153250,Christmas,I,sd,u-44-6
sw3234B-ms98-a-0053,269.153250,269.353250,time,I,sd,u-44-6
sw3234B-ms98-a-0053,269.353250,269.413250,it,B,sd,u-44-7
sw3234B-ms98-a-0053,269.413250,269.558250,was,I,sd,u-44-7
sw3234B-ms98-a-0053,269.558250,269.614750,a,I,sd,u-44-7
sw3234B-ms98-a-0053,269.614750,269.806625,little,I,sd,u-44-7
sw3234B-ms98-a-0053,269.806625,270.435125,Spitz,I,sd,u-44-7
sw3234B-ms98-a-0053,270.570625,270.777750,wi[th]-,I,sd,u-44-7
sw3234B-ms98-a-0053,270.777750,270.843250,a,I,sd,u-44-7
sw3234B-ms98-a-0053,270.843250,271.023750,little,I,sd,u-44-7
sw3234B-ms98-a-0053,271.117875,271.552750,white,I,sd,u-44-7
sw3234B-ms98-a-0054,272.519000,273.038250,fluffy,B,+,u-46-1
sw3234B-ms98-a-0054,273.038250,273.208250,and,I,+,u-46-1
sw3234B-ms98-a-0054,273.208250,273.318250,you,I,+,u-46-1
sw3234B-ms98-a-0054,273.318250,273.478250,know,I,+,u-46-1
sw3234B-ms98-a-0054,273.478250,273.708250,looked,I,+,u-46-1
sw3234B-ms98-a-0054,273.708250,273.888250,like,I,+,u-46-1
sw3234B-ms98-a-0054,273.888250,273.988250,it,I,+,u-46-1
sw3234B-ms98-a-0054,273.988250,274.248250,came,I,+,u-46-1
