sw2821A-ms98-a-0002,1.220000,1.517250,yes,B,ny,u-2-1
sw2821A-ms98-a-0027,91.260375,91.340375,to,I,sd,u-38-2
sw2821A-ms98-a-0027,91.340375,91.470375,go,I,sd,u-38-2
sw2821A-ms98-a-0027,91.470375,91.810375,somewhere,I,sd,u-38-2
sw2821A-ms98-a-0027,91.810375,91.970375,with,I,sd,u-38-2
sw2821A-ms98-a-0027,91.970375,92.030375,a,I,sd,u-38-2
sw2821A-ms98-a-0027,92.030375,92.240375,little,I,sd,u-38-2
sw2821A-ms98-a-0027,92.240375,92.810375,atmosphere,I,sd,u-38-2
sw2821A-ms98-a-0027,92.810375,92.900375,and,B,sd,u-38-3
sw2821A-ms98-a-0027,92.900375,92.980375,we,I,sd,u-38-3
sw2821A-ms98-a-0027,92.980375,93.360375,usually,I,sd,u-38-3
sw2821A-ms98-a-0027,93.360375,93.590375,head,I,sd,u-38-3
sw2821A-ms98-a-0027,93.590375,93.760375,on,I,sd,u-38-3
sw2821A-ms98-a-0027,93.760375,94.225250,down,I,sd,u-38-3
sw2821A-ms98-a-0027,94.549250,95.118500,um,I,sd,u-38-3
sw2821A-ms98-a-0027,95.777625,95.930375,oh,I,sd,u-38-3
sw2821A-ms98-a-0027,95.930375,96.260375,what's,I,sd,u-38-3
sw2821A-ms98-a-0027,96.260375,96.400375,the,I,sd,u-38-3
sw2821A-ms98-a-0027,96.400375,96.760375,freeway,I,sd,u-38-3
sw2821A-ms98-a-0027,96.760375,97.040375,down,I,sd,u-38-3
sw2821A-ms98-a-0027,97.040375,97.407375,here,I,sd,u-38-3
sw2821A-ms98-a-0028,98.824500,99.306875,yeah,B,ny,u-40-1
sw2821A-ms98-a-0028,99.777625,99.985750,and,B,sd,u-42-1
sw2821A-ms98-a-0028,99.985750,100.205750,there,I,sd,u-42-1
sw2821A-ms98-a-0028,100.205750,100.565000,are,I,sd,u-42-1
sw2821A-ms98-a-0028,100.565000,101.100500,um,I,sd,u-42-1
sw2821A-ms98-a-0028,101.522375,101.735750,all,I,sd,u-42-1
sw2821A-ms98-a-0028,101.735750,102.095750,along,I,sd,u-42-1
sw2821A-ms98-a-0028,102.095750,102.551875,that,I,sd,u-42-1
sw2821A-ms98-a-0028,103.113000,103.305750,that,I,sd,u-42-1
sw2821A-ms98-a-0028,103.305750,103.705750,freeway,I,sd,u-42-1
sw2821A-ms98-a-0028,103.705750,103.965750,there,I,sd,u-42-1
sw2821A-ms98-a-0028,103.965750,104.206625,are,I,sd,u-42-1
sw2821A-ms98-a-0028,104.681250,104.845750,are,O,,
sw2821A-ms98-a-0028,104.845750,105.415750,restaurants,O,,
sw2821A-ms98-a-0028,105.415750,105.595750,but,B,sd,u-42-2
sw2821A-ms98-a-0028,105.595750,105.735750,one,I,sd,u-42-2
sw2821A-ms98-a-0028,105.735750,105.835750,of,I,sd,u-42-2
sw2821A-ms98-a-0028,105.835750,105.995750,our,I,sd,u-42-2
sw2821A-ms98-a-0028,105.995750,106.515750,favorites,I,sd,u-42-2
sw2821A-ms98-a-0028,106.515750,106.844250,is,I,sd,u-42-2
sw2821A-ms98-a-0028,107.329250,108.321750,Pappasito's,I,sd,u-42-2
sw2821A-ms98-a-0029,109.342500,109.560500,no,B,b,u-44-1
sw2821A-ms98-a-0029,109.560500,109.700500,we,B,sd,u-44-2
sw2821A-ms98-a-0029,109.700500,109.950500,love,I,sd,u-44-2
sw2821A-ms98-a-0029,109.950500,110.060500,to,I,sd,u-44-2
sw2821A-ms98-a-0029,110.060500,110.234625,go,I,sd,u-44-2
sw2821A-ms98-a-0029,110.407875,110.535875,there,I,sd,u-44-2
sw2821A-ms98-a-0029,110.686500,111.280125,yeah,O,,
sw2821A-ms98-a-0031,113.343125,113.569625,you,B,sd,u-46-1
sw2821A-ms98-a-0031,113.569625,113.739625,know,I,sd,u-46-1
sw2821A-ms98-a-0031,113.739625,113.959625,it,I,sd,u-46-1
sw2821A-ms98-a-0031,113.959625,114.219625,always,I,sd,u-46-1
sw2821A-ms98-a-0031,114.219625,114.549625,kills,I,sd,u-46-1
sw2821A-ms98-a-0031,114.549625,114.679625,me,I,sd,u-46-1
sw2821A-ms98-a-0031,114.679625,115.046250,because_1,I,sd,u-46-1
sw2821A-ms98-a-0031,115.171250,115.333125,i,I,sd,u-46-1
sw2821A-ms98-a-0031,115.333125,115.599625,don't,I,sd,u-46-1
sw2821A-ms98-a-0031,115.599625,116.187250,like,I,sd,u-46-1
sw2821A-ms98-a-0031,116.582750,117.212750,the,I,sd,u-46-1
sw2821A-ms98-a-0031,117.807875,117.909625,the,I,sd,u-46-1
sw2821A-ms98-a-0031,117.909625,118.729625,decorations,I,sd,u-46-1
sw2821A-ms98-a-0031,118.729625,118.859625,so,I,sd,u-46-1
sw2821A-ms98-a-0031,118.859625,119.119625,much,I,sd,u-46-1
sw2821A-ms98-a-0031,119.119625,119.339625,it's,B,%,u-46-2
sw2821A-ms98-a-0031,119.339625,119.888000,too,I,%,u-46-2
sw2821A-ms98-a-0033,121.547125,123.723375,[laughter-yeah],O,,
sw2821A-ms98-a-0033,123.723375,123.871625,but,B,sd,u-50-1
sw2821A-ms98-a-0033,123.871625,124.101375,i,I,sd,u-50-1
sw2821A-ms98-a-0033,124.101375,124.331375,love,I,sd,u-50-1
sw2821A-ms98-a-0033,124.331375,124.514375,the,I,sd,u-50-1
sw2821A-ms98-a-0033,124.631125,125.258500,food,I,sd,u-50-1
sw2821A-ms98-a-0033,125.258500,125.341375,i,I,sd,u-50-1
sw2821A-ms98-a-0033,125.341375,125.611375,love,I,sd,u-50-1
sw2821A-ms98-a-0033,125.611375,125.701375,the,I,sd,u-50-1
sw2821A-ms98-a-0033,125.701375,126.171375,food,I,sd,u-50-1
sw2821A-ms98-a-0033,126.171375,126.388500,they,O,,
sw2821A-ms98-a-0033,126.388500,126.661375,just,O,,
sw2821A-ms98-a-0033,126.661375,126.805750,are,O,,
sw2821A-ms98-a-0033,126.805750,127.335875,great,B,sv,u-52-1
sw2821A-ms98-a-0035,135.593000,135.836500,yeah,B,ny,u-54-1
sw2821A-ms98-a-0035,136.029625,136.395250,um-hum,B,ny,u-54-2
sw2821A-ms98-a-0037,138.843625,139.596375,yeah,B,b,u-56-1
sw2821A-ms98-a-0037,140.082375,140.466250,uh-huh,B,b,u-58-1
sw2821A-ms98-a-0037,141.061375,141.171375,i,B,sd,u-58-2
sw2821A-ms98-a-0037,141.171375,141.361375,like,I,sd,u-58-2
sw2821A-ms98-a-0037,141.361375,141.471375,to,I,sd,u-58-2
sw2821A-ms98-a-0037,141.471375,141.741375,get,I,sd,u-58-2
sw2821A-ms98-a-0037,141.741375,142.043000,uh,I,sd,u-58-2
sw2821A-ms98-a-0037,142.186125,142.563625,uh,I,sd,u-58-2
sw2821A-ms98-a-0037,142.691375,142.804375,a,B,sd,u-58-3
sw2821A-ms98-a-0037,142.804375,143.489875,shrimp,I,sd,u-58-3
sw2821A-ms98-a-0037,143.877875,144.040875,uh,I,sd,u-58-3
sw2821A-ms98-a-0037,144.040875,144.211375,it's,I,sd,u-58-3
sw2821A-ms98-a-0037,144.211375,144.281375,a,I,sd,u-58-3
sw2821A-ms98-a-0037,144.281375,144.788500,shrimp,I,sd,u-58-3
sw2821A-ms98-a-0037,144.788500,145.281750,dish,I,sd,u-58-3
sw2821A-ms98-a-0037,145.635750,145.811375,and,B,sd,u-60-1
sw2821A-ms98-a-0037,145.811375,145.881375,i,I,sd,u-60-1
sw2821A-ms98-a-0037,145.881375,146.041375,don't,I,sd,u-60-1
sw2821A-ms98-a-0037,146.041375,146.381375,remember,I,sd,u-60-1
sw2821A-ms98-a-0037,146.381375,146.511375,the,I,sd,u-60-1
sw2821A-ms98-a-0037,146.511375,146.801375,name,I,sd,u-60-1
sw2821A-ms98-a-0037,146.801375,146.971375,of,I,sd,u-60-1
sw2821A-ms98-a-0037,146.971375,147.171500,it,I,sd,u-60-1
sw2821A-ms98-a-0037,147.382375,147.671375,but,B,sd,u-62-1
sw2821A-ms98-a-0037,147.671375,147.981375,it's,I,sd,u-62-1
sw2821A-ms98-a-0037,147.981375,148.241375,rolled,I,sd,u-62-1
sw2821A-ms98-a-0037,148.241375,148.441375,up,I,sd,u-62-1
sw2821A-ms98-a-0037,148.441375,148.838875,into,I,sd,u-62-1
sw2821A-ms98-a-0037,149.057250,149.471375,into,I,sd,u-62-1
sw2821A-ms98-a-0037,149.471375,149.921375,something,I,sd,u-62-1
sw2821A-ms98-a-0037,149.921375,150.101375,and,B,sd,u-62-2
sw2821A-ms98-a-0037,150.101375,150.204500,i[t]-,I,sd,u-62-2
sw2821A-ms98-a-0037,150.204500,150.371375,oh,I,sd,u-62-2
sw2821A-ms98-a-0037,150.371375,150.701375,it's,I,sd,u-62-2
sw2821A-ms98-a-0037,150.701375,150.961375,really,I,sd,u-62-2
sw2821A-ms98-a-0037,150.961375,151.368875,good,I,sd,u-62-2
sw2821A-ms98-a-0037,151.489375,151.811375,that's,O,,
sw2821A-ms98-a-0037,151.811375,152.106375,good,O,,
sw2821A-ms98-a-0038,153.349500,153.669500,yeah,B,aa,u-64-1
sw2821A-ms98-a-0038,153.669500,153.929500,they,B,ba,u-64-2
sw2821A-ms98-a-0038,153.929500,154.303750,really,I,ba,u-64-2
sw2821A-ms98-a-0038,154.303750,154.805000,good,I,ba,u-64-2
sw2821A-ms98-a-0040,160.644125,160.992500,yeah,B,b,u-66-1
sw2821A-ms98-a-0040,161.229375,161.533375,yeah,B,b^r,u-66-2
sw2821A-ms98-a-0042,165.160375,165.493125,yeah,B,b,u-68-1
sw2821A-ms98-a-0044,177.828125,178.211000,um-hum,B,b,u-70-1
sw2821A-ms98-a-0045,179.571625,179.814500,yeah,B,b,u-72-1
sw2821A-ms98-a-0045,179.814500,179.961125,um,O,,
sw2821A-ms98-a-0047,181.558750,182.014750,yeah,B,b,u-74-1
sw2821A-ms98-a-0047,182.208000,182.428750,it's,B,sd,u-74-2
sw2821A-ms98-a-0047,182.428750,182.648750,very,I,sd,u-74-2
sw2821A-ms98-a-0047,182.648750,183.403125,expensive,I,sd,u-74-2
sw2821A-ms98-a-0049,186.596875,187.179000,[laughter-yeah],O,,
sw2821A-ms98-a-0049,187.179000,188.423625,[laughter-yeah],O,,
sw2821A-ms98-a-0049,188.843875,189.155500,that's,O,,
sw2821A-ms98-a-0049,189.155500,189.499000,true,O,,
sw2821A-ms98-a-0050,190.479125,191.264000,[laughter],O,,
sw2821A-ms98-a-0051,191.857625,192.411625,sometimes,B,qy^t,u-78-1
sw2821A-ms98-a-0051,192.411625,192.561625,it's,I,qy^t,u-78-1
sw2821A-ms98-a-0051,192.561625,192.881625,hard,I,qy^t,u-78-1
sw2821A-ms98-a-0051,192.881625,193.111625,isn't,I,qy^t,u-78-1
sw2821A-ms98-a-0051,193.111625,193.191625,it,I,qy^t,u-78-1
sw2821A-ms98-a-0051,193.191625,193.271625,to,I,qy^t,u-78-1
sw2821A-ms98-a-0051,193.271625,193.528000,keep,I,qy^t,u-78-1
sw2821A-ms98-a-0051,193.528000,193.694000,a,I,qy^t,u-78-1
sw2821A-ms98-a-0052,195.109375,195.336625,no,B,o,u-80-1
sw2821A-ms98-a-0052,195.336625,195.922250,sometimes,B,sd,u-80-2
sw2821A-ms98-a-0052,195.922250,196.266625,Mark,I,sd,u-80-2
sw2821A-ms98-a-0052,196.266625,196.406625,and,I,sd,u-80-2
sw2821A-ms98-a-0052,196.406625,196.695875,i,I,sd,u-80-2
sw2821A-ms98-a-0052,196.854125,197.046625,that's,I,sd,u-80-2
sw2821A-ms98-a-0052,197.046625,197.136625,my,I,sd,u-80-2
sw2821A-ms98-a-0052,197.136625,197.426625,husband,I,sd,u-80-2
sw2821A-ms98-a-0052,197.426625,197.595000,Mark,I,sd,u-80-2
sw2821A-ms98-a-0052,197.885125,198.250625,uh,B,+,u-82-1
sw2821A-ms98-a-0052,198.427625,199.129250,go,I,+,u-82-1
sw2821A-ms98-a-0052,199.257250,199.546625,to,I,+,u-82-1
sw2821A-ms98-a-0052,199.546625,199.666625,the,I,+,u-82-1
sw2821A-ms98-a-0052,199.666625,200.086625,August,I,+,u-82-1
sw2821A-ms98-a-0052,200.086625,200.426625,Moon,I,+,u-82-1
sw2821A-ms98-a-0052,200.426625,200.656625,which,I,+,u-82-1
sw2821A-ms98-a-0052,200.656625,200.776625,is,I,+,u-82-1
sw2821A-ms98-a-0052,200.776625,201.066625,down,I,+,u-82-1
sw2821A-ms98-a-0052,201.066625,201.427250,there,I,+,u-82-1
sw2821A-ms98-a-0052,201.427250,201.686625,it's,B,sd,u-82-2
sw2821A-ms98-a-0052,201.686625,201.836625,a,I,sd,u-82-2
sw2821A-ms98-a-0052,201.836625,202.661500,Chinese,I,sd,u-82-2
sw2821A-ms98-a-0052,202.910125,203.308125,uh,B,+,u-84-1
sw2821A-ms98-a-0052,203.541625,203.946625,restaurant,I,+,u-84-1
sw2821A-ms98-a-0052,203.946625,204.096625,with,I,+,u-84-1
sw2821A-ms98-a-0052,204.096625,204.206625,the,I,+,u-84-1
sw2821A-ms98-a-0052,204.206625,204.676625,lions,I,+,u-84-1
sw2821A-ms98-a-0052,204.676625,204.786625,in,I,+,u-84-1
sw2821A-ms98-a-0052,204.786625,204.928000,the,I,+,u-84-1
sw2821A-ms98-a-0052,204.928000,205.400625,front,I,+,u-84-1
sw2821A-ms98-a-0053,206.235250,206.603875,yeah,B,ny,u-86-1
sw2821A-ms98-a-0053,207.033250,207.558000,and,B,sv^e,u-86-2
sw2821A-ms98-a-0053,207.840500,208.045375,uh,O,,
sw2821A-ms98-a-0053,208.045375,208.327750,it's,B,+,u-88-1
sw2821A-ms98-a-0053,208.327750,208.607750,pretty,I,+,u-88-1
sw2821A-ms98-a-0053,208.607750,208.967750,good,I,+,u-88-1
sw2821A-ms98-a-0053,208.967750,209.077750,as,I,+,u-88-1
sw2821A-ms98-a-0053,209.077750,209.247750,far,I,+,u-88-1
sw2821A-ms98-a-0053,209.247750,209.367750,as,I,+,u-88-1
sw2821A-ms98-a-0053,209.367750,209.737750,Chinese,I,+,u-88-1
sw2821A-ms98-a-0053,209.737750,209.897750,food,O,,
sw2821A-ms98-a-0053,209.897750,210.147750,goes,O,,
sw2821A-ms98-a-0053,210.147750,210.427750,but,B,sd,u-88-2
sw2821A-ms98-a-0053,210.427750,210.545500,uh,I,sd,u-88-2
sw2821A-ms98-a-0053,210.726250,211.107750,Chinese,I,sd,u-88-2
sw2821A-ms98-a-0053,211.107750,211.257750,isn't,I,sd,u-88-2
sw2821A-ms98-a-0053,211.257750,211.367750,my,I,sd,u-88-2
sw2821A-ms98-a-0053,211.367750,211.907750,favorite,I,sd,u-88-2
sw2821A-ms98-a-0053,211.907750,212.417875,so,B,%,u-88-3
sw2821A-ms98-a-0054,213.619500,213.806125,but,B,sd,u-90-1
sw2821A-ms98-a-0054,213.806125,213.986125,he,I,sd,u-90-1
sw2821A-ms98-a-0054,213.986125,214.426125,likes,I,sd,u-90-1
sw2821A-ms98-a-0054,214.426125,214.626125,it,I,sd,u-90-1
sw2821A-ms98-a-0054,214.626125,214.876125,kind,I,sd,u-90-1
sw2821A-ms98-a-0054,214.876125,215.016125,of,I,sd,u-90-1
sw2821A-ms98-a-0054,215.016125,215.296125,so,B,sd,u-90-2
sw2821A-ms98-a-0054,215.296125,215.576125,he,I,sd,u-90-2
sw2821A-ms98-a-0054,215.576125,215.816125,says,I,sd,u-90-2
sw2821A-ms98-a-0054,215.816125,216.026125,that's,I,sd,u-90-2
sw2821A-ms98-a-0054,216.026125,216.096125,a,I,sd,u-90-2
sw2821A-ms98-a-0054,216.096125,216.256125,good,I,sd,u-90-2
sw2821A-ms98-a-0054,216.256125,216.566125,place,O,,
sw2821A-ms98-a-0054,216.566125,216.706125,now,B,sd,u-90-3
sw2821A-ms98-a-0054,216.706125,216.916125,me,I,sd,u-90-3
sw2821A-ms98-a-0054,216.916125,217.131500,i'm,I,sd,u-90-3
sw2821A-ms98-a-0054,217.278375,217.456125,i'm,I,sd,u-90-3
sw2821A-ms98-a-0054,217.456125,217.686125,like,I,sd,u-90-3
sw2821A-ms98-a-0054,217.686125,217.746125,i,I,sd,u-90-3
sw2821A-ms98-a-0054,217.746125,217.996125,said,I,sd,u-90-3
sw2821A-ms98-a-0054,217.996125,218.566125,seafood,I,sd,u-90-3
sw2821A-ms98-a-0054,218.566125,218.819625,i'm,I,sd,u-90-3
sw2821A-ms98-a-0054,219.139875,219.256125,i,B,sd,u-90-4
sw2821A-ms98-a-0054,219.256125,219.536125,like,I,sd,u-90-4
sw2821A-ms98-a-0054,219.536125,219.770500,that,I,sd,u-90-4
sw2821A-ms98-a-0055,220.882875,221.198625,uh,O,,
sw2821A-ms98-a-0057,227.299000,227.764125,um,B,%,u-94-1
sw2821A-ms98-a-0059,236.766125,237.453500,ooh,O,,
sw2821A-ms98-a-0061,240.380500,241.259250,[laughter],O,,
sw2821A-ms98-a-0063,243.191500,243.585125,uh-huh,B,b,u-100-1
sw2821A-ms98-a-0065,245.484125,245.876000,uh-huh,O,,
sw2821A-ms98-a-0067,248.151125,251.732000,[laughter],O,,
sw2821A-ms98-a-0069,253.298500,253.540125,is,B,bh,u-104-1
