sw4346B-ms98-a-0002,1.302125,1.522125,okay,B,b^m,u-2-1
sw4346B-ms98-a-0017,94.345625,94.725625,schools,I,sv,u-20-3
sw4346B-ms98-a-0017,94.725625,94.795625,i,I,sv,u-20-3
sw4346B-ms98-a-0017,94.795625,94.985625,think,I,sv,u-20-3
sw4346B-ms98-a-0017,94.985625,95.105625,was,I,sv,u-20-3
sw4346B-ms98-a-0017,95.105625,95.325625,pretty,I,sv,u-20-3
sw4346B-ms98-a-0017,95.325625,96.093750,substantial,I,sv,u-20-3
sw4346B-ms98-a-0017,96.644625,97.005625,and,B,sv,u-22-1
sw4346B-ms98-a-0017,97.178875,97.425625,uh,I,sv,u-22-1
sw4346B-ms98-a-0017,97.425625,97.555625,one,I,sv,u-22-1
sw4346B-ms98-a-0017,97.555625,97.615625,of,I,sv,u-22-1
sw4346B-ms98-a-0017,97.615625,97.675625,the,I,sv,u-22-1
sw4346B-ms98-a-0017,97.675625,97.885625,things,I,sv,u-22-1
sw4346B-ms98-a-0017,97.885625,97.975625,that,I,sv,u-22-1
sw4346B-ms98-a-0017,97.975625,98.365625,probably,I,sv,u-22-1
sw4346B-ms98-a-0017,98.365625,98.485625,would,I,sv,u-22-1
sw4346B-ms98-a-0017,98.485625,98.575625,have,I,sv,u-22-1
sw4346B-ms98-a-0017,98.575625,98.715625,been,I,sv,u-22-1
sw4346B-ms98-a-0017,98.715625,98.975625,better,I,sv,u-22-1
sw4346B-ms98-a-0017,98.975625,99.091750,if,I,sv,u-22-1
sw4346B-ms98-a-0017,99.321500,99.705625,is,I,sv,u-22-1
sw4346B-ms98-a-0017,99.705625,99.984625,if,I,sv,u-22-1
sw4346B-ms98-a-0017,100.391375,100.455625,the,I,sv,u-22-1
sw4346B-ms98-a-0017,100.455625,100.845625,entire,I,sv,u-22-1
sw4346B-ms98-a-0017,100.845625,101.295625,county,I,sv,u-22-1
sw4346B-ms98-a-0017,101.295625,101.565625,had,I,sv,u-22-1
sw4346B-ms98-a-0017,101.565625,101.884375,had,I,sv,u-22-1
sw4346B-ms98-a-0017,102.108500,102.383375,had,I,sv,u-22-1
sw4346B-ms98-a-0017,102.383375,102.645625,just,I,sv,u-22-1
sw4346B-ms98-a-0017,102.645625,102.815625,one,I,sv,u-22-1
sw4346B-ms98-a-0017,102.815625,103.125625,school,I,sv,u-22-1
sw4346B-ms98-a-0017,103.125625,103.505625,system,I,sv,u-22-1
sw4346B-ms98-a-0018,104.248500,104.558500,and,B,sv,u-24-1
sw4346B-ms98-a-0018,104.558500,104.708500,that,I,sv,u-24-1
sw4346B-ms98-a-0018,104.708500,104.838500,would,I,sv,u-24-1
sw4346B-ms98-a-0018,104.838500,105.428500,result,I,sv,u-24-1
sw4346B-ms98-a-0018,105.428500,105.710250,in,I,sv,u-24-1
sw4346B-ms98-a-0018,105.710250,105.834625,some,I,sv,u-24-1
sw4346B-ms98-a-0018,105.834625,106.248500,um,I,sv,u-24-1
sw4346B-ms98-a-0018,106.248500,106.528500,could,I,sv,u-24-1
sw4346B-ms98-a-0018,106.528500,106.848500,result,I,sv,u-24-1
sw4346B-ms98-a-0018,106.848500,106.908500,in,I,sv,u-24-1
sw4346B-ms98-a-0018,106.908500,107.068500,more,I,sv,u-24-1
sw4346B-ms98-a-0018,107.068500,107.448500,equitable,I,sv,u-24-1
sw4346B-ms98-a-0018,107.448500,108.078500,distribution,I,sv,u-24-1
sw4346B-ms98-a-0018,108.078500,108.138500,of,I,sv,u-24-1
sw4346B-ms98-a-0018,108.138500,108.418500,money,I,sv,u-24-1
sw4346B-ms98-a-0018,108.418500,108.718500,because,B,sv,u-24-2
sw4346B-ms98-a-0018,108.718500,108.898500,what,I,sv,u-24-2
sw4346B-ms98-a-0018,108.898500,108.988500,was,I,sv,u-24-2
sw4346B-ms98-a-0018,108.988500,109.288500,happening,I,sv,u-24-2
sw4346B-ms98-a-0018,109.288500,109.508500,was,I,sv,u-24-2
sw4346B-ms98-a-0018,109.508500,109.578500,you,I,sv,u-24-2
sw4346B-ms98-a-0018,109.578500,109.658500,know,I,sv,u-24-2
sw4346B-ms98-a-0018,109.658500,109.768500,all,I,sv,u-24-2
sw4346B-ms98-a-0018,109.768500,109.905875,the,I,sv,u-24-2
sw4346B-ms98-a-0018,110.253125,110.697625,very,I,sv,u-24-2
sw4346B-ms98-a-0018,110.697625,110.898500,rich,I,sv,u-24-2
sw4346B-ms98-a-0018,110.898500,111.268500,people,I,sv,u-24-2
sw4346B-ms98-a-0018,111.268500,111.398500,went,I,sv,u-24-2
sw4346B-ms98-a-0018,111.398500,111.618500,out,I,sv,u-24-2
sw4346B-ms98-a-0018,111.618500,111.738500,to,I,sv,u-24-2
sw4346B-ms98-a-0018,111.738500,111.929500,the,I,sv,u-24-2
sw4346B-ms98-a-0018,112.359625,112.468875,move,I,sv,u-24-2
sw4346B-ms98-a-0018,112.468875,112.658500,out,I,sv,u-24-2
sw4346B-ms98-a-0018,112.658500,112.728500,to,I,sv,u-24-2
sw4346B-ms98-a-0018,112.728500,112.818500,the,I,sv,u-24-2
sw4346B-ms98-a-0018,112.818500,113.349500,suburbs,I,sv,u-24-2
sw4346B-ms98-a-0019,113.918875,114.328875,and,B,sd,u-24-3
sw4346B-ms98-a-0019,114.738875,114.956250,the,I,sd,u-24-3
sw4346B-ms98-a-0019,115.347875,115.798875,city,I,sd,u-24-3
sw4346B-ms98-a-0019,115.798875,116.240125,had,I,sd,u-24-3
sw4346B-ms98-a-0019,116.447375,116.588875,a,I,sd,u-24-3
sw4346B-ms98-a-0019,116.588875,116.958875,very,I,sd,u-24-3
sw4346B-ms98-a-0019,116.958875,117.168875,low,I,sd,u-24-3
sw4346B-ms98-a-0019,117.168875,117.518875,tax,I,sd,u-24-3
sw4346B-ms98-a-0019,117.518875,117.969375,base,I,sd,u-24-3
sw4346B-ms98-a-0019,118.074750,118.318875,so,I,sd,u-24-3
sw4346B-ms98-a-0019,118.318875,118.458875,they,I,sd,u-24-3
sw4346B-ms98-a-0019,118.458875,118.658875,didn't,I,sd,u-24-3
sw4346B-ms98-a-0019,118.658875,118.758875,have,I,sd,u-24-3
sw4346B-ms98-a-0019,118.758875,118.798875,a,I,sd,u-24-3
sw4346B-ms98-a-0019,118.798875,118.938875,lot,I,sd,u-24-3
sw4346B-ms98-a-0019,118.938875,119.018875,of,B,+,u-26-1
sw4346B-ms98-a-0019,119.018875,119.238875,money,I,+,u-26-1
sw4346B-ms98-a-0019,119.238875,119.328875,to,I,+,u-26-1
sw4346B-ms98-a-0019,119.328875,119.548875,work,I,+,u-26-1
sw4346B-ms98-a-0019,119.548875,119.718875,with,I,+,u-26-1
sw4346B-ms98-a-0020,120.389500,120.689500,as,B,sv,u-26-2
sw4346B-ms98-a-0020,120.689500,120.759500,a,I,sv,u-26-2
sw4346B-ms98-a-0020,120.759500,120.989500,result,I,sv,u-26-2
sw4346B-ms98-a-0020,120.989500,121.059500,the,I,sv,u-26-2
sw4346B-ms98-a-0020,121.059500,121.486375,schools,I,sv,u-26-2
sw4346B-ms98-a-0020,121.486375,121.554125,were,I,sv,u-26-2
sw4346B-ms98-a-0020,121.554125,122.069500,rundown,I,sv,u-26-2
sw4346B-ms98-a-0020,122.069500,122.169500,there,B,sd,u-26-3
sw4346B-ms98-a-0020,122.169500,122.449500,wasn't,I,sd,u-26-3
sw4346B-ms98-a-0020,122.449500,122.549500,as,I,sd,u-26-3
sw4346B-ms98-a-0020,122.549500,123.512375,many,I,sd,u-26-3
sw4346B-ms98-a-0020,123.512375,123.606500,you,I,sd,u-26-3
sw4346B-ms98-a-0020,123.606500,123.859500,know,I,sd,u-26-3
sw4346B-ms98-a-0020,123.859500,124.049500,the,I,sd,u-26-3
sw4346B-ms98-a-0020,124.049500,124.339500,nice,I,sd,u-26-3
sw4346B-ms98-a-0020,124.339500,125.349500,supplies,I,sd,u-26-3
sw4346B-ms98-a-0020,125.349500,125.472875,in,I,sd,u-26-3
sw4346B-ms98-a-0020,125.472875,125.849625,science,I,sd,u-26-3
sw4346B-ms98-a-0020,125.849625,126.349500,class,I,sd,u-26-3
sw4346B-ms98-a-0020,126.349500,126.449500,that,I,sd,u-26-3
sw4346B-ms98-a-0020,126.729500,126.819500,we,I,sd,u-26-3
sw4346B-ms98-a-0020,126.819500,126.929500,would,I,sd,u-26-3
sw4346B-ms98-a-0020,126.929500,127.019500,have,I,sd,u-26-3
sw4346B-ms98-a-0020,127.109500,127.379500,liked,I,sd,u-26-3
sw4346B-ms98-a-0020,127.379500,127.549500,there,B,sd,u-26-4
sw4346B-ms98-a-0020,127.549500,127.759500,wasn't,I,sd,u-26-4
sw4346B-ms98-a-0020,127.759500,127.869500,as,I,sd,u-26-4
sw4346B-ms98-a-0020,127.869500,128.178000,many,I,sd,u-26-4
sw4346B-ms98-a-0020,128.622500,129.029500,advanced,I,sd,u-26-4
sw4346B-ms98-a-0020,129.029500,129.439500,placement,I,sd,u-26-4
sw4346B-ms98-a-0020,129.529500,130.208000,courses,I,sd,u-26-4
sw4346B-ms98-a-0020,130.505625,130.679500,uh,I,sd,u-26-4
sw4346B-ms98-a-0020,130.679500,130.839500,when,I,sd,u-26-4
sw4346B-ms98-a-0020,130.839500,130.899500,i,I,sd,u-26-4
sw4346B-ms98-a-0020,130.899500,131.049500,was,I,sd,u-26-4
sw4346B-ms98-a-0020,131.049500,131.109500,a,I,sd,u-26-4
sw4346B-ms98-a-0020,131.109500,131.586375,senior,I,sd,u-26-4
sw4346B-ms98-a-0020,132.189000,132.359500,as,O,,
sw4346B-ms98-a-0020,132.359500,132.489500,some,B,+,u-28-1
sw4346B-ms98-a-0020,132.489500,132.649500,other,I,+,u-28-1
sw4346B-ms98-a-0020,132.649500,133.029500,schools,I,+,u-28-1
sw4346B-ms98-a-0020,133.029500,133.269500,had,I,+,u-28-1
sw4346B-ms98-a-0021,134.072750,134.622875,and,B,%,u-28-2
sw4346B-ms98-a-0021,134.622875,135.001500,uh,I,%,u-28-2
sw4346B-ms98-a-0021,135.824750,135.988875,it,I,%,u-28-2
sw4346B-ms98-a-0021,136.520000,136.703625,it,I,%,u-28-2
sw4346B-ms98-a-0021,136.827875,137.000375,so,B,sv,u-28-3
sw4346B-ms98-a-0021,137.000375,137.040375,i,I,sv,u-28-3
sw4346B-ms98-a-0021,137.040375,137.170375,you,I,sv,u-28-3
sw4346B-ms98-a-0021,137.170375,137.240375,know,I,sv,u-28-3
sw4346B-ms98-a-0021,137.240375,137.340375,i,I,sv,u-28-3
sw4346B-ms98-a-0021,137.340375,137.600375,think,I,sv,u-28-3
sw4346B-ms98-a-0021,137.600375,137.730375,that,I,sv,u-28-3
sw4346B-ms98-a-0021,137.730375,137.850375,one,I,sv,u-28-3
sw4346B-ms98-a-0021,137.850375,137.910375,of,I,sv,u-28-3
sw4346B-ms98-a-0021,137.910375,137.970375,the,I,sv,u-28-3
sw4346B-ms98-a-0021,137.970375,138.366625,things,I,sv,u-28-3
sw4346B-ms98-a-0021,138.732000,138.900375,one,I,sv,u-28-3
sw4346B-ms98-a-0021,138.900375,138.960375,of,I,sv,u-28-3
sw4346B-ms98-a-0021,138.960375,139.030375,the,I,sv,u-28-3
sw4346B-ms98-a-0021,139.030375,139.290375,ways,I,sv,u-28-3
sw4346B-ms98-a-0021,139.290375,139.521375,to,I,sv,u-28-3
sw4346B-ms98-a-0021,139.521375,139.745125,to,I,sv,u-28-3
sw4346B-ms98-a-0021,140.264875,140.420375,to,I,sv,u-28-3
sw4346B-ms98-a-0021,140.420375,140.710375,help,I,sv,u-28-3
sw4346B-ms98-a-0021,140.710375,141.080375,schools,I,sv,u-28-3
sw4346B-ms98-a-0021,141.080375,141.210375,in,I,sv,u-28-3
sw4346B-ms98-a-0021,141.210375,141.714250,general,I,sv,u-28-3
sw4346B-ms98-a-0021,141.989125,142.130375,uh,I,sv,u-28-3
sw4346B-ms98-a-0021,142.130375,142.420375,and,I,sv,u-28-3
sw4346B-ms98-a-0021,142.420375,142.560375,get,I,sv,u-28-3
sw4346B-ms98-a-0021,142.560375,142.720375,them,I,sv,u-28-3
sw4346B-ms98-a-0021,142.720375,142.949000,all,I,sv,u-28-3
sw4346B-ms98-a-0021,142.949000,143.144875,to,I,sv,u-28-3
sw4346B-ms98-a-0021,143.144875,143.296125,a,I,sv,u-28-3
sw4346B-ms98-a-0021,143.443000,143.790375,minimum,I,sv,u-28-3
sw4346B-ms98-a-0021,143.790375,144.100375,level,I,sv,u-28-3
sw4346B-ms98-a-0021,144.100375,144.390375,of,I,sv,u-28-3
sw4346B-ms98-a-0022,145.042125,145.221375,of,I,sv,u-28-3
sw4346B-ms98-a-0022,145.304000,145.392125,of,I,sv,u-28-3
sw4346B-ms98-a-0022,145.392125,146.182125,competency,I,sv,u-28-3
sw4346B-ms98-a-0022,146.182125,146.472125,almost,I,sv,u-28-3
sw4346B-ms98-a-0022,146.472125,146.592125,would,I,sv,u-28-3
sw4346B-ms98-a-0022,146.592125,146.702125,be,I,sv,u-28-3
sw4346B-ms98-a-0022,146.702125,146.982125,to,I,sv,u-28-3
sw4346B-ms98-a-0022,146.982125,147.532125,expand,I,sv,u-28-3
sw4346B-ms98-a-0022,147.532125,147.592125,the,I,sv,u-28-3
sw4346B-ms98-a-0022,147.592125,147.902125,size,I,sv,u-28-3
sw4346B-ms98-a-0022,147.902125,147.972125,of,I,sv,u-28-3
sw4346B-ms98-a-0022,147.972125,148.232125,school,I,sv,u-28-3
sw4346B-ms98-a-0022,148.232125,148.779875,districts,I,sv,u-28-3
sw4346B-ms98-a-0022,148.904250,149.092125,so,I,sv,u-28-3
sw4346B-ms98-a-0022,149.092125,149.262125,you,I,sv,u-28-3
sw4346B-ms98-a-0022,149.262125,149.392125,get,I,sv,u-28-3
sw4346B-ms98-a-0022,149.392125,149.472125,a,I,sv,u-28-3
sw4346B-ms98-a-0022,149.472125,149.762125,wider,I,sv,u-28-3
sw4346B-ms98-a-0022,149.762125,150.342125,variety,I,sv,u-28-3
sw4346B-ms98-a-0022,150.342125,150.412125,of,I,sv,u-28-3
sw4346B-ms98-a-0022,150.412125,150.722125,people,I,sv,u-28-3
sw4346B-ms98-a-0022,150.722125,150.923625,and,B,sv,u-28-4
sw4346B-ms98-a-0022,151.236250,151.373000,the,I,sv,u-28-4
sw4346B-ms98-a-0022,151.373000,151.459625,the,I,sv,u-28-4
sw4346B-ms98-a-0022,151.459625,151.702125,problem,I,sv,u-28-4
sw4346B-ms98-a-0022,151.702125,151.802125,with,I,sv,u-28-4
sw4346B-ms98-a-0022,151.802125,152.002125,that,I,sv,u-28-4
sw4346B-ms98-a-0022,152.002125,152.152125,is,I,sv,u-28-4
sw4346B-ms98-a-0022,152.152125,152.322125,then,I,sv,u-28-4
sw4346B-ms98-a-0022,152.322125,152.542125,then,I,sv,u-28-4
sw4346B-ms98-a-0022,152.892125,153.062125,then,I,sv,u-28-4
sw4346B-ms98-a-0022,153.062125,153.395875,people,I,sv,u-28-4
sw4346B-ms98-a-0022,153.395875,153.686125,will,I,sv,u-28-4
sw4346B-ms98-a-0022,154.028875,154.382125,either,I,sv,u-28-4
sw4346B-ms98-a-0022,154.382125,154.682125,the,I,sv,u-28-4
sw4346B-ms98-a-0022,154.682125,154.872125,rich,I,sv,u-28-4
sw4346B-ms98-a-0022,154.872125,155.132125,people,I,sv,u-28-4
sw4346B-ms98-a-0022,155.132125,155.322125,will,I,sv,u-28-4
sw4346B-ms98-a-0022,155.322125,155.432125,either,I,sv,u-28-4
sw4346B-ms98-a-0022,155.432125,155.622125,pull,I,sv,u-28-4
sw4346B-ms98-a-0022,155.622125,155.712125,their,I,sv,u-28-4
sw4346B-ms98-a-0022,155.712125,155.912125,kids,I,sv,u-28-4
sw4346B-ms98-a-0022,155.912125,156.002125,out,I,sv,u-28-4
sw4346B-ms98-a-0022,156.002125,156.062125,of,I,sv,u-28-4
sw4346B-ms98-a-0022,156.062125,156.122125,the,I,sv,u-28-4
sw4346B-ms98-a-0022,156.122125,156.402125,public,I,sv,u-28-4
sw4346B-ms98-a-0022,156.402125,156.612125,school,I,sv,u-28-4
sw4346B-ms98-a-0022,156.612125,156.702125,and,I,sv,u-28-4
sw4346B-ms98-a-0022,156.702125,156.802125,put,I,sv,u-28-4
sw4346B-ms98-a-0022,156.802125,156.902125,them,I,sv,u-28-4
sw4346B-ms98-a-0022,156.902125,156.982125,in,I,sv,u-28-4
sw4346B-ms98-a-0022,156.982125,157.292125,private,I,sv,u-28-4
sw4346B-ms98-a-0022,157.292125,157.695000,schools,I,sv,u-28-4
sw4346B-ms98-a-0023,158.044375,158.384375,or,I,sv,u-28-4
sw4346B-ms98-a-0023,158.384375,158.594375,they'll,B,+,u-30-1
sw4346B-ms98-a-0023,158.594375,158.914375,move,I,+,u-30-1
sw4346B-ms98-a-0023,158.914375,159.424375,farther,I,+,u-30-1
sw4346B-ms98-a-0023,159.424375,159.804375,away,I,+,u-30-1
sw4346B-ms98-a-0023,159.804375,160.464500,[laughter],O,,
sw4346B-ms98-a-0023,160.788375,160.884375,to,B,+,u-32-1
sw4346B-ms98-a-0023,160.884375,161.034375,get,I,+,u-32-1
sw4346B-ms98-a-0023,161.034375,161.234375,better,I,+,u-32-1
sw4346B-ms98-a-0023,161.234375,161.614375,schools,I,+,u-32-1
sw4346B-ms98-a-0023,161.614375,161.834375,so,B,sv,u-32-2
sw4346B-ms98-a-0023,161.834375,161.964375,you,I,sv,u-32-2
sw4346B-ms98-a-0023,161.964375,162.064375,know,I,sv,u-32-2
sw4346B-ms98-a-0023,162.064375,162.224375,it,I,sv,u-32-2
sw4346B-ms98-a-0023,162.224375,162.484375,it's,I,sv,u-32-2
sw4346B-ms98-a-0023,162.484375,162.674375,kind,I,sv,u-32-2
sw4346B-ms98-a-0023,162.674375,162.920000,of,I,sv,u-32-2
sw4346B-ms98-a-0023,163.059375,163.144375,you,I,sv,u-32-2
sw4346B-ms98-a-0023,163.144375,163.254375,end,I,sv,u-32-2
sw4346B-ms98-a-0023,163.254375,163.384375,up,I,sv,u-32-2
sw4346B-ms98-a-0023,163.384375,163.839625,chasing,I,sv,u-32-2
sw4346B-ms98-a-0023,164.065500,164.214375,like,I,sv,u-32-2
sw4346B-ms98-a-0023,164.214375,164.264375,a,I,sv,u-32-2
sw4346B-ms98-a-0023,164.264375,164.494375,dog,I,sv,u-32-2
sw4346B-ms98-a-0023,164.494375,164.714375,chasing,I,sv,u-32-2
sw4346B-ms98-a-0023,164.714375,164.844375,its,I,sv,u-32-2
sw4346B-ms98-a-0023,164.844375,164.964375,own,I,sv,u-32-2
sw4346B-ms98-a-0023,164.964375,165.274375,tail,I,sv,u-32-2
sw4346B-ms98-a-0023,165.274375,165.494375,sort,I,sv,u-32-2
sw4346B-ms98-a-0023,165.494375,165.574375,of,I,sv,u-32-2
sw4346B-ms98-a-0025,185.754125,186.025125,yeah,B,b,u-34-1
sw4346B-ms98-a-0027,193.782500,194.062500,um-hum,B,b,u-36-1
sw4346B-ms98-a-0029,209.473750,209.809125,um-hum,B,b,u-38-1
sw4346B-ms98-a-0031,212.864625,213.161750,yeah,B,b,u-40-1
sw4346B-ms98-a-0032,214.205000,214.385000,why,B,qw,u-42-1
sw4346B-ms98-a-0032,214.385000,214.655000,is,I,qw,u-42-1
sw4346B-ms98-a-0032,214.655000,214.874875,that,I,qw,u-42-1
sw4346B-ms98-a-0033,215.752625,215.912625,why,B,qw^r,u-44-1
sw4346B-ms98-a-0033,215.912625,216.132625,is,I,qw^r,u-44-1
sw4346B-ms98-a-0033,216.132625,216.402625,that,I,qw^r,u-44-1
sw4346B-ms98-a-0035,219.475625,219.893000,[laughter],O,,
sw4346B-ms98-a-0037,242.069000,242.479000,right,B,b,u-48-1
sw4346B-ms98-a-0038,243.640750,243.939000,right,B,b^r,u-50-1
sw4346B-ms98-a-0040,256.983500,257.353500,right,B,b^r,u-52-1
sw4346B-ms98-a-0042,266.769625,267.110500,um-hum,B,b,u-54-1
sw4346B-ms98-a-0044,271.359375,271.711250,yeah,B,aa,u-56-1
sw4346B-ms98-a-0044,271.921625,272.201250,yeah,B,aa^r,u-56-2
