sw3052A-ms98-a-0003,6.665125,7.008000,um-hum,B,b,u-2-1
sw3052A-ms98-a-0015,55.357625,55.477625,are,I,ng,u-12-1
sw3052A-ms98-a-0015,55.477625,55.797625,living,I,ng,u-12-1
sw3052A-ms98-a-0015,55.797625,55.907625,in,I,ng,u-12-1
sw3052A-ms98-a-0015,55.907625,56.077625,this,I,ng,u-12-1
sw3052A-ms98-a-0015,56.077625,56.495625,home,I,ng,u-12-1
sw3052A-ms98-a-0015,56.495625,56.886375,its,B,sd,u-12-2
sw3052A-ms98-a-0015,56.886375,57.143875,got,I,sd,u-12-2
sw3052A-ms98-a-0015,57.143875,57.265875,a,I,sd,u-12-2
sw3052A-ms98-a-0015,57.265875,57.431625,[laughter-lot],I,sd,u-12-2
sw3052A-ms98-a-0015,57.431625,57.567625,[laughter-of],I,sd,u-12-2
sw3052A-ms98-a-0015,57.567625,57.987625,bedrooms,I,sd,u-12-2
sw3052A-ms98-a-0015,57.987625,58.097625,and,I,sd,u-12-2
sw3052A-ms98-a-0015,58.097625,58.567625,bathrooms,I,sd,u-12-2
sw3052A-ms98-a-0015,58.567625,58.760625,and,B,sd,u-12-3
sw3052A-ms98-a-0015,59.058250,59.447625,and,I,sd,u-12-3
sw3052A-ms98-a-0015,59.447625,59.697625,uh,I,sd,u-12-3
sw3052A-ms98-a-0015,59.697625,59.847625,they,I,sd,u-12-3
sw3052A-ms98-a-0015,59.847625,60.017625,all,I,sd,u-12-3
sw3052A-ms98-a-0015,60.017625,60.277625,share,I,sd,u-12-3
sw3052A-ms98-a-0015,60.277625,60.357625,the,I,sd,u-12-3
sw3052A-ms98-a-0015,60.357625,60.607625,same,I,sd,u-12-3
sw3052A-ms98-a-0015,60.607625,61.027625,kitchen,I,sd,u-12-3
sw3052A-ms98-a-0015,61.027625,61.356500,and,I,sd,u-12-3
sw3052A-ms98-a-0015,61.356500,61.767625,dining,I,sd,u-12-3
sw3052A-ms98-a-0015,61.767625,61.977625,room,I,sd,u-12-3
sw3052A-ms98-a-0015,61.977625,62.167625,and,I,sd,u-12-3
sw3052A-ms98-a-0015,62.167625,62.357625,den,I,sd,u-12-3
sw3052A-ms98-a-0015,62.357625,62.507625,and,I,sd,u-12-3
sw3052A-ms98-a-0015,62.507625,63.377625,kitchen,I,sd,u-12-3
sw3052A-ms98-a-0015,63.377625,63.757625,and,B,sd,u-12-4
sw3052A-ms98-a-0015,63.757625,64.047625,and,I,sd,u-12-4
sw3052A-ms98-a-0015,64.047625,64.299625,um,I,sd,u-12-4
sw3052A-ms98-a-0015,64.299625,64.467625,my,I,sd,u-12-4
sw3052A-ms98-a-0015,64.467625,64.887625,father,I,sd,u-12-4
sw3052A-ms98-a-0015,64.887625,65.327625,bought,I,sd,u-12-4
sw3052A-ms98-a-0015,65.327625,65.825125,this,I,sd,u-12-4
sw3052A-ms98-a-0016,66.373750,66.914375,uh,I,sd,u-12-4
sw3052A-ms98-a-0016,66.914375,67.132875,my,I,sd,u-12-4
sw3052A-ms98-a-0016,67.132875,67.594375,stepfather,I,sd,u-12-4
sw3052A-ms98-a-0016,67.594375,67.834375,bought,I,sd,u-12-4
sw3052A-ms98-a-0016,67.834375,68.024375,this,I,sd,u-12-4
sw3052A-ms98-a-0016,68.024375,68.477000,thinking,I,sd,u-12-4
sw3052A-ms98-a-0016,68.477000,68.816625,of,I,sd,u-12-4
sw3052A-ms98-a-0016,68.816625,69.076500,a,I,sd,u-12-4
sw3052A-ms98-a-0016,69.076500,69.633500,time,I,sd,u-12-4
sw3052A-ms98-a-0016,69.633500,70.185500,when,I,sd,u-12-4
sw3052A-ms98-a-0016,70.562125,70.874375,one,I,sd,u-12-4
sw3052A-ms98-a-0016,70.874375,71.011125,or,I,sd,u-12-4
sw3052A-ms98-a-0016,71.011125,71.135375,the,I,sd,u-12-4
sw3052A-ms98-a-0016,71.135375,71.454375,other,I,sd,u-12-4
sw3052A-ms98-a-0016,71.454375,71.524375,of,I,sd,u-12-4
sw3052A-ms98-a-0016,71.524375,71.714375,them,I,sd,u-12-4
sw3052A-ms98-a-0016,71.714375,71.944375,might,I,sd,u-12-4
sw3052A-ms98-a-0016,71.944375,72.439000,need,I,sd,u-12-4
sw3052A-ms98-a-0016,72.439000,72.984375,care,I,sd,u-12-4
sw3052A-ms98-a-0016,72.984375,73.134375,and,B,sd,u-12-5
sw3052A-ms98-a-0016,73.134375,73.354375,they,I,sd,u-12-5
sw3052A-ms98-a-0016,73.354375,73.684375,felt,I,sd,u-12-5
sw3052A-ms98-a-0016,73.684375,73.965750,like,I,sd,u-12-5
sw3052A-ms98-a-0016,74.297125,74.494375,that,I,sd,u-12-5
sw3052A-ms98-a-0016,74.494375,74.694375,would,I,sd,u-12-5
sw3052A-ms98-a-0016,74.694375,74.874375,be,I,sd,u-12-5
sw3052A-ms98-a-0016,74.874375,75.084375,their,I,sd,u-12-5
sw3052A-ms98-a-0016,75.084375,75.674375,alternative,I,sd,u-12-5
sw3052A-ms98-a-0016,75.674375,75.834375,to,I,sd,u-12-5
sw3052A-ms98-a-0016,75.834375,75.884375,a,I,sd,u-12-5
sw3052A-ms98-a-0016,75.884375,76.284375,nursing,I,sd,u-12-5
sw3052A-ms98-a-0016,76.284375,76.594375,home,I,sd,u-12-5
sw3052A-ms98-a-0016,76.594375,76.806375,un[less]-,O,,
sw3052A-ms98-a-0017,77.469500,78.057500,unless,B,sd,u-14-1
sw3052A-ms98-a-0017,78.201750,78.665625,unless,I,sd,u-14-1
sw3052A-ms98-a-0017,78.665625,78.835625,they,I,sd,u-14-1
sw3052A-ms98-a-0017,78.835625,79.035625,were,I,sd,u-14-1
sw3052A-ms98-a-0017,79.035625,79.405625,so,I,sd,u-14-1
sw3052A-ms98-a-0017,79.405625,79.893250,ill,I,sd,u-14-1
sw3052A-ms98-a-0017,80.190875,80.325625,that,I,sd,u-14-1
sw3052A-ms98-a-0017,80.325625,80.475625,they,I,sd,u-14-1
sw3052A-ms98-a-0017,80.475625,80.935625,needed,I,sd,u-14-1
sw3052A-ms98-a-0017,80.935625,81.405625,nursing,I,sd,u-14-1
sw3052A-ms98-a-0017,81.405625,82.035625,care,I,sd,u-14-1
sw3052A-ms98-a-0017,82.035625,82.235625,that,I,sd,u-14-1
sw3052A-ms98-a-0017,82.235625,82.405625,could,I,sd,u-14-1
sw3052A-ms98-a-0017,82.405625,82.605625,not,I,sd,u-14-1
sw3052A-ms98-a-0017,82.605625,82.725625,be,I,sd,u-14-1
sw3052A-ms98-a-0017,82.725625,83.025625,given,I,sd,u-14-1
sw3052A-ms98-a-0017,83.025625,83.175625,in,I,sd,u-14-1
sw3052A-ms98-a-0017,83.175625,83.255625,the,I,sd,u-14-1
sw3052A-ms98-a-0017,83.255625,83.743250,home,I,sd,u-14-1
sw3052A-ms98-a-0019,88.122125,88.281875,um,O,,
sw3052A-ms98-a-0019,88.460250,88.826875,um-hum,O,,
sw3052A-ms98-a-0021,92.369000,92.761125,well,B,nd,u-16-1
sw3052A-ms98-a-0021,92.761125,93.222125,i-,I,nd,u-16-1
sw3052A-ms98-a-0021,93.222125,93.438750,i,I,nd,u-16-1
sw3052A-ms98-a-0021,93.438750,93.717375,felt,I,nd,u-16-1
sw3052A-ms98-a-0021,93.717375,93.837375,good,I,nd,u-16-1
sw3052A-ms98-a-0021,93.837375,94.087375,about,I,nd,u-16-1
sw3052A-ms98-a-0021,94.087375,94.147375,it,I,nd,u-16-1
sw3052A-ms98-a-0021,94.147375,94.467375,because,I,nd,u-16-1
sw3052A-ms98-a-0021,94.467375,94.797375,that's,I,nd,u-16-1
sw3052A-ms98-a-0021,94.797375,95.047375,my,I,nd,u-16-1
sw3052A-ms98-a-0021,95.047375,95.547375,personal,I,nd,u-16-1
sw3052A-ms98-a-0021,95.547375,95.937375,feeling,I,nd,u-16-1
sw3052A-ms98-a-0021,95.937375,96.417375,also,I,nd,u-16-1
sw3052A-ms98-a-0021,96.417375,96.759625,i,B,sd,u-16-2
sw3052A-ms98-a-0021,97.166375,98.000875,um,I,sd,u-16-2
sw3052A-ms98-a-0023,99.651125,99.899000,i,I,sd,u-16-2
sw3052A-ms98-a-0023,99.899000,100.179000,read,I,sd,u-16-2
sw3052A-ms98-a-0023,100.179000,100.259000,a,I,sd,u-16-2
sw3052A-ms98-a-0023,100.259000,100.589000,lot,I,sd,u-16-2
sw3052A-ms98-a-0023,100.589000,100.689000,and,B,sd,u-16-3
sw3052A-ms98-a-0023,100.689000,100.789000,then,I,sd,u-16-3
sw3052A-ms98-a-0023,100.789000,100.879000,i,I,sd,u-16-3
sw3052A-ms98-a-0023,100.879000,101.059000,know,I,sd,u-16-3
sw3052A-ms98-a-0023,101.059000,101.539000,people,I,sd,u-16-3
sw3052A-ms98-a-0023,101.539000,101.809000,that,I,sd,u-16-3
sw3052A-ms98-a-0023,101.809000,101.969000,then,I,sd,u-16-3
sw3052A-ms98-a-0023,101.969000,102.169000,have,I,sd,u-16-3
sw3052A-ms98-a-0023,102.169000,102.579000,visited,I,sd,u-16-3
sw3052A-ms98-a-0023,102.579000,102.949000,nursing,I,sd,u-16-3
sw3052A-ms98-a-0023,102.949000,103.349000,homes,I,sd,u-16-3
sw3052A-ms98-a-0023,103.349000,103.624125,and,I,sd,u-16-3
sw3052A-ms98-a-0024,104.369250,104.755625,uh,I,sd,u-16-3
sw3052A-ms98-a-0024,104.755625,104.925625,have,I,sd,u-16-3
sw3052A-ms98-a-0024,104.925625,105.349500,had,I,sd,u-16-3
sw3052A-ms98-a-0024,105.609375,106.126000,great,I,sd,u-16-3
sw3052A-ms98-a-0024,106.126000,106.965625,grandparents,I,sd,u-16-3
sw3052A-ms98-a-0024,106.965625,107.065625,in,I,sd,u-16-3
sw3052A-ms98-a-0024,107.065625,107.125625,the,I,sd,u-16-3
sw3052A-ms98-a-0024,107.125625,107.375625,nursing,I,sd,u-16-3
sw3052A-ms98-a-0024,107.375625,107.725625,homes,I,sd,u-16-3
sw3052A-ms98-a-0024,107.725625,108.035625,and,B,sd,u-16-4
sw3052A-ms98-a-0024,108.035625,108.245625,it,I,sd,u-16-4
sw3052A-ms98-a-0024,108.245625,108.405625,was,I,sd,u-16-4
sw3052A-ms98-a-0024,108.405625,108.605625,not,I,sd,u-16-4
sw3052A-ms98-a-0024,108.605625,108.665625,a,I,sd,u-16-4
sw3052A-ms98-a-0024,108.665625,108.985625,happy,I,sd,u-16-4
sw3052A-ms98-a-0024,108.985625,109.695625,situation,I,sd,u-16-4
sw3052A-ms98-a-0024,109.695625,110.031375,for,I,sd,u-16-4
sw3052A-ms98-a-0025,110.779750,111.022125,for,I,sd,u-16-4
sw3052A-ms98-a-0025,111.022125,111.212125,any,I,sd,u-16-4
sw3052A-ms98-a-0025,111.212125,111.282125,of,I,sd,u-16-4
sw3052A-ms98-a-0025,111.282125,111.749250,them,I,sd,u-16-4
sw3052A-ms98-a-0025,111.997875,112.489000,and,B,sd,u-16-5
sw3052A-ms98-a-0025,112.489000,112.882125,and,I,sd,u-16-5
sw3052A-ms98-a-0025,112.882125,113.161500,uh,I,sd,u-16-5
sw3052A-ms98-a-0026,114.306250,114.522250,we,I,sd,u-16-5
sw3052A-ms98-a-0026,114.522250,114.732250,have,I,sd,u-16-5
sw3052A-ms98-a-0026,114.732250,114.997625,a,I,sd,u-16-5
sw3052A-ms98-a-0026,114.997625,115.452250,very,I,sd,u-16-5
sw3052A-ms98-a-0026,115.452250,115.942250,active,I,sd,u-16-5
sw3052A-ms98-a-0026,115.942250,116.302250,nursing,I,sd,u-16-5
sw3052A-ms98-a-0026,116.302250,116.512250,home,I,sd,u-16-5
sw3052A-ms98-a-0026,116.512250,116.752250,here,I,sd,u-16-5
sw3052A-ms98-a-0026,116.752250,116.852250,in,I,sd,u-16-5
sw3052A-ms98-a-0026,116.852250,117.428625,Plano,I,sd,u-16-5
sw3052A-ms98-a-0026,117.428625,117.749625,that,I,sd,u-16-5
sw3052A-ms98-a-0026,117.749625,118.072250,that,I,sd,u-16-5
sw3052A-ms98-a-0026,118.072250,118.442250,has,I,sd,u-16-5
sw3052A-ms98-a-0026,118.442250,118.723250,uh,I,sd,u-16-5
sw3052A-ms98-a-0026,119.216625,119.832250,activities,I,sd,u-16-5
sw3052A-ms98-a-0026,119.832250,120.172250,going,I,sd,u-16-5
sw3052A-ms98-a-0026,120.172250,120.482250,all,I,sd,u-16-5
sw3052A-ms98-a-0026,120.482250,120.590250,the,I,sd,u-16-5
sw3052A-ms98-a-0026,120.590250,121.196875,time,I,sd,u-16-5
sw3052A-ms98-a-0026,121.196875,121.372250,and,B,%,u-16-6
sw3052A-ms98-a-0026,121.372250,121.502250,they,I,%,u-16-6
sw3052A-ms98-a-0026,121.502250,121.952250,have,I,%,u-16-6
sw3052A-ms98-a-0026,121.952250,122.200000,uh,I,%,u-16-6
sw3052A-ms98-a-0028,123.791750,124.104000,even,B,sd,u-16-7
sw3052A-ms98-a-0028,124.104000,124.164000,the,I,sd,u-16-7
sw3052A-ms98-a-0028,124.164000,124.584000,people,I,sd,u-16-7
sw3052A-ms98-a-0028,124.584000,124.704000,that,I,sd,u-16-7
sw3052A-ms98-a-0028,124.704000,124.884000,are,I,sd,u-16-7
sw3052A-ms98-a-0028,124.884000,125.484000,wheelchair,I,sd,u-16-7
sw3052A-ms98-a-0028,125.484000,126.039125,bound,I,sd,u-16-7
sw3052A-ms98-a-0028,126.039125,126.514000,and,I,sd,u-16-7
sw3052A-ms98-a-0028,126.514000,126.694000,and,I,sd,u-16-7
sw3052A-ms98-a-0028,126.694000,126.964000,really,I,sd,u-16-7
sw3052A-ms98-a-0028,126.964000,127.177000,are,I,sd,u-16-7
sw3052A-ms98-a-0028,127.177000,127.514500,are,I,sd,u-16-7
sw3052A-ms98-a-0028,127.514500,128.082000,[vocalized-noise],I,sd,u-16-7
sw3052A-ms98-a-0028,128.082000,128.354000,[vocalized-noise],I,sd,u-16-7
sw3052A-ms98-a-0028,128.354000,129.567500,incapacitated,I,sd,u-16-7
sw3052A-ms98-a-0029,130.107000,130.415250,go,B,+,u-18-1
sw3052A-ms98-a-0029,130.415250,130.643500,and,I,+,u-18-1
sw3052A-ms98-a-0029,130.643500,130.949125,uh,I,+,u-18-1
sw3052A-ms98-a-0029,131.194000,131.955250,participate,I,+,u-18-1
sw3052A-ms98-a-0029,131.955250,132.085250,in,I,+,u-18-1
sw3052A-ms98-a-0029,132.085250,132.825250,olympics,I,+,u-18-1
sw3052A-ms98-a-0029,132.825250,133.151875,and,B,sd,u-18-2
sw3052A-ms98-a-0029,133.551125,133.943375,they,I,sd,u-18-2
sw3052A-ms98-a-0029,133.943375,134.265250,make,I,sd,u-18-2
sw3052A-ms98-a-0029,134.265250,134.375250,their,I,sd,u-18-2
sw3052A-ms98-a-0029,134.375250,135.015250,crafts,I,sd,u-18-2
sw3052A-ms98-a-0029,135.015250,135.135250,and,I,sd,u-18-2
sw3052A-ms98-a-0029,135.135250,135.395250,sell,I,sd,u-18-2
sw3052A-ms98-a-0029,135.395250,135.515250,them_1,I,sd,u-18-2
sw3052A-ms98-a-0029,135.515250,135.605250,at,I,sd,u-18-2
sw3052A-ms98-a-0029,135.605250,135.655250,a,I,sd,u-18-2
sw3052A-ms98-a-0029,135.655250,135.915250,big,I,sd,u-18-2
sw3052A-ms98-a-0029,135.915250,136.255250,fair,I,sd,u-18-2
sw3052A-ms98-a-0029,136.255250,136.465250,that's,I,sd,u-18-2
sw3052A-ms98-a-0029,136.465250,136.735250,held,I,sd,u-18-2
sw3052A-ms98-a-0029,136.735250,137.175250,annually,I,sd,u-18-2
sw3052A-ms98-a-0029,137.175250,137.255250,at,I,sd,u-18-2
sw3052A-ms98-a-0029,137.255250,137.305250,a,I,sd,u-18-2
sw3052A-ms98-a-0029,137.305250,137.505250,big,I,sd,u-18-2
sw3052A-ms98-a-0029,137.505250,137.885250,mall,I,sd,u-18-2
sw3052A-ms98-a-0029,137.885250,138.360875,[laughter-here],O,,
sw3052A-ms98-a-0030,138.721250,138.860000,you,B,sd,u-20-1
sw3052A-ms98-a-0030,138.860000,139.109125,know,I,sd,u-20-1
sw3052A-ms98-a-0030,139.109125,139.388625,th[at]-,I,sd,u-20-1
sw3052A-ms98-a-0030,139.388625,139.570000,so,I,sd,u-20-1
sw3052A-ms98-a-0030,139.570000,139.740000,there,I,sd,u-20-1
sw3052A-ms98-a-0030,139.740000,139.860000,are,I,sd,u-20-1
sw3052A-ms98-a-0030,139.860000,139.930000,a,I,sd,u-20-1
sw3052A-ms98-a-0030,139.930000,140.280000,lot,I,sd,u-20-1
sw3052A-ms98-a-0030,140.280000,140.590875,of,I,sd,u-20-1
sw3052A-ms98-a-0030,140.590875,140.730000,a,I,sd,u-20-1
sw3052A-ms98-a-0030,140.730000,141.050000,lot,I,sd,u-20-1
sw3052A-ms98-a-0030,141.050000,141.140000,of,I,sd,u-20-1
sw3052A-ms98-a-0030,141.140000,141.720000,activities,I,sd,u-20-1
sw3052A-ms98-a-0030,141.720000,141.990000,going,I,sd,u-20-1
sw3052A-ms98-a-0030,141.990000,142.140000,on,I,sd,u-20-1
sw3052A-ms98-a-0030,142.140000,142.320000,all,I,sd,u-20-1
sw3052A-ms98-a-0030,142.320000,142.416625,the,I,sd,u-20-1
sw3052A-ms98-a-0030,142.416625,142.841250,time,I,sd,u-20-1
sw3052A-ms98-a-0030,143.187750,143.350000,and,B,sd,u-20-2
sw3052A-ms98-a-0030,143.350000,143.540000,this,I,sd,u-20-2
sw3052A-ms98-a-0030,143.540000,143.780000,is,I,sd,u-20-2
sw3052A-ms98-a-0030,143.780000,143.870000,a,I,sd,u-20-2
sw3052A-ms98-a-0030,143.870000,144.240000,nursing,I,sd,u-20-2
sw3052A-ms98-a-0030,144.240000,144.520000,home,I,sd,u-20-2
sw3052A-ms98-a-0030,144.520000,144.690000,it's,B,sd,u-20-3
sw3052A-ms98-a-0030,144.690000,144.870000,not,I,sd,u-20-3
sw3052A-ms98-a-0030,144.870000,144.920000,a,I,sd,u-20-3
sw3052A-ms98-a-0030,144.920000,145.250000,senior,I,sd,u-20-3
sw3052A-ms98-a-0030,145.250000,145.760000,citizens,I,sd,u-20-3
sw3052A-ms98-a-0030,145.760000,146.056875,home,I,sd,u-20-3
sw3052A-ms98-a-0030,146.373375,146.510000,so,B,sd,u-20-4
sw3052A-ms98-a-0030,146.510000,146.670000,that,I,sd,u-20-4
sw3052A-ms98-a-0030,146.670000,146.730000,the,I,sd,u-20-4
sw3052A-ms98-a-0030,146.730000,147.100000,people,I,sd,u-20-4
sw3052A-ms98-a-0030,147.100000,147.440000,are,I,sd,u-20-4
sw3052A-ms98-a-0030,147.440000,148.107625,really,I,sd,u-20-4
sw3052A-ms98-a-0030,148.107625,148.635750,uh,I,sd,u-20-4
sw3052A-ms98-a-0031,149.971250,150.527875,right,B,aa,u-22-1
sw3052A-ms98-a-0031,150.527875,150.719500,they,B,sd,u-22-2
sw3052A-ms98-a-0031,150.719500,151.029500,need,I,sd,u-22-2
sw3052A-ms98-a-0031,151.029500,151.109500,the,B,+,u-24-1
sw3052A-ms98-a-0031,151.109500,151.559500,nursing,I,+,u-24-1
sw3052A-ms98-a-0031,151.559500,151.919500,care,I,+,u-24-1
sw3052A-ms98-a-0031,151.919500,152.319500,and,B,sv,u-24-2
sw3052A-ms98-a-0031,152.319500,152.745250,and,I,sv,u-24-2
sw3052A-ms98-a-0031,152.745250,152.919500,but,I,sv,u-24-2
sw3052A-ms98-a-0031,152.919500,153.059500,it's,I,sv,u-24-2
sw3052A-ms98-a-0031,153.059500,153.109500,a,I,sv,u-24-2
sw3052A-ms98-a-0031,153.109500,153.359500,very,I,sv,u-24-2
sw3052A-ms98-a-0031,153.359500,154.182250,expensive,I,sv,u-24-2
sw3052A-ms98-a-0031,154.182250,154.860250,solution,I,sv,u-24-2
sw3052A-ms98-a-0033,168.122250,168.730000,right,B,b,u-26-1
sw3052A-ms98-a-0034,169.862125,170.377625,right,B,b,u-28-1
sw3052A-ms98-a-0036,175.962750,176.532750,right,B,aa,u-30-1
sw3052A-ms98-a-0036,176.864750,177.199500,right,O,,
sw3052A-ms98-a-0038,189.764750,190.279625,right,B,aa,u-32-1
sw3052A-ms98-a-0038,190.537875,190.931500,and,B,sd,u-32-2
sw3052A-ms98-a-0038,191.149875,191.519000,that's,I,sd,u-32-2
sw3052A-ms98-a-0038,191.519000,191.869000,right,I,sd,u-32-2
sw3052A-ms98-a-0038,191.869000,192.157625,i,I,sd,u-32-2
sw3052A-ms98-a-0038,192.572000,192.829000,well,I,sd,u-32-2
sw3052A-ms98-a-0038,192.829000,193.107000,i,I,sd,u-32-2
