sw2155B-ms98-a-0003,2.055375,2.392750,okay,B,b^m,u-2-1
sw2155B-ms98-a-0010,56.034250,56.224250,which,I,sv,u-14-1
sw2155B-ms98-a-0010,56.224250,56.374250,is,I,sv,u-14-1
sw2155B-ms98-a-0010,56.374250,56.874250,full,I,sv,u-14-1
sw2155B-ms98-a-0010,56.874250,57.464375,care,I,sv,u-14-1
sw2155B-ms98-a-0011,58.011625,58.111625,you,I,sv,u-14-1
sw2155B-ms98-a-0011,58.111625,58.181625,know,I,sv,u-14-1
sw2155B-ms98-a-0011,58.181625,58.301625,where,I,sv,u-14-1
sw2155B-ms98-a-0011,58.301625,58.471625,some,I,sv,u-14-1
sw2155B-ms98-a-0011,58.471625,58.701625,people,I,sv,u-14-1
sw2155B-ms98-a-0011,58.701625,59.118625,can't,I,sv,u-14-1
sw2155B-ms98-a-0011,59.359625,59.811625,where,I,sv,u-14-1
sw2155B-ms98-a-0011,59.811625,59.931625,they're,I,sv,u-14-1
sw2155B-ms98-a-0011,59.931625,59.991625,in,I,sv,u-14-1
sw2155B-ms98-a-0011,59.991625,60.051625,a,I,sv,u-14-1
sw2155B-ms98-a-0011,60.051625,60.451625,wheelchair,I,sv,u-14-1
sw2155B-ms98-a-0011,60.451625,60.521625,or,I,sv,u-14-1
sw2155B-ms98-a-0011,60.521625,60.641625,where,I,sv,u-14-1
sw2155B-ms98-a-0011,60.641625,60.761625,they're,I,sv,u-14-1
sw2155B-ms98-a-0011,60.761625,60.841625,in,I,sv,u-14-1
sw2155B-ms98-a-0011,60.841625,60.911625,a,I,sv,u-14-1
sw2155B-ms98-a-0011,60.911625,61.151625,bed,I,sv,u-14-1
sw2155B-ms98-a-0011,61.151625,61.241625,and,B,sv,u-16-1
sw2155B-ms98-a-0011,61.241625,61.341625,they,I,sv,u-16-1
sw2155B-ms98-a-0011,61.341625,61.551625,can't,I,sv,u-16-1
sw2155B-ms98-a-0011,61.551625,61.651625,get,I,sv,u-16-1
sw2155B-ms98-a-0011,61.651625,61.991625,around,I,sv,u-16-1
sw2155B-ms98-a-0011,61.991625,62.161625,but,B,sv,u-16-2
sw2155B-ms98-a-0011,62.161625,62.371625,then,I,sv,u-16-2
sw2155B-ms98-a-0011,62.371625,62.471625,they,I,sv,u-16-2
sw2155B-ms98-a-0011,62.471625,62.671625,have,I,sv,u-16-2
sw2155B-ms98-a-0011,62.671625,62.861625,full,I,sv,u-16-2
sw2155B-ms98-a-0011,62.861625,63.241250,care,I,sv,u-16-2
sw2155B-ms98-a-0011,63.689500,63.921625,but,B,sd,u-16-3
sw2155B-ms98-a-0011,63.921625,63.981625,i,I,sd,u-16-3
sw2155B-ms98-a-0011,63.981625,64.281625,really,I,sd,u-16-3
sw2155B-ms98-a-0011,64.281625,64.571625,like,I,sd,u-16-3
sw2155B-ms98-a-0011,64.571625,65.058625,those,I,sd,u-16-3
sw2155B-ms98-a-0011,65.058625,65.311625,those,I,sd,u-16-3
sw2155B-ms98-a-0011,65.311625,65.781625,options,I,sd,u-16-3
sw2155B-ms98-a-0011,65.781625,66.091625,now,I,sd,u-16-3
sw2155B-ms98-a-0011,66.091625,66.311625,and,B,sd,u-16-4
sw2155B-ms98-a-0011,66.311625,66.601625,and,I,sd,u-16-4
sw2155B-ms98-a-0011,66.601625,66.651625,i,I,sd,u-16-4
sw2155B-ms98-a-0011,66.651625,66.911625,think,I,sd,u-16-4
sw2155B-ms98-a-0011,66.911625,67.111625,about,I,sd,u-16-4
sw2155B-ms98-a-0011,67.111625,67.211625,it,I,sd,u-16-4
sw2155B-ms98-a-0011,67.211625,67.381625,more,I,sd,u-16-4
sw2155B-ms98-a-0011,67.381625,67.741625,often,I,sd,u-16-4
sw2155B-ms98-a-0011,67.741625,68.001625,because,I,sd,u-16-4
sw2155B-ms98-a-0011,68.001625,68.151625,my,I,sd,u-16-4
sw2155B-ms98-a-0011,68.151625,68.541625,husband's,I,sd,u-16-4
sw2155B-ms98-a-0011,68.541625,69.032625,parents,I,sd,u-16-4
sw2155B-ms98-a-0012,69.513125,69.795000,are,I,sd,u-16-4
sw2155B-ms98-a-0012,70.044500,70.243125,they're,I,sd,u-16-4
sw2155B-ms98-a-0012,70.243125,70.513125,very,I,sd,u-16-4
sw2155B-ms98-a-0012,70.513125,70.923125,active,I,sd,u-16-4
sw2155B-ms98-a-0012,70.923125,71.123125,right,I,sd,u-16-4
sw2155B-ms98-a-0012,71.123125,71.423125,now,I,sd,u-16-4
sw2155B-ms98-a-0012,71.423125,71.603125,but,B,sd,u-16-5
sw2155B-ms98-a-0012,71.603125,71.873125,they're,I,sd,u-16-5
sw2155B-ms98-a-0012,71.873125,72.243125,seventy,I,sd,u-16-5
sw2155B-ms98-a-0012,72.243125,72.623125,five,I,sd,u-16-5
sw2155B-ms98-a-0012,72.623125,72.926000,and,I,sd,u-16-5
sw2155B-ms98-a-0012,72.926000,73.263125,and,I,sd,u-16-5
sw2155B-ms98-a-0012,73.263125,73.768625,seventy,I,sd,u-16-5
sw2155B-ms98-a-0012,73.768625,74.299375,two,I,sd,u-16-5
sw2155B-ms98-a-0013,74.992125,75.472125,so,B,sd,u-16-6
sw2155B-ms98-a-0013,75.472125,75.682125,that,I,sd,u-16-6
sw2155B-ms98-a-0013,75.682125,76.012125,comes,I,sd,u-16-6
sw2155B-ms98-a-0013,76.012125,76.672125,up,I,sd,u-16-6
sw2155B-ms98-a-0013,76.672125,77.190250,somewhat,I,sd,u-16-6
sw2155B-ms98-a-0013,77.190250,77.432125,more,I,sd,u-16-6
sw2155B-ms98-a-0013,77.432125,77.652125,often,I,sd,u-16-6
sw2155B-ms98-a-0013,77.652125,77.712125,in,I,sd,u-16-6
sw2155B-ms98-a-0013,77.712125,77.832125,my,I,sd,u-16-6
sw2155B-ms98-a-0013,77.832125,78.172125,thoughts,I,sd,u-16-6
sw2155B-ms98-a-0013,78.172125,78.272125,as,I,sd,u-16-6
sw2155B-ms98-a-0013,78.272125,78.342125,i,I,sd,u-16-6
sw2155B-ms98-a-0013,78.342125,78.612125,see,I,sd,u-16-6
sw2155B-ms98-a-0013,78.612125,78.802125,these,I,sd,u-16-6
sw2155B-ms98-a-0013,78.802125,79.298375,things,I,sd,u-16-6
sw2155B-ms98-a-0013,79.614750,79.932125,because,B,+,u-18-1
sw2155B-ms98-a-0013,79.932125,80.032125,of,I,+,u-18-1
sw2155B-ms98-a-0013,80.032125,80.252125,their,I,+,u-18-1
sw2155B-ms98-a-0013,80.252125,80.750250,age,I,+,u-18-1
sw2155B-ms98-a-0015,92.862375,93.640750,uh-huh,B,b,u-20-1
sw2155B-ms98-a-0017,110.906000,111.493500,uh-huh,B,b,u-22-1
sw2155B-ms98-a-0019,118.562750,119.155875,uh-huh,O,,
sw2155B-ms98-a-0021,129.303500,129.988500,uh-huh,B,b,u-24-1
sw2155B-ms98-a-0023,136.728875,137.267625,uh-huh,O,,
sw2155B-ms98-a-0025,147.603750,148.067625,right,B,b,u-26-1
sw2155B-ms98-a-0027,152.048125,152.367000,yeah,B,aa,u-28-1
sw2155B-ms98-a-0027,152.367000,152.607000,that's,B,sv,u-28-2
sw2155B-ms98-a-0027,152.607000,152.717000,some,I,sv,u-28-2
sw2155B-ms98-a-0027,152.717000,152.777000,of,I,sv,u-28-2
sw2155B-ms98-a-0027,152.777000,152.837000,the,I,sv,u-28-2
sw2155B-ms98-a-0027,152.837000,153.127000,things,I,sv,u-28-2
sw2155B-ms98-a-0027,153.127000,153.237000,i,I,sv,u-28-2
sw2155B-ms98-a-0027,153.237000,153.397000,would,I,sv,u-28-2
sw2155B-ms98-a-0027,153.397000,153.647000,find,I,sv,u-28-2
sw2155B-ms98-a-0027,153.647000,154.187000,important,I,sv,u-28-2
sw2155B-ms98-a-0027,154.187000,154.567000,before,I,sv,u-28-2
sw2155B-ms98-a-0027,154.567000,154.787000,i,I,sv,u-28-2
sw2155B-ms98-a-0027,154.787000,154.917000,i,I,sv,u-28-2
sw2155B-ms98-a-0027,154.917000,155.279125,would,I,sv,u-28-2
sw2155B-ms98-a-0027,155.723625,156.047000,look,I,sv,u-28-2
sw2155B-ms98-a-0027,156.047000,156.307000,into,I,sv,u-28-2
sw2155B-ms98-a-0027,156.307000,156.487000,that,I,sv,u-28-2
sw2155B-ms98-a-0027,156.487000,156.657000,for,I,sv,u-28-2
sw2155B-ms98-a-0027,156.657000,156.717000,a,I,sv,u-28-2
sw2155B-ms98-a-0027,156.717000,157.147000,person,I,sv,u-28-2
sw2155B-ms98-a-0027,157.147000,157.257000,is,I,sv,u-28-2
sw2155B-ms98-a-0027,157.257000,157.537000,is,I,sv,u-28-2
sw2155B-ms98-a-0027,157.537000,157.677000,is,I,sv,u-28-2
sw2155B-ms98-a-0027,157.677000,157.837000,like,I,sv,u-28-2
sw2155B-ms98-a-0027,157.837000,157.927000,you're,I,sv,u-28-2
sw2155B-ms98-a-0027,157.927000,158.177000,saying,I,sv,u-28-2
sw2155B-ms98-a-0027,158.177000,158.230625,a,I,sv,u-28-2
sw2155B-ms98-a-0027,158.483000,158.827000,good,I,sv,u-28-2
sw2155B-ms98-a-0027,158.827000,159.217000,mix,I,sv,u-28-2
sw2155B-ms98-a-0027,159.217000,159.307000,of,I,sv,u-28-2
sw2155B-ms98-a-0027,159.307000,159.707000,people,I,sv,u-28-2
sw2155B-ms98-a-0027,159.707000,159.897000,who,I,sv,u-28-2
sw2155B-ms98-a-0027,159.897000,160.077000,have,I,sv,u-28-2
sw2155B-ms98-a-0027,160.077000,160.147000,the,I,sv,u-28-2
sw2155B-ms98-a-0027,160.147000,160.457000,same,I,sv,u-28-2
sw2155B-ms98-a-0027,160.457000,161.080125,interests,I,sv,u-28-2
sw2155B-ms98-a-0027,161.466250,161.827000,and,B,sd,u-30-1
sw2155B-ms98-a-0027,161.827000,161.857000,uh,I,sd,u-30-1
sw2155B-ms98-a-0027,161.857000,161.977000,and,I,sd,u-30-1
sw2155B-ms98-a-0027,161.977000,162.037000,the,I,sd,u-30-1
sw2155B-ms98-a-0027,162.037000,162.777000,programs,I,sd,u-30-1
sw2155B-ms98-a-0027,162.777000,162.967000,here,B,sd,u-30-2
sw2155B-ms98-a-0027,162.967000,163.077000,they,I,sd,u-30-2
sw2155B-ms98-a-0027,163.077000,163.387250,have,I,sd,u-30-2
sw2155B-ms98-a-0027,163.598125,164.245750,different,I,sd,u-30-2
sw2155B-ms98-a-0028,165.061375,165.255375,uh,I,sd,u-30-2
sw2155B-ms98-a-0028,165.255375,165.655375,besides,I,sd,u-30-2
sw2155B-ms98-a-0028,165.655375,165.805375,just,I,sd,u-30-2
sw2155B-ms98-a-0028,165.805375,166.075375,different,I,sd,u-30-2
sw2155B-ms98-a-0028,166.075375,166.385375,levels,I,sd,u-30-2
sw2155B-ms98-a-0028,166.385375,166.635375,within,I,sd,u-30-2
sw2155B-ms98-a-0028,166.635375,166.705375,the,I,sd,u-30-2
sw2155B-ms98-a-0028,166.705375,166.955375,same,I,sd,u-30-2
sw2155B-ms98-a-0028,166.955375,167.255375,program,I,sd,u-30-2
sw2155B-ms98-a-0028,167.255375,167.345375,they,I,sd,u-30-2
sw2155B-ms98-a-0028,167.345375,167.515375,have,I,sd,u-30-2
sw2155B-ms98-a-0028,167.515375,167.805375,different,I,sd,u-30-2
sw2155B-ms98-a-0028,167.805375,168.115375,types,I,sd,u-30-2
sw2155B-ms98-a-0028,168.115375,168.195375,of,I,sd,u-30-2
sw2155B-ms98-a-0028,168.195375,168.695375,programs,I,sd,u-30-2
sw2155B-ms98-a-0028,168.695375,168.805375,they,B,sd,u-30-3
sw2155B-ms98-a-0028,168.805375,168.945375,have,I,sd,u-30-3
sw2155B-ms98-a-0028,168.945375,169.325375,several,I,sd,u-30-3
sw2155B-ms98-a-0028,169.325375,169.747375,areas,I,sd,u-30-3
sw2155B-ms98-a-0028,170.037375,170.115375,they,B,sd,u-30-4
sw2155B-ms98-a-0028,170.115375,170.215375,have,I,sd,u-30-4
sw2155B-ms98-a-0028,170.215375,170.355375,one,I,sd,u-30-4
sw2155B-ms98-a-0028,170.355375,170.625375,area,I,sd,u-30-4
sw2155B-ms98-a-0028,170.625375,170.715375,in,I,sd,u-30-4
sw2155B-ms98-a-0028,170.715375,171.082875,town,I,sd,u-30-4
sw2155B-ms98-a-0028,171.331500,171.515375,where,I,sd,u-30-4
sw2155B-ms98-a-0028,171.515375,171.575375,the,I,sd,u-30-4
sw2155B-ms98-a-0028,171.575375,172.083125,people,I,sd,u-30-4
sw2155B-ms98-a-0029,172.738625,172.864500,i,B,sd,u-30-5
sw2155B-ms98-a-0029,172.864500,172.984500,guess,I,sd,u-30-5
sw2155B-ms98-a-0029,172.984500,173.044500,a,I,sd,u-30-5
sw2155B-ms98-a-0029,173.044500,173.194500,lot,I,sd,u-30-5
sw2155B-ms98-a-0029,173.194500,173.254500,of,I,sd,u-30-5
sw2155B-ms98-a-0029,173.254500,173.394500,it,I,sd,u-30-5
sw2155B-ms98-a-0029,173.394500,173.654500,comes,I,sd,u-30-5
sw2155B-ms98-a-0029,173.654500,173.784500,with,I,sd,u-30-5
sw2155B-ms98-a-0029,173.784500,174.204500,money,I,sd,u-30-5
sw2155B-ms98-a-0029,174.204500,174.524500,it,O,,
sw2155B-ms98-a-0029,174.524500,174.724500,this,B,sd,u-30-6
sw2155B-ms98-a-0029,174.724500,174.934500,this,I,sd,u-30-6
sw2155B-ms98-a-0029,174.934500,175.074500,one,I,sd,u-30-6
sw2155B-ms98-a-0029,175.074500,175.464500,area,I,sd,u-30-6
sw2155B-ms98-a-0029,175.464500,175.784500,is,I,sd,u-30-6
sw2155B-ms98-a-0029,175.784500,175.834500,a,I,sd,u-30-6
sw2155B-ms98-a-0029,175.834500,175.994500,bit,I,sd,u-30-6
