sw4038B-ms98-a-0003,3.700750,4.033375,yeah,B,b,u-2-1
sw4038B-ms98-a-0006,23.909000,24.169000,hadn't,I,sd,u-6-4
sw4038B-ms98-a-0006,24.169000,24.319000,been,I,sd,u-6-4
sw4038B-ms98-a-0006,24.319000,24.629000,called,I,sd,u-6-4
sw4038B-ms98-a-0006,24.629000,24.824500,yet,I,sd,u-6-4
sw4038B-ms98-a-0007,25.717625,25.917625,and,B,sd,u-8-1
sw4038B-ms98-a-0007,25.917625,25.987625,i,I,sd,u-8-1
sw4038B-ms98-a-0007,25.987625,26.387625,finally,I,sd,u-8-1
sw4038B-ms98-a-0007,26.387625,26.834875,was,I,sd,u-8-1
sw4038B-ms98-a-0007,27.870625,28.076750,so,B,sv,u-8-2
sw4038B-ms98-a-0007,28.076750,28.197625,it,I,sv,u-8-2
sw4038B-ms98-a-0007,28.197625,28.337625,was,I,sv,u-8-2
sw4038B-ms98-a-0007,28.337625,28.427625,an,I,sv,u-8-2
sw4038B-ms98-a-0007,28.427625,28.757625,interesting,I,sv,u-8-2
sw4038B-ms98-a-0007,28.757625,29.350625,experience,I,sv,u-8-2
sw4038B-ms98-a-0007,29.350625,29.441000,i,B,sv*,u-8-3
sw4038B-ms98-a-0007,29.441000,29.537625,was,I,sv*,u-8-3
sw4038B-ms98-a-0007,29.537625,29.707625,kind,I,sv*,u-8-3
sw4038B-ms98-a-0007,29.707625,29.827625,of,I,sv*,u-8-3
sw4038B-ms98-a-0007,29.827625,30.247625,boring,I,sv*,u-8-3
sw4038B-ms98-a-0009,32.522875,32.962250,uh,B,sd,u-10-1
sw4038B-ms98-a-0009,32.962250,33.102250,it,I,sd,u-10-1
sw4038B-ms98-a-0009,33.102250,33.432250,was,I,sd,u-10-1
sw4038B-ms98-a-0009,33.432250,33.759000,uh,I,sd,u-10-1
sw4038B-ms98-a-0010,35.063125,36.122625,uh,B,+,u-12-1
sw4038B-ms98-a-0010,36.122625,36.422625,it,I,+,u-12-1
sw4038B-ms98-a-0010,36.422625,36.872625,was,I,+,u-12-1
sw4038B-ms98-a-0010,36.872625,37.330750,uh,I,+,u-12-1
sw4038B-ms98-a-0011,38.756000,38.889375,well,I,+,u-12-1
sw4038B-ms98-a-0011,38.889375,39.039375,let's,I,+,u-12-1
sw4038B-ms98-a-0011,39.039375,39.149375,see,I,+,u-12-1
sw4038B-ms98-a-0011,39.149375,39.229375,it,I,+,u-12-1
sw4038B-ms98-a-0011,39.229375,39.389375,was,I,+,u-12-1
sw4038B-ms98-a-0011,39.389375,39.926375,municipal,I,+,u-12-1
sw4038B-ms98-a-0011,39.926375,40.310500,court,I,+,u-12-1
sw4038B-ms98-a-0011,41.120250,41.259375,so,B,sd,u-14-1
sw4038B-ms98-a-0011,41.259375,41.319375,it,I,sd,u-14-1
sw4038B-ms98-a-0011,41.319375,41.409375,was,I,sd,u-14-1
sw4038B-ms98-a-0011,41.409375,41.449375,a,I,sd,u-14-1
sw4038B-ms98-a-0011,41.449375,42.039375,combination,I,sd,u-14-1
sw4038B-ms98-a-0011,42.039375,42.299375,of,I,sd,u-14-1
sw4038B-ms98-a-0011,42.299375,42.570125,uh,I,sd,u-14-1
sw4038B-ms98-a-0011,43.038125,43.121000,and,B,sd,u-14-2
sw4038B-ms98-a-0011,43.121000,43.169375,i,I,sd,u-14-2
sw4038B-ms98-a-0011,43.169375,43.309375,was,I,sd,u-14-2
sw4038B-ms98-a-0011,43.309375,43.429375,in,I,sd,u-14-2
sw4038B-ms98-a-0011,43.429375,43.499375,the,I,sd,u-14-2
sw4038B-ms98-a-0011,43.499375,43.919375,pool,I,sd,u-14-2
sw4038B-ms98-a-0011,43.919375,44.139375,for,I,sd,u-14-2
sw4038B-ms98-a-0011,44.139375,44.199375,a,I,sd,u-14-2
sw4038B-ms98-a-0011,44.199375,44.459375,couple,I,sd,u-14-2
sw4038B-ms98-a-0011,44.459375,44.519375,of,I,sd,u-14-2
sw4038B-ms98-a-0011,44.519375,45.009375,weeks,I,sd,u-14-2
sw4038B-ms98-a-0012,45.898625,46.108750,so,B,sd,u-16-1
sw4038B-ms98-a-0012,46.108750,46.168750,it,I,sd,u-16-1
sw4038B-ms98-a-0012,46.168750,46.308750,was,I,sd,u-16-1
sw4038B-ms98-a-0012,46.308750,46.348750,a,I,sd,u-16-1
sw4038B-ms98-a-0012,46.348750,46.928750,combination,I,sd,u-16-1
sw4038B-ms98-a-0012,46.928750,47.078375,of,I,sd,u-16-1
sw4038B-ms98-a-0012,47.078375,47.488750,criminal,I,sd,u-16-1
sw4038B-ms98-a-0012,47.488750,47.598750,and,I,sd,u-16-1
sw4038B-ms98-a-0012,47.598750,47.975750,civil,I,sd,u-16-1
sw4038B-ms98-a-0012,48.322250,48.508750,and,B,sd,u-16-2
sw4038B-ms98-a-0012,48.508750,48.648750,they,I,sd,u-16-2
sw4038B-ms98-a-0012,48.648750,49.038750,had,I,sd,u-16-2
sw4038B-ms98-a-0012,49.038750,49.332000,uh,I,sd,u-16-2
sw4038B-ms98-a-0012,50.857000,51.023375,well,B,sd,u-16-3
sw4038B-ms98-a-0012,51.023375,51.184375,most,I,sd,u-16-3
sw4038B-ms98-a-0012,51.184375,51.295500,of,I,sd,u-16-3
sw4038B-ms98-a-0012,51.295500,51.340250,the,I,sd,u-16-3
sw4038B-ms98-a-0012,51.340250,51.528750,time,I,sd,u-16-3
sw4038B-ms98-a-0012,51.528750,51.928750,we,I,sd,u-16-3
sw4038B-ms98-a-0012,51.928750,52.018750,we,I,sd,u-16-3
sw4038B-ms98-a-0012,52.018750,52.278750,spent,I,sd,u-16-3
sw4038B-ms98-a-0012,52.278750,52.548750,sitting,I,sd,u-16-3
sw4038B-ms98-a-0012,52.548750,52.778750,around,I,sd,u-16-3
sw4038B-ms98-a-0012,52.778750,52.848750,in,I,sd,u-16-3
sw4038B-ms98-a-0012,52.848750,52.908750,the,I,sd,u-16-3
sw4038B-ms98-a-0012,52.908750,53.208750,jury,I,sd,u-16-3
sw4038B-ms98-a-0012,53.208750,53.458750,room,I,sd,u-16-3
sw4038B-ms98-a-0012,53.458750,53.548750,and,I,sd,u-16-3
sw4038B-ms98-a-0012,53.548750,53.788750,getting,I,sd,u-16-3
sw4038B-ms98-a-0012,53.788750,53.848750,to,I,sd,u-16-3
sw4038B-ms98-a-0012,53.848750,54.135375,know,I,sd,u-16-3
sw4038B-ms98-a-0012,54.346250,54.458625,the,I,sd,u-16-3
sw4038B-ms98-a-0012,54.458625,54.678750,other,I,sd,u-16-3
sw4038B-ms98-a-0012,54.678750,55.148750,potential,I,sd,u-16-3
sw4038B-ms98-a-0012,55.148750,55.718750,jurors,I,sd,u-16-3
sw4038B-ms98-a-0012,55.718750,55.818750,and,B,sv,u-18-1
sw4038B-ms98-a-0012,55.818750,55.990250,then,I,sv,u-18-1
sw4038B-ms98-a-0013,56.135750,56.255625,it,I,sv,u-18-1
sw4038B-ms98-a-0013,56.255625,56.395625,was,I,sv,u-18-1
sw4038B-ms98-a-0013,56.395625,56.755625,always,I,sv,u-18-1
sw4038B-ms98-a-0013,56.755625,56.885625,we,I,sv,u-18-1
sw4038B-ms98-a-0013,56.885625,56.995625,was,I,sv,u-18-1
sw4038B-ms98-a-0013,56.995625,57.505625,exciting,I,sv,u-18-1
sw4038B-ms98-a-0013,57.505625,57.605625,when,I,sv,u-18-1
sw4038B-ms98-a-0013,57.605625,57.775625,we,I,sv,u-18-1
sw4038B-ms98-a-0013,57.775625,57.975625,got,I,sv,u-18-1
sw4038B-ms98-a-0013,57.975625,58.345625,called,I,sv,u-18-1
sw4038B-ms98-a-0013,58.345625,58.425625,to,I,sv,u-18-1
sw4038B-ms98-a-0013,58.425625,58.710125,to,I,sv,u-18-1
sw4038B-ms98-a-0013,58.710125,58.984625,to,I,sv,u-18-1
sw4038B-ms98-a-0013,59.218125,59.415625,go,I,sv,u-18-1
sw4038B-ms98-a-0013,59.415625,59.695625,because,I,sv,u-18-1
sw4038B-ms98-a-0013,59.695625,59.825625,then,I,sv,u-18-1
sw4038B-ms98-a-0013,59.825625,59.975625,we,I,sv,u-18-1
sw4038B-ms98-a-0013,59.975625,60.765625,thought,I,sv,u-18-1
sw4038B-ms98-a-0013,60.765625,60.875625,we,I,sv,u-18-1
sw4038B-ms98-a-0013,60.875625,61.065625,might,I,sv,u-18-1
sw4038B-ms98-a-0013,61.065625,61.135625,be,I,sv,u-18-1
sw4038B-ms98-a-0013,61.135625,61.255625,able,I,sv,u-18-1
sw4038B-ms98-a-0013,61.255625,61.385625,to,I,sv,u-18-1
sw4038B-ms98-a-0013,61.385625,61.535625,do,I,sv,u-18-1
sw4038B-ms98-a-0013,61.535625,61.855625,something,I,sv,u-18-1
sw4038B-ms98-a-0013,61.855625,62.115625,else,I,sv,u-18-1
sw4038B-ms98-a-0013,62.115625,62.655625,besides,I,sv,u-18-1
sw4038B-ms98-a-0013,62.655625,62.975625,uh,I,sv,u-18-1
sw4038B-ms98-a-0013,63.549125,63.722375,just,I,sv,u-18-1
sw4038B-ms98-a-0013,63.722375,63.915625,sit,I,sv,u-18-1
sw4038B-ms98-a-0013,63.915625,64.045625,in,I,sv,u-18-1
sw4038B-ms98-a-0013,64.045625,64.115625,the,I,sv,u-18-1
sw4038B-ms98-a-0013,64.115625,64.507250,jury,I,sv,u-18-1
sw4038B-ms98-a-0013,64.507250,64.699500,room,I,sv,u-18-1
sw4038B-ms98-a-0015,70.720875,71.026500,uh,B,ny,u-20-1
sw4038B-ms98-a-0015,71.026500,71.263125,yeah,I,ny,u-20-1
sw4038B-ms98-a-0015,71.263125,71.349750,the,B,sd^e,u-20-2
sw4038B-ms98-a-0015,71.349750,71.726625,judge,I,sd^e,u-20-2
sw4038B-ms98-a-0015,71.726625,71.924750,did,I,sd^e,u-20-2
sw4038B-ms98-a-0015,72.305125,72.753375,uh,B,sd,u-20-3
sw4038B-ms98-a-0015,74.387875,74.784750,i,I,sd,u-20-3
sw4038B-ms98-a-0015,74.784750,75.127125,uh,I,sd,u-20-3
sw4038B-ms98-a-0015,75.549000,75.664750,i,I,sd,u-20-3
sw4038B-ms98-a-0015,75.664750,75.804750,had,I,sd,u-20-3
sw4038B-ms98-a-0015,75.804750,75.864750,a,I,sd,u-20-3
sw4038B-ms98-a-0015,75.864750,76.024750,hard,I,sd,u-20-3
sw4038B-ms98-a-0015,76.024750,76.194750,time,I,sd,u-20-3
sw4038B-ms98-a-0015,76.194750,76.404750,getting,I,sd,u-20-3
sw4038B-ms98-a-0015,76.404750,76.794750,seated,I,sd,u-20-3
sw4038B-ms98-a-0015,76.794750,76.894750,on,I,sd,u-20-3
sw4038B-ms98-a-0015,76.894750,76.974750,a,I,sd,u-20-3
sw4038B-ms98-a-0015,76.974750,77.414750,jury,I,sd,u-20-3
sw4038B-ms98-a-0015,77.414750,77.552500,i,B,sd,u-20-4
sw4038B-ms98-a-0015,77.789875,77.994750,kept,I,sd,u-20-4
sw4038B-ms98-a-0015,77.994750,78.364750,getting,I,sd,u-20-4
sw4038B-ms98-a-0015,78.364750,78.574250,uh,I,sd,u-20-4
sw4038B-ms98-a-0016,79.283500,79.536750,i'd,B,sd,u-20-5
sw4038B-ms98-a-0016,79.536750,79.732750,be,I,sd,u-20-5
sw4038B-ms98-a-0016,79.904000,80.576750,questioned,I,sd,u-20-5
sw4038B-ms98-a-0016,80.576750,80.921000,uh,I,sd,u-20-5
sw4038B-ms98-a-0016,81.764625,81.926750,for,I,sd,u-20-5
sw4038B-ms98-a-0016,81.926750,82.426750,impaneling,I,sd,u-20-5
sw4038B-ms98-a-0016,82.426750,82.496750,the,I,sd,u-20-5
sw4038B-ms98-a-0016,82.496750,82.976750,jury,I,sd,u-20-5
sw4038B-ms98-a-0016,82.976750,83.271750,and,B,sd,u-20-6
sw4038B-ms98-a-0016,83.524125,83.636750,they,B,+,u-22-1
sw4038B-ms98-a-0016,83.636750,84.056750,kept,I,+,u-22-1
sw4038B-ms98-a-0016,84.056750,84.186750,uh,I,+,u-22-1
sw4038B-ms98-a-0016,84.186750,84.876750,dismissing,I,+,u-22-1
sw4038B-ms98-a-0016,84.876750,85.174000,me,I,+,u-22-1
sw4038B-ms98-a-0017,85.778250,85.938250,course,B,sd,u-24-1
sw4038B-ms98-a-0017,85.938250,86.038250,they,I,sd,u-24-1
sw4038B-ms98-a-0017,86.038250,86.198250,don't,I,sd,u-24-1
sw4038B-ms98-a-0017,86.198250,86.298250,have,I,sd,u-24-1
sw4038B-ms98-a-0017,86.298250,86.408250,to,I,sd,u-24-1
sw4038B-ms98-a-0017,86.408250,86.528250,give,I,sd,u-24-1
sw4038B-ms98-a-0017,86.528250,86.628250,a,I,sd,u-24-1
sw4038B-ms98-a-0017,86.628250,86.978250,reason,I,sd,u-24-1
sw4038B-ms98-a-0017,86.978250,87.088250,but,B,sd,u-24-2
sw4038B-ms98-a-0017,87.088250,87.398250,it's,I,sd,u-24-2
sw4038B-ms98-a-0017,87.398250,87.690375,just,I,sd,u-24-2
sw4038B-ms98-a-0017,88.236500,88.448250,whether,B,+,u-26-1
sw4038B-ms98-a-0017,88.448250,88.518250,the,I,+,u-26-1
sw4038B-ms98-a-0017,88.518250,89.218250,prosecutor,I,+,u-26-1
sw4038B-ms98-a-0017,89.218250,89.308250,or,I,+,u-26-1
sw4038B-ms98-a-0017,89.308250,89.388250,the,I,+,u-26-1
sw4038B-ms98-a-0017,89.388250,89.748250,defense,I,+,u-26-1
sw4038B-ms98-a-0017,89.748250,90.198250,attorney,I,+,u-26-1
sw4038B-ms98-a-0017,90.198250,90.518250,feels,I,+,u-26-1
sw4038B-ms98-a-0017,90.518250,90.698625,like,I,+,u-26-1
sw4038B-ms98-a-0017,90.830375,90.908250,you,I,+,u-26-1
sw4038B-ms98-a-0017,90.908250,91.018250,know,I,+,u-26-1
sw4038B-ms98-a-0017,91.018250,91.098250,they,B,sv,u-26-2
sw4038B-ms98-a-0017,91.098250,91.238250,want,I,sv,u-26-2
sw4038B-ms98-a-0017,91.238250,91.298250,to,I,sv,u-26-2
sw4038B-ms98-a-0017,91.298250,91.448250,get,I,sv,u-26-2
sw4038B-ms98-a-0017,91.448250,91.548250,the,I,sv,u-26-2
sw4038B-ms98-a-0017,91.548250,91.978250,best,I,sv,u-26-2
sw4038B-ms98-a-0017,91.978250,92.153250,uh,I,sv,u-26-2
sw4038B-ms98-a-0017,92.724875,92.947000,mix,I,sv,u-26-2
sw4038B-ms98-a-0017,92.947000,93.148250,for,I,sv,u-26-2
sw4038B-ms98-a-0017,93.148250,93.338250,their,I,sv,u-26-2
sw4038B-ms98-a-0017,93.338250,93.888250,case,I,sv,u-26-2
sw4038B-ms98-a-0017,93.888250,94.204250,so,B,sv,u-26-3
sw4038B-ms98-a-0017,94.204250,94.348250,they,B,+,u-28-1
sw4038B-ms98-a-0017,94.348250,94.538250,ask,I,+,u-28-1
sw4038B-ms98-a-0017,94.538250,94.662250,all,I,+,u-28-1
sw4038B-ms98-a-0017,94.662250,94.790375,kinds,I,+,u-28-1
sw4038B-ms98-a-0017,94.790375,94.918250,of,I,+,u-28-1
sw4038B-ms98-a-0017,94.918250,95.198250,wild,I,+,u-28-1
sw4038B-ms98-a-0017,95.198250,95.798750,questions,I,+,u-28-1
sw4038B-ms98-a-0019,97.686125,98.033750,yeah,B,b,u-30-1
sw4038B-ms98-a-0019,98.376750,98.502750,well,B,sd,u-30-2
sw4038B-ms98-a-0019,98.502750,98.630750,i,I,sd,u-30-2
sw4038B-ms98-a-0019,98.630750,98.816125,kept,I,sd,u-30-2
sw4038B-ms98-a-0019,98.816125,99.026125,getting,I,sd,u-30-2
sw4038B-ms98-a-0019,99.026125,99.256125,called,I,sd,u-30-2
sw4038B-ms98-a-0019,99.256125,99.346125,up,I,sd,u-30-2
sw4038B-ms98-a-0019,99.346125,99.516125,for,I,sd,u-30-2
sw4038B-ms98-a-0019,99.516125,99.856125,drunk,I,sd,u-30-2
sw4038B-ms98-a-0019,99.856125,100.416125,driving,I,sd,u-30-2
sw4038B-ms98-a-0019,100.416125,100.697625,uh,I,sd,u-30-2
sw4038B-ms98-a-0020,101.878125,102.327000,questions,I,sd,u-30-2
sw4038B-ms98-a-0020,102.327000,102.427000,and,B,sv,u-30-3
sw4038B-ms98-a-0020,102.427000,102.497000,i,I,sv,u-30-3
sw4038B-ms98-a-0020,102.497000,102.957000,think,I,sv,u-30-3
sw4038B-ms98-a-0020,102.957000,103.187000,part,I,sv,u-30-3
sw4038B-ms98-a-0020,103.187000,103.287000,of,I,sv,u-30-3
sw4038B-ms98-a-0020,103.287000,103.387000,it,I,sv,u-30-3
sw4038B-ms98-a-0020,103.387000,103.577000,was,I,sv,u-30-3
sw4038B-ms98-a-0020,103.577000,103.717000,they,I,sv,u-30-3
sw4038B-ms98-a-0020,103.717000,104.167000,didn't,I,sv,u-30-3
sw4038B-ms98-a-0020,104.167000,104.433625,uh,I,sv,u-30-3
sw4038B-ms98-a-0021,105.863500,105.981500,they,I,sv,u-30-3
sw4038B-ms98-a-0021,105.981500,106.141500,didn't,I,sv,u-30-3
sw4038B-ms98-a-0021,106.141500,106.331500,like,I,sv,u-30-3
sw4038B-ms98-a-0021,106.331500,106.401500,the,I,sv,u-30-3
sw4038B-ms98-a-0021,106.401500,106.711500,fact,I,sv,u-30-3
sw4038B-ms98-a-0021,106.711500,106.801500,that,I,sv,u-30-3
sw4038B-ms98-a-0021,106.801500,106.881500,i,I,sv,u-30-3
sw4038B-ms98-a-0021,106.881500,107.111500,don't,I,sv,u-30-3
sw4038B-ms98-a-0021,107.111500,107.565500,drink,I,sv,u-30-3
sw4038B-ms98-a-0021,107.565500,107.701500,any,I,sv,u-30-3
sw4038B-ms98-a-0021,107.701500,108.017000,more,I,sv,u-30-3
sw4038B-ms98-a-0022,109.076250,109.864875,[laughter],O,,
sw4038B-ms98-a-0024,112.162750,112.392750,yeah,B,aa,u-34-1
sw4038B-ms98-a-0024,112.392750,112.562750,that,B,sv,u-34-2
sw4038B-ms98-a-0024,112.562750,112.702750,was,I,sv,u-34-2
sw4038B-ms98-a-0024,112.702750,113.212750,probably,B,+,u-36-1
sw4038B-ms98-a-0024,113.212750,113.432750,it,I,+,u-36-1
sw4038B-ms98-a-0024,113.432750,113.842750,although,B,sv,u-36-2
sw4038B-ms98-a-0024,113.842750,113.912750,in,I,sv,u-36-2
sw4038B-ms98-a-0024,113.912750,114.062750,my,I,sv,u-36-2
sw4038B-ms98-a-0024,114.062750,114.372750,case,I,sv,u-36-2
sw4038B-ms98-a-0024,114.372750,114.522750,i,I,sv,u-36-2
sw4038B-ms98-a-0024,114.522750,114.652750,might,I,sv,u-36-2
sw4038B-ms98-a-0024,114.652750,114.762750,have,I,sv,u-36-2
sw4038B-ms98-a-0024,114.762750,114.912750,been,I,sv,u-36-2
sw4038B-ms98-a-0024,114.912750,115.302750,more,I,sv,u-36-2
sw4038B-ms98-a-0024,115.302750,115.527000,uh,I,sv,u-36-2
sw4038B-ms98-a-0024,115.677750,116.282750,sympathetic,I,sv,u-36-2
sw4038B-ms98-a-0024,116.282750,116.382750,with,I,sv,u-36-2
sw4038B-ms98-a-0024,116.382750,116.442750,the,I,sv,u-36-2
sw4038B-ms98-a-0024,116.442750,116.742750,person,I,sv,u-36-2
sw4038B-ms98-a-0024,116.742750,116.832750,who,I,sv,u-36-2
sw4038B-ms98-a-0024,116.832750,117.022750,got,I,sv,u-36-2
sw4038B-ms98-a-0024,117.022750,117.222750,caught,I,sv,u-36-2
sw4038B-ms98-a-0024,117.222750,117.457125,i,B,h,u-36-3
sw4038B-ms98-a-0024,117.457125,117.605000,don't,I,h,u-36-3
sw4038B-ms98-a-0024,117.605000,117.793375,know,I,h,u-36-3
sw4038B-ms98-a-0025,118.588750,118.921875,[laughter],O,,
sw4038B-ms98-a-0027,130.229625,130.379625,well,B,^h,u-40-1
sw4038B-ms98-a-0027,130.379625,130.419625,i,I,^h,u-40-1
sw4038B-ms98-a-0027,130.419625,130.589625,was,I,^h,u-40-1
sw4038B-ms98-a-0027,130.589625,130.819625,never,I,^h,u-40-1
sw4038B-ms98-a-0027,130.819625,131.089000,there,I,^h,u-40-1
sw4038B-ms98-a-0027,131.089000,131.389625,never,I,^h,u-40-1
sw4038B-ms98-a-0027,131.389625,131.569625,there,I,^h,u-40-1
sw4038B-ms98-a-0027,131.569625,131.749625,for,I,^h,u-40-1
sw4038B-ms98-a-0027,131.749625,131.929625,any,I,^h,u-40-1
sw4038B-ms98-a-0027,131.929625,132.579625,sentencing,I,^h,u-40-1
sw4038B-ms98-a-0027,132.579625,132.819750,uh,B,sd,u-40-2
sw4038B-ms98-a-0027,133.037625,133.241125,i,I,sd,u-40-2
sw4038B-ms98-a-0027,133.241125,133.659625,finally,I,sd,u-40-2
sw4038B-ms98-a-0027,133.659625,133.779625,got,I,sd,u-40-2
sw4038B-ms98-a-0027,133.779625,134.279625,impaneled,I,sd,u-40-2
sw4038B-ms98-a-0027,134.279625,134.469625,on,I,sd,u-40-2
sw4038B-ms98-a-0027,134.469625,134.788125,one,I,sd,u-40-2
sw4038B-ms98-a-0027,135.382125,136.125125,case,I,sd,u-40-2
sw4038B-ms98-a-0027,136.125125,136.636125,uh,I,sd,u-40-2
sw4038B-ms98-a-0027,136.850875,136.989625,on,I,sd,u-40-2
sw4038B-ms98-a-0027,136.989625,137.139625,my,I,sd,u-40-2
sw4038B-ms98-a-0027,137.139625,137.499625,next,I,sd,u-40-2
sw4038B-ms98-a-0027,137.499625,137.579625,to,I,sd,u-40-2
sw4038B-ms98-a-0027,137.579625,137.709625,the,I,sd,u-40-2
sw4038B-ms98-a-0027,137.709625,138.069625,last,I,sd,u-40-2
sw4038B-ms98-a-0027,138.069625,138.435875,day,I,sd,u-40-2
sw4038B-ms98-a-0027,139.279500,139.829625,and,B,sd,u-40-3
sw4038B-ms98-a-0027,139.829625,140.019625,uh,I,sd,u-40-3
sw4038B-ms98-a-0027,140.019625,140.189625,we,I,sd,u-40-3
sw4038B-ms98-a-0027,140.189625,140.510750,got,I,sd,u-40-3
sw4038B-ms98-a-0027,141.132625,141.440750,into,I,sd,u-40-3
sw4038B-ms98-a-0027,141.440750,141.663000,the,I,sd,u-40-3
sw4038B-ms98-a-0027,141.663000,141.977125,uh,I,sd,u-40-3
sw4038B-ms98-a-0027,142.067500,142.409625,jury,I,sd,u-40-3
sw4038B-ms98-a-0027,142.409625,142.819625,room,I,sd,u-40-3
sw4038B-ms98-a-0027,142.819625,143.250875,to,I,sd,u-40-3
sw4038B-ms98-a-0027,143.250875,143.571375,uh,I,sd,u-40-3
sw4038B-ms98-a-0028,144.807125,145.190125,decide,I,sd,u-40-3
sw4038B-ms98-a-0028,145.190125,145.250125,the,I,sd,u-40-3
sw4038B-ms98-a-0028,145.250125,145.790125,case,I,sd,u-40-3
sw4038B-ms98-a-0028,145.790125,145.880125,and,B,sd,u-40-4
sw4038B-ms98-a-0028,145.880125,146.073125,there,I,sd,u-40-4
sw4038B-ms98-a-0028,146.073125,146.290125,was,I,sd,u-40-4
sw4038B-ms98-a-0028,146.290125,146.460125,one,I,sd,u-40-4
sw4038B-ms98-a-0028,146.460125,146.580125,guy,I,sd,u-40-4
sw4038B-ms98-a-0028,146.580125,146.670125,on,I,sd,u-40-4
sw4038B-ms98-a-0028,146.670125,146.740125,the,I,sd,u-40-4
sw4038B-ms98-a-0028,146.740125,147.140125,jury,I,sd,u-40-4
sw4038B-ms98-a-0028,147.140125,147.300125,who,I,sd,u-40-4
sw4038B-ms98-a-0028,147.300125,147.760125,announced,I,sd,u-40-4
sw4038B-ms98-a-0028,147.760125,147.830125,to,I,sd,u-40-4
sw4038B-ms98-a-0028,147.830125,148.330125,everybody,I,sd,u-40-4
sw4038B-ms98-a-0028,148.330125,148.520125,that,I,sd,u-40-4
sw4038B-ms98-a-0028,148.520125,148.630125,he,I,sd,u-40-4
sw4038B-ms98-a-0028,148.630125,148.830125,didn't,I,sd,u-40-4
sw4038B-ms98-a-0028,148.830125,149.010125,need,I,sd,u-40-4
sw4038B-ms98-a-0028,149.010125,149.110125,to,I,sd,u-40-4
sw4038B-ms98-a-0028,149.110125,149.713250,deliberate,I,sd,u-40-4
sw4038B-ms98-a-0028,150.285750,150.660125,because,I,sd,u-40-4
sw4038B-ms98-a-0028,150.660125,150.880125,he'd,I,sd,u-40-4
sw4038B-ms98-a-0028,150.880125,151.140125,already,I,sd,u-40-4
sw4038B-ms98-a-0028,151.140125,151.708250,decided,I,sd,u-40-4
sw4038B-ms98-a-0028,151.708250,151.951625,that,I,sd,u-40-4
sw4038B-ms98-a-0028,152.117250,152.268000,the,I,sd,u-40-4
sw4038B-ms98-a-0028,152.268000,152.530125,guy,I,sd,u-40-4
sw4038B-ms98-a-0028,152.530125,153.100125,was,I,sd,u-40-4
sw4038B-ms98-a-0028,153.100125,153.460125,uh,I,sd,u-40-4
sw4038B-ms98-a-0028,153.460125,153.650125,not,I,sd,u-40-4
sw4038B-ms98-a-0028,153.650125,154.030125,guilty,I,sd,u-40-4
sw4038B-ms98-a-0028,154.030125,154.200125,and,B,sd,u-40-5
sw4038B-ms98-a-0028,154.200125,154.360125,he,I,sd,u-40-5
sw4038B-ms98-a-0028,154.360125,154.550125,would,I,sd,u-40-5
sw4038B-ms98-a-0028,154.550125,154.730125,never,I,sd,u-40-5
