sw3189A-ms98-a-0002,5.927375,6.368750,yes,B,ny,u-2-1
sw3189A-ms98-a-0007,37.452625,37.582625,to,I,sd,u-12-4
sw3189A-ms98-a-0007,37.582625,37.732625,the,I,sd,u-12-4
sw3189A-ms98-a-0007,37.732625,38.385250,reunion,I,sd,u-12-4
sw3189A-ms98-a-0007,38.626375,39.217250,in,I,sd,u-12-4
sw3189A-ms98-a-0007,39.217250,39.382625,end,I,sd,u-12-4
sw3189A-ms98-a-0007,39.382625,39.492625,of,I,sd,u-12-4
sw3189A-ms98-a-0007,39.492625,39.839000,Jul[y]-,I,sd,u-12-4
sw3189A-ms98-a-0007,40.098875,40.492625,June,I,sd,u-12-4
sw3189A-ms98-a-0007,40.492625,40.782625,and,I,sd,u-12-4
sw3189A-ms98-a-0007,40.782625,41.042625,first,I,sd,u-12-4
sw3189A-ms98-a-0007,41.042625,41.132625,of,I,sd,u-12-4
sw3189A-ms98-a-0007,41.132625,41.722625,July,I,sd,u-12-4
sw3189A-ms98-a-0007,41.722625,41.912625,that,B,+,u-14-1
sw3189A-ms98-a-0007,41.912625,42.246750,part,I,+,u-14-1
sw3189A-ms98-a-0007,42.374875,42.653500,the,B,+,u-16-1
sw3189A-ms98-a-0007,42.653500,42.912625,fourth,I,+,u-16-1
sw3189A-ms98-a-0007,42.912625,43.022625,of,I,+,u-16-1
sw3189A-ms98-a-0007,43.022625,43.292625,July,I,+,u-16-1
sw3189A-ms98-a-0007,43.292625,43.694875,weekend,I,+,u-16-1
sw3189A-ms98-a-0007,44.135625,44.322625,but,B,sd,u-16-2
sw3189A-ms98-a-0007,44.322625,44.412625,we,I,sd,u-16-2
sw3189A-ms98-a-0007,44.412625,44.562625,had,I,sd,u-16-2
sw3189A-ms98-a-0007,44.562625,44.632625,to,I,sd,u-16-2
sw3189A-ms98-a-0007,44.632625,44.972625,plan,I,sd,u-16-2
sw3189A-ms98-a-0007,44.972625,45.564500,everything,I,sd,u-16-2
sw3189A-ms98-a-0007,45.643625,45.847875,like,I,sd,u-16-2
sw3189A-ms98-a-0007,45.979750,46.282625,clear,I,sd,u-16-2
sw3189A-ms98-a-0007,46.282625,46.472625,in,I,sd,u-16-2
sw3189A-ms98-a-0007,46.472625,47.002625,December,I,sd,u-16-2
sw3189A-ms98-a-0007,47.002625,47.879000,January,I,sd,u-16-2
sw3189A-ms98-a-0007,48.259250,48.675750,to,B,+,u-18-1
sw3189A-ms98-a-0007,48.675750,49.342625,reserve,I,+,u-18-1
sw3189A-ms98-a-0007,49.342625,49.766125,that,I,+,u-18-1
sw3189A-ms98-a-0009,52.927000,53.504500,um-hum,B,b,u-20-1
sw3189A-ms98-a-0010,54.814250,54.993125,no,B,nn,u-22-1
sw3189A-ms98-a-0010,54.993125,55.173125,this,B,sd,u-24-1
sw3189A-ms98-a-0010,55.173125,55.416250,was,I,sd,u-24-1
sw3189A-ms98-a-0010,55.416250,56.153625,everybody,I,sd,u-24-1
sw3189A-ms98-a-0011,57.838000,58.168000,oh,B,sd,u-26-1
sw3189A-ms98-a-0011,58.168000,58.395500,i,I,sd,u-26-1
sw3189A-ms98-a-0011,58.685500,59.177375,oh,I,sd,u-26-1
sw3189A-ms98-a-0011,59.177375,59.396375,uh,I,sd,u-26-1
sw3189A-ms98-a-0011,59.396375,59.966000,jeez,I,sd,u-26-1
sw3189A-ms98-a-0011,59.966000,60.128000,i,I,sd,u-26-1
sw3189A-ms98-a-0011,60.128000,60.368000,think,I,sd,u-26-1
sw3189A-ms98-a-0011,60.368000,60.858625,over,I,sd,u-26-1
sw3189A-ms98-a-0011,60.858625,61.338000,um,I,sd,u-26-1
sw3189A-ms98-a-0011,61.338000,61.658000,three,I,sd,u-26-1
sw3189A-ms98-a-0011,61.658000,62.266875,hundred,I,sd,u-26-1
sw3189A-ms98-a-0011,62.613375,62.771250,were,B,+,u-28-1
sw3189A-ms98-a-0011,62.771250,63.138000,there,I,+,u-28-1
sw3189A-ms98-a-0011,63.138000,63.338000,it,B,sd,u-28-2
sw3189A-ms98-a-0011,63.338000,63.488000,was,I,sd,u-28-2
sw3189A-ms98-a-0011,63.488000,63.818000,quite,I,sd,u-28-2
sw3189A-ms98-a-0011,63.818000,63.868000,a,I,sd,u-28-2
sw3189A-ms98-a-0011,63.868000,64.326250,large,I,sd,u-28-2
sw3189A-ms98-a-0012,64.829750,64.902750,it,B,sd,u-30-1
sw3189A-ms98-a-0012,64.902750,65.042750,was,I,sd,u-30-1
sw3189A-ms98-a-0012,65.042750,65.162750,a,I,sd,u-30-1
sw3189A-ms98-a-0012,65.162750,65.582750,great,I,sd,u-30-1
sw3189A-ms98-a-0012,65.582750,65.792750,big,I,sd,u-30-1
sw3189A-ms98-a-0012,65.792750,66.336125,lodge,I,sd,u-30-1
sw3189A-ms98-a-0012,66.773000,66.962750,and,B,sd,u-30-2
sw3189A-ms98-a-0012,66.962750,67.122750,so,I,sd,u-30-2
sw3189A-ms98-a-0012,67.122750,67.232750,we,I,sd,u-30-2
sw3189A-ms98-a-0012,67.232750,67.462750,had,I,sd,u-30-2
sw3189A-ms98-a-0012,67.462750,67.762750,plenty,I,sd,u-30-2
sw3189A-ms98-a-0012,67.762750,67.882750,of,I,sd,u-30-2
sw3189A-ms98-a-0012,67.882750,68.122750,room,I,sd,u-30-2
sw3189A-ms98-a-0012,68.122750,68.222750,and,I,sd,u-30-2
sw3189A-ms98-a-0012,68.222750,68.802750,everything,I,sd,u-30-2
sw3189A-ms98-a-0012,68.802750,69.020625,and,B,sd,u-30-3
sw3189A-ms98-a-0012,69.144875,69.312750,and,I,sd,u-30-3
sw3189A-ms98-a-0012,69.312750,69.482750,some,I,sd,u-30-3
sw3189A-ms98-a-0012,69.482750,69.622750,of,I,sd,u-30-3
sw3189A-ms98-a-0012,69.622750,69.812750,them,I,sd,u-30-3
sw3189A-ms98-a-0012,69.812750,70.022750,live,I,sd,u-30-3
sw3189A-ms98-a-0012,70.022750,70.132750,in,I,sd,u-30-3
sw3189A-ms98-a-0012,70.132750,70.312750,that,I,sd,u-30-3
sw3189A-ms98-a-0012,70.312750,70.722750,area,I,sd,u-30-3
sw3189A-ms98-a-0012,70.722750,70.822750,so,B,sd,u-30-4
sw3189A-ms98-a-0012,70.822750,70.912750,it,I,sd,u-30-4
sw3189A-ms98-a-0012,70.912750,71.572750,wasn't,I,sd,u-30-4
sw3189A-ms98-a-0012,71.572750,71.772750,too,I,sd,u-30-4
sw3189A-ms98-a-0012,71.772750,71.972750,hard,I,sd,u-30-4
sw3189A-ms98-a-0012,71.972750,72.082750,for,I,sd,u-30-4
sw3189A-ms98-a-0012,72.082750,72.302750,them,I,sd,u-30-4
sw3189A-ms98-a-0012,72.302750,72.392750,to,I,sd,u-30-4
sw3189A-ms98-a-0012,72.392750,72.722750,come,I,sd,u-30-4
sw3189A-ms98-a-0012,72.722750,72.832750,in,I,sd,u-30-4
sw3189A-ms98-a-0012,72.832750,72.922750,the,I,sd,u-30-4
sw3189A-ms98-a-0012,72.922750,73.222750,day,I,sd,u-30-4
sw3189A-ms98-a-0012,73.222750,73.402750,and,I,sd,u-30-4
sw3189A-ms98-a-0012,73.402750,73.720625,leave,I,sd,u-30-4
sw3189A-ms98-a-0012,74.312000,74.802750,but,B,sd,u-32-1
sw3189A-ms98-a-0012,74.802750,75.382750,um,I,sd,u-32-1
sw3189A-ms98-a-0013,75.717625,75.987625,that,I,sd,u-32-1
sw3189A-ms98-a-0013,75.987625,76.127625,was,I,sd,u-32-1
sw3189A-ms98-a-0013,76.127625,76.207625,a,I,sd,u-32-1
sw3189A-ms98-a-0013,76.207625,76.517625,great,I,sd,u-32-1
sw3189A-ms98-a-0013,76.517625,76.707625,big,I,sd,u-32-1
sw3189A-ms98-a-0013,76.707625,76.857625,thing,I,sd,u-32-1
sw3189A-ms98-a-0013,76.857625,76.947625,and,B,sd,u-32-2
sw3189A-ms98-a-0013,76.947625,77.047625,we,I,sd,u-32-2
sw3189A-ms98-a-0013,77.047625,77.277625,do,I,sd,u-32-2
sw3189A-ms98-a-0013,77.277625,77.487625,that,I,sd,u-32-2
sw3189A-ms98-a-0013,77.487625,77.667625,with,I,sd,u-32-2
sw3189A-ms98-a-0013,77.667625,77.897625,his,I,sd,u-32-2
sw3189A-ms98-a-0013,77.897625,78.487625,family,I,sd,u-32-2
sw3189A-ms98-a-0013,78.487625,78.767625,about,I,sd,u-32-2
sw3189A-ms98-a-0013,78.767625,79.243875,every,I,sd,u-32-2
sw3189A-ms98-a-0014,79.747500,80.127500,five,I,sd,u-32-2
sw3189A-ms98-a-0014,80.127500,80.756375,years,I,sd,u-32-2
sw3189A-ms98-a-0014,81.050125,81.217500,a,B,+,u-34-1
sw3189A-ms98-a-0014,81.217500,81.496500,great,I,+,u-34-1
sw3189A-ms98-a-0014,81.650875,81.897500,big,I,+,u-34-1
sw3189A-ms98-a-0014,81.897500,82.244125,one,I,+,u-34-1
sw3189A-ms98-a-0014,82.379750,82.607500,and,B,sd,u-36-1
sw3189A-ms98-a-0014,82.607500,82.807500,then,I,sd,u-36-1
sw3189A-ms98-a-0014,82.807500,83.140250,like,I,sd,u-36-1
sw3189A-ms98-a-0014,83.268250,84.183250,immediate,I,sd,u-36-1
sw3189A-ms98-a-0014,84.183250,84.687500,family,I,sd,u-36-1
sw3189A-ms98-a-0014,84.687500,84.927500,we,I,sd,u-36-1
sw3189A-ms98-a-0014,84.927500,85.291250,do,I,sd,u-36-1
sw3189A-ms98-a-0014,85.645250,86.027000,like,I,sd,u-36-1
sw3189A-ms98-a-0014,86.027000,86.257500,uh,I,sd,u-36-1
sw3189A-ms98-a-0014,86.257500,86.397500,we,I,sd,u-36-1
sw3189A-ms98-a-0014,86.397500,86.587500,try,I,sd,u-36-1
sw3189A-ms98-a-0014,86.587500,86.747500,to,I,sd,u-36-1
sw3189A-ms98-a-0014,86.747500,86.937500,do,I,sd,u-36-1
sw3189A-ms98-a-0014,86.937500,87.277500,one,I,sd,u-36-1
sw3189A-ms98-a-0014,87.277500,87.640375,thing,I,sd,u-36-1
sw3189A-ms98-a-0014,87.779750,88.056875,once,I,sd,u-36-1
sw3189A-ms98-a-0014,88.056875,88.156625,a,I,sd,u-36-1
sw3189A-ms98-a-0014,88.156625,88.497500,year,I,sd,u-36-1
sw3189A-ms98-a-0016,91.995000,92.224375,well,B,sv,u-38-1
sw3189A-ms98-a-0016,92.224375,92.454375,he,I,sv,u-38-1
sw3189A-ms98-a-0016,92.454375,92.852500,has,I,sv,u-38-1
sw3189A-ms98-a-0016,93.462625,93.704375,eight,I,sv,u-38-1
sw3189A-ms98-a-0016,93.704375,94.094375,brothers,I,sv,u-38-1
sw3189A-ms98-a-0016,94.094375,94.234375,and,I,sv,u-38-1
sw3189A-ms98-a-0016,94.234375,94.861250,sisters,I,sv,u-38-1
sw3189A-ms98-a-0016,95.207750,95.434375,so,B,sd,u-40-1
sw3189A-ms98-a-0016,95.434375,95.704375,that's,I,sd,u-40-1
sw3189A-ms98-a-0016,95.704375,96.104375,big,I,sd,u-40-1
sw3189A-ms98-a-0016,96.104375,96.307750,by,I,sd,u-40-1
sw3189A-ms98-a-0016,96.307750,97.151125,itself,I,sd,u-40-1
sw3189A-ms98-a-0016,97.151125,98.296125,[laughter],O,,
sw3189A-ms98-a-0017,99.406625,99.836125,yeah,B,ny,u-44-1
sw3189A-ms98-a-0017,100.602375,100.792750,so,B,sd,u-46-1
sw3189A-ms98-a-0017,100.792750,100.912750,we,I,sd,u-46-1
sw3189A-ms98-a-0017,100.912750,101.052750,have,I,sd,u-46-1
sw3189A-ms98-a-0017,101.052750,101.122750,a,I,sd,u-46-1
sw3189A-ms98-a-0017,101.122750,101.322750,little,I,sd,u-46-1
sw3189A-ms98-a-0017,101.322750,101.824000,shindig,I,sd,u-46-1
sw3189A-ms98-a-0017,102.068750,102.232750,with,I,sd,u-46-1
sw3189A-ms98-a-0017,102.232750,102.618125,them,I,sd,u-46-1
sw3189A-ms98-a-0018,104.536500,105.070625,uh,B,sd,u-48-1
sw3189A-ms98-a-0018,105.296625,105.526500,they're,B,+,u-50-1
sw3189A-ms98-a-0018,105.526500,106.073000,close,I,+,u-50-1
sw3189A-ms98-a-0018,106.235000,106.376500,in,I,+,u-50-1
sw3189A-ms98-a-0018,106.376500,106.476500,a,I,+,u-50-1
sw3189A-ms98-a-0018,106.476500,106.906500,close,I,+,u-50-1
sw3189A-ms98-a-0018,106.906500,107.805750,proximity,I,+,u-50-1
sw3189A-ms98-a-0018,107.892375,108.438500,um,B,^h,u-50-2
sw3189A-ms98-a-0019,109.991250,110.302625,uh,I,^h,u-50-2
sw3189A-ms98-a-0019,110.302625,110.582625,let's,I,^h,u-50-2
sw3189A-ms98-a-0019,110.582625,111.045250,see,I,^h,u-50-2
sw3189A-ms98-a-0019,111.410625,111.622625,there,B,sd,u-50-3
sw3189A-ms98-a-0019,111.622625,111.732625,are,I,sd,u-50-3
sw3189A-ms98-a-0019,111.732625,112.072625,four,I,sd,u-50-3
sw3189A-ms98-a-0019,112.072625,112.252625,of,I,sd,u-50-3
sw3189A-ms98-a-0019,112.252625,112.482625,them,I,sd,u-50-3
sw3189A-ms98-a-0019,112.482625,112.612625,who,I,sd,u-50-3
sw3189A-ms98-a-0019,112.612625,112.836875,live,I,sd,u-50-3
sw3189A-ms98-a-0019,112.836875,113.092625,here,I,sd,u-50-3
sw3189A-ms98-a-0019,113.092625,113.182625,in,I,sd,u-50-3
sw3189A-ms98-a-0019,113.182625,113.930000,Texas,I,sd,u-50-3
sw3189A-ms98-a-0019,114.231375,114.342625,and,I,sd,u-50-3
sw3189A-ms98-a-0019,114.342625,114.462625,his,I,sd,u-50-3
sw3189A-ms98-a-0019,114.462625,114.672625,mom,I,sd,u-50-3
sw3189A-ms98-a-0019,114.672625,114.762625,and,I,sd,u-50-3
sw3189A-ms98-a-0019,114.762625,115.062625,dad,I,sd,u-50-3
sw3189A-ms98-a-0020,115.556125,116.022750,so,B,sd,u-52-1
sw3189A-ms98-a-0020,116.119375,116.684250,um,I,sd,u-52-1
sw3189A-ms98-a-0020,116.857500,116.993875,the,I,sd,u-52-1
sw3189A-ms98-a-0020,116.993875,117.492875,others,I,sd,u-52-1
sw3189A-ms98-a-0020,117.492875,117.722875,live,I,sd,u-52-1
sw3189A-ms98-a-0020,117.722875,117.922875,in,I,sd,u-52-1
sw3189A-ms98-a-0020,117.922875,118.302875,close,I,sd,u-52-1
sw3189A-ms98-a-0020,118.302875,119.029875,neighboring,I,sd,u-52-1
sw3189A-ms98-a-0020,119.029875,119.535875,um,I,sd,u-52-1
sw3189A-ms98-a-0020,120.125375,120.887125,states,I,sd,u-52-1
sw3189A-ms98-a-0020,121.403750,121.950000,like,I,sd,u-52-1
sw3189A-ms98-a-0020,121.950000,122.623125,Nevada,I,sd,u-52-1
sw3189A-ms98-a-0020,122.841625,123.886125,Arizona,I,sd,u-52-1
sw3189A-ms98-a-0020,123.886125,124.068750,i,B,+,u-54-1
sw3189A-ms98-a-0020,124.068750,124.302875,think,I,+,u-54-1
sw3189A-ms98-a-0020,124.302875,124.492875,like,I,+,u-54-1
sw3189A-ms98-a-0020,124.492875,124.807875,that,I,+,u-54-1
sw3189A-ms98-a-0020,124.807875,125.160625,and,O,,
sw3189A-ms98-a-0022,127.259750,127.556125,yeah,B,%,u-54-2
sw3189A-ms98-a-0022,127.556125,127.876125,so,B,sd,u-56-1
sw3189A-ms98-a-0022,127.876125,128.116125,it's,I,sd,u-56-1
sw3189A-ms98-a-0022,128.116125,128.416125,been,I,sd,u-56-1
sw3189A-ms98-a-0022,128.416125,129.019250,fun,I,sd,u-56-1
sw3189A-ms98-a-0022,129.019250,129.176125,how,B,qo,u-56-2
sw3189A-ms98-a-0022,129.176125,129.376125,about_1,I,qo,u-56-2
sw3189A-ms98-a-0022,129.376125,129.649625,you,I,qo,u-56-2
sw3189A-ms98-a-0024,145.705125,146.195625,um-hum,B,b,u-58-1
sw3189A-ms98-a-0026,156.634000,157.086625,um-hum,B,b,u-60-1
sw3189A-ms98-a-0026,157.927875,158.152000,that's,B,ba,u-62-1
sw3189A-ms98-a-0026,158.152000,158.663500,hard,I,ba,u-62-1
sw3189A-ms98-a-0027,160.260750,160.778625,yeah,B,b,u-64-1
sw3189A-ms98-a-0027,161.516875,162.030750,yeah,B,b,u-66-1
sw3189A-ms98-a-0029,171.129875,171.597500,um-hum,B,b,u-68-1
sw3189A-ms98-a-0031,185.920625,186.376000,yeah,B,b,u-70-1
sw3189A-ms98-a-0032,187.840500,188.500375,[laughter],O,,
sw3189A-ms98-a-0032,188.500375,188.666125,it,B,sd,u-72-1
sw3189A-ms98-a-0032,188.666125,189.012625,really,I,sd,u-72-1
sw3189A-ms98-a-0032,189.012625,189.202625,is,I,sd,u-72-1
sw3189A-ms98-a-0032,189.202625,189.632625,fun,I,sd,u-72-1
sw3189A-ms98-a-0032,189.632625,190.028000,and,B,sd,u-72-2
sw3189A-ms98-a-0032,190.152250,190.312625,my,I,sd,u-72-2
sw3189A-ms98-a-0032,190.312625,190.732625,mom's,I,sd,u-72-2
sw3189A-ms98-a-0032,190.732625,191.262625,family,I,sd,u-72-2
sw3189A-ms98-a-0032,191.262625,191.562625,does,I,sd,u-72-2
sw3189A-ms98-a-0032,191.562625,191.672625,it,I,sd,u-72-2
sw3189A-ms98-a-0032,191.672625,192.022625,once,I,sd,u-72-2
sw3189A-ms98-a-0032,192.022625,192.052625,a,I,sd,u-72-2
sw3189A-ms98-a-0032,192.052625,192.372625,year,I,sd,u-72-2
sw3189A-ms98-a-0032,192.372625,192.652625,just,I,sd,u-72-2
sw3189A-ms98-a-0032,192.652625,192.852625,like,I,sd,u-72-2
sw3189A-ms98-a-0032,192.852625,192.972625,you,I,sd,u-72-2
sw3189A-ms98-a-0032,192.972625,193.351250,said,I,sd,u-72-2
sw3189A-ms98-a-0032,193.716625,194.014500,once,B,sd,u-74-1
sw3189A-ms98-a-0032,194.014500,194.112375,a,I,sd,u-74-1
sw3189A-ms98-a-0032,194.112375,194.442500,year,I,sd,u-74-1
sw3189A-ms98-a-0032,194.826625,195.242625,um,I,sd,u-74-1
sw3189A-ms98-a-0032,195.242625,195.392625,they,I,sd,u-74-1
sw3189A-ms98-a-0032,195.392625,195.652625,have,I,sd,u-74-1
sw3189A-ms98-a-0032,195.652625,195.922875,a,I,sd,u-74-1
sw3189A-ms98-a-0032,196.125125,196.541750,a,I,sd,u-74-1
sw3189A-ms98-a-0033,197.151500,197.477875,a,I,sd,u-74-1
sw3189A-ms98-a-0033,197.477875,198.226000,Wednesday,I,sd,u-74-1
sw3189A-ms98-a-0033,198.226000,198.467875,through,I,sd,u-74-1
sw3189A-ms98-a-0033,198.467875,198.798375,a,I,sd,u-74-1
sw3189A-ms98-a-0033,198.798375,199.167875,a,I,sd,u-74-1
sw3189A-ms98-a-0033,199.167875,199.977125,Saturday,I,sd,u-74-1
sw3189A-ms98-a-0033,200.131500,200.407875,type,I,sd,u-74-1
sw3189A-ms98-a-0033,200.407875,200.637875,thing,I,sd,u-74-1
sw3189A-ms98-a-0033,200.637875,200.697875,you,B,sd,u-74-2
sw3189A-ms98-a-0033,200.697875,200.847875,can,I,sd,u-74-2
sw3189A-ms98-a-0033,200.847875,201.077875,come,I,sd,u-74-2
sw3189A-ms98-a-0033,201.077875,201.207875,and,I,sd,u-74-2
sw3189A-ms98-a-0033,201.207875,201.357875,go,I,sd,u-74-2
sw3189A-ms98-a-0033,201.357875,201.507875,as,I,sd,u-74-2
sw3189A-ms98-a-0033,201.507875,201.587875,you,I,sd,u-74-2
sw3189A-ms98-a-0033,201.587875,201.997875,please,I,sd,u-74-2
sw3189A-ms98-a-0033,201.997875,202.407875,type,I,sd,u-74-2
sw3189A-ms98-a-0033,202.407875,202.782375,thing,I,sd,u-74-2
sw3189A-ms98-a-0033,203.313375,203.557875,and,B,sd,u-76-1
sw3189A-ms98-a-0033,203.557875,203.697875,they,I,sd,u-76-1
sw3189A-ms98-a-0033,203.697875,203.857875,do,I,sd,u-76-1
sw3189A-ms98-a-0033,203.857875,204.037875,that,I,sd,u-76-1
sw3189A-ms98-a-0033,204.037875,204.287875,once,I,sd,u-76-1
sw3189A-ms98-a-0033,204.287875,204.317875,a,I,sd,u-76-1
sw3189A-ms98-a-0033,204.317875,204.447875,year,I,sd,u-76-1
sw3189A-ms98-a-0033,204.447875,204.497875,i,B,sd,u-76-2
sw3189A-ms98-a-0033,204.497875,204.737875,kind,I,sd,u-76-2
sw3189A-ms98-a-0033,204.737875,204.807875,of,I,sd,u-76-2
sw3189A-ms98-a-0033,204.807875,205.127875,missed,I,sd,u-76-2
