sw2177A-ms98-a-0003,2.772500,3.059500,no,B,nn,u-2-1
sw2177A-ms98-a-0024,92.771750,93.101750,first,I,%,u-30-3
sw2177A-ms98-a-0024,93.101750,93.185750,i,B,sd,u-30-4
sw2177A-ms98-a-0024,93.185750,93.389750,guess,I,sd,u-30-4
sw2177A-ms98-a-0024,93.389750,93.441750,he,I,sd,u-30-4
sw2177A-ms98-a-0024,93.441750,93.535875,was,I,sd,u-30-4
sw2177A-ms98-a-0024,93.641375,93.921750,taking,I,sd,u-30-4
sw2177A-ms98-a-0024,93.921750,94.221750,Kevin,I,sd,u-30-4
sw2177A-ms98-a-0024,94.221750,94.820250,Costner,I,sd,u-30-4
sw2177A-ms98-a-0024,94.820250,95.345875,to,I,sd,u-30-4
sw2177A-ms98-a-0025,96.060000,96.320000,like,I,sd,u-30-4
sw2177A-ms98-a-0025,96.320000,96.440250,the,I,sd,u-30-4
sw2177A-ms98-a-0025,96.544500,96.780000,site,I,sd,u-30-4
sw2177A-ms98-a-0025,96.780000,96.936750,where,I,sd,u-30-4
sw2177A-ms98-a-0025,96.936750,97.049750,he,I,sd,u-30-4
sw2177A-ms98-a-0025,97.049750,97.208875,was,I,sd,u-30-4
sw2177A-ms98-a-0025,97.208875,97.460000,going,I,sd,u-30-4
sw2177A-ms98-a-0025,97.460000,97.540000,to,I,sd,u-30-4
sw2177A-ms98-a-0025,97.540000,97.780000,be,I,sd,u-30-4
sw2177A-ms98-a-0025,97.780000,97.890000,or,I,sd,u-30-4
sw2177A-ms98-a-0025,97.890000,98.447500,whatever,I,sd,u-30-4
sw2177A-ms98-a-0026,99.120000,99.270000,that,B,sv,u-32-1
sw2177A-ms98-a-0026,99.270000,99.425625,was,I,sv,u-32-1
sw2177A-ms98-a-0026,99.610625,100.087875,rather,I,sv,u-32-1
sw2177A-ms98-a-0026,100.210000,100.572750,um,I,sv,u-32-1
sw2177A-ms98-a-0026,100.572750,101.020000,gross,I,sv,u-32-1
sw2177A-ms98-a-0026,101.020000,102.210000,[laughter],O,,
sw2177A-ms98-a-0027,103.017625,103.442875,[vocalized-noise],O,,
sw2177A-ms98-a-0028,104.283375,104.933375,yeah,B,aa,u-34-1
sw2177A-ms98-a-0028,104.933375,105.524125,yeah,B,aa^r,u-34-2
sw2177A-ms98-a-0028,106.083375,106.426000,but,B,sd,u-34-3
sw2177A-ms98-a-0028,106.426000,106.603375,other,I,sd,u-34-3
sw2177A-ms98-a-0028,106.603375,106.723375,than,I,sd,u-34-3
sw2177A-ms98-a-0028,106.723375,106.863375,that,I,sd,u-34-3
sw2177A-ms98-a-0028,106.863375,107.003375,i've,I,sd,u-34-3
sw2177A-ms98-a-0028,107.003375,107.193375,heard,I,sd,u-34-3
sw2177A-ms98-a-0028,107.193375,107.322625,the,I,sd,u-34-3
sw2177A-ms98-a-0028,107.443375,107.721000,the,I,sd,u-34-3
sw2177A-ms98-a-0028,107.721000,107.845375,you,I,sd,u-34-3
sw2177A-ms98-a-0028,107.845375,108.088250,know,I,sd,u-34-3
sw2177A-ms98-a-0028,108.088250,108.233375,the,I,sd,u-34-3
sw2177A-ms98-a-0028,108.233375,108.643375,um,I,sd,u-34-3
sw2177A-ms98-a-0030,110.145125,110.259875,the,I,sd,u-34-3
sw2177A-ms98-a-0030,110.259875,110.815375,scenery,I,sd,u-34-3
sw2177A-ms98-a-0030,111.011250,111.145125,in,I,sd,u-34-3
sw2177A-ms98-a-0030,111.145125,111.335125,it,I,sd,u-34-3
sw2177A-ms98-a-0030,111.535125,111.795125,is,B,+,u-36-1
sw2177A-ms98-a-0030,111.795125,112.301875,absolutely,I,+,u-36-1
sw2177A-ms98-a-0030,112.301875,112.907250,beautiful,I,+,u-36-1
sw2177A-ms98-a-0032,114.642375,114.875000,uh-huh,B,b,u-38-1
sw2177A-ms98-a-0032,114.875000,115.252375,really,B,bh,u-38-2
sw2177A-ms98-a-0034,123.405875,123.645500,oh,B,b,u-40-1
sw2177A-ms98-a-0034,123.645500,124.175875,really,I,b,u-40-1
sw2177A-ms98-a-0036,126.353750,126.853750,uh-huh,B,b,u-42-1
sw2177A-ms98-a-0037,127.844875,128.303000,uh-huh,B,b,u-44-1
sw2177A-ms98-a-0038,129.541000,130.026125,uh-huh,B,b^r,u-44-2
sw2177A-ms98-a-0040,133.311375,133.434750,the,B,^2,u-46-1
sw2177A-ms98-a-0040,133.434750,134.103750,styles,I,^2,u-46-1
sw2177A-ms98-a-0040,134.442625,134.965250,uh-huh,B,b,u-46-2
sw2177A-ms98-a-0042,137.047250,137.477250,uh-huh,B,b,u-48-1
sw2177A-ms98-a-0044,139.356250,139.781625,uh-huh,B,b,u-50-1
sw2177A-ms98-a-0045,141.047250,141.667250,uh-huh,B,b,u-52-1
sw2177A-ms98-a-0046,142.768500,142.858500,uh-huh,O,,
sw2177A-ms98-a-0046,142.858500,142.958500,well,B,sv,u-52-2
sw2177A-ms98-a-0046,142.958500,143.035000,i,I,sv,u-52-2
sw2177A-ms98-a-0046,143.035000,143.218500,guess,I,sv,u-52-2
sw2177A-ms98-a-0046,143.218500,143.410000,i,I,sv,u-52-2
sw2177A-ms98-a-0046,143.410000,143.598500,will,I,sv,u-52-2
sw2177A-ms98-a-0046,143.598500,143.776250,have,I,sv,u-52-2
sw2177A-ms98-a-0046,143.776250,143.948500,to,I,sv,u-52-2
sw2177A-ms98-a-0046,143.948500,144.132750,see,I,sv,u-52-2
sw2177A-ms98-a-0046,144.132750,144.318500,it,I,sv,u-52-2
sw2177A-ms98-a-0046,144.318500,144.608500,then,I,sv,u-52-2
sw2177A-ms98-a-0047,146.022750,146.536375,um,B,sd,u-54-1
sw2177A-ms98-a-0047,146.924375,147.272750,actually,I,sd,u-54-1
sw2177A-ms98-a-0047,147.272750,147.432750,have,I,sd,u-54-1
sw2177A-ms98-a-0047,147.432750,147.722750,been,I,sd,u-54-1
sw2177A-ms98-a-0047,147.722750,147.832750,to,I,sd,u-54-1
sw2177A-ms98-a-0047,147.832750,147.902750,the,I,sd,u-54-1
sw2177A-ms98-a-0047,147.902750,148.613375,movies,I,sd,u-54-1
sw2177A-ms98-a-0047,148.613375,148.923250,um,I,sd,u-54-1
sw2177A-ms98-a-0047,148.923250,149.051250,i,B,sd,u-54-2
sw2177A-ms98-a-0047,149.051250,149.182750,think,I,sd,u-54-2
sw2177A-ms98-a-0047,149.182750,149.262750,the,I,sd,u-54-2
sw2177A-ms98-a-0047,149.262750,149.512750,last,I,sd,u-54-2
sw2177A-ms98-a-0047,149.512750,149.724250,movie,I,sd,u-54-2
sw2177A-ms98-a-0047,149.724250,149.893750,i,I,sd,u-54-2
sw2177A-ms98-a-0047,149.893750,150.112750,saw,I,sd,u-54-2
sw2177A-ms98-a-0047,150.112750,150.222750,was,I,sd,u-54-2
sw2177A-ms98-a-0047,150.222750,150.793125,Misery,I,sd,u-54-2
sw2177A-ms98-a-0049,152.553500,153.041375,oh,B,sd,u-56-1
sw2177A-ms98-a-0049,153.162750,153.522250,very,I,sd,u-56-1
sw2177A-ms98-a-0049,153.522250,154.303500,suspenseful,I,sd,u-56-1
sw2177A-ms98-a-0051,156.470750,156.700750,i,B,aa,u-58-1
sw2177A-ms98-a-0051,156.700750,156.982250,really,I,aa,u-58-1
sw2177A-ms98-a-0051,156.982250,157.160750,don't,I,aa,u-58-1
sw2177A-ms98-a-0051,157.160750,157.610750,either,I,aa,u-58-1
sw2177A-ms98-a-0051,157.610750,157.910125,but,B,sd,u-58-2
sw2177A-ms98-a-0051,158.471250,158.682250,i,I,sd,u-58-2
sw2177A-ms98-a-0051,158.682250,158.890750,went,I,sd,u-58-2
sw2177A-ms98-a-0051,158.890750,159.100750,with,I,sd,u-58-2
sw2177A-ms98-a-0051,159.100750,159.530750,someone,I,sd,u-58-2
sw2177A-ms98-a-0051,159.530750,159.824250,and,B,sd,u-58-3
sw2177A-ms98-a-0051,159.824250,160.020750,once,I,sd,u-58-3
sw2177A-ms98-a-0051,160.020750,160.104750,i,I,sd,u-58-3
sw2177A-ms98-a-0051,160.104750,160.290750,was,I,sd,u-58-3
sw2177A-ms98-a-0051,160.290750,160.623625,there,I,sd,u-58-3
sw2177A-ms98-a-0051,160.623625,160.763000,i,I,sd,u-58-3
sw2177A-ms98-a-0051,160.763000,161.040750,couldn't,I,sd,u-58-3
sw2177A-ms98-a-0051,161.040750,161.467375,believe,I,sd,u-58-3
sw2177A-ms98-a-0051,161.467375,161.572875,i,B,sd,u-58-4
sw2177A-ms98-a-0051,161.572875,161.703250,mean,I,sd,u-58-4
sw2177A-ms98-a-0051,161.703250,161.816250,it's,I,sd,u-58-4
sw2177A-ms98-a-0051,161.816250,161.983875,an,I,sd,u-58-4
sw2177A-ms98-a-0051,161.983875,162.470750,excellent,I,sd,u-58-4
sw2177A-ms98-a-0051,162.470750,162.873375,movie,I,sd,u-58-4
sw2177A-ms98-a-0051,163.230750,163.570750,yeah,B,ny,u-60-1
sw2177A-ms98-a-0053,168.586000,168.796000,it's,B,sd,u-62-1
sw2177A-ms98-a-0053,168.796000,169.016000,not,I,sd,u-62-1
sw2177A-ms98-a-0053,169.016000,169.736000,necessarily,I,sd,u-62-1
sw2177A-ms98-a-0053,169.926000,170.126000,it,I,sd,u-62-1
sw2177A-ms98-a-0053,170.126000,170.256000,it's,I,sd,u-62-1
sw2177A-ms98-a-0053,170.256000,170.406000,not,I,sd,u-62-1
sw2177A-ms98-a-0053,170.406000,170.956000,necessarily,I,sd,u-62-1
sw2177A-ms98-a-0053,170.956000,171.596000,scary,I,sd,u-62-1
sw2177A-ms98-a-0053,171.596000,171.866000,as,I,sd,u-62-1
sw2177A-ms98-a-0053,171.866000,171.976000,it,I,sd,u-62-1
sw2177A-ms98-a-0053,171.976000,172.276000,is,I,sd,u-62-1
sw2177A-ms98-a-0053,172.566000,173.344625,suspenseful,I,sd,u-62-1
sw2177A-ms98-a-0053,173.875375,174.012375,i,B,sd,u-62-2
sw2177A-ms98-a-0053,174.012375,174.129375,mean,I,sd,u-62-2
sw2177A-ms98-a-0053,174.129375,174.366000,it's,I,sd,u-62-2
sw2177A-ms98-a-0053,174.366000,174.686000,not,I,sd,u-62-2
sw2177A-ms98-a-0055,177.413250,177.807125,no,B,ar,u-64-1
sw2177A-ms98-a-0055,177.807125,177.983250,in,B,sd,u-64-2
sw2177A-ms98-a-0055,177.983250,178.133250,in,I,sd,u-64-2
sw2177A-ms98-a-0055,178.133250,178.266000,the,I,sd,u-64-2
sw2177A-ms98-a-0055,178.266000,178.513250,book,I,sd,u-64-2
sw2177A-ms98-a-0055,178.513250,178.923250,apparently,I,sd,u-64-2
sw2177A-ms98-a-0055,178.923250,179.064625,she,I,sd,u-64-2
sw2177A-ms98-a-0055,179.064625,179.293250,cuts,I,sd,u-64-2
sw2177A-ms98-a-0055,179.293250,179.426125,his,I,sd,u-64-2
sw2177A-ms98-a-0055,179.535375,179.703250,feet,I,sd,u-64-2
sw2177A-ms98-a-0055,179.703250,179.993250,off,I,sd,u-64-2
sw2177A-ms98-a-0055,179.993250,180.273250,but,B,sd,u-64-3
sw2177A-ms98-a-0055,180.273250,180.373250,in,I,sd,u-64-3
sw2177A-ms98-a-0055,180.373250,180.458125,the,I,sd,u-64-3
sw2177A-ms98-a-0055,180.458125,180.833250,movie,I,sd,u-64-3
sw2177A-ms98-a-0055,180.833250,181.079875,she,I,sd,u-64-3
sw2177A-ms98-a-0055,181.213250,181.533250,she,I,sd,u-64-3
sw2177A-ms98-a-0056,182.553250,183.105750,disables,I,sd,u-64-3
sw2177A-ms98-a-0056,183.105750,183.399875,him,I,sd,u-64-3
sw2177A-ms98-a-0056,183.399875,183.513250,but,I,sd,u-64-3
sw2177A-ms98-a-0056,183.513250,183.703250,not,I,sd,u-64-3
sw2177A-ms98-a-0056,183.703250,183.866000,by,I,sd,u-64-3
sw2177A-ms98-a-0056,183.866000,184.113250,cutting,I,sd,u-64-3
sw2177A-ms98-a-0056,184.113250,184.222375,his,I,sd,u-64-3
sw2177A-ms98-a-0056,184.350500,184.720875,feet,I,sd,u-64-3
sw2177A-ms98-a-0056,185.053250,185.472750,um,B,sd,u-66-1
sw2177A-ms98-a-0056,185.472750,185.871000,she,I,sd,u-66-1
sw2177A-ms98-a-0056,186.002875,186.205750,she,I,sd,u-66-1
sw2177A-ms98-a-0056,186.205750,186.513250,breaks,I,sd,u-66-1
sw2177A-ms98-a-0056,186.513250,186.713250,both,I,sd,u-66-1
sw2177A-ms98-a-0056,186.713250,186.783250,of,I,sd,u-66-1
sw2177A-ms98-a-0056,186.783250,186.893250,his,I,sd,u-66-1
sw2177A-ms98-a-0056,186.893250,187.353250,ankles,I,sd,u-66-1
sw2177A-ms98-a-0057,188.073875,188.313875,and,B,sd,u-68-1
sw2177A-ms98-a-0057,188.403875,188.646750,that,I,sd,u-68-1
sw2177A-ms98-a-0057,188.646750,188.786125,i,I,sd,u-68-1
sw2177A-ms98-a-0057,188.786125,189.073875,couldn't,I,sd,u-68-1
sw2177A-ms98-a-0057,189.073875,189.454500,watch,I,sd,u-68-1
sw2177A-ms98-a-0057,189.454500,189.831750,and,B,sd,u-68-2
sw2177A-ms98-a-0057,189.982500,190.263875,but,I,sd,u-68-2
sw2177A-ms98-a-0057,190.953875,191.128125,you,I,sd,u-68-2
sw2177A-ms98-a-0057,191.128125,191.223875,know,I,sd,u-68-2
sw2177A-ms98-a-0057,191.223875,191.373875,you,I,sd,u-68-2
sw2177A-ms98-a-0057,191.373875,191.513875,could,I,sd,u-68-2
sw2177A-ms98-a-0057,191.513875,191.773875,tell,I,sd,u-68-2
sw2177A-ms98-a-0057,191.773875,191.893875,when,I,sd,u-68-2
sw2177A-ms98-a-0057,191.893875,191.963875,it,I,sd,u-68-2
sw2177A-ms98-a-0057,191.963875,192.143625,was,I,sd,u-68-2
sw2177A-ms98-a-0057,192.143625,192.633875,coming,I,sd,u-68-2
sw2177A-ms98-a-0058,193.423000,193.823625,so,B,%,u-70-1
sw2177A-ms98-a-0058,193.823625,194.219625,yeah,I,%,u-70-1
sw2177A-ms98-a-0058,194.325125,194.663000,um,I,%,u-70-1
sw2177A-ms98-a-0058,194.663000,194.813000,that,B,sd,u-70-2
sw2177A-ms98-a-0058,194.813000,194.954500,was,I,sd,u-70-2
sw2177A-ms98-a-0058,194.954500,195.173000,so,I,sd,u-70-2
sw2177A-ms98-a-0058,195.173000,195.308500,that,I,sd,u-70-2
sw2177A-ms98-a-0058,195.308500,195.417625,he,I,sd,u-70-2
sw2177A-ms98-a-0058,195.417625,195.673000,couldn't,I,sd,u-70-2
sw2177A-ms98-a-0058,195.673000,195.943000,leave,I,sd,u-70-2
sw2177A-ms98-a-0058,195.943000,196.213000,her,I,sd,u-70-2
sw2177A-ms98-a-0058,196.213000,196.503000,cause,B,%,u-70-3
sw2177A-ms98-a-0058,196.503000,196.693000,she,I,%,u-70-3
sw2177A-ms98-a-0059,197.807250,198.369250,yeah,B,aa,u-72-1
sw2177A-ms98-a-0059,198.369250,198.591500,yeah,B,aa^r,u-72-2
sw2177A-ms98-a-0059,198.591500,198.723250,i,B,%@,u-72-3
sw2177A-ms98-a-0059,198.723250,198.946000,mean,I,%@,u-72-3
sw2177A-ms98-a-0059,198.946000,199.094750,uh,O,,
