sw3666A-ms98-a-0003,2.263875,2.792250,hello,B,fp,u-1-1
sw3666A-ms98-a-0094,217.223625,217.777375,really,B,bh,u-133-1
sw3666A-ms98-a-0096,220.760875,220.877250,[laughter],O,,
sw3666A-ms98-a-0097,221.233500,221.553500,well,B,%,u-135-1
sw3666A-ms98-a-0097,221.553500,221.680500,uh,I,%,u-135-1
sw3666A-ms98-a-0097,221.680500,221.791875,the,I,%,u-135-1
sw3666A-ms98-a-0097,221.791875,221.995125,uh,I,%,u-135-1
sw3666A-ms98-a-0097,221.995125,222.143500,i,B,sd,u-135-2
sw3666A-ms98-a-0097,222.143500,222.233500,g[ot]-,I,sd,u-135-2
sw3666A-ms98-a-0097,222.233500,222.473625,i,I,sd,u-135-2
sw3666A-ms98-a-0097,222.473625,222.714625,talked,I,sd,u-135-2
sw3666A-ms98-a-0097,222.714625,222.833500,to,I,sd,u-135-2
sw3666A-ms98-a-0097,222.833500,223.133500,someone,I,sd,u-135-2
sw3666A-ms98-a-0097,223.133500,223.283500,woman,I,sd,u-135-2
sw3666A-ms98-a-0097,223.283500,223.463500,from,I,sd,u-135-2
sw3666A-ms98-a-0097,223.463500,223.943500,Oklahoma,I,sd,u-135-2
sw3666A-ms98-a-0097,223.943500,224.293500,City,I,sd,u-135-2
sw3666A-ms98-a-0097,224.293500,224.423500,and,I,sd,u-135-2
sw3666A-ms98-a-0097,224.423500,224.623500,some,I,sd,u-135-2
sw3666A-ms98-a-0097,224.623500,224.853500,woman,I,sd,u-135-2
sw3666A-ms98-a-0097,224.853500,225.043500,from,I,sd,u-135-2
sw3666A-ms98-a-0097,225.043500,225.493500,Dallas,I,sd,u-135-2
sw3666A-ms98-a-0097,225.493500,225.603500,and,B,sd,u-135-3
sw3666A-ms98-a-0097,225.603500,225.743500,that,I,sd,u-135-3
sw3666A-ms98-a-0097,225.743500,225.923500,was,I,sd,u-135-3
sw3666A-ms98-a-0097,225.923500,226.220750,it,I,sd,u-135-3
sw3666A-ms98-a-0099,230.891500,231.260500,uh-huh,B,b,u-137-1
sw3666A-ms98-a-0101,233.280500,234.102500,wow,B,ba,u-139-1
sw3666A-ms98-a-0103,236.028000,236.838000,really,B,bh,u-141-1
sw3666A-ms98-a-0105,245.390500,245.590500,oh,B,bh,u-143-1
sw3666A-ms98-a-0105,245.590500,246.025375,really,I,bh,u-143-1
sw3666A-ms98-a-0105,246.025375,246.545250,[laughter],O,,
sw3666A-ms98-a-0107,250.068125,250.559125,yeah,B,b,u-145-1
sw3666A-ms98-a-0109,254.582750,254.960000,uh-huh,B,b,u-147-1
sw3666A-ms98-a-0110,256.390375,256.540375,i,B,h,u-149-1
sw3666A-ms98-a-0110,256.540375,256.680375,don't,I,h,u-149-1
sw3666A-ms98-a-0110,256.680375,256.780375,know,I,h,u-149-1
sw3666A-ms98-a-0110,256.780375,257.040375,this,O,,
sw3666A-ms98-a-0111,258.531500,258.933125,yeah,B,b,u-151-1
sw3666A-ms98-a-0111,259.091375,259.231500,well,B,sv,u-153-1
sw3666A-ms98-a-0111,259.231500,259.371500,there,I,sv,u-153-1
sw3666A-ms98-a-0111,259.371500,259.611500,isn't,I,sv,u-153-1
sw3666A-ms98-a-0111,259.611500,259.861500,really,I,sv,u-153-1
sw3666A-ms98-a-0111,259.861500,260.091500,much,I,sv,u-153-1
sw3666A-ms98-a-0111,260.091500,260.211500,to,I,sv,u-153-1
sw3666A-ms98-a-0111,260.211500,260.481500,talk,I,sv,u-153-1
sw3666A-ms98-a-0111,260.481500,260.731500,about,I,sv,u-153-1
sw3666A-ms98-a-0111,260.731500,260.831500,as,I,sv,u-153-1
sw3666A-ms98-a-0111,260.831500,261.031500,far,I,sv,u-153-1
sw3666A-ms98-a-0111,261.031500,261.181500,as,I,sv,u-153-1
sw3666A-ms98-a-0111,261.181500,261.381500,lawn,I,sv,u-153-1
sw3666A-ms98-a-0111,261.381500,261.521500,and,I,sv,u-153-1
sw3666A-ms98-a-0111,261.521500,261.881500,garden,I,sv,u-153-1
sw3666A-ms98-a-0111,261.881500,262.161500,goes,I,sv,u-153-1
sw3666A-ms98-a-0111,262.981500,263.241500,not,B,sd^m,u-155-1
sw3666A-ms98-a-0111,263.241500,263.431500,for,I,sd^m,u-155-1
sw3666A-ms98-a-0111,263.431500,263.791500,me,I,sd^m,u-155-1
sw3666A-ms98-a-0111,263.791500,263.991500,either,B,+,u-157-1
sw3666A-ms98-a-0111,263.991500,264.151500,what,B,qw,u-157-2
sw3666A-ms98-a-0111,264.151500,264.251500,do,B,+,u-159-1
sw3666A-ms98-a-0111,264.251500,264.431500,i,I,+,u-159-1
sw3666A-ms98-a-0113,266.862750,267.112750,yeah,B,b,u-161-1
sw3666A-ms98-a-0113,267.112750,267.312750,but,B,sd,u-161-2
sw3666A-ms98-a-0113,267.312750,267.442750,i,I,sd,u-161-2
sw3666A-ms98-a-0113,267.442750,267.642750,don't,I,sd,u-161-2
sw3666A-ms98-a-0113,267.642750,267.802750,you,I,sd,u-161-2
sw3666A-ms98-a-0113,267.802750,268.082750,know,I,sd,u-161-2
sw3666A-ms98-a-0113,268.082750,268.342125,i,B,sd,u-161-3
sw3666A-ms98-a-0113,268.436250,268.562750,what,I,sd,u-161-3
sw3666A-ms98-a-0113,268.562750,268.632750,do,I,sd,u-161-3
sw3666A-ms98-a-0113,268.632750,268.672750,i,I,sd,u-161-3
sw3666A-ms98-a-0113,268.672750,268.882750,do,I,sd,u-161-3
sw3666A-ms98-a-0113,268.882750,269.162750,cut,I,sd,u-161-3
sw3666A-ms98-a-0113,269.162750,269.262750,it,I,sd,u-161-3
sw3666A-ms98-a-0113,269.262750,269.628500,one,I,sd,u-161-3
sw3666A-ms98-a-0113,269.628500,269.732750,you,I,sd,u-161-3
sw3666A-ms98-a-0113,269.732750,270.152750,know,I,sd,u-161-3
sw3666A-ms98-a-0113,270.152750,270.362750,and,I,sd,u-161-3
sw3666A-ms98-a-0113,270.362750,270.582750,and,I,sd,u-161-3
sw3666A-ms98-a-0113,270.582750,270.802750,edge,I,sd,u-161-3
