sw3144B-ms98-a-0002,1.193125,1.644125,yeah,B,ny,u-2-1
sw3144B-ms98-a-0006,30.118875,30.644750,and,I,sd,u-14-3
sw3144B-ms98-a-0006,31.070375,31.452000,uh,I,sd,u-14-3
sw3144B-ms98-a-0006,31.565000,32.028875,fifteen,I,sd,u-14-3
sw3144B-ms98-a-0006,32.028875,32.188875,year,I,sd,u-14-3
sw3144B-ms98-a-0006,32.188875,32.508875,olds,I,sd,u-14-3
sw3144B-ms98-a-0006,32.508875,32.698875,and,I,sd,u-14-3
sw3144B-ms98-a-0006,32.698875,32.738875,a,I,sd,u-14-3
sw3144B-ms98-a-0006,32.738875,33.128875,twelve,I,sd,u-14-3
sw3144B-ms98-a-0006,33.128875,33.298875,year,I,sd,u-14-3
sw3144B-ms98-a-0006,33.298875,33.531875,old,I,sd,u-14-3
sw3144B-ms98-a-0006,33.531875,34.184500,and,B,sd,u-14-4
sw3144B-ms98-a-0006,34.508375,35.048875,everyone,B,+,u-16-1
sw3144B-ms98-a-0006,35.048875,35.608875,enjoyed,I,+,u-16-1
sw3144B-ms98-a-0006,35.608875,35.818250,it,I,+,u-16-1
sw3144B-ms98-a-0006,35.818250,36.018875,and,B,%,u-16-2
sw3144B-ms98-a-0006,36.018875,36.688875,uh,I,%,u-16-2
sw3144B-ms98-a-0008,43.649875,44.209875,yeah,B,b,u-18-1
sw3144B-ms98-a-0010,46.933000,47.143000,well,B,sd,u-20-1
sw3144B-ms98-a-0010,47.143000,47.393000,my,I,sd,u-20-1
sw3144B-ms98-a-0010,47.393000,47.683000,son,I,sd,u-20-1
sw3144B-ms98-a-0010,47.683000,47.823000,had,I,sd,u-20-1
sw3144B-ms98-a-0010,47.823000,48.103000,gotten,I,sd,u-20-1
sw3144B-ms98-a-0010,48.103000,48.193000,to,I,sd,u-20-1
sw3144B-ms98-a-0010,48.193000,48.543000,see,I,sd,u-20-1
sw3144B-ms98-a-0010,48.543000,48.623000,a,I,sd,u-20-1
sw3144B-ms98-a-0010,48.623000,48.843000,lot,I,sd,u-20-1
sw3144B-ms98-a-0010,48.843000,48.963000,of,I,sd,u-20-1
sw3144B-ms98-a-0010,48.963000,49.323000,movies,I,sd,u-20-1
sw3144B-ms98-a-0010,49.323000,49.583000,this,I,sd,u-20-1
sw3144B-ms98-a-0010,49.583000,50.012375,summer,I,sd,u-20-1
sw3144B-ms98-a-0010,50.012375,50.263000,on,I,sd,u-20-1
sw3144B-ms98-a-0010,50.263000,50.693000,choir,I,sd,u-20-1
sw3144B-ms98-a-0010,50.693000,51.253000,tour,I,sd,u-20-1
sw3144B-ms98-a-0010,51.253000,51.668000,and,I,sd,u-20-1
sw3144B-ms98-a-0010,51.991875,52.443000,visiting,B,+,u-22-1
sw3144B-ms98-a-0010,52.443000,52.913000,friends,I,+,u-22-1
sw3144B-ms98-a-0010,52.913000,53.083000,and,I,+,u-22-1
sw3144B-ms98-a-0010,53.083000,53.283000,one,I,+,u-22-1
sw3144B-ms98-a-0010,53.283000,53.503000,thing,I,+,u-22-1
sw3144B-ms98-a-0010,53.503000,53.603000,and,I,+,u-22-1
sw3144B-ms98-a-0010,53.603000,54.047375,another,I,+,u-22-1
sw3144B-ms98-a-0010,54.047375,54.153000,a,I,+,u-22-1
sw3144B-ms98-a-0010,54.153000,54.373000,lot,I,+,u-22-1
sw3144B-ms98-a-0010,54.373000,54.503000,of,I,+,u-22-1
sw3144B-ms98-a-0010,54.503000,54.573000,the,I,+,u-22-1
sw3144B-ms98-a-0010,54.573000,54.843000,ones,I,+,u-22-1
sw3144B-ms98-a-0010,54.843000,54.953000,i,I,+,u-22-1
sw3144B-ms98-a-0010,54.953000,55.103000,had,I,+,u-22-1
sw3144B-ms98-a-0010,55.103000,55.423000,wanted,I,+,u-22-1
sw3144B-ms98-a-0010,55.423000,55.503000,to,I,+,u-22-1
sw3144B-ms98-a-0010,55.503000,55.853000,see,I,+,u-22-1
sw3144B-ms98-a-0010,55.853000,56.126875,and,B,sd(^q),u-22-2
sw3144B-ms98-a-0010,56.288875,56.533000,so,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,56.533000,56.833000,since,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,56.833000,56.943000,he,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,56.943000,57.153000,had,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,57.153000,57.353000,this,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,57.353000,57.603000,friend,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,57.603000,57.713000,up,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,57.713000,57.873000,from,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,57.873000,58.525875,Houston,I,sd(^q),u-22-2
sw3144B-ms98-a-0010,59.014500,59.524250,uh,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,60.349875,60.790750,and,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,60.790750,61.249875,his,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,61.249875,61.529875,friend,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,61.529875,61.659875,had,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,61.659875,61.949875,already,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,61.949875,62.309875,seen,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,62.309875,62.539875,so,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,62.539875,62.889875,many,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,62.889875,63.009875,and,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,63.009875,63.145125,i,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,63.145125,63.402125,thought,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,63.775000,64.090500,they,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,64.237375,64.729875,decided,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,64.729875,64.889875,on,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,64.889875,65.139875,this,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,65.139875,65.239875,and,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,65.239875,65.289875,i,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,65.289875,65.489875,thought,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,65.489875,65.637500,well,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,65.893625,66.119875,i,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.119875,66.329875,want,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.329875,66.399875,to,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.399875,66.609875,see,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.609875,66.799875,this,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.799875,66.979875,one,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,66.979875,67.299875,too,I,sd(^q),u-22-2
sw3144B-ms98-a-0011,67.299875,67.639875,so,B,%,u-22-3
sw3144B-ms98-a-0011,67.639875,68.501625,[laughter],I,%,u-22-3
sw3144B-ms98-a-0011,68.501625,68.889875,we,I,%,u-22-3
sw3144B-ms98-a-0011,68.889875,69.129875,uh,I,%,u-22-3
sw3144B-ms98-a-0011,69.129875,69.339875,i,B,+,u-24-1
sw3144B-ms98-a-0011,69.339875,69.749875,finally,B,sd,u-24-2
sw3144B-ms98-a-0011,69.749875,69.889875,it's,I,sd,u-24-2
sw3144B-ms98-a-0011,69.889875,69.999875,my,I,sd,u-24-2
sw3144B-ms98-a-0011,69.999875,70.309875,first,I,sd,u-24-2
sw3144B-ms98-a-0011,70.309875,70.569875,summer,I,sd,u-24-2
sw3144B-ms98-a-0011,70.569875,70.949875,movie,I,sd,u-24-2
sw3144B-ms98-a-0011,70.949875,71.442125,[laughter],O,,
sw3144B-ms98-a-0013,88.425125,88.875125,yeah,B,b,u-26-1
sw3144B-ms98-a-0015,94.810125,95.411250,oh,B,qy,u-28-1
sw3144B-ms98-a-0015,95.411250,95.579125,was,I,qy,u-28-1
sw3144B-ms98-a-0015,95.579125,95.827625,that,I,qy,u-28-1
sw3144B-ms98-a-0015,95.827625,96.174875,good,I,qy,u-28-1
sw3144B-ms98-a-0017,102.395750,103.014000,uh,O,,
sw3144B-ms98-a-0017,103.014000,103.185125,well,B,sd,u-34-1
sw3144B-ms98-a-0017,103.185125,103.259125,i,I,sd,u-34-1
sw3144B-ms98-a-0017,103.259125,103.394750,want,I,sd,u-34-1
sw3144B-ms98-a-0017,103.394750,103.515125,to,I,sd,u-34-1
sw3144B-ms98-a-0017,103.515125,103.665125,see,I,sd,u-34-1
sw3144B-ms98-a-0017,103.665125,103.942750,that,I,sd,u-34-1
sw3144B-ms98-a-0017,103.942750,104.165125,and,I,sd,u-34-1
sw3144B-ms98-a-0017,104.165125,104.475125,City,I,sd,u-34-1
sw3144B-ms98-a-0017,104.475125,104.925125,Slickers,I,sd,u-34-1
sw3144B-ms98-a-0017,104.925125,105.176750,both,I,sd,u-34-1
sw3144B-ms98-a-0017,105.176750,105.331125,i,B,sd,u-34-2
sw3144B-ms98-a-0017,105.331125,105.695125,love,I,sd,u-34-2
sw3144B-ms98-a-0017,105.695125,106.395125,comedies,B,+,u-36-1
sw3144B-ms98-a-0017,106.395125,106.589625,but,B,sd,u-36-2
sw3144B-ms98-a-0017,106.589625,106.795125,that's,I,sd,u-36-2
sw3144B-ms98-a-0017,106.795125,106.885125,what,I,sd,u-36-2
sw3144B-ms98-a-0017,106.885125,106.915125,i,I,sd,u-36-2
sw3144B-ms98-a-0017,106.915125,107.005125,was,I,sd,u-36-2
sw3144B-ms98-a-0017,107.005125,107.525125,[laughter],O,,
sw3144B-ms98-a-0018,108.112125,108.330625,oh,B,bh,u-38-1
sw3144B-ms98-a-0018,108.330625,108.592000,was,I,bh,u-38-1
sw3144B-ms98-a-0018,108.592000,108.876625,it,I,bh,u-38-1
sw3144B-ms98-a-0018,108.876625,110.016500,[laughter],O,,
sw3144B-ms98-a-0019,111.152250,112.842875,[laughter],O,,
sw3144B-ms98-a-0020,113.165625,113.506375,oh,B,b,u-42-1
sw3144B-ms98-a-0022,128.066875,128.721375,oh,B,ba,u-44-1
sw3144B-ms98-a-0022,128.721375,128.933875,well,I,ba,u-44-1
sw3144B-ms98-a-0022,128.933875,129.433875,good,I,ba,u-44-1
sw3144B-ms98-a-0022,129.433875,129.793875,i'm,B,sd,u-44-2
sw3144B-ms98-a-0022,129.793875,130.063875,i'm,I,sd,u-44-2
sw3144B-ms98-a-0022,130.063875,130.313875,glad,I,sd,u-44-2
sw3144B-ms98-a-0022,130.313875,130.433875,to,I,sd,u-44-2
sw3144B-ms98-a-0022,130.433875,130.693875,hear,I,sd,u-44-2
sw3144B-ms98-a-0022,130.693875,130.803875,that,I,sd,u-44-2
sw3144B-ms98-a-0022,130.803875,131.173875,because,I,sd,u-44-2
sw3144B-ms98-a-0022,131.173875,131.544125,they,I,sd,u-44-2
sw3144B-ms98-a-0024,140.996250,141.402625,uh-huh,B,b,u-46-1
sw3144B-ms98-a-0026,143.788875,144.018875,well,B,qy^d,u-50-1
sw3144B-ms98-a-0026,144.018875,144.189125,i,I,qy^d,u-50-1
sw3144B-ms98-a-0026,144.189125,144.370875,don't,I,qy^d,u-50-1
sw3144B-ms98-a-0026,144.370875,144.558875,i,I,qy^d,u-50-1
sw3144B-ms98-a-0026,144.558875,144.748875,don't,I,qy^d,u-50-1
sw3144B-ms98-a-0026,144.748875,144.878875,know,I,qy^d,u-50-1
sw3144B-ms98-a-0026,144.878875,145.008875,if,I,qy^d,u-50-1
sw3144B-ms98-a-0026,145.008875,145.098875,you,I,qy^d,u-50-1
sw3144B-ms98-a-0026,145.098875,145.338875,got,I,qy^d,u-50-1
sw3144B-ms98-a-0026,145.338875,145.438875,to,I,qy^d,u-50-1
sw3144B-ms98-a-0026,145.438875,145.688875,see,I,qy^d,u-50-1
sw3144B-ms98-a-0026,145.688875,146.448375,Weekend,I,qy^d,u-50-1
sw3144B-ms98-a-0026,146.448375,146.970250,um,I,qy^d,u-50-1
sw3144B-ms98-a-0026,147.207500,147.398875,At,I,qy^d,u-50-1
sw3144B-ms98-a-0026,147.398875,148.208875,Bernie's,I,qy^d,u-50-1
sw3144B-ms98-a-0026,148.208875,148.358875,that,B,+,u-52-1
sw3144B-ms98-a-0026,148.358875,148.535250,was,I,+,u-52-1
sw3144B-ms98-a-0026,148.535250,148.727375,out,I,+,u-52-1
sw3144B-ms98-a-0026,148.727375,148.818875,a,I,+,u-52-1
sw3144B-ms98-a-0026,148.818875,149.068875,couple,I,+,u-52-1
sw3144B-ms98-a-0026,149.068875,149.128875,of,I,+,u-52-1
sw3144B-ms98-a-0026,149.128875,149.418875,year's,I,+,u-52-1
sw3144B-ms98-a-0026,149.418875,149.666500,ago,I,+,u-52-1
sw3144B-ms98-a-0026,149.930125,150.068875,they,B,sd,u-52-2
sw3144B-ms98-a-0026,150.068875,150.268875,had,I,sd,u-52-2
sw3144B-ms98-a-0026,150.268875,150.318875,a,I,sd,u-52-2
sw3144B-ms98-a-0026,150.318875,150.638875,free,I,sd,u-52-2
sw3144B-ms98-a-0026,150.638875,151.298875,showing,I,sd,u-52-2
sw3144B-ms98-a-0026,151.298875,151.648875,at,I,sd,u-52-2
sw3144B-ms98-a-0026,151.648875,151.738875,the,I,sd,u-52-2
sw3144B-ms98-a-0026,151.738875,152.549250,Berkeley,I,sd,u-52-2
sw3144B-ms98-a-0026,152.714875,153.048875,um,I,sd,u-52-2
sw3144B-ms98-a-0026,153.048875,153.578875,United,I,sd,u-52-2
sw3144B-ms98-a-0026,153.578875,154.167625,Artist,I,sd,u-52-2
sw3144B-ms98-a-0027,155.141750,155.784125,and,B,sd,u-54-1
sw3144B-ms98-a-0027,155.784125,155.920250,i,I,sd,u-54-1
sw3144B-ms98-a-0027,155.920250,156.127125,don't,I,sd,u-54-1
sw3144B-ms98-a-0027,156.127125,156.277125,know,I,sd,u-54-1
sw3144B-ms98-a-0027,156.277125,156.507125,who,I,sd,u-54-1
sw3144B-ms98-a-0027,156.507125,156.687125,was,I,sd,u-54-1
sw3144B-ms98-a-0027,156.687125,157.331000,here,I,sd,u-54-1
sw3144B-ms98-a-0027,157.643625,157.737125,or,I,sd,u-54-1
sw3144B-ms98-a-0027,157.737125,157.977125,whether,I,sd,u-54-1
sw3144B-ms98-a-0027,157.977125,158.207125,Jay,I,sd,u-54-1
sw3144B-ms98-a-0027,158.207125,158.447125,just,I,sd,u-54-1
sw3144B-ms98-a-0027,158.447125,158.767125,called,I,sd,u-54-1
sw3144B-ms98-a-0027,158.767125,158.807125,a,I,sd,u-54-1
sw3144B-ms98-a-0027,158.807125,159.097125,friend,I,sd,u-54-1
sw3144B-ms98-a-0027,159.097125,159.207125,and,B,sd,u-54-2
sw3144B-ms98-a-0027,159.207125,159.327125,we,I,sd,u-54-2
sw3144B-ms98-a-0027,159.327125,159.587125,didn't,I,sd,u-54-2
sw3144B-ms98-a-0027,159.587125,159.827125,think,I,sd,u-54-2
sw3144B-ms98-a-0027,159.827125,159.997125,we'd,I,sd,u-54-2
sw3144B-ms98-a-0027,159.997125,160.157125,have,I,sd,u-54-2
sw3144B-ms98-a-0027,160.157125,160.447125,much,I,sd,u-54-2
sw3144B-ms98-a-0027,160.447125,160.787125,chance,I,sd,u-54-2
sw3144B-ms98-a-0027,160.787125,160.867125,of,I,sd,u-54-2
sw3144B-ms98-a-0027,160.867125,161.177125,getting,I,sd,u-54-2
sw3144B-ms98-a-0027,161.177125,161.297125,in,I,sd,u-54-2
sw3144B-ms98-a-0027,161.297125,161.427125,but,B,sd,u-54-3
sw3144B-ms98-a-0027,161.427125,161.537125,we,I,sd,u-54-3
sw3144B-ms98-a-0027,161.537125,161.767125,thought,I,sd,u-54-3
sw3144B-ms98-a-0027,161.767125,161.887125,we'd,I,sd,u-54-3
sw3144B-ms98-a-0027,161.887125,162.137125,try,I,sd,u-54-3
sw3144B-ms98-a-0027,162.137125,162.307125,it,I,sd,u-54-3
sw3144B-ms98-a-0027,162.307125,162.407125,you,I,sd,u-54-3
sw3144B-ms98-a-0027,162.407125,162.517125,know,I,sd,u-54-3
sw3144B-ms98-a-0027,162.517125,162.807125,free,I,sd,u-54-3
sw3144B-ms98-a-0027,162.807125,163.260625,movie,I,sd,u-54-3
sw3144B-ms98-a-0028,164.156375,164.406375,it,B,sv,u-56-1
sw3144B-ms98-a-0028,164.406375,164.666375,was,I,sv,u-56-1
sw3144B-ms98-a-0028,164.666375,165.006375,so,I,sv,u-56-1
sw3144B-ms98-a-0028,165.006375,165.356375,funny,I,sv,u-56-1
sw3144B-ms98-a-0028,165.356375,165.616375,and,I,sv,u-56-1
sw3144B-ms98-a-0028,165.616375,165.716375,it,I,sv,u-56-1
sw3144B-ms98-a-0028,165.716375,166.186375,sounds,I,sv,u-56-1
sw3144B-ms98-a-0028,166.186375,166.559875,like,I,sv,u-56-1
sw3144B-ms98-a-0028,166.834875,167.346125,uh,I,sv,u-56-1
sw3144B-ms98-a-0028,167.346125,167.506375,what,I,sv,u-56-1
sw3144B-ms98-a-0028,167.506375,167.586375,you,I,sv,u-56-1
sw3144B-ms98-a-0028,167.586375,167.676375,were,I,sv,u-56-1
sw3144B-ms98-a-0028,167.676375,167.866375,just,I,sv,u-56-1
sw3144B-ms98-a-0028,167.866375,168.326375,describing,I,sv,u-56-1
sw3144B-ms98-a-0028,168.326375,168.916375,Soapdish,I,sv,u-56-1
sw3144B-ms98-a-0028,168.916375,169.276375,too,I,sv,u-56-1
sw3144B-ms98-a-0028,169.276375,169.346375,i,B,sd,u-56-2
sw3144B-ms98-a-0028,169.346375,169.566375,mean,I,sd,u-56-2
sw3144B-ms98-a-0028,169.566375,169.756375,we,I,sd,u-56-2
sw3144B-ms98-a-0028,169.756375,170.188125,just,I,sd,u-56-2
sw3144B-ms98-a-0028,170.188125,170.416375,we,I,sd,u-56-2
sw3144B-ms98-a-0028,170.416375,170.926375,hurt,I,sd,u-56-2
sw3144B-ms98-a-0028,170.926375,171.076375,by,I,sd,u-56-2
sw3144B-ms98-a-0028,171.076375,171.176375,the,I,sd,u-56-2
sw3144B-ms98-a-0028,171.176375,171.446375,time,I,sd,u-56-2
sw3144B-ms98-a-0028,171.446375,171.526375,we,I,sd,u-56-2
sw3144B-ms98-a-0028,171.526375,171.746375,came,I,sd,u-56-2
sw3144B-ms98-a-0028,171.746375,171.906375,out,I,sd,u-56-2
sw3144B-ms98-a-0028,171.906375,171.996375,and,B,sd,u-58-1
sw3144B-ms98-a-0028,171.996375,172.086375,the,I,sd,u-58-1
sw3144B-ms98-a-0028,172.086375,172.376375,whole,I,sd,u-58-1
sw3144B-ms98-a-0028,172.376375,173.026375,theater,I,sd,u-58-1
sw3144B-ms98-a-0028,173.026375,173.276375,was,I,sd,u-58-1
sw3144B-ms98-a-0028,173.276375,174.196375,hysterical,I,sd,u-58-1
sw3144B-ms98-a-0028,174.196375,174.406375,and,B,sv,u-58-2
sw3144B-ms98-a-0028,174.406375,174.616375,it's,I,sv,u-58-2
sw3144B-ms98-a-0028,174.616375,175.446375,just,I,sv,u-58-2
sw3144B-ms98-a-0028,175.446375,175.686375,it's,I,sv,u-58-2
sw3144B-ms98-a-0028,175.686375,175.956375,just,I,sv,u-58-2
sw3144B-ms98-a-0028,175.956375,176.456375,goofy,I,sv,u-58-2
sw3144B-ms98-a-0028,176.456375,176.506375,i,B,%,u-58-3
sw3144B-ms98-a-0028,176.506375,176.736375,mean,I,%,u-58-3
sw3144B-ms98-a-0028,176.736375,176.958375,it's,I,%,u-58-3
sw3144B-ms98-a-0029,177.138750,177.481875,uh,I,%,u-58-3
sw3144B-ms98-a-0029,177.774125,177.907500,if,B,ad,u-58-4
sw3144B-ms98-a-0029,177.907500,178.353250,you,I,ad,u-58-4
sw3144B-ms98-a-0029,178.353250,178.588750,have,I,ad,u-58-4
sw3144B-ms98-a-0029,178.588750,178.668750,a,I,ad,u-58-4
sw3144B-ms98-a-0029,178.668750,179.097875,chance,I,ad,u-58-4
sw3144B-ms98-a-0029,179.097875,179.259750,to,I,ad,u-58-4
sw3144B-ms98-a-0029,179.259750,179.598750,rent,I,ad,u-58-4
sw3144B-ms98-a-0029,179.598750,179.878750,it,I,ad,u-58-4
sw3144B-ms98-a-0029,179.878750,179.968750,at,I,ad,u-58-4
sw3144B-ms98-a-0029,179.968750,180.228750,least,I,ad,u-58-4
sw3144B-ms98-a-0029,180.228750,180.288750,or,B,sv,u-58-5
sw3144B-ms98-a-0029,180.288750,180.378750,it,I,sv,u-58-5
sw3144B-ms98-a-0029,180.378750,180.658750,should,I,sv,u-58-5
sw3144B-ms98-a-0029,180.658750,180.802750,be,I,sv,u-58-5
sw3144B-ms98-a-0029,180.802750,181.002750,out,I,sv,u-58-5
sw3144B-ms98-a-0029,181.213250,181.326000,on,I,sv,u-58-5
sw3144B-ms98-a-0029,181.326000,181.634875,TV,I,sv,u-58-5
sw3144B-ms98-a-0029,181.634875,181.808625,i,I,sv,u-58-5
sw3144B-ms98-a-0029,181.808625,181.989375,would,I,sv,u-58-5
sw3144B-ms98-a-0029,181.989375,182.562375,think,I,sv,u-58-5
sw3144B-ms98-a-0030,183.215500,183.755500,um,B,sv,u-60-1
sw3144B-ms98-a-0030,183.845500,184.095500,because_1,I,sv,u-60-1
sw3144B-ms98-a-0030,184.095500,184.405500,it's,I,sv,u-60-1
sw3144B-ms98-a-0030,184.405500,184.615500,it's,I,sv,u-60-1
sw3144B-ms98-a-0030,184.615500,184.895500,just,I,sv,u-60-1
sw3144B-ms98-a-0030,184.895500,184.955500,a,I,sv,u-60-1
sw3144B-ms98-a-0030,184.955500,185.435500,fun,I,sv,u-60-1
sw3144B-ms98-a-0030,185.435500,186.097125,summer,I,sv,u-60-1
sw3144B-ms98-a-0030,186.213875,186.585500,light,I,sv,u-60-1
sw3144B-ms98-a-0030,186.585500,187.251875,comedy,I,sv,u-60-1
sw3144B-ms98-a-0030,187.496625,187.758375,make,B,sv,u-60-2
sw3144B-ms98-a-0030,187.758375,187.865500,your,I,sv,u-60-2
sw3144B-ms98-a-0030,187.865500,188.275500,cheeks,I,sv,u-60-2
