sw3085B-ms98-a-0002,1.764000,2.347500,okay,B,b^m,u-2-1
sw3085B-ms98-a-0015,59.389125,59.719125,kept,I,sd,u-20-2
sw3085B-ms98-a-0015,59.719125,59.829125,two,I,sd,u-20-2
sw3085B-ms98-a-0015,59.829125,59.899125,or,I,sd,u-20-2
sw3085B-ms98-a-0015,59.899125,60.109125,three,I,sd,u-20-2
sw3085B-ms98-a-0015,60.109125,60.549125,kids,I,sd,u-20-2
sw3085B-ms98-a-0015,60.549125,60.679125,and,B,sd,u-20-3
sw3085B-ms98-a-0015,60.679125,60.739125,i,I,sd,u-20-3
sw3085B-ms98-a-0015,60.739125,60.959125,felt,I,sd,u-20-3
sw3085B-ms98-a-0015,60.959125,61.139125,like,I,sd,u-20-3
sw3085B-ms98-a-0015,61.139125,61.309125,that,I,sd,u-20-3
sw3085B-ms98-a-0015,61.309125,61.579125,home,I,sd,u-20-3
sw3085B-ms98-a-0015,61.579125,62.209125,environment,I,sd,u-20-3
sw3085B-ms98-a-0015,62.209125,62.399125,was,I,sd,u-20-3
sw3085B-ms98-a-0015,62.399125,62.689125,very,I,sd,u-20-3
sw3085B-ms98-a-0015,62.689125,63.159125,important,I,sd,u-20-3
sw3085B-ms98-a-0015,63.159125,63.259125,to,I,sd,u-20-3
sw3085B-ms98-a-0015,63.259125,63.549125,them,I,sd,u-20-3
sw3085B-ms98-a-0016,64.133250,64.263250,it,B,sd,u-22-1
sw3085B-ms98-a-0016,64.263250,64.363250,was,I,sd,u-22-1
sw3085B-ms98-a-0016,64.363250,64.823250,important,I,sd,u-22-1
sw3085B-ms98-a-0016,64.823250,64.933250,to,I,sd,u-22-1
sw3085B-ms98-a-0016,64.933250,65.444000,me,I,sd,u-22-1
sw3085B-ms98-a-0016,66.069125,66.623250,and,B,sv,u-24-1
sw3085B-ms98-a-0016,66.623250,66.944125,uh,I,sv,u-24-1
sw3085B-ms98-a-0017,67.845875,67.945875,i,B,+,u-26-1
sw3085B-ms98-a-0017,67.945875,68.195875,feel,I,+,u-26-1
sw3085B-ms98-a-0017,68.195875,68.385875,like,I,+,u-26-1
sw3085B-ms98-a-0017,68.385875,68.575875,that,I,+,u-26-1
sw3085B-ms98-a-0017,68.575875,69.144000,they,I,+,u-26-1
sw3085B-ms98-a-0017,69.302125,69.515875,they,I,+,u-26-1
sw3085B-ms98-a-0017,69.515875,69.765875,had,I,+,u-26-1
sw3085B-ms98-a-0017,69.765875,69.955875,that,I,+,u-26-1
sw3085B-ms98-a-0017,70.525875,70.815875,one,I,+,u-26-1
sw3085B-ms98-a-0017,70.815875,71.095875,on,I,+,u-26-1
sw3085B-ms98-a-0017,71.095875,71.435875,one,I,+,u-26-1
sw3085B-ms98-a-0017,71.435875,71.645875,that's,I,+,u-26-1
sw3085B-ms98-a-0017,71.645875,71.765875,so,I,+,u-26-1
sw3085B-ms98-a-0017,71.765875,72.445875,necessary,I,+,u-26-1
sw3085B-ms98-a-0017,72.445875,72.545875,at,I,+,u-26-1
sw3085B-ms98-a-0017,72.545875,72.725875,that,I,+,u-26-1
sw3085B-ms98-a-0017,72.725875,73.122625,age,I,+,u-26-1
sw3085B-ms98-a-0017,73.592625,74.255375,however,B,sv,u-28-1
sw3085B-ms98-a-0017,74.815875,74.955875,in,B,+,u-30-1
sw3085B-ms98-a-0017,74.955875,75.485875,today's,I,+,u-30-1
sw3085B-ms98-a-0017,75.485875,76.406750,environment,I,+,u-30-1
sw3085B-ms98-a-0018,77.759000,77.959000,it,B,+,u-32-1
sw3085B-ms98-a-0018,77.959000,78.189000,may,I,+,u-32-1
sw3085B-ms98-a-0018,78.189000,78.651875,be,I,+,u-32-1
sw3085B-ms98-a-0018,78.727250,78.939000,more,I,+,u-32-1
sw3085B-ms98-a-0018,78.939000,79.603625,critical,I,+,u-32-1
sw3085B-ms98-a-0018,80.115875,80.293500,to,I,+,u-32-1
sw3085B-ms98-a-0018,80.293500,80.745500,have,I,+,u-32-1
sw3085B-ms98-a-0018,80.745500,80.899000,the,I,+,u-32-1
sw3085B-ms98-a-0018,80.899000,81.416750,ability,I,+,u-32-1
sw3085B-ms98-a-0018,81.416750,81.548625,to,I,+,u-32-1
sw3085B-ms98-a-0018,81.548625,82.099000,interact,I,+,u-32-1
sw3085B-ms98-a-0018,82.099000,82.229000,in,I,+,u-32-1
sw3085B-ms98-a-0018,82.229000,82.499000,large,I,+,u-32-1
sw3085B-ms98-a-0018,82.499000,83.034250,groups,I,+,u-32-1
sw3085B-ms98-a-0018,83.289000,83.639000,simply,I,+,u-32-1
sw3085B-ms98-a-0018,83.639000,84.109000,because,I,+,u-32-1
sw3085B-ms98-a-0018,84.109000,84.419000,that's,I,+,u-32-1
sw3085B-ms98-a-0018,84.419000,84.509000,the,I,+,u-32-1
sw3085B-ms98-a-0018,84.509000,84.769000,way,I,+,u-32-1
sw3085B-ms98-a-0018,84.769000,84.879000,our,I,+,u-32-1
sw3085B-ms98-a-0018,84.879000,85.139000,young,I,+,u-32-1
sw3085B-ms98-a-0018,85.139000,85.618375,people,I,+,u-32-1
sw3085B-ms98-a-0018,85.618375,86.004875,are,I,+,u-32-1
sw3085B-ms98-a-0018,86.640125,86.837375,are,I,+,u-32-1
sw3085B-ms98-a-0018,86.837375,87.229000,dealt,I,+,u-32-1
sw3085B-ms98-a-0018,87.229000,87.536250,with,I,+,u-32-1
sw3085B-ms98-a-0018,88.089000,88.249000,they're,B,sv,u-34-1
sw3085B-ms98-a-0018,88.249000,88.659000,dealt,I,sv,u-34-1
sw3085B-ms98-a-0018,88.659000,88.929000,with,I,sv,u-34-1
sw3085B-ms98-a-0018,88.929000,89.029000,in,B,+,u-36-1
sw3085B-ms98-a-0018,89.029000,89.878250,packages,I,+,u-36-1
sw3085B-ms98-a-0020,101.607375,101.887000,um-hum,B,b,u-38-1
sw3085B-ms98-a-0021,103.201875,103.500000,um-hum,B,b,u-40-1
sw3085B-ms98-a-0023,107.892250,108.345125,sure,B,b,u-42-1
sw3085B-ms98-a-0024,110.110125,110.350250,um-hum,B,b,u-44-1
sw3085B-ms98-a-0026,112.403500,112.644750,um-hum,B,b,u-46-1
sw3085B-ms98-a-0027,113.623500,113.906000,um-hum,B,b,u-48-1
sw3085B-ms98-a-0029,116.886125,117.703875,absolutely,B,aa,u-50-1
sw3085B-ms98-a-0031,127.180375,127.427000,oh,B,aa,u-52-1
sw3085B-ms98-a-0031,127.560375,128.260375,absolutely,I,aa,u-52-1
sw3085B-ms98-a-0031,128.720375,129.060375,without,B,aa,u-54-1
sw3085B-ms98-a-0031,129.060375,129.100375,a,I,aa,u-54-1
sw3085B-ms98-a-0031,129.100375,129.452875,doubt,I,aa,u-54-1
sw3085B-ms98-a-0031,129.929500,130.192375,um-hum,B,b,u-56-1
sw3085B-ms98-a-0033,133.990625,134.120625,i,B,sd,u-58-1
sw3085B-ms98-a-0033,134.120625,134.550625,recently,I,sd,u-58-1
sw3085B-ms98-a-0033,134.550625,134.850625,stopped,I,sd,u-58-1
sw3085B-ms98-a-0033,134.850625,134.990625,by,I,sd,u-58-1
sw3085B-ms98-a-0033,134.990625,135.620625,McDonald's,O,,
sw3085B-ms98-a-0033,135.620625,135.730625,and,B,sd,u-58-2
sw3085B-ms98-a-0033,135.730625,135.800625,i,I,sd,u-58-2
sw3085B-ms98-a-0033,135.800625,135.930625,was,I,sd,u-58-2
sw3085B-ms98-a-0033,135.930625,136.290625,sitting,I,sd,u-58-2
sw3085B-ms98-a-0033,136.290625,136.450625,out,I,sd,u-58-2
sw3085B-ms98-a-0033,136.450625,136.540625,in,I,sd,u-58-2
sw3085B-ms98-a-0033,136.540625,136.680625,their,I,sd,u-58-2
sw3085B-ms98-a-0033,136.680625,136.890625,little,I,sd,u-58-2
sw3085B-ms98-a-0033,136.890625,137.650625,playground,I,sd,u-58-2
sw3085B-ms98-a-0033,137.650625,137.790625,while,I,sd,u-58-2
sw3085B-ms98-a-0033,137.790625,137.910625,my,I,sd,u-58-2
sw3085B-ms98-a-0033,137.910625,138.531000,granddaughter,I,sd,u-58-2
sw3085B-ms98-a-0033,138.531000,138.700500,was,I,sd,u-58-2
sw3085B-ms98-a-0033,138.700500,139.020625,playing,I,sd,u-58-2
sw3085B-ms98-a-0033,139.020625,139.120625,on,I,sd,u-58-2
sw3085B-ms98-a-0033,139.120625,139.180625,the,I,sd,u-58-2
sw3085B-ms98-a-0033,139.180625,139.470625,things,I,sd,u-58-2
sw3085B-ms98-a-0033,139.470625,139.690625,and,I,sd,u-58-2
sw3085B-ms98-a-0033,140.060625,140.240625,was,I,sd,u-58-2
sw3085B-ms98-a-0033,140.240625,140.730625,visiting,I,sd,u-58-2
sw3085B-ms98-a-0033,140.730625,140.890625,with,I,sd,u-58-2
sw3085B-ms98-a-0033,140.890625,141.200625,another,I,sd,u-58-2
sw3085B-ms98-a-0033,141.200625,141.500625,mother,I,sd,u-58-2
sw3085B-ms98-a-0033,141.500625,141.650625,who,I,sd,u-58-2
sw3085B-ms98-a-0033,141.650625,141.790625,was,I,sd,u-58-2
sw3085B-ms98-a-0033,141.790625,141.940625,there,I,sd,u-58-2
sw3085B-ms98-a-0033,141.940625,142.070625,with,I,sd,u-58-2
sw3085B-ms98-a-0033,142.070625,142.180625,her,I,sd,u-58-2
sw3085B-ms98-a-0033,142.180625,142.830625,children,I,sd,u-58-2
sw3085B-ms98-a-0034,143.321625,143.661625,and,B,sd,u-58-3
sw3085B-ms98-a-0034,143.661625,143.891625,she,I,sd,u-58-3
sw3085B-ms98-a-0034,143.891625,144.031625,was,I,sd,u-58-3
sw3085B-ms98-a-0034,144.031625,144.431625,telling,I,sd,u-58-3
sw3085B-ms98-a-0034,144.431625,144.711625,me,I,sd,u-58-3
sw3085B-ms98-a-0034,144.711625,144.851625,that,I,sd,u-58-3
sw3085B-ms98-a-0034,144.851625,145.021625,she,I,sd,u-58-3
sw3085B-ms98-a-0034,145.021625,145.207875,was,I,sd,u-58-3
sw3085B-ms98-a-0034,145.207875,145.452625,given,I,sd,u-58-3
sw3085B-ms98-a-0034,145.452625,145.621625,the,I,sd,u-58-3
sw3085B-ms98-a-0034,145.621625,146.231625,opportunity,I,sd,u-58-3
sw3085B-ms98-a-0034,146.231625,146.331625,to,I,sd,u-58-3
sw3085B-ms98-a-0034,146.331625,146.821625,manage,I,sd,u-58-3
sw3085B-ms98-a-0034,146.821625,146.871625,a,I,sd,u-58-3
sw3085B-ms98-a-0034,146.871625,147.031625,day,I,sd,u-58-3
sw3085B-ms98-a-0034,147.031625,147.301625,care,I,sd,u-58-3
sw3085B-ms98-a-0034,147.301625,147.661625,center,I,sd,u-58-3
sw3085B-ms98-a-0034,147.661625,147.771625,and,B,sd,u-58-4
sw3085B-ms98-a-0034,147.771625,147.901625,of,I,sd,u-58-4
sw3085B-ms98-a-0034,147.901625,148.181625,course,I,sd,u-58-4
sw3085B-ms98-a-0034,148.181625,148.371625,she,I,sd,u-58-4
sw3085B-ms98-a-0034,148.371625,148.511625,was,I,sd,u-58-4
sw3085B-ms98-a-0034,148.631625,148.741625,she,I,sd,u-58-4
sw3085B-ms98-a-0034,148.741625,148.851625,had,I,sd,u-58-4
sw3085B-ms98-a-0034,148.851625,149.081625,just,I,sd,u-58-4
sw3085B-ms98-a-0034,149.081625,149.361625,gotten,I,sd,u-58-4
sw3085B-ms98-a-0034,149.361625,149.541625,her,I,sd,u-58-4
sw3085B-ms98-a-0034,149.541625,149.941625,degree,I,sd,u-58-4
sw3085B-ms98-a-0034,149.941625,150.061625,and,B,sd,u-58-5
sw3085B-ms98-a-0034,150.061625,150.201625,she,I,sd,u-58-5
sw3085B-ms98-a-0034,150.201625,150.371625,was,I,sd,u-58-5
sw3085B-ms98-a-0034,150.371625,150.501625,so,I,sd,u-58-5
sw3085B-ms98-a-0034,150.501625,151.371625,enthusiastic,I,sd,u-58-5
sw3085B-ms98-a-0034,151.371625,151.461625,and,B,sd,u-58-6
sw3085B-ms98-a-0034,151.461625,151.601625,she,I,sd,u-58-6
sw3085B-ms98-a-0034,151.601625,151.721625,was,I,sd,u-58-6
sw3085B-ms98-a-0034,151.721625,152.241625,excited,I,sd,u-58-6
sw3085B-ms98-a-0034,152.241625,152.471625,about,I,sd,u-58-6
sw3085B-ms98-a-0034,152.471625,152.531625,it,I,sd,u-58-6
sw3085B-ms98-a-0034,152.531625,152.621625,and,B,sd,u-58-7
sw3085B-ms98-a-0034,152.621625,152.731625,she,I,sd,u-58-7
sw3085B-ms98-a-0034,152.731625,152.861625,was,I,sd,u-58-7
sw3085B-ms98-a-0034,152.861625,153.071625,going,I,sd,u-58-7
sw3085B-ms98-a-0034,153.071625,153.171625,to,I,sd,u-58-7
sw3085B-ms98-a-0034,153.171625,153.701625,accomplish,I,sd,u-58-7
sw3085B-ms98-a-0034,153.701625,153.861625,all,I,sd,u-58-7
sw3085B-ms98-a-0034,153.861625,153.941625,of,I,sd,u-58-7
sw3085B-ms98-a-0034,153.941625,154.171625,these,I,sd,u-58-7
sw3085B-ms98-a-0034,154.171625,154.601625,things,I,sd,u-58-7
sw3085B-ms98-a-0035,155.262000,156.036750,however,B,sv,u-60-1
sw3085B-ms98-a-0035,156.462000,157.078750,uh,I,sv,u-60-1
sw3085B-ms98-a-0035,157.206750,157.392000,when,I,sv,u-60-1
sw3085B-ms98-a-0035,157.392000,157.512000,it,I,sv,u-60-1
sw3085B-ms98-a-0035,157.512000,157.832000,came,I,sv,u-60-1
sw3085B-ms98-a-0035,157.832000,157.932000,to,I,sv,u-60-1
sw3085B-ms98-a-0035,157.932000,158.432000,hiring,I,sv,u-60-1
sw3085B-ms98-a-0035,158.432000,158.562000,and,I,sv,u-60-1
sw3085B-ms98-a-0035,158.562000,159.002000,staffing,I,sv,u-60-1
sw3085B-ms98-a-0035,159.002000,159.352000,people,I,sv,u-60-1
sw3085B-ms98-a-0035,159.352000,159.542000,who,I,sv,u-60-1
sw3085B-ms98-a-0035,159.542000,160.042000,cared,I,sv,u-60-1
sw3085B-ms98-a-0035,160.042000,160.172000,and,I,sv,u-60-1
sw3085B-ms98-a-0035,160.172000,160.272000,who,I,sv,u-60-1
sw3085B-ms98-a-0035,160.272000,160.412000,were,I,sv,u-60-1
sw3085B-ms98-a-0035,160.412000,160.662000,willing,I,sv,u-60-1
sw3085B-ms98-a-0035,160.662000,160.752000,to,I,sv,u-60-1
sw3085B-ms98-a-0035,160.752000,160.932000,take,I,sv,u-60-1
sw3085B-ms98-a-0035,160.932000,161.112000,care,I,sv,u-60-1
sw3085B-ms98-a-0035,161.112000,161.192000,of,I,sv,u-60-1
sw3085B-ms98-a-0035,161.192000,161.342000,those,I,sv,u-60-1
sw3085B-ms98-a-0035,161.342000,161.742000,children,I,sv,u-60-1
sw3085B-ms98-a-0035,161.742000,161.852000,and,I,sv,u-60-1
sw3085B-ms98-a-0035,161.852000,162.072000,spend,I,sv,u-60-1
sw3085B-ms98-a-0035,162.072000,162.172000,that,I,sv,u-60-1
sw3085B-ms98-a-0035,162.172000,162.332000,kind,I,sv,u-60-1
sw3085B-ms98-a-0035,162.332000,162.392000,of,I,sv,u-60-1
sw3085B-ms98-a-0035,162.392000,162.797125,time,I,sv,u-60-1
sw3085B-ms98-a-0035,163.029250,163.161000,the,I,sv,u-60-1
sw3085B-ms98-a-0035,163.161000,163.522000,pay,I,sv,u-60-1
sw3085B-ms98-a-0035,163.522000,163.712000,is,I,sv,u-60-1
sw3085B-ms98-a-0035,163.712000,164.152000,minimal,I,sv,u-60-1
sw3085B-ms98-a-0036,165.124500,165.696125,and,B,sv,u-62-1
sw3085B-ms98-a-0036,165.846750,166.024500,it,I,sv,u-62-1
sw3085B-ms98-a-0036,166.134500,166.564500,takes,I,sv,u-62-1
sw3085B-ms98-a-0036,166.564500,167.123250,people,I,sv,u-62-1
sw3085B-ms98-a-0036,167.123250,167.356750,with,I,sv,u-62-1
sw3085B-ms98-a-0036,167.356750,167.874500,total,I,sv,u-62-1
sw3085B-ms98-a-0036,167.874500,168.004500,and,I,sv,u-62-1
sw3085B-ms98-a-0036,168.004500,168.374500,complete,I,sv,u-62-1
sw3085B-ms98-a-0036,168.374500,168.964500,dedication,I,sv,u-62-1
sw3085B-ms98-a-0036,168.964500,169.094500,who,I,sv,u-62-1
sw3085B-ms98-a-0036,169.094500,169.334500,really,I,sv,u-62-1
sw3085B-ms98-a-0036,169.334500,169.534500,don't,I,sv,u-62-1
sw3085B-ms98-a-0036,169.534500,169.754500,want,I,sv,u-62-1
sw3085B-ms98-a-0036,169.754500,169.824500,to,I,sv,u-62-1
sw3085B-ms98-a-0036,169.824500,169.974500,make,I,sv,u-62-1
sw3085B-ms98-a-0036,169.974500,170.034500,a,I,sv,u-62-1
sw3085B-ms98-a-0036,170.034500,170.334500,living,I,sv,u-62-1
sw3085B-ms98-a-0036,170.334500,170.454500,for,I,sv,u-62-1
sw3085B-ms98-a-0036,170.454500,171.189750,themselves,I,sv,u-62-1
sw3085B-ms98-a-0037,171.834750,171.994750,in,B,+,u-64-1
sw3085B-ms98-a-0037,171.994750,172.274750,order,I,+,u-64-1
sw3085B-ms98-a-0037,172.274750,172.414750,to,I,+,u-64-1
sw3085B-ms98-a-0037,172.414750,172.534750,be,I,+,u-64-1
sw3085B-ms98-a-0037,172.534750,172.644750,in,I,+,u-64-1
sw3085B-ms98-a-0037,172.644750,172.764750,that,I,+,u-64-1
sw3085B-ms98-a-0037,172.764750,173.604750,environment,I,+,u-64-1
sw3085B-ms98-a-0039,175.659875,176.619875,absolutely,B,aa,u-66-1
sw3085B-ms98-a-0040,178.297125,178.597125,um-hum,B,b,u-68-1
sw3085B-ms98-a-0042,186.039875,186.289875,um-hum,B,b,u-70-1
sw3085B-ms98-a-0042,186.889875,187.019875,well,B,sv,u-72-1
sw3085B-ms98-a-0042,187.019875,187.193875,they,I,sv,u-72-1
sw3085B-ms98-a-0042,187.393500,187.839875,ask,I,sv,u-72-1
sw3085B-ms98-a-0042,187.839875,188.226875,so,B,+,u-74-1
sw3085B-ms98-a-0042,188.226875,188.795625,much,I,+,u-74-1
sw3085B-ms98-a-0042,188.795625,188.889875,of,I,+,u-74-1
sw3085B-ms98-a-0042,188.889875,189.089875,those,I,+,u-74-1
sw3085B-ms98-a-0042,189.089875,189.870250,caretakers,I,+,u-74-1
sw3085B-ms98-a-0042,189.870250,189.994500,for,I,+,u-74-1
sw3085B-ms98-a-0042,189.994500,190.109875,the,I,+,u-74-1
sw3085B-ms98-a-0042,190.109875,190.439875,amount,I,+,u-74-1
sw3085B-ms98-a-0042,190.439875,190.649875,that,I,+,u-74-1
sw3085B-ms98-a-0042,190.649875,190.969875,that,I,+,u-74-1
sw3085B-ms98-a-0042,190.969875,191.122250,they,I,+,u-74-1
sw3085B-ms98-a-0042,191.122250,191.275250,they,I,+,u-74-1
sw3085B-ms98-a-0042,191.275250,191.625500,pay,I,+,u-74-1
sw3085B-ms98-a-0042,191.625500,191.829875,they,B,sv,u-76-1
sw3085B-ms98-a-0042,191.829875,192.000250,are,I,sv,u-76-1
sw3085B-ms98-a-0042,192.143375,192.229875,to,I,sv,u-76-1
sw3085B-ms98-a-0042,192.229875,192.369875,be,I,sv,u-76-1
sw3085B-ms98-a-0042,192.369875,192.623875,there,I,sv,u-76-1
sw3085B-ms98-a-0042,192.793375,193.059875,ahead,I,sv,u-76-1
sw3085B-ms98-a-0042,193.059875,193.119875,of,I,sv,u-76-1
sw3085B-ms98-a-0042,193.119875,193.529875,time,I,sv,u-76-1
sw3085B-ms98-a-0042,193.689875,193.759875,you,I,sv,u-76-1
sw3085B-ms98-a-0042,193.759875,193.829875,know,I,sv,u-76-1
sw3085B-ms98-a-0042,193.829875,193.979875,they're,B,sv,u-76-2
sw3085B-ms98-a-0042,193.979875,194.239875,there,I,sv,u-76-2
sw3085B-ms98-a-0042,194.239875,194.499875,early,I,sv,u-76-2
sw3085B-ms98-a-0042,194.499875,194.609875,to,I,sv,u-76-2
sw3085B-ms98-a-0042,194.609875,194.999875,receive,I,sv,u-76-2
sw3085B-ms98-a-0042,194.999875,195.059875,the,I,sv,u-76-2
sw3085B-ms98-a-0042,195.059875,195.647875,kids,I,sv,u-76-2
sw3085B-ms98-a-0043,197.285500,197.605500,that's,B,aa,u-78-1
sw3085B-ms98-a-0043,197.605500,198.145500,right,I,aa,u-78-1
sw3085B-ms98-a-0043,198.145500,198.315500,and,B,sv,u-80-1
sw3085B-ms98-a-0043,198.315500,198.509625,then,I,sv,u-80-1
sw3085B-ms98-a-0043,198.685500,198.845500,then,I,sv,u-80-1
sw3085B-ms98-a-0043,198.845500,199.015500,they,I,sv,u-80-1
sw3085B-ms98-a-0043,199.015500,199.265500,have,I,sv,u-80-1
sw3085B-ms98-a-0043,199.265500,199.385500,to,I,sv,u-80-1
sw3085B-ms98-a-0043,199.385500,199.665500,work,I,sv,u-80-1
sw3085B-ms98-a-0043,199.665500,199.975500,until,I,sv,u-80-1
