sw3057A-ms98-a-0002,0.939750,1.137125,hi,B,fp,u-1-1
sw3057A-ms98-a-0019,37.763500,38.023500,that,B,ba,u-23-1
sw3057A-ms98-a-0019,38.023500,38.103500,is,I,ba,u-23-1
sw3057A-ms98-a-0019,38.103500,38.443500,great,I,ba,u-23-1
sw3057A-ms98-a-0021,41.526875,41.797375,uh-huh,B,b,u-25-1
sw3057A-ms98-a-0023,44.419000,44.732875,um-hum,B,b,u-27-1
sw3057A-ms98-a-0025,48.631125,49.233375,um-hum,B,b,u-29-1
sw3057A-ms98-a-0025,49.365625,49.620000,um-hum,B,b^r,u-29-2
sw3057A-ms98-a-0026,50.312875,50.582875,right,B,b,u-31-1
sw3057A-ms98-a-0027,51.379375,51.579750,right,B,b,u-33-1
sw3057A-ms98-a-0029,55.830000,56.070000,i'll,O,,
sw3057A-ms98-a-0029,56.070000,56.190000,be,B,ba,u-35-1
sw3057A-ms98-a-0029,56.190000,56.624000,darned,I,ba,u-35-1
sw3057A-ms98-a-0031,60.546500,60.958250,um-hum,B,b,u-37-1
sw3057A-ms98-a-0033,62.966625,63.189375,now,B,sv,u-39-1
sw3057A-ms98-a-0033,63.189375,63.548375,see,I,sv,u-39-1
sw3057A-ms98-a-0033,63.548375,63.636375,that,I,sv,u-39-1
sw3057A-ms98-a-0033,63.636375,63.661875,is,I,sv,u-39-1
sw3057A-ms98-a-0033,63.661875,63.701875,a,I,sv,u-39-1
sw3057A-ms98-a-0033,63.701875,64.021875,nice,I,sv,u-39-1
sw3057A-ms98-a-0033,64.021875,64.521875,attitude,I,sv,u-39-1
sw3057A-ms98-a-0033,64.521875,64.591875,to,I,sv,u-39-1
sw3057A-ms98-a-0033,64.591875,64.751875,go,I,sv,u-39-1
sw3057A-ms98-a-0033,64.751875,65.236875,into,I,sv,u-39-1
sw3057A-ms98-a-0033,65.236875,65.691875,uh,B,sv,u-41-1
sw3057A-ms98-a-0034,66.603125,66.712625,it,I,sv,u-41-1
sw3057A-ms98-a-0034,66.832250,67.173750,seems,I,sv,u-41-1
sw3057A-ms98-a-0034,67.173750,67.682750,like,I,sv,u-41-1
sw3057A-ms98-a-0034,68.059375,68.215000,they,I,sv,u-41-1
sw3057A-ms98-a-0034,68.215000,68.482500,must,I,sv,u-41-1
sw3057A-ms98-a-0034,68.482500,68.593750,be,I,sv,u-41-1
sw3057A-ms98-a-0034,68.593750,68.853750,waiting,I,sv,u-41-1
sw3057A-ms98-a-0034,68.853750,69.133750,until,I,sv,u-41-1
sw3057A-ms98-a-0034,69.133750,69.303750,it's,I,sv,u-41-1
sw3057A-ms98-a-0034,69.303750,69.353750,a,I,sv,u-41-1
sw3057A-ms98-a-0034,69.353750,70.188250,necessity,I,sv,u-41-1
sw3057A-ms98-a-0035,71.047000,71.286625,and,B,sv,u-43-1
sw3057A-ms98-a-0035,71.286625,71.376625,there,I,sv,u-43-1
sw3057A-ms98-a-0035,71.376625,71.496750,is,I,sv,u-43-1
sw3057A-ms98-a-0035,71.496750,71.694000,no,I,sv,u-43-1
sw3057A-ms98-a-0035,71.694000,72.096625,chance,I,sv,u-43-1
sw3057A-ms98-a-0035,72.096625,72.262750,of,I,sv,u-43-1
sw3057A-ms98-a-0035,72.500000,72.890875,uh,I,sv,u-43-1
sw3057A-ms98-a-0035,73.064125,73.246625,good,I,sv,u-43-1
sw3057A-ms98-a-0035,73.246625,74.106625,companionship,I,sv,u-43-1
sw3057A-ms98-a-0035,74.106625,74.276625,or,I,sv,u-43-1
sw3057A-ms98-a-0035,74.276625,74.586625,doing,I,sv,u-43-1
sw3057A-ms98-a-0035,74.586625,75.075625,anything,I,sv,u-43-1
sw3057A-ms98-a-0037,87.401125,87.571500,um,B,b,u-45-1
sw3057A-ms98-a-0037,87.571500,87.923125,right,B,b,u-47-1
sw3057A-ms98-a-0037,88.095000,88.465750,right,B,b^r,u-47-2
sw3057A-ms98-a-0039,91.256750,91.558125,[vocalized-noise],O,,
sw3057A-ms98-a-0040,92.573250,92.979375,uh-huh,B,b,u-51-1
sw3057A-ms98-a-0041,94.091750,94.397625,that,B,ba,u-53-1
sw3057A-ms98-a-0041,94.397625,94.488000,is,I,ba,u-53-1
sw3057A-ms98-a-0041,94.488000,94.922000,true,I,ba,u-53-1
sw3057A-ms98-a-0041,95.129125,95.241375,but,B,sd,u-53-2
sw3057A-ms98-a-0041,95.241375,95.401375,what,I,sd,u-53-2
sw3057A-ms98-a-0041,95.401375,95.552375,i,I,sd,u-53-2
sw3057A-ms98-a-0041,95.552375,95.944125,mean,I,sd,u-53-2
sw3057A-ms98-a-0041,95.944125,96.382625,is,I,sd,u-53-2
sw3057A-ms98-a-0041,96.631125,97.091375,instead,I,sd,u-53-2
sw3057A-ms98-a-0041,97.091375,97.190750,of,I,sd,u-53-2
sw3057A-ms98-a-0041,97.190750,97.612500,maybe,I,sd,u-53-2
sw3057A-ms98-a-0041,97.612500,98.151375,entering,I,sd,u-53-2
sw3057A-ms98-a-0041,98.151375,98.251375,a,I,sd,u-53-2
sw3057A-ms98-a-0041,98.251375,98.671375,nursing,I,sd,u-53-2
sw3057A-ms98-a-0041,98.671375,99.055625,home,I,sd,u-53-2
sw3057A-ms98-a-0042,99.744875,99.901500,when,B,+,u-55-1
sw3057A-ms98-a-0042,99.901500,100.274250,you're,I,+,u-55-1
sw3057A-ms98-a-0042,100.274250,100.746875,still,I,+,u-55-1
sw3057A-ms98-a-0042,101.432375,101.721500,able,I,+,u-55-1
sw3057A-ms98-a-0042,101.721500,101.831500,to,I,+,u-55-1
sw3057A-ms98-a-0042,101.831500,102.189375,have,I,+,u-55-1
sw3057A-ms98-a-0042,102.302375,102.601500,good,I,+,u-55-1
sw3057A-ms98-a-0042,102.601500,103.541500,relationships,B,+,u-57-1
sw3057A-ms98-a-0042,103.651500,103.761500,with,I,+,u-57-1
sw3057A-ms98-a-0042,103.861500,104.261500,maybe,B,+,u-59-1
sw3057A-ms98-a-0042,104.261500,104.441500,other,I,+,u-59-1
sw3057A-ms98-a-0042,104.441500,105.008250,friends,I,+,u-59-1
sw3057A-ms98-a-0043,105.838500,105.998500,they,B,+,u-61-1
sw3057A-ms98-a-0043,106.118000,106.207375,wait,I,+,u-61-1
sw3057A-ms98-a-0043,106.207375,106.507375,until,I,+,u-61-1
sw3057A-ms98-a-0043,106.507375,106.807375,they're,I,+,u-61-1
sw3057A-ms98-a-0043,106.807375,106.957375,you,I,+,u-61-1
sw3057A-ms98-a-0043,106.957375,107.117750,know,I,+,u-61-1
sw3057A-ms98-a-0043,107.287125,107.880625,unable,I,+,u-61-1
sw3057A-ms98-a-0045,111.736375,111.946375,right,B,b,u-63-1
sw3057A-ms98-a-0046,112.966875,113.236875,right,B,b,u-65-1
sw3057A-ms98-a-0046,113.786875,113.946875,right,B,b^r,u-65-2
sw3057A-ms98-a-0048,118.942250,119.350875,um-hum,B,b,u-67-1
sw3057A-ms98-a-0050,124.897875,125.194875,um,B,b,u-69-1
sw3057A-ms98-a-0050,125.685250,125.858875,um-hum,I,b,u-69-1
sw3057A-ms98-a-0051,126.985375,127.480375,um-hum,B,b,u-71-1
sw3057A-ms98-a-0053,131.180625,133.573375,[laughter],O,,
sw3057A-ms98-a-0055,136.862250,137.253875,uh-huh,B,b^r,u-75-2
sw3057A-ms98-a-0055,137.935375,138.439000,uh-huh,B,b,u-77-1
sw3057A-ms98-a-0057,142.840250,143.350250,yeah,B,b,u-79-1
sw3057A-ms98-a-0059,146.914750,147.490750,yeah,B,b,u-81-1
sw3057A-ms98-a-0059,147.694750,147.896875,that's,O,,
sw3057A-ms98-a-0059,148.043250,148.547750,great,B,ba,u-81-2
sw3057A-ms98-a-0061,152.431875,152.862750,uh-huh,B,b,u-83-1
sw3057A-ms98-a-0061,153.044625,153.275375,uh-huh,B,b^r,u-83-2
sw3057A-ms98-a-0063,154.920000,155.000000,yeah,B,b,u-85-1
sw3057A-ms98-a-0063,155.000000,155.090125,that,B,ba,u-85-2
sw3057A-ms98-a-0063,155.455125,155.577625,sounds,I,ba,u-85-2
sw3057A-ms98-a-0063,155.736375,156.048000,great,I,ba,u-85-2
sw3057A-ms98-a-0065,157.660625,157.909875,yeah,B,b,u-87-1
sw3057A-ms98-a-0067,163.962000,164.478500,um-hum,B,b,u-89-1
sw3057A-ms98-a-0068,165.767000,166.147000,uh-huh,B,b,u-91-1
sw3057A-ms98-a-0070,168.179750,168.411125,uh-huh,B,b,u-93-1
sw3057A-ms98-a-0071,169.345625,169.693750,see,B,sv,u-95-1
sw3057A-ms98-a-0071,169.693750,169.843750,if,I,sv,u-95-1
sw3057A-ms98-a-0071,169.843750,170.019125,they,I,sv,u-95-1
sw3057A-ms98-a-0071,170.196125,170.303750,if,I,sv,u-95-1
sw3057A-ms98-a-0071,170.303750,170.553750,they,I,sv,u-95-1
sw3057A-ms98-a-0071,170.553750,170.773750,could,I,sv,u-95-1
sw3057A-ms98-a-0071,170.773750,170.988625,get,I,sv,u-95-1
sw3057A-ms98-a-0071,170.988625,171.207125,this,I,sv,u-95-1
sw3057A-ms98-a-0071,171.207125,171.723750,idea,I,sv,u-95-1
sw3057A-ms98-a-0071,171.723750,172.147875,across,I,sv,u-95-1
sw3057A-ms98-a-0071,172.287250,172.423750,though,I,sv,u-95-1
sw3057A-ms98-a-0071,172.423750,172.703750,better,I,sv,u-95-1
sw3057A-ms98-a-0071,172.703750,172.893750,than,I,sv,u-95-1
sw3057A-ms98-a-0071,172.893750,173.043750,what,I,sv,u-95-1
sw3057A-ms98-a-0071,173.043750,173.163750,it,I,sv,u-95-1
sw3057A-ms98-a-0071,173.163750,173.463375,is,I,sv,u-95-1
sw3057A-ms98-a-0072,174.031125,174.161125,you,B,+,u-97-1
sw3057A-ms98-a-0072,174.161125,174.331125,know,I,+,u-97-1
sw3057A-ms98-a-0074,181.932250,182.437000,um-hum,B,b,u-99-1
sw3057A-ms98-a-0076,186.413375,186.910500,um-hum,B,b,u-101-1
sw3057A-ms98-a-0078,193.228875,193.617500,um-hum,B,b,u-103-1
sw3057A-ms98-a-0080,195.333125,195.705500,um-hum,B,b,u-105-1
sw3057A-ms98-a-0082,201.098625,201.458625,oh,B,sd,u-107-1
sw3057A-ms98-a-0082,201.458625,201.708625,well,I,sd,u-107-1
sw3057A-ms98-a-0082,201.708625,201.888625,you,I,sd,u-107-1
sw3057A-ms98-a-0082,201.888625,202.068625,have,I,sd,u-107-1
sw3057A-ms98-a-0082,202.068625,202.198625,that,I,sd,u-107-1
sw3057A-ms98-a-0082,202.198625,202.328625,with,I,sd,u-107-1
sw3057A-ms98-a-0082,202.328625,202.918625,anything,I,sd,u-107-1
sw3057A-ms98-a-0084,206.369875,206.644250,oh,B,b,u-109-1
sw3057A-ms98-a-0084,206.644250,206.848125,yeah,I,b,u-109-1
sw3057A-ms98-a-0086,210.531125,210.691125,in,B,^2,u-111-1
sw3057A-ms98-a-0086,210.691125,210.801125,the,I,^2,u-111-1
sw3057A-ms98-a-0086,210.801125,211.121125,homes,I,^2,u-111-1
sw3057A-ms98-a-0087,211.696375,211.951000,yeah,I,^2,u-111-1
sw3057A-ms98-a-0087,212.234625,212.386250,well,B,sd,u-113-1
sw3057A-ms98-a-0087,212.386250,212.476250,we,B,+,u-115-1
sw3057A-ms98-a-0087,212.476250,212.836250,used,I,+,u-115-1
sw3057A-ms98-a-0087,212.836250,213.006250,our,I,+,u-115-1
sw3057A-ms98-a-0087,213.006250,213.396250,nursing,I,+,u-115-1
sw3057A-ms98-a-0087,213.396250,213.696250,home,I,+,u-115-1
sw3057A-ms98-a-0087,213.696250,213.906250,as,I,+,u-115-1
sw3057A-ms98-a-0087,213.906250,214.246250,uh,I,+,u-115-1
sw3057A-ms98-a-0088,215.186375,215.486375,like,B,sd,u-115-2
sw3057A-ms98-a-0088,215.486375,215.646375,when,I,sd,u-115-2
sw3057A-ms98-a-0088,215.646375,215.736375,my,I,sd,u-115-2
sw3057A-ms98-a-0088,215.736375,216.186375,sister,I,sd,u-115-2
sw3057A-ms98-a-0088,216.186375,216.396375,was,I,sd,u-115-2
sw3057A-ms98-a-0088,216.396375,216.516375,real,I,sd,u-115-2
sw3057A-ms98-a-0088,216.516375,216.756375,bad,I,sd,u-115-2
sw3057A-ms98-a-0088,216.756375,217.056375,before,I,sd,u-115-2
sw3057A-ms98-a-0088,217.056375,217.216375,she,I,sd,u-115-2
sw3057A-ms98-a-0088,217.216375,217.630125,died,I,sd,u-115-2
sw3057A-ms98-a-0088,217.933875,218.266375,uh,B,+,u-117-1
sw3057A-ms98-a-0089,219.055750,219.195250,we,I,+,u-117-1
sw3057A-ms98-a-0089,219.195250,219.455250,took,I,+,u-117-1
sw3057A-ms98-a-0089,219.455250,219.575250,her,I,+,u-117-1
sw3057A-ms98-a-0089,219.575250,219.655250,the,I,+,u-117-1
sw3057A-ms98-a-0089,219.655250,219.985250,last,I,+,u-117-1
sw3057A-ms98-a-0089,219.985250,220.175250,month,I,+,u-117-1
sw3057A-ms98-a-0089,220.175250,220.305250,and,I,+,u-117-1
sw3057A-ms98-a-0089,220.305250,220.345250,a,I,+,u-117-1
sw3057A-ms98-a-0089,220.345250,220.696625,half,I,+,u-117-1
sw3057A-ms98-a-0089,220.896250,221.115250,into,B,+,u-119-1
sw3057A-ms98-a-0089,221.115250,221.185250,a,I,+,u-119-1
sw3057A-ms98-a-0089,221.185250,221.705250,nursing,I,+,u-119-1
sw3057A-ms98-a-0089,221.705250,221.845250,home,I,+,u-119-1
sw3057A-ms98-a-0089,222.525250,222.935250,and,B,sd,u-121-1
sw3057A-ms98-a-0089,222.935250,223.095250,they,I,sd,u-121-1
sw3057A-ms98-a-0089,223.095250,223.235250,were,I,sd,u-121-1
sw3057A-ms98-a-0089,223.235250,223.675250,super,I,sd,u-121-1
sw3057A-ms98-a-0089,223.675250,223.905250,with,I,sd,u-121-1
sw3057A-ms98-a-0089,223.905250,224.094750,her,I,sd,u-121-1
sw3057A-ms98-a-0090,225.229500,225.449500,they,B,sd,u-123-1
sw3057A-ms98-a-0090,225.449500,225.719500,were,I,sd,u-123-1
sw3057A-ms98-a-0090,225.719500,225.989500,uh,I,sd,u-123-1
sw3057A-ms98-a-0092,230.014125,230.574125,uh-huh,B,b,u-125-1
sw3057A-ms98-a-0094,232.991500,233.548375,uh-huh,B,b,u-127-1
sw3057A-ms98-a-0095,234.215250,234.594875,uh-huh,B,b,u-129-1
sw3057A-ms98-a-0096,235.670000,236.024750,uh-huh,B,b,u-131-1
sw3057A-ms98-a-0098,244.396000,244.844625,um-hum,B,b,u-133-1
sw3057A-ms98-a-0100,246.610375,247.042375,uh-huh,B,b^r,u-133-2
sw3057A-ms98-a-0101,247.937375,248.215000,well,B,sd,u-137-1
sw3057A-ms98-a-0101,248.215000,248.255000,a,I,sd,u-137-1
sw3057A-ms98-a-0101,248.255000,248.475000,lot,I,sd,u-137-1
sw3057A-ms98-a-0101,248.475000,248.555000,of,I,sd,u-137-1
sw3057A-ms98-a-0101,248.555000,248.985000,people,I,sd,u-137-1
sw3057A-ms98-a-0101,248.985000,249.195000,do,I,sd,u-137-1
sw3057A-ms98-a-0101,249.195000,249.535000,that,I,sd,u-137-1
sw3057A-ms98-a-0101,249.535000,249.708625,they,B,sd,u-137-2
sw3057A-ms98-a-0101,249.708625,249.957250,left,B,+,u-139-1
sw3057A-ms98-a-0101,249.957250,250.125000,them,I,+,u-139-1
sw3057A-ms98-a-0101,250.125000,250.735000,temporally,I,+,u-139-1
sw3057A-ms98-a-0101,250.735000,251.211250,maybe,I,+,u-139-1
sw3057A-ms98-a-0101,251.407125,251.545000,they,I,+,u-139-1
sw3057A-ms98-a-0101,251.545000,251.675000,had,I,+,u-139-1
sw3057A-ms98-a-0101,251.675000,251.705000,a,I,+,u-139-1
sw3057A-ms98-a-0101,251.705000,252.065000,broken,B,+,u-141-1
sw3057A-ms98-a-0101,252.065000,252.295000,hip,I,+,u-141-1
sw3057A-ms98-a-0101,252.295000,252.455000,or,I,+,u-141-1
sw3057A-ms98-a-0101,252.455000,253.135000,something,I,+,u-141-1
sw3057A-ms98-a-0101,253.135000,253.272500,or,I,+,u-141-1
sw3057A-ms98-a-0103,255.768250,255.902750,uh,B,b,u-143-1
sw3057A-ms98-a-0105,257.989250,258.446500,um-hum,B,b,u-145-1
sw3057A-ms98-a-0105,258.594500,258.905750,um-hum,B,b^r,u-145-2
sw3057A-ms98-a-0107,261.179500,261.319500,and,B,sd,u-147-1
sw3057A-ms98-a-0107,261.319500,261.399500,it,I,sd,u-147-1
sw3057A-ms98-a-0107,261.399500,261.529500,can,I,sd,u-147-1
sw3057A-ms98-a-0107,261.529500,261.929500,become,I,sd,u-147-1
sw3057A-ms98-a-0107,261.929500,262.209500,home,I,sd,u-147-1
sw3057A-ms98-a-0107,262.209500,262.369500,to,I,sd,u-147-1
sw3057A-ms98-a-0107,262.369500,262.676375,them,I,sd,u-147-1
sw3057A-ms98-a-0108,263.921500,264.135250,it,B,sv,u-149-1
sw3057A-ms98-a-0108,264.135250,264.384750,it,B,+,u-151-1
sw3057A-ms98-a-0108,264.908250,265.025250,it,I,+,u-151-1
sw3057A-ms98-a-0108,265.025250,265.386375,depends,I,+,u-151-1
sw3057A-ms98-a-0108,265.537000,265.985250,upon,I,+,u-151-1
sw3057A-ms98-a-0108,265.985250,266.065250,the,I,+,u-151-1
sw3057A-ms98-a-0108,266.065250,266.789500,individual,I,+,u-151-1
sw3057A-ms98-a-0108,267.407750,267.674875,right,O,,
sw3057A-ms98-a-0108,267.674875,268.013375,yeah,O,,
sw3057A-ms98-a-0110,277.159625,277.404500,uh-huh,B,b^r,u-153-2
sw3057A-ms98-a-0111,278.547250,278.951125,uh-huh,B,b,u-155-1
sw3057A-ms98-a-0113,283.202125,283.706875,uh-huh,B,b,u-157-1
sw3057A-ms98-a-0113,283.853750,284.200625,uh-huh,B,b^r,u-157-2
sw3057A-ms98-a-0115,289.259625,289.444000,th[is]-,O,,
sw3057A-ms98-a-0115,289.444000,289.684000,this,B,%,u-159-1
sw3057A-ms98-a-0115,289.684000,289.819500,is,I,%,u-159-1
sw3057A-ms98-a-0115,289.935000,290.142125,the,O,,
sw3057A-ms98-a-0115,290.142125,290.493375,age,O,,
sw3057A-ms98-a-0115,290.493375,290.738250,and,B,%,u-159-2
sw3057A-ms98-a-0115,290.738250,291.634000,[laughter],O,,
sw3057A-ms98-a-0115,291.634000,291.744000,there,B,sv,u-163-1
sw3057A-ms98-a-0115,291.744000,291.964000,has,I,sv,u-163-1
sw3057A-ms98-a-0115,291.964000,292.054000,to,I,sv,u-163-1
sw3057A-ms98-a-0115,292.054000,292.164000,be,I,sv,u-163-1
sw3057A-ms98-a-0115,292.164000,293.084000,consideration,I,sv,u-163-1
sw3057A-ms98-a-0115,293.084000,293.474000,taken,I,sv,u-163-1
sw3057A-ms98-a-0115,293.474000,293.617125,on,I,sv,u-163-1
sw3057A-ms98-a-0115,293.617125,294.271625,everything,I,sv,u-163-1
sw3057A-ms98-a-0115,294.423125,294.614625,so,O,,
sw3057A-ms98-a-0117,298.952125,299.239375,yeah,B,b,u-165-1
sw3057A-ms98-a-0118,299.837250,300.002250,that's,O,,
sw3057A-ms98-a-0118,300.120375,300.413250,right,B,ba,u-167-1
sw3057A-ms98-a-0118,300.600750,300.667375,you,B,sv,u-167-2
sw3057A-ms98-a-0118,300.667375,300.807375,would,I,sv,u-167-2
sw3057A-ms98-a-0118,300.807375,300.977375,look,I,sv,u-167-2
sw3057A-ms98-a-0118,300.977375,301.347375,into,I,sv,u-167-2
sw3057A-ms98-a-0118,301.347375,301.487375,it,I,sv,u-167-2
sw3057A-ms98-a-0118,301.487375,301.967375,thoroughly,I,sv,u-167-2
sw3057A-ms98-a-0118,301.967375,302.159750,and,I,sv,u-167-2
sw3057A-ms98-a-0118,302.551500,302.781625,do,B,+,u-169-1
sw3057A-ms98-a-0118,302.913375,303.027375,do,I,+,u-169-1
sw3057A-ms98-a-0118,303.027375,303.097375,the,I,+,u-169-1
sw3057A-ms98-a-0118,303.097375,303.377375,best,I,+,u-169-1
sw3057A-ms98-a-0118,303.377375,303.617375,job,I,+,u-169-1
sw3057A-ms98-a-0118,303.617375,303.777375,you,I,+,u-169-1
sw3057A-ms98-a-0118,303.777375,304.137375,could,I,+,u-169-1
sw3057A-ms98-a-0118,304.137375,304.226875,in,I,+,u-169-1
sw3057A-ms98-a-0118,304.321000,304.527375,ch[oosing]-,I,+,u-169-1
sw3057A-ms98-a-0118,304.527375,304.907375,choosing,I,+,u-169-1
sw3057A-ms98-a-0118,304.907375,305.197375,one,I,+,u-169-1
sw3057A-ms98-a-0120,308.130000,308.450000,uh-huh,B,b,u-171-1
sw3057A-ms98-a-0122,311.287000,311.607000,no,B,b,u-173-1
sw3057A-ms98-a-0122,311.607000,311.767000,and,B,sv,u-173-2
sw3057A-ms98-a-0122,311.767000,311.827000,you,I,sv,u-173-2
sw3057A-ms98-a-0122,311.827000,311.897000,do,I,sv,u-173-2
sw3057A-ms98-a-0122,311.897000,312.007000,not,I,sv,u-173-2
sw3057A-ms98-a-0122,312.007000,312.157000,have,I,sv,u-173-2
sw3057A-ms98-a-0122,312.157000,312.217000,the,I,sv,u-173-2
sw3057A-ms98-a-0122,312.217000,312.697000,time,I,sv,u-173-2
sw3057A-ms98-a-0122,312.697000,312.827000,to,I,sv,u-173-2
sw3057A-ms98-a-0122,312.827000,312.957000,look,I,sv,u-173-2
sw3057A-ms98-a-0122,312.957000,313.097000,that,B,sd,u-173-3
sw3057A-ms98-a-0122,313.097000,313.157000,is,I,sd,u-173-3
sw3057A-ms98-a-0122,313.157000,313.297000,what,I,sd,u-173-3
sw3057A-ms98-a-0122,313.297000,313.347000,i,B,+,u-175-1
sw3057A-ms98-a-0122,313.347000,313.429875,am,I,+,u-175-1
sw3057A-ms98-a-0122,313.580625,313.947000,saying,I,+,u-175-1
sw3057A-ms98-a-0122,313.947000,314.267000,most,B,sv,u-177-1
sw3057A-ms98-a-0122,314.267000,314.707000,people,I,sv,u-177-1
sw3057A-ms98-a-0122,315.297000,315.497000,will,I,sv,u-177-1
sw3057A-ms98-a-0122,315.497000,315.737000,not,I,sv,u-177-1
sw3057A-ms98-a-0122,315.737000,316.117000,even,I,sv,u-177-1
sw3057A-ms98-a-0122,316.117000,316.637000,look,I,sv,u-177-1
sw3057A-ms98-a-0122,316.637000,316.787000,at,I,sv,u-177-1
sw3057A-ms98-a-0122,316.787000,317.117000,that,I,sv,u-177-1
sw3057A-ms98-a-0122,317.337000,317.649750,until,I,sv,u-177-1
sw3057A-ms98-a-0122,317.830625,317.979750,it,I,sv,u-177-1
sw3057A-ms98-a-0122,317.979750,318.367000,becomes,I,sv,u-177-1
sw3057A-ms98-a-0122,318.367000,318.407000,a,I,sv,u-177-1
sw3057A-ms98-a-0122,318.407000,319.108125,necessity,I,sv,u-177-1
sw3057A-ms98-a-0124,326.315125,326.695125,um-hum,B,b,u-179-1
sw3057A-ms98-a-0126,338.176875,338.536875,whatever,B,b^m,u-181-1
sw3057A-ms98-a-0126,338.536875,338.776875,their,I,b^m,u-181-1
sw3057A-ms98-a-0126,338.776875,339.236875,talents,I,b^m,u-181-1
sw3057A-ms98-a-0126,339.236875,339.446875,yeah,I,b^m,u-181-1
sw3057A-ms98-a-0128,341.202000,341.433875,yeah,B,aa,u-185-1
sw3057A-ms98-a-0128,341.747250,341.878625,i,B,sd,u-185-2
sw3057A-ms98-a-0128,341.878625,342.118625,have,I,sd,u-185-2
sw3057A-ms98-a-0128,342.118625,342.198625,a,I,sd,u-185-2
sw3057A-ms98-a-0128,342.198625,342.718625,cousin,I,sd,u-185-2
sw3057A-ms98-a-0128,342.718625,342.923875,who's,I,sd,u-185-2
sw3057A-ms98-a-0128,343.074500,343.451250,uh,I,sd,u-185-2
sw3057A-ms98-a-0128,344.411750,344.668625,he,O,,
sw3057A-ms98-a-0128,344.668625,344.818625,had,B,sd,u-185-3
sw3057A-ms98-a-0128,344.818625,344.880375,a,I,sd,u-185-3
sw3057A-ms98-a-0128,345.000875,345.128625,son,I,sd,u-185-3
sw3057A-ms98-a-0128,345.128625,345.348625,that,I,sd,u-185-3
sw3057A-ms98-a-0128,345.348625,345.528625,was,I,sd,u-185-3
sw3057A-ms98-a-0128,345.528625,346.138625,epileptic,I,sd,u-185-3
sw3057A-ms98-a-0128,346.138625,346.308625,from,I,sd,u-185-3
sw3057A-ms98-a-0128,346.308625,346.638625,birth,I,sd,u-185-3
sw3057A-ms98-a-0128,346.638625,346.878625,and,B,sd,u-185-4
