sw3417A-ms98-a-0002,0.661500,1.280625,yes,B,o,u-1-1
sw3417A-ms98-a-0008,23.225375,23.495375,we're,B,sv,u-3-5
sw3417A-ms98-a-0008,23.495375,23.937750,gonna,I,sv,u-3-5
sw3417A-ms98-a-0008,23.937750,24.461250,have,I,sv,u-3-5
sw3417A-ms98-a-0008,24.910750,25.295375,national,I,sv,u-3-5
sw3417A-ms98-a-0008,25.295375,25.525375,health,I,sv,u-3-5
sw3417A-ms98-a-0008,25.525375,25.965375,insurance,I,sv,u-3-5
sw3417A-ms98-a-0008,25.965375,26.115375,which,I,sv,u-3-5
sw3417A-ms98-a-0008,26.115375,26.365375,seems,I,sv,u-3-5
sw3417A-ms98-a-0008,26.365375,26.778875,likely,I,sv,u-3-5
sw3417A-ms98-a-0008,27.166875,27.445375,it's,I,sv,u-3-5
sw3417A-ms98-a-0008,27.445375,27.985375,necessarily,I,sv,u-3-5
sw3417A-ms98-a-0008,27.985375,28.226000,gonna,I,sv,u-3-5
sw3417A-ms98-a-0008,28.226000,28.565375,involve,I,sv,u-3-5
sw3417A-ms98-a-0008,28.565375,28.695375,more,I,sv,u-3-5
sw3417A-ms98-a-0008,28.695375,29.419750,taxes,I,sv,u-3-5
sw3417A-ms98-a-0009,30.124500,30.477375,uh,B,sv,u-3-6
sw3417A-ms98-a-0009,30.969875,31.132500,i,I,sv,u-3-6
sw3417A-ms98-a-0009,31.132500,31.642500,suspect,I,sv,u-3-6
sw3417A-ms98-a-0009,31.642500,31.742500,they,I,sv,u-3-6
sw3417A-ms98-a-0009,31.742500,32.032500,take,I,sv,u-3-6
sw3417A-ms98-a-0009,32.032500,32.092500,the,I,sv,u-3-6
sw3417A-ms98-a-0009,32.092500,32.322500,view,I,sv,u-3-6
sw3417A-ms98-a-0009,32.322500,32.502500,that,I,sv,u-3-6
sw3417A-ms98-a-0009,33.602500,34.032500,cutting,I,sv,u-3-6
sw3417A-ms98-a-0009,34.032500,34.282500,income,I,sv,u-3-6
sw3417A-ms98-a-0009,34.282500,34.532500,tax,I,sv,u-3-6
sw3417A-ms98-a-0009,34.532500,34.742500,rates,I,sv,u-3-6
sw3417A-ms98-a-0009,34.742500,34.892500,has,I,sv,u-3-6
sw3417A-ms98-a-0009,34.892500,35.176875,been,I,sv,u-3-6
sw3417A-ms98-a-0009,35.783250,36.072500,good,I,sv,u-3-6
sw3417A-ms98-a-0009,36.072500,36.235000,for,I,sv,u-3-6
sw3417A-ms98-a-0009,36.235000,36.642500,the,I,sv,u-3-6
sw3417A-ms98-a-0009,36.642500,36.702500,the,I,sv,u-3-6
sw3417A-ms98-a-0009,36.702500,37.290250,economy,I,sv,u-3-6
sw3417A-ms98-a-0009,37.527500,37.908250,that,I,sv,u-3-6
sw3417A-ms98-a-0009,37.908250,38.312500,most,I,sv,u-3-6
sw3417A-ms98-a-0009,38.312500,38.472500,other,I,sv,u-3-6
sw3417A-ms98-a-0009,38.472500,39.058625,countries,I,sv,u-3-6
sw3417A-ms98-a-0009,39.435250,39.632500,have,I,sv,u-3-6
sw3417A-ms98-a-0009,39.632500,39.732500,a,I,sv,u-3-6
sw3417A-ms98-a-0009,39.732500,40.140625,higher,I,sv,u-3-6
sw3417A-ms98-a-0009,40.140625,40.642500,share,I,sv,u-3-6
sw3417A-ms98-a-0009,40.642500,40.732500,of,I,sv,u-3-6
sw3417A-ms98-a-0009,40.732500,40.792500,the,I,sv,u-3-6
sw3417A-ms98-a-0009,40.792500,41.142500,tax,I,sv,u-3-6
sw3417A-ms98-a-0009,41.142500,41.592125,burden,I,sv,u-3-6
sw3417A-ms98-a-0010,42.396125,42.943875,in,I,sv,u-3-6
sw3417A-ms98-a-0010,43.166125,43.536125,various,I,sv,u-3-6
sw3417A-ms98-a-0010,43.536125,43.806125,kinds,I,sv,u-3-6
sw3417A-ms98-a-0010,43.806125,44.074375,of,I,sv,u-3-6
sw3417A-ms98-a-0010,44.074375,44.556125,sales,I,sv,u-3-6
sw3417A-ms98-a-0010,44.556125,45.244875,taxes,I,sv,u-3-6
sw3417A-ms98-a-0010,45.713000,46.385375,uh,I,sv,u-3-6
sw3417A-ms98-a-0011,48.297875,48.617875,energy,I,sv,u-3-6
sw3417A-ms98-a-0011,48.617875,49.327875,taxes,I,sv,u-3-6
sw3417A-ms98-a-0011,49.327875,49.818500,particularly,I,sv,u-3-6
sw3417A-ms98-a-0011,50.360875,50.807875,and,I,sv,u-3-6
sw3417A-ms98-a-0011,50.807875,51.097875,that,I,sv,u-3-6
sw3417A-ms98-a-0011,51.097875,51.177875,to,I,sv,u-3-6
sw3417A-ms98-a-0011,51.177875,51.627875,the,I,sv,u-3-6
sw3417A-ms98-a-0011,51.627875,52.017875,extent,I,sv,u-3-6
sw3417A-ms98-a-0011,52.017875,52.388625,we,I,sv,u-3-6
sw3417A-ms98-a-0011,52.859375,53.317875,need,I,sv,u-3-6
sw3417A-ms98-a-0011,53.317875,53.527875,to,I,sv,u-3-6
sw3417A-ms98-a-0011,53.527875,53.737875,raise,I,sv,u-3-6
sw3417A-ms98-a-0011,53.737875,53.887875,more,I,sv,u-3-6
sw3417A-ms98-a-0011,53.887875,54.337875,taxes,I,sv,u-3-6
sw3417A-ms98-a-0011,54.337875,54.435625,that's,I,sv,u-3-6
sw3417A-ms98-a-0011,54.850000,55.086125,the,I,sv,u-3-6
sw3417A-ms98-a-0011,55.086125,55.557875,direction,I,sv,u-3-6
sw3417A-ms98-a-0011,55.557875,55.637875,we,I,sv,u-3-6
sw3417A-ms98-a-0011,55.637875,55.827875,should,I,sv,u-3-6
sw3417A-ms98-a-0011,55.827875,56.270250,look,I,sv,u-3-6
sw3417A-ms98-a-0013,61.192750,61.798375,[laughter],O,,
sw3417A-ms98-a-0015,67.856750,68.034875,where,O,,
sw3417A-ms98-a-0015,68.034875,68.194875,it's,O,,
sw3417A-ms98-a-0015,68.194875,68.364875,all,B,aa^m,u-5-1
sw3417A-ms98-a-0015,68.364875,68.719875,going,I,aa^m,u-5-1
sw3417A-ms98-a-0017,86.295625,86.492125,well,B,sd,u-7-1
sw3417A-ms98-a-0017,86.835500,87.258750,one,I,sd,u-7-1
sw3417A-ms98-a-0017,87.258750,87.712625,one,I,sd,u-7-1
sw3417A-ms98-a-0017,87.712625,87.975625,one,I,sd,u-7-1
sw3417A-ms98-a-0017,87.975625,88.045625,of,I,sd,u-7-1
sw3417A-ms98-a-0017,88.045625,88.155625,the,I,sd,u-7-1
sw3417A-ms98-a-0017,88.155625,88.385625,big,I,sd,u-7-1
sw3417A-ms98-a-0017,88.385625,88.675625,tax,I,sd,u-7-1
sw3417A-ms98-a-0017,88.675625,88.785625,that,I,sd,u-7-1
sw3417A-ms98-a-0017,88.785625,88.875625,has,I,sd,u-7-1
sw3417A-ms98-a-0017,88.875625,89.045625,gone,I,sd,u-7-1
sw3417A-ms98-a-0017,89.045625,89.155625,up,I,sd,u-7-1
sw3417A-ms98-a-0017,89.155625,89.205625,a,I,sd,u-7-1
sw3417A-ms98-a-0017,89.205625,89.405625,lot,I,sd,u-7-1
sw3417A-ms98-a-0017,89.405625,89.475625,in,I,sd,u-7-1
sw3417A-ms98-a-0017,89.475625,89.615625,this,I,sd,u-7-1
sw3417A-ms98-a-0017,89.615625,89.785625,year,I,sd,u-7-1
sw3417A-ms98-a-0017,89.785625,89.985125,is,I,sd,u-7-1
sw3417A-ms98-a-0017,89.985125,90.095625,the,I,sd,u-7-1
sw3417A-ms98-a-0017,90.095625,90.425625,social,I,sd,u-7-1
sw3417A-ms98-a-0017,90.425625,90.885625,security,I,sd,u-7-1
sw3417A-ms98-a-0017,90.885625,91.438750,tax,I,sd,u-7-1
sw3417A-ms98-a-0017,92.082875,92.255625,which,B,+,u-9-1
sw3417A-ms98-a-0017,92.255625,92.395625,in,I,+,u-9-1
sw3417A-ms98-a-0017,92.395625,92.785625,principle,I,+,u-9-1
sw3417A-ms98-a-0017,92.785625,92.875625,is,I,+,u-9-1
sw3417A-ms98-a-0017,92.875625,93.115625,going,I,+,u-9-1
sw3417A-ms98-a-0017,93.115625,93.407750,in[to]-,I,+,u-9-1
sw3417A-ms98-a-0017,93.938875,94.205625,into,I,+,u-9-1
sw3417A-ms98-a-0017,94.205625,94.255625,a,I,+,u-9-1
sw3417A-ms98-a-0017,94.255625,94.435625,big,I,+,u-9-1
sw3417A-ms98-a-0017,94.435625,94.745625,trust,I,+,u-9-1
sw3417A-ms98-a-0017,94.745625,95.027500,fund,I,+,u-9-1
sw3417A-ms98-a-0017,95.776750,96.147250,but,B,sd,u-9-2
sw3417A-ms98-a-0018,96.711125,97.191000,that,I,sd,u-9-2
sw3417A-ms98-a-0018,97.450875,97.985000,is,I,sd,u-9-2
sw3417A-ms98-a-0018,98.542500,98.542500,a,I,sd,u-9-2
sw3417A-ms98-a-0018,98.542500,99.361875,particularly,I,sd,u-9-2
sw3417A-ms98-a-0018,99.361875,99.982500,regressive,I,sd,u-9-2
sw3417A-ms98-a-0018,99.982500,100.596875,tax,I,sd,u-9-2
sw3417A-ms98-a-0018,101.128000,101.542500,uh,I,sd,u-9-2
sw3417A-ms98-a-0018,101.542500,101.752500,it's,B,sd,u-9-3
sw3417A-ms98-a-0018,101.752500,101.822500,a,I,sd,u-9-3
sw3417A-ms98-a-0018,101.822500,102.112500,tax,I,sd,u-9-3
sw3417A-ms98-a-0018,102.112500,102.172500,on,I,sd,u-9-3
sw3417A-ms98-a-0018,102.172500,102.262500,the,I,sd,u-9-3
sw3417A-ms98-a-0018,102.262500,102.592500,first,I,sd,u-9-3
sw3417A-ms98-a-0018,102.592500,103.082500,dollar,I,sd,u-9-3
sw3417A-ms98-a-0018,103.082500,103.587375,earnings,I,sd,u-9-3
sw3417A-ms98-a-0019,104.557125,105.042625,an[d]-,O,,
sw3417A-ms98-a-0019,105.543750,105.896625,Senator,B,sv,u-9-4
sw3417A-ms98-a-0019,105.896625,106.781375,Moynihan's,I,sv,u-9-4
sw3417A-ms98-a-0019,107.441875,107.696625,uh,I,sv,u-9-4
sw3417A-ms98-a-0019,107.696625,108.156625,proposal,I,sv,u-9-4
sw3417A-ms98-a-0019,108.156625,108.446625,to,I,sv,u-9-4
sw3417A-ms98-a-0019,108.446625,108.686000,to,I,sv,u-9-4
sw3417A-ms98-a-0019,109.307500,109.626625,to,I,sv,u-9-4
sw3417A-ms98-a-0019,109.626625,109.886625,cut,I,sv,u-9-4
sw3417A-ms98-a-0019,109.886625,110.096625,there,I,sv,u-9-4
sw3417A-ms98-a-0019,110.096625,110.156625,i,I,sv,u-9-4
sw3417A-ms98-a-0019,110.156625,110.568625,think,I,sv,u-9-4
sw3417A-ms98-a-0019,110.568625,110.706625,wou[ld]-,I,sv,u-9-4
sw3417A-ms98-a-0019,110.706625,110.866625,makes,I,sv,u-9-4
sw3417A-ms98-a-0019,110.866625,110.946625,a,I,sv,u-9-4
sw3417A-ms98-a-0019,110.946625,111.096625,lot,I,sv,u-9-4
sw3417A-ms98-a-0019,111.096625,111.166625,of,I,sv,u-9-4
sw3417A-ms98-a-0019,111.166625,111.783750,sense,I,sv,u-9-4
sw3417A-ms98-a-0020,113.477875,113.752875,i,B,sv,u-11-1
sw3417A-ms98-a-0020,113.752875,113.942875,think,I,sv,u-11-1
sw3417A-ms98-a-0020,113.942875,114.152875,Senator,I,sv,u-11-1
sw3417A-ms98-a-0020,114.152875,114.712875,Moynihan's,I,sv,u-11-1
sw3417A-ms98-a-0020,114.712875,115.172875,proposal,I,sv,u-11-1
sw3417A-ms98-a-0020,115.172875,115.484625,to,I,sv,u-11-1
sw3417A-ms98-a-0020,116.166375,116.352875,to,I,sv,u-11-1
sw3417A-ms98-a-0020,116.352875,116.552875,cut,I,sv,u-11-1
sw3417A-ms98-a-0020,116.552875,116.622875,the,I,sv,u-11-1
sw3417A-ms98-a-0020,116.622875,116.972875,social,I,sv,u-11-1
sw3417A-ms98-a-0020,116.972875,117.422875,security,I,sv,u-11-1
sw3417A-ms98-a-0020,117.422875,117.782875,tax,I,sv,u-11-1
sw3417A-ms98-a-0020,117.782875,117.988500,which,I,sv,u-11-1
sw3417A-ms98-a-0020,117.988500,118.362875,isn't,I,sv,u-11-1
sw3417A-ms98-a-0020,118.362875,118.592875,really,I,sv,u-11-1
sw3417A-ms98-a-0020,118.592875,118.792875,going,I,sv,u-11-1
sw3417A-ms98-a-0020,118.792875,118.980500,to,I,sv,u-11-1
sw3417A-ms98-a-0020,119.281875,119.532875,going,I,sv,u-11-1
sw3417A-ms98-a-0020,119.532875,119.855500,to,I,sv,u-11-1
sw3417A-ms98-a-0020,120.183250,120.402875,beef,I,sv,u-11-1
sw3417A-ms98-a-0020,120.402875,120.574500,up,I,sv,u-11-1
sw3417A-ms98-a-0020,120.947375,121.361250,up,I,sv,u-11-1
sw3417A-ms98-a-0020,121.361250,121.582875,up,I,sv,u-11-1
sw3417A-ms98-a-0020,121.582875,121.642875,the,I,sv,u-11-1
sw3417A-ms98-a-0020,121.642875,121.892875,social,I,sv,u-11-1
sw3417A-ms98-a-0020,121.892875,122.242875,security,I,sv,u-11-1
sw3417A-ms98-a-0020,122.242875,122.592875,program,I,sv,u-11-1
sw3417A-ms98-a-0020,122.592875,122.732875,could,I,sv,u-11-1
sw3417A-ms98-a-0020,122.732875,122.872875,make,I,sv,u-11-1
sw3417A-ms98-a-0020,122.872875,122.932875,a,I,sv,u-11-1
sw3417A-ms98-a-0020,122.932875,123.062875,lot,I,sv,u-11-1
sw3417A-ms98-a-0020,123.062875,123.132875,of,I,sv,u-11-1
sw3417A-ms98-a-0020,123.132875,123.665625,sense,I,sv,u-11-1
sw3417A-ms98-a-0022,135.506375,135.910125,um-hum,B,b,u-13-1
sw3417A-ms98-a-0024,139.813375,139.959000,oh,B,b,u-15-1
sw3417A-ms98-a-0024,139.959000,140.337875,yes,O,,
sw3417A-ms98-a-0026,144.070375,144.250375,i,B,sd,u-17-1
sw3417A-ms98-a-0026,144.250375,144.440375,think,I,sd,u-17-1
sw3417A-ms98-a-0026,144.440375,145.110125,Japan,I,sd,u-17-1
sw3417A-ms98-a-0026,145.407750,145.600375,i,I,sd,u-17-1
sw3417A-ms98-a-0026,145.600375,145.760375,think,I,sd,u-17-1
sw3417A-ms98-a-0026,145.760375,146.130375,Japan,I,sd,u-17-1
sw3417A-ms98-a-0026,146.130375,146.230375,is,I,sd,u-17-1
sw3417A-ms98-a-0026,146.230375,146.856250,probably,I,sd,u-17-1
sw3417A-ms98-a-0026,146.856250,147.190375,about,I,sd,u-17-1
sw3417A-ms98-a-0026,147.190375,147.520375,equal,I,sd,u-17-1
sw3417A-ms98-a-0026,147.520375,147.620375,to,I,sd,u-17-1
sw3417A-ms98-a-0026,147.620375,148.106625,ours,I,sd,u-17-1
sw3417A-ms98-a-0027,148.881500,149.513000,and,B,sd,u-19-1
sw3417A-ms98-a-0027,149.513000,149.683000,other,I,sd,u-19-1
sw3417A-ms98-a-0027,149.683000,149.933000,major,I,sd,u-19-1
sw3417A-ms98-a-0027,149.933000,150.556375,countries,I,sd,u-19-1
sw3417A-ms98-a-0027,151.023500,151.273000,are,I,sd,u-19-1
sw3417A-ms98-a-0027,151.273000,151.523000,higher,I,sd,u-19-1
sw3417A-ms98-a-0027,151.523000,151.553000,i,O,,
sw3417A-ms98-a-0027,151.553000,151.683000,had,O,,
sw3417A-ms98-a-0027,151.683000,151.993000,friends,B,sd,u-19-2
sw3417A-ms98-a-0027,151.993000,152.143000,were,I,sd,u-19-2
sw3417A-ms98-a-0027,152.143000,152.563000,amazed,I,sd,u-19-2
sw3417A-ms98-a-0027,152.563000,152.683000,at,I,sd,u-19-2
sw3417A-ms98-a-0027,152.683000,152.947000,the,I,sd,u-19-2
sw3417A-ms98-a-0027,153.120250,153.553000,sales,I,sd,u-19-2
sw3417A-ms98-a-0027,153.553000,154.167000,taxes,I,sd,u-19-2
sw3417A-ms98-a-0027,154.696250,154.813000,the,I,sd,u-19-2
sw3417A-ms98-a-0027,154.813000,155.153000,classes,I,sd,u-19-2
sw3417A-ms98-a-0027,155.153000,155.233000,of,I,sd,u-19-2
sw3417A-ms98-a-0027,155.233000,155.433000,things,I,sd,u-19-2
sw3417A-ms98-a-0027,155.433000,155.523000,when,I,sd,u-19-2
sw3417A-ms98-a-0027,155.523000,155.583000,they,I,sd,u-19-2
sw3417A-ms98-a-0027,155.583000,155.713000,went,I,sd,u-19-2
sw3417A-ms98-a-0027,155.713000,155.773000,to,I,sd,u-19-2
sw3417A-ms98-a-0027,155.773000,156.428875,Canada,I,sd,u-19-2
sw3417A-ms98-a-0027,156.428875,157.050500,[vocalized-noise],I,sd,u-19-2
sw3417A-ms98-a-0027,157.050500,157.533000,not,I,sd,u-19-2
sw3417A-ms98-a-0027,157.533000,157.703000,so,I,sd,u-19-2
sw3417A-ms98-a-0027,157.703000,157.913000,long,I,sd,u-19-2
sw3417A-ms98-a-0027,157.913000,158.239625,ago,I,sd,u-19-2
sw3417A-ms98-a-0029,161.362875,162.088750,and,B,sv,u-21-1
sw3417A-ms98-a-0029,162.674375,162.993125,as,I,sv,u-21-1
sw3417A-ms98-a-0029,162.993125,163.053125,a,I,sv,u-21-1
sw3417A-ms98-a-0029,163.053125,163.303125,whole,I,sv,u-21-1
sw3417A-ms98-a-0029,163.303125,163.503125,most,I,sv,u-21-1
sw3417A-ms98-a-0029,163.503125,163.623125,other,I,sv,u-21-1
sw3417A-ms98-a-0029,163.623125,163.933125,countries,I,sv,u-21-1
sw3417A-ms98-a-0029,163.933125,164.123125,have,I,sv,u-21-1
sw3417A-ms98-a-0029,164.123125,164.541500,a,I,sv,u-21-1
sw3417A-ms98-a-0029,164.541500,164.913125,higher,I,sv,u-21-1
sw3417A-ms98-a-0029,164.913125,165.392875,level,I,sv,u-21-1
sw3417A-ms98-a-0029,165.792125,166.246875,of,I,sv,u-21-1
sw3417A-ms98-a-0029,166.551875,167.013125,cradle,I,sv,u-21-1
sw3417A-ms98-a-0029,167.013125,167.113125,to,I,sv,u-21-1
sw3417A-ms98-a-0029,167.113125,167.573250,grave,I,sv,u-21-1
sw3417A-ms98-a-0029,167.852000,168.263125,government,I,sv,u-21-1
sw3417A-ms98-a-0029,168.263125,168.982125,services,I,sv,u-21-1
sw3417A-ms98-a-0030,169.911375,170.434875,and,B,%,u-21-2
sw3417A-ms98-a-0030,170.657125,170.827250,it's,B,+,u-23-1
sw3417A-ms98-a-0030,170.827250,170.917250,a,I,+,u-23-1
sw3417A-ms98-a-0030,170.917250,171.154000,real,I,+,u-23-1
sw3417A-ms98-a-0030,171.154000,171.605375,real,I,+,u-23-1
sw3417A-ms98-a-0030,171.605375,172.011625,they're,B,sv,u-23-2
sw3417A-ms98-a-0030,172.011625,172.197250,they're,I,sv,u-23-2
sw3417A-ms98-a-0030,172.197250,172.347250,real,I,sv,u-23-2
sw3417A-ms98-a-0030,172.347250,172.847250,trade-offs,I,sv,u-23-2
sw3417A-ms98-a-0030,172.847250,173.181500,there,I,sv,u-23-2
sw3417A-ms98-a-0032,189.000250,189.847375,uh,B,%,u-25-1
sw3417A-ms98-a-0032,190.300750,190.472375,i,I,%,u-25-1
sw3417A-ms98-a-0032,190.472375,190.882375,that,O,,
sw3417A-ms98-a-0032,190.882375,191.172375,that's,B,sv,u-25-2
sw3417A-ms98-a-0032,191.172375,191.421750,a,I,sv,u-25-2
sw3417A-ms98-a-0032,191.421750,192.032375,scary,I,sv,u-25-2
sw3417A-ms98-a-0032,192.032375,192.322375,thing,I,sv,u-25-2
sw3417A-ms98-a-0032,192.322375,192.482375,with,I,sv,u-25-2
sw3417A-ms98-a-0032,192.482375,192.847500,this,I,sv,u-25-2
sw3417A-ms98-a-0033,194.488500,194.893375,no,I,sv,u-25-2
sw3417A-ms98-a-0033,194.893375,195.041375,no,I,sv,u-25-2
sw3417A-ms98-a-0033,195.041375,195.281375,real,I,sv,u-25-2
sw3417A-ms98-a-0033,195.281375,195.551375,knowing,I,sv,u-25-2
sw3417A-ms98-a-0033,195.551375,195.900750,about,I,sv,u-25-2
sw3417A-ms98-a-0033,195.900750,196.308375,uh,B,sv,u-25-3
sw3417A-ms98-a-0033,196.888500,197.101375,the,I,sv,u-25-3
sw3417A-ms98-a-0033,197.101375,197.288750,the,I,sv,u-25-3
sw3417A-ms98-a-0033,197.590125,197.771375,there's,I,sv,u-25-3
sw3417A-ms98-a-0033,197.771375,197.821375,a,I,sv,u-25-3
sw3417A-ms98-a-0033,197.821375,197.981375,lot,I,sv,u-25-3
sw3417A-ms98-a-0033,197.981375,198.081375,of,I,sv,u-25-3
sw3417A-ms98-a-0033,198.081375,198.591375,inflation,I,sv,u-25-3
sw3417A-ms98-a-0033,198.591375,198.891375,risk,I,sv,u-25-3
sw3417A-ms98-a-0033,198.891375,198.991375,that,I,sv,u-25-3
sw3417A-ms98-a-0033,198.991375,199.251375,isn't,I,sv,u-25-3
sw3417A-ms98-a-0033,199.251375,199.481375,taken,I,sv,u-25-3
sw3417A-ms98-a-0033,199.481375,199.671375,care,I,sv,u-25-3
sw3417A-ms98-a-0033,199.671375,199.871375,of,I,sv,u-25-3
sw3417A-ms98-a-0033,199.871375,200.001375,in,I,sv,u-25-3
sw3417A-ms98-a-0033,200.001375,200.341375,most,I,sv,u-25-3
sw3417A-ms98-a-0033,200.341375,200.665625,private,I,sv,u-25-3
sw3417A-ms98-a-0033,200.665625,201.031375,pension,I,sv,u-25-3
sw3417A-ms98-a-0033,201.031375,201.639250,plans,I,sv,u-25-3
sw3417A-ms98-a-0035,213.762125,214.022125,no,B,nn,u-27-1
sw3417A-ms98-a-0035,214.022125,214.152125,i'm,B,sd^e,u-27-2
sw3417A-ms98-a-0035,214.152125,214.272125,at,I,sd^e,u-27-2
sw3417A-ms98-a-0035,214.272125,214.515500,the,I,sd^e,u-27-2
sw3417A-ms98-a-0035,214.515500,214.902125,National,I,sd^e,u-27-2
sw3417A-ms98-a-0035,214.902125,215.392125,Institute,I,sd^e,u-27-2
sw3417A-ms98-a-0035,215.392125,215.512125,of,I,sd^e,u-27-2
sw3417A-ms98-a-0035,215.512125,216.072125,Standards,I,sd^e,u-27-2
sw3417A-ms98-a-0035,216.072125,216.232125,and,I,sd^e,u-27-2
sw3417A-ms98-a-0035,216.232125,217.288750,Technology,I,sd^e,u-27-2
sw3417A-ms98-a-0036,218.325625,219.184375,uh,B,+,u-29-1
sw3417A-ms98-a-0036,219.843375,220.047125,th[ey're]-,I,+,u-29-1
sw3417A-ms98-a-0036,220.047125,220.267125,part,I,+,u-29-1
sw3417A-ms98-a-0036,220.267125,220.327125,of,I,+,u-29-1
sw3417A-ms98-a-0036,220.327125,220.387125,the,I,+,u-29-1
sw3417A-ms98-a-0036,220.387125,220.827125,Commerce,I,+,u-29-1
sw3417A-ms98-a-0036,220.827125,221.387125,Department,I,+,u-29-1
sw3417A-ms98-a-0038,225.182500,225.642500,here,B,+,u-31-1
sw3417A-ms98-a-0038,225.642500,225.642500,in,I,+,u-31-1
sw3417A-ms98-a-0038,225.642500,225.721750,[vocalized-noise],I,+,u-31-1
sw3417A-ms98-a-0038,225.721750,225.922500,here,I,+,u-31-1
sw3417A-ms98-a-0038,225.922500,225.992500,in,I,+,u-31-1
sw3417A-ms98-a-0038,225.992500,226.191875,in,I,+,u-31-1
sw3417A-ms98-a-0038,226.191875,226.972500,Gaithersburg,I,+,u-31-1
sw3417A-ms98-a-0038,226.972500,227.516625,Maryland,I,+,u-31-1
sw3417A-ms98-a-0040,233.625625,234.255875,we[ll]-,O,,
sw3417A-ms98-a-0040,234.508000,234.832250,we[ll]-,O,,
sw3417A-ms98-a-0041,236.086125,236.494625,i-,O,,
sw3417A-ms98-a-0041,236.494625,236.724625,i-,O,,
sw3417A-ms98-a-0041,236.724625,236.784625,i,B,sd,u-35-1
