sw4345A-ms98-a-0003,32.764625,33.114625,no,B,nn,u-2-1
sw4345A-ms98-a-0005,49.831250,50.027875,gives,I,sv,u-6-2
sw4345A-ms98-a-0005,50.027875,50.177875,you,I,sv,u-6-2
sw4345A-ms98-a-0005,50.177875,50.247875,a,I,sv,u-6-2
sw4345A-ms98-a-0005,50.247875,50.407875,whole,I,sv,u-6-2
sw4345A-ms98-a-0005,50.407875,50.807875,different,I,sv,u-6-2
sw4345A-ms98-a-0005,50.807875,51.680000,perspective,I,sv,u-6-2
sw4345A-ms98-a-0005,51.781625,51.947875,on,I,sv,u-6-2
sw4345A-ms98-a-0005,51.947875,52.054875,the,I,sv,u-6-2
sw4345A-ms98-a-0005,52.054875,52.582125,news,I,sv,u-6-2
sw4345A-ms98-a-0005,52.582125,52.867875,uh,I,sv,u-6-2
sw4345A-ms98-a-0005,52.867875,53.037875,when,I,sv,u-6-2
sw4345A-ms98-a-0005,53.037875,53.157875,you,I,sv,u-6-2
sw4345A-ms98-a-0005,53.157875,53.367875,hear,I,sv,u-6-2
sw4345A-ms98-a-0005,53.367875,53.480375,it,I,sv,u-6-2
sw4345A-ms98-a-0005,53.755250,53.937875,from,I,sv,u-6-2
sw4345A-ms98-a-0005,53.937875,54.107875,say,I,sv,u-6-2
sw4345A-ms98-a-0005,54.107875,54.147875,a,I,sv,u-6-2
sw4345A-ms98-a-0005,54.147875,54.876500,European,I,sv,u-6-2
sw4345A-ms98-a-0005,55.476000,55.687000,point,B,+,u-8-1
sw4345A-ms98-a-0005,55.687000,55.781250,of,I,+,u-8-1
sw4345A-ms98-a-0005,55.781250,56.097875,view,I,+,u-8-1
sw4345A-ms98-a-0005,56.097875,56.507875,or,I,+,u-8-1
sw4345A-ms98-a-0005,56.507875,56.717875,from,I,+,u-8-1
sw4345A-ms98-a-0005,56.717875,56.777875,the,I,+,u-8-1
sw4345A-ms98-a-0005,56.777875,57.345250,country,I,+,u-8-1
sw4345A-ms98-a-0005,57.593625,57.717875,of,I,+,u-8-1
sw4345A-ms98-a-0005,57.717875,58.154125,origin,I,+,u-8-1
sw4345A-ms98-a-0006,59.001625,59.391625,uh,B,sd,u-8-2
sw4345A-ms98-a-0006,59.391625,59.491625,i,I,sd,u-8-2
sw4345A-ms98-a-0006,59.491625,59.731625,agree,I,sd,u-8-2
sw4345A-ms98-a-0006,59.731625,59.901625,with,I,sd,u-8-2
sw4345A-ms98-a-0006,59.901625,59.981625,you,I,sd,u-8-2
sw4345A-ms98-a-0006,59.981625,60.241625,too,I,sd,u-8-2
sw4345A-ms98-a-0006,60.241625,60.484250,on,I,sd,u-8-2
sw4345A-ms98-a-0006,60.484250,60.656875,the,I,sd,u-8-2
sw4345A-ms98-a-0006,60.656875,60.931375,um,I,sd,u-8-2
sw4345A-ms98-a-0007,62.105625,62.516750,uh,I,sd,u-8-2
sw4345A-ms98-a-0007,62.844250,62.949750,the,I,sd,u-8-2
sw4345A-ms98-a-0007,62.949750,63.369750,cable,I,sd,u-8-2
sw4345A-ms98-a-0007,63.479000,63.895625,channel,I,sd,u-8-2
sw4345A-ms98-a-0007,63.895625,64.595625,CNN,I,sd,u-8-2
sw4345A-ms98-a-0007,64.595625,64.715625,and,I,sd,u-8-2
sw4345A-ms98-a-0007,64.715625,65.145625,Headline,I,sd,u-8-2
sw4345A-ms98-a-0007,65.145625,65.696000,News,I,sd,u-8-2
sw4345A-ms98-a-0008,66.423125,66.973125,um,B,sd,u-8-3
sw4345A-ms98-a-0008,67.173125,67.303125,i'm,I,sd,u-8-3
sw4345A-ms98-a-0008,67.303125,67.623125,not,I,sd,u-8-3
sw4345A-ms98-a-0008,67.623125,67.803125,too,I,sd,u-8-3
sw4345A-ms98-a-0008,67.803125,68.423250,satisfied,I,sd,u-8-3
sw4345A-ms98-a-0008,68.423250,68.615375,with,I,sd,u-8-3
sw4345A-ms98-a-0008,68.615375,68.763125,our,I,sd,u-8-3
sw4345A-ms98-a-0008,68.763125,69.349500,local,I,sd,u-8-3
sw4345A-ms98-a-0008,69.586875,70.292000,newspaper,I,sd,u-8-3
sw4345A-ms98-a-0008,70.502875,70.703125,uh,B,+,u-10-1
sw4345A-ms98-a-0008,70.703125,70.943125,which,I,+,u-10-1
sw4345A-ms98-a-0008,70.943125,71.083125,is,I,+,u-10-1
sw4345A-ms98-a-0008,71.213125,71.344875,why,I,+,u-10-1
sw4345A-ms98-a-0008,71.344875,71.431500,i,I,+,u-10-1
sw4345A-ms98-a-0008,71.431500,71.683125,rely,I,+,u-10-1
sw4345A-ms98-a-0008,71.683125,71.773125,on,I,+,u-10-1
sw4345A-ms98-a-0008,71.773125,72.433125,shortwave,I,+,u-10-1
sw4345A-ms98-a-0008,72.433125,72.663125,and,I,+,u-10-1
sw4345A-ms98-a-0008,73.213125,73.303125,and,I,+,u-10-1
sw4345A-ms98-a-0008,73.303125,73.403125,then,I,+,u-10-1
sw4345A-ms98-a-0008,73.403125,73.508000,the,I,+,u-10-1
sw4345A-ms98-a-0008,73.508000,73.895875,cable,I,+,u-10-1
sw4345A-ms98-a-0008,74.237500,74.826000,CNN,O,,
sw4345A-ms98-a-0010,96.968750,97.118750,i,B,sv,u-14-1
sw4345A-ms98-a-0010,97.118750,97.268750,think,I,sv,u-14-1
sw4345A-ms98-a-0010,97.268750,97.308750,a,I,sv,u-14-1
sw4345A-ms98-a-0010,97.308750,97.528750,lot,I,sv,u-14-1
sw4345A-ms98-a-0010,97.528750,97.628750,of,I,sv,u-14-1
sw4345A-ms98-a-0010,97.628750,97.748750,it,I,sv,u-14-1
sw4345A-ms98-a-0010,97.748750,98.018750,is,I,sv,u-14-1
sw4345A-ms98-a-0010,98.018750,98.631875,just,I,sv,u-14-1
sw4345A-ms98-a-0010,98.631875,99.151750,um,I,sv,u-14-1
sw4345A-ms98-a-0010,99.359125,99.460750,the,I,sv,u-14-1
sw4345A-ms98-a-0010,99.460750,99.733250,fact,I,sv,u-14-1
sw4345A-ms98-a-0010,99.733250,99.902875,that,I,sv,u-14-1
sw4345A-ms98-a-0010,100.607250,100.758750,in,I,sv,u-14-1
sw4345A-ms98-a-0010,100.758750,100.818750,the,I,sv,u-14-1
sw4345A-ms98-a-0010,100.818750,101.578750,US,I,sv,u-14-1
sw4345A-ms98-a-0010,101.578750,101.768750,you're,I,sv,u-14-1
sw4345A-ms98-a-0010,101.768750,101.988750,so,I,sv,u-14-1
sw4345A-ms98-a-0010,101.988750,102.258750,far,I,sv,u-14-1
sw4345A-ms98-a-0010,102.258750,103.007875,removed,I,sv,u-14-1
sw4345A-ms98-a-0010,103.245125,103.378750,uh,I,sv,u-14-1
sw4345A-ms98-a-0010,103.378750,103.568750,in,I,sv,u-14-1
sw4345A-ms98-a-0010,103.568750,103.608750,a,I,sv,u-14-1
sw4345A-ms98-a-0010,103.608750,103.778750,lot,I,sv,u-14-1
sw4345A-ms98-a-0010,103.778750,103.848750,of,I,sv,u-14-1
sw4345A-ms98-a-0010,103.848750,104.308750,cases,I,sv,u-14-1
sw4345A-ms98-a-0010,104.308750,104.787750,from,I,sv,u-14-1
sw4345A-ms98-a-0010,104.949625,105.128750,say,I,sv,u-14-1
sw4345A-ms98-a-0010,105.128750,105.958750,conflicts,I,sv,u-14-1
sw4345A-ms98-a-0010,105.958750,106.310125,or,B,sv,u-14-2
sw4345A-ms98-a-0011,107.070125,107.298125,or,I,sv,u-14-2
sw4345A-ms98-a-0011,107.298125,107.458750,it's,I,sv,u-14-2
sw4345A-ms98-a-0011,107.458750,107.608750,not,I,sv,u-14-2
sw4345A-ms98-a-0011,107.608750,107.888750,happening,I,sv,u-14-2
sw4345A-ms98-a-0011,107.888750,107.948750,in,I,sv,u-14-2
sw4345A-ms98-a-0011,107.948750,108.068750,your,I,sv,u-14-2
sw4345A-ms98-a-0011,108.068750,108.969000,backyard,I,sv,u-14-2
sw4345A-ms98-a-0011,109.259000,109.528750,so,B,sv,u-16-1
sw4345A-ms98-a-0011,109.528750,109.848750,it's,I,sv,u-16-1
sw4345A-ms98-a-0011,109.848750,110.038750,it's,I,sv,u-16-1
sw4345A-ms98-a-0011,110.038750,110.268750,more,I,sv,u-16-1
sw4345A-ms98-a-0011,110.268750,110.388750,of,I,sv,u-16-1
sw4345A-ms98-a-0011,110.388750,110.643250,a,I,sv,u-16-1
sw4345A-ms98-a-0012,111.565250,111.685250,it's,I,sv,u-16-1
sw4345A-ms98-a-0012,111.685250,111.825250,not,I,sv,u-16-1
sw4345A-ms98-a-0012,111.825250,111.935250,as,I,sv,u-16-1
sw4345A-ms98-a-0012,111.935250,111.995250,a,I,sv,u-16-1
sw4345A-ms98-a-0012,111.995250,112.695250,personal,I,sv,u-16-1
sw4345A-ms98-a-0012,112.875250,113.115250,uh,I,sv,u-16-1
sw4345A-ms98-a-0012,113.115250,113.335250,the,I,sv,u-16-1
sw4345A-ms98-a-0012,113.335250,113.555250,news,I,sv,u-16-1
sw4345A-ms98-a-0012,113.555250,113.795250,isn't,I,sv,u-16-1
sw4345A-ms98-a-0012,113.795250,113.885250,as,I,sv,u-16-1
sw4345A-ms98-a-0012,113.885250,114.499750,personal,I,sv,u-16-1
sw4345A-ms98-a-0012,115.114250,115.237500,in,I,sv,u-16-1
sw4345A-ms98-a-0012,115.237500,115.375250,what,I,sv,u-16-1
sw4345A-ms98-a-0012,115.375250,115.475250,we,I,sv,u-16-1
sw4345A-ms98-a-0012,115.475250,115.875250,receive,I,sv,u-16-1
sw4345A-ms98-a-0012,115.875250,116.575250,domestically,I,sv,u-16-1
sw4345A-ms98-a-0012,116.575250,116.715250,than,I,sv,u-16-1
sw4345A-ms98-a-0012,116.925250,117.085250,than,I,sv,u-16-1
sw4345A-ms98-a-0012,117.085250,117.365250,what's,I,sv,u-16-1
sw4345A-ms98-a-0012,117.365250,117.555250,on,I,sv,u-16-1
sw4345A-ms98-a-0012,117.555250,117.615250,the,I,sv,u-16-1
sw4345A-ms98-a-0012,117.615250,118.282125,shortwave,I,sv,u-16-1
sw4345A-ms98-a-0012,118.282125,119.007000,it's,B,sv,u-16-2
sw4345A-ms98-a-0012,119.105000,119.705250,BBC,I,sv,u-16-2
sw4345A-ms98-a-0012,119.705250,120.065250,is,I,sv,u-16-2
sw4345A-ms98-a-0012,120.065250,120.485250,um,I,sv,u-16-2
sw4345A-ms98-a-0013,121.923500,122.321250,oh,I,sv,u-16-2
sw4345A-ms98-a-0013,122.626375,122.666375,i,I,sv,u-16-2
sw4345A-ms98-a-0013,122.666375,122.793500,don't,I,sv,u-16-2
sw4345A-ms98-a-0013,122.793500,122.893500,know,I,sv,u-16-2
sw4345A-ms98-a-0013,122.893500,122.983500,the,I,sv,u-16-2
sw4345A-ms98-a-0013,122.983500,123.193500,right,I,sv,u-16-2
sw4345A-ms98-a-0013,123.193500,123.593500,word,I,sv,u-16-2
sw4345A-ms98-a-0013,123.593500,123.925125,is,I,sv,u-16-2
sw4345A-ms98-a-0013,124.090875,124.313500,is,I,sv,u-16-2
sw4345A-ms98-a-0013,124.313500,124.993500,almost,I,sv,u-16-2
sw4345A-ms98-a-0013,124.993500,125.343250,um,I,sv,u-16-2
sw4345A-ms98-a-0014,126.232500,126.322500,they,B,sv,u-16-3
sw4345A-ms98-a-0014,126.322500,126.609250,almost,I,sv,u-16-3
sw4345A-ms98-a-0014,127.095125,127.322500,take,I,sv,u-16-3
sw4345A-ms98-a-0014,127.322500,127.502500,all,I,sv,u-16-3
sw4345A-ms98-a-0014,127.502500,128.022500,emotions,I,sv,u-16-3
sw4345A-ms98-a-0014,128.022500,128.212500,out,I,sv,u-16-3
sw4345A-ms98-a-0014,128.212500,128.322500,of,I,sv,u-16-3
sw4345A-ms98-a-0014,128.322500,128.452500,it,I,sv,u-16-3
sw4345A-ms98-a-0014,128.562500,128.672500,when,I,sv,u-16-3
sw4345A-ms98-a-0014,128.672500,128.752500,they,I,sv,u-16-3
sw4345A-ms98-a-0014,128.752500,129.162500,report,B,+,u-18-1
sw4345A-ms98-a-0014,129.162500,129.322500,it,I,+,u-18-1
sw4345A-ms98-a-0015,130.109875,130.457750,and,B,%,u-18-2
sw4345A-ms98-a-0015,130.457750,130.579375,it,I,%,u-18-2
sw4345A-ms98-a-0015,130.579375,130.897125,just,I,%,u-18-2
sw4345A-ms98-a-0015,131.326500,131.419875,they,B,sv,u-18-3
sw4345A-ms98-a-0015,131.419875,131.649875,seem,I,sv,u-18-3
sw4345A-ms98-a-0015,131.649875,131.749875,to,I,sv,u-18-3
sw4345A-ms98-a-0015,131.749875,131.929875,give,I,sv,u-18-3
sw4345A-ms98-a-0015,131.929875,132.229875,more,I,sv,u-18-3
sw4345A-ms98-a-0015,132.229875,132.479875,just,I,sv,u-18-3
sw4345A-ms98-a-0015,132.479875,132.549875,the,I,sv,u-18-3
sw4345A-ms98-a-0015,132.549875,133.069875,facts,I,sv,u-18-3
sw4345A-ms98-a-0015,133.069875,133.189875,than,I,sv,u-18-3
sw4345A-ms98-a-0015,133.189875,133.892625,opinions,I,sv,u-18-3
sw4345A-ms98-a-0017,143.782875,144.072875,uh,B,na,u-20-1
sw4345A-ms98-a-0017,144.072875,144.282875,very,I,na,u-20-1
sw4345A-ms98-a-0017,144.282875,144.492875,much,I,na,u-20-1
sw4345A-ms98-a-0017,144.492875,144.779750,so,I,na,u-20-1
sw4345A-ms98-a-0017,145.450250,145.622875,very,B,na^r,u-20-2
sw4345A-ms98-a-0017,145.622875,145.872875,much,I,na^r,u-20-2
sw4345A-ms98-a-0017,145.872875,146.092875,so,I,na^r,u-20-2
sw4345A-ms98-a-0017,146.092875,146.182875,and,B,sv,u-20-3
sw4345A-ms98-a-0017,146.182875,146.252875,i-,I,sv,u-20-3
sw4345A-ms98-a-0017,146.252875,146.362875,i,I,sv,u-20-3
sw4345A-ms98-a-0017,146.362875,146.512875,think,I,sv,u-20-3
sw4345A-ms98-a-0017,146.512875,146.552875,a,I,sv,u-20-3
sw4345A-ms98-a-0017,146.552875,146.802875,lot,I,sv,u-20-3
sw4345A-ms98-a-0017,146.802875,146.912875,of,I,sv,u-20-3
sw4345A-ms98-a-0017,146.912875,147.042875,it,I,sv,u-20-3
sw4345A-ms98-a-0017,147.042875,147.412875,is,I,sv,u-20-3
sw4345A-ms98-a-0017,147.412875,147.947125,um,I,sv,u-20-3
sw4345A-ms98-a-0018,148.758875,149.188875,especially,I,sv,u-20-3
sw4345A-ms98-a-0018,149.188875,149.648875,TV,I,sv,u-20-3
sw4345A-ms98-a-0018,149.648875,150.093875,news,I,sv,u-20-3
sw4345A-ms98-a-0019,151.119000,151.258625,they,B,sv,u-20-4
sw4345A-ms98-a-0019,151.258625,151.454000,don't,I,sv,u-20-4
sw4345A-ms98-a-0019,151.454000,151.644000,really,I,sv,u-20-4
sw4345A-ms98-a-0019,151.644000,151.824000,have,I,sv,u-20-4
sw4345A-ms98-a-0019,151.824000,151.933250,the,I,sv,u-20-4
sw4345A-ms98-a-0019,151.933250,152.468125,time,I,sv,u-20-4
sw4345A-ms98-a-0019,152.468125,152.575875,and,I,sv,u-20-4
sw4345A-ms98-a-0019,152.575875,152.621000,a,I,sv,u-20-4
sw4345A-ms98-a-0019,152.621000,152.784000,lot,I,sv,u-20-4
sw4345A-ms98-a-0019,152.784000,152.884000,of,I,sv,u-20-4
sw4345A-ms98-a-0019,152.884000,152.994000,them_1,I,sv,u-20-4
sw4345A-ms98-a-0019,152.994000,153.226500,don't,I,sv,u-20-4
sw4345A-ms98-a-0019,153.226500,153.452500,have,I,sv,u-20-4
sw4345A-ms98-a-0019,153.452500,153.594000,the,I,sv,u-20-4
sw4345A-ms98-a-0019,153.594000,154.334000,education,I,sv,u-20-4
sw4345A-ms98-a-0019,154.514000,154.624000,and,I,sv,u-20-4
sw4345A-ms98-a-0019,154.624000,154.684000,the,I,sv,u-20-4
sw4345A-ms98-a-0019,154.684000,155.384000,background,I,sv,u-20-4
sw4345A-ms98-a-0019,155.948625,156.544875,to,I,sv,u-20-4
sw4345A-ms98-a-0019,156.733125,157.185750,um,B,+,u-22-1
sw4345A-ms98-a-0020,158.043000,158.553500,oh,I,+,u-22-1
sw4345A-ms98-a-0020,159.151000,159.255375,to,I,+,u-22-1
sw4345A-ms98-a-0020,159.255375,159.631250,really,I,+,u-22-1
sw4345A-ms98-a-0020,160.143500,160.675375,decipher,I,+,u-22-1
sw4345A-ms98-a-0020,160.675375,160.775375,the,I,+,u-22-1
sw4345A-ms98-a-0020,160.775375,161.155375,news,I,+,u-22-1
sw4345A-ms98-a-0020,161.155375,161.255375,and,I,+,u-22-1
sw4345A-ms98-a-0020,161.255375,161.405375,to,I,+,u-22-1
sw4345A-ms98-a-0020,161.405375,161.675375,really,I,+,u-22-1
sw4345A-ms98-a-0020,161.675375,162.175375,explain,I,+,u-22-1
sw4345A-ms98-a-0020,162.175375,162.395875,it,I,+,u-22-1
sw4345A-ms98-a-0020,162.395875,162.490000,i,B,sv,u-22-2
sw4345A-ms98-a-0020,162.490000,162.675375,mean,I,sv,u-22-2
sw4345A-ms98-a-0020,162.675375,162.745375,i,I,sv,u-22-2
sw4345A-ms98-a-0020,162.745375,162.855375,you,I,sv,u-22-2
sw4345A-ms98-a-0020,162.855375,162.935375,know,I,sv,u-22-2
sw4345A-ms98-a-0020,162.935375,163.005375,i,I,sv,u-22-2
sw4345A-ms98-a-0020,163.005375,163.155375,think,I,sv,u-22-2
sw4345A-ms98-a-0020,163.155375,163.285375,it's,I,sv,u-22-2
sw4345A-ms98-a-0020,163.285375,163.695375,important,I,sv,u-22-2
sw4345A-ms98-a-0020,163.695375,163.755375,to,I,sv,u-22-2
sw4345A-ms98-a-0020,163.755375,164.290500,interpret,I,sv,u-22-2
sw4345A-ms98-a-0020,164.290500,164.388375,it,I,sv,u-22-2
sw4345A-ms98-a-0020,164.735375,164.845375,but,B,sv,u-22-3
sw4345A-ms98-a-0020,164.845375,164.905375,a,I,sv,u-22-3
sw4345A-ms98-a-0020,164.905375,165.065375,lot,I,sv,u-22-3
sw4345A-ms98-a-0020,165.065375,165.145375,of,I,sv,u-22-3
sw4345A-ms98-a-0020,165.145375,165.415375,times,I,sv,u-22-3
sw4345A-ms98-a-0020,165.415375,165.475375,the,I,sv,u-22-3
sw4345A-ms98-a-0020,165.475375,165.815375,person,I,sv,u-22-3
sw4345A-ms98-a-0020,165.815375,166.075375,doesn't,I,sv,u-22-3
sw4345A-ms98-a-0020,166.075375,166.175375,have,I,sv,u-22-3
sw4345A-ms98-a-0020,166.175375,166.255375,the,I,sv,u-22-3
sw4345A-ms98-a-0020,166.255375,166.895375,experience,I,sv,u-22-3
sw4345A-ms98-a-0020,166.895375,167.265625,to,I,sv,u-22-3
sw4345A-ms98-a-0020,167.585750,167.712500,to,I,sv,u-22-3
sw4345A-ms98-a-0020,167.712500,167.845375,do,I,sv,u-22-3
sw4345A-ms98-a-0020,167.845375,167.915375,the,I,sv,u-22-3
sw4345A-ms98-a-0020,167.915375,168.525375,interpreting,I,sv,u-22-3
sw4345A-ms98-a-0022,183.639625,183.927500,oh,B,sd,u-24-1
sw4345A-ms98-a-0022,183.927500,184.023500,i,I,sd,u-24-1
sw4345A-ms98-a-0022,184.023500,184.209625,like,I,sd,u-24-1
sw4345A-ms98-a-0022,184.209625,184.289625,the,I,sd,u-24-1
sw4345A-ms98-a-0022,184.289625,184.689625,straight,I,sd,u-24-1
sw4345A-ms98-a-0022,184.689625,185.259625,reporting,I,sd,u-24-1
sw4345A-ms98-a-0022,185.479625,185.905125,um,B,sd,u-24-2
sw4345A-ms98-a-0022,186.470125,186.619625,and,I,sd,u-24-2
sw4345A-ms98-a-0022,186.619625,186.719625,then,I,sd,u-24-2
sw4345A-ms98-a-0022,186.719625,186.789625,i-,I,sd,u-24-2
sw4345A-ms98-a-0022,186.789625,186.989625,i,I,sd,u-24-2
sw4345A-ms98-a-0022,186.989625,187.189625,hope,I,sd,u-24-2
sw4345A-ms98-a-0022,187.189625,187.279625,to,I,sd,u-24-2
sw4345A-ms98-a-0022,187.279625,187.379625,be,I,sd,u-24-2
sw4345A-ms98-a-0022,187.379625,187.539625,able,I,sd,u-24-2
sw4345A-ms98-a-0022,187.539625,187.803875,to,I,sd,u-24-2
sw4345A-ms98-a-0022,187.924375,188.159625,form,I,sd,u-24-2
sw4345A-ms98-a-0022,188.159625,188.329625,my,I,sd,u-24-2
sw4345A-ms98-a-0022,188.329625,188.479625,own,I,sd,u-24-2
sw4345A-ms98-a-0022,188.479625,188.939625,opinion,I,sd,u-24-2
sw4345A-ms98-a-0022,188.939625,189.119625,of,I,sd,u-24-2
sw4345A-ms98-a-0022,189.119625,189.309625,it,I,sd,u-24-2
sw4345A-ms98-a-0022,189.309625,189.619625,it's,B,sv,u-24-3
sw4345A-ms98-a-0022,189.619625,189.819625,it's,I,sv,u-24-3
sw4345A-ms98-a-0022,189.819625,190.039625,nice,I,sv,u-24-3
sw4345A-ms98-a-0022,190.039625,190.139625,to,I,sv,u-24-3
sw4345A-ms98-a-0022,190.139625,190.409625,hear,I,sv,u-24-3
sw4345A-ms98-a-0022,190.409625,191.049625,someone's,I,sv,u-24-3
sw4345A-ms98-a-0022,191.049625,191.769625,interpretation,I,sv,u-24-3
sw4345A-ms98-a-0022,191.769625,191.939625,of,I,sv,u-24-3
sw4345A-ms98-a-0022,191.939625,192.150750,it,I,sv,u-24-3
sw4345A-ms98-a-0023,192.742875,193.178000,um,B,sv,u-26-1
sw4345A-ms98-a-0023,193.420875,193.500000,i,I,sv,u-26-1
sw4345A-ms98-a-0023,193.500000,193.662875,always,I,sv,u-26-1
sw4345A-ms98-a-0023,193.662875,193.812875,think,I,sv,u-26-1
sw4345A-ms98-a-0023,193.812875,193.952875,it's,I,sv,u-26-1
sw4345A-ms98-a-0023,193.952875,194.472875,humorous,I,sv,u-26-1
sw4345A-ms98-a-0023,194.472875,194.776125,when,I,sv,u-26-1
sw4345A-ms98-a-0023,195.341125,195.472875,when,I,sv,u-26-1
sw4345A-ms98-a-0023,195.472875,195.532875,the,I,sv,u-26-1
sw4345A-ms98-a-0023,195.532875,196.069000,President,I,sv,u-26-1
sw4345A-ms98-a-0023,196.302500,196.572875,gives,I,sv,u-26-1
sw4345A-ms98-a-0023,196.572875,196.632875,the,I,sv,u-26-1
sw4345A-ms98-a-0023,196.632875,196.902875,State,I,sv,u-26-1
sw4345A-ms98-a-0023,196.902875,196.962875,of,I,sv,u-26-1
sw4345A-ms98-a-0023,196.962875,197.022875,the,I,sv,u-26-1
sw4345A-ms98-a-0023,197.022875,197.442875,Union,I,sv,u-26-1
sw4345A-ms98-a-0023,197.442875,197.637750,and,I,sv,u-26-1
sw4345A-ms98-a-0023,197.881250,197.979250,uh,I,sv,u-26-1
sw4345A-ms98-a-0023,197.979250,198.162875,for,I,sv,u-26-1
sw4345A-ms98-a-0023,198.162875,198.462875,thirty,I,sv,u-26-1
sw4345A-ms98-a-0023,198.462875,198.882875,minutes,I,sv,u-26-1
sw4345A-ms98-a-0023,198.882875,199.022875,and,B,sd,u-26-2
sw4345A-ms98-a-0023,199.022875,199.152875,then,I,sd,u-26-2
sw4345A-ms98-a-0023,199.152875,199.292875,for,I,sd,u-26-2
sw4345A-ms98-a-0023,199.292875,199.362875,an,I,sd,u-26-2
sw4345A-ms98-a-0023,199.362875,199.552875,hour,I,sd,u-26-2
sw4345A-ms98-a-0023,199.552875,199.642875,and,I,sd,u-26-2
sw4345A-ms98-a-0023,199.642875,199.672875,a,I,sd,u-26-2
sw4345A-ms98-a-0023,199.672875,200.178875,half,I,sd,u-26-2
