sw4917B-ms98-a-0002,1.581875,1.874875,yes,B,aa,u-2-1
sw4917B-ms98-a-0002,8.647625,8.992375,now,I,sd,u-4-1
sw4917B-ms98-a-0002,9.489500,9.577625,would,I,sd,u-4-1
sw4917B-ms98-a-0002,9.577625,9.947625,probably,I,sd,u-4-1
sw4917B-ms98-a-0002,9.947625,10.127625,be,I,sd,u-4-1
sw4917B-ms98-a-0002,10.127625,10.507625,something,I,sd,u-4-1
sw4917B-ms98-a-0002,10.507625,10.717625,like,I,sd,u-4-1
sw4917B-ms98-a-0002,10.717625,10.787625,a,I,sd,u-4-1
sw4917B-ms98-a-0002,10.787625,11.197625,uh,I,sd,u-4-1
sw4917B-ms98-a-0002,11.197625,11.567625,Mazda,I,sd,u-4-1
sw4917B-ms98-a-0002,11.567625,12.118375,Miata,I,sd,u-4-1
sw4917B-ms98-a-0003,12.921375,13.187625,uh,B,%,u-6-1
sw4917B-ms98-a-0003,13.832875,14.049625,the,I,%,u-6-1
sw4917B-ms98-a-0003,14.049625,14.307500,uh,I,%,u-6-1
sw4917B-ms98-a-0003,14.514625,14.812750,i'm,B,sd,u-6-2
sw4917B-ms98-a-0003,14.929500,15.093500,very,I,sd,u-6-2
sw4917B-ms98-a-0003,15.093500,15.583500,much,I,sd,u-6-2
sw4917B-ms98-a-0003,15.583500,16.033750,uh,I,sd,u-6-2
sw4917B-ms98-a-0003,16.647750,16.833500,a,I,sd,u-6-2
sw4917B-ms98-a-0003,16.833500,17.173500,fan,I,sd,u-6-2
sw4917B-ms98-a-0003,17.173500,17.283500,of,I,sd,u-6-2
sw4917B-ms98-a-0003,17.283500,17.713500,sports,I,sd,u-6-2
sw4917B-ms98-a-0003,17.713500,18.210625,cars,I,sd,u-6-2
sw4917B-ms98-a-0004,19.878000,20.021375,the,B,%,u-8-1
sw4917B-ms98-a-0004,20.021375,20.159875,uh,O,,
sw4917B-ms98-a-0005,21.926875,23.732250,[laughter-yeah],O,,
sw4917B-ms98-a-0005,23.732250,23.955250,the,B,%,u-10-1
sw4917B-ms98-a-0005,23.955250,24.281000,um,I,%,u-10-1
sw4917B-ms98-a-0006,25.280500,26.127625,[vocalized-noise],O,,
sw4917B-ms98-a-0006,26.127625,26.484000,uh,B,%,u-12-1
sw4917B-ms98-a-0007,27.259250,27.632375,though,I,%,u-12-1
sw4917B-ms98-a-0007,27.811500,28.295250,actually,I,%,u-12-1
sw4917B-ms98-a-0007,28.295250,28.405250,in,I,%,u-12-1
sw4917B-ms98-a-0007,28.405250,28.685875,so[me]-,O,,
sw4917B-ms98-a-0007,28.990875,29.485250,actually,B,%,u-12-2
sw4917B-ms98-a-0007,29.485250,29.615250,if,I,%,u-12-2
sw4917B-ms98-a-0007,29.615250,29.735250,i,I,%,u-12-2
sw4917B-ms98-a-0007,29.735250,29.893875,ha[ve]-,O,,
sw4917B-ms98-a-0007,30.790375,30.945250,i,B,%,u-12-3
sw4917B-ms98-a-0007,30.945250,31.225250,have,I,%,u-12-3
sw4917B-ms98-a-0007,31.225250,31.486250,av[oided]-,O,,
sw4917B-ms98-a-0007,31.896750,32.075250,i've,B,sd,u-12-4
sw4917B-ms98-a-0007,32.075250,32.655250,avoided,I,sd,u-12-4
sw4917B-ms98-a-0007,32.655250,32.985250,buying,I,sd,u-12-4
sw4917B-ms98-a-0007,32.985250,33.015250,a,I,sd,u-12-4
sw4917B-ms98-a-0007,33.015250,33.215250,new,I,sd,u-12-4
sw4917B-ms98-a-0007,33.215250,33.515250,car,I,sd,u-12-4
sw4917B-ms98-a-0007,33.515250,33.645250,for,I,sd,u-12-4
sw4917B-ms98-a-0007,33.645250,33.895250,quite,I,sd,u-12-4
sw4917B-ms98-a-0007,33.895250,34.105250,some,I,sd,u-12-4
sw4917B-ms98-a-0007,34.105250,34.569500,time,I,sd,u-12-4
sw4917B-ms98-a-0008,35.420500,35.620500,i'd,B,sd,u-12-5
sw4917B-ms98-a-0008,35.620500,35.840500,rather,I,sd,u-12-5
sw4917B-ms98-a-0008,35.840500,35.990500,put,I,sd,u-12-5
sw4917B-ms98-a-0008,35.990500,36.120500,my,I,sd,u-12-5
sw4917B-ms98-a-0008,36.120500,36.410500,money,I,sd,u-12-5
sw4917B-ms98-a-0008,36.410500,37.130500,into,I,sd,u-12-5
sw4917B-ms98-a-0008,37.130500,37.720500,restoring,B,+,u-14-1
sw4917B-ms98-a-0008,37.720500,37.840500,my,I,+,u-14-1
sw4917B-ms98-a-0008,37.840500,38.040500,old,I,+,u-14-1
sw4917B-ms98-a-0008,38.040500,38.460500,cars,I,+,u-14-1
sw4917B-ms98-a-0008,38.460500,38.570500,i,B,sd,u-14-2
sw4917B-ms98-a-0008,38.570500,38.770500,have,I,sd,u-14-2
sw4917B-ms98-a-0008,38.770500,38.980250,a,I,sd,u-14-2
sw4917B-ms98-a-0008,39.424625,39.610500,old,I,sd,u-14-2
sw4917B-ms98-a-0008,39.610500,40.050500,Triumph,I,sd,u-14-2
sw4917B-ms98-a-0008,40.050500,40.320500,TR,I,sd,u-14-2
sw4917B-ms98-a-0008,40.320500,40.808125,Six,I,sd,u-14-2
sw4917B-ms98-a-0009,41.712250,42.099125,and,B,%,u-16-1
sw4917B-ms98-a-0009,42.099125,42.358625,uh,I,%,u-16-1
sw4917B-ms98-a-0010,43.265500,43.553125,uh,I,%,u-16-1
sw4917B-ms98-a-0010,43.553125,44.115125,so,I,%,u-16-1
sw4917B-ms98-a-0010,44.115125,44.578375,uh,I,%,u-16-1
sw4917B-ms98-a-0010,44.578375,44.753125,but,B,sd,u-16-2
sw4917B-ms98-a-0010,44.753125,44.853125,if,I,sd,u-16-2
sw4917B-ms98-a-0010,44.853125,44.913125,i,I,sd,u-16-2
sw4917B-ms98-a-0010,44.913125,45.073125,was,I,sd,u-16-2
sw4917B-ms98-a-0010,45.073125,45.173125,to,I,sd,u-16-2
sw4917B-ms98-a-0010,45.173125,45.383125,buy,I,sd,u-16-2
sw4917B-ms98-a-0010,45.383125,45.593125,one,I,sd,u-16-2
sw4917B-ms98-a-0010,45.593125,45.923125,probably,I,sd,u-16-2
sw4917B-ms98-a-0010,45.923125,46.213125,something,I,sd,u-16-2
sw4917B-ms98-a-0010,46.213125,46.353125,like,I,sd,u-16-2
sw4917B-ms98-a-0010,46.353125,46.423125,a,I,sd,u-16-2
sw4917B-ms98-a-0010,46.423125,46.948625,Miata,I,sd,u-16-2
sw4917B-ms98-a-0010,47.509875,47.850000,it's,B,%,u-16-3
sw4917B-ms98-a-0010,48.397500,48.825625,certainly,I,%,u-16-3
sw4917B-ms98-a-0010,49.168375,49.328750,i[t]-,O,,
sw4917B-ms98-a-0010,49.328750,49.453125,i,B,sd,u-16-5
sw4917B-ms98-a-0010,49.453125,49.703125,wouldn't,I,sd,u-16-5
sw4917B-ms98-a-0010,49.703125,49.823125,have,I,sd,u-16-5
sw4917B-ms98-a-0010,49.823125,49.933125,to,I,sd,u-16-5
sw4917B-ms98-a-0010,49.933125,50.063125,worry,I,sd,u-16-5
sw4917B-ms98-a-0010,50.063125,50.193125,about,I,sd,u-16-5
sw4917B-ms98-a-0010,50.193125,50.293125,it,I,sd,u-16-5
sw4917B-ms98-a-0010,50.293125,50.633125,breaking,I,sd,u-16-5
sw4917B-ms98-a-0010,50.633125,50.918375,down,I,sd,u-16-5
sw4917B-ms98-a-0010,50.918375,51.233125,[laughter-all],O,,
sw4917B-ms98-a-0010,51.233125,51.313125,[laughter-the],O,,
sw4917B-ms98-a-0010,51.313125,51.578250,[laughter-time],O,,
sw4917B-ms98-a-0010,51.578250,52.853125,[laughter],O,,
sw4917B-ms98-a-0010,52.853125,54.071000,[laughter-yeah],O,,
sw4917B-ms98-a-0011,55.925750,56.213125,uh,B,sd,u-20-1
sw4917B-ms98-a-0011,56.857250,57.030875,well,I,sd,u-20-1
sw4917B-ms98-a-0011,57.030875,57.110500,i,I,sd,u-20-1
sw4917B-ms98-a-0011,57.110500,57.310500,have,I,sd,u-20-1
sw4917B-ms98-a-0011,57.310500,57.473625,a,I,sd,u-20-1
sw4917B-ms98-a-0011,57.718500,57.960500,i,I,sd,u-20-1
sw4917B-ms98-a-0011,57.960500,58.120500,have,I,sd,u-20-1
sw4917B-ms98-a-0011,58.120500,58.518750,a,I,sd,u-20-1
sw4917B-ms98-a-0011,58.518750,59.030500,nineteen,I,sd,u-20-1
sw4917B-ms98-a-0011,59.030500,59.400500,eighty,I,sd,u-20-1
sw4917B-ms98-a-0011,59.400500,59.602125,f[ive]-,I,sd,u-20-1
sw4917B-ms98-a-0011,59.602125,60.033875,uh,I,sd,u-20-1
sw4917B-ms98-a-0011,60.478375,60.660500,eighty,I,sd,u-20-1
sw4917B-ms98-a-0011,60.660500,60.990500,five,I,sd,u-20-1
sw4917B-ms98-a-0011,60.990500,61.744750,CRX,O,,
sw4917B-ms98-a-0012,62.537750,62.912000,uh,B,sd,u-22-1
sw4917B-ms98-a-0012,63.130250,63.290000,which,I,sd,u-22-1
sw4917B-ms98-a-0012,63.290000,63.540000,is,I,sd,u-22-1
sw4917B-ms98-a-0012,63.540000,63.640000,you,I,sd,u-22-1
sw4917B-ms98-a-0012,63.640000,63.780000,know,I,sd,u-22-1
sw4917B-ms98-a-0012,63.780000,64.000000,it's,I,sd,u-22-1
sw4917B-ms98-a-0012,64.252375,64.390000,[laughter-it],O,,
sw4917B-ms98-a-0012,64.390000,64.670000,[laughter-still],O,,
sw4917B-ms98-a-0012,64.670000,64.990000,[laughter-works],O,,
sw4917B-ms98-a-0012,64.990000,65.685250,[laughter-fine],O,,
sw4917B-ms98-a-0012,66.084875,66.532875,[laughter],O,,
sw4917B-ms98-a-0012,66.532875,66.623875,but,B,sd,u-24-1
sw4917B-ms98-a-0012,66.623875,66.820000,it's,I,sd,u-24-1
sw4917B-ms98-a-0012,66.820000,67.260000,[laughter],I,sd,u-24-1
sw4917B-ms98-a-0012,67.260000,67.380000,it's,I,sd,u-24-1
sw4917B-ms98-a-0012,67.380000,67.834250,actually,I,sd,u-24-1
sw4917B-ms98-a-0012,68.169375,68.222875,it's,I,sd,u-24-1
sw4917B-ms98-a-0012,68.222875,68.370000,kind,I,sd,u-24-1
sw4917B-ms98-a-0012,68.370000,68.430000,of,I,sd,u-24-1
sw4917B-ms98-a-0012,68.430000,68.920000,annoying,I,sd,u-24-1
sw4917B-ms98-a-0012,68.920000,69.060000,cause,I,sd,u-24-1
sw4917B-ms98-a-0012,69.060000,69.200000,i've,I,sd,u-24-1
sw4917B-ms98-a-0012,69.200000,69.340000,got,I,sd,u-24-1
sw4917B-ms98-a-0012,69.340000,69.560000,no,I,sd,u-24-1
sw4917B-ms98-a-0012,69.560000,69.850000,reason,I,sd,u-24-1
sw4917B-ms98-a-0012,69.850000,70.039875,t[o]-,O,,
sw4917B-ms98-a-0012,70.039875,70.722750,[laughter],O,,
sw4917B-ms98-a-0012,70.722750,70.840000,[laughter-to],O,,
sw4917B-ms98-a-0012,70.840000,71.430000,[laughter-replace],O,,
sw4917B-ms98-a-0012,71.430000,71.883000,[laughter-it],O,,
sw4917B-ms98-a-0012,73.160250,73.452500,but,B,%,u-26-1
sw4917B-ms98-a-0012,73.452500,73.764500,uh,I,%,u-26-1
sw4917B-ms98-a-0013,75.011250,75.484875,[vocalized-noise],O,,
sw4917B-ms98-a-0014,77.306000,77.436000,oh,B,+,u-28-1
sw4917B-ms98-a-0014,77.436000,77.686000,those,I,+,u-28-1
sw4917B-ms98-a-0014,77.686000,77.881625,are,I,+,u-28-1
sw4917B-ms98-a-0014,77.881625,78.056000,they're,B,sd,u-28-2
sw4917B-ms98-a-0014,78.056000,78.425625,about,I,sd,u-28-2
sw4917B-ms98-a-0014,78.425625,78.828250,uh,I,sd,u-28-2
sw4917B-ms98-a-0014,79.325375,79.697375,uh,I,sd,u-28-2
sw4917B-ms98-a-0014,79.983625,80.436000,thirteen,I,sd,u-28-2
sw4917B-ms98-a-0014,80.436000,80.496000,to,I,sd,u-28-2
sw4917B-ms98-a-0014,80.496000,80.886000,fourteen,I,sd,u-28-2
sw4917B-ms98-a-0014,80.886000,81.236000,thousand,I,sd,u-28-2
sw4917B-ms98-a-0014,81.236000,81.815625,dollars,I,sd,u-28-2
sw4917B-ms98-a-0014,82.279000,82.616000,and,I,sd,u-28-2
sw4917B-ms98-a-0014,82.616000,82.766000,you,I,sd,u-28-2
sw4917B-ms98-a-0014,82.766000,82.826000,know,I,sd,u-28-2
sw4917B-ms98-a-0014,82.826000,82.876000,a,I,sd,u-28-2
sw4917B-ms98-a-0014,82.876000,83.036000,bit,I,sd,u-28-2
sw4917B-ms98-a-0014,83.036000,83.306000,more,I,sd,u-28-2
sw4917B-ms98-a-0014,83.306000,83.406000,if,I,sd,u-28-2
sw4917B-ms98-a-0014,83.406000,83.516000,you,I,sd,u-28-2
sw4917B-ms98-a-0014,83.516000,83.706000,add,I,sd,u-28-2
sw4917B-ms98-a-0014,83.706000,83.846000,some,I,sd,u-28-2
sw4917B-ms98-a-0014,83.846000,83.936000,some,I,sd,u-28-2
sw4917B-ms98-a-0014,83.936000,84.336000,options,I,sd,u-28-2
sw4917B-ms98-a-0014,84.336000,84.466000,and,I,sd,u-28-2
sw4917B-ms98-a-0014,84.466000,84.686000,so,I,sd,u-28-2
sw4917B-ms98-a-0014,84.686000,84.768500,on,I,sd,u-28-2
sw4917B-ms98-a-0014,84.913875,84.993250,but,B,%,u-28-3
sw4917B-ms98-a-0015,85.751750,85.928875,the,B,+,u-30-1
sw4917B-ms98-a-0015,85.928875,86.051625,uh,B,aa,u-30-2
sw4917B-ms98-a-0015,86.051625,86.251625,yeah,I,aa,u-30-2
sw4917B-ms98-a-0015,86.251625,86.411625,that's,B,sv,u-30-3
sw4917B-ms98-a-0015,86.411625,86.471625,a,I,sv,u-30-3
sw4917B-ms98-a-0015,86.471625,86.671625,pretty,I,sv,u-30-3
sw4917B-ms98-a-0015,86.671625,86.851625,good,I,sv,u-30-3
sw4917B-ms98-a-0015,86.851625,87.261625,price,I,sv,u-30-3
sw4917B-ms98-a-0015,87.261625,87.411625,and,B,sd,u-30-4
sw4917B-ms98-a-0015,87.411625,87.648625,they're,B,+,u-32-1
sw4917B-ms98-a-0015,87.648625,88.003875,they're,I,+,u-32-1
sw4917B-ms98-a-0015,88.516125,88.856125,they're,I,+,u-32-1
sw4917B-ms98-a-0015,88.856125,89.141625,they're,I,+,u-32-1
sw4917B-ms98-a-0015,89.141625,89.611625,s[o]-,I,+,u-32-1
sw4917B-ms98-a-0015,89.611625,89.841625,so,I,+,u-32-1
sw4917B-ms98-a-0015,89.841625,90.111625,nice,I,+,u-32-1
sw4917B-ms98-a-0015,90.111625,90.211625,to,I,+,u-32-1
sw4917B-ms98-a-0015,90.211625,90.678375,drive,I,+,u-32-1
sw4917B-ms98-a-0015,91.465500,91.693125,uh,B,sd,u-34-1
sw4917B-ms98-a-0016,92.410000,92.787875,uh,I,sd,u-34-1
sw4917B-ms98-a-0016,92.787875,93.125375,it's,I,sd,u-34-1
sw4917B-ms98-a-0016,93.125375,93.628125,it's,I,sd,u-34-1
sw4917B-ms98-a-0016,93.940750,94.174375,it's,I,sd,u-34-1
sw4917B-ms98-a-0016,94.174375,94.525125,nice,I,sd,u-34-1
sw4917B-ms98-a-0016,94.525125,95.022375,[laughter],O,,
sw4917B-ms98-a-0016,95.022375,95.196125,they're,B,%,u-34-2
sw4917B-ms98-a-0016,95.196125,95.444375,uh,O,,
sw4917B-ms98-a-0016,95.444375,95.624375,i've,B,sd,u-34-3
sw4917B-ms98-a-0016,95.624375,95.814375,been,I,sd,u-34-3
sw4917B-ms98-a-0016,95.814375,95.994375,down,I,sd,u-34-3
sw4917B-ms98-a-0016,95.994375,96.104375,to,I,sd,u-34-3
sw4917B-ms98-a-0016,96.104375,96.154375,a,I,sd,u-34-3
sw4917B-ms98-a-0016,96.154375,96.474375,dealer,I,sd,u-34-3
sw4917B-ms98-a-0016,96.474375,96.594375,and,I,sd,u-34-3
sw4917B-ms98-a-0016,96.594375,96.814375,driven,I,sd,u-34-3
sw4917B-ms98-a-0016,96.814375,97.006500,them,I,sd,u-34-3
sw4917B-ms98-a-0016,97.413250,97.444375,and,B,sd,u-34-4
sw4917B-ms98-a-0016,97.444375,97.554375,i've,I,sd,u-34-4
sw4917B-ms98-a-0016,97.554375,97.804375,also,I,sd,u-34-4
sw4917B-ms98-a-0016,97.804375,98.224375,driven,I,sd,u-34-4
sw4917B-ms98-a-0016,98.224375,98.587500,one,I,sd,u-34-4
sw4917B-ms98-a-0016,98.587500,98.794375,at,I,sd,u-34-4
sw4917B-ms98-a-0016,98.794375,98.894375,a,I,sd,u-34-4
sw4917B-ms98-a-0016,98.894375,99.254375,something,I,sd,u-34-4
sw4917B-ms98-a-0016,99.254375,99.848500,Mazda,I,sd,u-34-4
sw4917B-ms98-a-0016,100.070625,100.204375,put,I,sd,u-34-4
sw4917B-ms98-a-0016,100.204375,100.528500,on,I,sd,u-34-4
sw4917B-ms98-a-0016,100.991500,101.177750,where,I,sd,u-34-4
sw4917B-ms98-a-0017,101.759875,102.304875,uh,I,sd,u-34-4
sw4917B-ms98-a-0017,102.304875,102.843250,they,I,sd,u-34-4
sw4917B-ms98-a-0017,103.449625,103.699125,went,I,sd,u-34-4
sw4917B-ms98-a-0017,103.891125,104.196125,to,I,sd,u-34-4
sw4917B-ms98-a-0017,104.196125,104.626125,uh,I,sd,u-34-4
sw4917B-ms98-a-0017,105.227875,105.511250,auto,I,sd,u-34-4
sw4917B-ms98-a-0017,105.511250,105.928875,cross,I,sd,u-34-4
sw4917B-ms98-a-0017,105.928875,106.338875,events,I,sd,u-34-4
sw4917B-ms98-a-0017,106.338875,106.668875,across,I,sd,u-34-4
sw4917B-ms98-a-0017,106.668875,106.728875,the,I,sd,u-34-4
sw4917B-ms98-a-0017,106.728875,107.229625,country,I,sd,u-34-4
sw4917B-ms98-a-0017,107.790875,108.148875,uh,I,sd,u-34-4
sw4917B-ms98-a-0017,108.148875,108.408875,which,I,sd,u-34-4
sw4917B-ms98-a-0017,108.408875,108.518875,is,I,sd,u-34-4
sw4917B-ms98-a-0017,108.518875,108.748875,where,I,sd,u-34-4
sw4917B-ms98-a-0017,108.748875,108.963375,you,I,sd,u-34-4
sw4917B-ms98-a-0017,109.487000,109.948875,race,I,sd,u-34-4
sw4917B-ms98-a-0017,109.948875,110.302125,in,I,sd,u-34-4
sw4917B-ms98-a-0017,110.893875,111.359125,uh,I,sd,u-34-4
sw4917B-ms98-a-0018,112.253000,112.407125,you,I,sd,u-34-4
sw4917B-ms98-a-0018,112.407125,112.582125,you,I,sd,u-34-4
sw4917B-ms98-a-0018,112.582125,112.962125,race,I,sd,u-34-4
sw4917B-ms98-a-0018,112.962125,113.184125,o[n]-,I,sd,u-34-4
sw4917B-ms98-a-0018,113.184125,113.337375,in,I,sd,u-34-4
sw4917B-ms98-a-0018,113.337375,113.452125,a,I,sd,u-34-4
sw4917B-ms98-a-0018,113.452125,113.892125,parking,I,sd,u-34-4
sw4917B-ms98-a-0018,113.892125,114.072125,lot,I,sd,u-34-4
sw4917B-ms98-a-0018,114.072125,114.162125,or,I,sd,u-34-4
sw4917B-ms98-a-0018,114.162125,114.522125,something,I,sd,u-34-4
sw4917B-ms98-a-0018,114.522125,114.712125,like,I,sd,u-34-4
sw4917B-ms98-a-0018,114.712125,114.892125,that,I,sd,u-34-4
sw4917B-ms98-a-0018,114.892125,115.002125,with,I,sd,u-34-4
sw4917B-ms98-a-0018,115.002125,115.042125,a,I,sd,u-34-4
sw4917B-ms98-a-0018,115.042125,115.262125,bunch,I,sd,u-34-4
sw4917B-ms98-a-0018,115.262125,115.514625,of,I,sd,u-34-4
sw4917B-ms98-a-0018,115.853625,115.992125,uh,I,sd,u-34-4
sw4917B-ms98-a-0018,115.992125,116.492125,cones,I,sd,u-34-4
sw4917B-ms98-a-0018,116.492125,116.582125,to,I,sd,u-34-4
sw4917B-ms98-a-0018,116.582125,116.792125,see,I,sd,u-34-4
sw4917B-ms98-a-0018,116.792125,116.942125,who,I,sd,u-34-4
sw4917B-ms98-a-0018,116.942125,117.102125,can,I,sd,u-34-4
sw4917B-ms98-a-0018,117.102125,117.252125,get,I,sd,u-34-4
sw4917B-ms98-a-0018,117.252125,117.411000,through,I,sd,u-34-4
sw4917B-ms98-a-0018,117.588125,117.672125,them,I,sd,u-34-4
sw4917B-ms98-a-0018,117.672125,118.261750,fastest,I,sd,u-34-4
sw4917B-ms98-a-0019,118.955250,119.164250,uh,B,sd,u-36-1
sw4917B-ms98-a-0019,119.502375,119.683250,yeah,I,sd,u-36-1
sw4917B-ms98-a-0019,119.683250,119.913250,about,I,sd,u-36-1
sw4917B-ms98-a-0019,119.913250,119.943250,a,I,sd,u-36-1
sw4917B-ms98-a-0019,119.943250,120.263250,minute,I,sd,u-36-1
sw4917B-ms98-a-0019,120.263250,120.373250,or,I,sd,u-36-1
sw4917B-ms98-a-0019,120.373250,120.803625,so,I,sd,u-36-1
sw4917B-ms98-a-0019,121.515500,122.003250,and,B,+,u-38-1
sw4917B-ms98-a-0019,122.003250,122.334875,uh,I,+,u-38-1
sw4917B-ms98-a-0019,122.534500,122.730125,very,I,+,u-38-1
sw4917B-ms98-a-0019,122.730125,123.113250,twisty,I,+,u-38-1
sw4917B-ms98-a-0019,123.113250,123.537125,stuff,I,+,u-38-1
sw4917B-ms98-a-0019,123.959000,124.329000,and,B,sd,u-38-2
sw4917B-ms98-a-0019,124.329000,124.683250,oh,I,sd,u-38-2
sw4917B-ms98-a-0019,124.683250,124.903250,it,I,sd,u-38-2
sw4917B-ms98-a-0019,124.903250,125.393250,handles,I,sd,u-38-2
sw4917B-ms98-a-0019,125.393250,125.666125,so,I,sd,u-38-2
sw4917B-ms98-a-0019,125.666125,126.257125,nicely,I,sd,u-38-2
sw4917B-ms98-a-0020,127.307750,127.554625,yeah,B,ny,u-40-1
sw4917B-ms98-a-0021,128.824875,129.047375,yeah,B,b,u-42-1
sw4917B-ms98-a-0021,129.567125,129.647875,it,B,%,u-44-1
sw4917B-ms98-a-0021,129.647875,129.794875,was,I,%,u-44-1
sw4917B-ms98-a-0021,129.794875,130.147875,just,I,%,u-44-1
sw4917B-ms98-a-0021,130.147875,130.337875,it,B,sd,u-44-2
sw4917B-ms98-a-0021,130.337875,130.537875,it,I,sd,u-44-2
sw4917B-ms98-a-0021,130.537875,130.807875,it's,I,sd,u-44-2
sw4917B-ms98-a-0021,130.807875,131.027875,just,I,sd,u-44-2
sw4917B-ms98-a-0021,131.027875,131.270000,so,I,sd,u-44-2
sw4917B-ms98-a-0021,131.270000,131.878500,smooth,I,sd,u-44-2
sw4917B-ms98-a-0021,131.878500,132.156250,and,B,%,u-44-3
sw4917B-ms98-a-0021,132.623250,132.893875,yeah,B,aa,u-46-1
sw4917B-ms98-a-0021,133.278125,133.447875,nice,B,sv,u-46-2
sw4917B-ms98-a-0021,133.447875,133.726250,car,I,sv,u-46-2
sw4917B-ms98-a-0022,134.590375,134.679500,what,B,qw,u-46-3
sw4917B-ms98-a-0022,134.679500,134.781125,are,I,qw,u-46-3
sw4917B-ms98-a-0022,134.781125,135.269500,you,I,qw,u-46-3
sw4917B-ms98-a-0022,135.269500,135.719500,interested,I,qw,u-46-3
sw4917B-ms98-a-0022,135.719500,135.953125,in,I,qw,u-46-3
sw4917B-ms98-a-0023,136.638500,137.113500,[laughter],O,,
sw4917B-ms98-a-0024,138.961250,140.254500,[laughter],O,,
sw4917B-ms98-a-0024,140.254500,140.354500,you,O,,
sw4917B-ms98-a-0024,140.354500,140.514500,do[n't]-,O,,
sw4917B-ms98-a-0024,140.514500,140.724500,you,B,qy^d,u-48-2
sw4917B-ms98-a-0024,140.724500,140.949500,[laughter],I,qy^d,u-48-2
sw4917B-ms98-a-0024,140.949500,141.068125,you,I,qy^d,u-48-2
sw4917B-ms98-a-0024,141.068125,141.203625,don't,I,qy^d,u-48-2
sw4917B-ms98-a-0024,141.203625,141.324500,get,I,qy^d,u-48-2
sw4917B-ms98-a-0024,141.324500,141.834500,involved,I,qy^d,u-48-2
sw4917B-ms98-a-0024,141.834500,142.024500,in,I,qy^d,u-48-2
sw4917B-ms98-a-0024,142.024500,142.302250,uh,I,qy^d,u-48-2
sw4917B-ms98-a-0024,142.562125,142.734500,car,I,qy^d,u-48-2
sw4917B-ms98-a-0024,142.734500,143.340125,decisions,I,qy^d,u-48-2
sw4917B-ms98-a-0026,153.010375,153.599125,[laughter],O,,
sw4917B-ms98-a-0028,160.432000,162.060625,[laughter],O,,
sw4917B-ms98-a-0030,165.267250,165.530750,yeah,B,b,u-54-1
sw4917B-ms98-a-0030,165.530750,165.720750,i,B,ba,u-54-2
sw4917B-ms98-a-0030,165.720750,165.880750,can,I,ba,u-54-2
sw4917B-ms98-a-0030,165.880750,166.446125,understand,I,ba,u-54-2
sw4917B-ms98-a-0030,166.574125,166.670750,well,B,o@,u-54-3
sw4917B-ms98-a-0030,166.670750,166.830750,would,I,o@,u-54-3
sw4917B-ms98-a-0030,166.830750,166.940750,you,B,+@,u-56-1
sw4917B-ms98-a-0030,166.940750,167.211875,want,I,+@,u-56-1
sw4917B-ms98-a-0030,167.569375,167.700750,if,I,+@,u-56-1
sw4917B-ms98-a-0030,167.700750,167.850750,you,I,+@,u-56-1
sw4917B-ms98-a-0030,167.850750,168.000750,had,I,+@,u-56-1
sw4917B-ms98-a-0030,168.000750,168.100750,to,I,+@,u-56-1
sw4917B-ms98-a-0030,168.100750,168.510750,decide,I,+@,u-56-1
sw4917B-ms98-a-0030,168.510750,168.630750,what,I,+@,u-56-1
sw4917B-ms98-a-0030,168.630750,168.780750,would,I,+@,u-56-1
