sw2471B-ms98-a-0002,33.820750,34.030750,no,B,nn,u-2-1
sw2471B-ms98-a-0004,66.075125,66.405125,see,I,sv,u-6-4
sw2471B-ms98-a-0004,66.405125,66.563875,a,I,sv,u-6-4
sw2471B-ms98-a-0005,67.545875,67.805875,unless,B,sd,u-6-5
sw2471B-ms98-a-0005,67.805875,67.945875,it's,I,sd,u-6-5
sw2471B-ms98-a-0005,67.945875,68.115875,there,I,sd,u-6-5
sw2471B-ms98-a-0005,68.115875,68.245875,and,I,sd,u-6-5
sw2471B-ms98-a-0005,68.245875,68.345875,we're,I,sd,u-6-5
sw2471B-ms98-a-0005,68.345875,68.505875,just,I,sd,u-6-5
sw2471B-ms98-a-0005,68.505875,68.705875,not,I,sd,u-6-5
sw2471B-ms98-a-0005,68.705875,69.015875,seeing,I,sd,u-6-5
sw2471B-ms98-a-0005,69.015875,69.172625,it,I,sd,u-6-5
sw2471B-ms98-a-0007,82.511750,82.872250,um-hum,B,b,u-8-1
sw2471B-ms98-a-0009,97.652125,97.932750,well,B,%,u-10-1
sw2471B-ms98-a-0009,97.932750,98.158250,it's,O,,
sw2471B-ms98-a-0011,101.109000,101.424500,um-hum,B,b,u-12-1
sw2471B-ms98-a-0013,110.227625,110.700000,um-hum,B,b,u-14-1
sw2471B-ms98-a-0013,110.700000,111.163125,um-hum,B,b^r,u-14-2
sw2471B-ms98-a-0015,115.018375,115.158375,i-,O,,
sw2471B-ms98-a-0015,115.158375,115.288375,i,B,sv,u-16-1
sw2471B-ms98-a-0015,115.288375,115.568375,agree,I,sv,u-16-1
sw2471B-ms98-a-0015,115.568375,115.878375,we're,I,sv,u-16-1
sw2471B-ms98-a-0015,115.878375,116.068375,the,I,sv,u-16-1
sw2471B-ms98-a-0015,116.068375,116.638375,largest,I,sv,u-16-1
sw2471B-ms98-a-0015,116.638375,117.208375,munitions,I,sv,u-16-1
sw2471B-ms98-a-0015,117.208375,117.728375,producer,I,sv,u-16-1
sw2471B-ms98-a-0015,117.728375,117.838375,in,I,sv,u-16-1
sw2471B-ms98-a-0015,117.838375,117.898375,the,I,sv,u-16-1
sw2471B-ms98-a-0015,117.898375,118.428375,world,I,sv,u-16-1
sw2471B-ms98-a-0015,118.428375,118.598375,and,B,sv,u-16-2
sw2471B-ms98-a-0015,118.598375,119.018375,so,I,sv,u-16-2
sw2471B-ms98-a-0015,119.018375,119.385125,um,I,sv,u-16-2
sw2471B-ms98-a-0015,119.980250,120.258375,there's,I,sv,u-16-2
sw2471B-ms98-a-0015,120.258375,120.328375,a,I,sv,u-16-2
sw2471B-ms98-a-0015,120.328375,120.508375,lot,I,sv,u-16-2
sw2471B-ms98-a-0015,120.508375,120.578375,of,I,sv,u-16-2
sw2471B-ms98-a-0015,120.578375,120.848375,money,I,sv,u-16-2
sw2471B-ms98-a-0015,120.848375,120.948375,to,I,sv,u-16-2
sw2471B-ms98-a-0015,120.948375,121.088375,be,I,sv,u-16-2
sw2471B-ms98-a-0015,121.088375,121.438375,made,I,sv,u-16-2
sw2471B-ms98-a-0015,121.438375,121.668375,there,I,sv,u-16-2
sw2471B-ms98-a-0015,121.668375,121.888375,and,B,sv,u-16-3
sw2471B-ms98-a-0015,121.888375,122.220125,it's,I,sv,u-16-3
sw2471B-ms98-a-0015,122.220125,122.518375,uh,I,sv,u-16-3
sw2471B-ms98-a-0015,122.518375,122.688375,be,I,sv,u-16-3
sw2471B-ms98-a-0015,122.688375,122.958375,very,I,sv,u-16-3
sw2471B-ms98-a-0015,122.958375,123.438375,difficult,I,sv,u-16-3
sw2471B-ms98-a-0015,123.438375,123.643500,to,I,sv,u-16-3
sw2471B-ms98-a-0015,124.268000,124.377250,to,I,sv,u-16-3
sw2471B-ms98-a-0015,124.377250,124.598375,cut,I,sv,u-16-3
sw2471B-ms98-a-0015,124.598375,124.728375,it,I,sv,u-16-3
sw2471B-ms98-a-0015,124.728375,125.058375,back,I,sv,u-16-3
sw2471B-ms98-a-0015,125.058375,125.368375,to,I,sv,u-16-3
sw2471B-ms98-a-0015,125.368375,125.558375,a,I,sv,u-16-3
sw2471B-ms98-a-0015,125.558375,125.978375,level,B,+,u-18-1
sw2471B-ms98-a-0015,125.978375,126.118375,where,I,+,u-18-1
sw2471B-ms98-a-0015,126.118375,126.228375,it,I,+,u-18-1
sw2471B-ms98-a-0015,126.228375,126.488375,should,I,+,u-18-1
sw2471B-ms98-a-0015,126.488375,126.755250,be,I,+,u-18-1
sw2471B-ms98-a-0016,127.537000,127.733125,and,B,sv,u-18-2
sw2471B-ms98-a-0016,127.733125,127.933125,and,I,sv,u-18-2
sw2471B-ms98-a-0016,127.933125,128.133125,then,I,sv,u-18-2
sw2471B-ms98-a-0016,128.133125,128.323125,it,I,sv,u-18-2
sw2471B-ms98-a-0016,128.323125,128.513125,will,I,sv,u-18-2
sw2471B-ms98-a-0016,128.513125,128.743125,come,I,sv,u-18-2
sw2471B-ms98-a-0016,128.743125,128.933125,back,I,sv,u-18-2
sw2471B-ms98-a-0016,128.933125,129.043125,to,I,sv,u-18-2
sw2471B-ms98-a-0016,129.043125,129.313125,haunt,I,sv,u-18-2
sw2471B-ms98-a-0016,129.313125,129.483125,us,I,sv,u-18-2
sw2471B-ms98-a-0016,129.483125,129.809000,it,B,sv,u-18-3
sw2471B-ms98-a-0016,129.809000,130.143125,seems,I,sv,u-18-3
sw2471B-ms98-a-0016,130.143125,130.223125,to,I,sv,u-18-3
sw2471B-ms98-a-0016,130.223125,130.403125,come,I,sv,u-18-3
sw2471B-ms98-a-0016,130.403125,130.503125,in,I,sv,u-18-3
sw2471B-ms98-a-0016,130.503125,131.076625,cycles,I,sv,u-18-3
sw2471B-ms98-a-0018,143.516000,143.928250,um-hum,B,b,u-20-1
sw2471B-ms98-a-0020,153.742125,154.253750,right,B,b,u-22-1
sw2471B-ms98-a-0022,178.319875,178.526000,right,B,b,u-24-1
sw2471B-ms98-a-0022,178.526000,178.616000,and,B,sv,u-24-2
sw2471B-ms98-a-0022,178.616000,178.676000,the,I,sv,u-24-2
sw2471B-ms98-a-0022,178.676000,179.006000,probably,I,sv,u-24-2
sw2471B-ms98-a-0022,179.006000,179.066000,the,I,sv,u-24-2
sw2471B-ms98-a-0022,179.066000,179.426000,bigge[st]-,I,sv,u-24-2
sw2471B-ms98-a-0022,179.426000,179.806000,biggest,I,sv,u-24-2
sw2471B-ms98-a-0022,179.806000,180.166000,problem,I,sv,u-24-2
sw2471B-ms98-a-0022,180.166000,180.366000,down,I,sv,u-24-2
sw2471B-ms98-a-0022,180.366000,180.526000,there,I,sv,u-24-2
sw2471B-ms98-a-0022,180.526000,180.626000,is,I,sv,u-24-2
sw2471B-ms98-a-0022,180.626000,180.936000,that's,I,sv,u-24-2
sw2471B-ms98-a-0022,180.936000,181.106000,where,I,sv,u-24-2
sw2471B-ms98-a-0022,181.106000,181.226000,the,I,sv,u-24-2
sw2471B-ms98-a-0022,181.226000,181.506000,that's,I,sv,u-24-2
sw2471B-ms98-a-0022,181.506000,181.586000,the,I,sv,u-24-2
sw2471B-ms98-a-0022,181.586000,181.966000,drug,I,sv,u-24-2
sw2471B-ms98-a-0022,181.966000,182.276000,entry,I,sv,u-24-2
sw2471B-ms98-a-0022,182.276000,182.776000,points,I,sv,u-24-2
sw2471B-ms98-a-0022,182.776000,182.946000,in,O,,
sw2471B-ms98-a-0022,182.946000,183.136000,their,B,%,u-26-1
sw2471B-ms98-a-0022,183.136000,183.884375,economies,O,,
sw2471B-ms98-a-0023,184.509125,184.692750,of,B,%,u-26-2
sw2471B-ms98-a-0023,184.802500,184.984875,se[veral]-,I,%,u-26-2
sw2471B-ms98-a-0023,185.233375,185.730875,several,I,%,u-26-2
sw2471B-ms98-a-0023,185.730875,185.810875,of,I,%,u-26-2
sw2471B-ms98-a-0023,185.810875,185.870875,the,I,%,u-26-2
sw2471B-ms98-a-0023,185.870875,186.260875,countries,I,%,u-26-2
sw2471B-ms98-a-0023,186.260875,186.670875,especially,B,sv,u-26-3
sw2471B-ms98-a-0023,186.670875,187.190875,Columbia,I,sv,u-26-3
sw2471B-ms98-a-0023,187.190875,187.290875,is,I,sv,u-26-3
sw2471B-ms98-a-0023,187.290875,187.520875,so,I,sv,u-26-3
sw2471B-ms98-a-0023,187.520875,187.860875,built,I,sv,u-26-3
sw2471B-ms98-a-0023,187.860875,188.120875,on,I,sv,u-26-3
sw2471B-ms98-a-0023,188.120875,188.260875,the,I,sv,u-26-3
sw2471B-ms98-a-0023,188.260875,188.376875,on,I,sv,u-26-3
sw2471B-ms98-a-0023,188.376875,188.482375,the,I,sv,u-26-3
sw2471B-ms98-a-0023,188.482375,188.690875,on,I,sv,u-26-3
sw2471B-ms98-a-0023,188.690875,188.760875,the,I,sv,u-26-3
sw2471B-ms98-a-0023,188.760875,189.402875,drugs,I,sv,u-26-3
sw2471B-ms98-a-0023,189.911375,190.340875,that,I,sv,u-26-3
sw2471B-ms98-a-0023,190.340875,190.749375,uh,I,sv,u-26-3
sw2471B-ms98-a-0023,191.269125,191.540875,our,I,sv,u-26-3
sw2471B-ms98-a-0023,191.540875,191.780875,our,I,sv,u-26-3
sw2471B-ms98-a-0023,191.780875,192.050875,little,I,sv,u-26-3
sw2471B-ms98-a-0023,192.050875,192.330875,war,I,sv,u-26-3
sw2471B-ms98-a-0023,192.330875,192.490875,on,I,sv,u-26-3
sw2471B-ms98-a-0023,192.490875,192.840875,drugs,I,sv,u-26-3
sw2471B-ms98-a-0023,192.840875,192.980875,has,I,sv,u-26-3
sw2471B-ms98-a-0023,192.980875,193.210875,really,I,sv,u-26-3
sw2471B-ms98-a-0023,193.210875,193.410875,been,I,sv,u-26-3
sw2471B-ms98-a-0023,193.410875,194.040875,laughable,I,sv,u-26-3
sw2471B-ms98-a-0023,194.040875,194.340875,it's,B,sv,u-26-4
sw2471B-ms98-a-0023,194.340875,194.710875,just,I,sv,u-26-4
sw2471B-ms98-a-0023,194.710875,195.052125,a,I,sv,u-26-4
sw2471B-ms98-a-0024,195.744250,195.852750,you,I,sv,u-26-4
sw2471B-ms98-a-0024,195.852750,196.132750,know,I,sv,u-26-4
sw2471B-ms98-a-0024,196.132750,196.392750,such,I,sv,u-26-4
sw2471B-ms98-a-0024,196.392750,196.442750,a,I,sv,u-26-4
sw2471B-ms98-a-0024,196.442750,196.842750,small,I,sv,u-26-4
sw2471B-ms98-a-0024,196.842750,197.092750,amount,I,sv,u-26-4
sw2471B-ms98-a-0024,197.092750,197.232750,and,B,%,u-26-5
sw2471B-ms98-a-0024,197.232750,197.332750,it,I,%,u-26-5
sw2471B-ms98-a-0024,197.332750,197.522750,doe[s]-,O,,
sw2471B-ms98-a-0024,197.522750,197.712750,it,B,%,u-26-6
sw2471B-ms98-a-0024,197.712750,197.972750,just,I,%,u-26-6
sw2471B-ms98-a-0024,197.972750,198.074000,it,B,sv,u-26-7
sw2471B-ms98-a-0024,198.902625,199.414875,um,I,sv,u-26-7
sw2471B-ms98-a-0024,199.859375,200.172750,cuts,I,sv,u-26-7
sw2471B-ms98-a-0024,200.172750,200.372750,off,I,sv,u-26-7
sw2471B-ms98-a-0024,200.372750,200.632750,just,I,sv,u-26-7
sw2471B-ms98-a-0024,200.632750,200.702750,a,I,sv,u-26-7
sw2471B-ms98-a-0024,200.702750,201.269125,trickle,I,sv,u-26-7
sw2471B-ms98-a-0024,201.513875,201.952750,and,B,sv,u-26-8
sw2471B-ms98-a-0024,201.952750,202.282000,uh,I,sv,u-26-8
sw2471B-ms98-a-0024,202.391250,202.585875,if,I,sv,u-26-8
sw2471B-ms98-a-0024,202.585875,202.792750,if,I,sv,u-26-8
sw2471B-ms98-a-0024,202.792750,202.872750,we,I,sv,u-26-8
sw2471B-ms98-a-0024,202.872750,203.122750,can't,I,sv,u-26-8
sw2471B-ms98-a-0024,203.122750,203.242750,get,I,sv,u-26-8
sw2471B-ms98-a-0024,203.242750,203.302750,a,I,sv,u-26-8
sw2471B-ms98-a-0024,203.302750,203.672750,handle,I,sv,u-26-8
sw2471B-ms98-a-0024,203.672750,203.842750,on,I,sv,u-26-8
sw2471B-ms98-a-0024,203.842750,204.192750,that,I,sv,u-26-8
sw2471B-ms98-a-0024,204.192750,204.362750,through,I,sv,u-26-8
sw2471B-ms98-a-0024,204.362750,204.817625,some,I,sv,u-26-8
sw2471B-ms98-a-0025,206.275875,206.438750,through,I,sv,u-26-8
sw2471B-ms98-a-0025,206.438750,206.888750,some,I,sv,u-26-8
sw2471B-ms98-a-0025,206.888750,207.058750,uh,I,sv,u-26-8
sw2471B-ms98-a-0025,207.058750,207.518750,method,I,sv,u-26-8
sw2471B-ms98-a-0025,207.518750,207.658750,i,I,sv,u-26-8
sw2471B-ms98-a-0025,207.658750,207.898750,don't,I,sv,u-26-8
sw2471B-ms98-a-0025,207.898750,208.038750,know,I,sv,u-26-8
sw2471B-ms98-a-0025,208.038750,208.298750,where,I,sv,u-26-8
sw2471B-ms98-a-0025,208.298750,208.698750,where,O,,
sw2471B-ms98-a-0025,208.698750,208.898750,that'll,O,,
sw2471B-ms98-a-0025,208.898750,208.988750,be,B,sv,u-26-9
sw2471B-ms98-a-0025,208.988750,209.308750,another,I,sv,u-26-9
sw2471B-ms98-a-0025,209.308750,209.518750,big,I,sv,u-26-9
sw2471B-ms98-a-0025,209.518750,209.941000,problem,I,sv,u-26-9
sw2471B-ms98-a-0027,218.579875,218.934500,right,B,b,u-28-1
sw2471B-ms98-a-0027,219.291500,219.620000,right,B,b^r,u-28-2
sw2471B-ms98-a-0029,222.308625,222.499625,and,B,sv,u-30-1
sw2471B-ms98-a-0029,222.499625,222.579625,as,I,sv,u-30-1
sw2471B-ms98-a-0029,222.579625,222.789625,long,I,sv,u-30-1
sw2471B-ms98-a-0029,222.789625,222.869625,as,I,sv,u-30-1
sw2471B-ms98-a-0029,222.869625,223.069625,we're,I,sv,u-30-1
sw2471B-ms98-a-0029,223.069625,223.209625,the,I,sv,u-30-1
sw2471B-ms98-a-0029,223.209625,223.879625,largest,I,sv,u-30-1
sw2471B-ms98-a-0029,223.879625,224.009625,uh,I,sv,u-30-1
sw2471B-ms98-a-0029,224.009625,224.699625,consumer,I,sv,u-30-1
sw2471B-ms98-a-0029,224.699625,225.079625,then,I,sv,u-30-1
sw2471B-ms98-a-0029,225.079625,225.219625,uh,I,sv,u-30-1
sw2471B-ms98-a-0029,225.219625,225.469625,this,B,+,u-32-1
sw2471B-ms98-a-0029,225.469625,225.619625,is,I,+,u-32-1
sw2471B-ms98-a-0029,225.619625,225.689625,the,I,+,u-32-1
sw2471B-ms98-a-0029,225.689625,226.192375,market,I,+,u-32-1
sw2471B-ms98-a-0030,227.095750,227.154375,-[i]f,O,,
sw2471B-ms98-a-0030,227.154375,227.205250,we,B,sv,u-34-1
sw2471B-ms98-a-0030,227.205250,227.405250,can,I,sv,u-34-1
sw2471B-ms98-a-0030,227.405250,227.675250,cut,I,sv,u-34-1
sw2471B-ms98-a-0030,227.675250,227.935250,back,I,sv,u-34-1
sw2471B-ms98-a-0030,227.935250,228.015250,the,I,sv,u-34-1
sw2471B-ms98-a-0030,228.015250,228.595250,usage,I,sv,u-34-1
sw2471B-ms98-a-0030,228.595250,228.875250,then,I,sv,u-34-1
sw2471B-ms98-a-0030,228.875250,229.183250,uh,I,sv,u-34-1
sw2471B-ms98-a-0030,229.857375,230.095250,maybe,I,sv,u-34-1
sw2471B-ms98-a-0030,230.095250,230.275250,it'll,I,sv,u-34-1
sw2471B-ms98-a-0030,230.275250,230.395250,have,I,sv,u-34-1
sw2471B-ms98-a-0030,230.395250,230.485250,to,I,sv,u-34-1
sw2471B-ms98-a-0030,230.485250,230.625250,go,I,sv,u-34-1
sw2471B-ms98-a-0030,230.625250,231.105250,someplace,I,sv,u-34-1
sw2471B-ms98-a-0030,231.105250,231.446500,else,I,sv,u-34-1
sw2471B-ms98-a-0032,240.038875,240.446625,um-hum,B,b,u-36-1
sw2471B-ms98-a-0033,241.780750,242.151375,um-hum,B,b,u-38-1
sw2471B-ms98-a-0033,242.588875,242.860625,yeah,B,b,u-38-2
sw2471B-ms98-a-0035,252.242250,252.669500,right,B,b@,u-40-1
sw2471B-ms98-a-0035,252.921875,253.175625,yeah,I,b@,u-40-1
sw2471B-ms98-a-0035,253.175625,253.405625,we're,B,sd,u-40-2
sw2471B-ms98-a-0035,253.405625,253.635625,just,I,sd,u-40-2
sw2471B-ms98-a-0035,253.635625,253.775625,so,I,sd,u-40-2
sw2471B-ms98-a-0035,253.775625,254.025625,much,I,sd,u-40-2
sw2471B-ms98-a-0035,254.025625,254.615625,wealthier,I,sd,u-40-2
sw2471B-ms98-a-0035,254.615625,254.895625,and,B,sv,u-40-3
sw2471B-ms98-a-0035,254.895625,255.157125,uh,I,sv,u-40-3
sw2471B-ms98-a-0035,255.371875,255.755625,and,B,+,u-42-1
sw2471B-ms98-a-0035,255.755625,255.885625,uh,I,+,u-42-1
sw2471B-ms98-a-0035,255.885625,256.105625,there,I,+,u-42-1
sw2471B-ms98-a-0035,256.105625,256.305625,has,I,+,u-42-1
sw2471B-ms98-a-0035,256.305625,256.405625,to,I,+,u-42-1
sw2471B-ms98-a-0035,256.405625,256.545625,be,I,+,u-42-1
sw2471B-ms98-a-0035,256.545625,257.085625,resentment,I,+,u-42-1
sw2471B-ms98-a-0035,257.085625,257.335625,built,I,+,u-42-1
sw2471B-ms98-a-0035,257.335625,257.455625,up,I,+,u-42-1
sw2471B-ms98-a-0035,257.455625,257.545625,and,B,sv,u-42-2
sw2471B-ms98-a-0035,257.545625,257.745625,that's,I,sv,u-42-2
sw2471B-ms98-a-0035,257.745625,258.058500,where,I,sv,u-42-2
sw2471B-ms98-a-0035,258.706375,259.189750,uh,I,sv,u-42-2
sw2471B-ms98-a-0035,259.389375,259.845625,leaders,I,sv,u-42-2
sw2471B-ms98-a-0035,259.845625,260.035625,can,I,sv,u-42-2
sw2471B-ms98-a-0035,260.035625,260.485625,use,I,sv,u-42-2
sw2471B-ms98-a-0035,260.485625,260.815625,uh,I,sv,u-42-2
sw2471B-ms98-a-0035,260.815625,261.095625,use,I,sv,u-42-2
sw2471B-ms98-a-0035,261.095625,261.384375,that,I,sv,u-42-2
sw2471B-ms98-a-0035,261.787375,262.145625,whenever,I,sv,u-42-2
sw2471B-ms98-a-0035,262.145625,262.305625,the,I,sv,u-42-2
sw2471B-ms98-a-0035,262.305625,262.845625,opportune,I,sv,u-42-2
sw2471B-ms98-a-0035,262.845625,263.185625,moment,I,sv,u-42-2
sw2471B-ms98-a-0035,263.185625,263.737750,arises,I,sv,u-42-2
sw2471B-ms98-a-0037,266.173250,266.491125,yeah,B,b,u-44-1
sw2471B-ms98-a-0039,283.276625,283.466625,that's,B,b,u-46-1
sw2471B-ms98-a-0039,283.466625,283.881125,right,I,b,u-46-1
sw2471B-ms98-a-0039,283.881125,283.986625,our,B,bf,u-46-2
sw2471B-ms98-a-0039,283.986625,284.246625,own,I,bf,u-46-2
sw2471B-ms98-a-0039,284.246625,284.816625,hemisphere,I,bf,u-46-2
sw2471B-ms98-a-0039,284.816625,285.006625,but,B,%,u-46-3
sw2471B-ms98-a-0039,285.006625,285.316625,we've,I,%,u-46-3
sw2471B-ms98-a-0039,285.316625,285.536625,that's,B,sv,u-46-4
sw2471B-ms98-a-0039,285.536625,285.876625,been,I,sv,u-46-4
sw2471B-ms98-a-0039,285.876625,286.036625,uh,I,sv,u-46-4
sw2471B-ms98-a-0039,286.036625,286.256625,that's,I,sv,u-46-4
sw2471B-ms98-a-0039,286.256625,286.446625,been,I,sv,u-46-4
sw2471B-ms98-a-0039,286.446625,286.516625,the,I,sv,u-46-4
sw2471B-ms98-a-0039,286.516625,286.636625,way,I,sv,u-46-4
sw2471B-ms98-a-0039,286.636625,286.796625,it's,I,sv,u-46-4
sw2471B-ms98-a-0039,286.796625,287.066625,always,I,sv,u-46-4
sw2471B-ms98-a-0039,287.066625,287.384500,been,I,sv,u-46-4
sw2471B-ms98-a-0040,288.566375,288.765000,so,B,%,u-48-1
sw2471B-ms98-a-0040,288.765000,289.215000,uh,I,%,u-48-1
sw2471B-ms98-a-0042,291.827875,292.033500,very,B,sv,u-50-1
sw2471B-ms98-a-0042,292.033500,292.283500,much,I,sv,u-50-1
sw2471B-ms98-a-0042,292.283500,292.413500,so,I,sv,u-50-1
sw2471B-ms98-a-0042,292.413500,292.773500,except,I,sv,u-50-1
sw2471B-ms98-a-0042,292.773500,292.953500,when,I,sv,u-50-1
sw2471B-ms98-a-0042,292.953500,293.063500,we,I,sv,u-50-1
sw2471B-ms98-a-0042,293.063500,293.343500,need,I,sv,u-50-1
