sw2773A-ms98-a-0002,1.570375,1.969750,yes,B,o,u-1-1
sw2773A-ms98-a-0017,109.238875,109.484625,as,I,sv,u-15-2
sw2773A-ms98-a-0017,109.484625,109.764625,far,I,sv,u-15-2
sw2773A-ms98-a-0017,109.764625,109.934625,as,I,sv,u-15-2
sw2773A-ms98-a-0017,109.934625,110.094625,that,I,sv,u-15-2
sw2773A-ms98-a-0017,110.094625,110.264625,part,I,sv,u-15-2
sw2773A-ms98-a-0017,110.264625,110.324625,of,I,sv,u-15-2
sw2773A-ms98-a-0017,110.324625,110.384625,the,I,sv,u-15-2
sw2773A-ms98-a-0017,110.384625,110.684625,world's,I,sv,u-15-2
sw2773A-ms98-a-0017,110.684625,111.194625,concerned,I,sv,u-15-2
sw2773A-ms98-a-0019,136.897125,137.622750,right,B,aa,u-17-1
sw2773A-ms98-a-0019,137.622750,138.007375,right,B,aa^r,u-17-2
sw2773A-ms98-a-0019,138.288875,138.571375,in,B,sv,u-17-3
sw2773A-ms98-a-0019,138.571375,138.802750,spite,I,sv,u-17-3
sw2773A-ms98-a-0019,138.802750,138.902750,of,I,sv,u-17-3
sw2773A-ms98-a-0019,138.902750,139.092750,all,I,sv,u-17-3
sw2773A-ms98-a-0019,139.092750,139.152750,the,I,sv,u-17-3
sw2773A-ms98-a-0019,139.152750,139.912750,promises,I,sv,u-17-3
sw2773A-ms98-a-0021,152.823125,153.116500,um-hum,B,b,u-19-1
sw2773A-ms98-a-0021,153.116500,153.516875,um-hum,B,b^r,u-19-2
sw2773A-ms98-a-0023,165.361375,165.850500,um-hum,B,aa,u-21-1
sw2773A-ms98-a-0023,166.326250,166.879125,um-hum,B,aa^r,u-21-2
sw2773A-ms98-a-0025,174.360500,174.754750,um-hum,B,b,u-23-1
sw2773A-ms98-a-0026,175.781500,175.961125,and,B,sv,u-25-1
sw2773A-ms98-a-0026,175.961125,176.141125,i'm,I,sv,u-25-1
sw2773A-ms98-a-0026,176.141125,176.331125,i'm,I,sv,u-25-1
sw2773A-ms98-a-0026,176.331125,176.541125,not,I,sv,u-25-1
sw2773A-ms98-a-0026,176.541125,176.731125,sure,I,sv,u-25-1
sw2773A-ms98-a-0026,176.731125,176.861125,we're,I,sv,u-25-1
sw2773A-ms98-a-0026,176.861125,177.611125,sensitive,I,sv,u-25-1
sw2773A-ms98-a-0026,177.611125,178.061125,to,I,sv,u-25-1
sw2773A-ms98-a-0026,178.061125,178.241125,to,I,sv,u-25-1
sw2773A-ms98-a-0026,178.241125,178.391125,other,I,sv,u-25-1
sw2773A-ms98-a-0026,178.391125,179.130875,cultures,I,sv,u-25-1
sw2773A-ms98-a-0028,194.734500,195.097000,um-hum,B,b,u-27-1
sw2773A-ms98-a-0030,200.104000,200.463875,um-hum,B,aa,u-29-1
sw2773A-ms98-a-0030,200.730625,200.877250,but,B,sv,u-29-2
sw2773A-ms98-a-0030,200.877250,200.977250,i'm,I,sv,u-29-2
sw2773A-ms98-a-0030,200.977250,201.177250,not,I,sv,u-29-2
sw2773A-ms98-a-0030,201.177250,201.377250,sure,I,sv,u-29-2
sw2773A-ms98-a-0030,201.377250,201.517250,it's,I,sv,u-29-2
sw2773A-ms98-a-0030,201.517250,201.787250,something,I,sv,u-29-2
sw2773A-ms98-a-0030,201.787250,201.907250,you,I,sv,u-29-2
sw2773A-ms98-a-0030,201.907250,202.107250,can,I,sv,u-29-2
sw2773A-ms98-a-0030,202.107250,202.777250,teach,I,sv,u-29-2
sw2773A-ms98-a-0030,202.777250,202.937250,i,B,sv,u-29-3
sw2773A-ms98-a-0030,202.937250,203.487375,mean,I,sv,u-29-3
sw2773A-ms98-a-0031,205.015750,205.755750,awareness,B,+,u-31-1
sw2773A-ms98-a-0031,205.755750,206.056875,maybe,O,,
sw2773A-ms98-a-0033,221.323875,221.754375,um-hum,O,,
sw2773A-ms98-a-0033,221.754375,222.207625,um-hum,O,,
sw2773A-ms98-a-0035,228.209500,228.634125,um-hum,B,b,u-33-1
sw2773A-ms98-a-0035,228.634125,228.972500,that's,B,aa,u-35-1
sw2773A-ms98-a-0035,228.972500,229.242500,true,I,aa,u-35-1
sw2773A-ms98-a-0035,229.242500,229.482500,that's,B,aa^r,u-35-2
sw2773A-ms98-a-0035,229.482500,229.835000,true,I,aa^r,u-35-2
sw2773A-ms98-a-0037,231.680000,232.112750,yeah,B,b,u-37-1
sw2773A-ms98-a-0039,240.171250,241.902375,[laughter],O,,
sw2773A-ms98-a-0040,242.780375,243.367000,right,B,b^r,u-41-2
sw2773A-ms98-a-0040,243.790625,244.253875,and,B,qo,u-41-3
sw2773A-ms98-a-0040,244.253875,244.793875,um,I,qo,u-41-3
sw2773A-ms98-a-0040,244.793875,244.963875,what,I,qo,u-41-3
sw2773A-ms98-a-0040,244.963875,245.263875,about,I,qo,u-41-3
sw2773A-ms98-a-0040,245.263875,245.423875,the,I,qo,u-41-3
sw2773A-ms98-a-0040,245.423875,245.693875,whole,I,qo,u-41-3
sw2773A-ms98-a-0040,245.693875,246.373875,situation,I,qo,u-41-3
sw2773A-ms98-a-0040,246.373875,246.688250,with,I,qo,u-41-3
sw2773A-ms98-a-0040,246.688250,247.036625,with,I,qo,u-41-3
sw2773A-ms98-a-0040,247.187375,247.583875,the,I,qo,u-41-3
sw2773A-ms98-a-0040,247.583875,248.383875,refugees,I,qo,u-41-3
sw2773A-ms98-a-0041,249.739125,249.839125,the,I,qo,u-41-3
sw2773A-ms98-a-0041,249.839125,250.373125,Kurds,I,qo,u-41-3
sw2773A-ms98-a-0043,271.407000,271.747000,um,O,,
sw2773A-ms98-a-0043,271.747000,271.987000,but,B,qo,u-43-1
sw2773A-ms98-a-0043,271.987000,272.137000,what,I,qo,u-43-1
sw2773A-ms98-a-0043,272.137000,272.347000,about,I,qo,u-43-1
sw2773A-ms98-a-0043,272.347000,272.407000,the,I,qo,u-43-1
sw2773A-ms98-a-0043,272.407000,273.217000,Palestinians,I,qo,u-43-1
sw2773A-ms98-a-0043,273.217000,273.493750,then,O,,
sw2773A-ms98-a-0045,281.523125,281.965625,right,B,b^r,u-45-2
sw2773A-ms98-a-0047,291.423750,291.838625,um-hum,B,b,u-47-1
sw2773A-ms98-a-0047,291.838625,292.293750,um-hum,B,aa,u-49-1
sw2773A-ms98-a-0049,311.713375,312.162250,um-hum,B,aa^r,u-49-2
sw2773A-ms98-a-0051,317.320500,317.727250,um-hum,B,aa,u-51-1
sw2773A-ms98-a-0051,317.727250,317.981875,well,B,qy,u-51-2
sw2773A-ms98-a-0051,317.981875,318.051875,do,I,qy,u-51-2
sw2773A-ms98-a-0051,318.051875,318.181875,you,I,qy,u-51-2
sw2773A-ms98-a-0051,318.181875,318.391875,think,I,qy,u-51-2
sw2773A-ms98-a-0051,318.391875,318.461875,the,I,qy,u-51-2
sw2773A-ms98-a-0051,318.461875,318.791875,US,I,qy,u-51-2
sw2773A-ms98-a-0051,318.791875,318.941875,should,I,qy,u-51-2
sw2773A-ms98-a-0051,318.941875,319.171875,even,I,qy,u-51-2
sw2773A-ms98-a-0051,319.171875,319.261875,be,I,qy,u-51-2
sw2773A-ms98-a-0051,319.261875,320.043625,involved,I,qy,u-51-2
sw2773A-ms98-a-0051,320.043625,320.241875,i,I,qy,u-51-2
sw2773A-ms98-a-0051,320.241875,320.449125,mean,I,qy,u-51-2
sw2773A-ms98-a-0051,320.822000,321.211875,as,I,qy,u-51-2
sw2773A-ms98-a-0051,321.211875,321.481875,as,I,qy,u-51-2
sw2773A-ms98-a-0051,321.481875,321.541875,the,I,qy,u-51-2
sw2773A-ms98-a-0051,321.541875,321.911875,world,I,qy,u-51-2
sw2773A-ms98-a-0051,321.911875,322.461250,leader,I,qy,u-51-2
sw2773A-ms98-a-0051,322.461250,322.621875,in,I,qy,u-51-2
sw2773A-ms98-a-0051,322.621875,322.721875,the,I,qy,u-51-2
sw2773A-ms98-a-0051,322.721875,323.101875,sense,I,qy,u-51-2
sw2773A-ms98-a-0051,323.101875,323.591875,trying,I,qy,u-51-2
sw2773A-ms98-a-0051,323.591875,323.721875,to,I,qy,u-51-2
sw2773A-ms98-a-0051,323.721875,324.221875,resolve,I,qy,u-51-2
sw2773A-ms98-a-0051,324.221875,324.311875,the,I,qy,u-51-2
sw2773A-ms98-a-0051,324.311875,324.781875,issues,I,qy,u-51-2
sw2773A-ms98-a-0051,324.781875,324.891875,or,B,qrr,u-51-3
sw2773A-ms98-a-0051,324.891875,325.071875,should,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.071875,325.151875,we,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.151875,325.271875,have,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.271875,325.461875,just,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.461875,325.771875,stayed,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.771875,325.981875,out,I,qrr,u-51-3
sw2773A-ms98-a-0051,325.981875,326.121875,of,I,qrr,u-51-3
sw2773A-ms98-a-0051,326.121875,326.263250,it,I,qrr,u-51-3
sw2773A-ms98-a-0053,333.437000,333.838375,um-hum,O,,
sw2773A-ms98-a-0055,336.992250,337.252250,um-hum,O,,
sw2773A-ms98-a-0055,337.252250,337.382250,um,O,,
sw2773A-ms98-a-0057,342.412750,342.999625,right,B,aa,u-53-1
sw2773A-ms98-a-0057,342.999625,343.413250,right,B,aa^r,u-53-2
sw2773A-ms98-a-0059,353.266500,353.657750,um-hum,O,,
sw2773A-ms98-a-0059,353.871875,354.120875,um,O,,
sw2773A-ms98-a-0061,376.005000,376.450625,um-hum,O,,
sw2773A-ms98-a-0061,376.450625,376.797500,um-hum,O,,
sw2773A-ms98-a-0063,384.855250,385.192875,um-hum,O,,
sw2773A-ms98-a-0063,385.402125,385.744000,um-hum,B,b,u-55-1
sw2773A-ms98-a-0065,393.817875,394.137375,right,B,aa,u-57-1
sw2773A-ms98-a-0065,394.782750,395.121750,but,B,sd,u-57-2
sw2773A-ms98-a-0065,395.464000,395.664000,but,I,sd,u-57-2
sw2773A-ms98-a-0065,395.664000,395.794000,in,I,sd,u-57-2
sw2773A-ms98-a-0065,395.794000,395.874000,a,I,sd,u-57-2
sw2773A-ms98-a-0065,395.874000,396.384000,sense,I,sd,u-57-2
sw2773A-ms98-a-0065,396.384000,396.514000,i,I,sd,u-57-2
sw2773A-ms98-a-0065,396.514000,396.674000,don't,I,sd,u-57-2
sw2773A-ms98-a-0065,396.674000,396.975125,know,I,sd,u-57-2
sw2773A-ms98-a-0065,397.284000,397.544000,that,I,sd,u-57-2
sw2773A-ms98-a-0065,397.544000,397.694000,i-,I,sd,u-57-2
sw2773A-ms98-a-0065,397.694000,397.784000,i,I,sd,u-57-2
sw2773A-ms98-a-0065,397.784000,397.954000,that,I,sd,u-57-2
sw2773A-ms98-a-0065,397.954000,398.024000,i,I,sd,u-57-2
sw2773A-ms98-a-0065,398.024000,398.134000,would,I,sd,u-57-2
sw2773A-ms98-a-0065,398.134000,398.254000,say,I,sd,u-57-2
sw2773A-ms98-a-0065,398.254000,398.424000,it's,I,sd,u-57-2
sw2773A-ms98-a-0065,398.424000,398.764000,good,I,sd,u-57-2
sw2773A-ms98-a-0065,398.764000,399.074000,but,O,,
sw2773A-ms98-a-0065,399.074000,399.322375,in,B,sd,u-57-3
sw2773A-ms98-a-0065,399.766875,400.024000,i'm,I,sd,u-57-3
sw2773A-ms98-a-0065,400.024000,400.154250,s[ense]-,I,sd,u-57-3
sw2773A-ms98-a-0065,400.346375,400.494000,in,I,sd,u-57-3
sw2773A-ms98-a-0065,400.494000,400.564000,a,I,sd,u-57-3
sw2773A-ms98-a-0065,400.564000,401.074000,sense,I,sd,u-57-3
sw2773A-ms98-a-0065,401.074000,401.244000,i'm,I,sd,u-57-3
sw2773A-ms98-a-0065,401.244000,401.644000,glad,I,sd,u-57-3
sw2773A-ms98-a-0065,401.644000,401.974000,that,I,sd,u-57-3
sw2773A-ms98-a-0065,401.974000,402.314000,Saudi,I,sd,u-57-3
sw2773A-ms98-a-0065,402.314000,402.834000,wasn't,I,sd,u-57-3
sw2773A-ms98-a-0065,402.834000,403.464000,more,I,sd,u-57-3
sw2773A-ms98-a-0065,403.464000,404.354000,changed,I,sd,u-57-3
sw2773A-ms98-a-0065,404.354000,404.828125,by,I,sd,u-57-3
sw2773A-ms98-a-0065,405.065500,405.214000,by,I,sd,u-57-3
sw2773A-ms98-a-0065,405.214000,405.354000,the,I,sd,u-57-3
sw2773A-ms98-a-0065,405.354000,405.924000,situation,I,sd,u-57-3
sw2773A-ms98-a-0065,405.924000,406.309125,because,B,sv,u-57-4
sw2773A-ms98-a-0065,406.587875,406.644000,i,B,+,u-59-1
sw2773A-ms98-a-0065,406.644000,406.824000,mean,I,+,u-59-1
sw2773A-ms98-a-0065,406.824000,406.914000,we,I,+,u-59-1
sw2773A-ms98-a-0065,406.914000,407.284000,really,I,+,u-59-1
sw2773A-ms98-a-0065,407.284000,407.584000,don't,I,+,u-59-1
sw2773A-ms98-a-0066,408.189250,408.279250,i,I,+,u-59-1
sw2773A-ms98-a-0066,408.279250,408.439250,mean,I,+,u-59-1
sw2773A-ms98-a-0066,408.439250,408.589250,i,I,+,u-59-1
sw2773A-ms98-a-0066,408.589250,408.809250,don't,I,+,u-59-1
sw2773A-ms98-a-0066,408.809250,408.989250,think,I,+,u-59-1
sw2773A-ms98-a-0066,408.989250,409.169250,it's,I,+,u-59-1
sw2773A-ms98-a-0066,409.169250,409.409250,our,I,+,u-59-1
sw2773A-ms98-a-0066,409.409250,409.789250,role,I,+,u-59-1
sw2773A-ms98-a-0066,409.789250,409.949250,to,I,+,u-59-1
sw2773A-ms98-a-0066,409.949250,410.957375,westernize,I,+,u-59-1
sw2773A-ms98-a-0066,411.340125,411.499250,the,I,+,u-59-1
sw2773A-ms98-a-0066,411.499250,411.769250,whole,I,+,u-59-1
sw2773A-ms98-a-0066,411.769250,412.269250,world,I,+,u-59-1
sw2773A-ms98-a-0066,412.269250,412.429250,so,B,sv,u-61-1
sw2773A-ms98-a-0066,412.429250,412.519250,the,I,sv,u-61-1
sw2773A-ms98-a-0066,412.519250,412.869250,fact,I,sv,u-61-1
sw2773A-ms98-a-0066,412.869250,413.089250,that,I,sv,u-61-1
sw2773A-ms98-a-0066,413.369250,413.509250,that,I,sv,u-61-1
sw2773A-ms98-a-0066,413.509250,413.889250,Saudi,I,sv,u-61-1
sw2773A-ms98-a-0066,413.889250,414.526125,could,I,sv,u-61-1
sw2773A-ms98-a-0066,415.027125,415.399250,just,I,sv,u-61-1
sw2773A-ms98-a-0066,415.399250,415.589250,sort,I,sv,u-61-1
sw2773A-ms98-a-0066,415.589250,415.749250,of,I,sv,u-61-1
sw2773A-ms98-a-0066,415.749250,416.079250,pull,I,sv,u-61-1
sw2773A-ms98-a-0066,416.079250,416.539250,back,I,sv,u-61-1
sw2773A-ms98-a-0066,416.539250,416.879250,and,I,sv,u-61-1
sw2773A-ms98-a-0066,416.879250,417.522500,and,I,sv,u-61-1
sw2773A-ms98-a-0066,417.522500,417.749250,and,I,sv,u-61-1
sw2773A-ms98-a-0066,417.749250,418.439250,remain,I,sv,u-61-1
sw2773A-ms98-a-0066,418.439250,418.499250,you,I,sv,u-61-1
sw2773A-ms98-a-0066,418.499250,418.669250,know,I,sv,u-61-1
sw2773A-ms98-a-0066,418.669250,419.689250,culturally,I,sv,u-61-1
sw2773A-ms98-a-0066,419.689250,420.009250,sort,I,sv,u-61-1
sw2773A-ms98-a-0066,420.009250,420.149250,of,I,sv,u-61-1
sw2773A-ms98-a-0066,420.149250,420.649250,clean,I,sv,u-61-1
sw2773A-ms98-a-0066,420.649250,421.059250,is,I,sv,u-61-1
sw2773A-ms98-a-0066,421.059250,421.239250,is,I,sv,u-61-1
sw2773A-ms98-a-0066,421.239250,422.025375,interesting,I,sv,u-61-1
sw2773A-ms98-a-0068,427.391250,427.721250,um-hum,B,aa,u-63-1
sw2773A-ms98-a-0070,439.041750,439.511750,right,B,aa,u-65-1
sw2773A-ms98-a-0070,439.661750,439.968500,right,B,aa^r,u-65-2
sw2773A-ms98-a-0072,442.542625,443.155625,well,B,sd,u-67-1
sw2773A-ms98-a-0072,443.342000,443.522625,you,I,sd,u-67-1
sw2773A-ms98-a-0072,443.522625,443.712625,know,I,sd,u-67-1
sw2773A-ms98-a-0072,443.712625,443.812625,i,I,sd,u-67-1
sw2773A-ms98-a-0072,443.812625,443.982625,mean,I,sd,u-67-1
sw2773A-ms98-a-0072,443.982625,444.332625,i,I,sd,u-67-1
sw2773A-ms98-a-0072,444.332625,444.742625,i,I,sd,u-67-1
sw2773A-ms98-a-0072,444.742625,445.062625,actually,I,sd,u-67-1
sw2773A-ms98-a-0072,445.062625,445.272625,lived,I,sd,u-67-1
sw2773A-ms98-a-0072,445.272625,445.372625,in,I,sd,u-67-1
sw2773A-ms98-a-0072,445.372625,445.712625,Beirut,I,sd,u-67-1
sw2773A-ms98-a-0072,445.712625,445.892625,from,I,sd,u-67-1
sw2773A-ms98-a-0072,445.892625,446.202625,sixty,I,sd,u-67-1
sw2773A-ms98-a-0072,446.202625,446.372625,eight,I,sd,u-67-1
sw2773A-ms98-a-0072,446.372625,446.482625,to,I,sd,u-67-1
sw2773A-ms98-a-0072,446.482625,446.859625,sev[enty]-,I,sd,u-67-1
sw2773A-ms98-a-0072,446.859625,447.042625,to,I,sd,u-67-1
sw2773A-ms98-a-0072,447.042625,447.312625,eighty,I,sd,u-67-1
sw2773A-ms98-a-0072,447.312625,447.809625,four,I,sd,u-67-1
sw2773A-ms98-a-0072,448.404750,448.712625,and,B,sd,u-69-1
sw2773A-ms98-a-0072,448.712625,448.832625,so,I,sd,u-69-1
sw2773A-ms98-a-0072,448.832625,449.045250,i,I,sd,u-69-1
sw2773A-ms98-a-0072,449.263750,449.502625,mean,I,sd,u-69-1
sw2773A-ms98-a-0072,449.502625,449.832625,it's,I,sd,u-69-1
sw2773A-ms98-a-0072,449.832625,450.072625,it's,I,sd,u-69-1
sw2773A-ms98-a-0072,450.072625,450.523125,been,I,sd,u-69-1
sw2773A-ms98-a-0072,450.658750,451.142625,dangerous,I,sd,u-69-1
sw2773A-ms98-a-0072,451.142625,451.262625,for,I,sd,u-69-1
sw2773A-ms98-a-0072,451.262625,451.956500,sometime,I,sd,u-69-1
sw2773A-ms98-a-0072,452.223875,452.376875,i'm,B,sd,u-71-1
sw2773A-ms98-a-0072,452.376875,452.642625,not,I,sd,u-71-1
sw2773A-ms98-a-0072,452.642625,452.852625,sure,I,sd,u-71-1
sw2773A-ms98-a-0072,452.852625,453.012625,that,I,sd,u-71-1
sw2773A-ms98-a-0072,453.012625,453.108500,it,I,sd,u-71-1
sw2773A-ms98-a-0072,453.492750,454.292625,and,I,sd,u-71-1
sw2773A-ms98-a-0072,454.292625,454.421000,it's,I,sd,u-71-1
sw2773A-ms98-a-0072,454.654500,454.842625,you,I,sd,u-71-1
sw2773A-ms98-a-0072,454.842625,455.012625,know,I,sd,u-71-1
sw2773A-ms98-a-0072,455.012625,455.412625,changed,I,sd,u-71-1
sw2773A-ms98-a-0072,455.412625,455.592625,that,I,sd,u-71-1
sw2773A-ms98-a-0072,455.592625,456.229000,much,I,sd,u-71-1
sw2773A-ms98-a-0074,464.741375,465.326875,well,B,ba,u-73-1
sw2773A-ms98-a-0074,465.326875,465.476875,see,I,ba,u-73-1
sw2773A-ms98-a-0074,465.476875,465.806875,that's,I,ba,u-73-1
sw2773A-ms98-a-0074,465.806875,466.136875,i[t]-,O,,
sw2773A-ms98-a-0074,466.136875,466.326875,it,B,ar,u-73-2
sw2773A-ms98-a-0074,466.326875,466.606875,really,I,ar,u-73-2
sw2773A-ms98-a-0074,466.606875,467.443750,hasn't,I,ar,u-73-2
sw2773A-ms98-a-0075,468.672500,468.966875,but,O,,
sw2773A-ms98-a-0075,468.966875,469.400500,but,O,,
sw2773A-ms98-a-0075,469.400500,470.112500,exactly,B,aa,u-75-1
sw2773A-ms98-a-0075,470.112500,470.322500,it,B,sd,u-75-2
sw2773A-ms98-a-0075,470.322500,470.742500,depends,I,sd,u-75-2
sw2773A-ms98-a-0075,470.742500,470.942500,whether,I,sd,u-75-2
sw2773A-ms98-a-0075,470.942500,471.462500,your,I,sd,u-75-2
sw2773A-ms98-a-0075,471.462500,471.532500,ta[lking]-,I,sd,u-75-2
sw2773A-ms98-a-0075,471.532500,471.762500,whether,I,sd,u-75-2
sw2773A-ms98-a-0075,471.762500,471.922500,one,I,sd,u-75-2
sw2773A-ms98-a-0075,471.922500,472.202500,talks,I,sd,u-75-2
sw2773A-ms98-a-0075,472.202500,472.949375,physical,I,sd,u-75-2
sw2773A-ms98-a-0075,472.949375,473.511875,or,I,sd,u-75-2
sw2773A-ms98-a-0075,473.511875,474.076250,or,I,sd,u-75-2
sw2773A-ms98-a-0075,474.475500,474.752500,sort,I,sd,u-75-2
sw2773A-ms98-a-0075,474.752500,475.157000,of,I,sd,u-75-2
sw2773A-ms98-a-0075,475.157000,475.673500,um,I,sd,u-75-2
sw2773A-ms98-a-0075,476.121625,476.842500,cultural,I,sd,u-75-2
sw2773A-ms98-a-0075,476.842500,477.572500,culturally,B,sd,u-75-3
sw2773A-ms98-a-0075,477.572500,477.622500,i,I,sd,u-75-3
sw2773A-ms98-a-0075,477.622500,477.792500,mean,I,sd,u-75-3
sw2773A-ms98-a-0075,477.792500,478.062500,it,I,sd,u-75-3
sw2773A-ms98-a-0075,478.062500,478.542500,obviously,I,sd,u-75-3
sw2773A-ms98-a-0075,478.542500,478.942500,changed,I,sd,u-75-3
sw2773A-ms98-a-0075,478.942500,478.982500,a,I,sd,u-75-3
sw2773A-ms98-a-0075,478.982500,479.312500,lot,I,sd,u-75-3
sw2773A-ms98-a-0076,479.946500,480.084125,uh,O,,
sw2773A-ms98-a-0076,480.084125,480.726000,because,B,sd,u-75-4
sw2773A-ms98-a-0076,480.726000,481.124125,it's,I,sd,u-75-4
sw2773A-ms98-a-0076,481.124125,481.334125,more,I,sd,u-75-4
sw2773A-ms98-a-0076,481.334125,481.444125,a,I,sd,u-75-4
sw2773A-ms98-a-0076,481.444125,482.084125,survival,I,sd,u-75-4
sw2773A-ms98-a-0076,482.084125,482.564125,city,I,sd,u-75-4
sw2773A-ms98-a-0076,482.564125,482.964125,but,B,sd,u-75-5
sw2773A-ms98-a-0076,482.964125,483.114125,but,I,sd,u-75-5
sw2773A-ms98-a-0076,483.114125,483.174125,the,I,sd,u-75-5
sw2773A-ms98-a-0076,483.174125,483.644125,buildings,I,sd,u-75-5
sw2773A-ms98-a-0076,483.644125,483.754125,are,I,sd,u-75-5
sw2773A-ms98-a-0076,483.754125,483.944125,still,I,sd,u-75-5
sw2773A-ms98-a-0076,483.944125,484.324125,intact,I,sd,u-75-5
sw2773A-ms98-a-0076,484.324125,484.434125,it's,I,sd,u-75-5
sw2773A-ms98-a-0076,484.434125,484.624125,still,I,sd,u-75-5
sw2773A-ms98-a-0076,484.624125,485.441250,beautiful,I,sd,u-75-5
sw2773A-ms98-a-0077,486.247875,486.337875,you,I,sd,u-75-5
sw2773A-ms98-a-0077,486.337875,486.447875,know,I,sd,u-75-5
sw2773A-ms98-a-0077,486.447875,486.767875,there's,O,,
