sw4611B-ms98-a-0002,0.774250,0.970125,hi,B,fp,u-2-1
sw4611B-ms98-a-0019,130.063625,130.517000,particularly,I,+,u-24-1
sw4611B-ms98-a-0019,130.517000,130.947000,interested,I,+,u-24-1
sw4611B-ms98-a-0019,130.947000,131.057000,in,I,+,u-24-1
sw4611B-ms98-a-0019,131.057000,131.427000,buying,I,+,u-24-1
sw4611B-ms98-a-0019,131.427000,131.857000,something,I,+,u-24-1
sw4611B-ms98-a-0019,131.857000,132.017000,as,I,+,u-24-1
sw4611B-ms98-a-0019,132.017000,132.197000,a,I,+,u-24-1
sw4611B-ms98-a-0019,132.697000,132.757000,you,I,+,u-24-1
sw4611B-ms98-a-0019,132.757000,132.847000,know,I,+,u-24-1
sw4611B-ms98-a-0019,132.847000,133.007000,as,B,+,u-26-1
sw4611B-ms98-a-0019,133.007000,133.077000,a,I,+,u-26-1
sw4611B-ms98-a-0019,133.077000,133.657000,hobbyist,I,+,u-26-1
sw4611B-ms98-a-0019,133.657000,134.209500,versus,I,+,u-26-1
sw4611B-ms98-a-0019,134.706625,134.817000,when,I,+,u-26-1
sw4611B-ms98-a-0019,134.817000,134.907000,you,I,+,u-26-1
sw4611B-ms98-a-0019,134.907000,135.077000,want,I,+,u-26-1
sw4611B-ms98-a-0019,135.077000,135.137000,to,I,+,u-26-1
sw4611B-ms98-a-0019,135.137000,135.287000,go,I,+,u-26-1
sw4611B-ms98-a-0019,135.287000,135.427000,out,I,+,u-26-1
sw4611B-ms98-a-0019,135.427000,135.517000,and,I,+,u-26-1
sw4611B-ms98-a-0019,135.517000,135.687000,buy,I,+,u-26-1
sw4611B-ms98-a-0019,135.687000,135.737000,a,I,+,u-26-1
sw4611B-ms98-a-0019,135.737000,136.097000,blender,I,+,u-26-1
sw4611B-ms98-a-0019,136.097000,136.407000,because,I,+,u-26-1
sw4611B-ms98-a-0019,136.407000,136.507000,you,I,+,u-26-1
sw4611B-ms98-a-0019,136.507000,136.687000,need,I,+,u-26-1
sw4611B-ms98-a-0019,136.687000,136.787000,to,I,+,u-26-1
sw4611B-ms98-a-0019,136.787000,137.017000,mix,I,+,u-26-1
sw4611B-ms98-a-0019,137.017000,137.363750,things,I,+,u-26-1
sw4611B-ms98-a-0020,137.894500,137.984500,and,B,sv,u-28-1
sw4611B-ms98-a-0020,137.984500,138.044500,i,I,sv,u-28-1
sw4611B-ms98-a-0020,138.044500,138.284500,think,I,sv,u-28-1
sw4611B-ms98-a-0020,138.284500,138.344500,the,I,sv,u-28-1
sw4611B-ms98-a-0020,138.344500,138.594500,same,I,sv,u-28-1
sw4611B-ms98-a-0020,138.594500,138.784500,thing,I,sv,u-28-1
sw4611B-ms98-a-0020,138.784500,138.904500,is,I,sv,u-28-1
sw4611B-ms98-a-0020,138.904500,139.124500,true,I,sv,u-28-1
sw4611B-ms98-a-0020,139.124500,139.284500,with,I,sv,u-28-1
sw4611B-ms98-a-0020,139.284500,139.694500,news,I,sv,u-28-1
sw4611B-ms98-a-0020,139.694500,139.834500,if,B,sv,u-28-2
sw4611B-ms98-a-0020,139.834500,139.934500,you,I,sv,u-28-2
sw4611B-ms98-a-0020,139.934500,140.204500,want,I,sv,u-28-2
sw4611B-ms98-a-0020,140.204500,140.314500,to,I,sv,u-28-2
sw4611B-ms98-a-0020,140.314500,140.704500,just,I,sv,u-28-2
sw4611B-ms98-a-0020,140.704500,140.974500,have,I,sv,u-28-2
sw4611B-ms98-a-0020,140.974500,141.074500,an,I,sv,u-28-2
sw4611B-ms98-a-0020,141.074500,141.454500,idea,I,sv,u-28-2
sw4611B-ms98-a-0020,141.454500,141.604500,as,I,sv,u-28-2
sw4611B-ms98-a-0020,141.604500,141.724500,to,I,sv,u-28-2
sw4611B-ms98-a-0020,141.724500,141.964500,what's,I,sv,u-28-2
sw4611B-ms98-a-0020,141.964500,142.284500,going,I,sv,u-28-2
sw4611B-ms98-a-0020,142.284500,142.637875,on,I,sv,u-28-2
sw4611B-ms98-a-0020,143.127500,143.407500,most,I,sv,u-28-2
sw4611B-ms98-a-0020,143.407500,143.855625,papers,I,sv,u-28-2
sw4611B-ms98-a-0020,143.855625,143.995500,a[nd]-,I,sv,u-28-2
sw4611B-ms98-a-0020,143.995500,144.198875,and,I,sv,u-28-2
sw4611B-ms98-a-0020,144.198875,144.744500,especially,I,sv,u-28-2
sw4611B-ms98-a-0020,144.744500,144.824500,the,I,sv,u-28-2
sw4611B-ms98-a-0020,144.824500,145.104500,better,I,sv,u-28-2
sw4611B-ms98-a-0020,145.104500,145.614500,papers,I,sv,u-28-2
sw4611B-ms98-a-0020,145.614500,145.771125,the,I,sv,u-28-2
sw4611B-ms98-a-0020,145.891750,145.954500,the,I,sv,u-28-2
sw4611B-ms98-a-0020,145.954500,146.444500,Times,I,sv,u-28-2
sw4611B-ms98-a-0020,146.444500,146.534500,the,I,sv,u-28-2
sw4611B-ms98-a-0020,146.534500,146.714500,Wall,I,sv,u-28-2
sw4611B-ms98-a-0020,146.714500,146.994500,Street,I,sv,u-28-2
sw4611B-ms98-a-0020,146.994500,147.424500,Journal,I,sv,u-28-2
sw4611B-ms98-a-0020,147.424500,147.693000,the,I,sv,u-28-2
sw4611B-ms98-a-0020,148.069625,148.544500,Washington,B,+,u-30-1
sw4611B-ms98-a-0020,148.544500,148.754500,Post,I,+,u-30-1
sw4611B-ms98-a-0020,148.754500,148.904500,give,I,+,u-30-1
sw4611B-ms98-a-0020,148.904500,149.014500,you,I,+,u-30-1
sw4611B-ms98-a-0020,149.014500,149.074500,a,I,+,u-30-1
sw4611B-ms98-a-0020,149.074500,149.554500,reasonable,I,+,u-30-1
sw4611B-ms98-a-0020,149.554500,149.924750,idea,I,+,u-30-1
sw4611B-ms98-a-0021,150.443500,150.623500,if,B,sv,u-32-1
sw4611B-ms98-a-0021,150.623500,150.713500,you,I,sv,u-32-1
sw4611B-ms98-a-0021,150.713500,150.853500,were,I,sv,u-32-1
sw4611B-ms98-a-0021,150.853500,151.263500,deeply,I,sv,u-32-1
sw4611B-ms98-a-0021,151.263500,151.793500,involved,I,sv,u-32-1
sw4611B-ms98-a-0021,151.793500,151.913500,in,I,sv,u-32-1
sw4611B-ms98-a-0021,151.913500,152.066375,it,I,sv,u-32-1
sw4611B-ms98-a-0021,152.687875,153.003500,then,I,sv,u-32-1
sw4611B-ms98-a-0021,153.003500,153.133500,you,I,sv,u-32-1
sw4611B-ms98-a-0021,153.133500,153.693500,immediately,I,sv,u-32-1
sw4611B-ms98-a-0021,153.693500,154.283500,realize,I,sv,u-32-1
sw4611B-ms98-a-0021,154.283500,154.593750,that,I,sv,u-32-1
sw4611B-ms98-a-0021,154.880000,155.063500,what,I,sv,u-32-1
sw4611B-ms98-a-0021,155.063500,155.183500,they,I,sv,u-32-1
sw4611B-ms98-a-0021,155.183500,155.503500,print,I,sv,u-32-1
sw4611B-ms98-a-0021,155.503500,155.603500,is,I,sv,u-32-1
sw4611B-ms98-a-0021,155.603500,155.863500,stuff,I,sv,u-32-1
sw4611B-ms98-a-0021,155.863500,155.953500,that,I,sv,u-32-1
sw4611B-ms98-a-0021,155.953500,156.033500,you,I,sv,u-32-1
sw4611B-ms98-a-0021,156.033500,156.483500,probably,I,sv,u-32-1
sw4611B-ms98-a-0021,156.483500,156.643500,knew,I,sv,u-32-1
sw4611B-ms98-a-0021,156.643500,157.229875,already,I,sv,u-32-1
sw4611B-ms98-a-0021,157.403125,158.049625,and,I,sv,u-32-1
sw4611B-ms98-a-0021,158.467750,158.523500,the,I,sv,u-32-1
sw4611B-ms98-a-0021,158.523500,158.793500,stuff,I,sv,u-32-1
sw4611B-ms98-a-0021,158.793500,158.883500,that,I,sv,u-32-1
sw4611B-ms98-a-0021,158.883500,158.993500,you,I,sv,u-32-1
sw4611B-ms98-a-0021,158.993500,159.453500,want,I,sv,u-32-1
sw4611B-ms98-a-0021,159.453500,159.603500,they're,I,sv,u-32-1
sw4611B-ms98-a-0021,159.603500,159.803500,not,I,sv,u-32-1
sw4611B-ms98-a-0021,159.803500,160.200875,printing,I,sv,u-32-1
sw4611B-ms98-a-0021,160.200875,160.487125,because,I,sv,u-32-1
sw4611B-ms98-a-0021,160.487125,160.643500,the,I,sv,u-32-1
sw4611B-ms98-a-0021,160.643500,160.883500,average,I,sv,u-32-1
sw4611B-ms98-a-0021,160.883500,161.257000,person,I,sv,u-32-1
sw4611B-ms98-a-0021,161.690125,161.993500,doesn't,I,sv,u-32-1
sw4611B-ms98-a-0021,161.993500,162.283500,need,I,sv,u-32-1
sw4611B-ms98-a-0021,162.283500,162.491375,or,I,sv,u-32-1
sw4611B-ms98-a-0021,162.589250,162.753500,want,I,sv,u-32-1
sw4611B-ms98-a-0021,162.753500,162.833500,to,I,sv,u-32-1
sw4611B-ms98-a-0021,162.833500,162.993500,know,I,sv,u-32-1
sw4611B-ms98-a-0021,162.993500,163.133500,that,B,+,u-34-1
sw4611B-ms98-a-0021,163.133500,163.476875,much,I,+,u-34-1
sw4611B-ms98-a-0023,174.391625,174.641750,well,B,sv,u-36-1
sw4611B-ms98-a-0023,174.728500,174.817625,i,I,sv,u-36-1
sw4611B-ms98-a-0023,174.817625,175.116375,mean,I,sv,u-36-1
sw4611B-ms98-a-0023,175.557125,175.980500,there's,I,sv,u-36-1
sw4611B-ms98-a-0023,175.980500,176.220500,there's,I,sv,u-36-1
sw4611B-ms98-a-0023,176.220500,176.320500,a,I,sv,u-36-1
sw4611B-ms98-a-0023,176.320500,176.930500,reasonable,I,sv,u-36-1
sw4611B-ms98-a-0023,177.080500,177.630500,question,I,sv,u-36-1
sw4611B-ms98-a-0023,177.630500,177.768000,as,I,sv,u-36-1
sw4611B-ms98-a-0023,177.768000,177.979000,to,I,sv,u-36-1
sw4611B-ms98-a-0024,178.952875,179.452875,whether,I,sv,u-36-1
sw4611B-ms98-a-0024,179.452875,179.582875,it's,I,sv,u-36-1
sw4611B-ms98-a-0024,179.582875,179.855625,worth,I,sv,u-36-1
sw4611B-ms98-a-0024,179.855625,179.964875,the,I,sv,u-36-1
sw4611B-ms98-a-0024,179.964875,180.172875,amount,I,sv,u-36-1
sw4611B-ms98-a-0024,180.172875,180.252875,of,I,sv,u-36-1
sw4611B-ms98-a-0024,180.252875,180.582875,time,I,sv,u-36-1
sw4611B-ms98-a-0024,180.582875,180.712875,it,I,sv,u-36-1
sw4611B-ms98-a-0024,180.712875,181.172875,[laughter-takes],I,sv,u-36-1
sw4611B-ms98-a-0024,181.172875,181.342875,to,I,sv,u-36-1
sw4611B-ms98-a-0024,181.342875,181.632875,keep,I,sv,u-36-1
sw4611B-ms98-a-0024,181.632875,181.832875,up,I,sv,u-36-1
sw4611B-ms98-a-0024,181.832875,182.032875,on,I,sv,u-36-1
sw4611B-ms98-a-0024,182.032875,182.654625,things,I,sv,u-36-1
sw4611B-ms98-a-0025,183.245375,183.795375,and,B,sv,u-38-1
sw4611B-ms98-a-0025,183.795375,184.105375,most,I,sv,u-38-1
sw4611B-ms98-a-0025,184.105375,184.405375,people,I,sv,u-38-1
sw4611B-ms98-a-0025,184.405375,184.645375,think,I,sv,u-38-1
sw4611B-ms98-a-0025,184.645375,184.745375,it,I,sv,u-38-1
sw4611B-ms98-a-0025,184.745375,184.965375,is,I,sv,u-38-1
sw4611B-ms98-a-0025,184.965375,185.082125,and,B,sd,u-38-2
sw4611B-ms98-a-0025,185.082125,185.168750,i,I,sd,u-38-2
sw4611B-ms98-a-0025,185.168750,185.319875,can,I,sd,u-38-2
sw4611B-ms98-a-0025,185.530750,185.695000,i,I,sd,u-38-2
sw4611B-ms98-a-0025,185.695000,185.945375,can,I,sd,u-38-2
sw4611B-ms98-a-0025,186.485375,186.565375,you,I,sd,u-38-2
sw4611B-ms98-a-0025,186.565375,186.685375,know,I,sd,u-38-2
sw4611B-ms98-a-0025,186.685375,187.045375,accept,I,sd,u-38-2
sw4611B-ms98-a-0025,187.045375,187.175375,that,I,sd,u-38-2
sw4611B-ms98-a-0025,187.175375,187.345375,some,I,sd,u-38-2
sw4611B-ms98-a-0025,187.345375,187.635375,people,I,sd,u-38-2
sw4611B-ms98-a-0025,187.635375,187.855375,think,I,sd,u-38-2
sw4611B-ms98-a-0025,187.855375,187.985375,it's,I,sd,u-38-2
sw4611B-ms98-a-0025,187.985375,188.245375,not,I,sd,u-38-2
sw4611B-ms98-a-0025,188.245375,188.435375,and,I,sd,u-38-2
sw4611B-ms98-a-0025,188.435375,188.595375,can,I,sd,u-38-2
sw4611B-ms98-a-0025,188.595375,188.865375,find,I,sd,u-38-2
sw4611B-ms98-a-0025,188.865375,189.055375,better,I,sd,u-38-2
sw4611B-ms98-a-0025,189.055375,189.265375,ways,I,sd,u-38-2
sw4611B-ms98-a-0025,189.265375,189.345375,to,I,sd,u-38-2
sw4611B-ms98-a-0025,189.345375,189.505375,use,I,sd,u-38-2
sw4611B-ms98-a-0025,189.505375,189.675375,it,I,sd,u-38-2
sw4611B-ms98-a-0027,194.235500,194.395500,i,B,ar,u-40-1
sw4611B-ms98-a-0027,194.395500,194.625500,don't,I,ar,u-40-1
sw4611B-ms98-a-0027,194.625500,194.805500,think,I,ar,u-40-1
sw4611B-ms98-a-0027,194.805500,194.965500,it's,I,ar,u-40-1
sw4611B-ms98-a-0027,194.965500,195.155500,that,I,ar,u-40-1
sw4611B-ms98-a-0027,195.155500,195.456000,high,I,ar,u-40-1
sw4611B-ms98-a-0027,195.456000,195.599125,i,B,sd,u-42-1
sw4611B-ms98-a-0027,195.599125,195.775500,know,I,sd,u-42-1
sw4611B-ms98-a-0027,195.775500,195.805500,a,I,sd,u-42-1
sw4611B-ms98-a-0027,195.805500,196.105500,lot,I,sd,u-42-1
sw4611B-ms98-a-0027,196.105500,196.215500,of,I,sd,u-42-1
sw4611B-ms98-a-0027,196.215500,196.708750,people,I,sd,u-42-1
sw4611B-ms98-a-0027,197.221000,197.375500,who,I,sd,u-42-1
sw4611B-ms98-a-0027,197.375500,197.682500,may,I,sd,u-42-1
sw4611B-ms98-a-0027,197.739000,198.025500,watch,I,sd,u-42-1
sw4611B-ms98-a-0027,198.025500,198.165500,the,I,sd,u-42-1
sw4611B-ms98-a-0027,198.165500,198.555500,TV,I,sd,u-42-1
sw4611B-ms98-a-0027,198.555500,198.805500,news,I,sd,u-42-1
sw4611B-ms98-a-0027,198.805500,198.915500,in,I,sd,u-42-1
sw4611B-ms98-a-0027,198.915500,198.975500,the,I,sd,u-42-1
sw4611B-ms98-a-0027,198.975500,199.435500,evening,I,sd,u-42-1
sw4611B-ms98-a-0027,199.435500,199.575500,but,I,sd,u-42-1
sw4611B-ms98-a-0027,199.575500,199.855500,don't,I,sd,u-42-1
sw4611B-ms98-a-0027,199.855500,200.165500,spend,I,sd,u-42-1
sw4611B-ms98-a-0027,200.165500,200.225500,the,I,sd,u-42-1
sw4611B-ms98-a-0027,200.225500,200.525500,time,I,sd,u-42-1
sw4611B-ms98-a-0027,200.525500,200.625500,to,I,sd,u-42-1
sw4611B-ms98-a-0027,200.625500,200.919375,actually,I,sd,u-42-1
sw4611B-ms98-a-0027,200.919375,201.097625,read,I,sd,u-42-1
sw4611B-ms98-a-0027,201.097625,201.176750,a,I,sd,u-42-1
sw4611B-ms98-a-0027,201.176750,201.725500,newspaper,I,sd,u-42-1
sw4611B-ms98-a-0028,202.707250,203.071875,and,B,sv(^q),u-44-1
sw4611B-ms98-a-0028,203.071875,203.176625,i,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,203.176625,203.477250,think,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,203.477250,203.687250,they're,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,203.687250,204.097250,saying,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,204.097250,204.493875,well,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,204.606875,204.727250,if,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,204.727250,205.177250,something's,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,205.177250,205.527250,really,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,205.527250,206.200250,important,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,207.125250,207.267250,i'll,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,207.267250,207.377250,at,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,207.377250,207.617250,least,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,207.617250,207.897250,find,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,207.897250,208.077250,out,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,208.077250,208.197250,that,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,208.197250,208.297250,it,I,sv(^q),u-44-1
sw4611B-ms98-a-0028,208.297250,208.832000,happened,I,sv(^q),u-44-1
sw4611B-ms98-a-0029,209.603875,210.073875,and,B,sv,u-46-1
sw4611B-ms98-a-0029,210.173875,210.303875,and,I,sv,u-46-1
sw4611B-ms98-a-0029,210.303875,210.543875,that's,I,sv,u-46-1
sw4611B-ms98-a-0029,210.543875,210.742250,a,I,sv,u-46-1
sw4611B-ms98-a-0029,211.269625,211.513875,that's,I,sv,u-46-1
sw4611B-ms98-a-0029,211.513875,211.653875,is,I,sv,u-46-1
sw4611B-ms98-a-0029,211.653875,211.783875,a,I,sv,u-46-1
sw4611B-ms98-a-0029,211.783875,212.303875,reasonable,I,sv,u-46-1
