sw2568A-ms98-a-0002,2.063500,2.718625,okay,B,b^m,u-2-1
sw2568A-ms98-a-0005,18.779375,18.869375,or,I,sd,u-6-2
sw2568A-ms98-a-0005,18.869375,19.349375,five,I,sd,u-6-2
sw2568A-ms98-a-0005,19.349375,20.049375,movies,I,sd,u-6-2
sw2568A-ms98-a-0005,20.049375,20.159375,a,I,sd,u-6-2
sw2568A-ms98-a-0005,20.159375,20.656625,week,I,sd,u-6-2
sw2568A-ms98-a-0007,23.982500,24.160750,we've,B,sd,u-8-1
sw2568A-ms98-a-0007,24.160750,24.320750,got,I,sd,u-8-1
sw2568A-ms98-a-0007,24.320750,24.390750,a,I,sd,u-8-1
sw2568A-ms98-a-0007,24.390750,24.660750,good,I,sd,u-8-1
sw2568A-ms98-a-0007,24.660750,24.970750,video,I,sd,u-8-1
sw2568A-ms98-a-0007,24.970750,25.420750,place,I,sd,u-8-1
sw2568A-ms98-a-0007,25.420750,25.580750,out,I,sd,u-8-1
sw2568A-ms98-a-0007,25.580750,25.900750,here,I,sd,u-8-1
sw2568A-ms98-a-0007,25.900750,26.150750,and,B,sd,u-8-2
sw2568A-ms98-a-0007,26.150750,26.430625,uh,I,sd,u-8-2
sw2568A-ms98-a-0007,26.788500,27.357000,uh,I,sd,u-8-2
sw2568A-ms98-a-0007,27.775125,28.075375,oh,I,sd,u-8-2
sw2568A-ms98-a-0007,28.075375,28.650750,gosh,I,sd,u-8-2
sw2568A-ms98-a-0007,28.650750,29.230875,uh,I,sd,u-8-2
sw2568A-ms98-a-0008,29.960125,30.050750,i'm,I,sd,u-8-2
sw2568A-ms98-a-0008,30.050750,30.320750,just,I,sd,u-8-2
sw2568A-ms98-a-0008,30.320750,30.710750,[laughter-trying],I,sd,u-8-2
sw2568A-ms98-a-0008,30.710750,30.820750,[laughter-to],I,sd,u-8-2
sw2568A-ms98-a-0008,30.820750,31.150750,think,I,sd,u-8-2
sw2568A-ms98-a-0008,31.150750,31.311500,of,I,sd,u-8-2
sw2568A-ms98-a-0008,31.311500,31.536375,all,I,sd,u-8-2
sw2568A-ms98-a-0008,31.536375,31.680750,the,I,sd,u-8-2
sw2568A-ms98-a-0008,31.680750,32.170750,movies,I,sd,u-8-2
sw2568A-ms98-a-0008,32.170750,32.320750,i've,I,sd,u-8-2
sw2568A-ms98-a-0008,32.320750,32.850750,recently,I,sd,u-8-2
sw2568A-ms98-a-0008,32.850750,33.239875,seen,I,sd,u-8-2
sw2568A-ms98-a-0008,33.865125,34.411500,uh,I,sd,u-8-2
sw2568A-ms98-a-0009,35.060250,35.385125,oh,B,qy^d,u-8-3
sw2568A-ms98-a-0009,35.385125,35.595125,Air,I,qy^d,u-8-3
sw2568A-ms98-a-0009,35.595125,36.445375,America,I,qy^d,u-8-3
sw2568A-ms98-a-0011,38.266250,38.399625,have,B,qy,u-10-1
sw2568A-ms98-a-0011,38.399625,38.499625,you,I,qy,u-10-1
sw2568A-ms98-a-0011,38.499625,38.779625,seen,I,qy,u-10-1
sw2568A-ms98-a-0011,38.779625,39.109625,Wild,I,qy,u-10-1
sw2568A-ms98-a-0011,39.109625,39.689750,Orchid,I,qy,u-10-1
sw2568A-ms98-a-0013,41.879000,42.211250,well,B,^h,u-12-1
sw2568A-ms98-a-0013,42.211250,42.341250,it,I,^h,u-12-1
sw2568A-ms98-a-0013,42.341250,42.981250,depends,I,^h,u-12-1
sw2568A-ms98-a-0013,42.981250,43.131250,do,B,qy,u-12-2
sw2568A-ms98-a-0013,43.131250,43.261250,you,I,qy,u-12-2
sw2568A-ms98-a-0013,43.261250,43.781250,like,I,qy,u-12-2
sw2568A-ms98-a-0013,43.781250,44.191250,uh,I,qy,u-12-2
sw2568A-ms98-a-0013,44.191250,44.721250,steamy,I,qy,u-12-2
sw2568A-ms98-a-0013,44.721250,45.974375,movies,I,qy,u-12-2
sw2568A-ms98-a-0015,51.664125,51.854125,oh,B,bk,u-14-1
sw2568A-ms98-a-0015,51.854125,52.134125,okay,I,bk,u-14-1
sw2568A-ms98-a-0015,52.134125,52.304125,what,B,qo,u-14-2
sw2568A-ms98-a-0015,52.304125,52.514125,type,I,qo,u-14-2
sw2568A-ms98-a-0015,52.514125,52.584125,of,I,qo,u-14-2
sw2568A-ms98-a-0015,52.584125,52.904125,movies,I,qo,u-14-2
sw2568A-ms98-a-0015,52.904125,52.984125,do,I,qo,u-14-2
sw2568A-ms98-a-0015,52.984125,53.064125,you,I,qo,u-14-2
sw2568A-ms98-a-0015,53.064125,53.501125,like,I,qo,u-14-2
sw2568A-ms98-a-0017,63.691875,64.199625,okay,B,bk,u-18-1
sw2568A-ms98-a-0019,70.232125,70.489375,yeah,B,b,u-20-1
sw2568A-ms98-a-0021,72.799250,72.838750,do,B,qy,u-22-1
sw2568A-ms98-a-0021,72.838750,72.918750,you,I,qy,u-22-1
sw2568A-ms98-a-0021,72.918750,73.068750,like,I,qy,u-22-1
sw2568A-ms98-a-0021,73.068750,73.608750,suspense,I,qy,u-22-1
sw2568A-ms98-a-0021,73.608750,74.028750,movies,I,qy,u-22-1
sw2568A-ms98-a-0021,74.028750,74.108750,or,B,qrr,u-22-2
sw2568A-ms98-a-0021,74.108750,74.218750,do,I,qrr,u-22-2
sw2568A-ms98-a-0021,74.218750,74.308750,you,I,qrr,u-22-2
sw2568A-ms98-a-0021,74.308750,74.658750,like,I,qrr,u-22-2
sw2568A-ms98-a-0021,74.658750,74.978750,uh,I,qrr,u-22-2
sw2568A-ms98-a-0021,74.978750,75.286250,just,I,qrr,u-22-2
sw2568A-ms98-a-0021,75.482125,75.998750,action,I,qrr,u-22-2
sw2568A-ms98-a-0021,75.998750,76.283125,or,B,%,u-22-3
sw2568A-ms98-a-0023,82.898000,83.124625,oh,B,sd,u-24-1
sw2568A-ms98-a-0023,83.124625,83.574625,Jagged,I,sd,u-24-1
sw2568A-ms98-a-0023,83.574625,84.108750,Edge,I,sd,u-24-1
sw2568A-ms98-a-0023,84.496625,84.894625,Jagged,B,sd@,u-24-2
sw2568A-ms98-a-0023,84.894625,85.154625,Edge,I,sd@,u-24-2
sw2568A-ms98-a-0023,85.154625,85.434625,was,I,sd@,u-24-2
sw2568A-ms98-a-0023,85.434625,85.524625,a,I,sd@,u-24-2
sw2568A-ms98-a-0023,85.524625,86.244625,suspenseful,I,sd@,u-24-2
sw2568A-ms98-a-0023,86.244625,86.660000,one,I,sd@,u-24-2
sw2568A-ms98-a-0023,87.492375,87.884625,or,B,+@,u-26-1
sw2568A-ms98-a-0023,87.884625,88.671500,uh,I,+@,u-26-1
sw2568A-ms98-a-0023,88.671500,89.134625,Fatal,I,+@,u-26-1
sw2568A-ms98-a-0023,89.134625,89.831750,Attraction,I,+@,u-26-1
sw2568A-ms98-a-0025,100.218875,100.554375,oh,B,sd,u-28-1
sw2568A-ms98-a-0025,100.554375,100.921875,[laughter],I,sd,u-28-1
sw2568A-ms98-a-0025,100.921875,101.061875,well,I,sd,u-28-1
sw2568A-ms98-a-0025,101.061875,101.251875,i,I,sd,u-28-1
sw2568A-ms98-a-0025,101.251875,101.571875,hope,I,sd,u-28-1
sw2568A-ms98-a-0025,101.571875,101.621875,i,I,sd,u-28-1
sw2568A-ms98-a-0025,101.621875,101.791875,don't,I,sd,u-28-1
sw2568A-ms98-a-0025,101.791875,101.911875,run,I,sd,u-28-1
sw2568A-ms98-a-0025,101.911875,102.278375,across,I,sd,u-28-1
sw2568A-ms98-a-0025,102.278375,103.241875,them,I,sd,u-28-1
sw2568A-ms98-a-0027,112.290125,112.461250,what,B,qw,u-30-1
sw2568A-ms98-a-0027,112.461250,112.611250,was,I,qw,u-30-1
sw2568A-ms98-a-0027,112.611250,112.851250,your,I,qw,u-30-1
sw2568A-ms98-a-0027,112.851250,113.331250,favorite,I,qw,u-30-1
sw2568A-ms98-a-0027,113.331250,113.471250,all,I,qw,u-30-1
sw2568A-ms98-a-0027,113.471250,113.741250,time,I,qw,u-30-1
sw2568A-ms98-a-0027,113.741250,114.180625,movie,I,qw,u-30-1
sw2568A-ms98-a-0029,124.825500,125.072875,i,B,sd,u-32-1
sw2568A-ms98-a-0029,125.072875,125.202875,i,I,sd,u-32-1
sw2568A-ms98-a-0029,125.202875,125.432875,have,I,sd,u-32-1
sw2568A-ms98-a-0029,125.432875,125.562875,to,I,sd,u-32-1
sw2568A-ms98-a-0029,125.562875,125.892875,say,I,sd,u-32-1
sw2568A-ms98-a-0029,125.892875,126.022875,that,I,sd,u-32-1
sw2568A-ms98-a-0029,126.022875,126.432875,probably,I,sd,u-32-1
sw2568A-ms98-a-0029,126.432875,126.512875,the,I,sd,u-32-1
sw2568A-ms98-a-0029,126.512875,126.792875,one,I,sd,u-32-1
sw2568A-ms98-a-0029,126.792875,127.311375,movie,I,sd,u-32-1
sw2568A-ms98-a-0029,127.665500,128.182875,that,I,sd,u-32-1
sw2568A-ms98-a-0029,128.182875,128.582875,really,I,sd,u-32-1
sw2568A-ms98-a-0029,128.582875,129.022875,threw,I,sd,u-32-1
sw2568A-ms98-a-0029,129.022875,129.182875,me,I,sd,u-32-1
sw2568A-ms98-a-0029,129.182875,129.542875,back,I,sd,u-32-1
sw2568A-ms98-a-0029,129.542875,129.612875,the,I,sd,u-32-1
sw2568A-ms98-a-0029,129.612875,130.232625,most,I,sd,u-32-1
sw2568A-ms98-a-0029,130.654500,130.979375,uh,I,sd,u-32-1
sw2568A-ms98-a-0029,131.239250,131.382875,that,I,sd,u-32-1
sw2568A-ms98-a-0029,131.382875,131.452875,i,I,sd,u-32-1
sw2568A-ms98-a-0029,131.452875,131.652875,was,I,sd,u-32-1
sw2568A-ms98-a-0029,131.652875,131.962875,really,I,sd,u-32-1
sw2568A-ms98-a-0029,131.962875,132.022875,the,I,sd,u-32-1
sw2568A-ms98-a-0029,132.022875,132.412875,most,I,sd,u-32-1
sw2568A-ms98-a-0029,132.412875,132.552875,in,I,sd,u-32-1
sw2568A-ms98-a-0029,132.552875,132.962875,shock,I,sd,u-32-1
sw2568A-ms98-a-0029,132.962875,133.232875,with,I,sd,u-32-1
sw2568A-ms98-a-0029,133.232875,133.372875,was,I,sd,u-32-1
sw2568A-ms98-a-0029,133.372875,134.112875,probably,I,sd,u-32-1
sw2568A-ms98-a-0029,134.112875,134.242875,uh,I,sd,u-32-1
sw2568A-ms98-a-0029,134.242875,134.632875,Star,I,sd,u-32-1
sw2568A-ms98-a-0029,134.632875,135.080250,Wars,I,sd,u-32-1
sw2568A-ms98-a-0030,136.443500,136.578375,when,B,sd,u-34-1
sw2568A-ms98-a-0030,136.578375,136.778375,that,I,sd,u-34-1
sw2568A-ms98-a-0030,136.778375,137.148375,first,I,sd,u-34-1
sw2568A-ms98-a-0030,137.148375,137.438375,came,I,sd,u-34-1
sw2568A-ms98-a-0030,137.438375,137.838375,out,I,sd,u-34-1
sw2568A-ms98-a-0030,137.838375,137.918375,i,I,sd,u-34-1
sw2568A-ms98-a-0030,137.918375,138.628375,really,I,sd,u-34-1
sw2568A-ms98-a-0030,138.628375,138.848375,did,I,sd,u-34-1
sw2568A-ms98-a-0030,138.848375,139.128375,not,I,sd,u-34-1
sw2568A-ms98-a-0030,139.128375,139.828375,expect,I,sd,u-34-1
sw2568A-ms98-a-0030,139.828375,139.958375,the,I,sd,u-34-1
sw2568A-ms98-a-0030,139.958375,140.508375,special,I,sd,u-34-1
sw2568A-ms98-a-0030,140.508375,141.118375,effects,I,sd,u-34-1
sw2568A-ms98-a-0030,141.118375,141.248375,or,I,sd,u-34-1
sw2568A-ms98-a-0030,141.248375,141.578375,anything,I,sd,u-34-1
sw2568A-ms98-a-0030,141.578375,141.798375,like,I,sd,u-34-1
sw2568A-ms98-a-0030,141.798375,142.123250,that,I,sd,u-34-1
sw2568A-ms98-a-0030,142.895375,143.101375,i,B,sd,u-36-1
sw2568A-ms98-a-0030,143.101375,143.541000,mean,I,sd,u-36-1
sw2568A-ms98-a-0031,144.600375,144.730750,i,I,sd,u-36-1
sw2568A-ms98-a-0031,144.730750,145.080750,guess,I,sd,u-36-1
sw2568A-ms98-a-0031,145.080750,145.345625,uh,I,sd,u-36-1
sw2568A-ms98-a-0031,145.650750,145.840750,out,I,sd,u-36-1
sw2568A-ms98-a-0031,145.840750,145.950750,of,I,sd,u-36-1
sw2568A-ms98-a-0031,145.950750,146.190750,all,I,sd,u-36-1
sw2568A-ms98-a-0031,146.190750,146.270750,the,I,sd,u-36-1
sw2568A-ms98-a-0031,146.270750,146.720750,movies,I,sd,u-36-1
sw2568A-ms98-a-0031,146.720750,146.960750,i've,I,sd,u-36-1
sw2568A-ms98-a-0031,146.960750,147.220750,i've,I,sd,u-36-1
sw2568A-ms98-a-0031,147.220750,147.540750,never,I,sd,u-36-1
sw2568A-ms98-a-0031,147.540750,147.910750,been,I,sd,u-36-1
sw2568A-ms98-a-0031,147.910750,148.764500,as,I,sd,u-36-1
sw2568A-ms98-a-0031,149.186375,149.840750,excited,I,sd,u-36-1
sw2568A-ms98-a-0031,149.840750,149.920750,to,I,sd,u-36-1
sw2568A-ms98-a-0031,149.920750,150.020750,go,I,sd,u-36-1
sw2568A-ms98-a-0031,150.020750,150.240750,back,I,sd,u-36-1
sw2568A-ms98-a-0031,150.240750,150.300750,i,B,sd,u-36-2
sw2568A-ms98-a-0031,150.300750,150.490750,was,I,sd,u-36-2
sw2568A-ms98-a-0031,150.490750,150.650750,ready,I,sd,u-36-2
sw2568A-ms98-a-0031,150.650750,150.730750,to,I,sd,u-36-2
sw2568A-ms98-a-0031,150.730750,150.800750,go,I,sd,u-36-2
sw2568A-ms98-a-0031,150.800750,151.010750,back,I,sd,u-36-2
sw2568A-ms98-a-0031,151.010750,151.110750,and,I,sd,u-36-2
sw2568A-ms98-a-0031,151.110750,151.310750,see,I,sd,u-36-2
sw2568A-ms98-a-0031,151.310750,151.380750,it,I,sd,u-36-2
sw2568A-ms98-a-0031,151.380750,151.820750,again,I,sd,u-36-2
sw2568A-ms98-a-0031,151.820750,151.963375,you,I,sd,u-36-2
sw2568A-ms98-a-0031,151.963375,152.117875,know,I,sd,u-36-2
sw2568A-ms98-a-0031,152.117875,152.575125,[laughter],O,,
sw2568A-ms98-a-0033,161.751125,162.030875,now,B,sd,u-38-1
sw2568A-ms98-a-0033,162.030875,162.220875,i,I,sd,u-38-1
sw2568A-ms98-a-0033,162.220875,162.430875,i,I,sd,u-38-1
sw2568A-ms98-a-0033,162.430875,162.790875,also,I,sd,u-38-1
sw2568A-ms98-a-0033,162.790875,163.270875,liked,I,sd,u-38-1
sw2568A-ms98-a-0033,163.270875,163.709625,uh,I,sd,u-38-1
sw2568A-ms98-a-0033,164.071375,164.365125,oh,I,sd,u-38-1
sw2568A-ms98-a-0033,164.365125,164.640875,Gone,I,sd,u-38-1
sw2568A-ms98-a-0033,164.640875,164.760875,with,I,sd,u-38-1
sw2568A-ms98-a-0033,164.760875,164.850875,the,I,sd,u-38-1
sw2568A-ms98-a-0033,164.850875,165.380875,Wind,I,sd,u-38-1
sw2568A-ms98-a-0033,165.380875,165.540875,or,I,sd,u-38-1
sw2568A-ms98-a-0033,165.540875,165.770875,some,I,sd,u-38-1
sw2568A-ms98-a-0033,165.770875,165.840875,of,I,sd,u-38-1
sw2568A-ms98-a-0033,165.840875,165.900875,the,I,sd,u-38-1
sw2568A-ms98-a-0033,165.900875,166.270875,classic,I,sd,u-38-1
sw2568A-ms98-a-0033,166.270875,166.500875,like,I,sd,u-38-1
sw2568A-ms98-a-0033,166.500875,166.580875,The,I,sd,u-38-1
sw2568A-ms98-a-0033,166.580875,166.910875,Lawrence,I,sd,u-38-1
sw2568A-ms98-a-0033,166.910875,166.970875,of,I,sd,u-38-1
sw2568A-ms98-a-0033,166.970875,167.573625,Arabia,I,sd,u-38-1
sw2568A-ms98-a-0035,169.175125,169.343500,oh,B,bh,u-40-1
sw2568A-ms98-a-0035,169.343500,169.493500,you,I,bh,u-40-1
sw2568A-ms98-a-0035,169.493500,170.135250,haven't,I,bh,u-40-1
sw2568A-ms98-a-0037,171.583625,171.816375,oh,B,ny,u-42-1
sw2568A-ms98-a-0037,171.816375,172.450625,yeah,I,ny,u-42-1
sw2568A-ms98-a-0038,173.307375,173.534875,no,B,nn,u-44-1
sw2568A-ms98-a-0038,173.534875,173.814875,that's,B,sd^e,u-44-2
sw2568A-ms98-a-0038,173.814875,173.974875,uh,I,sd^e,u-44-2
sw2568A-ms98-a-0038,173.974875,174.334875,that's,I,sd^e,u-44-2
sw2568A-ms98-a-0038,174.334875,174.434875,a,I,sd^e,u-44-2
sw2568A-ms98-a-0038,174.434875,174.614875,that's,I,sd^e,u-44-2
sw2568A-ms98-a-0038,174.614875,174.694875,a,I,sd^e,u-44-2
sw2568A-ms98-a-0038,174.694875,175.170500,real,I,sd^e,u-44-2
sw2568A-ms98-a-0038,175.170500,175.774875,interesting,I,sd^e,u-44-2
sw2568A-ms98-a-0038,175.774875,176.226125,movie,I,sd^e,u-44-2
sw2568A-ms98-a-0038,176.542500,176.724875,and,B,sd,u-44-3
sw2568A-ms98-a-0038,176.724875,176.874875,it's,I,sd,u-44-3
sw2568A-ms98-a-0038,176.874875,177.044875,got,I,sd,u-44-3
sw2568A-ms98-a-0038,177.044875,177.104875,a,I,sd,u-44-3
sw2568A-ms98-a-0038,177.104875,177.334875,good,I,sd,u-44-3
sw2568A-ms98-a-0038,177.334875,177.924875,historical,I,sd,u-44-3
sw2568A-ms98-a-0038,177.924875,178.604875,perspective,I,sd,u-44-3
sw2568A-ms98-a-0038,178.604875,178.832000,to,I,sd,u-44-3
sw2568A-ms98-a-0038,178.832000,179.041500,it,I,sd,u-44-3
sw2568A-ms98-a-0040,183.192625,183.390000,oh,B,b,u-46-1
sw2568A-ms98-a-0040,183.390000,183.763000,yeah,I,b,u-46-1
sw2568A-ms98-a-0042,185.681250,187.323250,[laughter],O,,
sw2568A-ms98-a-0042,187.323250,187.797750,actually,B,sd,u-48-1
sw2568A-ms98-a-0042,188.065250,188.143250,i,I,sd,u-48-1
sw2568A-ms98-a-0042,188.143250,188.493250,just,I,sd,u-48-1
sw2568A-ms98-a-0042,188.493250,188.833250,saw,I,sd,u-48-1
sw2568A-ms98-a-0042,188.833250,188.883250,a,I,sd,u-48-1
sw2568A-ms98-a-0042,188.883250,189.440625,movie,I,sd,u-48-1
sw2568A-ms98-a-0042,189.745750,190.152875,uh,I,sd,u-48-1
sw2568A-ms98-a-0042,190.152875,190.443250,called,I,sd,u-48-1
sw2568A-ms98-a-0042,190.443250,190.503250,The,I,sd,u-48-1
sw2568A-ms98-a-0042,190.503250,190.993250,Lost,I,sd,u-48-1
sw2568A-ms98-a-0042,190.993250,191.699625,Capone,I,sd,u-48-1
sw2568A-ms98-a-0044,193.589125,194.187875,and,B,sd,u-50-1
sw2568A-ms98-a-0044,194.187875,194.403375,it's,I,sd,u-50-1
sw2568A-ms98-a-0044,194.403375,194.733375,about,I,sd,u-50-1
sw2568A-ms98-a-0044,194.733375,194.943375,Al,I,sd,u-50-1
sw2568A-ms98-a-0044,194.943375,195.753375,Capone's,I,sd,u-50-1
sw2568A-ms98-a-0044,195.753375,196.598125,brothers,I,sd,u-50-1
sw2568A-ms98-a-0045,197.638875,198.444000,primarily,B,+,u-52-1
sw2568A-ms98-a-0045,198.444000,198.674000,one,I,+,u-52-1
sw2568A-ms98-a-0045,198.674000,198.774000,of,I,+,u-52-1
sw2568A-ms98-a-0045,198.774000,198.904000,his,I,+,u-52-1
sw2568A-ms98-a-0045,198.904000,199.642875,brothers,I,+,u-52-1
sw2568A-ms98-a-0045,199.880125,199.974000,and,B,sd,u-52-2
sw2568A-ms98-a-0045,199.974000,200.034000,i,I,sd,u-52-2
sw2568A-ms98-a-0045,200.034000,200.294000,won't,I,sd,u-52-2
sw2568A-ms98-a-0045,200.294000,200.534000,give,I,sd,u-52-2
sw2568A-ms98-a-0045,200.534000,200.814000,the,I,sd,u-52-2
sw2568A-ms98-a-0045,200.814000,201.004000,the,I,sd,u-52-2
sw2568A-ms98-a-0045,201.004000,201.214000,whole,I,sd,u-52-2
sw2568A-ms98-a-0045,201.214000,201.594000,plot,I,sd,u-52-2
sw2568A-ms98-a-0045,201.594000,201.989000,away,I,sd,u-52-2
sw2568A-ms98-a-0045,202.305375,202.474000,but,B,sd,u-52-3
sw2568A-ms98-a-0045,202.474000,202.684000,it's,I,sd,u-52-3
sw2568A-ms98-a-0045,202.684000,202.924000,it's,I,sd,u-52-3
sw2568A-ms98-a-0045,202.924000,203.484000,really,I,sd,u-52-3
sw2568A-ms98-a-0045,203.484000,203.554000,a,I,sd,u-52-3
sw2568A-ms98-a-0045,203.554000,203.774000,good,I,sd,u-52-3
sw2568A-ms98-a-0045,203.774000,204.321250,movie,I,sd,u-52-3
sw2568A-ms98-a-0045,204.822250,205.522750,uh,I,sd,u-52-3
sw2568A-ms98-a-0045,205.522750,205.744000,Al,B,sd,u-52-4
sw2568A-ms98-a-0045,205.744000,206.104000,Capone,I,sd,u-52-4
sw2568A-ms98-a-0045,206.104000,206.304000,had,I,sd,u-52-4
sw2568A-ms98-a-0045,206.304000,206.554000,three,I,sd,u-52-4
sw2568A-ms98-a-0045,206.554000,207.196500,brothers,I,sd,u-52-4
sw2568A-ms98-a-0046,207.998500,208.472250,and,B,sd,u-54-1
sw2568A-ms98-a-0046,208.472250,208.772250,one,I,sd,u-54-1
sw2568A-ms98-a-0046,208.772250,208.902250,of,I,sd,u-54-1
sw2568A-ms98-a-0046,208.902250,209.232250,them,I,sd,u-54-1
sw2568A-ms98-a-0046,209.232250,209.432250,was,I,sd,u-54-1
sw2568A-ms98-a-0046,209.432250,210.022250,lost,I,sd,u-54-1
sw2568A-ms98-a-0046,210.022250,210.202250,for,I,sd,u-54-1
sw2568A-ms98-a-0046,210.202250,210.652250,many,I,sd,u-54-1
sw2568A-ms98-a-0046,210.652250,210.932250,many,I,sd,u-54-1
sw2568A-ms98-a-0046,210.932250,211.520500,years,I,sd,u-54-1
sw2568A-ms98-a-0047,212.532125,213.082750,and,B,sd,u-54-2
sw2568A-ms98-a-0047,213.082750,213.414250,uh,I,sd,u-54-2
sw2568A-ms98-a-0047,213.644000,213.712750,he,I,sd,u-54-2
sw2568A-ms98-a-0047,213.712750,213.982750,actually,I,sd,u-54-2
sw2568A-ms98-a-0047,213.982750,214.042750,he,I,sd,u-54-2
sw2568A-ms98-a-0047,214.042750,214.302750,turns,I,sd,u-54-2
sw2568A-ms98-a-0047,214.302750,214.392750,out,I,sd,u-54-2
sw2568A-ms98-a-0047,214.392750,214.482750,to,I,sd,u-54-2
sw2568A-ms98-a-0047,214.482750,214.562750,be,I,sd,u-54-2
sw2568A-ms98-a-0047,214.562750,214.632750,a,I,sd,u-54-2
sw2568A-ms98-a-0047,214.632750,214.862750,law,I,sd,u-54-2
sw2568A-ms98-a-0047,214.862750,215.197000,man,I,sd,u-54-2
sw2568A-ms98-a-0048,216.133500,216.436250,yeah,B,ny,u-56-1
sw2568A-ms98-a-0048,216.436250,216.786250,it's,B,sd^e,u-56-2
sw2568A-ms98-a-0048,216.786250,217.256250,really,I,sd^e,u-56-2
sw2568A-ms98-a-0048,217.256250,217.969250,interesting,I,sd^e,u-56-2
sw2568A-ms98-a-0048,218.403000,218.565000,it,B,%,u-56-3
sw2568A-ms98-a-0050,220.956625,221.156125,no,B,ar^m,u-58-1
sw2568A-ms98-a-0050,221.156125,221.336125,that's,B,bd,u-58-2
sw2568A-ms98-a-0050,221.336125,221.576125,okay,I,bd,u-58-2
sw2568A-ms98-a-0050,221.576125,221.646125,i,B,sd,u-58-3
sw2568A-ms98-a-0050,221.646125,221.856125,didn't,I,sd,u-58-3
sw2568A-ms98-a-0050,221.856125,221.966125,give,I,sd,u-58-3
sw2568A-ms98-a-0050,221.966125,222.166125,away,I,sd,u-58-3
sw2568A-ms98-a-0050,222.166125,222.296125,the,I,sd,u-58-3
sw2568A-ms98-a-0050,222.296125,222.716125,whole,I,sd,u-58-3
sw2568A-ms98-a-0050,222.716125,223.096125,thing,I,sd,u-58-3
sw2568A-ms98-a-0050,223.096125,223.226125,i,B,sd,u-58-4
sw2568A-ms98-a-0050,223.226125,223.476125,just,I,sd,u-58-4
sw2568A-ms98-a-0050,223.476125,223.626125,gave,I,sd,u-58-4
sw2568A-ms98-a-0050,223.626125,223.766125,away,I,sd,u-58-4
sw2568A-ms98-a-0050,223.766125,224.056125,just,I,sd,u-58-4
sw2568A-ms98-a-0050,224.056125,224.276125,enough,I,sd,u-58-4
sw2568A-ms98-a-0050,224.276125,224.366125,to,I,sd,u-58-4
sw2568A-ms98-a-0050,224.366125,224.536125,get,I,sd,u-58-4
sw2568A-ms98-a-0050,224.536125,224.626125,you,I,sd,u-58-4
sw2568A-ms98-a-0050,224.626125,225.172375,interested,I,sd,u-58-4
sw2568A-ms98-a-0050,225.172375,226.451125,[laughter],O,,
sw2568A-ms98-a-0052,228.623625,228.729375,yeah,B,ny,u-60-1
sw2568A-ms98-a-0052,228.729375,228.829375,it,B,sd^e,u-60-2
