sw3626B-ms98-a-0002,3.597625,4.093625,yes,B,b,u-2-1
sw3626B-ms98-a-0006,20.582875,20.732750,you,I,sd,u-6-2
sw3626B-ms98-a-0006,20.732750,20.862750,know,I,sd,u-6-2
sw3626B-ms98-a-0006,20.862750,21.324000,it's,I,sd,u-6-2
sw3626B-ms98-a-0006,21.998250,22.162750,it,I,sd,u-6-2
sw3626B-ms98-a-0006,22.162750,22.432750,comes,I,sd,u-6-2
sw3626B-ms98-a-0006,22.432750,22.612750,in,I,sd,u-6-2
sw3626B-ms98-a-0006,22.612750,22.892750,mighty,I,sd,u-6-2
sw3626B-ms98-a-0006,22.892750,23.292750,handy,I,sd,u-6-2
sw3626B-ms98-a-0008,26.422125,26.953625,uh,B,ny,u-8-1
sw3626B-ms98-a-0008,26.953625,27.253625,yeah,I,ny,u-8-1
sw3626B-ms98-a-0008,27.253625,27.313625,a,B,sd^e,u-8-2
sw3626B-ms98-a-0008,27.313625,27.533625,big,I,sd^e,u-8-2
sw3626B-ms98-a-0008,27.533625,27.793625,chunk,I,sd^e,u-8-2
sw3626B-ms98-a-0008,27.793625,27.863625,of,I,sd^e,u-8-2
sw3626B-ms98-a-0008,27.863625,27.983625,it's,I,sd^e,u-8-2
sw3626B-ms98-a-0008,27.983625,28.173625,word,I,sd^e,u-8-2
sw3626B-ms98-a-0008,28.173625,28.951625,processing,I,sd^e,u-8-2
sw3626B-ms98-a-0008,28.951625,29.143625,we're,B,sd,u-8-3
sw3626B-ms98-a-0008,29.143625,29.443625,also,I,sd,u-8-3
sw3626B-ms98-a-0008,29.443625,29.763625,taking,I,sd,u-8-3
sw3626B-ms98-a-0008,29.763625,30.333625,programming,I,sd,u-8-3
sw3626B-ms98-a-0008,30.333625,30.975375,classes,I,sd,u-8-3
sw3626B-ms98-a-0008,31.596875,31.983625,and,B,sd,u-8-4
sw3626B-ms98-a-0008,31.983625,32.183625,uh,I,sd,u-8-4
sw3626B-ms98-a-0008,32.183625,32.903625,so,I,sd,u-8-4
sw3626B-ms98-a-0008,32.903625,33.063625,there's,I,sd,u-8-4
sw3626B-ms98-a-0008,33.063625,33.093625,a,I,sd,u-8-4
sw3626B-ms98-a-0008,33.093625,33.303625,fair,I,sd,u-8-4
sw3626B-ms98-a-0008,33.303625,33.453625,amount,I,sd,u-8-4
sw3626B-ms98-a-0008,33.453625,33.513625,of,I,sd,u-8-4
sw3626B-ms98-a-0008,33.513625,34.003625,programming,I,sd,u-8-4
sw3626B-ms98-a-0008,34.003625,34.293625,getting,I,sd,u-8-4
sw3626B-ms98-a-0008,34.293625,34.483625,done,I,sd,u-8-4
sw3626B-ms98-a-0008,34.483625,34.653625,on,I,sd,u-8-4
sw3626B-ms98-a-0008,34.653625,34.743625,it,I,sd,u-8-4
sw3626B-ms98-a-0008,35.483625,35.615875,but,B,%,u-8-5
sw3626B-ms98-a-0008,35.988750,36.434500,uh,I,%,u-8-5
sw3626B-ms98-a-0009,38.176500,38.364875,the,I,%,u-8-5
sw3626B-ms98-a-0009,38.364875,38.611875,uh,I,%,u-8-5
sw3626B-ms98-a-0009,38.920750,39.141375,right,B,sd,u-8-6
sw3626B-ms98-a-0009,39.141375,39.301375,now,I,sd,u-8-6
sw3626B-ms98-a-0009,39.301375,39.431375,we,I,sd,u-8-6
sw3626B-ms98-a-0009,39.431375,39.531375,got,I,sd,u-8-6
sw3626B-ms98-a-0009,39.531375,39.571375,a,I,sd,u-8-6
sw3626B-ms98-a-0009,39.571375,40.061375,project,I,sd,u-8-6
sw3626B-ms98-a-0009,40.061375,40.361375,going,I,sd,u-8-6
sw3626B-ms98-a-0009,40.361375,40.481375,we're,I,sd,u-8-6
sw3626B-ms98-a-0009,40.481375,40.701375,trying,I,sd,u-8-6
sw3626B-ms98-a-0009,40.701375,40.811375,to,I,sd,u-8-6
sw3626B-ms98-a-0009,40.811375,41.052750,put,I,sd,u-8-6
sw3626B-ms98-a-0009,41.828625,42.219500,um,I,sd,u-8-6
sw3626B-ms98-a-0009,42.746875,42.941375,all,I,sd,u-8-6
sw3626B-ms98-a-0009,42.941375,43.021375,my,I,sd,u-8-6
sw3626B-ms98-a-0009,43.021375,43.331375,wife's,I,sd,u-8-6
sw3626B-ms98-a-0009,43.331375,43.641375,stray,I,sd,u-8-6
sw3626B-ms98-a-0009,43.641375,44.500125,recipes,I,sd,u-8-6
sw3626B-ms98-a-0009,44.835375,45.041375,on,I,sd,u-8-6
sw3626B-ms98-a-0009,45.041375,45.111375,the,I,sd,u-8-6
sw3626B-ms98-a-0009,45.111375,45.669250,disk,I,sd,u-8-6
sw3626B-ms98-a-0011,50.375750,50.835750,uh,B,sd,u-10-1
sw3626B-ms98-a-0011,50.835750,50.935750,it,I,sd,u-10-1
sw3626B-ms98-a-0011,50.935750,51.175750,came,I,sd,u-10-1
sw3626B-ms98-a-0011,51.175750,51.315750,with,I,sd,u-10-1
sw3626B-ms98-a-0011,51.315750,51.345750,a,I,sd,u-10-1
sw3626B-ms98-a-0011,51.345750,51.725750,menus,I,sd,u-10-1
sw3626B-ms98-a-0011,51.725750,52.315750,program,I,sd,u-10-1
sw3626B-ms98-a-0011,52.315750,52.565750,but,B,%,u-10-2
sw3626B-ms98-a-0011,52.565750,52.960875,uh,I,%,u-10-2
sw3626B-ms98-a-0011,53.281000,53.455750,that,I,%,u-10-2
sw3626B-ms98-a-0011,53.455750,53.805875,doesn't,I,%,u-10-2
sw3626B-ms98-a-0011,54.568625,54.723000,it,B,%,u-10-3
sw3626B-ms98-a-0011,54.723000,54.995750,is,O,,
sw3626B-ms98-a-0011,54.995750,55.855750,[maceboast/mostly],O,,
sw3626B-ms98-a-0011,55.855750,56.305750,excuse,B,%,u-10-4
sw3626B-ms98-a-0011,56.305750,56.491250,me,I,%,u-10-4
sw3626B-ms98-a-0011,56.623000,57.095750,mostly,B,sd,u-10-5
sw3626B-ms98-a-0011,57.095750,57.315750,kind,I,sd,u-10-5
sw3626B-ms98-a-0011,57.315750,57.385750,of,I,sd,u-10-5
sw3626B-ms98-a-0011,57.385750,57.425750,a,I,sd,u-10-5
sw3626B-ms98-a-0011,57.425750,57.735750,pain,I,sd,u-10-5
sw3626B-ms98-a-0011,57.735750,57.915750,in,I,sd,u-10-5
sw3626B-ms98-a-0011,57.915750,57.975750,the,I,sd,u-10-5
sw3626B-ms98-a-0011,57.975750,58.275750,neck,I,sd,u-10-5
sw3626B-ms98-a-0011,58.275750,58.525750,without,I,sd,u-10-5
sw3626B-ms98-a-0011,58.525750,58.575750,a,I,sd,u-10-5
sw3626B-ms98-a-0011,58.575750,58.815750,hard,I,sd,u-10-5
sw3626B-ms98-a-0011,58.815750,59.262875,drive,I,sd,u-10-5
sw3626B-ms98-a-0012,60.351125,60.441125,and,B,sd,u-12-1
sw3626B-ms98-a-0012,60.441125,60.821125,hopefully,I,sd,u-12-1
sw3626B-ms98-a-0012,60.821125,61.221125,sometime,I,sd,u-12-1
sw3626B-ms98-a-0012,61.221125,61.321125,this,I,sd,u-12-1
sw3626B-ms98-a-0012,61.321125,61.591125,spring,I,sd,u-12-1
sw3626B-ms98-a-0012,61.591125,61.681125,we'll,I,sd,u-12-1
sw3626B-ms98-a-0012,61.681125,61.781125,be,I,sd,u-12-1
sw3626B-ms98-a-0012,61.781125,61.901125,able,I,sd,u-12-1
sw3626B-ms98-a-0012,61.901125,61.981125,to,I,sd,u-12-1
sw3626B-ms98-a-0012,61.981125,62.171125,get,I,sd,u-12-1
sw3626B-ms98-a-0012,62.171125,62.341125,one,I,sd,u-12-1
sw3626B-ms98-a-0012,62.341125,62.461125,and,I,sd,u-12-1
sw3626B-ms98-a-0012,62.461125,62.561125,get,I,sd,u-12-1
sw3626B-ms98-a-0012,62.561125,62.621125,it,I,sd,u-12-1
sw3626B-ms98-a-0012,62.621125,63.171125,configured,I,sd,u-12-1
sw3626B-ms98-a-0014,67.078250,67.318250,eighty,B,sd,u-14-1
sw3626B-ms98-a-0014,67.318250,67.478250,eighty,I,sd,u-14-1
sw3626B-ms98-a-0014,67.478250,67.948250,six,I,sd,u-14-1
sw3626B-ms98-a-0016,73.491875,73.881875,which,B,qw,u-16-1
sw3626B-ms98-a-0017,75.082125,75.449125,ah,O,,
sw3626B-ms98-a-0018,76.626875,77.256875,impoverished,B,sd,u-18-1
sw3626B-ms98-a-0018,77.386875,77.686875,college,I,sd,u-18-1
sw3626B-ms98-a-0018,77.686875,78.156875,student,I,sd,u-18-1
sw3626B-ms98-a-0019,79.382375,79.562375,this,B,sd,u-20-1
sw3626B-ms98-a-0019,79.562375,79.702375,one,I,sd,u-20-1
sw3626B-ms98-a-0019,79.702375,79.852375,went,I,sd,u-20-1
sw3626B-ms98-a-0019,79.852375,79.992375,on,I,sd,u-20-1
sw3626B-ms98-a-0019,79.992375,80.042375,a,I,sd,u-20-1
sw3626B-ms98-a-0019,80.042375,80.322375,credit,I,sd,u-20-1
sw3626B-ms98-a-0019,80.322375,80.749000,card,I,sd,u-20-1
sw3626B-ms98-a-0019,80.907125,81.022375,and,B,sd,u-20-2
sw3626B-ms98-a-0019,81.022375,81.152375,we,I,sd,u-20-2
sw3626B-ms98-a-0019,81.152375,81.312375,got,I,sd,u-20-2
sw3626B-ms98-a-0019,81.312375,81.352375,a,I,sd,u-20-2
sw3626B-ms98-a-0019,81.352375,81.512375,way,I,sd,u-20-2
sw3626B-ms98-a-0019,81.512375,81.732375,out,I,sd,u-20-2
sw3626B-ms98-a-0019,81.732375,82.002375,while,I,sd,u-20-2
sw3626B-ms98-a-0019,82.002375,82.072375,to,I,sd,u-20-2
sw3626B-ms98-a-0019,82.072375,82.252375,pay,I,sd,u-20-2
sw3626B-ms98-a-0019,82.252375,82.372375,it,I,sd,u-20-2
sw3626B-ms98-a-0019,82.372375,82.602375,off,I,sd,u-20-2
sw3626B-ms98-a-0019,82.602375,82.871375,yet,I,sd,u-20-2
sw3626B-ms98-a-0019,83.924625,84.159500,so,B,o@,u-20-3
sw3626B-ms98-a-0019,84.159500,84.442250,it's,I,o@,u-20-3
sw3626B-ms98-a-0021,88.391375,88.562625,uh,O,,
sw3626B-ms98-a-0023,93.940125,94.120125,oh,B,+@,u-22-1
sw3626B-ms98-a-0023,94.120125,94.240125,that,I,+@,u-22-1
sw3626B-ms98-a-0023,94.240125,94.530125,sounds,I,+@,u-22-1
sw3626B-ms98-a-0023,94.530125,95.101375,nice,I,+@,u-22-1
sw3626B-ms98-a-0025,105.149250,105.949250,EDP,O,,
sw3626B-ms98-a-0027,108.239875,108.810875,okay,B,bk,u-26-1
sw3626B-ms98-a-0028,109.922000,110.102000,that,B,sv,u-26-2
sw3626B-ms98-a-0028,110.102000,110.432000,sounds,I,sv,u-26-2
sw3626B-ms98-a-0028,110.432000,110.612000,like,I,sv,u-26-2
sw3626B-ms98-a-0028,110.612000,110.662000,a,I,sv,u-26-2
sw3626B-ms98-a-0028,110.662000,111.042000,fine,I,sv,u-26-2
sw3626B-ms98-a-0028,111.042000,111.397500,job,I,sv,u-26-2
sw3626B-ms98-a-0030,115.145375,115.595375,yes,B,b,u-28-1
sw3626B-ms98-a-0032,118.058875,118.330875,ah,O,,
sw3626B-ms98-a-0032,119.002500,119.320625,computer,B,+,u-32-1
sw3626B-ms98-a-0032,119.320625,119.880625,engineering,I,+,u-32-1
sw3626B-ms98-a-0033,120.786250,120.878000,well,B,sd,u-34-1
sw3626B-ms98-a-0033,120.878000,120.978000,it's,I,sd,u-34-1
sw3626B-ms98-a-0033,120.978000,121.298000,computer,I,sd,u-34-1
sw3626B-ms98-a-0033,121.298000,121.668000,engineering,I,sd,u-34-1
sw3626B-ms98-a-0033,121.668000,122.310125,technology,I,sd,u-34-1
sw3626B-ms98-a-0033,123.326500,123.577625,uh,I,sd,u-34-1
sw3626B-ms98-a-0033,123.577625,123.989500,which,I,sd,u-34-1
sw3626B-ms98-a-0033,124.177750,124.488000,uh,I,sd,u-34-1
sw3626B-ms98-a-0033,124.488000,124.678000,it's,I,sd,u-34-1
sw3626B-ms98-a-0033,124.678000,124.908000,all,I,sd,u-34-1
sw3626B-ms98-a-0033,124.908000,124.948000,i,I,sd,u-34-1
sw3626B-ms98-a-0033,124.948000,125.058000,can,I,sd,u-34-1
sw3626B-ms98-a-0033,125.058000,125.598000,understand,I,sd,u-34-1
sw3626B-ms98-a-0033,125.598000,125.688000,is,I,sd,u-34-1
sw3626B-ms98-a-0033,125.688000,125.878000,just,I,sd,u-34-1
sw3626B-ms98-a-0033,125.878000,125.978000,this,I,sd,u-34-1
sw3626B-ms98-a-0033,125.978000,126.328000,slightly,I,sd,u-34-1
sw3626B-ms98-a-0033,126.328000,126.588000,more,I,sd,u-34-1
sw3626B-ms98-a-0033,126.588000,126.938000,hands,I,sd,u-34-1
sw3626B-ms98-a-0033,126.938000,127.188000,on,I,sd,u-34-1
sw3626B-ms98-a-0033,127.188000,127.688000,version,I,sd,u-34-1
sw3626B-ms98-a-0033,127.688000,127.818000,of,I,sd,u-34-1
sw3626B-ms98-a-0033,127.818000,128.228000,computer,I,sd,u-34-1
sw3626B-ms98-a-0033,128.228000,128.771750,engineering,I,sd,u-34-1
sw3626B-ms98-a-0034,129.915125,130.316750,but,B,sd,u-34-2
sw3626B-ms98-a-0034,130.708500,130.879500,i've,I,sd,u-34-2
sw3626B-ms98-a-0034,130.879500,131.011375,got,I,sd,u-34-2
sw3626B-ms98-a-0034,131.011375,131.041375,a,I,sd,u-34-2
sw3626B-ms98-a-0034,131.041375,131.301375,ways,I,sd,u-34-2
sw3626B-ms98-a-0034,131.301375,131.391375,to,I,sd,u-34-2
sw3626B-ms98-a-0034,131.391375,131.541375,go,I,sd,u-34-2
sw3626B-ms98-a-0034,131.541375,131.831375,yet,I,sd,u-34-2
sw3626B-ms98-a-0034,132.850500,133.081375,so,B,sd,u-34-3
sw3626B-ms98-a-0034,133.081375,133.331375,far,I,sd,u-34-3
sw3626B-ms98-a-0034,133.331375,133.591375,most,I,sd,u-34-3
sw3626B-ms98-a-0034,133.591375,133.651375,of,I,sd,u-34-3
sw3626B-ms98-a-0034,133.651375,133.771375,what,I,sd,u-34-3
sw3626B-ms98-a-0034,133.771375,133.881375,i've,I,sd,u-34-3
sw3626B-ms98-a-0034,133.881375,134.051375,done,I,sd,u-34-3
sw3626B-ms98-a-0034,134.051375,134.161375,is,I,sd,u-34-3
sw3626B-ms98-a-0034,134.161375,134.401375,getting,I,sd,u-34-3
sw3626B-ms98-a-0034,134.401375,134.731375,gotten,I,sd,u-34-3
sw3626B-ms98-a-0034,134.731375,135.001375,core,I,sd,u-34-3
sw3626B-ms98-a-0034,135.001375,135.451375,classes,I,sd,u-34-3
sw3626B-ms98-a-0034,135.451375,135.531375,out,I,sd,u-34-3
sw3626B-ms98-a-0034,135.531375,135.611375,of,I,sd,u-34-3
sw3626B-ms98-a-0034,135.611375,135.671375,the,I,sd,u-34-3
sw3626B-ms98-a-0034,135.671375,136.114375,way,I,sd,u-34-3
sw3626B-ms98-a-0034,136.943000,137.201375,taken,B,sd,u-34-4
sw3626B-ms98-a-0034,137.201375,137.381375,some,I,sd,u-34-4
sw3626B-ms98-a-0034,137.381375,137.971375,electronics,I,sd,u-34-4
sw3626B-ms98-a-0034,137.971375,138.521375,classes,I,sd,u-34-4
sw3626B-ms98-a-0035,140.140000,140.765250,and,I,sd,u-34-4
sw3626B-ms98-a-0035,140.765250,140.975250,one,I,sd,u-34-4
sw3626B-ms98-a-0035,140.975250,141.425250,class,I,sd,u-34-4
sw3626B-ms98-a-0035,141.425250,141.695250,in,I,sd,u-34-4
sw3626B-ms98-a-0035,141.695250,141.975250,um,I,sd,u-34-4
sw3626B-ms98-a-0035,143.215250,143.395250,with,I,sd,u-34-4
sw3626B-ms98-a-0035,143.395250,143.785250,computer,I,sd,u-34-4
sw3626B-ms98-a-0035,143.785250,144.195250,logic,I,sd,u-34-4
sw3626B-ms98-a-0037,147.382750,147.697750,oh,B,aa,u-36-1
sw3626B-ms98-a-0037,147.697750,148.120500,yes,I,aa,u-36-1
sw3626B-ms98-a-0037,148.527250,148.863125,yeah,O,,
sw3626B-ms98-a-0037,149.341375,149.459125,i,B,sd,u-36-2
sw3626B-ms98-a-0037,149.459125,149.659125,rather,I,sd,u-36-2
sw3626B-ms98-a-0037,149.659125,150.039125,enjoy,I,sd,u-36-2
sw3626B-ms98-a-0037,150.039125,150.129125,it,I,sd,u-36-2
sw3626B-ms98-a-0037,150.129125,150.739125,myself,I,sd,u-36-2
sw3626B-ms98-a-0037,150.739125,152.059125,[laughter],O,,
sw3626B-ms98-a-0037,152.059125,152.249125,the,B,sd,u-36-3
sw3626B-ms98-a-0037,152.249125,152.614375,uh,I,sd,u-36-3
sw3626B-ms98-a-0037,152.614375,152.949125,lab,I,sd,u-36-3
sw3626B-ms98-a-0037,152.949125,153.099125,for,I,sd,u-36-3
sw3626B-ms98-a-0037,153.099125,153.399125,that,I,sd,u-36-3
sw3626B-ms98-a-0037,153.399125,153.653375,uh,I,sd,u-36-3
sw3626B-ms98-a-0037,154.402875,154.828000,um,I,sd,u-36-3
sw3626B-ms98-a-0037,155.136750,155.519125,computer,I,sd,u-36-3
sw3626B-ms98-a-0037,155.519125,155.869125,logic,I,sd,u-36-3
sw3626B-ms98-a-0037,155.869125,156.356000,class,I,sd,u-36-3
sw3626B-ms98-a-0037,156.356000,156.819125,was,I,sd,u-36-3
sw3626B-ms98-a-0037,156.909125,157.010875,a,I,sd,u-36-3
sw3626B-ms98-a-0037,157.010875,157.123875,lot,I,sd,u-36-3
sw3626B-ms98-a-0037,157.123875,157.209125,of,I,sd,u-36-3
sw3626B-ms98-a-0037,157.209125,157.719125,fun,I,sd,u-36-3
sw3626B-ms98-a-0038,158.808625,159.103750,yeah,B,ny,u-38-1
sw3626B-ms98-a-0038,159.231875,159.308625,we,B,sd^e,u-38-2
sw3626B-ms98-a-0038,159.308625,159.478625,got,I,sd^e,u-38-2
sw3626B-ms98-a-0038,159.478625,159.790875,to,I,sd^e,u-38-2
sw3626B-ms98-a-0038,160.310625,160.488625,hook,I,sd^e,u-38-2
sw3626B-ms98-a-0038,160.488625,160.678625,up,I,sd^e,u-38-2
sw3626B-ms98-a-0038,160.678625,160.708625,a,I,sd^e,u-38-2
sw3626B-ms98-a-0038,160.708625,161.118625,few,I,sd^e,u-38-2
sw3626B-ms98-a-0038,161.118625,161.407875,uh,I,sd^e,u-38-2
sw3626B-ms98-a-0038,162.087875,162.748625,counters,I,sd^e,u-38-2
sw3626B-ms98-a-0038,162.748625,162.976125,and,I,sd^e,u-38-2
sw3626B-ms98-a-0038,163.187125,163.508625,and,I,sd^e,u-38-2
sw3626B-ms98-a-0038,163.508625,163.785125,uh,I,sd^e,u-38-2
sw3626B-ms98-a-0038,164.466875,164.632750,de[coders]-,I,sd^e,u-38-2
sw3626B-ms98-a-0038,164.632750,165.426125,encoders,I,sd^e,u-38-2
sw3626B-ms98-a-0039,167.119875,167.469875,yeah,B,aa,u-40-1
sw3626B-ms98-a-0041,170.525125,170.632125,i've,B,sd,u-42-1
sw3626B-ms98-a-0041,170.632125,170.795125,not,I,sd,u-42-1
sw3626B-ms98-a-0041,170.795125,171.005125,gotten,I,sd,u-42-1
sw3626B-ms98-a-0041,171.005125,171.055125,a,I,sd,u-42-1
sw3626B-ms98-a-0041,171.055125,171.355125,chance,I,sd,u-42-1
sw3626B-ms98-a-0041,171.355125,171.465125,to,I,sd,u-42-1
sw3626B-ms98-a-0041,171.465125,171.775125,work,I,sd,u-42-1
sw3626B-ms98-a-0041,171.775125,171.975125,with,I,sd,u-42-1
sw3626B-ms98-a-0041,171.975125,172.055125,it,I,sd,u-42-1
sw3626B-ms98-a-0041,172.055125,172.595750,although,I,sd,u-42-1
sw3626B-ms98-a-0041,172.595750,173.137375,um,I,sd,u-42-1
sw3626B-ms98-a-0041,173.551625,173.770750,m[y]-,I,sd,u-42-1
sw3626B-ms98-a-0041,173.770750,173.905125,uh,I,sd,u-42-1
sw3626B-ms98-a-0041,173.905125,174.338250,-[m]y,I,sd,u-42-1
sw3626B-ms98-a-0041,175.110375,175.315125,data,I,sd,u-42-1
sw3626B-ms98-a-0041,175.315125,176.034125,structures,I,sd,u-42-1
sw3626B-ms98-a-0041,176.263875,176.732500,teacher,I,sd,u-42-1
sw3626B-ms98-a-0041,177.218375,177.325125,was,I,sd,u-42-1
sw3626B-ms98-a-0041,177.325125,177.645125,telling,I,sd,u-42-1
sw3626B-ms98-a-0041,177.645125,177.775125,us,I,sd,u-42-1
sw3626B-ms98-a-0041,177.775125,178.121875,something,I,sd,u-42-1
sw3626B-ms98-a-0041,178.121875,178.476000,about,I,sd,u-42-1
sw3626B-ms98-a-0041,178.476000,178.635125,wh[y]-,I,sd,u-42-1
sw3626B-ms98-a-0041,178.635125,178.915125,how,I,sd,u-42-1
sw3626B-ms98-a-0041,178.915125,179.302000,[fudgy/fuzzy],I,sd,u-42-1
sw3626B-ms98-a-0041,179.302000,179.655125,fuzzy,I,sd,u-42-1
sw3626B-ms98-a-0041,179.655125,180.085125,logic,I,sd,u-42-1
sw3626B-ms98-a-0041,180.085125,180.675125,works,I,sd,u-42-1
sw3626B-ms98-a-0041,180.805125,180.965125,as,I,sd,u-42-1
sw3626B-ms98-a-0041,180.965125,181.235125,far,I,sd,u-42-1
sw3626B-ms98-a-0041,181.235125,181.607375,as,I,sd,u-42-1
sw3626B-ms98-a-0041,182.232625,182.336125,the,I,sd,u-42-1
sw3626B-ms98-a-0041,182.336125,182.833375,concept,I,sd,u-42-1
sw3626B-ms98-a-0041,182.833375,183.295125,behind,I,sd,u-42-1
sw3626B-ms98-a-0041,183.295125,183.435125,it,I,sd,u-42-1
sw3626B-ms98-a-0042,184.461625,184.661625,now,B,sd,u-44-1
sw3626B-ms98-a-0042,184.661625,184.871625,how,I,sd,u-44-1
sw3626B-ms98-a-0042,184.871625,185.011625,you'd,I,sd,u-44-1
sw3626B-ms98-a-0042,185.011625,185.481625,implement,I,sd,u-44-1
sw3626B-ms98-a-0042,185.481625,185.704875,that,I,sd,u-44-1
sw3626B-ms98-a-0042,186.326250,186.661625,uh,I,sd,u-44-1
sw3626B-ms98-a-0042,186.661625,187.181625,software,I,sd,u-44-1
sw3626B-ms98-a-0042,187.181625,187.521625,wise,I,sd,u-44-1
sw3626B-ms98-a-0042,187.521625,187.581625,or,I,sd,u-44-1
sw3626B-ms98-a-0042,187.581625,188.151625,mechanically,I,sd,u-44-1
sw3626B-ms98-a-0042,188.151625,188.241625,i,I,sd,u-44-1
sw3626B-ms98-a-0042,188.241625,188.561625,don't,I,sd,u-44-1
sw3626B-ms98-a-0042,188.561625,189.035250,know,I,sd,u-44-1
sw3626B-ms98-a-0042,189.035250,189.361625,but,B,sd,u-44-2
sw3626B-ms98-a-0042,189.361625,189.632500,uh,I,sd,u-44-2
sw3626B-ms98-a-0042,190.133500,190.281625,it,I,sd,u-44-2
sw3626B-ms98-a-0042,190.281625,190.551625,sounds,I,sd,u-44-2
sw3626B-ms98-a-0042,190.551625,190.711625,like,I,sd,u-44-2
sw3626B-ms98-a-0042,190.711625,190.761625,a,I,sd,u-44-2
sw3626B-ms98-a-0042,190.761625,191.031625,very,I,sd,u-44-2
sw3626B-ms98-a-0042,191.031625,191.571625,impressive,I,sd,u-44-2
sw3626B-ms98-a-0042,191.571625,191.881625,piece,I,sd,u-44-2
sw3626B-ms98-a-0042,191.881625,192.272750,of,I,sd,u-44-2
sw3626B-ms98-a-0042,192.841500,193.081625,piece,I,sd,u-44-2
sw3626B-ms98-a-0042,193.081625,193.191625,of,I,sd,u-44-2
sw3626B-ms98-a-0042,193.191625,193.657750,work,I,sd,u-44-2
sw3626B-ms98-a-0044,200.006000,200.466000,yes,B,b,u-46-1
sw3626B-ms98-a-0046,204.345375,204.535375,in,B,qy,u-48-1
sw3626B-ms98-a-0046,204.535375,204.765375,the,I,qy,u-48-1
sw3626B-ms98-a-0046,204.765375,205.065375,fuzzy,I,qy,u-48-1
sw3626B-ms98-a-0046,205.065375,205.444500,logic,I,qy,u-48-1
sw3626B-ms98-a-0046,206.096125,206.583125,direction,I,qy,u-48-1
sw3626B-ms98-a-0048,220.565375,220.916375,yeah,B,b,u-50-1
sw3626B-ms98-a-0049,222.054750,222.444750,entering,B,sd,u-52-1
sw3626B-ms98-a-0049,222.444750,222.694750,bad,I,sd,u-52-1
sw3626B-ms98-a-0049,222.694750,223.344750,information,I,sd,u-52-1
sw3626B-ms98-a-0049,223.344750,223.444750,of,I,sd,u-52-1
sw3626B-ms98-a-0049,223.444750,223.634750,one,I,sd,u-52-1
sw3626B-ms98-a-0049,223.634750,223.924750,sort,I,sd,u-52-1
sw3626B-ms98-a-0049,223.924750,223.984750,or,I,sd,u-52-1
sw3626B-ms98-a-0049,223.984750,224.484750,another,I,sd,u-52-1
sw3626B-ms98-a-0049,224.484750,224.666875,and,B,%,u-52-2
sw3626B-ms98-a-0051,227.431875,227.791875,yeah,B,b,u-54-1
sw3626B-ms98-a-0053,231.445500,231.915500,uh-huh,B,b,u-56-1
sw3626B-ms98-a-0055,237.173625,237.700750,uh,B,ny,u-58-1
sw3626B-ms98-a-0055,237.700750,238.110750,yeah,I,ny,u-58-1
sw3626B-ms98-a-0055,238.110750,238.430750,well,B,sd^e,u-58-2
sw3626B-ms98-a-0055,238.430750,238.550000,th[e]-,I,sd^e,u-58-2
sw3626B-ms98-a-0055,238.712000,238.880750,what,I,sd^e,u-58-2
sw3626B-ms98-a-0055,238.880750,238.940750,the,I,sd^e,u-58-2
sw3626B-ms98-a-0055,238.940750,239.463625,computer,I,sd^e,u-58-2
