sw3734B-ms98-a-0003,6.767000,7.236875,oh,B,b,u-2-1
sw3734B-ms98-a-0026,87.391125,87.581125,because_1,I,sd,u-34-2
sw3734B-ms98-a-0026,87.581125,87.682875,i,I,sd,u-34-2
sw3734B-ms98-a-0026,87.682875,87.914125,don't,I,sd,u-34-2
sw3734B-ms98-a-0026,87.914125,88.161125,[laughter-have],I,sd,u-34-2
sw3734B-ms98-a-0026,88.161125,88.291125,to,I,sd,u-34-2
sw3734B-ms98-a-0026,88.291125,88.685125,buy,I,sd,u-34-2
sw3734B-ms98-a-0026,88.891375,88.985500,you,I,sd,u-34-2
sw3734B-ms98-a-0026,88.985500,89.241375,know,I,sd,u-34-2
sw3734B-ms98-a-0027,90.257625,90.727875,yeah,O,,
sw3734B-ms98-a-0027,90.856000,91.093750,isn't,O,,
sw3734B-ms98-a-0027,91.093750,91.248000,that,O,,
sw3734B-ms98-a-0027,91.248000,91.625500,yeah,O,,
sw3734B-ms98-a-0027,91.749750,91.953250,many,B,+,u-36-1
sw3734B-ms98-a-0027,91.953250,92.370750,clothes,I,+,u-36-1
sw3734B-ms98-a-0029,97.105750,97.257500,oh,B,b,u-38-1
sw3734B-ms98-a-0029,97.257500,97.508750,yeah,I,b,u-38-1
sw3734B-ms98-a-0031,101.722500,102.346500,yeah,B,b,u-40-1
sw3734B-ms98-a-0032,103.535000,103.732250,i,B,aa,u-42-1
sw3734B-ms98-a-0032,103.732250,104.512000,[laughter-know],O,,
sw3734B-ms98-a-0032,104.512000,104.651500,i,B,sd,u-42-2
sw3734B-ms98-a-0032,104.651500,104.775875,do,I,sd,u-42-2
sw3734B-ms98-a-0032,104.775875,104.955875,that,I,sd,u-42-2
sw3734B-ms98-a-0032,104.955875,105.105875,every,I,sd,u-42-2
sw3734B-ms98-a-0032,105.105875,105.285875,day,I,sd,u-42-2
sw3734B-ms98-a-0032,105.285875,105.425875,for,I,sd,u-42-2
sw3734B-ms98-a-0032,105.425875,105.897250,school,I,sd,u-42-2
sw3734B-ms98-a-0033,107.251500,107.582750,yeah,B,b^m,u-44-1
sw3734B-ms98-a-0033,107.925500,107.991750,but,B,sd,u-44-2
sw3734B-ms98-a-0033,107.991750,108.217750,i-,I,sd,u-44-2
sw3734B-ms98-a-0033,108.217750,108.350000,i,I,sd,u-44-2
sw3734B-ms98-a-0033,108.350000,108.510000,like,I,sd,u-44-2
sw3734B-ms98-a-0033,108.510000,108.740000,to,I,sd,u-44-2
sw3734B-ms98-a-0033,108.740000,108.940000,wear,I,sd,u-44-2
sw3734B-ms98-a-0033,108.940000,109.430000,comfortable,I,sd,u-44-2
sw3734B-ms98-a-0033,109.430000,109.730000,things,I,sd,u-44-2
sw3734B-ms98-a-0033,109.730000,109.973250,like,I,sd,u-44-2
sw3734B-ms98-a-0033,110.613500,111.030000,cotton,I,sd,u-44-2
sw3734B-ms98-a-0033,111.030000,111.145000,and,I,sd,u-44-2
sw3734B-ms98-a-0033,111.363500,111.689750,baggy,I,sd,u-44-2
sw3734B-ms98-a-0033,111.689750,112.229000,things,I,sd,u-44-2
sw3734B-ms98-a-0034,113.246000,113.798250,yeah,B,ny,u-46-1
sw3734B-ms98-a-0036,116.197875,116.981500,[laughter],O,,
sw3734B-ms98-a-0038,120.005000,120.234000,yeah,B,aa,u-50-1
sw3734B-ms98-a-0038,120.234000,120.264000,i,B,aa,u-50-2
sw3734B-ms98-a-0038,120.264000,120.474000,know,I,aa,u-50-2
sw3734B-ms98-a-0038,120.474000,120.564000,i,B,sd,u-50-3
sw3734B-ms98-a-0038,120.564000,120.724000,don't,I,sd,u-50-3
sw3734B-ms98-a-0038,120.724000,120.894000,[laughter-have],I,sd,u-50-3
sw3734B-ms98-a-0038,120.894000,121.094000,very,I,sd,u-50-3
sw3734B-ms98-a-0038,121.094000,121.354000,many,I,sd,u-50-3
sw3734B-ms98-a-0038,121.354000,121.634000,dress,I,sd,u-50-3
sw3734B-ms98-a-0038,121.634000,122.094000,clothes,I,sd,u-50-3
sw3734B-ms98-a-0038,122.094000,122.345625,but,B,sd,u-50-4
sw3734B-ms98-a-0038,122.993375,123.034000,i,B,+,u-52-1
sw3734B-ms98-a-0038,123.034000,123.334000,don't,I,+,u-52-1
sw3734B-ms98-a-0038,123.334000,123.614000,mind,I,+,u-52-1
sw3734B-ms98-a-0038,123.614000,123.664000,i,B,sd,u-52-2
sw3734B-ms98-a-0038,123.664000,123.854000,don't,I,sd,u-52-2
sw3734B-ms98-a-0038,123.854000,124.024000,need,I,sd,u-52-2
sw3734B-ms98-a-0038,124.024000,124.160125,them_1,I,sd,u-52-2
sw3734B-ms98-a-0038,124.160125,124.397375,yet,I,sd,u-52-2
sw3734B-ms98-a-0038,124.397375,124.845625,[laughter],O,,
sw3734B-ms98-a-0040,132.793875,133.073125,oh,B,b,u-56-1
sw3734B-ms98-a-0040,133.073125,133.632625,really,I,b,u-56-1
sw3734B-ms98-a-0042,138.904750,139.353625,oh,B,b,u-58-1
sw3734B-ms98-a-0044,143.334125,143.637250,oh,B,b,u-60-1
sw3734B-ms98-a-0046,148.773375,149.053625,hum,O,,
sw3734B-ms98-a-0048,150.966250,151.172375,oh,B,sd,u-64-1
sw3734B-ms98-a-0048,151.172375,151.462375,wow,I,sd,u-64-1
sw3734B-ms98-a-0048,151.462375,151.642375,i,I,sd,u-64-1
sw3734B-ms98-a-0048,151.642375,151.922375,love,I,sd,u-64-1
sw3734B-ms98-a-0048,151.922375,152.282375,[laughter-shoes],O,,
sw3734B-ms98-a-0048,152.282375,152.332375,i,B,sd,u-66-1
sw3734B-ms98-a-0048,152.332375,152.632375,always,I,sd,u-66-1
sw3734B-ms98-a-0048,152.632375,152.906875,buy,I,sd,u-66-1
sw3734B-ms98-a-0048,152.906875,153.305250,[laughter-shoes],O,,
sw3734B-ms98-a-0048,153.305250,154.058625,[laughter],O,,
sw3734B-ms98-a-0048,154.058625,154.542250,[laughter-yeah],O,,
sw3734B-ms98-a-0049,155.766750,156.504125,[laughter],O,,
sw3734B-ms98-a-0051,172.540000,172.908125,uh-huh,B,b,u-72-1
sw3734B-ms98-a-0053,177.999000,178.516125,yeah,B,b,u-74-1
sw3734B-ms98-a-0055,186.023000,186.462750,oh,B,b,u-76-1
sw3734B-ms98-a-0057,188.767625,188.914875,i,B,sd,u-78-1
sw3734B-ms98-a-0057,188.914875,189.123125,like,I,sd,u-78-1
sw3734B-ms98-a-0057,189.123125,189.260625,the,I,sd,u-78-1
sw3734B-ms98-a-0057,189.260625,189.660625,look,I,sd,u-78-1
sw3734B-ms98-a-0057,189.660625,189.949625,the,I,sd,u-78-1
sw3734B-ms98-a-0057,190.235875,190.450625,the,I,sd,u-78-1
sw3734B-ms98-a-0057,190.450625,190.640625,like,I,sd,u-78-1
sw3734B-ms98-a-0057,190.640625,191.080625,suit,I,sd,u-78-1
sw3734B-ms98-a-0057,191.080625,191.440625,look,I,sd,u-78-1
sw3734B-ms98-a-0057,191.440625,192.060625,professional,I,sd,u-78-1
sw3734B-ms98-a-0057,192.060625,192.340625,like,I,sd,u-78-1
sw3734B-ms98-a-0057,192.340625,192.430625,you,I,sd,u-78-1
sw3734B-ms98-a-0057,192.430625,192.550625,know,I,sd,u-78-1
sw3734B-ms98-a-0057,192.550625,192.979500,look,I,sd,u-78-1
sw3734B-ms98-a-0057,193.363750,193.642500,but,B,sd,u-78-2
sw3734B-ms98-a-0058,194.727875,195.017875,i,I,sd,u-78-2
sw3734B-ms98-a-0058,195.017875,195.277875,[laughter-i],I,sd,u-78-2
sw3734B-ms98-a-0058,195.277875,195.577875,[laughter-really],I,sd,u-78-2
sw3734B-ms98-a-0058,195.577875,195.707875,don't,I,sd,u-78-2
sw3734B-ms98-a-0058,195.707875,195.827875,have,I,sd,u-78-2
sw3734B-ms98-a-0058,195.827875,196.057875,much,I,sd,u-78-2
sw3734B-ms98-a-0058,196.057875,196.197875,of,I,sd,u-78-2
sw3734B-ms98-a-0058,196.197875,196.397875,a,I,sd,u-78-2
sw3734B-ms98-a-0058,196.397875,196.907875,opportunity,I,sd,u-78-2
sw3734B-ms98-a-0058,196.907875,197.017875,to,I,sd,u-78-2
sw3734B-ms98-a-0058,197.017875,197.392750,wear,I,sd,u-78-2
sw3734B-ms98-a-0058,197.392750,197.441125,it,I,sd,u-78-2
sw3734B-ms98-a-0058,197.441125,198.137875,[laughter],O,,
sw3734B-ms98-a-0059,198.702375,199.070875,um,B,sd,u-80-1
sw3734B-ms98-a-0059,199.070875,199.222500,i'm,B,+,u-82-1
sw3734B-ms98-a-0059,199.222500,199.510875,gonna,I,+,u-82-1
sw3734B-ms98-a-0059,199.510875,199.880875,be,I,+,u-82-1
sw3734B-ms98-a-0059,199.880875,199.940875,a,I,+,u-82-1
sw3734B-ms98-a-0059,199.940875,200.480875,teacher,I,+,u-82-1
sw3734B-ms98-a-0059,200.480875,200.630875,so,B,sd,u-82-2
sw3734B-ms98-a-0059,200.630875,200.710875,i'll,I,sd,u-82-2
sw3734B-ms98-a-0059,200.710875,200.990875,probably,I,sd,u-82-2
sw3734B-ms98-a-0059,200.990875,201.220875,just,I,sd,u-82-2
sw3734B-ms98-a-0059,201.220875,201.475625,wear,I,sd,u-82-2
sw3734B-ms98-a-0059,202.144875,202.338250,uh,O,,
sw3734B-ms98-a-0059,202.338250,203.003875,casual,B,+,u-84-1
sw3734B-ms98-a-0059,203.745875,204.090875,clothes,B,+,u-86-1
sw3734B-ms98-a-0059,204.090875,204.330875,maybe,I,+,u-86-1
sw3734B-ms98-a-0059,204.330875,204.980875,skirts,I,+,u-86-1
sw3734B-ms98-a-0059,204.980875,205.190875,and,I,+,u-86-1
sw3734B-ms98-a-0059,205.190875,205.385375,s[ome]-,O,,
sw3734B-ms98-a-0061,210.486125,210.838250,oh,B,b,u-88-1
sw3734B-ms98-a-0061,210.838250,211.302500,yeah,I,b,u-88-1
sw3734B-ms98-a-0062,212.502375,212.763125,yeah,B,b,u-90-1
sw3734B-ms98-a-0062,212.763125,212.963125,that,B,sv,u-90-2
sw3734B-ms98-a-0062,212.963125,213.203125,is,I,sv,u-90-2
sw3734B-ms98-a-0062,213.203125,213.476375,cute,I,sv,u-90-2
sw3734B-ms98-a-0064,219.441625,219.985250,yeah,B,b,u-92-1
sw3734B-ms98-a-0064,220.290375,220.466500,i'm,B,sd,u-92-2
sw3734B-ms98-a-0064,220.466500,220.706500,five,I,sd,u-92-2
sw3734B-ms98-a-0064,220.706500,221.136500,three,I,sd,u-92-2
sw3734B-ms98-a-0064,221.136500,222.166500,[laughter-and],O,,
sw3734B-ms98-a-0065,222.629375,223.258000,yeah,B,ny,u-94-1
sw3734B-ms98-a-0067,229.951250,230.136500,oh,B,bh,u-96-1
sw3734B-ms98-a-0067,230.136500,230.566750,really,I,bh,u-96-1
sw3734B-ms98-a-0069,234.275875,234.878750,[laughter-oh],O,,
sw3734B-ms98-a-0071,236.874000,236.987500,i,B,sd,u-100-1
sw3734B-ms98-a-0071,236.987500,237.207500,like,I,sd,u-100-1
sw3734B-ms98-a-0071,237.207500,237.367500,the,I,sd,u-100-1
sw3734B-ms98-a-0071,237.367500,237.557500,like,I,sd,u-100-1
sw3734B-ms98-a-0071,237.557500,237.947500,stretch,I,sd,u-100-1
sw3734B-ms98-a-0071,237.947500,238.307500,pants,I,sd,u-100-1
sw3734B-ms98-a-0071,238.307500,238.427500,the,I,sd,u-100-1
sw3734B-ms98-a-0071,238.427500,238.827500,cotton,I,sd,u-100-1
sw3734B-ms98-a-0071,238.827500,239.459125,ones,I,sd,u-100-1
sw3734B-ms98-a-0071,239.459125,239.737500,they're,B,sv,u-102-1
sw3734B-ms98-a-0071,239.737500,239.957500,really,I,sv,u-102-1
sw3734B-ms98-a-0071,239.957500,240.872375,comfortable,I,sv,u-102-1
sw3734B-ms98-a-0071,241.364000,241.667500,with,B,sv,u-104-1
sw3734B-ms98-a-0071,241.667500,241.767500,a,I,sv,u-104-1
sw3734B-ms98-a-0071,241.767500,242.187500,baggy,I,sv,u-104-1
sw3734B-ms98-a-0071,242.187500,242.807875,sweatshirt,I,sv,u-104-1
sw3734B-ms98-a-0073,254.091500,254.239500,oh,B,b,u-106-1
sw3734B-ms98-a-0073,254.239500,254.614375,yeah,I,b,u-106-1
sw3734B-ms98-a-0075,257.908250,257.908250,[laughter-oh],O,,
sw3734B-ms98-a-0077,260.749000,260.909875,oh,B,b,u-110-1
sw3734B-ms98-a-0077,260.909875,261.179875,yeah,I,b,u-110-1
sw3734B-ms98-a-0077,261.179875,261.209875,i,B,sd,u-112-1
sw3734B-ms98-a-0077,261.209875,261.379875,have,I,sd,u-112-1
sw3734B-ms98-a-0077,261.379875,261.409875,a,I,sd,u-112-1
sw3734B-ms98-a-0077,261.409875,261.619875,pair,I,sd,u-112-1
sw3734B-ms98-a-0077,261.619875,261.679875,of,I,sd,u-112-1
sw3734B-ms98-a-0077,261.679875,262.067750,those,I,sd,u-112-1
sw3734B-ms98-a-0077,262.493375,262.990500,yeah,B,b^m,u-114-1
sw3734B-ms98-a-0079,265.969375,266.527625,yeah,B,b,u-116-1
sw3734B-ms98-a-0081,271.846500,272.665250,[laughter],O,,
sw3734B-ms98-a-0083,275.692250,275.962250,oh,B,b,u-120-1
sw3734B-ms98-a-0083,275.962250,276.321875,[laughter-yeah],O,,
sw3734B-ms98-a-0083,276.321875,278.259750,[laughter],O,,
sw3734B-ms98-a-0085,281.469250,282.079625,warm,B,sd,u-122-1
sw3734B-ms98-a-0085,282.079625,282.667250,[laughter],O,,
sw3734B-ms98-a-0085,282.667250,282.883375,[laughter-this],O,,
sw3734B-ms98-a-0085,282.883375,283.587375,[laughter-time],O,,
sw3734B-ms98-a-0085,283.587375,283.777375,this,B,+,u-124-1
sw3734B-ms98-a-0085,283.777375,284.027375,time,I,+,u-124-1
sw3734B-ms98-a-0085,284.027375,284.117375,of,I,+,u-124-1
sw3734B-ms98-a-0085,284.117375,284.217375,the,I,+,u-124-1
sw3734B-ms98-a-0085,284.217375,284.487375,year,I,+,u-124-1
sw3734B-ms98-a-0085,284.487375,284.737375,pretty,I,+,u-124-1
sw3734B-ms98-a-0085,284.737375,285.193000,warm,I,+,u-124-1
sw3734B-ms98-a-0085,285.193000,285.858375,sweaters,B,sd,u-124-2
sw3734B-ms98-a-0085,285.858375,286.115625,and,I,sd,u-124-2
sw3734B-ms98-a-0086,287.278625,287.531750,oh,O,,
sw3734B-ms98-a-0088,292.011500,292.695750,yeah,B,b,u-126-1
sw3734B-ms98-a-0088,293.280875,293.655875,yeah,B,b^m,u-128-1
sw3734B-ms98-a-0088,293.655875,294.117750,sleeping,B,sv,u-128-2
sw3734B-ms98-a-0088,294.117750,294.354375,in,I,sv,u-128-2
sw3734B-ms98-a-0088,294.354375,295.047750,sweats,I,sv,u-128-2
sw3734B-ms98-a-0088,295.047750,295.207750,[laughter-and],O,,
sw3734B-ms98-a-0088,295.207750,295.423500,[laughter-long],O,,
sw3734B-ms98-a-0088,295.423500,296.364125,[laughter-underwear],O,,
sw3734B-ms98-a-0089,297.289375,297.492125,my,B,sd,u-128-3
sw3734B-ms98-a-0089,297.492125,297.872125,parents,I,sd,u-128-3
sw3734B-ms98-a-0089,297.872125,298.112125,keep,I,sd,u-128-3
sw3734B-ms98-a-0089,298.112125,298.172125,the,I,sd,u-128-3
sw3734B-ms98-a-0089,298.172125,298.492125,house,I,sd,u-128-3
sw3734B-ms98-a-0089,298.492125,299.051875,[laughter-cold],O,,
