sw4339A-ms98-a-0001,0.113625,0.210000,yeah,B,o,u-1-1
sw4339A-ms98-a-0013,37.980875,38.110875,you'll,I,qw,u-15-2
sw4339A-ms98-a-0013,38.110875,38.342750,buy,I,qw,u-15-2
sw4339A-ms98-a-0013,38.342750,38.860875,next,I,qw,u-15-2
sw4339A-ms98-a-0015,43.316875,43.591375,um-hum,B,b,u-17-1
sw4339A-ms98-a-0017,48.493375,48.833375,uh-huh,B,b,u-19-1
sw4339A-ms98-a-0019,53.630000,53.852000,right,O,,
sw4339A-ms98-a-0021,60.129500,60.486000,uh-huh,O,,
sw4339A-ms98-a-0023,64.225625,64.331750,well,B,sd,u-21-1
sw4339A-ms98-a-0023,64.331750,64.449125,i,I,sd,u-21-1
sw4339A-ms98-a-0023,64.449125,64.631750,think,I,sd,u-21-1
sw4339A-ms98-a-0023,64.631750,64.691750,the,I,sd,u-21-1
sw4339A-ms98-a-0023,64.691750,65.001750,next,I,sd,u-21-1
sw4339A-ms98-a-0023,65.001750,65.251750,car,I,sd,u-21-1
sw4339A-ms98-a-0023,65.251750,65.411750,we,I,sd,u-21-1
sw4339A-ms98-a-0023,65.411750,65.631750,get,I,sd,u-21-1
sw4339A-ms98-a-0023,65.631750,65.771750,will,I,sd,u-21-1
sw4339A-ms98-a-0023,65.771750,66.151750,probably,I,sd,u-21-1
sw4339A-ms98-a-0023,66.151750,66.521750,be,I,sd,u-21-1
sw4339A-ms98-a-0023,66.521750,66.752500,a,I,sd,u-21-1
sw4339A-ms98-a-0023,67.441750,67.711750,well,I,sd,u-21-1
sw4339A-ms98-a-0023,67.711750,67.761750,i-,O,,
sw4339A-ms98-a-0023,67.761750,67.932500,i,B,sd,u-21-2
sw4339A-ms98-a-0023,67.932500,68.120875,like,I,sd,u-21-2
sw4339A-ms98-a-0023,68.832625,69.191750,Buicks,I,sd,u-21-2
sw4339A-ms98-a-0023,69.191750,69.281750,we,B,sd,u-21-3
sw4339A-ms98-a-0023,69.281750,69.401750,have,I,sd,u-21-3
sw4339A-ms98-a-0023,69.401750,69.481750,a,I,sd,u-21-3
sw4339A-ms98-a-0023,69.481750,69.791750,Buick,I,sd,u-21-3
sw4339A-ms98-a-0023,69.791750,70.271750,Century,I,sd,u-21-3
sw4339A-ms98-a-0023,70.271750,70.491750,now,I,sd,u-21-3
sw4339A-ms98-a-0023,70.491750,70.641750,it's,B,sd,u-21-4
sw4339A-ms98-a-0023,70.641750,70.681750,a,I,sd,u-21-4
sw4339A-ms98-a-0023,70.681750,71.081750,nineteen,I,sd,u-21-4
sw4339A-ms98-a-0023,71.081750,71.291750,eighty,O,,
sw4339A-ms98-a-0023,71.291750,71.753625,seven,O,,
sw4339A-ms98-a-0024,72.337375,72.837375,and,B,sv,u-23-1
sw4339A-ms98-a-0024,72.837375,73.227375,uh,I,sv,u-23-1
sw4339A-ms98-a-0024,73.227375,73.757375,whatever,I,sv,u-23-1
sw4339A-ms98-a-0024,73.757375,73.837375,i,I,sv,u-23-1
sw4339A-ms98-a-0024,73.837375,74.128625,get,I,sv,u-23-1
sw4339A-ms98-a-0024,74.373375,74.447375,i,I,sv,u-23-1
sw4339A-ms98-a-0024,74.447375,74.747375,wanna,I,sv,u-23-1
sw4339A-ms98-a-0024,74.747375,75.117375,have,I,sv,u-23-1
sw4339A-ms98-a-0024,75.117375,75.217375,uh,I,sv,u-23-1
sw4339A-ms98-a-0024,75.217375,75.457375,air,I,sv,u-23-1
sw4339A-ms98-a-0024,75.457375,76.150375,bags,I,sv,u-23-1
sw4339A-ms98-a-0024,76.218250,76.297375,uh,I,sv,u-23-1
sw4339A-ms98-a-0024,76.297375,76.577375,both,I,sv,u-23-1
sw4339A-ms98-a-0024,76.577375,77.077375,driver's,I,sv,u-23-1
sw4339A-ms98-a-0024,77.077375,77.207375,and,I,sv,u-23-1
sw4339A-ms98-a-0024,77.207375,77.727375,passenger,I,sv,u-23-1
sw4339A-ms98-a-0024,77.727375,78.147375,side,I,sv,u-23-1
sw4339A-ms98-a-0024,78.147375,78.647375,and,I,sv,u-23-1
sw4339A-ms98-a-0024,78.647375,78.702875,a,I,sv,u-23-1
sw4339A-ms98-a-0024,78.733000,79.007375,four,I,sv,u-23-1
sw4339A-ms98-a-0024,79.007375,79.347375,door,I,sv,u-23-1
sw4339A-ms98-a-0024,79.347375,79.837375,because,I,sv,u-23-1
sw4339A-ms98-a-0025,80.422750,80.582750,it's,I,sv,u-23-1
sw4339A-ms98-a-0025,80.582750,80.792750,much,I,sv,u-23-1
sw4339A-ms98-a-0025,80.792750,80.952750,more,I,sv,u-23-1
sw4339A-ms98-a-0025,80.952750,81.512750,convenient,I,sv,u-23-1
sw4339A-ms98-a-0025,81.512750,81.622750,if,I,sv,u-23-1
sw4339A-ms98-a-0025,81.622750,81.712750,you're,I,sv,u-23-1
sw4339A-ms98-a-0025,81.712750,82.132750,carrying,I,sv,u-23-1
sw4339A-ms98-a-0025,82.132750,82.661250,anybody,I,sv,u-23-1
sw4339A-ms98-a-0025,82.717750,83.202750,to,I,sv,u-23-1
sw4339A-ms98-a-0025,83.202750,83.272750,you,I,sv,u-23-1
sw4339A-ms98-a-0025,83.272750,83.432750,know,I,sv,u-23-1
sw4339A-ms98-a-0025,83.432750,83.632750,rather,I,sv,u-23-1
sw4339A-ms98-a-0025,83.632750,83.732750,than,I,sv,u-23-1
sw4339A-ms98-a-0025,83.732750,83.942750,have,I,sv,u-23-1
sw4339A-ms98-a-0025,83.942750,84.143500,them_1,I,sv,u-23-1
sw4339A-ms98-a-0025,84.738625,85.112750,stoop,I,sv,u-23-1
sw4339A-ms98-a-0025,85.112750,85.362750,down,I,sv,u-23-1
sw4339A-ms98-a-0025,85.362750,85.442750,to,I,sv,u-23-1
sw4339A-ms98-a-0025,85.442750,85.612750,get,I,sv,u-23-1
sw4339A-ms98-a-0025,85.612750,86.002750,over,I,sv,u-23-1
sw4339A-ms98-a-0025,86.002750,86.304125,so,B,sd,u-23-2
sw4339A-ms98-a-0025,86.530125,86.612750,i,B,+,u-25-1
sw4339A-ms98-a-0025,86.612750,86.752750,think,I,+,u-25-1
sw4339A-ms98-a-0025,86.752750,86.822750,the,I,+,u-25-1
sw4339A-ms98-a-0025,86.822750,87.132750,four,I,+,u-25-1
sw4339A-ms98-a-0025,87.132750,87.422750,door,I,+,u-25-1
sw4339A-ms98-a-0025,87.422750,87.502750,is,I,+,u-25-1
sw4339A-ms98-a-0025,87.502750,87.916500,probably,I,+,u-25-1
sw4339A-ms98-a-0025,88.767750,88.842750,a,I,+,u-25-1
sw4339A-ms98-a-0025,88.842750,89.182750,major,I,+,u-25-1
sw4339A-ms98-a-0025,89.182750,89.792750,requirement,I,+,u-25-1
sw4339A-ms98-a-0025,89.792750,90.065000,and,B,sd,u-25-2
sw4339A-ms98-a-0025,90.449125,90.692750,other,I,sd,u-25-2
sw4339A-ms98-a-0025,90.692750,90.852750,than,I,sd,u-25-2
sw4339A-ms98-a-0025,90.852750,91.312750,that,I,sd,u-25-2
sw4339A-ms98-a-0025,91.312750,91.718500,uh,I,sd,u-25-2
sw4339A-ms98-a-0025,92.292750,92.352750,you,I,sd,u-25-2
sw4339A-ms98-a-0025,92.352750,92.632750,know,I,sd,u-25-2
sw4339A-ms98-a-0025,92.632750,93.122750,reasonable,I,sd,u-25-2
sw4339A-ms98-a-0025,93.122750,93.712750,cost,I,sd,u-25-2
sw4339A-ms98-a-0025,93.712750,93.952750,and,I,sd,u-25-2
sw4339A-ms98-a-0026,95.179625,95.815875,safety,I,sd,u-25-2
sw4339A-ms98-a-0026,95.815875,96.115875,and,I,sd,u-25-2
sw4339A-ms98-a-0026,96.115875,96.465875,uh,I,sd,u-25-2
sw4339A-ms98-a-0026,96.465875,96.625875,as,I,sd,u-25-2
sw4339A-ms98-a-0026,96.625875,96.825875,much,I,sd,u-25-2
sw4339A-ms98-a-0026,96.825875,97.295875,economy,I,sd,u-25-2
sw4339A-ms98-a-0026,97.295875,97.375875,as,I,sd,u-25-2
sw4339A-ms98-a-0026,97.375875,97.515875,you,I,sd,u-25-2
sw4339A-ms98-a-0026,97.515875,97.615875,can,I,sd,u-25-2
sw4339A-ms98-a-0026,97.615875,97.795875,get,I,sd,u-25-2
sw4339A-ms98-a-0026,97.795875,97.885875,out,I,sd,u-25-2
sw4339A-ms98-a-0026,97.885875,97.995875,of,I,sd,u-25-2
sw4339A-ms98-a-0026,97.995875,98.055875,a,I,sd,u-25-2
sw4339A-ms98-a-0026,98.055875,98.485875,car,I,sd,u-25-2
sw4339A-ms98-a-0027,99.397375,99.757375,uh,B,sd,u-25-3
sw4339A-ms98-a-0028,100.831000,100.991000,you,I,sd,u-25-3
sw4339A-ms98-a-0028,100.991000,101.111000,know,I,sd,u-25-3
sw4339A-ms98-a-0028,101.111000,101.241000,i'm,I,sd,u-25-3
sw4339A-ms98-a-0028,101.241000,101.421000,not,I,sd,u-25-3
sw4339A-ms98-a-0028,101.421000,101.641000,looking,I,sd,u-25-3
sw4339A-ms98-a-0028,101.641000,101.771000,for,I,sd,u-25-3
sw4339A-ms98-a-0028,101.771000,101.961000,one,I,sd,u-25-3
sw4339A-ms98-a-0028,101.961000,102.071000,with,I,sd,u-25-3
sw4339A-ms98-a-0028,102.071000,102.121000,a,I,sd,u-25-3
sw4339A-ms98-a-0028,102.121000,102.371000,great,I,sd,u-25-3
sw4339A-ms98-a-0028,102.371000,102.581000,big,I,sd,u-25-3
sw4339A-ms98-a-0028,102.581000,103.121000,engine,I,sd,u-25-3
sw4339A-ms98-a-0028,103.121000,103.559750,uh,I,sd,u-25-3
sw4339A-ms98-a-0028,104.392250,104.781000,something,B,sv,u-27-1
sw4339A-ms98-a-0028,104.781000,105.053000,that'll,I,sv,u-27-1
sw4339A-ms98-a-0028,105.101875,105.351000,carry,I,sv,u-27-1
sw4339A-ms98-a-0028,105.351000,105.411000,it,I,sv,u-27-1
sw4339A-ms98-a-0028,105.411000,105.841000,around,I,sv,u-27-1
sw4339A-ms98-a-0028,105.841000,106.271000,safely,I,sv,u-27-1
sw4339A-ms98-a-0028,106.271000,106.331000,i,I,sv,u-27-1
sw4339A-ms98-a-0028,106.331000,106.681000,guess,I,sv,u-27-1
sw4339A-ms98-a-0028,106.681000,106.771000,is,I,sv,u-27-1
sw4339A-ms98-a-0028,106.771000,107.081000,best,I,sv,u-27-1
sw4339A-ms98-a-0028,107.221000,107.441000,best,I,sv,u-27-1
sw4339A-ms98-a-0028,107.441000,107.501000,way,I,sv,u-27-1
sw4339A-ms98-a-0028,107.501000,107.601000,to,I,sv,u-27-1
sw4339A-ms98-a-0028,107.601000,108.071000,describe,I,sv,u-27-1
sw4339A-ms98-a-0028,108.071000,108.167250,it,I,sv,u-27-1
sw4339A-ms98-a-0029,109.347250,109.497250,right,B,sd,u-27-2
sw4339A-ms98-a-0029,109.497250,109.677250,now,I,sd,u-27-2
sw4339A-ms98-a-0029,109.677250,109.817250,we've,I,sd,u-27-2
sw4339A-ms98-a-0029,109.817250,109.967250,got,I,sd,u-27-2
sw4339A-ms98-a-0029,109.967250,110.037250,a,I,sd,u-27-2
sw4339A-ms98-a-0029,110.037250,110.647250,V-6,O,,
sw4339A-ms98-a-0029,110.647250,110.777250,in,O,,
sw4339A-ms98-a-0029,110.777250,110.837250,it,O,,
sw4339A-ms98-a-0029,110.837250,110.927250,and,B,sv,u-27-3
sw4339A-ms98-a-0029,110.927250,111.037250,that,I,sv,u-27-3
sw4339A-ms98-a-0029,111.037250,111.317250,seems,I,sv,u-27-3
sw4339A-ms98-a-0029,111.317250,111.417250,to,I,sv,u-27-3
sw4339A-ms98-a-0029,111.417250,111.557250,be,I,sv,u-27-3
sw4339A-ms98-a-0029,111.557250,111.817250,just,I,sv,u-27-3
sw4339A-ms98-a-0029,111.817250,112.107250,fine,I,sv,u-27-3
sw4339A-ms98-a-0029,112.107250,112.167250,i,B,sd,u-27-4
sw4339A-ms98-a-0029,112.167250,112.377250,know,I,sd,u-27-4
sw4339A-ms98-a-0029,112.377250,112.537250,they,I,sd,u-27-4
sw4339A-ms98-a-0029,112.537250,112.857250,s[aid]-,I,sd,u-27-4
sw4339A-ms98-a-0029,112.857250,113.027250,they're,I,sd,u-27-4
sw4339A-ms98-a-0029,113.027250,113.337250,coming,I,sd,u-27-4
sw4339A-ms98-a-0029,113.337250,113.497250,out,I,sd,u-27-4
sw4339A-ms98-a-0029,113.497250,113.617250,with,I,sd,u-27-4
sw4339A-ms98-a-0029,113.617250,113.837250,some,I,sd,u-27-4
sw4339A-ms98-a-0029,113.837250,114.347250,V-8s,I,sd,u-27-4
sw4339A-ms98-a-0029,114.347250,114.607250,now,I,sd,u-27-4
sw4339A-ms98-a-0029,114.607250,114.697250,and,B,sv,u-27-5
sw4339A-ms98-a-0029,114.697250,114.757250,i,I,sv,u-27-5
sw4339A-ms98-a-0029,114.757250,114.987250,think,I,sv,u-27-5
sw4339A-ms98-a-0029,114.987250,115.207250,that's,I,sv,u-27-5
sw4339A-ms98-a-0029,115.207250,115.650250,probably,I,sv,u-27-5
sw4339A-ms98-a-0029,116.335750,116.407250,a,I,sv,u-27-5
sw4339A-ms98-a-0029,116.407250,116.637250,little,I,sv,u-27-5
sw4339A-ms98-a-0029,116.637250,117.217250,overkill,I,sv,u-27-5
sw4339A-ms98-a-0029,117.217250,117.417250,for,I,sv,u-27-5
sw4339A-ms98-a-0029,117.417250,117.607250,this,I,sv,u-27-5
sw4339A-ms98-a-0029,117.607250,117.777250,day,I,sv,u-27-5
sw4339A-ms98-a-0029,117.777250,117.947250,and,I,sv,u-27-5
sw4339A-ms98-a-0029,117.947250,118.364125,age,I,sv,u-27-5
sw4339A-ms98-a-0031,123.811375,124.203250,um-hum,B,b,u-29-1
sw4339A-ms98-a-0033,131.717625,132.093625,right,B,b,u-31-1
sw4339A-ms98-a-0034,133.521750,133.841750,i,B,sd,u-31-2
sw4339A-ms98-a-0034,133.841750,134.101750,uh,I,sd,u-31-2
sw4339A-ms98-a-0034,134.101750,134.551750,i,I,sd,u-31-2
sw4339A-ms98-a-0034,134.551750,134.901750,drive,I,sd,u-31-2
sw4339A-ms98-a-0034,134.901750,135.128250,a,I,sd,u-31-2
sw4339A-ms98-a-0034,135.312750,135.391750,a,I,sd,u-31-2
sw4339A-ms98-a-0034,135.391750,135.881750,truck,I,sd,u-31-2
sw4339A-ms98-a-0034,135.881750,136.081750,a,I,sd,u-31-2
sw4339A-ms98-a-0034,136.081750,136.451750,Ford,I,sd,u-31-2
sw4339A-ms98-a-0034,136.451750,136.801750,truck,I,sd,u-31-2
sw4339A-ms98-a-0034,136.801750,137.061500,i,B,sd,u-31-3
sw4339A-ms98-a-0034,138.089750,138.281750,i,I,sd,u-31-3
sw4339A-ms98-a-0034,138.281750,138.521750,like,I,sd,u-31-3
sw4339A-ms98-a-0034,138.521750,138.941750,trucks,I,sd,u-31-3
sw4339A-ms98-a-0034,138.941750,139.311750,because,I,sd,u-31-3
sw4339A-ms98-a-0034,139.311750,139.411750,they're,I,sd,u-31-3
sw4339A-ms98-a-0034,139.411750,140.099375,spacious,I,sd,u-31-3
sw4339A-ms98-a-0034,140.099375,140.273125,and,B,sd,u-31-4
sw4339A-ms98-a-0035,141.012500,141.201125,it's,I,sd,u-31-4
sw4339A-ms98-a-0035,141.201125,141.521125,handy,I,sd,u-31-4
sw4339A-ms98-a-0035,141.521125,141.611125,to,I,sd,u-31-4
sw4339A-ms98-a-0035,141.611125,141.871125,haul,I,sd,u-31-4
sw4339A-ms98-a-0035,141.871125,142.401125,things,I,sd,u-31-4
sw4339A-ms98-a-0035,142.401125,142.531125,uh,B,sd,u-31-5
sw4339A-ms98-a-0035,142.531125,142.711125,it's,I,sd,u-31-5
sw4339A-ms98-a-0035,142.711125,142.878375,not,I,sd,u-31-5
sw4339A-ms98-a-0035,143.273750,143.631125,related,I,sd,u-31-5
sw4339A-ms98-a-0035,143.631125,143.701125,to,I,sd,u-31-5
sw4339A-ms98-a-0035,143.701125,143.831125,my,I,sd,u-31-5
sw4339A-ms98-a-0035,143.831125,144.271125,business,I,sd,u-31-5
sw4339A-ms98-a-0035,144.271125,144.341125,i,B,sd,u-31-6
sw4339A-ms98-a-0035,144.341125,144.581125,just,I,sd,u-31-6
sw4339A-ms98-a-0035,144.581125,144.661125,you,I,sd,u-31-6
sw4339A-ms98-a-0035,144.661125,144.891125,really,I,sd,u-31-6
sw4339A-ms98-a-0035,144.891125,145.081125,use,I,sd,u-31-6
sw4339A-ms98-a-0035,145.081125,145.191125,it,I,sd,u-31-6
sw4339A-ms98-a-0035,145.191125,145.631125,basically,I,sd,u-31-6
sw4339A-ms98-a-0035,145.631125,145.721125,for,I,sd,u-31-6
sw4339A-ms98-a-0035,145.721125,146.511125,transportation,I,sd,u-31-6
sw4339A-ms98-a-0035,146.511125,146.701125,but,B,sd,u-31-7
sw4339A-ms98-a-0035,146.701125,146.901125,there's,I,sd,u-31-7
sw4339A-ms98-a-0035,146.901125,147.021125,so,I,sd,u-31-7
sw4339A-ms98-a-0035,147.021125,147.251125,many,I,sd,u-31-7
sw4339A-ms98-a-0035,147.251125,147.841125,occasions,I,sd,u-31-7
sw4339A-ms98-a-0035,147.841125,147.991125,when,I,sd,u-31-7
sw4339A-ms98-a-0035,147.991125,148.091125,i've,I,sd,u-31-7
sw4339A-ms98-a-0035,148.091125,148.311125,had,I,sd,u-31-7
sw4339A-ms98-a-0035,148.311125,148.481125,to,I,sd,u-31-7
sw4339A-ms98-a-0036,149.185875,149.451750,move,I,sd,u-31-7
sw4339A-ms98-a-0036,149.451750,149.631750,some,I,sd,u-31-7
sw4339A-ms98-a-0036,149.631750,149.951750,members,I,sd,u-31-7
sw4339A-ms98-a-0036,149.951750,150.011750,of,I,sd,u-31-7
sw4339A-ms98-a-0036,150.011750,150.081750,the,I,sd,u-31-7
sw4339A-ms98-a-0036,150.081750,150.621750,family,I,sd,u-31-7
sw4339A-ms98-a-0036,150.621750,150.851750,or,I,sd,u-31-7
sw4339A-ms98-a-0036,151.241750,151.401750,do,I,sd,u-31-7
sw4339A-ms98-a-0036,151.401750,151.631750,this,I,sd,u-31-7
sw4339A-ms98-a-0036,151.631750,151.721750,or,I,sd,u-31-7
sw4339A-ms98-a-0036,151.721750,152.046750,that,I,sd,u-31-7
sw4339A-ms98-a-0036,152.046750,152.453375,it's,B,sv,u-31-8
sw4339A-ms98-a-0036,152.453375,152.661750,it's,B,+,u-33-1
sw4339A-ms98-a-0036,152.701750,152.931750,handy,I,+,u-33-1
sw4339A-ms98-a-0036,152.931750,153.041750,to,I,+,u-33-1
sw4339A-ms98-a-0036,153.041750,153.201750,have,I,+,u-33-1
sw4339A-ms98-a-0036,153.201750,153.251750,a,I,+,u-33-1
sw4339A-ms98-a-0036,153.251750,153.531750,truck,I,+,u-33-1
sw4339A-ms98-a-0036,153.531750,153.621750,and,I,+,u-33-1
sw4339A-ms98-a-0036,153.621750,153.711750,not,I,+,u-33-1
sw4339A-ms98-a-0036,153.711750,153.871750,have,I,+,u-33-1
sw4339A-ms98-a-0036,153.871750,153.961750,to,I,+,u-33-1
sw4339A-ms98-a-0036,153.961750,154.351750,borrow,I,+,u-33-1
sw4339A-ms98-a-0036,154.351750,154.621750,one,I,+,u-33-1
sw4339A-ms98-a-0038,159.047000,159.575625,traction,B,br^m,u-35-1
sw4339A-ms98-a-0038,160.223500,160.482625,uh,B,ng,u-37-1
sw4339A-ms98-a-0038,160.482625,161.012625,not,I,ng,u-37-1
sw4339A-ms98-a-0038,161.012625,161.418125,really,I,ng,u-37-1
sw4339A-ms98-a-0038,161.553625,161.992625,um,I,ng,u-37-1
sw4339A-ms98-a-0038,162.892625,162.952625,you,I,ng,u-37-1
sw4339A-ms98-a-0038,162.952625,163.082625,know,I,ng,u-37-1
sw4339A-ms98-a-0038,163.082625,163.262625,it's,B,sd,u-37-2
sw4339A-ms98-a-0038,163.262625,163.302625,a,I,sd,u-37-2
sw4339A-ms98-a-0038,163.302625,163.462625,two,I,sd,u-37-2
sw4339A-ms98-a-0038,163.462625,163.722625,wheel,I,sd,u-37-2
sw4339A-ms98-a-0038,163.722625,164.053250,drive,I,sd,u-37-2
sw4339A-ms98-a-0038,164.094625,164.392625,truck,I,sd,u-37-2
sw4339A-ms98-a-0038,164.392625,164.532625,and,B,sv,u-37-3
sw4339A-ms98-a-0038,164.532625,164.572625,i,I,sv,u-37-3
sw4339A-ms98-a-0038,164.572625,164.982625,figure,I,sv,u-37-3
sw4339A-ms98-a-0038,164.982625,165.092625,if,I,sv,u-37-3
sw4339A-ms98-a-0038,165.092625,165.222625,it's,I,sv,u-37-3
sw4339A-ms98-a-0038,165.222625,165.402625,so,I,sv,u-37-3
sw4339A-ms98-a-0038,165.402625,165.672625,bad,I,sv,u-37-3
sw4339A-ms98-a-0038,165.672625,165.772625,that,I,sv,u-37-3
sw4339A-ms98-a-0038,165.772625,165.802625,i,I,sv,u-37-3
sw4339A-ms98-a-0038,165.802625,166.012625,need,I,sv,u-37-3
sw4339A-ms98-a-0038,166.012625,166.062625,a,I,sv,u-37-3
sw4339A-ms98-a-0038,166.062625,166.272625,four,I,sv,u-37-3
sw4339A-ms98-a-0038,166.272625,166.452625,wheel,I,sv,u-37-3
sw4339A-ms98-a-0038,166.452625,166.742625,drive,I,sv,u-37-3
sw4339A-ms98-a-0038,166.742625,166.887500,i,I,sv,u-37-3
sw4339A-ms98-a-0038,167.252875,167.552625,probably,I,sv,u-37-3
sw4339A-ms98-a-0038,167.552625,167.642625,ought,I,sv,u-37-3
sw4339A-ms98-a-0038,167.642625,167.702625,to,I,sv,u-37-3
sw4339A-ms98-a-0038,167.702625,167.802625,be,I,sv,u-37-3
sw4339A-ms98-a-0038,167.802625,168.092625,home,I,sv,u-37-3
sw4339A-ms98-a-0038,168.092625,168.509750,anyway,I,sv,u-37-3
sw4339A-ms98-a-0038,169.008125,169.502625,[laughter],O,,
sw4339A-ms98-a-0040,177.788375,178.085875,wow,B,ba,u-39-1
sw4339A-ms98-a-0042,184.457875,184.791875,hm,B,b,u-41-1
sw4339A-ms98-a-0044,193.631500,194.101500,uh-huh,O,,
sw4339A-ms98-a-0045,195.998750,196.178750,what,B,qw,u-43-1
sw4339A-ms98-a-0045,196.178750,196.415750,kind,I,qw,u-43-1
sw4339A-ms98-a-0045,196.415750,196.525125,of,I,qw,u-43-1
sw4339A-ms98-a-0045,196.525125,196.743500,what,I,qw,u-43-1
sw4339A-ms98-a-0045,196.828750,197.128750,make,I,qw,u-43-1
sw4339A-ms98-a-0045,197.128750,197.288750,is,I,qw,u-43-1
sw4339A-ms98-a-0045,197.288750,197.368750,the,I,qw,u-43-1
sw4339A-ms98-a-0045,197.368750,197.614250,mini,I,qw,u-43-1
sw4339A-ms98-a-0045,197.614250,197.862250,van,I,qw,u-43-1
sw4339A-ms98-a-0046,199.015500,199.512125,Mazda,B,b^m,u-45-1
sw4339A-ms98-a-0046,199.512125,199.582125,i,B,bk,u-45-2
sw4339A-ms98-a-0046,199.582125,199.852125,see,I,bk,u-45-2
sw4339A-ms98-a-0048,208.416875,208.743250,uh-huh,O,,
sw4339A-ms98-a-0050,212.672125,212.975750,right,B,b,u-47-1
sw4339A-ms98-a-0052,220.556375,220.916375,um-hum,O,,
sw4339A-ms98-a-0054,225.330000,225.430875,one,B,sd,u-49-1
sw4339A-ms98-a-0054,225.430875,225.500875,of,I,sd,u-49-1
sw4339A-ms98-a-0054,225.500875,225.620875,my,I,sd,u-49-1
sw4339A-ms98-a-0054,225.620875,226.030875,sons,I,sd,u-49-1
sw4339A-ms98-a-0054,226.030875,226.250875,has,I,sd,u-49-1
sw4339A-ms98-a-0054,226.250875,226.498500,a,I,sd,u-49-1
sw4339A-ms98-a-0054,226.498500,226.643125,a,I,sd,u-49-1
sw4339A-ms98-a-0054,226.699625,227.210875,Plymouth,I,sd,u-49-1
