sw3077A-ms98-a-0003,16.927000,17.598625,okay,B,b,u-2-1
sw3077A-ms98-a-0017,84.442250,84.682250,much,I,sd,u-22-1
sw3077A-ms98-a-0017,84.682250,84.772250,as,I,sd,u-22-1
sw3077A-ms98-a-0017,84.772250,84.972250,my,I,sd,u-22-1
sw3077A-ms98-a-0017,84.972250,85.322250,social,I,sd,u-22-1
sw3077A-ms98-a-0017,85.322250,85.938375,security,I,sd,u-22-1
sw3077A-ms98-a-0018,86.740625,87.276750,yeah,B,ny,u-24-1
sw3077A-ms98-a-0018,88.029125,88.380500,yeah,B,b,u-26-1
sw3077A-ms98-a-0018,88.380500,88.827875,um,B,%,u-26-2
sw3077A-ms98-a-0018,89.381625,89.484250,the,I,%,u-26-2
sw3077A-ms98-a-0018,89.484250,90.075625,taxes,I,%,u-26-2
sw3077A-ms98-a-0018,90.075625,90.226250,i,B,sd,u-26-3
sw3077A-ms98-a-0018,90.226250,90.372625,don't,I,sd,u-26-3
sw3077A-ms98-a-0018,90.372625,90.762875,know,I,sd,u-26-3
sw3077A-ms98-a-0018,91.090000,91.282125,i,B,sv,u-26-4
sw3077A-ms98-a-0018,91.282125,91.392625,can,I,sv,u-26-4
sw3077A-ms98-a-0018,91.392625,91.572625,deal,I,sv,u-26-4
sw3077A-ms98-a-0018,91.572625,91.682625,with,I,sv,u-26-4
sw3077A-ms98-a-0018,91.682625,91.852625,that,I,sv,u-26-4
sw3077A-ms98-a-0018,91.852625,92.092625,because,I,sv,u-26-4
sw3077A-ms98-a-0018,92.092625,92.162625,i,I,sv,u-26-4
sw3077A-ms98-a-0018,92.162625,92.322625,know,I,sv,u-26-4
sw3077A-ms98-a-0018,92.322625,92.692625,everyone,I,sv,u-26-4
sw3077A-ms98-a-0018,92.692625,92.942625,else,I,sv,u-26-4
sw3077A-ms98-a-0018,92.942625,93.062625,is,I,sv,u-26-4
sw3077A-ms98-a-0018,93.062625,93.442625,paying,I,sv,u-26-4
sw3077A-ms98-a-0018,93.442625,93.561375,in,I,sv,u-26-4
sw3077A-ms98-a-0018,93.561375,93.842625,[laughter-too],I,sv,u-26-4
sw3077A-ms98-a-0018,93.842625,93.954125,i,I,sv,u-26-4
sw3077A-ms98-a-0018,93.954125,94.284375,guess,I,sv,u-26-4
sw3077A-ms98-a-0018,94.770250,94.892250,you,B,+,u-28-1
sw3077A-ms98-a-0018,94.892250,95.194000,know,I,+,u-28-1
sw3077A-ms98-a-0019,95.585250,95.763375,but,B,h,u-30-1
sw3077A-ms98-a-0019,95.763375,96.185625,uh,I,h,u-30-1
sw3077A-ms98-a-0019,96.942625,97.140500,oh,I,h,u-30-1
sw3077A-ms98-a-0019,97.140500,97.260500,i,I,h,u-30-1
sw3077A-ms98-a-0019,97.260500,97.480500,don't,I,h,u-30-1
sw3077A-ms98-a-0019,97.480500,97.770500,know,I,h,u-30-1
sw3077A-ms98-a-0019,97.770500,97.980500,uh,I,h,u-30-1
sw3077A-ms98-a-0019,97.980500,98.140500,the,B,%,u-30-2
sw3077A-ms98-a-0019,98.140500,98.340500,one,I,%,u-30-2
sw3077A-ms98-a-0019,98.340500,98.550500,thing,I,%,u-30-2
sw3077A-ms98-a-0019,98.550500,98.724375,that,I,%,u-30-2
sw3077A-ms98-a-0019,98.916375,99.100500,we,B,qy,u-30-3
sw3077A-ms98-a-0019,99.100500,99.320500,don't,I,qy,u-30-3
sw3077A-ms98-a-0019,99.320500,99.603250,have,I,qy,u-30-3
sw3077A-ms98-a-0019,99.750125,100.188375,uh,I,qy,u-30-3
sw3077A-ms98-a-0019,100.293875,100.690500,tax,I,qy,u-30-3
sw3077A-ms98-a-0019,100.690500,100.860500,on,I,qy,u-30-3
sw3077A-ms98-a-0019,100.860500,101.437625,clothes,I,qy,u-30-3
sw3077A-ms98-a-0019,102.086500,102.229625,do,B,+,u-32-1
sw3077A-ms98-a-0019,102.229625,102.449000,you,I,+,u-32-1
sw3077A-ms98-a-0021,104.543750,104.728875,that's,B,sd,u-34-1
sw3077A-ms98-a-0021,104.728875,104.839500,what,I,sd,u-34-1
sw3077A-ms98-a-0021,104.839500,105.106875,i,I,sd,u-34-1
sw3077A-ms98-a-0021,105.106875,105.368875,thought,I,sd,u-34-1
sw3077A-ms98-a-0021,105.368875,105.438875,i,B,sd,u-34-2
sw3077A-ms98-a-0021,105.438875,105.608875,know,I,sd,u-34-2
sw3077A-ms98-a-0021,105.608875,105.728875,New,I,sd,u-34-2
sw3077A-ms98-a-0021,105.728875,106.104375,York,I,sd,u-34-2
sw3077A-ms98-a-0021,106.104375,106.282000,ha[s]-,I,sd,u-34-2
sw3077A-ms98-a-0021,106.282000,106.688875,also,I,sd,u-34-2
sw3077A-ms98-a-0021,106.688875,106.958875,has,I,sd,u-34-2
sw3077A-ms98-a-0021,106.958875,107.078875,a,I,sd,u-34-2
sw3077A-ms98-a-0021,107.078875,107.449500,sales,I,sd,u-34-2
sw3077A-ms98-a-0021,107.449500,107.828875,tax,I,sd,u-34-2
sw3077A-ms98-a-0021,107.828875,107.988875,on,I,sd,u-34-2
sw3077A-ms98-a-0021,107.988875,108.518250,clothes,I,sd,u-34-2
sw3077A-ms98-a-0022,109.227000,109.320250,and,B,sd,u-36-1
sw3077A-ms98-a-0022,109.320250,109.457000,i,I,sd,u-36-1
sw3077A-ms98-a-0022,109.457000,109.676000,know,I,sd,u-36-1
sw3077A-ms98-a-0022,109.676000,109.706000,a,I,sd,u-36-1
sw3077A-ms98-a-0022,109.706000,109.956000,lot,I,sd,u-36-1
sw3077A-ms98-a-0022,109.956000,110.066000,of,I,sd,u-36-1
sw3077A-ms98-a-0022,110.344750,110.766000,kids,I,sd,u-36-1
sw3077A-ms98-a-0022,110.766000,110.936000,like,I,sd,u-36-1
sw3077A-ms98-a-0022,110.936000,111.196000,going,I,sd,u-36-1
sw3077A-ms98-a-0022,111.196000,111.296000,to,I,sd,u-36-1
sw3077A-ms98-a-0022,111.296000,111.762750,college,I,sd,u-36-1
sw3077A-ms98-a-0022,111.762750,111.986000,with,I,sd,u-36-1
sw3077A-ms98-a-0022,111.986000,112.339875,me,I,sd,u-36-1
sw3077A-ms98-a-0022,112.671250,112.816000,that,I,sd,u-36-1
sw3077A-ms98-a-0022,112.816000,113.096000,lived,I,sd,u-36-1
sw3077A-ms98-a-0022,113.096000,113.186000,in,I,sd,u-36-1
sw3077A-ms98-a-0022,113.186000,113.266000,New,I,sd,u-36-1
sw3077A-ms98-a-0022,113.266000,113.632875,York,I,sd,u-36-1
sw3077A-ms98-a-0022,113.632875,113.736000,or,I,sd,u-36-1
sw3077A-ms98-a-0022,113.736000,113.956000,out,I,sd,u-36-1
sw3077A-ms98-a-0022,113.956000,114.066000,of,I,sd,u-36-1
sw3077A-ms98-a-0022,114.066000,114.256000,state,I,sd,u-36-1
sw3077A-ms98-a-0022,114.256000,114.366000,and,I,sd,u-36-1
sw3077A-ms98-a-0022,114.366000,114.416000,a,I,sd,u-36-1
sw3077A-ms98-a-0022,114.416000,114.636000,lot,I,sd,u-36-1
sw3077A-ms98-a-0022,114.636000,114.696000,of,I,sd,u-36-1
sw3077A-ms98-a-0022,114.696000,114.816000,them,I,sd,u-36-1
sw3077A-ms98-a-0022,114.816000,114.956000,would,I,sd,u-36-1
sw3077A-ms98-a-0022,114.956000,115.116000,buy,I,sd,u-36-1
sw3077A-ms98-a-0022,115.116000,115.266000,their,I,sd,u-36-1
sw3077A-ms98-a-0022,115.266000,115.516000,clothes,I,sd,u-36-1
sw3077A-ms98-a-0022,115.516000,115.606000,in,I,sd,u-36-1
sw3077A-ms98-a-0022,115.606000,116.216000,Pennsylvania,I,sd,u-36-1
sw3077A-ms98-a-0022,116.216000,116.396000,just,I,sd,u-36-1
sw3077A-ms98-a-0022,116.396000,116.486000,for,I,sd,u-36-1
sw3077A-ms98-a-0022,116.486000,116.606000,the,I,sd,u-36-1
sw3077A-ms98-a-0022,116.606000,116.966000,simple,I,sd,u-36-1
sw3077A-ms98-a-0022,116.966000,117.366000,sake,I,sd,u-36-1
sw3077A-ms98-a-0022,117.366000,117.456000,of,I,sd,u-36-1
sw3077A-ms98-a-0022,117.456000,117.716000,not,I,sd,u-36-1
sw3077A-ms98-a-0022,117.716000,117.986000,paying,I,sd,u-36-1
sw3077A-ms98-a-0022,117.986000,118.278625,that,I,sd,u-36-1
sw3077A-ms98-a-0024,121.364125,121.707625,uh-huh,B,b,u-38-1
sw3077A-ms98-a-0026,124.928750,125.528750,no,B,b,u-40-1
sw3077A-ms98-a-0026,125.528750,126.073625,well,B,sd,u-40-2
sw3077A-ms98-a-0026,126.393875,126.608750,we,I,sd,u-40-2
sw3077A-ms98-a-0026,126.608750,127.008750,don't,I,sd,u-40-2
sw3077A-ms98-a-0026,127.008750,127.118750,have,I,sd,u-40-2
sw3077A-ms98-a-0026,127.118750,127.178750,it,I,sd,u-40-2
sw3077A-ms98-a-0026,127.178750,127.848750,necessarily,I,sd,u-40-2
sw3077A-ms98-a-0026,127.848750,128.118750,on,I,sd,u-40-2
sw3077A-ms98-a-0026,128.118750,128.508750,food,I,sd,u-40-2
sw3077A-ms98-a-0026,128.508750,128.628750,but,B,sv,u-40-3
sw3077A-ms98-a-0026,128.628750,128.808750,then,I,sv,u-40-3
sw3077A-ms98-a-0026,128.808750,128.988750,there's,I,sv,u-40-3
sw3077A-ms98-a-0026,128.988750,129.248750,other,I,sv,u-40-3
sw3077A-ms98-a-0026,129.248750,129.488750,things,I,sv,u-40-3
sw3077A-ms98-a-0026,129.488750,129.598750,that,I,sv,u-40-3
sw3077A-ms98-a-0026,129.598750,129.708750,they,I,sv,u-40-3
sw3077A-ms98-a-0026,129.708750,129.938750,nail,I,sv,u-40-3
sw3077A-ms98-a-0026,129.938750,130.088750,you,I,sv,u-40-3
sw3077A-ms98-a-0026,130.088750,130.388750,for,I,sv,u-40-3
sw3077A-ms98-a-0026,130.388750,130.618625,it,I,sv,u-40-3
sw3077A-ms98-a-0026,131.048000,131.318750,like,B,+,u-42-1
sw3077A-ms98-a-0026,131.318750,131.578750,health,I,+,u-42-1
sw3077A-ms98-a-0026,131.578750,131.748750,and,I,+,u-42-1
sw3077A-ms98-a-0026,131.748750,132.068750,beauty,I,+,u-42-1
sw3077A-ms98-a-0026,132.068750,132.938500,products,I,+,u-42-1
sw3077A-ms98-a-0026,133.125875,133.269000,you,B,+,u-44-1
sw3077A-ms98-a-0026,133.269000,133.520500,know,I,+,u-44-1
sw3077A-ms98-a-0028,140.552250,141.083250,yeah,B,b,u-46-1
sw3077A-ms98-a-0030,152.397750,153.049875,[laughter],O,,
sw3077A-ms98-a-0032,165.891375,166.333750,yeah,B,b,u-50-1
sw3077A-ms98-a-0032,166.333750,166.552250,that,B,%,u-50-2
sw3077A-ms98-a-0032,166.552250,166.837500,would,O,,
sw3077A-ms98-a-0032,166.837500,167.127375,uh,O,,
sw3077A-ms98-a-0034,189.757500,190.407000,deduct,B,bf,u-52-1
sw3077A-ms98-a-0034,190.407000,190.915875,yeah,I,bf,u-52-1
sw3077A-ms98-a-0036,198.640875,199.104250,uh-huh,B,b,u-54-1
sw3077A-ms98-a-0038,206.698500,207.136625,uh-huh,B,b,u-56-1
sw3077A-ms98-a-0039,207.999250,208.113250,and,B,%,u-58-1
sw3077A-ms98-a-0039,208.113250,208.323250,see,I,%,u-58-1
sw3077A-ms98-a-0039,208.323250,208.423250,i,B,qy^d,u-60-1
sw3077A-ms98-a-0039,208.423250,208.653250,take,I,qy^d,u-60-1
sw3077A-ms98-a-0039,208.653250,208.773250,it,I,qy^d,u-60-1
sw3077A-ms98-a-0039,208.773250,208.883250,she,I,qy^d,u-60-1
sw3077A-ms98-a-0039,208.883250,208.973250,was,I,qy^d,u-60-1
sw3077A-ms98-a-0039,208.973250,209.043250,an,I,qy^d,u-60-1
sw3077A-ms98-a-0039,209.043250,209.857375,accountant,I,qy^d,u-60-1
sw3077A-ms98-a-0040,211.116375,211.653000,yeah,B,b,u-62-1
sw3077A-ms98-a-0042,213.180000,213.782375,yeah,B,b,u-64-1
sw3077A-ms98-a-0042,213.782375,214.282625,uh-huh,B,b,u-64-2
sw3077A-ms98-a-0042,214.600000,214.713000,i,B,b,u-66-1
sw3077A-ms98-a-0042,214.713000,214.930000,know,I,b,u-66-1
sw3077A-ms98-a-0042,214.930000,215.270000,well,B,sd,u-66-2
sw3077A-ms98-a-0042,215.270000,215.430000,i-,I,sd,u-66-2
sw3077A-ms98-a-0042,215.430000,215.500000,i-,I,sd,u-66-2
sw3077A-ms98-a-0042,215.500000,215.660000,i,I,sd,u-66-2
sw3077A-ms98-a-0042,215.660000,216.020000,also,I,sd,u-66-2
sw3077A-ms98-a-0042,216.020000,216.331125,was,I,sd,u-66-2
sw3077A-ms98-a-0042,216.331125,216.331125,a,I,sd,u-66-2
sw3077A-ms98-a-0042,216.331125,216.620000,student,I,sd,u-66-2
sw3077A-ms98-a-0042,216.620000,216.700000,i,B,sd,u-66-3
sw3077A-ms98-a-0042,216.700000,216.930000,just,I,sd,u-66-3
sw3077A-ms98-a-0042,216.930000,217.560000,graduated,I,sd,u-66-3
sw3077A-ms98-a-0042,217.560000,217.720000,in,I,sd,u-66-3
sw3077A-ms98-a-0042,217.720000,218.111375,May,I,sd,u-66-3
sw3077A-ms98-a-0042,218.582125,218.870000,and,B,sd,u-68-1
sw3077A-ms98-a-0042,218.870000,219.237500,um,I,sd,u-68-1
sw3077A-ms98-a-0042,219.516250,219.650000,i,I,sd,u-68-1
sw3077A-ms98-a-0042,219.650000,220.050000,graduated,I,sd,u-68-1
sw3077A-ms98-a-0042,220.050000,220.140000,with,I,sd,u-68-1
sw3077A-ms98-a-0042,220.140000,220.170000,a,I,sd,u-68-1
sw3077A-ms98-a-0042,220.170000,220.570000,finance,I,sd,u-68-1
sw3077A-ms98-a-0042,220.570000,220.926125,degree,I,sd,u-68-1
sw3077A-ms98-a-0042,220.926125,221.027750,but,B,sd,u-68-2
sw3077A-ms98-a-0042,221.027750,221.340000,that,I,sd,u-68-2
sw3077A-ms98-a-0042,221.340000,221.490000,was,I,sd,u-68-2
sw3077A-ms98-a-0042,221.490000,221.580000,the,I,sd,u-68-2
sw3077A-ms98-a-0042,221.580000,221.880000,big,I,sd,u-68-2
sw3077A-ms98-a-0042,221.880000,222.156875,joke,I,sd,u-68-2
sw3077A-ms98-a-0042,222.156875,222.260000,the,I,sd,u-68-2
sw3077A-ms98-a-0042,222.260000,223.050000,accountants,I,sd,u-68-2
sw3077A-ms98-a-0042,223.050000,223.310000,or,I,sd,u-68-2
sw3077A-ms98-a-0042,223.310000,223.380000,the,I,sd,u-68-2
sw3077A-ms98-a-0042,223.380000,223.890000,people,I,sd,u-68-2
sw3077A-ms98-a-0042,223.890000,224.040000,who,I,sd,u-68-2
sw3077A-ms98-a-0042,224.040000,224.350000,found,I,sd,u-68-2
sw3077A-ms98-a-0042,224.350000,224.570000,ways,I,sd,u-68-2
sw3077A-ms98-a-0042,224.570000,224.804500,to,I,sd,u-68-2
sw3077A-ms98-a-0042,224.804500,225.080000,cheat,I,sd,u-68-2
sw3077A-ms98-a-0042,225.080000,225.220000,on,I,sd,u-68-2
sw3077A-ms98-a-0042,225.220000,225.330000,your,I,sd,u-68-2
sw3077A-ms98-a-0042,225.330000,225.799875,income,I,sd,u-68-2
sw3077A-ms98-a-0042,225.799875,226.095125,tax,I,sd,u-68-2
sw3077A-ms98-a-0043,226.791625,228.573500,[laughter],O,,
sw3077A-ms98-a-0044,228.717375,228.877750,that,B,sd^r,u-70-1
sw3077A-ms98-a-0044,228.877750,229.077750,was,I,sd^r,u-70-1
sw3077A-ms98-a-0044,229.077750,229.247750,the,I,sd^r,u-70-1
sw3077A-ms98-a-0044,229.247750,229.527750,big,I,sd^r,u-70-1
sw3077A-ms98-a-0044,229.527750,229.887500,joke,I,sd^r,u-70-1
sw3077A-ms98-a-0044,229.887500,230.177125,[laughter],O,,
sw3077A-ms98-a-0046,232.024875,232.555000,Clarion,B,sd,u-72-1
sw3077A-ms98-a-0046,232.555000,233.275000,University,I,sd,u-72-1
sw3077A-ms98-a-0048,240.148875,240.691500,[laughter-oh],O,,
sw3077A-ms98-a-0050,243.409000,243.911875,[laughter-yeah],O,,
sw3077A-ms98-a-0051,244.711125,245.099000,uh-huh,B,b,u-76-2
sw3077A-ms98-a-0053,257.552375,258.042750,um-hum,B,b,u-78-1
sw3077A-ms98-a-0054,258.922375,259.447375,yeah,B,b,u-80-1
sw3077A-ms98-a-0056,266.718125,267.100375,uh-huh,B,b,u-82-1
sw3077A-ms98-a-0056,267.409250,267.604625,i,B,sv,u-84-1
sw3077A-ms98-a-0056,267.604625,267.845500,think,I,sv,u-84-1
sw3077A-ms98-a-0056,267.845500,268.075500,they,I,sv,u-84-1
sw3077A-ms98-a-0056,268.075500,268.255500,should,I,sv,u-84-1
sw3077A-ms98-a-0056,268.255500,268.445500,go,I,sv,u-84-1
sw3077A-ms98-a-0056,268.445500,268.960500,back,I,sv,u-84-1
sw3077A-ms98-a-0056,269.239250,269.478875,i-,O,,
sw3077A-ms98-a-0056,269.478875,269.605500,i,B,sd,u-84-2
sw3077A-ms98-a-0056,269.605500,270.295500,realize,I,sd,u-84-2
sw3077A-ms98-a-0056,270.295500,270.575500,you,I,sd,u-84-2
sw3077A-ms98-a-0056,270.575500,270.845500,know,I,sd,u-84-2
sw3077A-ms98-a-0056,270.845500,271.176375,that,I,sd,u-84-2
sw3077A-ms98-a-0056,271.176375,271.445500,we,I,sd,u-84-2
sw3077A-ms98-a-0056,271.445500,271.745500,have,I,sd,u-84-2
sw3077A-ms98-a-0056,271.745500,271.985500,uh,I,sd,u-84-2
sw3077A-ms98-a-0056,271.985500,272.915500,graduated,I,sd,u-84-2
sw3077A-ms98-a-0056,272.915500,273.367000,tax,I,sd,u-84-2
sw3077A-ms98-a-0056,273.367000,273.839375,brackets,I,sd,u-84-2
sw3077A-ms98-a-0057,274.340750,274.545750,but,B,sv,u-84-3
sw3077A-ms98-a-0057,274.545750,274.780750,i,I,sv,u-84-3
sw3077A-ms98-a-0057,274.780750,275.055750,think,I,sv,u-84-3
sw3077A-ms98-a-0057,275.055750,275.240000,they,I,sv,u-84-3
sw3077A-ms98-a-0057,275.240000,275.428250,should,I,sv,u-84-3
sw3077A-ms98-a-0057,275.428250,275.735750,still,I,sv,u-84-3
sw3077A-ms98-a-0057,275.735750,275.965750,go,I,sv,u-84-3
sw3077A-ms98-a-0057,275.965750,276.588000,back,I,sv,u-84-3
sw3077A-ms98-a-0057,277.160500,277.335750,and,B,sv,u-84-4
sw3077A-ms98-a-0057,277.335750,277.585750,instead,I,sv,u-84-4
sw3077A-ms98-a-0057,277.585750,277.675750,of,I,sv,u-84-4
sw3077A-ms98-a-0057,277.675750,277.875750,putting,I,sv,u-84-4
sw3077A-ms98-a-0057,277.875750,277.935750,the,I,sv,u-84-4
sw3077A-ms98-a-0057,277.935750,278.275750,burden,I,sv,u-84-4
sw3077A-ms98-a-0057,278.275750,278.455750,more,I,sv,u-84-4
sw3077A-ms98-a-0057,278.455750,278.605750,on,I,sv,u-84-4
sw3077A-ms98-a-0057,278.605750,278.665750,the,I,sv,u-84-4
sw3077A-ms98-a-0057,278.665750,279.005750,middle,I,sv,u-84-4
sw3077A-ms98-a-0057,279.005750,279.445750,class,I,sv,u-84-4
sw3077A-ms98-a-0057,279.445750,279.515750,i,I,sv,u-84-4
sw3077A-ms98-a-0057,279.515750,279.725750,think,I,sv,u-84-4
sw3077A-ms98-a-0057,279.725750,279.795750,the,I,sv,u-84-4
sw3077A-ms98-a-0057,279.795750,280.135750,burden,I,sv,u-84-4
sw3077A-ms98-a-0057,280.135750,280.245750,should,I,sv,u-84-4
sw3077A-ms98-a-0057,280.245750,280.355750,be,I,sv,u-84-4
sw3077A-ms98-a-0057,280.355750,280.595750,put,I,sv,u-84-4
sw3077A-ms98-a-0057,280.595750,281.095750,more,I,sv,u-84-4
sw3077A-ms98-a-0057,281.095750,281.235750,on,I,sv,u-84-4
sw3077A-ms98-a-0057,281.235750,281.325750,the,I,sv,u-84-4
sw3077A-ms98-a-0057,281.325750,281.824000,wealthy,I,sv,u-84-4
sw3077A-ms98-a-0059,287.153500,287.513000,yeah,B,b,u-86-1
sw3077A-ms98-a-0059,287.513000,287.948500,yeah,B,b^r,u-86-2
sw3077A-ms98-a-0059,288.118000,288.233000,you,B,sv,u-88-1
sw3077A-ms98-a-0059,288.233000,288.523000,know,I,sv,u-88-1
sw3077A-ms98-a-0059,288.523000,288.753000,they,I,sv,u-88-1
sw3077A-ms98-a-0059,288.753000,288.973000,always,I,sv,u-88-1
sw3077A-ms98-a-0059,288.973000,289.163000,have,I,sv,u-88-1
sw3077A-ms98-a-0059,289.163000,289.253000,the,I,sv,u-88-1
sw3077A-ms98-a-0059,289.253000,289.813000,argument,I,sv,u-88-1
sw3077A-ms98-a-0059,289.813000,290.023000,well,I,sv,u-88-1
sw3077A-ms98-a-0059,290.023000,290.133000,you,I,sv,u-88-1
sw3077A-ms98-a-0059,290.133000,290.313000,know,I,sv,u-88-1
sw3077A-ms98-a-0059,290.313000,290.613000,well,I,sv,u-88-1
sw3077A-ms98-a-0059,290.613000,290.863000,who's,I,sv,u-88-1
sw3077A-ms98-a-0059,290.863000,291.013000,to,I,sv,u-88-1
sw3077A-ms98-a-0059,291.013000,291.203000,say,I,sv,u-88-1
sw3077A-ms98-a-0059,291.203000,291.353000,we,I,sv,u-88-1
sw3077A-ms98-a-0059,291.353000,291.593000,don't,I,sv,u-88-1
sw3077A-ms98-a-0059,291.593000,291.863000,work,I,sv,u-88-1
sw3077A-ms98-a-0059,291.863000,292.193000,harder,I,sv,u-88-1
sw3077A-ms98-a-0059,292.193000,292.303000,to,I,sv,u-88-1
sw3077A-ms98-a-0059,292.303000,292.553000,get,I,sv,u-88-1
sw3077A-ms98-a-0059,292.553000,292.883875,that,I,sv,u-88-1
sw3077A-ms98-a-0059,293.437500,293.563000,you,B,+,u-90-1
sw3077A-ms98-a-0059,293.563000,293.843000,know,I,+,u-90-1
sw3077A-ms98-a-0059,293.843000,294.221625,well,B,sv,u-90-2
sw3077A-ms98-a-0060,294.614250,295.155125,[laughter],O,,
sw3077A-ms98-a-0061,296.361625,296.621125,i,B,+,u-92-1
sw3077A-ms98-a-0061,296.621125,296.781625,don't,I,+,u-92-1
sw3077A-ms98-a-0061,296.781625,296.941625,care,I,+,u-92-1
sw3077A-ms98-a-0061,296.941625,297.171625,how,I,+,u-92-1
sw3077A-ms98-a-0061,297.171625,297.491625,much,I,+,u-92-1
sw3077A-ms98-a-0061,297.491625,297.671625,they,I,+,u-92-1
sw3077A-ms98-a-0061,297.671625,297.951625,take,I,+,u-92-1
sw3077A-ms98-a-0061,297.951625,298.245875,off,I,+,u-92-1
sw3077A-ms98-a-0061,298.245875,298.426625,of,I,+,u-92-1
sw3077A-ms98-a-0061,298.426625,298.681625,you,I,+,u-92-1
sw3077A-ms98-a-0061,298.681625,298.841625,you,I,+,u-92-1
sw3077A-ms98-a-0061,298.841625,299.224125,know,I,+,u-92-1
sw3077A-ms98-a-0061,299.559250,299.751625,you're,B,sv,u-94-1
sw3077A-ms98-a-0061,299.751625,300.041625,still,I,sv,u-94-1
sw3077A-ms98-a-0061,300.041625,300.191625,going,I,sv,u-94-1
sw3077A-ms98-a-0061,300.191625,300.301625,to,I,sv,u-94-1
sw3077A-ms98-a-0061,300.301625,300.471625,be,I,sv,u-94-1
sw3077A-ms98-a-0061,300.471625,300.967000,above,I,sv,u-94-1
sw3077A-ms98-a-0061,301.072375,301.468500,on,I,sv,u-94-1
sw3077A-ms98-a-0061,301.468500,301.914000,top,I,sv,u-94-1
sw3077A-ms98-a-0061,302.275500,302.531625,and,B,%,u-94-2
sw3077A-ms98-a-0061,302.531625,302.641625,i,I,%,u-94-2
sw3077A-ms98-a-0061,302.641625,302.831625,you,B,%,u-94-3
sw3077A-ms98-a-0061,302.831625,303.141375,know,O,,
sw3077A-ms98-a-0061,303.499125,303.801625,like,B,sd,u-96-1
sw3077A-ms98-a-0061,303.801625,304.021625,you,I,sd,u-96-1
sw3077A-ms98-a-0061,304.021625,304.351625,said,I,sd,u-96-1
sw3077A-ms98-a-0061,304.351625,304.693750,i,I,sd,u-96-1
sw3077A-ms98-a-0061,304.769125,304.911625,i've,I,sd,u-96-1
sw3077A-ms98-a-0061,304.911625,305.171625,worked,I,sd,u-96-1
sw3077A-ms98-a-0061,305.171625,305.301625,in,I,sd,u-96-1
sw3077A-ms98-a-0061,305.301625,305.681625,different,I,sd,u-96-1
sw3077A-ms98-a-0061,305.681625,306.121625,places,I,sd,u-96-1
sw3077A-ms98-a-0061,306.121625,306.291625,and,B,sv,u-96-2
sw3077A-ms98-a-0061,306.291625,306.381625,the,I,sv,u-96-2
sw3077A-ms98-a-0061,306.381625,306.611625,ones,I,sv,u-96-2
sw3077A-ms98-a-0061,306.611625,306.721625,that,I,sv,u-96-2
sw3077A-ms98-a-0061,306.721625,306.891625,get,I,sv,u-96-2
sw3077A-ms98-a-0061,306.891625,306.961625,the,I,sv,u-96-2
sw3077A-ms98-a-0061,306.961625,307.311625,most,I,sv,u-96-2
sw3077A-ms98-a-0061,307.311625,307.581625,pay,I,sv,u-96-2
sw3077A-ms98-a-0061,307.581625,307.751625,do,I,sv,u-96-2
sw3077A-ms98-a-0061,307.751625,307.871625,the,I,sv,u-96-2
sw3077A-ms98-a-0061,307.871625,308.071625,least,I,sv,u-96-2
