sw3454B-ms98-a-0003,4.499000,5.098125,well,B,%,u-2-1
sw3454B-ms98-a-0009,36.754250,36.844250,to,I,sd,u-16-1
sw3454B-ms98-a-0009,36.844250,37.014250,get,I,sd,u-16-1
sw3454B-ms98-a-0009,37.014250,37.104250,to,I,sd,u-16-1
sw3454B-ms98-a-0009,37.104250,37.431125,work,I,sd,u-16-1
sw3454B-ms98-a-0009,37.431125,38.149375,[laughter],O,,
sw3454B-ms98-a-0011,40.697875,40.946375,and,B,sd,u-18-1
sw3454B-ms98-a-0011,40.946375,41.345625,uh,I,sd,u-18-1
sw3454B-ms98-a-0011,41.345625,41.527875,when,I,sd,u-18-1
sw3454B-ms98-a-0011,41.527875,41.597875,i,I,sd,u-18-1
sw3454B-ms98-a-0011,41.597875,42.047875,started,I,sd,u-18-1
sw3454B-ms98-a-0011,42.047875,42.337875,work,I,sd,u-18-1
sw3454B-ms98-a-0011,42.337875,42.627875,there,I,sd,u-18-1
sw3454B-ms98-a-0011,42.627875,43.029750,in,I,sd,u-18-1
sw3454B-ms98-a-0011,43.029750,43.294750,uh,I,sd,u-18-1
sw3454B-ms98-a-0011,43.294750,43.767875,started,I,sd,u-18-1
sw3454B-ms98-a-0011,43.767875,43.937875,you,I,sd,u-18-1
sw3454B-ms98-a-0011,43.937875,44.127875,know,I,sd,u-18-1
sw3454B-ms98-a-0011,44.127875,44.624250,actually,I,sd,u-18-1
sw3454B-ms98-a-0011,44.925500,45.267875,going,I,sd,u-18-1
sw3454B-ms98-a-0011,45.267875,45.337875,to,I,sd,u-18-1
sw3454B-ms98-a-0011,45.337875,45.627875,work,I,sd,u-18-1
sw3454B-ms98-a-0011,45.627875,45.707875,in,I,sd,u-18-1
sw3454B-ms98-a-0011,45.707875,46.046875,eighty,I,sd,u-18-1
sw3454B-ms98-a-0011,46.265375,46.873750,two,I,sd,u-18-1
sw3454B-ms98-a-0011,47.429375,47.493375,i,B,sd,u-18-2
sw3454B-ms98-a-0011,47.493375,47.677875,guess,I,sd,u-18-2
sw3454B-ms98-a-0011,47.677875,47.857875,that's,I,sd,u-18-2
sw3454B-ms98-a-0011,47.857875,47.947875,when,I,sd,u-18-2
sw3454B-ms98-a-0011,47.947875,48.027875,it,I,sd,u-18-2
sw3454B-ms98-a-0011,48.027875,48.517375,was,I,sd,u-18-2
sw3454B-ms98-a-0011,49.165250,49.457875,between,B,sd,u-18-3
sw3454B-ms98-a-0011,49.457875,49.717875,eighty,I,sd,u-18-3
sw3454B-ms98-a-0011,49.717875,50.147875,two,I,sd,u-18-3
sw3454B-ms98-a-0011,50.147875,50.337875,and,I,sd,u-18-3
sw3454B-ms98-a-0011,50.337875,50.667875,eighty,I,sd,u-18-3
sw3454B-ms98-a-0011,50.667875,51.406250,five,I,sd,u-18-3
sw3454B-ms98-a-0012,52.083875,52.299250,uh,I,sd,u-18-3
sw3454B-ms98-a-0012,52.299250,52.423375,it,I,sd,u-18-3
sw3454B-ms98-a-0012,52.423375,52.769500,started,I,sd,u-18-3
sw3454B-ms98-a-0012,52.769500,52.929500,out,I,sd,u-18-3
sw3454B-ms98-a-0012,52.929500,53.209500,taking,I,sd,u-18-3
sw3454B-ms98-a-0012,53.209500,53.439500,me,I,sd,u-18-3
sw3454B-ms98-a-0012,53.439500,53.549500,an,I,sd,u-18-3
sw3454B-ms98-a-0012,53.549500,53.719500,hour,I,sd,u-18-3
sw3454B-ms98-a-0012,53.719500,53.819500,and,I,sd,u-18-3
sw3454B-ms98-a-0012,53.819500,54.239500,fifteen,I,sd,u-18-3
sw3454B-ms98-a-0012,54.239500,54.489500,minutes,I,sd,u-18-3
sw3454B-ms98-a-0012,54.489500,54.559500,to,I,sd,u-18-3
sw3454B-ms98-a-0012,54.559500,54.709500,get,I,sd,u-18-3
sw3454B-ms98-a-0012,54.709500,54.799500,to,I,sd,u-18-3
sw3454B-ms98-a-0012,54.799500,55.139500,work,I,sd,u-18-3
sw3454B-ms98-a-0012,55.139500,55.249500,and,B,sd,u-18-4
sw3454B-ms98-a-0012,55.249500,55.389500,then,I,sd,u-18-4
sw3454B-ms98-a-0012,55.389500,55.459500,it,I,sd,u-18-4
sw3454B-ms98-a-0012,55.459500,56.429500,became,I,sd,u-18-4
sw3454B-ms98-a-0012,56.429500,56.519500,you,I,sd,u-18-4
sw3454B-ms98-a-0012,56.519500,56.699500,know,I,sd,u-18-4
sw3454B-ms98-a-0012,56.699500,56.789500,an,I,sd,u-18-4
sw3454B-ms98-a-0012,56.789500,56.939500,hour,I,sd,u-18-4
sw3454B-ms98-a-0012,56.939500,57.029500,and,I,sd,u-18-4
sw3454B-ms98-a-0012,57.029500,57.059500,a,I,sd,u-18-4
sw3454B-ms98-a-0012,57.059500,57.379500,half,I,sd,u-18-4
sw3454B-ms98-a-0012,57.379500,57.624750,to,I,sd,u-18-4
sw3454B-ms98-a-0012,57.846875,57.959500,you,I,sd,u-18-4
sw3454B-ms98-a-0012,57.959500,58.209875,know,I,sd,u-18-4
sw3454B-ms98-a-0012,58.371750,58.619500,some,I,sd,u-18-4
sw3454B-ms98-a-0012,58.619500,58.869500,days,I,sd,u-18-4
sw3454B-ms98-a-0012,58.869500,59.039500,two,I,sd,u-18-4
sw3454B-ms98-a-0012,59.039500,59.299500,hours,I,sd,u-18-4
sw3454B-ms98-a-0012,59.299500,59.369500,to,I,sd,u-18-4
sw3454B-ms98-a-0012,59.369500,59.499500,get,I,sd,u-18-4
sw3454B-ms98-a-0012,59.499500,59.569500,to,I,sd,u-18-4
sw3454B-ms98-a-0012,59.569500,59.764000,work,I,sd,u-18-4
sw3454B-ms98-a-0013,60.519000,60.732375,that's,B,sv,u-20-1
sw3454B-ms98-a-0013,60.732375,61.102375,social,I,sv,u-20-1
sw3454B-ms98-a-0013,61.102375,61.870750,change,I,sv,u-20-1
sw3454B-ms98-a-0013,61.870750,63.061125,[laughter],O,,
sw3454B-ms98-a-0015,67.194750,67.585625,ooh,O,,
sw3454B-ms98-a-0016,69.366375,69.603875,yeah,B,^h,u-26-1
sw3454B-ms98-a-0016,69.603875,69.923875,that's,B,sv,u-26-2
sw3454B-ms98-a-0016,69.923875,70.213875,that's,I,sv,u-26-2
sw3454B-ms98-a-0016,70.213875,70.489625,a,I,sv,u-26-2
sw3454B-ms98-a-0016,70.489625,70.803875,that's,I,sv,u-26-2
sw3454B-ms98-a-0016,70.803875,70.893875,a,I,sv,u-26-2
sw3454B-ms98-a-0016,70.893875,71.343875,tricky,I,sv,u-26-2
sw3454B-ms98-a-0016,71.343875,71.746750,one,I,sv,u-26-2
sw3454B-ms98-a-0016,71.908625,72.013875,i'll,B,ad,u-26-3
sw3454B-ms98-a-0016,72.013875,72.153875,let,I,ad,u-26-3
sw3454B-ms98-a-0016,72.153875,72.293875,you,I,ad,u-26-3
sw3454B-ms98-a-0016,72.293875,72.539750,go,I,ad,u-26-3
sw3454B-ms98-a-0016,72.539750,73.132875,first,I,ad,u-26-3
sw3454B-ms98-a-0016,73.132875,74.307500,[laughter],O,,
sw3454B-ms98-a-0018,77.764750,78.158250,um-hum,B,b,u-30-1
sw3454B-ms98-a-0020,81.600375,81.935375,um-hum,B,b,u-32-1
sw3454B-ms98-a-0022,92.113875,92.542375,um-hum,B,b,u-34-1
sw3454B-ms98-a-0024,95.332500,95.617750,um-hum,B,b,u-36-1
sw3454B-ms98-a-0026,103.276875,103.628000,um-hum,B,b,u-38-1
sw3454B-ms98-a-0028,112.346000,112.741375,um-hum,B,b,u-40-1
sw3454B-ms98-a-0030,115.964750,116.066750,oh,B,sv,u-42-1
sw3454B-ms98-a-0030,116.066750,116.146750,i,I,sv,u-42-1
sw3454B-ms98-a-0030,116.146750,116.336750,think,I,sv,u-42-1
sw3454B-ms98-a-0030,116.336750,116.536750,it's,I,sv,u-42-1
sw3454B-ms98-a-0030,116.536750,116.766750,that's,I,sv,u-42-1
sw3454B-ms98-a-0030,116.766750,117.066750,probably,I,sv,u-42-1
sw3454B-ms98-a-0030,117.066750,117.186750,for,I,sv,u-42-1
sw3454B-ms98-a-0030,117.186750,117.426750,two,I,sv,u-42-1
sw3454B-ms98-a-0030,117.426750,118.139625,reasons,I,sv,u-42-1
sw3454B-ms98-a-0030,118.267750,118.753250,um,B,sv,u-42-2
sw3454B-ms98-a-0031,119.717375,119.843375,you,I,sv,u-42-2
sw3454B-ms98-a-0031,119.843375,119.993375,know,I,sv,u-42-2
sw3454B-ms98-a-0031,119.993375,120.153375,the,I,sv,u-42-2
sw3454B-ms98-a-0031,120.153375,120.503375,number,I,sv,u-42-2
sw3454B-ms98-a-0031,120.503375,120.813375,one,I,sv,u-42-2
sw3454B-ms98-a-0031,120.813375,121.083375,is,I,sv,u-42-2
sw3454B-ms98-a-0031,121.083375,121.200000,is,I,sv,u-42-2
sw3454B-ms98-a-0031,121.200000,121.613375,women,I,sv,u-42-2
sw3454B-ms98-a-0031,121.613375,121.813375,wanted,I,sv,u-42-2
sw3454B-ms98-a-0031,121.813375,121.893375,to,I,sv,u-42-2
sw3454B-ms98-a-0031,121.893375,122.023375,get,I,sv,u-42-2
sw3454B-ms98-a-0031,122.023375,122.213375,out,I,sv,u-42-2
sw3454B-ms98-a-0031,122.213375,122.283375,of,I,sv,u-42-2
sw3454B-ms98-a-0031,122.283375,122.353375,the,I,sv,u-42-2
sw3454B-ms98-a-0031,122.353375,122.713375,house,I,sv,u-42-2
sw3454B-ms98-a-0031,122.713375,122.927125,and,B,sv,u-42-3
sw3454B-ms98-a-0031,123.280250,123.363125,the,I,sv,u-42-3
sw3454B-ms98-a-0031,123.363125,123.663375,second,I,sv,u-42-3
sw3454B-ms98-a-0031,123.663375,123.983375,reason,I,sv,u-42-3
sw3454B-ms98-a-0031,123.983375,124.353375,was,I,sv,u-42-3
sw3454B-ms98-a-0031,124.353375,124.543375,is,I,sv,u-42-3
sw3454B-ms98-a-0031,124.543375,124.863375,everything,I,sv,u-42-3
sw3454B-ms98-a-0031,124.863375,125.193375,costs,I,sv,u-42-3
sw3454B-ms98-a-0031,125.193375,125.323375,so,I,sv,u-42-3
sw3454B-ms98-a-0031,125.323375,125.623375,much,I,sv,u-42-3
sw3454B-ms98-a-0031,125.623375,125.903375,more,I,sv,u-42-3
sw3454B-ms98-a-0031,125.903375,126.133375,that,I,sv,u-42-3
sw3454B-ms98-a-0031,126.133375,126.313375,if,I,sv,u-42-3
sw3454B-ms98-a-0031,126.313375,126.383375,you,I,sv,u-42-3
sw3454B-ms98-a-0031,126.383375,126.583375,don't,I,sv,u-42-3
sw3454B-ms98-a-0031,126.583375,126.799125,have,I,sv,u-42-3
sw3454B-ms98-a-0032,127.556500,127.607000,you,I,sv,u-42-3
sw3454B-ms98-a-0032,127.607000,127.827000,know,I,sv,u-42-3
sw3454B-ms98-a-0032,127.827000,128.177000,equal,I,sv,u-42-3
sw3454B-ms98-a-0032,128.177000,128.507000,rights,I,sv,u-42-3
sw3454B-ms98-a-0032,128.507000,128.587000,so,I,sv,u-42-3
sw3454B-ms98-a-0032,128.587000,128.887000,that,I,sv,u-42-3
sw3454B-ms98-a-0032,128.887000,129.047000,your,I,sv,u-42-3
sw3454B-ms98-a-0032,129.047000,129.317000,wife,I,sv,u-42-3
sw3454B-ms98-a-0032,129.317000,129.547000,gets,I,sv,u-42-3
sw3454B-ms98-a-0032,129.547000,129.787000,equal,I,sv,u-42-3
sw3454B-ms98-a-0032,129.787000,130.148000,pay,I,sv,u-42-3
sw3454B-ms98-a-0032,130.148000,130.268500,you,I,sv,u-42-3
sw3454B-ms98-a-0032,130.268500,130.497000,can't,I,sv,u-42-3
sw3454B-ms98-a-0032,130.497000,130.677000,make,I,sv,u-42-3
sw3454B-ms98-a-0032,130.677000,131.007000,twice,I,sv,u-42-3
sw3454B-ms98-a-0032,131.007000,131.147000,as,I,sv,u-42-3
sw3454B-ms98-a-0032,131.147000,131.527000,much,I,sv,u-42-3
sw3454B-ms98-a-0032,131.527000,134.532500,[laughter],O,,
sw3454B-ms98-a-0034,139.517750,139.919000,um-hum,B,b,u-46-1
sw3454B-ms98-a-0036,150.360875,150.630875,um-hum,B,b,u-48-1
sw3454B-ms98-a-0038,155.470750,155.817000,um-hum,B,b,u-50-1
sw3454B-ms98-a-0040,159.527500,159.923250,um-hum,B,b,u-52-1
sw3454B-ms98-a-0042,163.610750,164.043250,um-hum,B,b,u-54-1
sw3454B-ms98-a-0044,166.784250,167.251250,yeah,B,b,u-56-1
sw3454B-ms98-a-0045,168.461500,168.662625,yeah,B,aa,u-58-1
sw3454B-ms98-a-0045,168.662625,168.839875,i,B,sv,u-58-2
sw3454B-ms98-a-0045,168.839875,169.090125,i've,I,sv,u-58-2
sw3454B-ms98-a-0045,169.090125,169.359625,i've,I,sv,u-58-2
sw3454B-ms98-a-0045,169.359625,169.542625,i've,I,sv,u-58-2
sw3454B-ms98-a-0045,169.542625,169.832625,found,I,sv,u-58-2
sw3454B-ms98-a-0045,169.832625,170.062625,that,I,sv,u-58-2
sw3454B-ms98-a-0045,170.062625,170.382625,too,I,sv,u-58-2
sw3454B-ms98-a-0045,170.382625,170.452625,you,I,sv,u-58-2
sw3454B-ms98-a-0045,170.452625,170.572625,know,I,sv,u-58-2
sw3454B-ms98-a-0045,170.572625,170.712625,where,I,sv,u-58-2
sw3454B-ms98-a-0045,170.712625,170.782625,the,I,sv,u-58-2
sw3454B-ms98-a-0045,170.782625,171.102625,wife,I,sv,u-58-2
sw3454B-ms98-a-0045,171.102625,171.232625,is,I,sv,u-58-2
sw3454B-ms98-a-0045,171.232625,171.802625,married,I,sv,u-58-2
sw3454B-ms98-a-0045,171.802625,172.072750,and,I,sv,u-58-2
sw3454B-ms98-a-0046,172.902125,173.172750,and,I,sv,u-58-2
sw3454B-ms98-a-0046,173.172750,173.342750,i,B,ar,u-58-3
sw3454B-ms98-a-0046,173.342750,173.562750,mean,I,ar,u-58-3
sw3454B-ms98-a-0046,173.562750,173.762750,not,I,ar,u-58-3
sw3454B-ms98-a-0046,173.762750,173.902750,not,I,ar,u-58-3
sw3454B-ms98-a-0046,173.902750,174.222750,married,I,ar,u-58-3
sw3454B-ms98-a-0046,174.222750,174.503000,sorry,B,fa,u-58-4
sw3454B-ms98-a-0046,174.653625,174.912750,wrong,B,sd,u-58-5
sw3454B-ms98-a-0046,174.912750,175.185250,word,I,sd,u-58-5
sw3454B-ms98-a-0046,175.494000,175.612750,where,B,sv,u-60-1
sw3454B-ms98-a-0046,175.612750,175.692750,the,I,sv,u-60-1
sw3454B-ms98-a-0046,175.692750,175.932750,wife,I,sv,u-60-1
sw3454B-ms98-a-0046,175.932750,176.210250,has,I,sv,u-60-1
sw3454B-ms98-a-0046,176.210250,176.560500,[laughter-gone],I,sv,u-60-1
sw3454B-ms98-a-0046,176.560500,176.682750,to,I,sv,u-60-1
sw3454B-ms98-a-0046,176.682750,177.176875,school,I,sv,u-60-1
sw3454B-ms98-a-0046,177.293625,177.372750,you,I,sv,u-60-1
sw3454B-ms98-a-0046,177.372750,177.482750,know,I,sv,u-60-1
sw3454B-ms98-a-0046,177.482750,177.572750,and,B,+,u-62-1
sw3454B-ms98-a-0046,177.572750,177.812750,gotten,I,+,u-62-1
sw3454B-ms98-a-0046,177.812750,177.882750,a,I,+,u-62-1
sw3454B-ms98-a-0046,177.882750,178.292750,degree,I,+,u-62-1
sw3454B-ms98-a-0046,178.292750,178.592750,spent,I,+,u-62-1
sw3454B-ms98-a-0046,178.592750,178.912750,five,I,+,u-62-1
sw3454B-ms98-a-0046,178.912750,179.192750,years,I,+,u-62-1
sw3454B-ms98-a-0046,179.192750,179.332750,out,I,+,u-62-1
sw3454B-ms98-a-0046,179.332750,179.392750,in,I,+,u-62-1
sw3454B-ms98-a-0046,179.392750,179.452750,the,I,+,u-62-1
sw3454B-ms98-a-0046,179.452750,179.672750,work,I,+,u-62-1
sw3454B-ms98-a-0046,179.672750,180.212750,force,I,+,u-62-1
sw3454B-ms98-a-0046,180.212750,180.752750,found,I,+,u-62-1
sw3454B-ms98-a-0046,180.752750,180.852750,you,I,+,u-62-1
sw3454B-ms98-a-0046,180.852750,181.092750,know,I,+,u-62-1
sw3454B-ms98-a-0046,181.092750,181.478375,the,I,+,u-62-1
sw3454B-ms98-a-0046,181.478375,181.674500,the,I,+,u-62-1
sw3454B-ms98-a-0047,182.316000,182.416000,their,I,+,u-62-1
sw3454B-ms98-a-0047,182.416000,182.876000,husband,I,+,u-62-1
sw3454B-ms98-a-0047,182.876000,183.206000,either,I,+,u-62-1
sw3454B-ms98-a-0047,183.206000,183.356000,at,I,+,u-62-1
sw3454B-ms98-a-0047,183.356000,183.786000,college,I,+,u-62-1
sw3454B-ms98-a-0047,183.786000,183.876000,or,I,+,u-62-1
sw3454B-ms98-a-0047,183.876000,184.276000,whatever,I,+,u-62-1
sw3454B-ms98-a-0047,184.276000,184.486000,but,B,sv,u-62-2
sw3454B-ms98-a-0047,184.486000,184.876000,still,I,sv,u-62-2
sw3454B-ms98-a-0047,184.876000,184.946000,you,I,sv,u-62-2
sw3454B-ms98-a-0047,184.946000,185.066000,know,I,sv,u-62-2
sw3454B-ms98-a-0047,185.066000,185.246000,after,I,sv,u-62-2
sw3454B-ms98-a-0047,185.246000,185.546000,five,I,sv,u-62-2
sw3454B-ms98-a-0047,185.546000,185.796000,years,I,sv,u-62-2
sw3454B-ms98-a-0047,185.796000,185.956000,it's,I,sv,u-62-2
sw3454B-ms98-a-0047,185.956000,186.166000,like,I,sv,u-62-2
sw3454B-ms98-a-0047,186.166000,186.426000,first,I,sv,u-62-2
sw3454B-ms98-a-0047,186.426000,186.737125,kid,I,sv,u-62-2
sw3454B-ms98-a-0047,187.569500,188.226000,and,B,sv,u-64-1
sw3454B-ms98-a-0047,188.226000,188.416000,then,I,sv,u-64-1
sw3454B-ms98-a-0047,188.416000,188.876000,they're,I,sv,u-64-1
sw3454B-ms98-a-0047,188.876000,189.016000,out,I,sv,u-64-1
sw3454B-ms98-a-0047,189.016000,189.076000,of,I,sv,u-64-1
sw3454B-ms98-a-0047,189.076000,189.136000,the,I,sv,u-64-1
sw3454B-ms98-a-0047,189.136000,189.316000,work,I,sv,u-64-1
sw3454B-ms98-a-0047,189.316000,189.666000,force,I,sv,u-64-1
sw3454B-ms98-a-0047,189.666000,189.826000,for,I,sv,u-64-1
sw3454B-ms98-a-0047,189.826000,190.066000,another,I,sv,u-64-1
sw3454B-ms98-a-0047,190.066000,190.286000,ten,I,sv,u-64-1
sw3454B-ms98-a-0047,190.286000,190.691625,years,I,sv,u-64-1
sw3454B-ms98-a-0048,191.437750,191.527500,but,B,sv,u-66-1
sw3454B-ms98-a-0048,191.527500,191.596375,i,I,sv,u-66-1
sw3454B-ms98-a-0048,191.596375,191.769125,think,I,sv,u-66-1
sw3454B-ms98-a-0048,191.769125,192.089125,most,I,sv,u-66-1
sw3454B-ms98-a-0048,192.089125,192.149125,of,I,sv,u-66-1
sw3454B-ms98-a-0048,192.149125,192.339125,those,I,sv,u-66-1
sw3454B-ms98-a-0048,192.339125,192.599125,people,I,sv,u-66-1
sw3454B-ms98-a-0048,192.599125,192.679125,are,I,sv,u-66-1
sw3454B-ms98-a-0048,192.679125,192.984750,still,I,sv,u-66-1
sw3454B-ms98-a-0048,192.984750,193.404000,out,I,sv,u-66-1
sw3454B-ms98-a-0048,193.404000,194.751000,[laughter],O,,
sw3454B-ms98-a-0048,194.751000,194.882000,i,B,sv,u-68-1
sw3454B-ms98-a-0048,194.882000,195.049125,think,I,sv,u-68-1
sw3454B-ms98-a-0048,195.049125,195.219125,that,I,sv,u-68-1
sw3454B-ms98-a-0048,195.219125,195.789125,generation,I,sv,u-68-1
sw3454B-ms98-a-0048,195.789125,195.939125,they're,I,sv,u-68-1
sw3454B-ms98-a-0048,195.939125,196.109125,all,I,sv,u-68-1
sw3454B-ms98-a-0048,196.109125,196.179125,at,I,sv,u-68-1
sw3454B-ms98-a-0048,196.179125,196.399125,home,I,sv,u-68-1
sw3454B-ms98-a-0048,196.399125,196.599125,right,I,sv,u-68-1
sw3454B-ms98-a-0048,196.599125,196.929125,now,I,sv,u-68-1
sw3454B-ms98-a-0048,196.929125,197.339125,and,B,sv,u-68-2
sw3454B-ms98-a-0048,197.339125,197.799125,and,I,sv,u-68-2
sw3454B-ms98-a-0048,197.799125,198.021750,we,I,sv,u-68-2
sw3454B-ms98-a-0048,198.021750,198.285375,won't,I,sv,u-68-2
sw3454B-ms98-a-0048,198.285375,198.539125,see,I,sv,u-68-2
sw3454B-ms98-a-0048,198.539125,198.749125,them,I,sv,u-68-2
sw3454B-ms98-a-0048,198.749125,199.003500,back,I,sv,u-68-2
sw3454B-ms98-a-0048,199.003500,199.210125,for,I,sv,u-68-2
sw3454B-ms98-a-0048,199.210125,199.662125,another,I,sv,u-68-2
sw3454B-ms98-a-0048,199.662125,199.889125,two,I,sv,u-68-2
sw3454B-ms98-a-0048,199.889125,199.999125,or,I,sv,u-68-2
sw3454B-ms98-a-0048,199.999125,200.229125,three,I,sv,u-68-2
sw3454B-ms98-a-0048,200.229125,200.644750,years,I,sv,u-68-2
sw3454B-ms98-a-0049,201.360125,201.765125,uh,B,sd,u-70-1
sw3454B-ms98-a-0049,201.765125,202.016375,i'm,I,sd,u-70-1
sw3454B-ms98-a-0049,202.016375,202.276375,very,I,sd,u-70-1
sw3454B-ms98-a-0049,202.276375,202.706375,rarely,I,sd,u-70-1
sw3454B-ms98-a-0049,202.706375,202.826375,do,I,sd,u-70-1
sw3454B-ms98-a-0049,202.826375,202.916375,i,I,sd,u-70-1
sw3454B-ms98-a-0049,202.916375,203.136375,meet,I,sd,u-70-1
sw3454B-ms98-a-0049,203.136375,203.516375,anybody,I,sd,u-70-1
sw3454B-ms98-a-0049,203.516375,203.746375,whose,I,sd,u-70-1
sw3454B-ms98-a-0049,203.746375,204.296375,children,I,sd,u-70-1
sw3454B-ms98-a-0049,204.296375,204.586375,are,I,sd,u-70-1
sw3454B-ms98-a-0049,204.586375,204.836625,are,I,sd,u-70-1
sw3454B-ms98-a-0049,204.983500,205.136375,you,I,sd,u-70-1
sw3454B-ms98-a-0049,205.136375,205.379750,know,I,sd,u-70-1
sw3454B-ms98-a-0049,205.948500,206.166375,past,I,sd,u-70-1
sw3454B-ms98-a-0049,206.166375,206.316375,that,I,sd,u-70-1
sw3454B-ms98-a-0049,206.316375,206.566375,age,I,sd,u-70-1
sw3454B-ms98-a-0049,206.566375,206.656375,when,I,sd,u-70-1
sw3454B-ms98-a-0049,206.656375,206.776375,they've,I,sd,u-70-1
sw3454B-ms98-a-0049,206.776375,206.896375,been,I,sd,u-70-1
sw3454B-ms98-a-0049,206.896375,207.126375,away,I,sd,u-70-1
sw3454B-ms98-a-0049,207.126375,207.286375,for,I,sd,u-70-1
sw3454B-ms98-a-0049,207.286375,207.316375,a,I,sd,u-70-1
