sw2151A-ms98-a-0003,1.703000,2.240125,okay,B,b^m,u-2-1
sw2151A-ms98-a-0011,82.229375,82.359375,know,I,sv,u-14-1
sw2151A-ms98-a-0011,82.359375,82.509375,they,I,sv,u-14-1
sw2151A-ms98-a-0011,82.509375,82.799375,kids,I,sv,u-14-1
sw2151A-ms98-a-0011,82.799375,83.029375,seem,I,sv,u-14-1
sw2151A-ms98-a-0011,83.029375,83.219375,like,I,sv,u-14-1
sw2151A-ms98-a-0011,83.219375,83.389375,when,I,sv,u-14-1
sw2151A-ms98-a-0011,83.389375,83.549375,they,I,sv,u-14-1
sw2151A-ms98-a-0011,83.549375,83.809375,get,I,sv,u-14-1
sw2151A-ms98-a-0011,83.809375,83.949375,ten,I,sv,u-14-1
sw2151A-ms98-a-0011,83.949375,84.039375,or,I,sv,u-14-1
sw2151A-ms98-a-0011,84.039375,84.279375,twelve,I,sv,u-14-1
sw2151A-ms98-a-0011,84.279375,84.419375,years,I,sv,u-14-1
sw2151A-ms98-a-0011,84.419375,84.659375,old,I,sv,u-14-1
sw2151A-ms98-a-0011,84.659375,84.814125,they,I,sv,u-14-1
sw2151A-ms98-a-0011,84.814125,85.123000,fall,I,sv,u-14-1
sw2151A-ms98-a-0011,85.123000,85.299375,out,I,sv,u-14-1
sw2151A-ms98-a-0011,85.299375,85.399375,of,I,sv,u-14-1
sw2151A-ms98-a-0011,85.399375,85.679375,that,I,sv,u-14-1
sw2151A-ms98-a-0011,85.679375,85.836500,an[d]-,O,,
sw2151A-ms98-a-0011,86.036125,86.199375,and,B,sv,u-16-1
sw2151A-ms98-a-0011,86.199375,86.383750,they,I,sv,u-16-1
sw2151A-ms98-a-0011,86.383750,86.588000,don't,I,sv,u-16-1
sw2151A-ms98-a-0011,86.659625,87.039375,follow,I,sv,u-16-1
sw2151A-ms98-a-0011,87.039375,87.109375,it,I,sv,u-16-1
sw2151A-ms98-a-0011,87.109375,87.269375,at,I,sv,u-16-1
sw2151A-ms98-a-0011,87.269375,87.679375,all,I,sv,u-16-1
sw2151A-ms98-a-0011,87.679375,87.749375,you,I,sv,u-16-1
sw2151A-ms98-a-0011,87.749375,87.899375,know,I,sv,u-16-1
sw2151A-ms98-a-0011,87.899375,88.049375,there're,O,,
sw2151A-ms98-a-0011,88.049375,88.329375,very,B,sv,u-16-2
sw2151A-ms98-a-0011,88.329375,88.549375,few,I,sv,u-16-2
sw2151A-ms98-a-0011,88.549375,89.009375,scouts,I,sv,u-16-2
sw2151A-ms98-a-0011,89.009375,89.159375,go,I,sv,u-16-2
sw2151A-ms98-a-0011,89.159375,89.319375,on,I,sv,u-16-2
sw2151A-ms98-a-0011,89.319375,89.409375,and,B,+,u-18-1
sw2151A-ms98-a-0011,89.409375,89.689375,become,I,+,u-18-1
sw2151A-ms98-a-0011,89.689375,89.909375,Eagle,I,+,u-18-1
sw2151A-ms98-a-0011,89.909375,90.359375,Scouts,I,+,u-18-1
sw2151A-ms98-a-0011,90.359375,90.559375,and,B,sd,u-18-2
sw2151A-ms98-a-0011,90.559375,91.049375,and,I,sd,u-18-2
sw2151A-ms98-a-0011,91.049375,91.079375,i,I,sd,u-18-2
sw2151A-ms98-a-0011,91.079375,91.269375,don't,I,sd,u-18-2
sw2151A-ms98-a-0011,91.269375,91.349375,know,I,sd,u-18-2
sw2151A-ms98-a-0011,91.349375,91.571125,what,I,sd,u-18-2
sw2151A-ms98-a-0011,91.571125,91.689375,the,I,sd,u-18-2
sw2151A-ms98-a-0011,91.689375,91.799375,high,I,sd,u-18-2
sw2151A-ms98-a-0011,91.799375,92.139375,rank,I,sd,u-18-2
sw2151A-ms98-a-0011,92.139375,92.279375,is,I,sd,u-18-2
sw2151A-ms98-a-0011,92.279375,92.379375,for,I,sd,u-18-2
sw2151A-ms98-a-0011,92.379375,92.439375,the,I,sd,u-18-2
sw2151A-ms98-a-0011,92.439375,92.889375,gals,I,sd,u-18-2
sw2151A-ms98-a-0011,92.889375,93.010750,but,B,%,u-18-3
sw2151A-ms98-a-0012,94.846500,95.056500,ah,O,,
sw2151A-ms98-a-0012,95.056500,95.376500,senior,B,b^m,u-20-2
sw2151A-ms98-a-0012,95.376500,95.766500,okay,B,bk,u-20-3
sw2151A-ms98-a-0012,95.766500,96.296500,so,B,%,u-20-4
sw2151A-ms98-a-0012,96.296500,96.556500,there's,I,%,u-20-4
sw2151A-ms98-a-0012,96.556500,96.817250,not,I,%,u-20-4
sw2151A-ms98-a-0012,97.352625,97.608750,uh,I,%,u-20-4
sw2151A-ms98-a-0014,100.515750,100.735125,yeah,B,b,u-22-1
sw2151A-ms98-a-0014,100.897250,101.114250,they,B,sv,u-22-2
sw2151A-ms98-a-0014,101.114250,101.334250,they,I,sv,u-22-2
sw2151A-ms98-a-0014,101.334250,101.614250,lose,I,sv,u-22-2
sw2151A-ms98-a-0014,101.614250,102.004250,interest,I,sv,u-22-2
sw2151A-ms98-a-0014,102.004250,102.094250,and,B,sv,u-24-1
sw2151A-ms98-a-0014,102.094250,102.294250,then,I,sv,u-24-1
sw2151A-ms98-a-0014,102.294250,102.474250,when,I,sv,u-24-1
sw2151A-ms98-a-0014,102.474250,102.604250,they,I,sv,u-24-1
sw2151A-ms98-a-0014,102.604250,103.174250,young,I,sv,u-24-1
sw2151A-ms98-a-0014,103.174250,103.424250,young,I,sv,u-24-1
sw2151A-ms98-a-0014,103.424250,103.779875,adults,I,sv,u-24-1
sw2151A-ms98-a-0014,103.779875,104.243125,there's,B,+,u-26-1
sw2151A-ms98-a-0014,104.243125,104.544250,even,I,+,u-26-1
sw2151A-ms98-a-0014,104.544250,104.844250,less,I,+,u-26-1
sw2151A-ms98-a-0014,104.844250,105.284250,interest,I,+,u-26-1
sw2151A-ms98-a-0014,105.284250,105.554250,they're,O,,
sw2151A-ms98-a-0014,105.554250,105.744250,they're,B,sv,u-26-2
sw2151A-ms98-a-0014,105.744250,106.114250,more,I,sv,u-26-2
sw2151A-ms98-a-0014,106.114250,106.515750,for,I,sv,u-26-2
sw2151A-ms98-a-0015,107.854125,108.077750,i,I,sv,u-26-2
sw2151A-ms98-a-0015,108.077750,108.459500,gue[ss]-,O,,
sw2151A-ms98-a-0015,108.459500,108.753250,uh,O,,
sw2151A-ms98-a-0015,108.753250,108.927375,not,B,%,u-28-1
sw2151A-ms98-a-0015,108.927375,109.137125,not,I,%,u-28-1
sw2151A-ms98-a-0015,109.137125,109.535125,yeah,B,aa,u-28-2
sw2151A-ms98-a-0015,109.751750,109.928875,i,O,,
sw2151A-ms98-a-0015,109.928875,110.056875,mean,O,,
sw2151A-ms98-a-0015,110.056875,110.264125,me,O,,
sw2151A-ms98-a-0015,110.950875,111.188125,yeah,B,aa,u-30-1
sw2151A-ms98-a-0015,111.188125,111.518375,[laughter],O,,
sw2151A-ms98-a-0015,111.518375,111.725875,you're,B,sv,u-30-2
sw2151A-ms98-a-0015,111.725875,112.257375,absolutely,I,sv,u-30-2
sw2151A-ms98-a-0015,112.257375,112.653250,right,I,sv,u-30-2
sw2151A-ms98-a-0015,112.653250,113.686000,[laughter],O,,
sw2151A-ms98-a-0015,113.686000,113.881875,i,B,sv,u-32-1
sw2151A-ms98-a-0015,113.881875,114.027375,think,I,sv,u-32-1
sw2151A-ms98-a-0015,114.027375,114.187375,it's,I,sv,u-32-1
sw2151A-ms98-a-0015,114.187375,114.257375,a,I,sv,u-32-1
sw2151A-ms98-a-0015,114.257375,114.527375,really,I,sv,u-32-1
sw2151A-ms98-a-0015,114.527375,114.587375,a,I,sv,u-32-1
sw2151A-ms98-a-0015,114.587375,114.767375,good,I,sv,u-32-1
sw2151A-ms98-a-0015,114.767375,115.047375,thing,I,sv,u-32-1
sw2151A-ms98-a-0015,115.047375,115.287375,i,B,sd,u-32-2
sw2151A-ms98-a-0015,115.287375,115.527375,i,I,sd,u-32-2
sw2151A-ms98-a-0015,115.527375,115.757375,like,I,sd,u-32-2
sw2151A-ms98-a-0015,115.757375,115.867375,to,I,sd,u-32-2
sw2151A-ms98-a-0015,115.867375,116.160750,see,I,sd,u-32-2
sw2151A-ms98-a-0016,117.238250,117.349625,of,B,sv,u-32-3
sw2151A-ms98-a-0016,117.349625,117.599625,course,I,sv,u-32-3
sw2151A-ms98-a-0016,117.599625,118.079625,there's,I,sv,u-32-3
sw2151A-ms98-a-0016,118.079625,118.159625,you,I,sv,u-32-3
sw2151A-ms98-a-0016,118.159625,118.359625,know,I,sv,u-32-3
sw2151A-ms98-a-0016,118.359625,118.629625,third,I,sv,u-32-3
sw2151A-ms98-a-0016,118.629625,118.829625,world,I,sv,u-32-3
sw2151A-ms98-a-0016,118.829625,119.169625,countries,I,sv,u-32-3
sw2151A-ms98-a-0016,119.169625,119.309625,that,I,sv,u-32-3
sw2151A-ms98-a-0016,119.309625,119.439625,can,I,sv,u-32-3
sw2151A-ms98-a-0016,119.439625,119.649625,use,I,sv,u-32-3
sw2151A-ms98-a-0016,119.649625,119.799625,all,I,sv,u-32-3
sw2151A-ms98-a-0016,119.799625,120.009625,kind,I,sv,u-32-3
sw2151A-ms98-a-0016,120.009625,120.069625,of,I,sv,u-32-3
sw2151A-ms98-a-0016,120.069625,120.349625,help,I,sv,u-32-3
sw2151A-ms98-a-0016,120.349625,120.862500,[laughter],O,,
sw2151A-ms98-a-0018,123.272375,123.354625,but,B,sv,u-34-1
sw2151A-ms98-a-0018,123.354625,123.482750,i,I,sv,u-34-1
sw2151A-ms98-a-0018,123.482750,123.672750,think,I,sv,u-34-1
sw2151A-ms98-a-0018,123.672750,123.822750,we,B,+,u-36-1
sw2151A-ms98-a-0018,123.822750,123.962750,ought,I,+,u-36-1
sw2151A-ms98-a-0018,123.962750,124.022750,to,I,+,u-36-1
sw2151A-ms98-a-0018,124.022750,124.312750,start,I,+,u-36-1
sw2151A-ms98-a-0018,124.312750,124.472750,right,I,+,u-36-1
sw2151A-ms98-a-0018,124.472750,124.622750,here,I,+,u-36-1
sw2151A-ms98-a-0018,124.622750,124.692750,at,I,+,u-36-1
sw2151A-ms98-a-0018,124.692750,124.980250,home,I,+,u-36-1
sw2151A-ms98-a-0018,124.980250,125.262750,i'm,B,%,u-36-2
sw2151A-ms98-a-0018,125.682750,125.776875,you,I,%,u-36-2
sw2151A-ms98-a-0018,125.776875,126.035125,know,I,%,u-36-2
sw2151A-ms98-a-0020,136.786125,137.026750,no,B,aa,u-38-1
sw2151A-ms98-a-0020,137.026750,137.286750,i[t]-,O,,
sw2151A-ms98-a-0020,137.286750,137.441375,it,B,%,u-38-2
sw2151A-ms98-a-0022,139.572125,139.684000,i,B,sv,u-40-1
sw2151A-ms98-a-0022,139.684000,139.934000,think,I,sv,u-40-1
sw2151A-ms98-a-0022,139.934000,140.114000,that,I,sv,u-40-1
sw2151A-ms98-a-0022,140.114000,140.344625,yeah,I,sv,u-40-1
sw2151A-ms98-a-0022,140.344625,140.454000,i,I,sv,u-40-1
sw2151A-ms98-a-0022,140.454000,140.684000,think,I,sv,u-40-1
sw2151A-ms98-a-0022,140.684000,140.814000,that,I,sv,u-40-1
sw2151A-ms98-a-0022,140.814000,140.934000,we,I,sv,u-40-1
sw2151A-ms98-a-0022,140.934000,141.134000,need,I,sv,u-40-1
sw2151A-ms98-a-0022,141.134000,141.244000,to,I,sv,u-40-1
sw2151A-ms98-a-0022,141.244000,141.464000,really,I,sv,u-40-1
sw2151A-ms98-a-0022,141.464000,141.794000,address,I,sv,u-40-1
sw2151A-ms98-a-0022,141.794000,141.944000,what,I,sv,u-40-1
sw2151A-ms98-a-0022,141.944000,142.134000,we've,I,sv,u-40-1
sw2151A-ms98-a-0022,142.134000,142.334000,done,I,sv,u-40-1
sw2151A-ms98-a-0022,142.334000,142.664000,here,I,sv,u-40-1
sw2151A-ms98-a-0022,142.664000,142.904000,and,B,sv,u-40-2
sw2151A-ms98-a-0022,142.904000,143.154000,and,I,sv,u-40-2
sw2151A-ms98-a-0022,143.154000,143.344000,then,I,sv,u-40-2
sw2151A-ms98-a-0022,143.344000,143.754000,perhaps,I,sv,u-40-2
sw2151A-ms98-a-0022,143.754000,144.044000,even,I,sv,u-40-2
sw2151A-ms98-a-0022,144.044000,144.084000,a,I,sv,u-40-2
sw2151A-ms98-a-0022,144.084000,144.384000,six,I,sv,u-40-2
sw2151A-ms98-a-0022,144.384000,144.614000,month,I,sv,u-40-2
sw2151A-ms98-a-0022,144.614000,144.924000,tour,I,sv,u-40-2
sw2151A-ms98-a-0022,144.924000,145.324000,overseas,I,sv,u-40-2
sw2151A-ms98-a-0022,145.324000,145.494000,that,I,sv,u-40-2
sw2151A-ms98-a-0022,145.494000,145.724000,gives,I,sv,u-40-2
sw2151A-ms98-a-0022,145.724000,145.784000,a,I,sv,u-40-2
sw2151A-ms98-a-0022,145.784000,146.225875,much,I,sv,u-40-2
sw2151A-ms98-a-0022,146.308625,146.624000,broader,I,sv,u-40-2
sw2151A-ms98-a-0022,146.624000,147.181125,outlook,I,sv,u-40-2
sw2151A-ms98-a-0023,148.115000,148.278875,well,B,sv,u-42-1
sw2151A-ms98-a-0023,148.278875,148.448875,it's,I,sv,u-42-1
sw2151A-ms98-a-0023,148.448875,148.686250,been,I,sv,u-42-1
sw2151A-ms98-a-0023,149.059125,149.250250,really,I,sv,u-42-1
sw2151A-ms98-a-0023,149.250250,149.438625,good,I,sv,u-42-1
sw2151A-ms98-a-0023,149.438625,149.588875,we,B,sd,u-42-2
sw2151A-ms98-a-0023,149.588875,149.878875,talked,I,sd,u-42-2
sw2151A-ms98-a-0023,149.878875,150.138875,about,I,sd,u-42-2
sw2151A-ms98-a-0023,150.138875,150.298875,this,I,sd,u-42-2
sw2151A-ms98-a-0023,150.298875,150.418875,for,I,sd,u-42-2
sw2151A-ms98-a-0023,150.418875,150.448875,a,I,sd,u-42-2
sw2151A-ms98-a-0023,150.448875,150.638875,few,I,sd,u-42-2
sw2151A-ms98-a-0023,150.638875,151.008875,minutes,I,sd,u-42-2
sw2151A-ms98-a-0023,151.008875,151.298875,and,B,sd^t,u-42-3
sw2151A-ms98-a-0023,151.298875,151.368875,uh,I,sd^t,u-42-3
sw2151A-ms98-a-0023,151.368875,151.758875,hopefully,I,sd^t,u-42-3
sw2151A-ms98-a-0023,151.758875,151.968875,we'll,I,sd^t,u-42-3
sw2151A-ms98-a-0023,151.968875,152.148875,have,I,sd^t,u-42-3
sw2151A-ms98-a-0023,152.148875,152.408875,another,I,sd^t,u-42-3
sw2151A-ms98-a-0023,152.408875,152.588875,good,I,sd^t,u-42-3
sw2151A-ms98-a-0023,152.588875,152.998875,topic,I,sd^t,u-42-3
sw2151A-ms98-a-0023,152.998875,153.288875,maybe,I,sd^t,u-42-3
sw2151A-ms98-a-0023,153.288875,153.548875,another,I,sd^t,u-42-3
sw2151A-ms98-a-0023,153.548875,153.908875,call,I,sd^t,u-42-3
sw2151A-ms98-a-0023,153.908875,154.418125,someday,I,sd^t,u-42-3
sw2151A-ms98-a-0023,154.418125,154.587625,but,B,sd,u-42-4
sw2151A-ms98-a-0023,154.855000,154.958875,i,I,sd,u-42-4
sw2151A-ms98-a-0023,154.958875,155.168875,i,I,sd,u-42-4
sw2151A-ms98-a-0023,155.168875,155.458875,don't,I,sd,u-42-4
sw2151A-ms98-a-0023,155.458875,155.658875,really,I,sd,u-42-4
sw2151A-ms98-a-0023,155.658875,155.968875,have,I,sd,u-42-4
sw2151A-ms98-a-0023,155.968875,156.108875,too,I,sd,u-42-4
sw2151A-ms98-a-0023,156.108875,156.368875,much,I,sd,u-42-4
sw2151A-ms98-a-0023,156.368875,156.488875,more,I,sd,u-42-4
sw2151A-ms98-a-0023,156.488875,156.578875,to,I,sd,u-42-4
sw2151A-ms98-a-0023,156.578875,156.788875,say,I,sd,u-42-4
sw2151A-ms98-a-0023,156.788875,156.938875,on,I,sd,u-42-4
sw2151A-ms98-a-0023,156.938875,157.098875,this,I,sd,u-42-4
sw2151A-ms98-a-0023,157.098875,157.498875,topic,I,sd,u-42-4
sw2151A-ms98-a-0023,157.498875,157.608875,i,I,sd,u-42-4
sw2151A-ms98-a-0023,157.608875,157.751125,gue[ss]-,O,,
sw2151A-ms98-a-0025,159.816375,160.168500,[vocalized-noise],O,,
sw2151A-ms98-a-0025,160.168500,160.345375,we,B,sv,u-44-1
sw2151A-ms98-a-0025,160.345375,160.415375,i,I,sv,u-44-1
sw2151A-ms98-a-0025,160.415375,160.665375,guess,I,sv,u-44-1
sw2151A-ms98-a-0025,160.665375,160.775375,we,I,sv,u-44-1
