sw3134B-ms98-a-0003,7.377500,7.946250,no,B,nn,u-2-1
sw3134B-ms98-a-0004,17.782125,18.112125,from,I,sd,u-4-1
sw3134B-ms98-a-0004,18.112125,18.492125,talking,I,sd,u-4-1
sw3134B-ms98-a-0004,18.492125,18.592125,to,I,sd,u-4-1
sw3134B-ms98-a-0004,18.592125,18.972125,people,I,sd,u-4-1
sw3134B-ms98-a-0004,18.972125,19.112125,in,I,sd,u-4-1
sw3134B-ms98-a-0004,19.112125,19.302125,other,I,sd,u-4-1
sw3134B-ms98-a-0004,19.302125,19.802125,districts,I,sd,u-4-1
sw3134B-ms98-a-0004,19.802125,20.012125,there,I,sd,u-4-1
sw3134B-ms98-a-0004,20.012125,20.192125,are,I,sd,u-4-1
sw3134B-ms98-a-0004,20.192125,20.412125,some,I,sd,u-4-1
sw3134B-ms98-a-0004,20.412125,20.845625,major,I,sd,u-4-1
sw3134B-ms98-a-0005,21.936000,22.608125,problems,I,sd,u-4-1
sw3134B-ms98-a-0005,22.747500,23.260625,uh,I,sd,u-4-1
sw3134B-ms98-a-0005,23.384875,23.624000,with,I,sd,u-4-1
sw3134B-ms98-a-0005,23.624000,24.424000,dropouts,I,sd,u-4-1
sw3134B-ms98-a-0005,24.424000,24.623750,um,B,sd,u-4-2
sw3134B-ms98-a-0006,25.881875,26.012375,when,I,sd,u-4-2
sw3134B-ms98-a-0006,26.012375,26.112375,i,I,sd,u-4-2
sw3134B-ms98-a-0006,26.112375,26.252375,was,I,sd,u-4-2
sw3134B-ms98-a-0006,26.252375,26.382375,in,I,sd,u-4-2
sw3134B-ms98-a-0006,26.382375,27.322375,Minnesota,I,sd,u-4-2
sw3134B-ms98-a-0006,27.322375,27.612375,last,I,sd,u-4-2
sw3134B-ms98-a-0006,27.612375,27.932375,summer,I,sd,u-4-2
sw3134B-ms98-a-0007,29.399250,29.504500,there,B,+,u-6-1
sw3134B-ms98-a-0007,29.504500,29.614500,was,I,+,u-6-1
sw3134B-ms98-a-0007,29.614500,29.684500,a,I,+,u-6-1
sw3134B-ms98-a-0007,29.684500,30.084500,teacher,I,+,u-6-1
sw3134B-ms98-a-0007,30.084500,30.244500,who,I,+,u-6-1
sw3134B-ms98-a-0007,30.244500,30.629000,said,I,+,u-6-1
sw3134B-ms98-a-0007,30.629000,31.084750,that,I,+,u-6-1
sw3134B-ms98-a-0007,31.084750,31.535625,uh,I,+,u-6-1
sw3134B-ms98-a-0007,31.957500,32.124500,on,I,+,u-6-1
sw3134B-ms98-a-0007,32.124500,32.184500,a,I,+,u-6-1
sw3134B-ms98-a-0007,32.184500,32.504500,given,I,+,u-6-1
sw3134B-ms98-a-0007,32.504500,32.964500,day,I,+,u-6-1
sw3134B-ms98-a-0007,32.964500,33.144500,she,I,+,u-6-1
sw3134B-ms98-a-0007,33.144500,33.324500,didn't,I,+,u-6-1
sw3134B-ms98-a-0007,33.324500,33.454500,know,I,+,u-6-1
sw3134B-ms98-a-0007,33.454500,33.624500,how,I,+,u-6-1
sw3134B-ms98-a-0007,33.624500,33.794500,many,I,+,u-6-1
sw3134B-ms98-a-0007,33.794500,33.864500,of,I,+,u-6-1
sw3134B-ms98-a-0007,33.864500,34.034500,her,I,+,u-6-1
sw3134B-ms98-a-0007,34.034500,34.424500,students,I,+,u-6-1
sw3134B-ms98-a-0007,34.424500,34.564500,would,I,+,u-6-1
sw3134B-ms98-a-0007,34.564500,34.764500,show,I,+,u-6-1
sw3134B-ms98-a-0007,34.764500,34.914500,up,I,+,u-6-1
sw3134B-ms98-a-0007,34.914500,35.004500,and,B,sd,u-6-2
sw3134B-ms98-a-0007,35.004500,35.454500,sometimes,I,sd,u-6-2
sw3134B-ms98-a-0007,35.454500,35.544500,they,I,sd,u-6-2
sw3134B-ms98-a-0007,35.544500,35.694500,didn't,I,sd,u-6-2
sw3134B-ms98-a-0007,35.694500,35.864500,even,I,sd,u-6-2
sw3134B-ms98-a-0007,35.864500,36.014500,show,I,sd,u-6-2
sw3134B-ms98-a-0007,36.014500,36.124500,up,I,sd,u-6-2
sw3134B-ms98-a-0007,36.124500,36.214500,for,I,sd,u-6-2
sw3134B-ms98-a-0007,36.214500,36.654500,class,I,sd,u-6-2
sw3134B-ms98-a-0007,36.654500,36.744500,and,B,sd,u-6-3
sw3134B-ms98-a-0007,36.744500,36.884500,she,I,sd,u-6-3
sw3134B-ms98-a-0007,36.884500,37.164500,taught,I,sd,u-6-3
sw3134B-ms98-a-0007,37.394500,37.514500,in,I,sd,u-6-3
sw3134B-ms98-a-0007,37.514500,37.744500,high,I,sd,u-6-3
sw3134B-ms98-a-0007,37.744500,38.234500,school,I,sd,u-6-3
sw3134B-ms98-a-0007,38.234500,38.404500,in,I,sd,u-6-3
sw3134B-ms98-a-0007,38.404500,38.654500,inner,I,sd,u-6-3
sw3134B-ms98-a-0007,38.654500,39.134500,city,I,sd,u-6-3
sw3134B-ms98-a-0007,39.134500,39.264500,uh,I,sd,u-6-3
sw3134B-ms98-a-0007,39.264500,40.014500,Minneapolis,I,sd,u-6-3
sw3134B-ms98-a-0008,41.195125,41.731750,and,B,sd,u-8-1
sw3134B-ms98-a-0008,41.731750,41.931750,uh,I,sd,u-8-1
sw3134B-ms98-a-0008,42.211750,42.331750,they,I,sd,u-8-1
sw3134B-ms98-a-0008,42.331750,42.531750,just,I,sd,u-8-1
sw3134B-ms98-a-0008,42.531750,42.741750,didn't,I,sd,u-8-1
sw3134B-ms98-a-0008,42.741750,42.901750,come,I,sd,u-8-1
sw3134B-ms98-a-0008,42.901750,43.001750,to,I,sd,u-8-1
sw3134B-ms98-a-0008,43.001750,43.401750,school,I,sd,u-8-1
sw3134B-ms98-a-0008,44.238000,44.381750,and,B,sd,u-10-1
sw3134B-ms98-a-0008,44.381750,44.471750,i,I,sd,u-10-1
sw3134B-ms98-a-0008,44.471750,44.821750,cannot,I,sd,u-10-1
sw3134B-ms98-a-0008,44.821750,45.394375,imagine,I,sd,u-10-1
sw3134B-ms98-a-0008,46.238125,46.421750,being,I,sd,u-10-1
sw3134B-ms98-a-0008,46.421750,46.631750,able,I,sd,u-10-1
sw3134B-ms98-a-0008,46.631750,46.751750,to,I,sd,u-10-1
sw3134B-ms98-a-0008,46.751750,46.891750,do,I,sd,u-10-1
sw3134B-ms98-a-0008,46.891750,47.131750,much,I,sd,u-10-1
sw3134B-ms98-a-0008,47.131750,47.201750,of,I,sd,u-10-1
sw3134B-ms98-a-0008,47.201750,47.691750,anything,I,sd,u-10-1
sw3134B-ms98-a-0008,47.691750,47.951750,when,I,sd,u-10-1
sw3134B-ms98-a-0008,47.951750,48.061750,they,I,sd,u-10-1
sw3134B-ms98-a-0008,48.061750,48.231750,don't,I,sd,u-10-1
sw3134B-ms98-a-0008,48.231750,48.401750,even,I,sd,u-10-1
sw3134B-ms98-a-0008,48.401750,48.581750,come,I,sd,u-10-1
sw3134B-ms98-a-0008,48.581750,48.701750,to,I,sd,u-10-1
sw3134B-ms98-a-0008,48.701750,49.211750,school,I,sd,u-10-1
sw3134B-ms98-a-0010,56.449500,56.859500,um-hum,B,b,u-12-1
sw3134B-ms98-a-0012,82.794000,82.920500,i,B,aa,u-16-1
sw3134B-ms98-a-0012,82.920500,83.106000,think,I,aa,u-16-1
sw3134B-ms98-a-0012,83.106000,83.286000,so,I,aa,u-16-1
sw3134B-ms98-a-0012,83.286000,83.486000,too,I,aa,u-16-1
sw3134B-ms98-a-0014,88.660250,88.800250,the,B,sv,u-18-1
sw3134B-ms98-a-0014,88.800250,89.100250,home,I,sv,u-18-1
sw3134B-ms98-a-0014,89.100250,89.230250,is,I,sv,u-18-1
sw3134B-ms98-a-0014,89.230250,89.300250,the,I,sv,u-18-1
sw3134B-ms98-a-0014,89.300250,89.699250,key,I,sv,u-18-1
sw3134B-ms98-a-0014,89.951500,90.080250,i,B,sv,u-20-1
sw3134B-ms98-a-0014,90.080250,90.380250,think,I,sv,u-20-1
sw3134B-ms98-a-0014,90.380250,90.710250,really,I,sv,u-20-1
sw3134B-ms98-a-0014,90.710250,90.910250,is,I,sv,u-20-1
sw3134B-ms98-a-0014,90.910250,91.451875,because,I,sv,u-20-1
sw3134B-ms98-a-0014,91.580000,91.970250,if,I,sv,u-20-1
sw3134B-ms98-a-0014,91.970250,92.060250,the,I,sv,u-20-1
sw3134B-ms98-a-0014,92.060250,92.539875,home,I,sv,u-20-1
sw3134B-ms98-a-0014,93.029500,93.190250,does,B,+,u-22-1
sw3134B-ms98-a-0014,93.190250,93.370250,not,I,+,u-22-1
sw3134B-ms98-a-0014,93.370250,93.860250,place,I,+,u-22-1
sw3134B-ms98-a-0014,93.860250,93.950250,a,I,+,u-22-1
sw3134B-ms98-a-0014,93.950250,94.300250,high,I,+,u-22-1
sw3134B-ms98-a-0014,94.300250,94.910250,priority,I,+,u-22-1
sw3134B-ms98-a-0014,94.910250,95.040250,on,I,+,u-22-1
sw3134B-ms98-a-0014,95.040250,95.906750,education,I,+,u-22-1
sw3134B-ms98-a-0014,96.426625,96.900250,and,B,sv,u-24-1
sw3134B-ms98-a-0014,96.900250,97.240250,um,I,sv,u-24-1
sw3134B-ms98-a-0014,97.550250,97.826875,tha[t]-,I,sv,u-24-1
sw3134B-ms98-a-0014,97.985125,98.040250,the,I,sv,u-24-1
sw3134B-ms98-a-0014,98.040250,98.530375,main,I,sv,u-24-1
sw3134B-ms98-a-0014,98.801500,99.170250,goal,I,sv,u-24-1
sw3134B-ms98-a-0014,99.170250,99.350250,is,I,sv,u-24-1
sw3134B-ms98-a-0014,99.350250,99.740250,making,I,sv,u-24-1
sw3134B-ms98-a-0014,99.740250,100.000250,money,I,sv,u-24-1
sw3134B-ms98-a-0014,100.000250,100.500250,now,I,sv,u-24-1
sw3134B-ms98-a-0015,101.128625,101.248625,and,B,sv,u-24-2
sw3134B-ms98-a-0015,101.248625,101.358625,it,I,sv,u-24-2
sw3134B-ms98-a-0015,101.358625,101.548625,may,I,sv,u-24-2
sw3134B-ms98-a-0015,101.548625,101.818625,be,I,sv,u-24-2
sw3134B-ms98-a-0015,101.818625,101.898625,a,I,sv,u-24-2
sw3134B-ms98-a-0015,101.898625,102.508625,survival,I,sv,u-24-2
sw3134B-ms98-a-0015,102.778625,103.128625,thing,I,sv,u-24-2
sw3134B-ms98-a-0015,103.398625,103.508625,for,B,+,u-26-1
sw3134B-ms98-a-0015,103.508625,103.588625,the,I,+,u-26-1
sw3134B-ms98-a-0015,103.588625,104.098625,family,I,+,u-26-1
sw3134B-ms98-a-0015,104.098625,104.228625,which,I,+,u-26-1
sw3134B-ms98-a-0015,104.228625,104.328625,you,I,+,u-26-1
sw3134B-ms98-a-0015,104.328625,104.478625,can,I,+,u-26-1
sw3134B-ms98-a-0015,104.478625,105.159875,understand,I,+,u-26-1
sw3134B-ms98-a-0015,106.274625,106.765750,so,B,%,u-28-1
sw3134B-ms98-a-0015,106.765750,107.116250,um,I,%,u-28-1
sw3134B-ms98-a-0015,108.672750,109.093875,right,B,b,u-30-1
sw3134B-ms98-a-0017,116.351625,116.534125,your,B,^2,u-32-1
sw3134B-ms98-a-0017,116.534125,117.154125,education,I,^2,u-32-1
sw3134B-ms98-a-0019,130.636875,130.874500,that's,B,aa,u-36-1
sw3134B-ms98-a-0019,130.874500,131.144500,right,I,aa,u-36-1
sw3134B-ms98-a-0019,131.884500,132.024500,it's,B,sd^r,u-38-1
sw3134B-ms98-a-0019,132.024500,132.214500,what's,I,sd^r,u-38-1
sw3134B-ms98-a-0019,132.214500,132.414500,wrong,I,sd^r,u-38-1
sw3134B-ms98-a-0019,132.414500,132.534500,with,I,sd^r,u-38-1
sw3134B-ms98-a-0019,132.534500,133.104500,families,I,sd^r,u-38-1
sw3134B-ms98-a-0019,133.104500,133.264500,and,B,sv,u-38-2
sw3134B-ms98-a-0019,133.264500,133.474500,if,I,sv,u-38-2
sw3134B-ms98-a-0019,133.474500,133.604500,if,I,sv,u-38-2
sw3134B-ms98-a-0019,133.604500,134.004500,children,I,sv,u-38-2
sw3134B-ms98-a-0019,134.004500,134.184500,come,I,sv,u-38-2
sw3134B-ms98-a-0019,134.184500,134.294500,to,I,sv,u-38-2
sw3134B-ms98-a-0019,134.294500,134.784500,school,I,sv,u-38-2
sw3134B-ms98-a-0020,135.819750,136.401750,yes,B,+,u-40-1
sw3134B-ms98-a-0020,136.529750,137.361500,insecure,I,+,u-40-1
sw3134B-ms98-a-0020,137.546000,138.148250,and,I,+,u-40-1
sw3134B-ms98-a-0020,138.148250,138.491000,their,I,+,u-40-1
sw3134B-ms98-a-0020,138.491000,138.799125,mo[re]-,I,+,u-40-1
sw3134B-ms98-a-0020,138.983750,139.216250,biggest,I,+,u-40-1
sw3134B-ms98-a-0020,139.216250,139.657750,concern,I,+,u-40-1
sw3134B-ms98-a-0020,139.808375,139.946250,is,I,+,u-40-1
sw3134B-ms98-a-0020,139.946250,140.596250,survival,I,+,u-40-1
sw3134B-ms98-a-0021,141.342500,141.528000,both,B,+,u-42-1
sw3134B-ms98-a-0021,141.528000,141.777750,at,I,+,u-42-1
sw3134B-ms98-a-0021,141.777750,142.157750,home,I,+,u-42-1
sw3134B-ms98-a-0021,142.157750,142.247750,they,B,sv,u-42-2
sw3134B-ms98-a-0021,142.247750,142.417750,don't,I,sv,u-42-2
sw3134B-ms98-a-0021,142.417750,142.487750,know,I,sv,u-42-2
sw3134B-ms98-a-0021,142.487750,142.617750,what,I,sv,u-42-2
sw3134B-ms98-a-0021,142.617750,142.697750,to,I,sv,u-42-2
sw3134B-ms98-a-0021,142.697750,143.097750,expect,I,sv,u-42-2
sw3134B-ms98-a-0021,143.097750,143.217750,at,I,sv,u-42-2
sw3134B-ms98-a-0021,143.217750,143.627750,home,I,sv,u-42-2
sw3134B-ms98-a-0021,143.627750,143.727750,they,B,sv,u-42-3
sw3134B-ms98-a-0021,143.727750,143.937750,don't,I,sv,u-42-3
sw3134B-ms98-a-0021,143.937750,144.107750,feel,I,sv,u-42-3
sw3134B-ms98-a-0021,144.107750,144.557750,secure,I,sv,u-42-3
sw3134B-ms98-a-0021,144.557750,144.902625,there,I,sv,u-42-3
sw3134B-ms98-a-0021,145.320750,145.417750,they,B,sv,u-42-4
sw3134B-ms98-a-0021,145.417750,145.637750,don't,I,sv,u-42-4
sw3134B-ms98-a-0021,145.637750,145.707750,know,I,sv,u-42-4
sw3134B-ms98-a-0021,145.707750,145.917750,what's,I,sv,u-42-4
sw3134B-ms98-a-0021,145.917750,146.047750,going,I,sv,u-42-4
sw3134B-ms98-a-0021,146.047750,146.137750,to,I,sv,u-42-4
sw3134B-ms98-a-0021,146.137750,146.616000,happen,I,sv,u-42-4
sw3134B-ms98-a-0021,146.988875,147.258875,just,I,sv,u-42-4
sw3134B-ms98-a-0021,147.258875,147.499875,out,I,sv,u-42-4
sw3134B-ms98-a-0021,147.499875,147.777750,front,I,sv,u-42-4
sw3134B-ms98-a-0021,147.777750,147.857750,of,I,sv,u-42-4
sw3134B-ms98-a-0021,147.857750,148.187750,their,I,sv,u-42-4
sw3134B-ms98-a-0022,148.811500,149.251500,apartment,I,sv,u-42-4
sw3134B-ms98-a-0022,149.251500,149.801500,complex,I,sv,u-42-4
sw3134B-ms98-a-0022,149.801500,149.881500,for,B,sd,u-44-1
sw3134B-ms98-a-0022,149.881500,150.331500,example,I,sd,u-44-1
sw3134B-ms98-a-0022,150.331500,150.491500,that,I,sd,u-44-1
sw3134B-ms98-a-0022,150.491500,150.861500,child,I,sd,u-44-1
sw3134B-ms98-a-0022,150.861500,150.971500,that,I,sd,u-44-1
sw3134B-ms98-a-0022,150.971500,151.071500,was,I,sd,u-44-1
sw3134B-ms98-a-0022,151.071500,151.478125,shot,I,sd,u-44-1
sw3134B-ms98-a-0023,153.208625,153.452625,uh,B,qh,u-46-1
sw3134B-ms98-a-0023,153.452625,153.642625,how,I,qh,u-46-1
sw3134B-ms98-a-0023,153.642625,153.812625,can,I,qh,u-46-1
sw3134B-ms98-a-0023,153.812625,153.902625,they,I,qh,u-46-1
sw3134B-ms98-a-0023,153.902625,154.492625,concentrate,I,qh,u-46-1
sw3134B-ms98-a-0023,154.492625,154.618250,on,I,qh,u-46-1
sw3134B-ms98-a-0023,154.618250,155.168125,schooling,I,qh,u-46-1
sw3134B-ms98-a-0023,155.168125,155.272625,i,B,sd,u-46-2
sw3134B-ms98-a-0023,155.272625,155.522625,agree,I,sd,u-46-2
sw3134B-ms98-a-0023,155.522625,155.712625,with,B,+,u-48-1
sw3134B-ms98-a-0023,155.712625,155.812625,you,I,+,u-48-1
sw3134B-ms98-a-0023,155.812625,155.892625,i,B,sv,u-48-2
sw3134B-ms98-a-0023,155.892625,156.122625,think,I,sv,u-48-2
sw3134B-ms98-a-0023,156.122625,156.382625,that's,I,sv,u-48-2
sw3134B-ms98-a-0023,156.382625,156.462625,the,I,sv,u-48-2
sw3134B-ms98-a-0023,156.462625,156.752625,main,I,sv,u-48-2
sw3134B-ms98-a-0023,156.752625,157.181625,problem,I,sv,u-48-2
sw3134B-ms98-a-0024,158.007375,158.409000,and,B,sd,u-50-1
sw3134B-ms98-a-0024,158.800750,159.395500,school's,I,sd,u-50-1
sw3134B-ms98-a-0024,159.885500,160.165500,now,I,sd,u-50-1
sw3134B-ms98-a-0024,160.165500,160.405500,are,I,sd,u-50-1
sw3134B-ms98-a-0024,160.405500,160.795500,supposed,I,sd,u-50-1
sw3134B-ms98-a-0024,160.795500,160.895500,to,I,sd,u-50-1
sw3134B-ms98-a-0024,160.895500,161.387500,solve,I,sd,u-50-1
sw3134B-ms98-a-0025,161.926875,162.426875,social,I,sd,u-50-1
sw3134B-ms98-a-0025,162.426875,163.186875,problems,I,sd,u-50-1
sw3134B-ms98-a-0025,163.186875,163.586875,uh,I,sd,u-50-1
sw3134B-ms98-a-0025,163.756875,164.136875,mental,I,sd,u-50-1
sw3134B-ms98-a-0025,164.136875,164.246875,and,I,sd,u-50-1
sw3134B-ms98-a-0025,164.246875,164.736875,emotional,I,sd,u-50-1
sw3134B-ms98-a-0025,164.736875,165.376875,problems,I,sd,u-50-1
sw3134B-ms98-a-0025,165.376875,165.546875,as,B,+,u-52-1
sw3134B-ms98-a-0025,165.546875,165.846875,well,I,+,u-52-1
sw3134B-ms98-a-0025,165.846875,165.976875,as,I,+,u-52-1
sw3134B-ms98-a-0025,165.976875,166.416875,educate,I,+,u-52-1
sw3134B-ms98-a-0025,166.416875,166.486875,the,I,+,u-52-1
sw3134B-ms98-a-0025,166.486875,166.886875,kids,I,+,u-52-1
sw3134B-ms98-a-0025,166.886875,167.056875,and,I,+,u-52-1
sw3134B-ms98-a-0025,167.056875,167.226875,try,I,+,u-52-1
sw3134B-ms98-a-0025,167.226875,167.306875,to,I,+,u-52-1
sw3134B-ms98-a-0025,167.306875,167.696875,provide,I,+,u-52-1
sw3134B-ms98-a-0025,167.696875,167.796875,them,I,+,u-52-1
sw3134B-ms98-a-0025,167.796875,167.896875,with,I,+,u-52-1
sw3134B-ms98-a-0025,167.896875,168.132250,some,I,+,u-52-1
sw3134B-ms98-a-0025,168.132250,168.683375,security,I,+,u-52-1
sw3134B-ms98-a-0025,169.278625,169.411750,and,B,sv,u-54-1
sw3134B-ms98-a-0025,169.411750,169.606875,that's,I,sv,u-54-1
sw3134B-ms98-a-0025,169.606875,170.276875,overwhelming,I,sv,u-54-1
sw3134B-ms98-a-0027,184.391250,184.774500,no,B,aa,u-56-1
sw3134B-ms98-a-0027,185.055875,185.126625,it,B,aa,u-56-2
sw3134B-ms98-a-0027,185.126625,185.509375,isn't,I,aa,u-56-2
sw3134B-ms98-a-0029,204.426000,204.724000,true,B,aa,u-58-1
sw3134B-ms98-a-0029,204.724000,204.814000,i,B,sv,u-58-2
sw3134B-ms98-a-0029,204.814000,205.074000,think,I,sv,u-58-2
sw3134B-ms98-a-0029,205.074000,205.354000,they,I,sv,u-58-2
sw3134B-ms98-a-0029,205.354000,205.574000,there,I,sv,u-58-2
sw3134B-ms98-a-0029,205.574000,205.914000,has,I,sv,u-58-2
sw3134B-ms98-a-0029,205.914000,206.054000,to,I,sv,u-58-2
sw3134B-ms98-a-0029,206.054000,206.204000,be,I,sv,u-58-2
sw3134B-ms98-a-0029,206.204000,206.374000,at,I,sv,u-58-2
sw3134B-ms98-a-0029,206.374000,206.945625,least,I,sv,u-58-2
sw3134B-ms98-a-0029,207.152750,207.279500,a,I,sv,u-58-2
sw3134B-ms98-a-0029,207.279500,207.854000,counselor,I,sv,u-58-2
sw3134B-ms98-a-0029,207.854000,208.024000,and,B,sd,u-58-3
sw3134B-ms98-a-0029,208.024000,208.244000,we,I,sd,u-58-3
sw3134B-ms98-a-0029,208.244000,208.590375,just,I,sd,u-58-3
sw3134B-ms98-a-0029,208.590375,209.362500,recently,I,sd,u-58-3
sw3134B-ms98-a-0029,209.362500,209.773000,had,I,sd,u-58-3
sw3134B-ms98-a-0029,209.908625,210.005750,a,I,sd,u-58-3
sw3134B-ms98-a-0029,210.118750,210.631750,counselor,I,sd,u-58-3
sw3134B-ms98-a-0029,210.767375,210.884000,at,I,sd,u-58-3
sw3134B-ms98-a-0029,210.884000,211.374000,elementary,I,sd,u-58-3
sw3134B-ms98-a-0029,211.374000,211.744000,we,B,sd,u-58-4
sw3134B-ms98-a-0029,211.744000,211.904000,didn't,I,sd,u-58-4
sw3134B-ms98-a-0029,211.904000,212.044000,even,I,sd,u-58-4
sw3134B-ms98-a-0029,212.044000,212.264000,have,I,sd,u-58-4
sw3134B-ms98-a-0029,212.264000,212.754000,counselors,I,sd,u-58-4
sw3134B-ms98-a-0029,212.754000,212.874000,in,I,sd,u-58-4
sw3134B-ms98-a-0029,212.874000,213.343000,elementary,I,sd,u-58-4
sw3134B-ms98-a-0029,213.950250,214.096375,we,B,sd,u-60-1
sw3134B-ms98-a-0029,214.096375,214.324000,have,I,sd,u-60-1
sw3134B-ms98-a-0029,214.324000,214.734000,always,I,sd,u-60-1
sw3134B-ms98-a-0029,214.734000,214.964000,though,I,sd,u-60-1
sw3134B-ms98-a-0029,214.964000,215.224000,had,I,sd,u-60-1
sw3134B-ms98-a-0029,215.224000,215.514000,three,I,sd,u-60-1
sw3134B-ms98-a-0029,215.514000,215.654000,at,I,sd,u-60-1
sw3134B-ms98-a-0029,215.654000,215.924000,middle,I,sd,u-60-1
sw3134B-ms98-a-0029,215.924000,216.304000,schools,I,sd,u-60-1
sw3134B-ms98-a-0029,216.304000,216.674000,because,I,sd,u-60-1
sw3134B-ms98-a-0029,216.674000,216.774000,we,I,sd,u-60-1
sw3134B-ms98-a-0029,216.774000,216.944000,had,I,sd,u-60-1
sw3134B-ms98-a-0029,216.944000,217.154000,about,I,sd,u-60-1
sw3134B-ms98-a-0029,217.154000,217.194000,a,I,sd,u-60-1
sw3134B-ms98-a-0029,217.194000,217.634000,thousand,I,sd,u-60-1
sw3134B-ms98-a-0029,217.634000,218.144000,kids,I,sd,u-60-1
sw3134B-ms98-a-0029,218.144000,218.402125,and,B,sd,u-60-2
sw3134B-ms98-a-0030,218.979000,219.062000,they,I,sd,u-60-2
sw3134B-ms98-a-0030,219.062000,219.622000,divided,I,sd,u-60-2
sw3134B-ms98-a-0030,219.622000,219.792000,them,I,sd,u-60-2
sw3134B-ms98-a-0030,219.792000,220.012000,up,I,sd,u-60-2
sw3134B-ms98-a-0030,220.012000,220.392000,between,I,sd,u-60-2
sw3134B-ms98-a-0030,220.392000,220.572000,three,I,sd,u-60-2
sw3134B-ms98-a-0030,220.572000,221.192000,counselors,I,sd,u-60-2
sw3134B-ms98-a-0030,221.192000,221.389250,but,B,sd,u-60-3
sw3134B-ms98-a-0031,222.279750,222.409750,for,I,sd,u-60-3
sw3134B-ms98-a-0031,222.409750,222.459750,a,I,sd,u-60-3
sw3134B-ms98-a-0031,222.459750,222.730875,good,I,sd,u-60-3
sw3134B-ms98-a-0031,222.730875,223.028375,while,I,sd,u-60-3
sw3134B-ms98-a-0031,223.028375,223.359750,every,I,sd,u-60-3
sw3134B-ms98-a-0031,223.359750,223.589750,year,I,sd,u-60-3
sw3134B-ms98-a-0031,223.589750,223.719750,they'd,I,sd,u-60-3
sw3134B-ms98-a-0031,223.719750,223.829750,have,I,sd,u-60-3
sw3134B-ms98-a-0031,223.829750,223.879750,a,I,sd,u-60-3
sw3134B-ms98-a-0031,223.879750,224.169750,different,I,sd,u-60-3
sw3134B-ms98-a-0031,224.169750,224.649750,counselor,I,sd,u-60-3
sw3134B-ms98-a-0031,224.649750,224.739750,and,B,sd,u-60-4
sw3134B-ms98-a-0031,224.739750,224.819750,they,I,sd,u-60-4
sw3134B-ms98-a-0031,224.819750,225.219750,decided,I,sd,u-60-4
sw3134B-ms98-a-0031,225.219750,225.369750,that,I,sd,u-60-4
sw3134B-ms98-a-0031,225.369750,225.659750,didn't,I,sd,u-60-4
sw3134B-ms98-a-0031,225.659750,226.025750,work,I,sd,u-60-4
sw3134B-ms98-a-0031,226.489000,226.699750,so,B,sd,u-62-1
sw3134B-ms98-a-0031,226.699750,226.890125,they,I,sd,u-62-1
sw3134B-ms98-a-0031,226.890125,227.477750,started,I,sd,u-62-1
sw3134B-ms98-a-0031,227.477750,227.799750,uh,I,sd,u-62-1
sw3134B-ms98-a-0031,227.799750,228.249750,dividing,I,sd,u-62-1
