sw2109A-ms98-a-0003,2.640500,3.023625,yes,B,b,u-2-1
sw2109A-ms98-a-0015,119.880250,120.030250,and,I,+,u-20-1
sw2109A-ms98-a-0015,120.030250,120.270250,one,I,+,u-20-1
sw2109A-ms98-a-0015,120.270250,120.450250,was,I,+,u-20-1
sw2109A-ms98-a-0015,120.450250,121.245625,Black,I,+,u-20-1
sw2109A-ms98-a-0015,121.479125,121.720250,and,B,sd,u-20-2
sw2109A-ms98-a-0015,121.720250,121.920250,this,I,sd,u-20-2
sw2109A-ms98-a-0015,121.920250,122.092125,all,I,sd,u-20-2
sw2109A-ms98-a-0015,122.167375,122.320250,took,I,sd,u-20-2
sw2109A-ms98-a-0015,122.320250,122.680250,place,I,sd,u-20-2
sw2109A-ms98-a-0015,122.680250,122.802500,in,I,sd,u-20-2
sw2109A-ms98-a-0015,122.802500,122.908750,the,I,sd,u-20-2
sw2109A-ms98-a-0015,122.908750,123.612625,South,I,sd,u-20-2
sw2109A-ms98-a-0015,124.246625,124.600250,and,B,sv,u-22-1
sw2109A-ms98-a-0015,124.600250,124.760250,uh,I,sv,u-22-1
sw2109A-ms98-a-0015,124.760250,125.340250,normally,I,sv,u-22-1
sw2109A-ms98-a-0015,125.340250,125.630250,never,I,sv,u-22-1
sw2109A-ms98-a-0015,125.630250,125.746875,the,I,sv,u-22-1
sw2109A-ms98-a-0015,125.811000,126.200250,twain,I,sv,u-22-1
sw2109A-ms98-a-0015,126.200250,126.470250,shall,I,sv,u-22-1
sw2109A-ms98-a-0015,126.470250,126.958750,meet,I,sv,u-22-1
sw2109A-ms98-a-0016,128.733000,129.128500,yes,B,aa,u-24-1
sw2109A-ms98-a-0016,129.256500,129.791375,right,B,aa,u-24-2
sw2109A-ms98-a-0016,129.903250,130.452375,and,B,sv,u-24-3
sw2109A-ms98-a-0016,130.452375,130.759250,um,I,sv,u-24-3
sw2109A-ms98-a-0016,131.640500,131.962000,uh,I,sv,u-24-3
sw2109A-ms98-a-0016,132.031250,132.183500,it,I,sv,u-24-3
sw2109A-ms98-a-0016,132.183500,132.397125,it,I,sv,u-24-3
sw2109A-ms98-a-0016,132.397125,132.593625,it,I,sv,u-24-3
sw2109A-ms98-a-0016,132.593625,133.106000,really,I,sv,u-24-3
sw2109A-ms98-a-0016,133.106000,133.810375,was,I,sv,u-24-3
sw2109A-ms98-a-0016,133.810375,134.405875,a,I,sv,u-24-3
sw2109A-ms98-a-0016,134.813000,135.943250,fantastic,I,sv,u-24-3
sw2109A-ms98-a-0016,135.943250,136.313500,movie,I,sv,u-24-3
sw2109A-ms98-a-0016,136.385125,136.533250,the,B,sv,u-24-4
sw2109A-ms98-a-0016,136.533250,136.963250,acting,I,sv,u-24-4
sw2109A-ms98-a-0016,136.963250,137.143250,was,I,sv,u-24-4
sw2109A-ms98-a-0016,137.143250,137.957875,phenomenal,I,sv,u-24-4
sw2109A-ms98-a-0018,140.487000,140.645750,oh,B,ny,u-26-1
sw2109A-ms98-a-0018,140.645750,141.283375,yes,I,ny,u-26-1
sw2109A-ms98-a-0018,141.283375,141.760500,Jessica,B,sd^e,u-26-2
sw2109A-ms98-a-0018,141.760500,142.363250,Tandy,I,sd^e,u-26-2
sw2109A-ms98-a-0018,142.363250,142.673375,won,I,sd^e,u-26-2
sw2109A-ms98-a-0018,142.673375,143.003375,best,I,sd^e,u-26-2
sw2109A-ms98-a-0018,143.003375,143.796500,actress,I,sd^e,u-26-2
sw2109A-ms98-a-0018,144.555750,145.225875,and,B,%,u-26-3
sw2109A-ms98-a-0018,145.225875,145.636875,uh,I,%,u-26-3
sw2109A-ms98-a-0018,146.165125,146.380750,say,O,,
sw2109A-ms98-a-0020,147.689000,147.979500,yes,B,aa,u-28-1
sw2109A-ms98-a-0020,147.979500,148.106875,it,B,sd,u-28-2
sw2109A-ms98-a-0020,148.106875,148.524125,did,I,sd,u-28-2
sw2109A-ms98-a-0020,149.115375,149.396875,yes,B,aa,u-28-3
sw2109A-ms98-a-0020,149.396875,149.536875,it,B,sd,u-28-4
sw2109A-ms98-a-0020,149.536875,149.768375,did,I,sd,u-28-4
sw2109A-ms98-a-0020,149.862750,150.149125,just,B,sd,u-30-1
sw2109A-ms98-a-0020,150.149125,150.330000,as,I,sd,u-30-1
sw2109A-ms98-a-0020,150.330000,150.786875,Rain,I,sd,u-30-1
sw2109A-ms98-a-0020,150.786875,151.521875,Man,I,sd,u-30-1
sw2109A-ms98-a-0020,152.004000,152.476875,uh,I,sd,u-30-1
sw2109A-ms98-a-0020,152.476875,152.676875,with,I,sd,u-30-1
sw2109A-ms98-a-0020,152.676875,153.086875,Dustin,I,sd,u-30-1
sw2109A-ms98-a-0020,153.086875,153.655625,Hoffman,I,sd,u-30-1
sw2109A-ms98-a-0021,154.415750,154.635750,uh,B,+,u-32-1
sw2109A-ms98-a-0021,154.635750,154.815000,that,I,+,u-32-1
sw2109A-ms98-a-0021,154.950125,155.125750,that,I,+,u-32-1
sw2109A-ms98-a-0021,155.125750,155.365750,was,I,+,u-32-1
sw2109A-ms98-a-0021,155.365750,155.965750,tremendous,I,+,u-32-1
sw2109A-ms98-a-0021,155.965750,156.105750,and,I,+,u-32-1
sw2109A-ms98-a-0021,156.105750,156.375750,Tom,I,+,u-32-1
sw2109A-ms98-a-0021,156.375750,156.986250,Cruise,I,+,u-32-1
sw2109A-ms98-a-0023,163.999000,164.495750,yes,B,aa,u-34-1
sw2109A-ms98-a-0023,164.684000,164.842250,uh,B,sd,u-34-2
sw2109A-ms98-a-0023,164.842250,164.998750,oh,I,sd,u-34-2
sw2109A-ms98-a-0023,164.998750,165.258750,that,I,sd,u-34-2
sw2109A-ms98-a-0023,165.258750,165.424250,was,I,sd,u-34-2
sw2109A-ms98-a-0023,165.507125,165.768500,that,I,sd,u-34-2
sw2109A-ms98-a-0023,165.768500,166.069750,was,I,sd,u-34-2
sw2109A-ms98-a-0023,166.069750,166.278750,uh,I,sd,u-34-2
sw2109A-ms98-a-0023,166.278750,166.489875,what,I,sd,u-34-2
sw2109A-ms98-a-0023,166.825000,167.035625,the,I,sd,u-34-2
sw2109A-ms98-a-0023,167.110875,167.378750,much,I,sd,u-34-2
sw2109A-ms98-a-0023,167.378750,167.458750,of,I,sd,u-34-2
sw2109A-ms98-a-0023,167.458750,167.558750,the,I,sd,u-34-2
sw2109A-ms98-a-0023,167.558750,167.740250,hype,I,sd,u-34-2
sw2109A-ms98-a-0023,167.883375,168.194875,was,I,sd,u-34-2
sw2109A-ms98-a-0023,168.356875,168.518625,that,I,sd,u-34-2
sw2109A-ms98-a-0023,168.820000,169.058750,Tom,I,sd,u-34-2
sw2109A-ms98-a-0023,169.058750,169.448750,Cruise,I,sd,u-34-2
sw2109A-ms98-a-0023,169.448750,169.788750,learned,I,sd,u-34-2
sw2109A-ms98-a-0023,169.788750,170.198750,so,I,sd,u-34-2
sw2109A-ms98-a-0023,170.198750,170.508750,much,I,sd,u-34-2
sw2109A-ms98-a-0023,170.508750,170.710750,from,I,sd,u-34-2
sw2109A-ms98-a-0023,170.710750,171.108750,Dustin,I,sd,u-34-2
sw2109A-ms98-a-0023,171.108750,171.543875,Hoffman,I,sd,u-34-2
sw2109A-ms98-a-0025,179.942000,180.205000,yeah,B,b,u-36-1
sw2109A-ms98-a-0025,180.205000,180.525125,and,B,sd,u-36-2
sw2109A-ms98-a-0025,180.525125,180.649250,a,I,sd,u-36-2
sw2109A-ms98-a-0025,180.649250,180.860000,good,I,sd,u-36-2
sw2109A-ms98-a-0025,180.920250,181.039250,bit,I,sd,u-36-2
sw2109A-ms98-a-0025,181.039250,181.169250,of,I,sd,u-36-2
sw2109A-ms98-a-0025,181.169250,181.364625,that,I,sd,u-36-2
sw2109A-ms98-a-0025,181.503875,181.669250,was,I,sd,u-36-2
sw2109A-ms98-a-0025,181.669250,182.249250,filmed,I,sd,u-36-2
sw2109A-ms98-a-0025,182.249250,182.471500,right,I,sd,u-36-2
sw2109A-ms98-a-0025,182.621125,182.755000,there,I,sd,u-36-2
sw2109A-ms98-a-0025,182.755000,182.928250,in,I,sd,u-36-2
sw2109A-ms98-a-0025,182.928250,183.731375,Cincinnati,I,sd,u-36-2
sw2109A-ms98-a-0025,183.952875,184.146250,which,B,+,u-38-1
sw2109A-ms98-a-0025,184.146250,184.309250,is,I,+,u-38-1
sw2109A-ms98-a-0025,184.309250,184.569250,just,I,+,u-38-1
sw2109A-ms98-a-0025,184.569250,184.909250,forty,I,+,u-38-1
sw2109A-ms98-a-0025,184.909250,185.114750,five,I,+,u-38-1
sw2109A-ms98-a-0025,185.171250,185.499250,miles,I,+,u-38-1
sw2109A-ms98-a-0025,185.499250,185.909250,from,I,+,u-38-1
sw2109A-ms98-a-0025,185.979250,186.259250,from,I,+,u-38-1
sw2109A-ms98-a-0025,186.259250,186.449250,where,I,+,u-38-1
sw2109A-ms98-a-0025,186.449250,186.539250,i,I,+,u-38-1
sw2109A-ms98-a-0025,186.539250,186.869250,am,I,+,u-38-1
sw2109A-ms98-a-0025,186.869250,187.029250,where,I,+,u-38-1
sw2109A-ms98-a-0025,187.029250,187.079250,i,I,+,u-38-1
sw2109A-ms98-a-0025,187.079250,187.539250,actually,I,+,u-38-1
sw2109A-ms98-a-0025,187.539250,187.748375,live,I,+,u-38-1
sw2109A-ms98-a-0025,187.748375,187.853750,in,I,+,u-38-1
sw2109A-ms98-a-0025,187.853750,187.919250,a,I,+,u-38-1
sw2109A-ms98-a-0025,187.919250,188.389250,suburb,I,+,u-38-1
sw2109A-ms98-a-0025,188.389250,188.488000,of,I,+,u-38-1
sw2109A-ms98-a-0025,188.589875,188.967625,Dayton,I,+,u-38-1
sw2109A-ms98-a-0027,191.158000,191.333875,oh,B,na,u-40-1
sw2109A-ms98-a-0027,191.461500,191.685375,well,I,na,u-40-1
sw2109A-ms98-a-0027,191.685375,191.897500,we,I,na,u-40-1
sw2109A-ms98-a-0027,191.897500,192.090250,do,I,na,u-40-1
sw2109A-ms98-a-0027,192.090250,192.307750,have,I,na,u-40-1
sw2109A-ms98-a-0027,192.307750,192.439250,a,I,na,u-40-1
sw2109A-ms98-a-0027,192.439250,193.060750,Kmart,I,na,u-40-1
sw2109A-ms98-a-0027,193.060750,193.308000,here,I,na,u-40-1
sw2109A-ms98-a-0027,193.308000,193.478000,you,B,o,u-40-2
sw2109A-ms98-a-0027,193.478000,193.704000,better,I,o,u-40-2
sw2109A-ms98-a-0027,193.704000,194.083375,believe,I,o,u-40-2
sw2109A-ms98-a-0027,194.083375,194.337125,it,I,o,u-40-2
sw2109A-ms98-a-0027,195.203375,195.578000,isn't,B,qy,u-40-3
sw2109A-ms98-a-0027,195.578000,195.719500,there,I,qy,u-40-3
sw2109A-ms98-a-0027,195.719500,195.836375,a,I,qy,u-40-3
sw2109A-ms98-a-0027,195.836375,196.308000,Kmart,I,qy,u-40-3
sw2109A-ms98-a-0027,196.308000,197.036375,everywhere,I,qy,u-40-3
sw2109A-ms98-a-0029,199.966000,200.587625,yes,B,ny,u-42-1
sw2109A-ms98-a-0030,201.902250,202.469125,right,B,aa,u-44-1
sw2109A-ms98-a-0030,202.616000,203.104500,right,B,aa^r,u-44-2
sw2109A-ms98-a-0030,203.225000,203.548625,yeah,B,aa,u-44-3
sw2109A-ms98-a-0031,204.663500,204.903500,yeah,O,,
sw2109A-ms98-a-0033,217.811250,217.992875,oh,B,b,u-46-1
sw2109A-ms98-a-0033,217.992875,218.441875,yes,I,b,u-46-1
sw2109A-ms98-a-0035,220.942375,221.097125,[vocalized-noise],O,,
sw2109A-ms98-a-0035,221.636375,222.257375,yes,B,b^r,u-48-1
sw2109A-ms98-a-0035,222.423000,222.793500,yes,B,b^r,u-48-2
sw2109A-ms98-a-0036,223.682750,224.101625,well,B,sd,u-50-1
sw2109A-ms98-a-0036,224.101625,224.355750,you,I,sd,u-50-1
sw2109A-ms98-a-0036,224.355750,224.525750,know,I,sd,u-50-1
sw2109A-ms98-a-0036,224.525750,224.715750,there,I,sd,u-50-1
sw2109A-ms98-a-0036,224.715750,225.038875,are,I,sd,u-50-1
sw2109A-ms98-a-0036,225.114250,225.625750,people,I,sd,u-50-1
sw2109A-ms98-a-0036,225.625750,225.947000,uh,I,sd,u-50-1
sw2109A-ms98-a-0036,226.387625,226.786000,referred,I,sd,u-50-1
sw2109A-ms98-a-0036,226.786000,226.951625,to,I,sd,u-50-1
sw2109A-ms98-a-0036,226.951625,227.065750,as,I,sd,u-50-1
sw2109A-ms98-a-0036,227.065750,227.926250,savants,I,sd,u-50-1
sw2109A-ms98-a-0036,228.005375,228.711500,also,I,sd,u-50-1
sw2109A-ms98-a-0036,229.253875,229.795750,uh,B,+,u-52-1
sw2109A-ms98-a-0036,229.795750,230.006625,who,I,+,u-52-1
sw2109A-ms98-a-0036,230.006625,230.195750,can,I,+,u-52-1
sw2109A-ms98-a-0036,230.195750,230.415750,do,I,+,u-52-1
sw2109A-ms98-a-0036,230.415750,230.705750,most,I,+,u-52-1
sw2109A-ms98-a-0036,230.705750,231.415750,phenomenal,I,+,u-52-1
sw2109A-ms98-a-0036,231.415750,231.795750,things,I,+,u-52-1
sw2109A-ms98-a-0036,231.795750,231.905750,and,B,sd,u-52-2
sw2109A-ms98-a-0036,231.905750,232.295750,everyone,I,sd,u-52-2
sw2109A-ms98-a-0036,232.295750,232.665750,feels,I,sd,u-52-2
sw2109A-ms98-a-0036,232.665750,232.875875,they,I,sd,u-52-2
sw2109A-ms98-a-0036,232.875875,232.985125,are,I,sd,u-52-2
sw2109A-ms98-a-0036,233.080750,233.735750,totally,I,sd,u-52-2
sw2109A-ms98-a-0036,233.735750,234.365375,retarded,I,sd,u-52-2
sw2109A-ms98-a-0038,238.494625,238.725875,that's,B,aa,u-54-1
sw2109A-ms98-a-0038,238.725875,239.222125,right,I,aa,u-54-1
sw2109A-ms98-a-0039,240.922750,241.086000,it's,B,sv,u-56-1
sw2109A-ms98-a-0039,241.086000,242.061375,amazing,I,sv,u-56-1
sw2109A-ms98-a-0039,242.061375,243.171500,[laughter],O,,
sw2109A-ms98-a-0041,253.131000,253.582125,yes,B,aa,u-58-1
sw2109A-ms98-a-0043,266.852375,267.167625,yes,B,aa,u-60-1
sw2109A-ms98-a-0043,267.167625,267.469750,and,B,%,u-60-2
sw2109A-ms98-a-0043,267.634125,267.817000,the,I,%,u-60-2
sw2109A-ms98-a-0045,270.551375,271.015000,right,B,b,u-62-1
sw2109A-ms98-a-0045,271.440625,271.620875,well,B,sd,u-62-2
sw2109A-ms98-a-0045,271.620875,271.820500,the,I,sd,u-62-2
sw2109A-ms98-a-0045,271.820500,272.244125,warmth,I,sd,u-62-2
sw2109A-ms98-a-0045,272.244125,272.404625,that,I,sd,u-62-2
sw2109A-ms98-a-0045,272.495000,272.974125,developed,I,sd,u-62-2
sw2109A-ms98-a-0045,272.974125,273.414125,between,I,sd,u-62-2
sw2109A-ms98-a-0045,273.414125,273.544125,them,I,sd,u-62-2
sw2109A-ms98-a-0045,273.544125,273.696375,and,B,sv,u-62-3
sw2109A-ms98-a-0045,273.696375,274.131875,again,I,sv,u-62-3
sw2109A-ms98-a-0045,274.131875,274.349875,it,I,sv,u-62-3
sw2109A-ms98-a-0045,274.526875,274.800500,i,I,sv,u-62-3
sw2109A-ms98-a-0045,274.890875,275.128000,think,I,sv,u-62-3
sw2109A-ms98-a-0045,275.128000,275.353875,was,I,sv,u-62-3
sw2109A-ms98-a-0045,275.353875,275.424125,a,I,sv,u-62-3
sw2109A-ms98-a-0045,275.424125,275.904125,picture,I,sv,u-62-3
sw2109A-ms98-a-0045,275.904125,276.187875,of,I,sv,u-62-3
sw2109A-ms98-a-0045,276.187875,277.266625,relationships,I,sv,u-62-3
sw2109A-ms98-a-0046,277.850500,278.210500,again,B,sv,u-64-1
sw2109A-ms98-a-0046,278.210500,278.320500,the,I,sv,u-64-1
sw2109A-ms98-a-0046,278.320500,278.965250,relationship,I,sv,u-64-1
sw2109A-ms98-a-0046,279.131000,279.310500,uh,I,sv,u-64-1
sw2109A-ms98-a-0046,279.310500,280.000500,between,I,sv,u-64-1
sw2109A-ms98-a-0046,280.000500,280.080500,the,I,sv,u-64-1
sw2109A-ms98-a-0046,280.080500,280.864000,two,I,sv,u-64-1
sw2109A-ms98-a-0046,281.438375,282.001250,uh,I,sv,u-64-1
sw2109A-ms98-a-0046,282.001250,282.216250,that,I,sv,u-64-1
sw2109A-ms98-a-0046,282.369875,283.004625,uh,I,sv,u-64-1
sw2109A-ms98-a-0046,283.238125,283.600500,never,I,sv,u-64-1
sw2109A-ms98-a-0046,283.600500,283.764375,would,I,sv,u-64-1
sw2109A-ms98-a-0046,283.764375,283.937625,have,I,sv,u-64-1
sw2109A-ms98-a-0046,283.937625,284.706875,occurred,I,sv,u-64-1
sw2109A-ms98-a-0046,285.187000,285.532000,uh,I,sv,u-64-1
sw2109A-ms98-a-0046,285.946625,286.112250,by,I,sv,u-64-1
sw2109A-ms98-a-0046,286.112250,286.871125,accident,I,sv,u-64-1
sw2109A-ms98-a-0048,291.478750,291.688375,did,B,bh,u-66-1
sw2109A-ms98-a-0048,291.688375,292.150750,you,I,bh,u-66-1
sw2109A-ms98-a-0050,314.986750,315.418000,yes,B,b,u-68-1
sw2109A-ms98-a-0052,334.234125,335.211750,uh-huh,B,b,u-70-1
sw2109A-ms98-a-0053,335.896375,336.192125,well,B,ba,u-70-2
sw2109A-ms98-a-0053,336.192125,336.505750,that's,I,ba,u-70-2
sw2109A-ms98-a-0053,336.505750,337.145750,tremendous,I,ba,u-70-2
sw2109A-ms98-a-0053,337.145750,337.315750,that,B,sv,u-70-3
sw2109A-ms98-a-0053,338.135750,338.365750,it's,I,sv,u-70-3
sw2109A-ms98-a-0053,338.365750,338.565750,good,I,sv,u-70-3
sw2109A-ms98-a-0053,338.565750,338.935750,because,I,sv,u-70-3
sw2109A-ms98-a-0053,338.935750,339.079250,it,I,sv,u-70-3
sw2109A-ms98-a-0053,339.079250,339.425875,does,I,sv,u-70-3
sw2109A-ms98-a-0053,339.425875,339.715750,make,I,sv,u-70-3
sw2109A-ms98-a-0053,339.715750,339.990500,you,I,sv,u-70-3
sw2109A-ms98-a-0053,340.273000,340.784875,think,I,sv,u-70-3
sw2109A-ms98-a-0053,340.890375,341.245750,about,I,sv,u-70-3
sw2109A-ms98-a-0053,341.245750,341.465750,your,I,sv,u-70-3
sw2109A-ms98-a-0053,341.465750,341.696125,own,I,sv,u-70-3
sw2109A-ms98-a-0053,341.786375,342.306125,family,I,sv,u-70-3
sw2109A-ms98-a-0054,343.249250,343.420625,and,B,sd,u-72-1
sw2109A-ms98-a-0054,343.420625,343.657750,see,I,sd,u-72-1
sw2109A-ms98-a-0054,343.657750,343.827750,it,I,sd,u-72-1
sw2109A-ms98-a-0054,343.827750,344.025375,did,I,sd,u-72-1
sw2109A-ms98-a-0054,344.025375,344.225875,bring,I,sd,u-72-1
sw2109A-ms98-a-0054,344.225875,344.410500,out,I,sd,u-72-1
sw2109A-ms98-a-0054,344.410500,344.467750,a,I,sd,u-72-1
sw2109A-ms98-a-0054,344.467750,344.567750,lot,I,sd,u-72-1
sw2109A-ms98-a-0054,344.567750,344.697750,of,I,sd,u-72-1
sw2109A-ms98-a-0054,344.697750,345.077750,thoughts,I,sd,u-72-1
sw2109A-ms98-a-0054,345.077750,345.477750,between,I,sd,u-72-1
sw2109A-ms98-a-0054,345.477750,345.637750,you,I,sd,u-72-1
sw2109A-ms98-a-0054,345.637750,345.757750,and,I,sd,u-72-1
sw2109A-ms98-a-0054,345.757750,345.859625,your,I,sd,u-72-1
sw2109A-ms98-a-0054,345.936750,346.371625,brother,I,sd,u-72-1
sw2109A-ms98-a-0056,351.329125,351.841875,um-hum,B,b,u-74-1
sw2109A-ms98-a-0057,353.255625,353.721750,uh,O,,
sw2109A-ms98-a-0057,353.721750,354.921875,[laughter],O,,
sw2109A-ms98-a-0059,366.988000,368.205125,[laughter],O,,
sw2109A-ms98-a-0061,373.225000,373.414875,well,B,sd,u-76-1
sw2109A-ms98-a-0061,373.414875,373.577875,he,I,sd,u-76-1
sw2109A-ms98-a-0061,373.577875,373.667875,at,I,sd,u-76-1
sw2109A-ms98-a-0061,373.667875,373.907875,least,I,sd,u-76-1
sw2109A-ms98-a-0061,373.907875,374.052375,saw,I,sd,u-76-1
sw2109A-ms98-a-0061,374.052375,374.142750,it,I,sd,u-76-1
sw2109A-ms98-a-0061,374.142750,374.296125,one,I,sd,u-76-1
sw2109A-ms98-a-0061,374.495125,374.973125,time,I,sd,u-76-1
sw2109A-ms98-a-0062,375.447500,376.762000,[laughter],O,,
sw2109A-ms98-a-0064,385.546000,386.585250,[laughter],O,,
sw2109A-ms98-a-0066,388.238250,388.508000,well,O,,
sw2109A-ms98-a-0066,388.682750,389.022500,just,B,^2,u-80-1
sw2109A-ms98-a-0066,389.022500,389.312500,think,I,^2,u-80-1
sw2109A-ms98-a-0066,389.312500,389.440000,of,I,^2,u-80-1
