sw2483B-ms98-a-0002,1.825500,1.985500,no,B,nn,u-3-1
sw2483B-ms98-a-0019,164.639625,164.829625,that,O,,
sw2483B-ms98-a-0019,164.829625,165.129625,based,O,,
sw2483B-ms98-a-0019,165.129625,165.219625,on,O,,
sw2483B-ms98-a-0019,165.219625,165.569625,research,O,,
sw2483B-ms98-a-0019,165.569625,165.869625,primal,O,,
sw2483B-ms98-a-0019,165.869625,165.989625,for,B,+,u-21-1
sw2483B-ms98-a-0019,165.989625,166.289625,music,I,+,u-21-1
sw2483B-ms98-a-0019,166.289625,166.844500,purposes,I,+,u-21-1
sw2483B-ms98-a-0020,167.358000,167.833500,we,B,sd,u-21-2
sw2483B-ms98-a-0020,168.021500,168.248000,don't,I,sd,u-21-2
sw2483B-ms98-a-0020,168.248000,168.498000,use,I,sd,u-21-2
sw2483B-ms98-a-0020,168.498000,168.588000,the,I,sd,u-21-2
sw2483B-ms98-a-0020,168.588000,168.978000,radio,I,sd,u-21-2
sw2483B-ms98-a-0020,168.978000,169.098000,as,I,sd,u-21-2
sw2483B-ms98-a-0020,169.098000,169.168000,a,I,sd,u-21-2
sw2483B-ms98-a-0020,169.168000,169.478000,wake,I,sd,u-21-2
sw2483B-ms98-a-0020,169.478000,169.718000,up,I,sd,u-21-2
sw2483B-ms98-a-0020,169.718000,170.108000,we,B,sd,u-21-3
sw2483B-ms98-a-0020,170.108000,170.328000,have,I,sd,u-21-3
sw2483B-ms98-a-0020,170.328000,170.628000,our,I,sd,u-21-3
sw2483B-ms98-a-0020,170.628000,171.108000,a,I,sd,u-21-3
sw2483B-ms98-a-0020,171.108000,171.208000,uh,I,sd,u-21-3
sw2483B-ms98-a-0020,171.208000,171.978000,television,I,sd,u-21-3
sw2483B-ms98-a-0020,171.978000,172.508000,connected,I,sd,u-21-3
sw2483B-ms98-a-0020,172.508000,172.638000,to,I,sd,u-21-3
sw2483B-ms98-a-0020,172.638000,173.358000,a,I,sd,u-21-3
sw2483B-ms98-a-0020,173.358000,173.467125,uh,I,sd,u-21-3
sw2483B-ms98-a-0021,174.658375,175.018375,uh,I,sd,u-21-3
sw2483B-ms98-a-0021,175.018375,175.588375,electronic,I,sd,u-21-3
sw2483B-ms98-a-0021,175.588375,176.095625,alarm,I,sd,u-21-3
sw2483B-ms98-a-0021,176.479750,176.728375,uh,B,+,u-23-1
sw2483B-ms98-a-0021,176.728375,177.118375,system,I,+,u-23-1
sw2483B-ms98-a-0021,177.118375,177.258375,that,I,+,u-23-1
sw2483B-ms98-a-0021,177.258375,177.578375,kicks,I,+,u-23-1
sw2483B-ms98-a-0021,177.578375,177.908375,in,I,+,u-23-1
sw2483B-ms98-a-0021,177.908375,178.198375,and,B,sd,u-23-2
sw2483B-ms98-a-0021,178.198375,178.308375,it,I,sd,u-23-2
sw2483B-ms98-a-0021,178.308375,178.598375,comes,I,sd,u-23-2
sw2483B-ms98-a-0021,178.598375,178.778375,on,I,sd,u-23-2
sw2483B-ms98-a-0021,178.778375,178.918375,with,I,sd,u-23-2
sw2483B-ms98-a-0021,178.918375,179.428375,CNN,I,sd,u-23-2
sw2483B-ms98-a-0021,179.428375,179.508375,in,I,sd,u-23-2
sw2483B-ms98-a-0021,179.508375,179.568375,the,I,sd,u-23-2
sw2483B-ms98-a-0021,179.568375,179.932250,morning,I,sd,u-23-2
sw2483B-ms98-a-0021,180.734625,180.918375,so,O,,
sw2483B-ms98-a-0021,180.918375,181.098375,we,B,sd,u-25-2
sw2483B-ms98-a-0021,181.508375,181.618375,we,I,sd,u-25-2
sw2483B-ms98-a-0021,181.618375,181.888375,wake,I,sd,u-25-2
sw2483B-ms98-a-0021,181.888375,182.108375,up,I,sd,u-25-2
sw2483B-ms98-a-0021,182.108375,182.598375,to,I,sd,u-25-2
sw2483B-ms98-a-0021,182.598375,183.198375,television,I,sd,u-25-2
sw2483B-ms98-a-0021,183.198375,183.848375,news,I,sd,u-25-2
sw2483B-ms98-a-0021,183.848375,184.468375,and,I,sd,u-25-2
sw2483B-ms98-a-0021,184.468375,184.908375,uh,I,sd,u-25-2
sw2483B-ms98-a-0022,185.503125,185.703125,uh,I,sd,u-25-2
sw2483B-ms98-a-0022,185.703125,186.093125,shower,I,sd,u-25-2
sw2483B-ms98-a-0022,186.093125,186.193125,and,I,sd,u-25-2
sw2483B-ms98-a-0022,186.193125,186.533125,dress,I,sd,u-25-2
sw2483B-ms98-a-0022,186.533125,186.653125,and,I,sd,u-25-2
sw2483B-ms98-a-0022,186.653125,187.063125,whatever,I,sd,u-25-2
sw2483B-ms98-a-0022,187.063125,187.213125,to,I,sd,u-25-2
sw2483B-ms98-a-0022,187.213125,187.713125,that,I,sd,u-25-2
sw2483B-ms98-a-0022,187.713125,187.883125,and,B,sd,u-25-3
sw2483B-ms98-a-0022,187.883125,188.093125,then,I,sd,u-25-3
sw2483B-ms98-a-0022,188.093125,188.473125,because,I,sd,u-25-3
sw2483B-ms98-a-0022,188.473125,188.533125,of,I,sd,u-25-3
sw2483B-ms98-a-0022,188.533125,188.603125,the,I,sd,u-25-3
sw2483B-ms98-a-0022,188.603125,188.963125,fact,I,sd,u-25-3
sw2483B-ms98-a-0022,188.963125,189.093125,that,I,sd,u-25-3
sw2483B-ms98-a-0022,189.093125,189.213125,my,I,sd,u-25-3
sw2483B-ms98-a-0022,189.213125,189.523125,wife,I,sd,u-25-3
sw2483B-ms98-a-0022,189.523125,189.623125,and,I,sd,u-25-3
sw2483B-ms98-a-0022,189.623125,189.693125,i,I,sd,u-25-3
sw2483B-ms98-a-0022,189.693125,190.013125,ride,I,sd,u-25-3
sw2483B-ms98-a-0022,190.013125,190.163125,to,I,sd,u-25-3
sw2483B-ms98-a-0022,190.163125,190.383125,work,I,sd,u-25-3
sw2483B-ms98-a-0022,190.563125,191.133125,together,I,sd,u-25-3
sw2483B-ms98-a-0022,191.293125,191.483125,uh,I,sd,u-25-3
sw2483B-ms98-a-0022,191.483125,191.583125,in,I,sd,u-25-3
sw2483B-ms98-a-0022,191.583125,191.623125,a,I,sd,u-25-3
sw2483B-ms98-a-0022,191.623125,192.053125,car,I,sd,u-25-3
sw2483B-ms98-a-0023,192.780750,192.906500,we,B,+,u-27-1
sw2483B-ms98-a-0023,193.246250,193.516750,we,I,+,u-27-1
sw2483B-ms98-a-0023,194.016750,194.286750,chat,I,+,u-27-1
sw2483B-ms98-a-0023,194.286750,194.356750,at,I,+,u-27-1
sw2483B-ms98-a-0023,194.356750,194.566750,each,I,+,u-27-1
sw2483B-ms98-a-0023,194.566750,194.826750,other,I,+,u-27-1
sw2483B-ms98-a-0023,194.826750,195.146750,rather,I,+,u-27-1
sw2483B-ms98-a-0023,195.146750,195.486750,than,I,+,u-27-1
sw2483B-ms98-a-0023,195.486750,195.796750,than,I,+,u-27-1
sw2483B-ms98-a-0023,195.796750,196.226750,something,I,+,u-27-1
sw2483B-ms98-a-0023,196.226750,196.636750,else,I,+,u-27-1
sw2483B-ms98-a-0024,197.137375,197.666750,uh,B,sd,u-27-2
sw2483B-ms98-a-0024,198.059000,198.237375,and,I,sd,u-27-2
sw2483B-ms98-a-0024,198.237375,198.887375,occasionally,I,sd,u-27-2
sw2483B-ms98-a-0024,198.887375,199.127375,what,I,sd,u-27-2
sw2483B-ms98-a-0024,199.127375,199.297375,we'll,I,sd,u-27-2
sw2483B-ms98-a-0024,199.297375,199.497375,each,I,sd,u-27-2
sw2483B-ms98-a-0024,199.497375,199.647375,do,I,sd,u-27-2
sw2483B-ms98-a-0024,199.647375,199.947375,depending,I,sd,u-27-2
sw2483B-ms98-a-0024,199.947375,200.027375,on,I,sd,u-27-2
sw2483B-ms98-a-0024,200.027375,200.157375,who's,I,sd,u-27-2
sw2483B-ms98-a-0024,200.157375,200.537375,driving,I,sd,u-27-2
sw2483B-ms98-a-0024,200.537375,200.637375,is,I,sd,u-27-2
sw2483B-ms98-a-0024,200.637375,200.827375,have,I,sd,u-27-2
sw2483B-ms98-a-0024,200.827375,200.887375,the,I,sd,u-27-2
sw2483B-ms98-a-0024,200.887375,201.437375,newspaper,I,sd,u-27-2
sw2483B-ms98-a-0024,201.437375,201.647375,sort,I,sd,u-27-2
sw2483B-ms98-a-0024,201.647375,201.727375,of,I,sd,u-27-2
sw2483B-ms98-a-0024,201.727375,201.887375,on,I,sd,u-27-2
sw2483B-ms98-a-0024,201.887375,202.027375,our,I,sd,u-27-2
sw2483B-ms98-a-0024,202.027375,202.377375,lap,I,sd,u-27-2
sw2483B-ms98-a-0024,202.377375,202.477375,on,I,sd,u-27-2
sw2483B-ms98-a-0024,202.477375,202.547375,the,I,sd,u-27-2
sw2483B-ms98-a-0024,202.547375,202.877375,way,I,sd,u-27-2
sw2483B-ms98-a-0024,202.877375,203.147375,in,I,sd,u-27-2
sw2483B-ms98-a-0024,203.147375,203.277375,in,I,sd,u-27-2
sw2483B-ms98-a-0024,203.277375,203.337375,the,I,sd,u-27-2
sw2483B-ms98-a-0024,203.337375,203.737375,car,I,sd,u-27-2
sw2483B-ms98-a-0024,203.737375,203.957375,so,B,sd,u-27-3
sw2483B-ms98-a-0025,204.399250,204.469250,we,I,sd,u-27-3
sw2483B-ms98-a-0025,204.469250,204.569250,have,I,sd,u-27-3
sw2483B-ms98-a-0025,204.569250,204.629250,the,I,sd,u-27-3
sw2483B-ms98-a-0025,204.629250,205.069250,advantage,I,sd,u-27-3
sw2483B-ms98-a-0025,205.069250,205.129250,of,I,sd,u-27-3
sw2483B-ms98-a-0025,205.129250,205.249250,being,I,sd,u-27-3
sw2483B-ms98-a-0025,205.249250,205.409250,able,I,sd,u-27-3
sw2483B-ms98-a-0025,205.409250,205.569250,to,I,sd,u-27-3
sw2483B-ms98-a-0025,205.569250,205.999250,uh,I,sd,u-27-3
sw2483B-ms98-a-0025,205.999250,206.099250,read,I,sd,u-27-3
sw2483B-ms98-a-0025,206.099250,206.279250,and,I,sd,u-27-3
sw2483B-ms98-a-0025,206.279250,206.699250,drive,I,sd,u-27-3
sw2483B-ms98-a-0025,206.699250,207.169250,although,I,sd,u-27-3
sw2483B-ms98-a-0025,207.169250,207.319250,there,I,sd,u-27-3
sw2483B-ms98-a-0025,207.319250,207.639250,seems,I,sd,u-27-3
sw2483B-ms98-a-0025,207.639250,207.709250,to,I,sd,u-27-3
sw2483B-ms98-a-0025,207.709250,207.869250,be,I,sd,u-27-3
sw2483B-ms98-a-0025,207.869250,208.039250,from,I,sd,u-27-3
sw2483B-ms98-a-0025,208.039250,208.159250,what,I,sd,u-27-3
sw2483B-ms98-a-0025,208.159250,208.279250,i've,I,sd,u-27-3
sw2483B-ms98-a-0025,208.279250,208.459250,seen,I,sd,u-27-3
sw2483B-ms98-a-0025,208.459250,208.529250,on,I,sd,u-27-3
sw2483B-ms98-a-0025,208.529250,208.589250,the,I,sd,u-27-3
sw2483B-ms98-a-0025,208.589250,208.909250,freeway,I,sd,u-27-3
sw2483B-ms98-a-0025,208.909250,209.329250,recently,I,sd,u-27-3
sw2483B-ms98-a-0025,209.329250,209.449250,that,I,sd,u-27-3
sw2483B-ms98-a-0025,209.449250,209.489250,a,I,sd,u-27-3
sw2483B-ms98-a-0025,209.489250,209.719250,fair,I,sd,u-27-3
sw2483B-ms98-a-0025,209.719250,209.889250,number,I,sd,u-27-3
sw2483B-ms98-a-0025,209.889250,209.949250,of,I,sd,u-27-3
sw2483B-ms98-a-0025,209.949250,210.239250,people,I,sd,u-27-3
sw2483B-ms98-a-0025,210.239250,210.459250,are,I,sd,u-27-3
sw2483B-ms98-a-0025,210.459250,210.789250,reading,I,sd,u-27-3
sw2483B-ms98-a-0025,210.789250,210.969250,and,I,sd,u-27-3
sw2483B-ms98-a-0025,210.969250,211.379250,driving,I,sd,u-27-3
sw2483B-ms98-a-0025,211.379250,212.231125,[laughter],O,,
sw2483B-ms98-a-0027,216.991625,218.262500,[laughter],O,,
sw2483B-ms98-a-0027,218.262500,218.412500,so,B,sv,u-29-1
sw2483B-ms98-a-0027,218.412500,218.622500,we,I,sv,u-29-1
sw2483B-ms98-a-0027,218.622500,218.852500,we,I,sv,u-29-1
sw2483B-ms98-a-0027,218.852500,219.142500,rely,I,sv,u-29-1
sw2483B-ms98-a-0027,219.142500,219.479000,pretty,I,sv,u-29-1
sw2483B-ms98-a-0027,219.686250,219.862500,pretty,I,sv,u-29-1
sw2483B-ms98-a-0027,219.862500,220.322500,heavily,I,sv,u-29-1
sw2483B-ms98-a-0027,220.322500,220.412500,i,I,sv,u-29-1
sw2483B-ms98-a-0027,220.412500,220.602500,think,I,sv,u-29-1
sw2483B-ms98-a-0027,220.602500,220.702500,on,I,sv,u-29-1
sw2483B-ms98-a-0027,220.702500,220.762500,a,I,sv,u-29-1
sw2483B-ms98-a-0027,220.762500,221.432500,combination,I,sv,u-29-1
sw2483B-ms98-a-0027,221.432500,221.602500,of,I,sv,u-29-1
sw2483B-ms98-a-0027,221.602500,221.782500,the,I,sv,u-29-1
sw2483B-ms98-a-0027,221.782500,221.882500,of,I,sv,u-29-1
sw2483B-ms98-a-0027,221.882500,221.962500,the,I,sv,u-29-1
sw2483B-ms98-a-0027,221.962500,222.272500,two,I,sv,u-29-1
sw2483B-ms98-a-0027,222.272500,222.382500,i,B,sd,u-29-2
sw2483B-ms98-a-0027,222.382500,222.972500,also,I,sd,u-29-2
sw2483B-ms98-a-0027,222.972500,223.202500,uh,I,sd,u-29-2
sw2483B-ms98-a-0027,223.202500,223.742500,use,I,sd,u-29-2
sw2483B-ms98-a-0028,224.261500,224.561500,uh,I,sd,u-29-2
sw2483B-ms98-a-0028,224.561500,225.131500,Newsweek,I,sd,u-29-2
sw2483B-ms98-a-0028,225.131500,225.891500,magazine,I,sd,u-29-2
sw2483B-ms98-a-0028,225.891500,226.351500,uh,I,sd,u-29-2
sw2483B-ms98-a-0028,226.351500,226.461500,we,B,sd,u-31-1
sw2483B-ms98-a-0028,226.461500,226.691500,tend,I,sd,u-31-1
sw2483B-ms98-a-0028,226.691500,226.751500,to,I,sd,u-31-1
sw2483B-ms98-a-0028,226.751500,227.111500,alternate,I,sd,u-31-1
sw2483B-ms98-a-0028,227.111500,227.391500,between,I,sd,u-31-1
sw2483B-ms98-a-0028,227.391500,227.781500,Newsweek,I,sd,u-31-1
sw2483B-ms98-a-0028,227.781500,227.911500,and,I,sd,u-31-1
sw2483B-ms98-a-0028,227.911500,228.241500,Time,I,sd,u-31-1
sw2483B-ms98-a-0028,228.241500,228.371500,and,I,sd,u-31-1
sw2483B-ms98-a-0028,228.371500,228.881500,whatever,I,sd,u-31-1
sw2483B-ms98-a-0028,228.881500,229.281500,happens,I,sd,u-31-1
sw2483B-ms98-a-0028,229.281500,229.401500,to,I,sd,u-31-1
sw2483B-ms98-a-0028,229.401500,229.571500,be,I,sd,u-31-1
sw2483B-ms98-a-0028,229.571500,229.756875,the,I,sd,u-31-1
sw2483B-ms98-a-0028,230.348250,230.771500,the,B,+,u-33-1
sw2483B-ms98-a-0028,230.771500,231.151500,uh,I,+,u-33-1
sw2483B-ms98-a-0028,231.151500,231.451500,news,I,+,u-33-1
sw2483B-ms98-a-0028,231.451500,232.071500,magazine,I,+,u-33-1
sw2483B-ms98-a-0028,232.071500,232.191500,of,I,+,u-33-1
sw2483B-ms98-a-0028,232.191500,232.261500,the,I,+,u-33-1
sw2483B-ms98-a-0028,232.261500,232.641500,year,I,+,u-33-1
sw2483B-ms98-a-0028,232.641500,232.871500,for,I,+,u-33-1
sw2483B-ms98-a-0028,232.871500,233.211500,us,I,+,u-33-1
sw2483B-ms98-a-0028,233.852375,234.225250,and,B,sd,u-35-1
sw2483B-ms98-a-0028,234.225250,234.711500,uh,I,sd,u-35-1
sw2483B-ms98-a-0028,234.861500,235.081500,i,I,sd,u-35-1
sw2483B-ms98-a-0028,235.081500,235.398375,read,I,sd,u-35-1
sw2483B-ms98-a-0029,236.444500,237.654500,sporadically,I,sd,u-35-1
sw2483B-ms98-a-0029,237.654500,238.004500,of,I,sd,u-35-1
sw2483B-ms98-a-0029,238.004500,238.904500,commentary,I,sd,u-35-1
sw2483B-ms98-a-0029,238.904500,239.304500,and,I,sd,u-35-1
sw2483B-ms98-a-0029,239.694500,239.754500,a,I,sd,u-35-1
sw2483B-ms98-a-0029,239.754500,240.044500,couple,I,sd,u-35-1
sw2483B-ms98-a-0029,240.044500,240.134500,of,I,sd,u-35-1
sw2483B-ms98-a-0029,240.134500,240.544500,other,I,sd,u-35-1
sw2483B-ms98-a-0030,241.125250,241.215250,you,I,sd,u-35-1
sw2483B-ms98-a-0030,241.215250,241.355250,know,I,sd,u-35-1
sw2483B-ms98-a-0030,241.355250,241.695250,trade,I,sd,u-35-1
sw2483B-ms98-a-0030,241.695250,242.475250,magazines,I,sd,u-35-1
sw2483B-ms98-a-0030,242.475250,242.779625,and,I,sd,u-35-1
sw2483B-ms98-a-0030,242.779625,243.285875,uh,I,sd,u-35-1
sw2483B-ms98-a-0030,243.918625,244.331250,uh,I,sd,u-35-1
sw2483B-ms98-a-0030,244.331250,244.705125,such,I,sd,u-35-1
sw2483B-ms98-a-0030,244.705125,244.835250,as,I,sd,u-35-1
sw2483B-ms98-a-0030,244.835250,245.285250,that,I,sd,u-35-1
sw2483B-ms98-a-0030,245.285250,245.525250,uh,I,sd,u-35-1
sw2483B-ms98-a-0030,245.525250,245.715250,where,I,sd,u-35-1
sw2483B-ms98-a-0030,245.715250,245.835250,i,I,sd,u-35-1
sw2483B-ms98-a-0030,245.835250,245.965250,i,I,sd,u-35-1
sw2483B-ms98-a-0030,245.965250,246.215250,might,I,sd,u-35-1
sw2483B-ms98-a-0030,246.215250,246.433875,read,I,sd,u-35-1
sw2483B-ms98-a-0031,247.037875,247.327875,the,I,sd,u-35-1
sw2483B-ms98-a-0031,247.327875,247.607875,there,I,sd,u-35-1
sw2483B-ms98-a-0031,247.607875,247.837875,there're,I,sd,u-35-1
sw2483B-ms98-a-0031,247.837875,248.367875,occasional,I,sd,u-35-1
sw2483B-ms98-a-0031,248.367875,248.827875,social,I,sd,u-35-1
sw2483B-ms98-a-0031,248.827875,248.917875,and,I,sd,u-35-1
sw2483B-ms98-a-0031,248.917875,249.117875,even,I,sd,u-35-1
sw2483B-ms98-a-0031,249.117875,249.397875,current,I,sd,u-35-1
sw2483B-ms98-a-0031,249.397875,249.657875,event,I,sd,u-35-1
sw2483B-ms98-a-0031,249.657875,250.417875,commentaries,I,sd,u-35-1
sw2483B-ms98-a-0031,250.417875,250.587875,and,I,sd,u-35-1
sw2483B-ms98-a-0031,250.967875,251.057875,and,I,sd,u-35-1
sw2483B-ms98-a-0031,251.057875,251.437875,everything,I,sd,u-35-1
sw2483B-ms98-a-0031,251.437875,251.617875,as,I,sd,u-35-1
sw2483B-ms98-a-0031,251.617875,252.067875,diverse,I,sd,u-35-1
sw2483B-ms98-a-0031,252.067875,252.307875,as,I,sd,u-35-1
sw2483B-ms98-a-0031,252.307875,252.897875,ACM,I,sd,u-35-1
sw2483B-ms98-a-0031,252.897875,253.327875,to,I,sd,u-35-1
sw2483B-ms98-a-0031,253.327875,254.187875,uh,I,sd,u-35-1
sw2483B-ms98-a-0031,254.187875,254.257875,uh,I,sd,u-35-1
sw2483B-ms98-a-0031,254.257875,254.487875,some,I,sd,u-35-1
sw2483B-ms98-a-0031,254.487875,254.577875,of,I,sd,u-35-1
sw2483B-ms98-a-0031,254.577875,254.707875,the,I,sd,u-35-1
sw2483B-ms98-a-0031,254.707875,255.007875,the,I,sd,u-35-1
sw2483B-ms98-a-0031,255.007875,255.117875,other,I,sd,u-35-1
sw2483B-ms98-a-0031,255.117875,255.627875,tabloids,I,sd,u-35-1
sw2483B-ms98-a-0031,255.627875,255.697875,i,I,sd,u-35-1
sw2483B-ms98-a-0031,255.697875,255.927875,get,I,sd,u-35-1
sw2483B-ms98-a-0031,255.927875,256.220750,so,B,sd,u-35-2
sw2483B-ms98-a-0032,256.863875,257.093875,uh,I,sd,u-35-2
sw2483B-ms98-a-0032,257.093875,257.213875,i,I,sd,u-35-2
sw2483B-ms98-a-0032,257.213875,257.433875,guess,I,sd,u-35-2
sw2483B-ms98-a-0032,257.433875,257.513875,i,I,sd,u-35-2
sw2483B-ms98-a-0032,257.513875,257.900125,use,I,sd,u-35-2
sw2483B-ms98-a-0032,258.103500,258.333875,eighty,I,sd,u-35-2
sw2483B-ms98-a-0032,258.333875,258.743875,percent,I,sd,u-35-2
sw2483B-ms98-a-0032,258.743875,259.113875,written,I,sd,u-35-2
sw2483B-ms98-a-0032,259.113875,259.223875,is,I,sd,u-35-2
sw2483B-ms98-a-0032,259.223875,259.503875,probably,I,sd,u-35-2
sw2483B-ms98-a-0032,259.503875,259.663875,my,I,sd,u-35-2
sw2483B-ms98-a-0032,259.663875,260.043875,input,I,sd,u-35-2
sw2483B-ms98-a-0032,260.043875,260.323875,and,I,sd,u-35-2
sw2483B-ms98-a-0032,260.323875,260.483875,and,I,sd,u-35-2
sw2483B-ms98-a-0032,260.483875,260.753875,twenty,I,sd,u-35-2
sw2483B-ms98-a-0032,260.753875,261.353875,percent,I,sd,u-35-2
sw2483B-ms98-a-0032,261.353875,261.553875,uh,I,sd,u-35-2
sw2483B-ms98-a-0032,261.553875,262.170250,television,I,sd,u-35-2
sw2483B-ms98-a-0032,262.997750,263.351375,i,B,sv,u-35-3
sw2483B-ms98-a-0033,264.613250,264.733250,i,B,+,u-37-1
sw2483B-ms98-a-0033,264.733250,264.973250,think,I,+,u-37-1
sw2483B-ms98-a-0033,264.973250,265.073250,i,I,+,u-37-1
sw2483B-ms98-a-0033,265.073250,265.723250,respect,I,+,u-37-1
