sw3682A-ms98-a-0002,0.687875,1.091375,okay,B,b,u-2-1
sw3682A-ms98-a-0022,64.308750,64.448750,i'm,I,sd,u-36-2
sw3682A-ms98-a-0022,64.448750,64.878750,planning,I,sd,u-36-2
sw3682A-ms98-a-0022,64.878750,65.078750,a,I,sd,u-36-2
sw3682A-ms98-a-0022,65.078750,65.328750,and,B,sd,u-36-3
sw3682A-ms98-a-0022,65.328750,65.738750,naturally,I,sd,u-36-3
sw3682A-ms98-a-0022,65.738750,65.838750,this,I,sd,u-36-3
sw3682A-ms98-a-0022,65.838750,65.958250,is,I,sd,u-36-3
sw3682A-ms98-a-0022,65.958250,66.438750,appropriate,I,sd,u-36-3
sw3682A-ms98-a-0022,66.438750,66.588750,because_1,I,sd,u-36-3
sw3682A-ms98-a-0022,66.588750,66.718750,i'm,I,sd,u-36-3
sw3682A-ms98-a-0022,66.718750,67.078750,planning,I,sd,u-36-3
sw3682A-ms98-a-0022,67.078750,67.358750,dinner,I,sd,u-36-3
sw3682A-ms98-a-0022,67.358750,67.797000,for,I,sd,u-36-3
sw3682A-ms98-a-0022,68.362000,68.767000,um,I,sd,u-36-3
sw3682A-ms98-a-0022,68.767000,69.048750,people,I,sd,u-36-3
sw3682A-ms98-a-0022,69.048750,69.328750,tomorrow,I,sd,u-36-3
sw3682A-ms98-a-0022,69.328750,69.618750,night,I,sd,u-36-3
sw3682A-ms98-a-0022,69.618750,69.758750,and,I,sd,u-36-3
sw3682A-ms98-a-0022,69.758750,69.818750,the,B,+,u-38-1
sw3682A-ms98-a-0022,69.818750,70.128750,next,I,+,u-38-1
sw3682A-ms98-a-0022,70.128750,70.365375,night,I,+,u-38-1
sw3682A-ms98-a-0022,70.501000,70.929250,hm,O,,
sw3682A-ms98-a-0022,71.110000,71.198750,on,O,,
sw3682A-ms98-a-0022,71.198750,71.528750,Tuesday,B,sd,u-40-1
sw3682A-ms98-a-0022,71.528750,71.738750,night,I,sd,u-40-1
sw3682A-ms98-a-0022,71.738750,71.888750,there'll,I,sd,u-40-1
sw3682A-ms98-a-0022,71.888750,72.038750,be,I,sd,u-40-1
sw3682A-ms98-a-0022,72.038750,72.228750,eight,I,sd,u-40-1
sw3682A-ms98-a-0022,72.228750,72.578750,people,I,sd,u-40-1
sw3682A-ms98-a-0022,72.578750,72.768750,here,I,sd,u-40-1
sw3682A-ms98-a-0022,72.768750,73.337000,altogether,I,sd,u-40-1
sw3682A-ms98-a-0022,73.337000,73.674875,so,O,,
sw3682A-ms98-a-0024,80.191000,80.381500,oh,B,ba,u-42-1
sw3682A-ms98-a-0024,80.381500,80.861500,yeah,I,ba,u-42-1
sw3682A-ms98-a-0024,81.144000,81.554000,uh-huh,B,b,u-42-2
sw3682A-ms98-a-0026,89.141000,89.520875,uh-huh,B,b,u-44-1
sw3682A-ms98-a-0027,90.717625,91.124875,yeah,B,b,u-46-1
sw3682A-ms98-a-0027,91.124875,91.402250,that's,B,sv,u-46-2
sw3682A-ms98-a-0027,91.402250,91.720625,fun,I,sv,u-46-2
sw3682A-ms98-a-0029,96.438500,96.813000,uh-huh,B,b,u-48-1
sw3682A-ms98-a-0031,99.175625,99.536000,yeah,B,b,u-50-1
sw3682A-ms98-a-0033,105.286625,105.570125,yeah,B,aa,u-52-1
sw3682A-ms98-a-0033,105.570125,105.840125,that's,B,sv,u-52-2
sw3682A-ms98-a-0033,105.840125,105.880125,a,I,sv,u-52-2
sw3682A-ms98-a-0033,105.880125,106.070125,good,I,sv,u-52-2
sw3682A-ms98-a-0033,106.070125,106.486125,idea,I,sv,u-52-2
sw3682A-ms98-a-0035,108.659875,109.147375,yeah,B,b,u-54-1
sw3682A-ms98-a-0037,111.923625,112.424000,uh-huh,B,b,u-56-1
sw3682A-ms98-a-0037,112.988875,113.422875,uh-huh,B,b,u-58-1
sw3682A-ms98-a-0037,114.262500,114.673375,yeah,B,b,u-58-2
sw3682A-ms98-a-0039,118.161875,118.549125,uh-huh,B,b,u-60-1
sw3682A-ms98-a-0041,122.355000,122.727750,uh-huh,B,b,u-62-1
sw3682A-ms98-a-0043,128.414125,128.827875,yeah,B,b,u-64-1
sw3682A-ms98-a-0043,129.622500,129.818625,yeah,B,b,u-66-1
sw3682A-ms98-a-0043,129.818625,130.068625,that's,B,ba,u-66-2
sw3682A-ms98-a-0043,130.068625,130.366625,good,I,ba,u-66-2
sw3682A-ms98-a-0043,130.969250,131.078625,well,B,sd,u-66-3
sw3682A-ms98-a-0043,131.078625,131.208625,one,I,sd,u-66-3
sw3682A-ms98-a-0043,131.208625,131.268625,of,I,sd,u-66-3
sw3682A-ms98-a-0043,131.268625,131.388625,my,I,sd,u-66-3
sw3682A-ms98-a-0043,131.388625,131.818625,favorites,I,sd,u-66-3
sw3682A-ms98-a-0043,131.818625,131.928625,if,I,sd,u-66-3
sw3682A-ms98-a-0043,131.928625,132.008625,i,I,sd,u-66-3
sw3682A-ms98-a-0043,132.008625,132.248625,don't,I,sd,u-66-3
sw3682A-ms98-a-0043,132.248625,132.642625,wanna,I,sd,u-66-3
sw3682A-ms98-a-0043,132.861000,133.118625,have,I,sd,u-66-3
sw3682A-ms98-a-0043,133.118625,133.288625,other,I,sd,u-66-3
sw3682A-ms98-a-0043,133.288625,133.588625,people,I,sd,u-66-3
sw3682A-ms98-a-0043,133.588625,133.808625,bring,I,sd,u-66-3
sw3682A-ms98-a-0043,133.808625,134.108625,stuff,I,sd,u-66-3
sw3682A-ms98-a-0043,134.108625,134.158625,i,I,sd,u-66-3
sw3682A-ms98-a-0043,134.158625,134.368625,just,I,sd,u-66-3
sw3682A-ms98-a-0043,134.368625,134.528625,wanna,I,sd,u-66-3
sw3682A-ms98-a-0043,134.528625,134.828625,treat,I,sd,u-66-3
sw3682A-ms98-a-0043,134.828625,135.118625,them,I,sd,u-66-3
sw3682A-ms98-a-0043,135.118625,135.353875,is,I,sd,u-66-3
sw3682A-ms98-a-0043,135.790875,135.868625,to,B,+,u-68-1
sw3682A-ms98-a-0043,135.868625,136.058625,make,I,+,u-68-1
sw3682A-ms98-a-0043,136.058625,136.358625,chicken,I,+,u-68-1
sw3682A-ms98-a-0043,136.358625,136.508625,and,I,+,u-68-1
sw3682A-ms98-a-0043,136.508625,137.095625,rice,I,+,u-68-1
sw3682A-ms98-a-0043,137.469875,137.718375,it's,B,sd,u-70-1
sw3682A-ms98-a-0043,137.718375,137.978625,it's,I,sd,u-70-1
sw3682A-ms98-a-0043,137.978625,138.238625,very,I,sd,u-70-1
sw3682A-ms98-a-0043,138.238625,138.558625,easy,I,sd,u-70-1
sw3682A-ms98-a-0043,138.558625,138.832500,to,I,sd,u-70-1
sw3682A-ms98-a-0044,139.608500,139.678500,you,B,qy^d,u-72-1
sw3682A-ms98-a-0044,139.678500,139.808500,don't,I,qy^d,u-72-1
sw3682A-ms98-a-0044,139.808500,139.988500,like,I,qy^d,u-72-1
sw3682A-ms98-a-0044,139.988500,140.202625,it,I,qy^d,u-72-1
sw3682A-ms98-a-0044,140.820375,141.026500,oh,B,bf,u-74-1
sw3682A-ms98-a-0044,141.026500,141.128500,you,I,bf,u-74-1
sw3682A-ms98-a-0044,141.128500,141.268500,do,I,bf,u-74-1
sw3682A-ms98-a-0044,141.268500,141.758500,okay,B,bk,u-74-2
sw3682A-ms98-a-0044,141.758500,142.177250,yeah,B,b,u-74-3
sw3682A-ms98-a-0044,142.557625,142.630375,i,B,sd,u-74-4
sw3682A-ms98-a-0044,142.630375,142.698500,have,I,sd,u-74-4
sw3682A-ms98-a-0044,142.698500,142.818500,a,I,sd,u-74-4
sw3682A-ms98-a-0044,142.818500,143.158500,really,I,sd,u-74-4
sw3682A-ms98-a-0044,143.158500,143.448500,easy,I,sd,u-74-4
sw3682A-ms98-a-0044,143.448500,143.878500,recipe,I,sd,u-74-4
sw3682A-ms98-a-0044,143.878500,144.038500,for,I,sd,u-74-4
sw3682A-ms98-a-0044,144.038500,144.318500,that,I,sd,u-74-4
sw3682A-ms98-a-0044,144.318500,144.468500,where,I,sd,u-74-4
sw3682A-ms98-a-0044,144.468500,144.588500,you,I,sd,u-74-4
sw3682A-ms98-a-0044,144.588500,144.828500,just,I,sd,u-74-4
sw3682A-ms98-a-0044,144.828500,145.098500,brown,I,sd,u-74-4
sw3682A-ms98-a-0044,145.098500,145.168500,the,I,sd,u-74-4
sw3682A-ms98-a-0044,145.168500,145.618500,chicken,I,sd,u-74-4
sw3682A-ms98-a-0044,145.618500,145.748500,and,B,sd,u-74-5
sw3682A-ms98-a-0044,145.748500,145.888500,then,I,sd,u-74-5
sw3682A-ms98-a-0044,145.888500,146.080875,you,I,sd,u-74-5
sw3682A-ms98-a-0045,146.805375,146.970500,put,I,sd,u-74-5
sw3682A-ms98-a-0045,146.970500,147.240500,rice,I,sd,u-74-5
sw3682A-ms98-a-0045,147.240500,147.310500,in,I,sd,u-74-5
sw3682A-ms98-a-0045,147.310500,147.380500,the,I,sd,u-74-5
sw3682A-ms98-a-0045,147.380500,147.640500,bottom,I,sd,u-74-5
sw3682A-ms98-a-0045,147.640500,147.720500,of,I,sd,u-74-5
sw3682A-ms98-a-0045,147.720500,147.780500,the,I,sd,u-74-5
sw3682A-ms98-a-0045,147.780500,148.170500,pan,I,sd,u-74-5
sw3682A-ms98-a-0045,148.170500,148.230500,you,B,sd,u-74-6
sw3682A-ms98-a-0045,148.230500,148.470500,pour,I,sd,u-74-6
sw3682A-ms98-a-0045,148.470500,149.040500,bouillon,I,sd,u-74-6
sw3682A-ms98-a-0045,149.040500,149.160500,or,I,sd,u-74-6
sw3682A-ms98-a-0045,149.160500,149.500500,chicken,I,sd,u-74-6
sw3682A-ms98-a-0045,149.500500,149.976375,broth,I,sd,u-74-6
sw3682A-ms98-a-0045,149.976375,150.320500,over,I,sd,u-74-6
sw3682A-ms98-a-0045,150.320500,150.473500,it,I,sd,u-74-6
sw3682A-ms98-a-0045,151.072375,151.480500,and,B,sd,u-76-1
sw3682A-ms98-a-0045,151.480500,151.590500,or,I,sd,u-76-1
sw3682A-ms98-a-0045,151.590500,151.770500,you,I,sd,u-76-1
sw3682A-ms98-a-0045,151.770500,151.970500,put,I,sd,u-76-1
sw3682A-ms98-a-0045,151.970500,152.030500,the,I,sd,u-76-1
sw3682A-ms98-a-0045,152.030500,152.350500,chicken,I,sd,u-76-1
sw3682A-ms98-a-0045,152.350500,152.530500,in,I,sd,u-76-1
sw3682A-ms98-a-0045,152.530500,152.660500,then,I,sd,u-76-1
sw3682A-ms98-a-0045,152.660500,152.890500,pour,I,sd,u-76-1
sw3682A-ms98-a-0045,152.890500,153.186750,the,I,sd,u-76-1
sw3682A-ms98-a-0045,153.529500,153.680500,uh,I,sd,u-76-1
sw3682A-ms98-a-0045,153.680500,154.010500,broth,I,sd,u-76-1
sw3682A-ms98-a-0045,154.010500,154.190500,over,I,sd,u-76-1
sw3682A-ms98-a-0045,154.190500,154.300500,and,B,sd,u-76-2
sw3682A-ms98-a-0045,154.300500,154.360500,you,I,sd,u-76-2
sw3682A-ms98-a-0045,154.360500,154.450500,can,I,sd,u-76-2
sw3682A-ms98-a-0045,154.450500,154.660500,put,I,sd,u-76-2
sw3682A-ms98-a-0045,154.660500,155.110500,mushrooms,I,sd,u-76-2
sw3682A-ms98-a-0045,155.110500,155.240500,in,I,sd,u-76-2
sw3682A-ms98-a-0045,155.240500,155.370500,if,I,sd,u-76-2
sw3682A-ms98-a-0045,155.370500,155.450500,you,I,sd,u-76-2
sw3682A-ms98-a-0045,155.450500,155.783625,want,I,sd,u-76-2
sw3682A-ms98-a-0045,155.783625,155.990500,and,B,sd,u-76-3
sw3682A-ms98-a-0045,155.990500,156.110500,then,I,sd,u-76-3
sw3682A-ms98-a-0045,156.110500,156.330000,just,I,sd,u-76-3
sw3682A-ms98-a-0046,157.384625,157.590750,yeah,B,ny,u-78-1
sw3682A-ms98-a-0046,157.590750,157.810750,over,B,sd^e^m,u-78-2
sw3682A-ms98-a-0046,157.810750,158.240750,uncooked,I,sd^e^m,u-78-2
sw3682A-ms98-a-0046,158.240750,158.560750,rice,I,sd^e^m,u-78-2
sw3682A-ms98-a-0046,158.560750,158.720750,and,B,sd,u-80-1
sw3682A-ms98-a-0046,158.720750,158.780750,you,I,sd,u-80-1
sw3682A-ms98-a-0046,158.780750,158.970750,can,I,sd,u-80-1
sw3682A-ms98-a-0046,158.970750,159.130750,either,I,sd,u-80-1
sw3682A-ms98-a-0046,159.130750,159.750750,microwave,I,sd,u-80-1
sw3682A-ms98-a-0046,159.750750,159.880750,it,I,sd,u-80-1
sw3682A-ms98-a-0046,159.880750,160.285375,or,B,sd,u-80-2
sw3682A-ms98-a-0046,160.285375,160.400750,do,I,sd,u-80-2
sw3682A-ms98-a-0046,160.400750,160.460750,it,I,sd,u-80-2
sw3682A-ms98-a-0046,160.460750,160.680750,in,I,sd,u-80-2
sw3682A-ms98-a-0046,160.680750,160.743125,the,I,sd,u-80-2
sw3682A-ms98-a-0046,160.743125,160.991625,oven,I,sd,u-80-2
sw3682A-ms98-a-0046,160.991625,161.260750,and,B,sd,u-80-3
sw3682A-ms98-a-0046,161.260750,161.320750,it,I,sd,u-80-3
sw3682A-ms98-a-0046,161.320750,161.849750,just,I,sd,u-80-3
sw3682A-ms98-a-0046,162.215000,162.320750,it,B,sd,u-82-1
sw3682A-ms98-a-0046,162.320750,162.710750,fluffs,I,sd,u-82-1
sw3682A-ms98-a-0046,162.710750,162.970750,up,I,sd,u-82-1
sw3682A-ms98-a-0046,162.970750,163.090750,and,B,sd,u-82-2
sw3682A-ms98-a-0046,163.090750,163.250750,it's,I,sd,u-82-2
sw3682A-ms98-a-0046,163.250750,163.460750,really,I,sd,u-82-2
sw3682A-ms98-a-0046,163.460750,164.050750,moist,I,sd,u-82-2
sw3682A-ms98-a-0046,164.050750,164.297875,and,O,,
sw3682A-ms98-a-0048,169.663000,170.043625,um-hum,B,b,u-84-1
sw3682A-ms98-a-0050,175.277000,175.708250,uh-huh,O,,
sw3682A-ms98-a-0050,175.708250,176.157500,ooh,O,,
sw3682A-ms98-a-0050,176.385500,176.668250,yeah,B,b,u-84-3
sw3682A-ms98-a-0052,182.886000,183.404250,uh-huh,B,b,u-86-1
sw3682A-ms98-a-0052,184.010625,184.757250,yeah,B,b,u-88-1
sw3682A-ms98-a-0052,184.757250,185.189250,[vocalized-noise],O,,
sw3682A-ms98-a-0053,186.483750,187.084375,hm,O,,
sw3682A-ms98-a-0053,188.044500,188.188625,well,B,cc,u-90-1
sw3682A-ms98-a-0053,188.188625,188.328625,i'll,I,cc,u-90-1
sw3682A-ms98-a-0053,188.328625,188.568625,keep,I,cc,u-90-1
sw3682A-ms98-a-0053,188.568625,188.748625,that,I,cc,u-90-1
sw3682A-ms98-a-0053,188.748625,188.868625,one,I,cc,u-90-1
sw3682A-ms98-a-0053,188.868625,188.968625,in,I,cc,u-90-1
sw3682A-ms98-a-0053,188.968625,189.283125,mind,I,cc,u-90-1
sw3682A-ms98-a-0053,189.283125,189.675000,too,O,,
sw3682A-ms98-a-0053,190.375500,191.016500,yeah,B,b,u-92-1
sw3682A-ms98-a-0055,196.030750,196.363500,yeah,B,b,u-94-1
sw3682A-ms98-a-0057,200.778500,201.194625,uh-huh,B,b,u-96-1
sw3682A-ms98-a-0058,202.199500,202.398375,yeah,B,aa,u-98-1
sw3682A-ms98-a-0058,202.398375,202.578375,you,B,bf,u-98-2
sw3682A-ms98-a-0058,202.578375,202.768375,can,I,bf,u-98-2
sw3682A-ms98-a-0058,202.768375,202.918375,get,I,bf,u-98-2
sw3682A-ms98-a-0058,202.918375,203.118375,away,I,bf,u-98-2
sw3682A-ms98-a-0058,203.118375,203.318375,with,I,bf,u-98-2
sw3682A-ms98-a-0058,203.318375,203.458375,it,I,bf,u-98-2
sw3682A-ms98-a-0058,203.458375,203.676500,and,O,,
sw3682A-ms98-a-0058,203.676500,203.808375,you,O,,
sw3682A-ms98-a-0058,203.808375,203.998375,know,O,,
sw3682A-ms98-a-0058,203.998375,204.298375,in,O,,
sw3682A-ms98-a-0058,204.298375,204.618375,having,B,+,u-100-1
sw3682A-ms98-a-0058,204.618375,204.771125,a,I,+,u-100-1
sw3682A-ms98-a-0058,205.110125,205.568375,semi,I,+,u-100-1
sw3682A-ms98-a-0058,205.568375,206.023625,nice,I,+,u-100-1
sw3682A-ms98-a-0058,206.392625,206.658375,dinner,I,+,u-100-1
sw3682A-ms98-a-0058,206.658375,206.998375,or,B,sv,u-100-2
sw3682A-ms98-a-0058,206.998375,207.078375,you,I,sv,u-100-2
sw3682A-ms98-a-0058,207.078375,207.228375,know,I,sv,u-100-2
sw3682A-ms98-a-0058,207.228375,207.611250,semi,I,sv,u-100-2
sw3682A-ms98-a-0058,207.611250,208.068625,formal,O,,
sw3682A-ms98-a-0058,208.068625,208.233375,but,O,,
sw3682A-ms98-a-0060,210.096000,210.464000,yeah,B,b,u-102-1
sw3682A-ms98-a-0062,212.906500,213.182125,yeah,B,ny,u-104-1
sw3682A-ms98-a-0062,213.368250,213.462375,you,B,sd^e,u-104-2
sw3682A-ms98-a-0062,213.462375,213.682375,put,I,sd^e,u-104-2
sw3682A-ms98-a-0062,213.682375,213.992375,in,I,sd^e,u-104-2
sw3682A-ms98-a-0062,213.992375,214.489250,um,I,sd^e,u-104-2
sw3682A-ms98-a-0062,214.489250,214.752375,let's,B,sd,u-106-1
sw3682A-ms98-a-0062,214.752375,214.852375,see,I,sd,u-106-1
sw3682A-ms98-a-0062,214.852375,215.002375,what,I,sd,u-106-1
sw3682A-ms98-a-0062,215.002375,215.142375,was,I,sd,u-106-1
sw3682A-ms98-a-0062,215.142375,215.252375,it,I,sd,u-106-1
sw3682A-ms98-a-0062,215.252375,215.462375,three,I,sd,u-106-1
sw3682A-ms98-a-0062,215.462375,215.911625,quarters,I,sd,u-106-1
sw3682A-ms98-a-0062,215.911625,216.072375,of,I,sd,u-106-1
sw3682A-ms98-a-0062,216.072375,216.372375,cup,I,sd,u-106-1
sw3682A-ms98-a-0062,216.372375,216.472375,of,I,sd,u-106-1
sw3682A-ms98-a-0062,216.472375,216.942375,rice,I,sd,u-106-1
sw3682A-ms98-a-0062,216.942375,217.169750,or,B,%,u-106-2
sw3682A-ms98-a-0063,217.906875,217.982375,it,B,sd,u-108-1
sw3682A-ms98-a-0063,217.982375,218.322375,depends,I,sd,u-108-1
sw3682A-ms98-a-0063,218.322375,218.552375,on,I,sd,u-108-1
sw3682A-ms98-a-0063,218.552375,218.662375,you,B,sd,u-108-2
sw3682A-ms98-a-0063,218.662375,218.822375,can,I,sd,u-108-2
sw3682A-ms98-a-0063,218.822375,219.042375,really,I,sd,u-108-2
sw3682A-ms98-a-0063,219.042375,219.402375,vary,I,sd,u-108-2
sw3682A-ms98-a-0063,219.402375,219.724375,it,I,sd,u-108-2
sw3682A-ms98-a-0063,219.905125,220.072375,but,B,sd,u-110-1
sw3682A-ms98-a-0063,220.072375,220.252375,you,I,sd,u-110-1
sw3682A-ms98-a-0063,220.252375,220.432375,have,I,sd,u-110-1
sw3682A-ms98-a-0063,220.432375,220.582375,to,I,sd,u-110-1
sw3682A-ms98-a-0063,220.582375,220.822375,put,I,sd,u-110-1
sw3682A-ms98-a-0063,220.822375,220.902375,the,I,sd,u-110-1
sw3682A-ms98-a-0063,220.902375,221.232375,water,I,sd,u-110-1
sw3682A-ms98-a-0063,221.232375,221.352375,in,I,sd,u-110-1
sw3682A-ms98-a-0063,221.352375,222.112375,proportionally,I,sd,u-110-1
sw3682A-ms98-a-0063,222.112375,222.152375,i,B,h,u-110-2
sw3682A-ms98-a-0063,222.152375,222.372375,can't,I,h,u-110-2
sw3682A-ms98-a-0063,222.372375,222.632375,remember,I,h,u-110-2
sw3682A-ms98-a-0063,222.632375,222.662375,i,B,sd,u-110-3
sw3682A-ms98-a-0063,222.662375,222.862375,think,I,sd,u-110-3
sw3682A-ms98-a-0063,222.862375,222.972375,it,I,sd,u-110-3
sw3682A-ms98-a-0063,222.972375,223.072375,was,I,sd,u-110-3
sw3682A-ms98-a-0063,223.072375,223.292375,three,I,sd,u-110-3
sw3682A-ms98-a-0063,223.292375,223.662375,quarters,I,sd,u-110-3
sw3682A-ms98-a-0063,223.662375,223.952375,cup,I,sd,u-110-3
sw3682A-ms98-a-0063,223.952375,224.282375,rice,I,sd,u-110-3
sw3682A-ms98-a-0063,224.282375,224.382375,to,I,sd,u-110-3
sw3682A-ms98-a-0063,224.382375,224.532375,two,I,sd,u-110-3
sw3682A-ms98-a-0063,224.532375,224.962375,cups,I,sd,u-110-3
sw3682A-ms98-a-0063,224.962375,225.336375,water,I,sd,u-110-3
sw3682A-ms98-a-0063,225.622625,225.702375,two,I,sd,u-110-3
sw3682A-ms98-a-0063,225.702375,226.138625,cups,I,sd,u-110-3
sw3682A-ms98-a-0063,226.534125,226.792375,um,I,sd,u-110-3
sw3682A-ms98-a-0063,226.792375,227.311500,broth,I,sd,u-110-3
sw3682A-ms98-a-0064,228.214125,228.665250,and,O,,
sw3682A-ms98-a-0066,234.159250,234.522625,yeah,B,b,u-112-1
sw3682A-ms98-a-0066,234.522625,234.801875,that's,O,,
