sw4605B-ms98-a-0002,0.175250,0.662250,hi,B,fp,u-1-1
sw4605B-ms98-a-0025,92.840500,93.000500,will,I,+,u-31-1
sw4605B-ms98-a-0025,93.000500,93.431125,cheat,I,+,u-31-1
sw4605B-ms98-a-0027,96.694000,96.992625,yeah,B,b,u-33-1
sw4605B-ms98-a-0029,99.518750,99.865000,they,B,%,u-35-1
sw4605B-ms98-a-0029,99.865000,99.952500,i,B,sd,u-35-2
sw4605B-ms98-a-0029,99.952500,100.343125,know,I,sd,u-35-2
sw4605B-ms98-a-0029,100.991000,101.083750,when,I,sd,u-35-2
sw4605B-ms98-a-0029,101.083750,101.177875,i,I,sd,u-35-2
sw4605B-ms98-a-0029,101.177875,101.434000,was,I,sd,u-35-2
sw4605B-ms98-a-0029,101.648750,101.832500,doing,I,sd,u-35-2
sw4605B-ms98-a-0029,101.832500,102.022500,my,I,sd,u-35-2
sw4605B-ms98-a-0029,102.022500,102.172500,uh,I,sd,u-35-2
sw4605B-ms98-a-0029,102.172500,102.542500,basic,I,sd,u-35-2
sw4605B-ms98-a-0029,102.542500,102.852500,training,I,sd,u-35-2
sw4605B-ms98-a-0029,102.852500,103.072875,in,I,sd,u-35-2
sw4605B-ms98-a-0029,103.208500,103.792000,AIT,O,,
sw4605B-ms98-a-0029,104.360750,104.592500,there's,O,,
sw4605B-ms98-a-0029,104.592500,104.942500,guys,B,+,u-37-1
sw4605B-ms98-a-0029,104.942500,105.032500,who,I,+,u-37-1
sw4605B-ms98-a-0029,105.032500,105.322500,would,I,+,u-37-1
sw4605B-ms98-a-0029,105.322500,105.642500,fool,I,+,u-37-1
sw4605B-ms98-a-0029,105.642500,106.168250,around,I,+,u-37-1
sw4605B-ms98-a-0029,106.744500,106.872500,and,B,sd,u-37-2
sw4605B-ms98-a-0029,106.872500,106.992500,then,I,sd,u-37-2
sw4605B-ms98-a-0029,106.992500,107.112500,when,I,sd,u-37-2
sw4605B-ms98-a-0029,107.112500,107.292500,that,I,sd,u-37-2
sw4605B-ms98-a-0029,107.292500,107.892500,urinalysis,I,sd,u-37-2
sw4605B-ms98-a-0029,107.892500,108.132500,came,I,sd,u-37-2
sw4605B-ms98-a-0029,108.132500,108.392500,around,I,sd,u-37-2
sw4605B-ms98-a-0029,108.392500,108.452500,they,I,sd,u-37-2
sw4605B-ms98-a-0029,108.452500,108.542500,would,I,sd,u-37-2
sw4605B-ms98-a-0029,108.542500,108.642500,be,I,sd,u-37-2
sw4605B-ms98-a-0029,108.642500,108.782500,all,I,sd,u-37-2
sw4605B-ms98-a-0029,108.782500,109.402500,scared,I,sd,u-37-2
sw4605B-ms98-a-0029,109.786750,109.932500,so,B,"sv,o@",u-37-3
sw4605B-ms98-a-0029,109.932500,110.012500,it,I,"sv,o@",u-37-3
sw4605B-ms98-a-0029,110.012500,110.222500,does,I,"sv,o@",u-37-3
sw4605B-ms98-a-0029,110.222500,110.512500,work,I,"sv,o@",u-37-3
sw4605B-ms98-a-0029,110.512500,110.592500,it,I,"sv,o@",u-37-3
sw4605B-ms98-a-0029,110.592500,110.742500,is,I,"sv,o@",u-37-3
sw4605B-ms98-a-0029,110.742500,111.386875,effective,I,"sv,o@",u-37-3
sw4605B-ms98-a-0031,114.322125,114.370125,the,B,sv,u-39-1
sw4605B-ms98-a-0031,114.370125,114.560125,only,I,sv,u-39-1
sw4605B-ms98-a-0031,114.560125,114.850125,problem,I,sv,u-39-1
sw4605B-ms98-a-0031,114.850125,115.106875,is,I,sv,u-39-1
sw4605B-ms98-a-0031,115.106875,115.240125,you,I,sv,u-39-1
sw4605B-ms98-a-0031,115.240125,115.350125,know,I,sv,u-39-1
sw4605B-ms98-a-0032,116.414125,116.631375,if,I,sv,u-39-1
sw4605B-ms98-a-0032,116.631375,116.781375,you,I,sv,u-39-1
sw4605B-ms98-a-0032,116.781375,117.308375,have,I,sv,u-39-1
sw4605B-ms98-a-0033,118.249250,118.387125,done,I,sv,u-39-1
sw4605B-ms98-a-0033,118.387125,118.757125,drugs,I,sv,u-39-1
sw4605B-ms98-a-0033,118.757125,118.927125,but,I,sv,u-39-1
sw4605B-ms98-a-0033,118.927125,119.067125,you've,I,sv,u-39-1
sw4605B-ms98-a-0033,119.067125,119.721125,stopped,I,sv,u-39-1
sw4605B-ms98-a-0034,121.062375,121.330500,and,I,sv,u-39-1
sw4605B-ms98-a-0034,121.330500,121.688375,uh,I,sv,u-39-1
sw4605B-ms98-a-0034,121.970875,122.090500,you,I,sv,u-39-1
sw4605B-ms98-a-0034,122.090500,122.290500,do,I,sv,u-39-1
sw4605B-ms98-a-0034,122.290500,122.510500,get,I,sv,u-39-1
sw4605B-ms98-a-0034,122.510500,122.898875,caught,I,sv,u-39-1
sw4605B-ms98-a-0034,123.388625,123.480500,it,I,sv,u-39-1
sw4605B-ms98-a-0034,123.480500,123.650500,is,I,sv,u-39-1
sw4605B-ms98-a-0034,123.650500,123.870500,kind,I,sv,u-39-1
sw4605B-ms98-a-0034,123.870500,124.077375,of,I,sv,u-39-1
sw4605B-ms98-a-0034,124.209125,124.350500,kind,I,sv,u-39-1
sw4605B-ms98-a-0034,124.350500,124.410500,of,I,sv,u-39-1
sw4605B-ms98-a-0034,124.410500,124.880500,harsh,I,sv,u-39-1
sw4605B-ms98-a-0035,126.308000,126.585750,yeah,B,b,u-41-1
sw4605B-ms98-a-0037,132.246625,132.831000,uh,B,sd,u-43-1
sw4605B-ms98-a-0037,133.543250,133.622000,we,I,sd,u-43-1
sw4605B-ms98-a-0037,133.622000,133.812000,get,I,sd,u-43-1
sw4605B-ms98-a-0037,133.812000,134.402000,counseling,I,sd,u-43-1
sw4605B-ms98-a-0037,134.402000,134.592000,and,B,sd,u-43-2
sw4605B-ms98-a-0037,134.592000,134.905500,uh,I,sd,u-43-2
sw4605B-ms98-a-0037,134.905500,135.018500,i,I,sd,u-43-2
sw4605B-ms98-a-0037,135.018500,135.233875,think,I,sd,u-43-2
sw4605B-ms98-a-0037,135.646250,135.812000,part,I,sd,u-43-2
sw4605B-ms98-a-0037,135.812000,135.892000,of,I,sd,u-43-2
sw4605B-ms98-a-0037,135.892000,135.982000,our,I,sd,u-43-2
sw4605B-ms98-a-0037,135.982000,136.232000,pay,I,sd,u-43-2
sw4605B-ms98-a-0037,136.232000,136.402000,is,I,sd,u-43-2
sw4605B-ms98-a-0037,136.402000,136.953750,docked,I,sd,u-43-2
sw4605B-ms98-a-0037,137.616625,137.772000,if,I,sd,u-43-2
sw4605B-ms98-a-0037,137.772000,137.872000,we're,I,sd,u-43-2
sw4605B-ms98-a-0037,137.872000,138.172000,first,B,+,u-45-1
sw4605B-ms98-a-0037,138.172000,138.332000,time,I,+,u-45-1
sw4605B-ms98-a-0037,138.332000,138.922000,offenders,I,+,u-45-1
sw4605B-ms98-a-0038,139.750500,139.822750,i,B,%,u-47-1
sw4605B-ms98-a-0038,139.822750,140.059750,really,I,%,u-47-1
sw4605B-ms98-a-0038,140.059750,140.319750,don't,I,%,u-47-1
sw4605B-ms98-a-0038,140.319750,140.555500,i-,O,,
sw4605B-ms98-a-0038,140.555500,140.751375,i,B,%,u-47-2
sw4605B-ms98-a-0038,140.751375,141.116000,haven't,I,%,u-47-2
sw4605B-ms98-a-0038,141.391125,141.540125,i,B,sd,u-47-3
sw4605B-ms98-a-0038,141.540125,141.679750,don't,I,sd,u-47-3
sw4605B-ms98-a-0038,141.679750,141.769750,do,I,sd,u-47-3
sw4605B-ms98-a-0038,141.769750,141.919750,any,I,sd,u-47-3
sw4605B-ms98-a-0038,141.919750,142.269750,drugs,I,sd,u-47-3
sw4605B-ms98-a-0038,142.269750,142.399750,so,B,sd,u-47-4
sw4605B-ms98-a-0038,142.399750,142.459750,i,I,sd,u-47-4
sw4605B-ms98-a-0038,142.459750,142.629750,don't,I,sd,u-47-4
sw4605B-ms98-a-0038,142.629750,142.950625,know,I,sd,u-47-4
sw4605B-ms98-a-0040,145.145875,145.920000,[laughter],O,,
sw4605B-ms98-a-0042,149.406625,149.851750,crazy,B,bf,u-51-1
sw4605B-ms98-a-0042,150.051375,150.327750,yeah,B,aa,u-51-2
sw4605B-ms98-a-0042,151.123625,151.501250,yeah,B,aa,u-51-3
sw4605B-ms98-a-0044,158.658875,158.834750,yeah,B,aa,u-53-1
sw4605B-ms98-a-0044,158.834750,159.164750,wastes,B,bf,u-53-2
sw4605B-ms98-a-0044,159.164750,159.264750,your,I,bf,u-53-2
sw4605B-ms98-a-0044,159.264750,159.930250,future,I,bf,u-53-2
sw4605B-ms98-a-0046,162.027625,162.364125,yeah,B,ny,u-55-1
sw4605B-ms98-a-0048,170.525125,170.735125,uh,B,qo,u-57-1
sw4605B-ms98-a-0048,170.735125,170.835125,what,I,qo,u-57-1
sw4605B-ms98-a-0048,170.835125,170.895125,do,I,qo,u-57-1
sw4605B-ms98-a-0048,170.895125,170.955125,you,I,qo,u-57-1
sw4605B-ms98-a-0048,170.955125,171.145125,think,I,qo,u-57-1
sw4605B-ms98-a-0048,171.145125,171.425125,about,I,qo,u-57-1
sw4605B-ms98-a-0048,171.425125,171.565125,our,I,qo,u-57-1
sw4605B-ms98-a-0048,171.565125,171.810500,uh,I,qo,u-57-1
sw4605B-ms98-a-0048,172.518625,172.755125,like,I,qo,u-57-1
sw4605B-ms98-a-0048,172.755125,172.980125,uh,I,qo,u-57-1
sw4605B-ms98-a-0049,173.984625,174.204625,other,I,qo,u-57-1
sw4605B-ms98-a-0049,174.204625,174.554625,government,I,qo,u-57-1
sw4605B-ms98-a-0049,174.554625,175.024625,agencies,I,qo,u-57-1
sw4605B-ms98-a-0049,175.024625,175.444625,testing,I,qo,u-57-1
sw4605B-ms98-a-0049,175.444625,175.514625,do,B,qy,u-57-2
sw4605B-ms98-a-0049,175.514625,175.604625,you,I,qy,u-57-2
sw4605B-ms98-a-0049,175.604625,176.040375,think,I,qy,u-57-2
sw4605B-ms98-a-0049,176.040375,176.194625,our,I,qy,u-57-2
sw4605B-ms98-a-0049,176.194625,176.504625,government,I,qy,u-57-2
sw4605B-ms98-a-0049,176.504625,176.964625,agencies,I,qy,u-57-2
sw4605B-ms98-a-0049,176.964625,177.164625,should,I,qy,u-57-2
sw4605B-ms98-a-0049,177.164625,177.610500,test,I,qy,u-57-2
sw4605B-ms98-a-0051,182.672250,183.129125,yeah,B,b,u-59-1
sw4605B-ms98-a-0053,189.022375,189.393500,yeah,B,b,u-61-1
sw4605B-ms98-a-0055,200.343375,200.515625,uh,O,,
sw4605B-ms98-a-0057,204.983250,205.073250,oh,B,aa,u-63-1
sw4605B-ms98-a-0057,205.073250,205.193250,i,I,aa,u-63-1
sw4605B-ms98-a-0057,205.193250,205.353250,know,I,aa,u-63-1
sw4605B-ms98-a-0057,205.353250,205.903250,yeah,B,aa,u-63-2
sw4605B-ms98-a-0057,205.903250,206.021000,they,B,%,u-63-3
sw4605B-ms98-a-0057,206.021000,206.244750,aren't,I,%,u-63-3
sw4605B-ms98-a-0059,209.041500,209.311500,yeah,B,aa,u-65-1
sw4605B-ms98-a-0059,209.311500,209.461500,right,B,sv,u-65-2
sw4605B-ms98-a-0059,209.461500,209.621500,now,I,sv,u-65-2
sw4605B-ms98-a-0059,209.621500,209.701500,it,I,sv,u-65-2
sw4605B-ms98-a-0059,209.701500,209.986750,is,I,sv,u-65-2
sw4605B-ms98-a-0060,210.746250,210.909500,it's,I,sv,u-65-2
sw4605B-ms98-a-0060,210.909500,211.099500,too,I,sv,u-65-2
sw4605B-ms98-a-0060,211.099500,211.599500,lucrative,I,sv,u-65-2
sw4605B-ms98-a-0060,211.599500,211.739500,for,I,sv,u-65-2
sw4605B-ms98-a-0060,211.739500,212.209500,the,I,sv,u-65-2
sw4605B-ms98-a-0060,212.209500,212.449500,drug,I,sv,u-65-2
sw4605B-ms98-a-0060,212.449500,212.849500,dealers,I,sv,u-65-2
sw4605B-ms98-a-0060,212.849500,213.359500,so,B,sv,u-65-3
sw4605B-ms98-a-0061,214.470875,214.559875,the,B,+,u-67-1
sw4605B-ms98-a-0061,214.659875,214.779875,the,I,+,u-67-1
sw4605B-ms98-a-0061,214.779875,215.089875,risks,I,+,u-67-1
sw4605B-ms98-a-0061,215.089875,215.179875,are,I,+,u-67-1
sw4605B-ms98-a-0061,215.179875,215.479875,worth,I,+,u-67-1
sw4605B-ms98-a-0061,215.479875,215.629875,it,I,+,u-67-1
sw4605B-ms98-a-0061,215.629875,215.789875,for,I,+,u-67-1
sw4605B-ms98-a-0061,215.789875,216.081000,them,I,+,u-67-1
sw4605B-ms98-a-0062,216.949000,217.351625,yeah,B,b,u-69-1
sw4605B-ms98-a-0064,229.204375,229.681500,oh,O,,
sw4605B-ms98-a-0066,236.348625,236.793125,yeah,B,b,u-73-1
sw4605B-ms98-a-0068,243.123500,243.233500,oh,B,b,u-75-1
sw4605B-ms98-a-0068,243.233500,243.423500,see,I,b,u-75-1
sw4605B-ms98-a-0068,243.423500,243.713500,that's,I,b,u-75-1
sw4605B-ms98-a-0068,243.713500,244.110000,[vocalized-noise],O,,
sw4605B-ms98-a-0068,244.110000,244.174000,that,O,,
sw4605B-ms98-a-0068,244.174000,244.303500,is,B,sv,u-75-3
sw4605B-ms98-a-0068,244.303500,244.373500,a,I,sv,u-75-3
sw4605B-ms98-a-0068,244.373500,244.653500,problem,I,sv,u-75-3
sw4605B-ms98-a-0068,244.653500,245.352625,sometimes,B,sd,u-75-4
sw4605B-ms98-a-0068,245.480750,246.021375,some,I,sd,u-75-4
sw4605B-ms98-a-0068,246.119375,246.663500,medicines,I,sd,u-75-4
sw4605B-ms98-a-0068,246.663500,247.002625,will,I,sd,u-75-4
sw4605B-ms98-a-0068,247.744625,247.923500,give,I,sd,u-75-4
sw4605B-ms98-a-0068,247.923500,248.193500,off,I,sd,u-75-4
sw4605B-ms98-a-0068,248.193500,248.487125,a,I,sd,u-75-4
sw4605B-ms98-a-0068,248.912750,248.993500,a,I,sd,u-75-4
sw4605B-ms98-a-0068,248.993500,249.463500,false,I,sd,u-75-4
sw4605B-ms98-a-0068,249.463500,250.152625,positive,I,sd,u-75-4
sw4605B-ms98-a-0069,251.101125,251.201500,i've,B,sd,u-77-1
sw4605B-ms98-a-0069,251.269000,251.387500,heard,I,sd,u-77-1
sw4605B-ms98-a-0069,251.387500,251.508000,of,I,sd,u-77-1
sw4605B-ms98-a-0069,251.796750,251.906750,i've,I,sd,u-77-1
sw4605B-ms98-a-0069,251.906750,252.056750,heard,I,sd,u-77-1
sw4605B-ms98-a-0069,252.056750,252.156750,of,I,sd,u-77-1
sw4605B-ms98-a-0069,252.156750,252.446750,that,I,sd,u-77-1
sw4605B-ms98-a-0069,252.446750,252.826250,yeah,B,%,u-77-2
sw4605B-ms98-a-0071,254.927125,255.247125,yeah,B,ny,u-79-1
sw4605B-ms98-a-0072,256.157750,256.327125,i-,O,,
sw4605B-ms98-a-0072,256.327125,256.397125,i,B,sv,u-81-1
sw4605B-ms98-a-0072,256.397125,256.607125,believe,I,sv,u-81-1
sw4605B-ms98-a-0072,256.607125,256.687125,we,I,sv,u-81-1
sw4605B-ms98-a-0072,256.687125,256.867125,should,I,sv,u-81-1
sw4605B-ms98-a-0072,256.867125,257.007125,have,I,sv,u-81-1
sw4605B-ms98-a-0072,257.007125,257.067125,the,I,sv,u-81-1
sw4605B-ms98-a-0072,257.067125,257.547125,testing,I,sv,u-81-1
sw4605B-ms98-a-0072,257.547125,257.687125,but,B,sv,u-81-2
sw4605B-ms98-a-0072,257.687125,257.787125,they,I,sv,u-81-2
sw4605B-ms98-a-0072,257.787125,258.017125,should,I,sv,u-81-2
sw4605B-ms98-a-0072,258.017125,258.347500,be,I,sv,u-81-2
sw4605B-ms98-a-0072,258.479375,258.823750,like,I,sv,u-81-2
sw4605B-ms98-a-0072,258.974375,259.087125,if,I,sv,u-81-2
sw4605B-ms98-a-0072,259.087125,259.167125,you,I,sv,u-81-2
sw4605B-ms98-a-0072,259.167125,259.316750,get,I,sv,u-81-2
sw4605B-ms98-a-0073,260.721000,260.857500,if,I,sv,u-81-2
sw4605B-ms98-a-0073,260.857500,260.931750,you,I,sv,u-81-2
sw4605B-ms98-a-0073,260.931750,261.021000,get,I,sv,u-81-2
sw4605B-ms98-a-0073,261.021000,261.081000,a,I,sv,u-81-2
sw4605B-ms98-a-0073,261.081000,261.581000,positive,I,sv,u-81-2
sw4605B-ms98-a-0073,261.581000,261.691000,they,I,sv,u-81-2
sw4605B-ms98-a-0073,261.691000,261.825000,should,I,sv,u-81-2
sw4605B-ms98-a-0073,261.945500,262.181000,double,I,sv,u-81-2
sw4605B-ms98-a-0073,262.181000,262.471000,check,I,sv,u-81-2
sw4605B-ms98-a-0073,262.471000,262.747000,you,I,sv,u-81-2
sw4605B-ms98-a-0073,263.210250,263.331000,and,I,sv,u-81-2
sw4605B-ms98-a-0073,263.331000,263.531000,still,I,sv,u-81-2
sw4605B-ms98-a-0073,263.531000,263.691000,give,I,sv,u-81-2
sw4605B-ms98-a-0073,263.691000,263.781000,you,I,sv,u-81-2
sw4605B-ms98-a-0073,263.781000,263.861000,the,I,sv,u-81-2
sw4605B-ms98-a-0073,263.861000,264.271000,benefit,I,sv,u-81-2
sw4605B-ms98-a-0073,264.271000,264.371000,of,I,sv,u-81-2
sw4605B-ms98-a-0073,264.371000,264.501000,the,I,sv,u-81-2
sw4605B-ms98-a-0073,264.501000,264.642375,doubt,I,sv,u-81-2
sw4605B-ms98-a-0075,270.468125,270.955750,uh-huh,B,aa,u-83-1
sw4605B-ms98-a-0075,270.955750,271.437250,yeah,B,aa,u-83-2
sw4605B-ms98-a-0077,278.097125,278.173500,well,B,fc,u-85-1
sw4605B-ms98-a-0077,278.173500,278.233500,it,I,fc,u-85-1
sw4605B-ms98-a-0077,278.233500,278.323500,was,I,fc,u-85-1
sw4605B-ms98-a-0077,278.323500,278.503500,nice,I,fc,u-85-1
sw4605B-ms98-a-0077,278.503500,278.763500,talking,I,fc,u-85-1
sw4605B-ms98-a-0077,278.763500,278.823500,to,I,fc,u-85-1
sw4605B-ms98-a-0077,278.823500,278.953500,you,I,fc,u-85-1
sw4605B-ms98-a-0077,278.953500,279.273500,Rose,I,fc,u-85-1
sw4605B-ms98-a-0079,281.375500,281.889125,okay_1,O,,
sw4605B-ms98-a-0079,282.518125,282.906125,bye-bye,O,,
