sw2180B-ms98-a-0002,3.055625,3.454125,okay,B,aa,u-2-1
sw2180B-ms98-a-0009,55.396250,55.644250,and,I,%,u-8-7
sw2180B-ms98-a-0009,55.644250,55.954250,i've,I,%,u-8-7
sw2180B-ms98-a-0009,55.954250,56.034250,you,I,%,u-8-7
sw2180B-ms98-a-0009,56.034250,56.124250,know,I,%,u-8-7
sw2180B-ms98-a-0009,56.124250,56.324250,try,B,sd,u-8-8
sw2180B-ms98-a-0009,56.324250,56.394250,to,I,sd,u-8-8
sw2180B-ms98-a-0009,56.394250,56.594250,keep,I,sd,u-8-8
sw2180B-ms98-a-0009,56.594250,57.044250,abreast,I,sd,u-8-8
sw2180B-ms98-a-0009,57.044250,57.134250,of,I,sd,u-8-8
sw2180B-ms98-a-0009,57.134250,57.492875,things,I,sd,u-8-8
sw2180B-ms98-a-0009,57.971250,58.284250,but,B,%,u-10-1
sw2180B-ms98-a-0009,58.284250,58.552500,uh,I,%,u-10-1
sw2180B-ms98-a-0010,59.316500,59.575625,hm,O,,
sw2180B-ms98-a-0010,59.975625,60.072625,i,B,sv,u-10-2
sw2180B-ms98-a-0010,60.072625,60.392625,think,I,sv,u-10-2
sw2180B-ms98-a-0010,60.392625,60.639000,that,I,sv,u-10-2
sw2180B-ms98-a-0010,60.639000,60.823375,the,I,sv,u-10-2
sw2180B-ms98-a-0010,60.823375,61.034250,uh,I,sv,u-10-2
sw2180B-ms98-a-0010,61.034250,61.312625,trial,I,sv,u-10-2
sw2180B-ms98-a-0010,61.312625,61.492625,by,I,sv,u-10-2
sw2180B-ms98-a-0010,61.492625,61.862625,jury,I,sv,u-10-2
sw2180B-ms98-a-0010,61.862625,62.152625,is,I,sv,u-10-2
sw2180B-ms98-a-0010,62.152625,62.292625,is,I,sv,u-10-2
sw2180B-ms98-a-0010,62.292625,62.362625,a,I,sv,u-10-2
sw2180B-ms98-a-0010,62.362625,62.742625,great,I,sv,u-10-2
sw2180B-ms98-a-0010,62.742625,63.322625,idea,I,sv,u-10-2
sw2180B-ms98-a-0010,63.322625,63.452625,at,I,sv,u-10-2
sw2180B-ms98-a-0010,63.452625,63.632625,it's,I,sv,u-10-2
sw2180B-ms98-a-0010,63.632625,64.340500,inception,I,sv,u-10-2
sw2180B-ms98-a-0010,64.547625,64.909500,back,I,sv,u-10-2
sw2180B-ms98-a-0010,65.109125,65.252625,two,I,sv,u-10-2
sw2180B-ms98-a-0010,65.252625,65.482625,hundred,I,sv,u-10-2
sw2180B-ms98-a-0010,65.482625,65.722625,years,I,sv,u-10-2
sw2180B-ms98-a-0010,65.722625,66.012750,ago,I,sv,u-10-2
sw2180B-ms98-a-0010,66.488000,67.156125,hm,B,sv,u-10-3
sw2180B-ms98-a-0011,67.461875,67.827875,right,I,sv,u-10-3
sw2180B-ms98-a-0011,67.827875,68.097875,now,I,sv,u-10-3
sw2180B-ms98-a-0011,68.097875,68.337875,though,I,sv,u-10-3
sw2180B-ms98-a-0011,68.337875,68.667875,it's,I,sv,u-10-3
sw2180B-ms98-a-0011,68.667875,69.037875,it's,I,sv,u-10-3
sw2180B-ms98-a-0011,69.037875,69.227875,so,I,sv,u-10-3
sw2180B-ms98-a-0011,69.227875,69.877875,difficult,I,sv,u-10-3
sw2180B-ms98-a-0011,69.877875,70.147875,because,I,sv,u-10-3
sw2180B-ms98-a-0011,70.147875,70.277875,there's,I,sv,u-10-3
sw2180B-ms98-a-0011,70.277875,70.497875,so,I,sv,u-10-3
sw2180B-ms98-a-0011,70.497875,70.737875,few,I,sv,u-10-3
sw2180B-ms98-a-0011,70.737875,71.471250,courts,I,sv,u-10-3
sw2180B-ms98-a-0011,71.471250,71.926875,to,I,sv,u-10-3
sw2180B-ms98-a-0011,71.926875,72.177875,to,I,sv,u-10-3
sw2180B-ms98-a-0011,72.177875,72.427875,get,I,sv,u-10-3
sw2180B-ms98-a-0011,72.427875,72.897875,anything,I,sv,u-10-3
sw2180B-ms98-a-0011,72.897875,73.127875,really,I,sv,u-10-3
sw2180B-ms98-a-0011,73.127875,73.387875,done,I,sv,u-10-3
sw2180B-ms98-a-0011,73.387875,73.527875,as,I,sv,u-10-3
sw2180B-ms98-a-0011,73.527875,73.607875,you,I,sv,u-10-3
sw2180B-ms98-a-0011,73.607875,73.867875,know,I,sv,u-10-3
sw2180B-ms98-a-0011,73.867875,74.017875,you,I,sv,u-10-3
sw2180B-ms98-a-0011,74.017875,74.360500,spent,I,sv,u-10-3
sw2180B-ms98-a-0011,74.541375,74.647875,you,I,sv,u-10-3
sw2180B-ms98-a-0011,74.647875,74.807875,know,I,sv,u-10-3
sw2180B-ms98-a-0011,74.807875,74.867875,a,I,sv,u-10-3
sw2180B-ms98-a-0011,74.867875,75.087875,whole,I,sv,u-10-3
sw2180B-ms98-a-0011,75.087875,75.557875,summer,I,sv,u-10-3
sw2180B-ms98-a-0011,75.557875,75.777875,on,I,sv,u-10-3
sw2180B-ms98-a-0011,75.777875,76.007875,one,I,sv,u-10-3
sw2180B-ms98-a-0011,76.007875,76.572625,trial,I,sv,u-10-3
sw2180B-ms98-a-0012,77.298125,77.488500,and,B,sv*,u-12-1
sw2180B-ms98-a-0012,77.488500,77.728500,it's,I,sv*,u-12-1
sw2180B-ms98-a-0012,77.728500,77.998500,just,I,sv*,u-12-1
sw2180B-ms98-a-0012,77.998500,78.098500,that,I,sv*,u-12-1
sw2180B-ms98-a-0012,78.098500,78.138500,i,I,sv*,u-12-1
sw2180B-ms98-a-0012,78.138500,78.358500,think,I,sv*,u-12-1
sw2180B-ms98-a-0012,78.358500,78.468500,they're,I,sv*,u-12-1
sw2180B-ms98-a-0012,78.468500,78.738500,just,I,sv*,u-12-1
sw2180B-ms98-a-0012,78.738500,79.308500,tying,I,sv*,u-12-1
sw2180B-ms98-a-0012,79.308500,79.729500,up,I,sv*,u-12-1
sw2180B-ms98-a-0012,79.902750,80.371125,the,I,sv*,u-12-1
sw2180B-ms98-a-0012,80.862625,81.327750,um,I,sv*,u-12-1
sw2180B-ms98-a-0012,81.327750,81.638500,whole,I,sv*,u-12-1
sw2180B-ms98-a-0012,81.638500,82.078500,judicial,I,sv*,u-12-1
sw2180B-ms98-a-0012,82.078500,82.839375,process,I,sv*,u-12-1
sw2180B-ms98-a-0012,83.323875,83.848500,um,B,sv,u-12-2
sw2180B-ms98-a-0012,83.848500,84.038500,there's,I,sv,u-12-2
sw2180B-ms98-a-0012,84.038500,84.088500,a,I,sv,u-12-2
sw2180B-ms98-a-0012,84.088500,84.358500,lot,I,sv,u-12-2
sw2180B-ms98-a-0012,84.358500,84.438500,of,I,sv,u-12-2
sw2180B-ms98-a-0012,84.438500,84.788500,things,I,sv,u-12-2
sw2180B-ms98-a-0012,84.788500,84.938500,they,I,sv,u-12-2
sw2180B-ms98-a-0012,84.938500,85.538500,could,I,sv,u-12-2
sw2180B-ms98-a-0012,85.538500,85.995000,do,I,sv,u-12-2
sw2180B-ms98-a-0013,86.409000,86.998625,to,I,sv,u-12-2
sw2180B-ms98-a-0013,86.998625,87.258625,uh,I,sv,u-12-2
sw2180B-ms98-a-0013,87.258625,87.508625,make,I,sv,u-12-2
sw2180B-ms98-a-0013,87.508625,87.828625,things,I,sv,u-12-2
sw2180B-ms98-a-0013,87.828625,88.349000,easier,I,sv,u-12-2
sw2180B-ms98-a-0013,88.529750,88.878625,and,I,sv,u-12-2
sw2180B-ms98-a-0013,88.878625,89.058625,uh,I,sv,u-12-2
sw2180B-ms98-a-0013,89.058625,89.228625,you,I,sv,u-12-2
sw2180B-ms98-a-0013,89.228625,89.368625,know,I,sv,u-12-2
sw2180B-ms98-a-0013,89.368625,89.758625,like,I,sv,u-12-2
sw2180B-ms98-a-0013,89.758625,90.175000,uh,I,sv,u-12-2
sw2180B-ms98-a-0013,90.476250,90.588625,the,I,sv,u-12-2
sw2180B-ms98-a-0013,90.588625,91.228625,suggestion,I,sv,u-12-2
sw2180B-ms98-a-0013,91.228625,91.548625,that,I,sv,u-12-2
sw2180B-ms98-a-0013,91.548625,91.833000,uh,I,sv,u-12-2
sw2180B-ms98-a-0013,92.669125,93.219500,maybe,I,sv,u-12-2
sw2180B-ms98-a-0013,93.219500,93.466375,the,I,sv,u-12-2
sw2180B-ms98-a-0013,93.466375,93.725750,uh,I,sv,u-12-2
sw2180B-ms98-a-0013,94.226625,94.608625,a,I,sv,u-12-2
sw2180B-ms98-a-0013,94.608625,95.048625,judge,I,sv,u-12-2
sw2180B-ms98-a-0013,95.048625,95.218625,should,I,sv,u-12-2
sw2180B-ms98-a-0013,95.218625,95.348625,be,I,sv,u-12-2
sw2180B-ms98-a-0013,95.348625,95.428625,the,I,sv,u-12-2
sw2180B-ms98-a-0013,95.428625,95.708625,one,I,sv,u-12-2
sw2180B-ms98-a-0013,95.708625,95.808625,who,I,sv,u-12-2
sw2180B-ms98-a-0013,95.808625,96.308625,decides,I,sv,u-12-2
sw2180B-ms98-a-0013,96.308625,96.378625,on,I,sv,u-12-2
sw2180B-ms98-a-0013,96.378625,96.498625,what,I,sv,u-12-2
sw2180B-ms98-a-0013,96.498625,96.588625,the,I,sv,u-12-2
sw2180B-ms98-a-0013,96.588625,96.948625,sentence,I,sv,u-12-2
sw2180B-ms98-a-0013,96.948625,97.088625,should,I,sv,u-12-2
sw2180B-ms98-a-0013,97.088625,97.298625,be,I,sv,u-12-2
sw2180B-ms98-a-0013,97.298625,97.578625,rather,I,sv,u-12-2
sw2180B-ms98-a-0013,97.578625,97.748625,than,I,sv,u-12-2
sw2180B-ms98-a-0013,97.748625,97.808625,the,I,sv,u-12-2
sw2180B-ms98-a-0013,97.808625,98.255125,jury,I,sv,u-12-2
sw2180B-ms98-a-0015,121.453625,121.789625,um-hum,B,b,u-14-1
sw2180B-ms98-a-0017,130.965375,131.350500,uh-huh,B,b,u-16-1
sw2180B-ms98-a-0019,157.816000,158.400250,jeez,B,ba,u-18-1
sw2180B-ms98-a-0021,169.070125,169.410375,um-hum,B,b,u-20-1
sw2180B-ms98-a-0023,180.921375,181.285750,uh-huh,B,b,u-22-1
sw2180B-ms98-a-0025,193.336625,193.687625,gee,B,ba,u-24-1
sw2180B-ms98-a-0027,211.993000,212.432000,um-hum,B,b,u-26-1
sw2180B-ms98-a-0029,239.937250,240.251625,yeah,B,b,u-28-1
sw2180B-ms98-a-0031,246.805375,247.046375,yeah,B,b,u-30-1
sw2180B-ms98-a-0033,264.916250,265.210125,um-hum,B,b,u-32-1
sw2180B-ms98-a-0035,268.084750,268.590750,yes,B,aa,u-34-1
sw2180B-ms98-a-0035,268.922250,269.249500,yes,B,aa^r,u-34-2
sw2180B-ms98-a-0035,269.249500,269.379500,i,B,aa,u-34-3
sw2180B-ms98-a-0035,269.379500,269.771750,agree,I,aa,u-34-3
sw2180B-ms98-a-0035,270.174750,270.539500,uh,B,%,u-34-4
sw2180B-ms98-a-0035,270.539500,270.749500,would,I,%,u-34-4
sw2180B-ms98-a-0035,270.749500,271.219500,surprise,I,%,u-34-4
sw2180B-ms98-a-0035,271.219500,271.439500,me,I,%,u-34-4
sw2180B-ms98-a-0035,271.439500,271.729500,that,I,%,u-34-4
sw2180B-ms98-a-0035,271.729500,271.849500,uh,I,%,u-34-4
sw2180B-ms98-a-0035,271.849500,271.989500,when,B,sd,u-34-5
sw2180B-ms98-a-0035,271.989500,272.019500,i,I,sd,u-34-5
sw2180B-ms98-a-0035,272.019500,272.139500,was,I,sd,u-34-5
sw2180B-ms98-a-0035,272.139500,272.259500,in,I,sd,u-34-5
sw2180B-ms98-a-0035,272.259500,272.719500,Texas,I,sd,u-34-5
sw2180B-ms98-a-0035,272.719500,272.849500,i,I,sd,u-34-5
sw2180B-ms98-a-0035,272.849500,273.109500,had,I,sd,u-34-5
sw2180B-ms98-a-0035,273.109500,273.409500,the,I,sd,u-34-5
sw2180B-ms98-a-0035,273.409500,273.459500,uh,I,sd,u-34-5
sw2180B-ms98-a-0035,273.459500,274.109500,displeasure,I,sd,u-34-5
sw2180B-ms98-a-0035,274.109500,274.219500,of,I,sd,u-34-5
sw2180B-ms98-a-0035,274.219500,274.719500,getting,I,sd,u-34-5
sw2180B-ms98-a-0035,274.719500,274.749500,a,I,sd,u-34-5
sw2180B-ms98-a-0035,274.749500,274.839500,uh,I,sd,u-34-5
sw2180B-ms98-a-0035,274.839500,275.279500,traffic,I,sd,u-34-5
sw2180B-ms98-a-0035,275.279500,275.599250,ticket,I,sd,u-34-5
sw2180B-ms98-a-0036,276.305875,276.865875,and,B,sd,u-36-1
sw2180B-ms98-a-0036,276.865875,277.501250,um,I,sd,u-36-1
sw2180B-ms98-a-0036,277.644375,277.745875,i,I,sd,u-36-1
sw2180B-ms98-a-0036,277.745875,277.995875,went,I,sd,u-36-1
sw2180B-ms98-a-0036,277.995875,278.055875,to,I,sd,u-36-1
sw2180B-ms98-a-0036,278.055875,278.645875,court,I,sd,u-36-1
sw2180B-ms98-a-0036,278.645875,278.755875,and,B,sd,u-36-2
sw2180B-ms98-a-0036,278.755875,278.825875,you,I,sd,u-36-2
sw2180B-ms98-a-0036,278.825875,278.995875,can,I,sd,u-36-2
sw2180B-ms98-a-0036,278.995875,279.345875,even,I,sd,u-36-2
sw2180B-ms98-a-0036,279.345875,279.485875,get,I,sd,u-36-2
sw2180B-ms98-a-0036,279.485875,279.535875,a,I,sd,u-36-2
sw2180B-ms98-a-0036,279.535875,279.955875,trial,I,sd,u-36-2
sw2180B-ms98-a-0036,279.955875,280.215875,by,I,sd,u-36-2
sw2180B-ms98-a-0036,280.215875,280.665875,jury,I,sd,u-36-2
sw2180B-ms98-a-0036,280.665875,280.905875,for,I,sd,u-36-2
sw2180B-ms98-a-0036,280.905875,280.955875,a,I,sd,u-36-2
sw2180B-ms98-a-0036,280.955875,281.575875,traffic,I,sd,u-36-2
sw2180B-ms98-a-0036,281.575875,282.034125,ticket,I,sd,u-36-2
sw2180B-ms98-a-0037,282.636125,283.261750,no,B,nn,u-38-1
sw2180B-ms98-a-0037,283.725125,284.109750,and,B,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,284.109750,284.239750,i,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,284.239750,284.609750,thought,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,284.609750,285.299750,my,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,285.299750,285.919750,God,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,285.919750,286.139750,talk,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,286.139750,286.489750,about,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,286.489750,286.969750,tying,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,286.969750,287.309750,up,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,287.309750,287.749750,things,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,287.749750,288.003250,for,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0037,288.378125,288.590125,for,I,sd(^q)*,u-38-2
sw2180B-ms98-a-0038,289.622250,290.048375,yes,B,aa,u-40-1
sw2180B-ms98-a-0038,290.048375,290.088375,i,B,sv,u-40-2
sw2180B-ms98-a-0038,290.088375,290.228375,mean,I,sv,u-40-2
sw2180B-ms98-a-0038,290.228375,290.428375,that's,I,sv,u-40-2
sw2180B-ms98-a-0038,290.428375,291.138375,extremely,I,sv,u-40-2
sw2180B-ms98-a-0038,291.138375,291.935125,expensive,I,sv,u-40-2
sw2180B-ms98-a-0038,292.418375,292.498375,i,B,sd,u-40-3
sw2180B-ms98-a-0038,292.498375,292.588375,mean,I,sd,u-40-3
sw2180B-ms98-a-0038,292.588375,292.668375,the,I,sd,u-40-3
sw2180B-ms98-a-0038,292.668375,292.938375,first,I,sd,u-40-3
sw2180B-ms98-a-0038,292.938375,293.078375,thing,I,sd,u-40-3
sw2180B-ms98-a-0038,293.078375,293.138375,you,I,sd,u-40-3
sw2180B-ms98-a-0038,293.138375,293.348375,had,I,sd,u-40-3
sw2180B-ms98-a-0038,293.348375,293.428375,to,I,sd,u-40-3
sw2180B-ms98-a-0038,293.428375,293.708375,do,I,sd,u-40-3
sw2180B-ms98-a-0038,293.708375,293.898375,when,I,sd,u-40-3
sw2180B-ms98-a-0038,293.898375,293.998375,you,I,sd,u-40-3
sw2180B-ms98-a-0038,293.998375,294.178375,came,I,sd,u-40-3
sw2180B-ms98-a-0038,294.178375,294.418375,before,I,sd,u-40-3
sw2180B-ms98-a-0038,294.418375,294.508375,the,I,sd,u-40-3
sw2180B-ms98-a-0038,294.508375,294.868375,judge,I,sd,u-40-3
sw2180B-ms98-a-0038,294.868375,295.038375,was,I,sd,u-40-3
sw2180B-ms98-a-0038,295.038375,295.278375,waive,I,sd,u-40-3
sw2180B-ms98-a-0038,295.278375,295.398375,your,I,sd,u-40-3
sw2180B-ms98-a-0038,295.398375,295.618375,right,I,sd,u-40-3
sw2180B-ms98-a-0038,295.618375,295.738375,to,I,sd,u-40-3
sw2180B-ms98-a-0038,295.738375,295.808375,a,I,sd,u-40-3
sw2180B-ms98-a-0038,295.808375,296.108375,jury,I,sd,u-40-3
sw2180B-ms98-a-0038,296.108375,296.622000,trial,I,sd,u-40-3
sw2180B-ms98-a-0039,297.516625,297.826625,i'm,B,sd(^q),u-40-4
sw2180B-ms98-a-0039,297.826625,298.296625,like,I,sd(^q),u-40-4
sw2180B-ms98-a-0039,298.296625,298.726625,God,I,sd(^q),u-40-4
sw2180B-ms98-a-0039,298.726625,298.866625,this,B,+,u-42-1
sw2180B-ms98-a-0039,298.866625,298.946625,is,I,+,u-42-1
sw2180B-ms98-a-0039,298.946625,299.625250,ridiculous,I,+,u-42-1
sw2180B-ms98-a-0039,299.625250,300.889875,[laughter],O,,
sw2180B-ms98-a-0041,326.999250,327.335500,um-hum,B,b,u-44-1
sw2180B-ms98-a-0043,346.959000,347.109000,oh,B,ba,u-46-1
sw2180B-ms98-a-0043,347.109000,347.269000,my,I,ba,u-46-1
sw2180B-ms98-a-0043,347.269000,347.759000,God,I,ba,u-46-1
sw2180B-ms98-a-0045,374.963250,375.462875,yes,B,aa,u-48-1
sw2180B-ms98-a-0045,375.828250,375.953000,i-,O,,
sw2180B-ms98-a-0045,375.953000,376.103000,i,B,sv,u-48-2
sw2180B-ms98-a-0045,376.103000,376.333000,think,I,sv,u-48-2
sw2180B-ms98-a-0045,376.333000,376.433000,they,I,sv,u-48-2
sw2180B-ms98-a-0045,376.433000,376.583000,can,I,sv,u-48-2
sw2180B-ms98-a-0045,376.583000,376.903000,probably,I,sv,u-48-2
sw2180B-ms98-a-0045,376.903000,377.113000,come,I,sv,u-48-2
sw2180B-ms98-a-0045,377.113000,377.263000,up,I,sv,u-48-2
sw2180B-ms98-a-0045,377.263000,377.383000,with,I,sv,u-48-2
sw2180B-ms98-a-0045,377.383000,377.553000,some,I,sv,u-48-2
sw2180B-ms98-a-0045,377.553000,377.873000,ways,I,sv,u-48-2
sw2180B-ms98-a-0045,377.873000,378.053000,to,I,sv,u-48-2
sw2180B-ms98-a-0045,378.053000,378.573000,insure,I,sv,u-48-2
sw2180B-ms98-a-0045,378.573000,378.943000,that,I,sv,u-48-2
sw2180B-ms98-a-0045,378.943000,379.323000,uh,I,sv,u-48-2
sw2180B-ms98-a-0045,379.323000,379.483000,you,I,sv,u-48-2
sw2180B-ms98-a-0045,379.483000,379.583000,know,I,sv,u-48-2
sw2180B-ms98-a-0045,379.583000,379.883000,people,I,sv,u-48-2
sw2180B-ms98-a-0045,379.883000,380.023000,would,I,sv,u-48-2
sw2180B-ms98-a-0045,380.023000,380.153000,get,I,sv,u-48-2
sw2180B-ms98-a-0045,380.153000,380.213000,a,I,sv,u-48-2
sw2180B-ms98-a-0045,380.213000,380.623000,fair,I,sv,u-48-2
sw2180B-ms98-a-0045,380.623000,381.267625,trial,I,sv,u-48-2
sw2180B-ms98-a-0045,381.730875,381.903000,and,B,+,u-50-1
sw2180B-ms98-a-0045,381.903000,382.103000,not,I,+,u-50-1
sw2180B-ms98-a-0045,382.103000,382.303000,have,I,+,u-50-1
sw2180B-ms98-a-0045,382.303000,382.403000,to,I,+,u-50-1
sw2180B-ms98-a-0045,382.403000,382.553000,go,I,+,u-50-1
sw2180B-ms98-a-0045,382.553000,382.813000,through,I,+,u-50-1
sw2180B-ms98-a-0045,382.813000,383.013000,this,I,+,u-50-1
sw2180B-ms98-a-0045,383.013000,383.736625,process,I,+,u-50-1
sw2180B-ms98-a-0046,384.530125,384.589125,i,B,sv,u-52-1
sw2180B-ms98-a-0046,384.589125,384.729125,mean,I,sv,u-52-1
sw2180B-ms98-a-0046,384.729125,384.949125,some,I,sv,u-52-1
sw2180B-ms98-a-0046,384.949125,385.199125,things,I,sv,u-52-1
sw2180B-ms98-a-0046,385.199125,385.269125,are,I,sv,u-52-1
sw2180B-ms98-a-0046,385.269125,385.509125,just,I,sv,u-52-1
sw2180B-ms98-a-0046,385.509125,385.629125,so,I,sv,u-52-1
sw2180B-ms98-a-0046,385.629125,385.929125,cut,I,sv,u-52-1
sw2180B-ms98-a-0046,385.929125,386.059125,and,I,sv,u-52-1
sw2180B-ms98-a-0046,386.059125,386.634875,dry,I,sv,u-52-1
sw2180B-ms98-a-0046,387.162250,387.831000,um,B,sv,u-52-2
sw2180B-ms98-a-0046,388.358375,388.619125,in,I,sv,u-52-2
sw2180B-ms98-a-0046,388.619125,388.751625,the,I,sv,u-52-2
