sw3658A-ms98-a-0002,0.470250,1.948000,okay,B,b^m,u-2-1
sw3658A-ms98-a-0020,102.985250,103.145250,you,B,qy,u-26-1
sw3658A-ms98-a-0020,103.145250,103.315250,have,I,qy,u-26-1
sw3658A-ms98-a-0020,103.315250,103.525250,health,I,qy,u-26-1
sw3658A-ms98-a-0020,103.525250,104.123125,insurance,I,qy,u-26-1
sw3658A-ms98-a-0020,104.884000,105.065250,through,B,qy^d,u-28-1
sw3658A-ms98-a-0020,105.065250,105.195250,your,I,qy^d,u-28-1
sw3658A-ms98-a-0020,105.195250,105.645125,company,I,qy^d,u-28-1
sw3658A-ms98-a-0022,123.117250,123.375875,oh,B,ba,u-30-1
sw3658A-ms98-a-0022,123.375875,123.565875,my,I,ba,u-30-1
sw3658A-ms98-a-0022,123.565875,124.073375,goodness,I,ba,u-30-1
sw3658A-ms98-a-0024,126.482875,126.572875,that,O,,
sw3658A-ms98-a-0024,126.572875,126.852875,must've,O,,
sw3658A-ms98-a-0024,126.852875,127.002875,been,B,by,u-32-1
sw3658A-ms98-a-0024,127.002875,127.796250,horri[ble]-,O,,
sw3658A-ms98-a-0026,129.657500,129.807500,how,B,qo,u-34-1
sw3658A-ms98-a-0026,129.807500,129.967500,was,I,qo,u-34-1
sw3658A-ms98-a-0026,129.967500,130.057500,your,I,qo,u-34-1
sw3658A-ms98-a-0026,130.057500,130.297500,care,I,qo,u-34-1
sw3658A-ms98-a-0026,130.297500,130.387500,at,I,qo,u-34-1
sw3658A-ms98-a-0026,130.387500,130.827500,Parkland,I,qo,u-34-1
sw3658A-ms98-a-0028,145.982250,146.122250,but,B,sd,u-36-1
sw3658A-ms98-a-0028,146.122250,146.312250,Camp,I,sd,u-36-1
sw3658A-ms98-a-0028,146.312250,146.712250,Parkland,I,sd,u-36-1
sw3658A-ms98-a-0028,146.712250,146.812250,is,I,sd,u-36-1
sw3658A-ms98-a-0028,146.812250,147.022250,not,I,sd,u-36-1
sw3658A-ms98-a-0028,147.022250,147.502250,free,I,sd,u-36-1
sw3658A-ms98-a-0028,147.502250,147.782250,either,I,sd,u-36-1
sw3658A-ms98-a-0030,150.603375,150.693375,is,B,qy,u-38-1
sw3658A-ms98-a-0030,150.693375,150.803375,it,I,qy,u-38-1
sw3658A-ms98-a-0030,150.803375,151.303375,affordable,I,qy,u-38-1
sw3658A-ms98-a-0032,159.722375,159.862375,so,B,sv,u-40-1
sw3658A-ms98-a-0032,159.862375,159.972375,you,I,sv,u-40-1
sw3658A-ms98-a-0032,159.972375,160.102375,did,I,sv,u-40-1
sw3658A-ms98-a-0032,160.102375,160.232375,have,I,sv,u-40-1
sw3658A-ms98-a-0032,160.232375,160.282375,a,I,sv,u-40-1
sw3658A-ms98-a-0032,160.282375,160.412375,good,I,sv,u-40-1
sw3658A-ms98-a-0032,160.412375,160.980125,experience,I,sv,u-40-1
sw3658A-ms98-a-0034,169.256125,169.397625,is,B,qy,u-42-1
sw3658A-ms98-a-0034,169.397625,169.497625,your,I,qy,u-42-1
sw3658A-ms98-a-0034,169.497625,169.707625,wife,I,qy,u-42-1
sw3658A-ms98-a-0034,169.707625,170.027625,better,I,qy,u-42-1
sw3658A-ms98-a-0034,170.027625,170.077625,i,I,qy,u-42-1
sw3658A-ms98-a-0034,170.077625,170.387625,hope,I,qy,u-42-1
sw3658A-ms98-a-0035,171.991250,172.181250,i'm,B,by,u-44-1
sw3658A-ms98-a-0035,172.181250,172.321250,real,I,by,u-44-1
sw3658A-ms98-a-0035,172.321250,172.901250,sorry,I,by,u-44-1
sw3658A-ms98-a-0036,174.062500,174.412750,sure,B,b*,u-46-1
sw3658A-ms98-a-0036,174.883500,174.998625,it,B,sd,u-48-1
sw3658A-ms98-a-0036,174.998625,175.248625,does,I,sd,u-48-1
sw3658A-ms98-a-0036,175.248625,175.598625,happen,I,sd,u-48-1
sw3658A-ms98-a-0036,175.598625,175.708625,but,B,sv,u-48-2
sw3658A-ms98-a-0036,175.708625,175.958625,it's,I,sv,u-48-2
sw3658A-ms98-a-0036,175.958625,176.158625,very,I,sv,u-48-2
sw3658A-ms98-a-0036,176.158625,176.618625,sad,I,sv,u-48-2
sw3658A-ms98-a-0038,182.108875,182.374125,well,B,sd,u-50-1
sw3658A-ms98-a-0038,182.645250,182.778875,so,B,+,u-52-1
sw3658A-ms98-a-0038,182.778875,182.888875,am,I,+,u-52-1
sw3658A-ms98-a-0038,182.888875,183.158875,i,I,+,u-52-1
sw3658A-ms98-a-0038,183.158875,184.148875,[laughter],O,,
sw3658A-ms98-a-0038,184.148875,184.790875,actually,B,sd,u-54-1
sw3658A-ms98-a-0038,184.790875,185.108875,um,I,sd,u-54-1
sw3658A-ms98-a-0038,185.108875,185.278875,i'm,I,sd,u-54-1
sw3658A-ms98-a-0038,185.278875,185.348875,a,I,sd,u-54-1
sw3658A-ms98-a-0038,185.348875,186.308875,pediatrician,I,sd,u-54-1
sw3658A-ms98-a-0038,186.308875,186.448875,and,B,sd,u-56-1
sw3658A-ms98-a-0038,186.448875,186.658875,i,I,sd,u-56-1
sw3658A-ms98-a-0038,186.658875,186.868875,feel,I,sd,u-56-1
sw3658A-ms98-a-0038,186.868875,187.168875,very,I,sd,u-56-1
sw3658A-ms98-a-0038,187.168875,187.788875,strongly,I,sd,u-56-1
sw3658A-ms98-a-0038,187.788875,188.184125,about,I,sd,u-56-1
sw3658A-ms98-a-0038,188.368625,188.758875,um,I,sd,u-56-1
sw3658A-ms98-a-0038,188.758875,189.428875,children,I,sd,u-56-1
sw3658A-ms98-a-0038,189.428875,189.692625,and,I,sd,u-56-1
sw3658A-ms98-a-0038,189.914875,190.368750,um,I,sd,u-56-1
sw3658A-ms98-a-0038,190.737875,191.088875,developed,I,sd,u-56-1
sw3658A-ms98-a-0038,191.088875,191.258875,very,I,sd,u-56-1
sw3658A-ms98-a-0038,191.258875,191.538875,strong,I,sd,u-56-1
sw3658A-ms98-a-0038,191.538875,191.888875,feelings,I,sd,u-56-1
sw3658A-ms98-a-0038,191.888875,192.128875,about,I,sd,u-56-1
sw3658A-ms98-a-0038,192.128875,192.298875,this,I,sd,u-56-1
sw3658A-ms98-a-0038,192.298875,192.538875,during,I,sd,u-56-1
sw3658A-ms98-a-0038,192.538875,192.648875,our,I,sd,u-56-1
sw3658A-ms98-a-0038,192.648875,193.028875,measles,I,sd,u-56-1
sw3658A-ms98-a-0038,193.028875,193.572125,epidemic,I,sd,u-56-1
sw3658A-ms98-a-0038,194.005375,194.408875,last,B,+,u-58-1
sw3658A-ms98-a-0038,194.408875,194.622375,year,I,+,u-58-1
sw3658A-ms98-a-0039,195.567125,195.697125,where,B,+,u-60-1
sw3658A-ms98-a-0039,195.697125,195.807125,we,I,+,u-60-1
sw3658A-ms98-a-0039,195.807125,196.177125,certainly,I,+,u-60-1
sw3658A-ms98-a-0039,196.177125,196.727125,proved,I,+,u-60-1
sw3658A-ms98-a-0039,196.727125,196.867125,that,I,+,u-60-1
sw3658A-ms98-a-0039,196.867125,196.997125,we're,I,+,u-60-1
sw3658A-ms98-a-0039,196.997125,197.227125,not,I,+,u-60-1
sw3658A-ms98-a-0039,197.227125,197.407125,doing,I,+,u-60-1
sw3658A-ms98-a-0039,197.407125,197.437125,a,I,+,u-60-1
sw3658A-ms98-a-0039,197.437125,197.677125,very,I,+,u-60-1
sw3658A-ms98-a-0039,197.677125,197.887125,good,I,+,u-60-1
sw3658A-ms98-a-0039,197.887125,198.287125,job,I,+,u-60-1
sw3658A-ms98-a-0039,198.287125,198.407125,with,I,+,u-60-1
sw3658A-ms98-a-0039,198.407125,198.857125,preventive,I,+,u-60-1
sw3658A-ms98-a-0039,198.857125,199.127125,health,I,+,u-60-1
sw3658A-ms98-a-0039,199.127125,199.397125,care,I,+,u-60-1
sw3658A-ms98-a-0039,199.397125,199.817125,among,I,+,u-60-1
sw3658A-ms98-a-0039,199.817125,200.257125,children,I,+,u-60-1
sw3658A-ms98-a-0039,200.257125,200.347125,and,I,+,u-60-1
sw3658A-ms98-a-0039,200.347125,200.697125,particularly,I,+,u-60-1
sw3658A-ms98-a-0039,200.697125,200.757125,the,I,+,u-60-1
sw3658A-ms98-a-0039,200.757125,201.047125,children,I,+,u-60-1
sw3658A-ms98-a-0039,201.047125,201.147125,who,I,+,u-60-1
sw3658A-ms98-a-0039,201.147125,201.327125,need,I,+,u-60-1
sw3658A-ms98-a-0039,201.327125,201.417125,it,I,+,u-60-1
sw3658A-ms98-a-0039,201.417125,201.767125,most,I,+,u-60-1
sw3658A-ms98-a-0040,202.493750,202.817875,so,B,sd,u-60-2
sw3658A-ms98-a-0040,202.817875,203.271250,um,I,sd,u-60-2
sw3658A-ms98-a-0040,203.572500,203.932375,i'm,I,sd,u-60-2
sw3658A-ms98-a-0040,204.271375,204.533750,really,I,sd,u-60-2
sw3658A-ms98-a-0040,204.533750,204.853750,quite,I,sd,u-60-2
sw3658A-ms98-a-0040,204.853750,205.313125,active,I,sd,u-60-2
sw3658A-ms98-a-0040,205.313125,205.433750,in,I,sd,u-60-2
sw3658A-ms98-a-0040,205.433750,205.863750,trying,I,sd,u-60-2
sw3658A-ms98-a-0040,205.863750,206.173750,to,I,sd,u-60-2
sw3658A-ms98-a-0040,206.173750,206.530375,uh,I,sd,u-60-2
sw3658A-ms98-a-0040,206.816625,207.023750,uh,I,sd,u-60-2
sw3658A-ms98-a-0040,207.023750,207.153750,be,I,sd,u-60-2
sw3658A-ms98-a-0040,207.153750,207.749375,proactive,I,sd,u-60-2
sw3658A-ms98-a-0040,207.749375,207.863750,at,I,sd,u-60-2
sw3658A-ms98-a-0040,207.863750,208.103750,least,I,sd,u-60-2
sw3658A-ms98-a-0040,208.103750,208.201250,to,I,sd,u-60-2
sw3658A-ms98-a-0040,208.513875,208.623750,for,I,sd,u-60-2
sw3658A-ms98-a-0040,208.623750,209.083750,children's,I,sd,u-60-2
sw3658A-ms98-a-0040,209.083750,209.393750,issues,I,sd,u-60-2
sw3658A-ms98-a-0040,209.393750,209.543750,it's,B,sv,u-60-3
sw3658A-ms98-a-0040,209.543750,209.743750,very,I,sv,u-60-3
sw3658A-ms98-a-0040,209.743750,210.493750,complex,I,sv,u-60-3
sw3658A-ms98-a-0040,210.493750,210.633750,very,I,sv,u-60-3
sw3658A-ms98-a-0040,210.633750,211.373750,complicated,I,sv,u-60-3
sw3658A-ms98-a-0040,211.373750,211.633750,but,B,sv,u-60-4
sw3658A-ms98-a-0041,212.228625,212.538625,um,I,sv,u-60-4
sw3658A-ms98-a-0041,212.538625,212.668625,i,I,sv,u-60-4
sw3658A-ms98-a-0041,212.668625,212.818625,just,I,sv,u-60-4
sw3658A-ms98-a-0041,212.818625,213.238625,strongly,I,sv,u-60-4
sw3658A-ms98-a-0041,213.238625,213.498625,believe,I,sv,u-60-4
sw3658A-ms98-a-0041,213.498625,213.618625,that,I,sv,u-60-4
sw3658A-ms98-a-0041,213.618625,213.898625,all,I,sv,u-60-4
sw3658A-ms98-a-0041,213.898625,214.378625,children,I,sv,u-60-4
sw3658A-ms98-a-0041,214.378625,214.568625,have,I,sv,u-60-4
sw3658A-ms98-a-0041,214.568625,214.648625,a,I,sv,u-60-4
sw3658A-ms98-a-0041,214.648625,215.048625,right,I,sv,u-60-4
sw3658A-ms98-a-0041,215.308625,215.623000,to,I,sv,u-60-4
sw3658A-ms98-a-0041,215.623000,216.469625,immunization,I,sv,u-60-4
sw3658A-ms98-a-0041,217.003625,217.558625,glasses,I,sv,u-60-4
sw3658A-ms98-a-0041,217.738625,217.998625,hearing,I,sv,u-60-4
sw3658A-ms98-a-0041,217.998625,218.326625,aids,I,sv,u-60-4
sw3658A-ms98-a-0041,218.326625,218.823875,[laughter],I,sv,u-60-4
sw3658A-ms98-a-0041,218.823875,219.278625,basic,I,sv,u-60-4
sw3658A-ms98-a-0041,219.278625,219.528625,health,I,sv,u-60-4
sw3658A-ms98-a-0041,219.528625,220.038625,benefits,I,sv,u-60-4
sw3658A-ms98-a-0043,242.158000,242.446125,um,B,%,u-62-1
sw3658A-ms98-a-0045,253.524375,253.982750,-[w]ell,O,,
sw3658A-ms98-a-0045,253.982750,254.132750,and,B,sd,u-64-1
sw3658A-ms98-a-0045,254.132750,254.192750,the,I,sd,u-64-1
sw3658A-ms98-a-0045,254.192750,254.662750,costs,I,sd,u-64-1
sw3658A-ms98-a-0045,254.662750,254.792750,of,I,sd,u-64-1
sw3658A-ms98-a-0045,254.792750,255.312750,so,I,sd,u-64-1
sw3658A-ms98-a-0045,255.312750,255.532750,much,I,sd,u-64-1
sw3658A-ms98-a-0045,255.532750,255.662750,has,I,sd,u-64-1
sw3658A-ms98-a-0045,255.662750,255.862750,gone,I,sd,u-64-1
sw3658A-ms98-a-0045,255.862750,256.002750,up,I,sd,u-64-1
sw3658A-ms98-a-0045,256.002750,256.152750,so,I,sd,u-64-1
sw3658A-ms98-a-0045,256.152750,256.332750,much,I,sd,u-64-1
sw3658A-ms98-a-0045,256.332750,256.432750,the,B,sd,u-64-2
sw3658A-ms98-a-0045,256.432750,256.772750,cost,I,sd,u-64-2
sw3658A-ms98-a-0045,256.772750,256.852750,of,I,sd,u-64-2
sw3658A-ms98-a-0045,256.852750,257.772750,immunizations,I,sd,u-64-2
sw3658A-ms98-a-0045,257.772750,257.882750,for,I,sd,u-64-2
sw3658A-ms98-a-0045,257.882750,258.522750,example,I,sd,u-64-2
sw3658A-ms98-a-0046,259.282625,259.671375,um,I,sd,u-64-2
sw3658A-ms98-a-0046,259.983875,260.162625,and,I,sd,u-64-2
sw3658A-ms98-a-0046,260.162625,260.382625,just,I,sd,u-64-2
sw3658A-ms98-a-0046,260.382625,260.512625,the,I,sd,u-64-2
sw3658A-ms98-a-0046,260.512625,260.971750,legal,I,sd,u-64-2
sw3658A-ms98-a-0046,260.971750,261.653500,[laughter],I,sd,u-64-2
sw3658A-ms98-a-0047,261.898750,262.008750,the,I,sd,u-64-2
sw3658A-ms98-a-0047,262.008750,262.447000,legal,I,sd,u-64-2
sw3658A-ms98-a-0047,262.772125,263.488750,benefits,I,sd,u-64-2
sw3658A-ms98-a-0047,263.488750,264.089625,um,I,sd,u-64-2
sw3658A-ms98-a-0047,264.613125,264.798750,that,B,sv,u-64-3
sw3658A-ms98-a-0047,264.798750,264.953750,has,I,sv,u-64-3
sw3658A-ms98-a-0047,265.217375,265.458750,really,I,sv,u-64-3
sw3658A-ms98-a-0047,265.458750,265.778750,forced,I,sv,u-64-3
sw3658A-ms98-a-0047,265.778750,266.058750,people,I,sv,u-64-3
sw3658A-ms98-a-0047,266.058750,266.268750,into,I,sv,u-64-3
sw3658A-ms98-a-0047,266.268750,266.538750,doing,I,sv,u-64-3
sw3658A-ms98-a-0047,266.538750,266.598750,a,I,sv,u-64-3
sw3658A-ms98-a-0047,266.598750,266.778750,lot,I,sv,u-64-3
sw3658A-ms98-a-0047,266.778750,266.898750,of,I,sv,u-64-3
sw3658A-ms98-a-0047,266.898750,267.138750,things,I,sv,u-64-3
sw3658A-ms98-a-0047,267.138750,268.010250,unnecessarily,I,sv,u-64-3
sw3658A-ms98-a-0047,268.183500,268.288750,et,I,sv,u-64-3
sw3658A-ms98-a-0047,268.288750,268.728750,cetera,I,sv,u-64-3
sw3658A-ms98-a-0048,269.770125,270.175750,so,B,h,u-66-1
sw3658A-ms98-a-0048,270.734625,270.892875,well,I,h,u-66-1
sw3658A-ms98-a-0048,270.892875,270.942875,i,I,h,u-66-1
sw3658A-ms98-a-0048,270.942875,271.082875,don't,I,h,u-66-1
sw3658A-ms98-a-0048,271.082875,271.261875,know,I,h,u-66-1
sw3658A-ms98-a-0048,271.431375,271.692875,it's,B,sv,u-66-2
sw3658A-ms98-a-0048,271.692875,271.789250,it,I,sv,u-66-2
sw3658A-ms98-a-0048,272.041625,272.132875,is,I,sv,u-66-2
sw3658A-ms98-a-0048,272.132875,272.954875,interesting,I,sv,u-66-2
sw3658A-ms98-a-0048,272.954875,273.162875,in,B,sd,u-66-3
sw3658A-ms98-a-0048,273.162875,273.392875,case,I,sd,u-66-3
sw3658A-ms98-a-0048,273.392875,273.452875,you,I,sd,u-66-3
sw3658A-ms98-a-0048,273.452875,273.672875,didn't,I,sd,u-66-3
sw3658A-ms98-a-0048,273.672875,273.772875,know,I,sd,u-66-3
sw3658A-ms98-a-0048,273.772875,274.242875,Texas,I,sd,u-66-3
sw3658A-ms98-a-0048,274.242875,274.572875,leads,I,sd,u-66-3
sw3658A-ms98-a-0048,274.572875,274.652875,the,I,sd,u-66-3
sw3658A-ms98-a-0048,274.652875,275.062875,nation,I,sd,u-66-3
sw3658A-ms98-a-0048,275.062875,275.172875,in,I,sd,u-66-3
sw3658A-ms98-a-0048,275.172875,275.712875,uninsured,I,sd,u-66-3
sw3658A-ms98-a-0048,275.712875,276.202875,children,I,sd,u-66-3
sw3658A-ms98-a-0048,276.202875,276.422875,thirty,O,,
sw3658A-ms98-a-0048,276.422875,276.582875,one,O,,
sw3658A-ms98-a-0048,276.582875,276.922875,percent,B,sd,u-66-4
sw3658A-ms98-a-0048,276.922875,277.002875,of,I,sd,u-66-4
sw3658A-ms98-a-0048,277.002875,277.172875,all,I,sd,u-66-4
sw3658A-ms98-a-0048,277.172875,277.602875,Texas,I,sd,u-66-4
sw3658A-ms98-a-0048,277.602875,278.178500,children,I,sd,u-66-4
sw3658A-ms98-a-0049,279.208750,279.308750,do,B,+,u-68-1
sw3658A-ms98-a-0049,279.308750,279.498750,not,I,+,u-68-1
sw3658A-ms98-a-0049,279.498750,279.608750,have,I,+,u-68-1
sw3658A-ms98-a-0049,279.608750,280.158750,insurance,I,+,u-68-1
sw3658A-ms98-a-0049,280.158750,280.248750,and,I,+,u-68-1
sw3658A-ms98-a-0049,280.248750,280.328750,are,I,+,u-68-1
sw3658A-ms98-a-0049,280.328750,280.538750,not,I,+,u-68-1
sw3658A-ms98-a-0049,280.538750,280.668750,on,I,+,u-68-1
sw3658A-ms98-a-0049,280.668750,281.218750,Medicaid,I,+,u-68-1
sw3658A-ms98-a-0050,281.966875,282.426875,so,B,sd,u-68-2
sw3658A-ms98-a-0050,282.426875,282.626875,uh,I,sd,u-68-2
sw3658A-ms98-a-0050,282.626875,282.826875,one,I,sd,u-68-2
sw3658A-ms98-a-0050,282.826875,282.966875,out,I,sd,u-68-2
sw3658A-ms98-a-0050,282.966875,283.056875,of,I,sd,u-68-2
sw3658A-ms98-a-0050,283.056875,283.246875,every,I,sd,u-68-2
sw3658A-ms98-a-0050,283.246875,283.496875,three,I,sd,u-68-2
sw3658A-ms98-a-0050,283.496875,284.117125,children,I,sd,u-68-2
sw3658A-ms98-a-0050,284.365625,284.616875,has,I,sd,u-68-2
sw3658A-ms98-a-0050,284.616875,285.056875,nothing,I,sd,u-68-2
sw3658A-ms98-a-0050,285.056875,285.246875,to,I,sd,u-68-2
sw3658A-ms98-a-0050,285.246875,285.766875,reimburse,I,sd,u-68-2
sw3658A-ms98-a-0050,285.766875,285.886875,them,I,sd,u-68-2
sw3658A-ms98-a-0050,285.886875,286.046875,for,I,sd,u-68-2
