sw3062A-ms98-a-0003,12.127375,12.559000,uh-huh,B,b,u-2-1
sw3062A-ms98-a-0016,58.018250,58.348250,heading,I,sd,u-22-1
sw3062A-ms98-a-0016,58.348250,58.528250,that,I,sd,u-22-1
sw3062A-ms98-a-0016,58.528250,58.668250,up,I,sd,u-22-1
sw3062A-ms98-a-0018,66.752750,67.752750,uh-huh,B,b,u-24-1
sw3062A-ms98-a-0020,74.234125,74.964125,oh,B,b,u-26-1
sw3062A-ms98-a-0021,76.331250,76.731250,right,B,b,u-28-1
sw3062A-ms98-a-0021,76.731250,76.831250,so,B,bf,u-28-2
sw3062A-ms98-a-0021,76.831250,77.011250,you,I,bf,u-28-2
sw3062A-ms98-a-0021,77.011250,77.411250,worked,I,bf,u-28-2
sw3062A-ms98-a-0021,77.411250,77.651250,you,I,bf,u-28-2
sw3062A-ms98-a-0021,77.651250,77.871250,learned,I,bf,u-28-2
sw3062A-ms98-a-0021,77.871250,77.981250,how,I,bf,u-28-2
sw3062A-ms98-a-0021,77.981250,78.081250,to,I,bf,u-28-2
sw3062A-ms98-a-0021,78.081250,78.401250,solve,I,bf,u-28-2
sw3062A-ms98-a-0021,78.401250,78.531250,your,I,bf,u-28-2
sw3062A-ms98-a-0021,78.531250,79.097500,problems,I,bf,u-28-2
sw3062A-ms98-a-0021,79.341375,79.472500,your,I,bf,u-28-2
sw3062A-ms98-a-0021,79.472500,79.561250,on,I,bf,u-28-2
sw3062A-ms98-a-0021,79.561250,79.741250,your,I,bf,u-28-2
sw3062A-ms98-a-0021,79.741250,80.001250,own,I,bf,u-28-2
sw3062A-ms98-a-0023,84.014625,84.314625,has,B,qy,u-30-1
sw3062A-ms98-a-0023,84.314625,84.502000,has,I,qy,u-30-1
sw3062A-ms98-a-0023,84.502000,84.662000,he,I,qy,u-30-1
sw3062A-ms98-a-0023,84.662000,84.942000,had,I,qy,u-30-1
sw3062A-ms98-a-0023,84.942000,85.182000,this,I,qy,u-30-1
sw3062A-ms98-a-0023,85.182000,85.462000,since,I,qy,u-30-1
sw3062A-ms98-a-0023,85.462000,86.172000,kindergarten,I,qy,u-30-1
sw3062A-ms98-a-0023,86.172000,86.332000,or,B,qrr,u-30-2
sw3062A-ms98-a-0023,86.332000,86.412000,is,I,qrr,u-30-2
sw3062A-ms98-a-0023,86.412000,86.602000,this,I,qrr,u-30-2
sw3062A-ms98-a-0023,86.602000,87.032000,something,I,qrr,u-30-2
sw3062A-ms98-a-0023,87.032000,87.202000,that,I,qrr,u-30-2
sw3062A-ms98-a-0023,87.202000,87.482000,maybe,I,qrr,u-30-2
sw3062A-ms98-a-0023,87.482000,87.812000,learning,I,qrr,u-30-2
sw3062A-ms98-a-0023,87.812000,88.402000,phonetics,I,qrr,u-30-2
sw3062A-ms98-a-0023,88.402000,88.522000,and,B,qy,u-30-3
sw3062A-ms98-a-0023,88.522000,88.652000,then,I,qy,u-30-3
sw3062A-ms98-a-0023,88.652000,88.772000,he,I,qy,u-30-3
sw3062A-ms98-a-0023,88.772000,88.962000,just,I,qy,u-30-3
sw3062A-ms98-a-0023,88.962000,89.192000,didn't,I,qy,u-30-3
sw3062A-ms98-a-0023,89.192000,89.372000,learn,I,qy,u-30-3
sw3062A-ms98-a-0023,89.372000,89.452000,the,I,qy,u-30-3
sw3062A-ms98-a-0023,89.452000,89.592000,right,I,qy,u-30-3
sw3062A-ms98-a-0023,89.592000,89.792250,way,I,qy,u-30-3
sw3062A-ms98-a-0025,96.632625,97.132625,uh-huh,B,b,u-32-1
sw3062A-ms98-a-0027,110.828500,111.288500,okay,B,b,u-34-1
sw3062A-ms98-a-0029,115.167250,115.313500,you're,B,aa,u-36-1
sw3062A-ms98-a-0029,115.313500,115.563500,right,I,aa,u-36-1
sw3062A-ms98-a-0029,115.563500,115.761750,right,I,aa,u-36-1
sw3062A-ms98-a-0031,119.537375,119.865625,right,B,b,u-38-1
sw3062A-ms98-a-0033,133.383000,133.766375,good,B,ba,u-40-1
sw3062A-ms98-a-0033,133.930375,134.271375,good,B,ba^r,u-40-2
sw3062A-ms98-a-0033,134.975750,135.230875,that's,B,ba,u-42-1
sw3062A-ms98-a-0033,135.230875,135.540875,great,I,ba,u-42-1
sw3062A-ms98-a-0033,135.540875,135.690875,for,I,ba,u-42-1
sw3062A-ms98-a-0033,135.690875,136.190875,parents,I,ba,u-42-1
sw3062A-ms98-a-0033,136.190875,136.310875,to,I,ba,u-42-1
sw3062A-ms98-a-0033,136.310875,136.450875,be,I,ba,u-42-1
sw3062A-ms98-a-0033,136.450875,137.165125,involved,I,ba,u-42-1
sw3062A-ms98-a-0035,148.446875,148.706875,oh,B,ba,u-44-1
sw3062A-ms98-a-0035,148.706875,148.916875,how,I,ba,u-44-1
sw3062A-ms98-a-0035,148.916875,149.646875,great,I,ba,u-44-1
sw3062A-ms98-a-0036,150.942375,151.092375,so,B,qy^d,u-46-1
sw3062A-ms98-a-0036,151.092375,151.512375,she,I,qy^d,u-46-1
sw3062A-ms98-a-0036,151.512375,151.852750,she,I,qy^d,u-46-1
sw3062A-ms98-a-0036,152.018375,152.192375,was,I,qy^d,u-46-1
sw3062A-ms98-a-0036,152.192375,152.442375,able,I,qy^d,u-46-1
sw3062A-ms98-a-0036,152.442375,152.592375,to,I,qy^d,u-46-1
sw3062A-ms98-a-0036,152.592375,152.992375,zero,I,qy^d,u-46-1
sw3062A-ms98-a-0036,152.992375,153.360125,in,I,qy^d,u-46-1
sw3062A-ms98-a-0036,153.556000,154.075250,oh,B,bk,u-48-1
sw3062A-ms98-a-0038,166.124375,166.564375,huh,B,b,u-50-1
sw3062A-ms98-a-0040,170.168375,170.507625,uh-huh,B,b,u-52-1
sw3062A-ms98-a-0040,170.613750,171.025250,uh-huh,B,b^r,u-52-2
sw3062A-ms98-a-0042,188.538250,188.853750,right,B,b,u-54-1
sw3062A-ms98-a-0043,190.551250,190.981250,oh,B,ba,u-56-1
sw3062A-ms98-a-0043,190.981250,191.399250,no,I,ba,u-56-1
sw3062A-ms98-a-0045,196.147375,196.263125,[vocalized-noise],O,,
sw3062A-ms98-a-0045,196.516875,196.973875,uh-huh,B,aa,u-58-1
sw3062A-ms98-a-0045,197.109500,197.425750,uh-huh,B,aa^r,u-58-2
sw3062A-ms98-a-0047,200.227125,200.617125,right,B,aa,u-60-1
sw3062A-ms98-a-0047,200.617125,200.767125,but,B,sv,u-60-2
sw3062A-ms98-a-0047,200.767125,201.057125,that's,I,sv,u-60-2
sw3062A-ms98-a-0047,201.057125,201.659875,something,I,sv,u-60-2
sw3062A-ms98-a-0047,201.878250,202.117125,that,I,sv,u-60-2
sw3062A-ms98-a-0047,202.117125,202.587125,parents,I,sv,u-60-2
sw3062A-ms98-a-0047,202.587125,202.687125,i,I,sv,u-60-2
sw3062A-ms98-a-0047,202.687125,202.977125,think,I,sv,u-60-2
sw3062A-ms98-a-0047,202.977125,203.107125,are,I,sv,u-60-2
sw3062A-ms98-a-0047,203.107125,203.377125,able,I,sv,u-60-2
sw3062A-ms98-a-0047,203.377125,203.487125,to,I,sv,u-60-2
sw3062A-ms98-a-0047,203.487125,203.817125,help,I,sv,u-60-2
sw3062A-ms98-a-0047,203.817125,203.877125,the,I,sv,u-60-2
sw3062A-ms98-a-0047,203.877125,204.297125,gifted,I,sv,u-60-2
sw3062A-ms98-a-0047,204.297125,204.637125,child,I,sv,u-60-2
sw3062A-ms98-a-0047,204.637125,204.737125,in,I,sv,u-60-2
sw3062A-ms98-a-0047,204.737125,204.837125,the,I,sv,u-60-2
sw3062A-ms98-a-0047,204.837125,205.077125,home,I,sv,u-60-2
sw3062A-ms98-a-0047,205.077125,205.523250,more,I,sv,u-60-2
sw3062A-ms98-a-0047,205.948875,206.037125,than,I,sv,u-60-2
sw3062A-ms98-a-0047,206.037125,206.137125,they,I,sv,u-60-2
sw3062A-ms98-a-0047,206.137125,206.297125,could,I,sv,u-60-2
sw3062A-ms98-a-0047,206.297125,206.517125,help,I,sv,u-60-2
sw3062A-ms98-a-0047,206.517125,206.617125,the,I,sv,u-60-2
sw3062A-ms98-a-0047,206.617125,206.887125,learning,I,sv,u-60-2
sw3062A-ms98-a-0047,206.887125,207.387125,disabled,I,sv,u-60-2
sw3062A-ms98-a-0047,207.387125,207.647125,child,I,sv,u-60-2
sw3062A-ms98-a-0048,208.347375,208.757750,so,B,sv,u-62-1
sw3062A-ms98-a-0048,208.757750,209.197750,because,I,sv,u-62-1
sw3062A-ms98-a-0048,209.197750,209.497750,that's,B,+,u-64-1
sw3062A-ms98-a-0048,209.497750,209.917750,something,I,+,u-64-1
sw3062A-ms98-a-0048,209.917750,210.047750,you,I,+,u-64-1
sw3062A-ms98-a-0048,210.047750,210.217750,can,I,+,u-64-1
sw3062A-ms98-a-0048,210.217750,210.417750,do,I,+,u-64-1
sw3062A-ms98-a-0048,210.417750,210.597750,by,I,+,u-64-1
sw3062A-ms98-a-0048,210.597750,210.859250,just,I,+,u-64-1
sw3062A-ms98-a-0048,211.390250,212.187750,enrichment,I,+,u-64-1
sw3062A-ms98-a-0048,212.187750,212.517750,types,I,+,u-64-1
sw3062A-ms98-a-0048,212.517750,212.597750,of,I,+,u-64-1
sw3062A-ms98-a-0048,212.597750,212.937750,things,I,+,u-64-1
sw3062A-ms98-a-0048,212.937750,213.037750,in,I,+,u-64-1
sw3062A-ms98-a-0048,213.037750,213.147750,the,I,+,u-64-1
sw3062A-ms98-a-0048,213.147750,213.600250,home,I,+,u-64-1
sw3062A-ms98-a-0049,214.052500,214.173125,but,B,sv,u-66-1
sw3062A-ms98-a-0049,214.173125,214.553125,learning,I,sv,u-66-1
sw3062A-ms98-a-0049,214.553125,215.143125,disability,I,sv,u-66-1
sw3062A-ms98-a-0049,215.143125,215.473125,unless,I,sv,u-66-1
sw3062A-ms98-a-0049,215.473125,215.753125,you,I,sv,u-66-1
sw3062A-ms98-a-0049,215.753125,215.943125,are,I,sv,u-66-1
sw3062A-ms98-a-0049,215.943125,216.630000,schooled,I,sv,u-66-1
sw3062A-ms98-a-0049,217.354750,217.473125,in,I,sv,u-66-1
sw3062A-ms98-a-0049,217.473125,217.533125,the,I,sv,u-66-1
sw3062A-ms98-a-0049,217.533125,217.913125,types,I,sv,u-66-1
sw3062A-ms98-a-0049,217.913125,218.096000,of,I,sv,u-66-1
sw3062A-ms98-a-0049,218.314500,218.684750,things,I,sv,u-66-1
sw3062A-ms98-a-0049,218.809125,218.983125,and,I,sv,u-66-1
sw3062A-ms98-a-0049,218.983125,219.283125,ways,I,sv,u-66-1
sw3062A-ms98-a-0049,219.283125,219.403125,to,I,sv,u-66-1
sw3062A-ms98-a-0049,219.403125,219.923125,help,I,sv,u-66-1
sw3062A-ms98-a-0049,219.923125,219.963125,a,I,sv,u-66-1
sw3062A-ms98-a-0049,219.963125,220.263125,child,I,sv,u-66-1
sw3062A-ms98-a-0049,220.263125,220.453125,like,I,sv,u-66-1
sw3062A-ms98-a-0049,220.453125,220.763125,that,I,sv,u-66-1
sw3062A-ms98-a-0050,221.546500,221.776500,then,I,sv,u-66-1
sw3062A-ms98-a-0050,221.776500,222.026500,it,I,sv,u-66-1
sw3062A-ms98-a-0050,222.026500,222.346500,makes,I,sv,u-66-1
sw3062A-ms98-a-0050,222.346500,222.536500,it,I,sv,u-66-1
sw3062A-ms98-a-0050,222.536500,222.816500,real,I,sv,u-66-1
sw3062A-ms98-a-0050,222.816500,223.518000,difficult,I,sv,u-66-1
sw3062A-ms98-a-0050,223.698875,223.866500,and,B,sv,u-68-1
sw3062A-ms98-a-0050,223.866500,224.046500,this,I,sv,u-68-1
sw3062A-ms98-a-0050,224.046500,224.266500,is,I,sv,u-68-1
sw3062A-ms98-a-0050,224.718500,225.056500,this,I,sv,u-68-1
sw3062A-ms98-a-0050,225.056500,225.226500,to,I,sv,u-68-1
sw3062A-ms98-a-0050,225.226500,225.736500,me,I,sv,u-68-1
sw3062A-ms98-a-0050,225.736500,225.966500,is,I,sv,u-68-1
sw3062A-ms98-a-0050,225.966500,226.046500,the,I,sv,u-68-1
sw3062A-ms98-a-0050,226.046500,226.546500,benefit,I,sv,u-68-1
sw3062A-ms98-a-0050,226.546500,226.686500,i,I,sv,u-68-1
sw3062A-ms98-a-0050,226.686500,227.066500,see,I,sv,u-68-1
sw3062A-ms98-a-0050,227.066500,227.226500,in,I,sv,u-68-1
sw3062A-ms98-a-0050,227.226500,227.686500,public,I,sv,u-68-1
sw3062A-ms98-a-0050,227.686500,228.292625,schools,I,sv,u-68-1
sw3062A-ms98-a-0050,228.770875,229.006500,is,B,+,u-70-1
sw3062A-ms98-a-0050,229.006500,229.246500,that,I,+,u-70-1
sw3062A-ms98-a-0050,229.376500,229.796500,that,I,+,u-70-1
sw3062A-ms98-a-0050,229.796500,230.085750,uh,I,+,u-70-1
sw3062A-ms98-a-0050,230.232625,230.426500,you,I,+,u-70-1
sw3062A-ms98-a-0050,230.426500,230.636500,do,I,+,u-70-1
sw3062A-ms98-a-0050,230.636500,231.116250,have,I,+,u-70-1
sw3062A-ms98-a-0050,231.632250,232.196500,government,I,+,u-70-1
sw3062A-ms98-a-0050,232.196500,232.646500,money,I,+,u-70-1
sw3062A-ms98-a-0050,232.646500,232.816500,to,I,+,u-70-1
sw3062A-ms98-a-0050,232.816500,233.276500,fund,I,+,u-70-1
sw3062A-ms98-a-0050,233.276500,233.336500,the,B,+,u-72-1
sw3062A-ms98-a-0050,233.336500,233.656500,kinds,I,+,u-72-1
sw3062A-ms98-a-0050,233.656500,233.726500,of,I,+,u-72-1
sw3062A-ms98-a-0050,233.726500,234.466500,programs,I,+,u-72-1
sw3062A-ms98-a-0051,235.122125,235.332125,that,B,+,u-74-1
sw3062A-ms98-a-0051,235.332125,235.522125,these,I,+,u-74-1
sw3062A-ms98-a-0051,235.522125,236.022125,students,I,+,u-74-1
sw3062A-ms98-a-0051,236.022125,236.402125,need,I,+,u-74-1
sw3062A-ms98-a-0051,236.402125,236.562125,and,B,sv,u-74-2
sw3062A-ms98-a-0051,236.562125,236.702125,i'm,I,sv,u-74-2
sw3062A-ms98-a-0051,236.702125,237.002125,not,I,sv,u-74-2
sw3062A-ms98-a-0051,237.002125,237.672125,sure,I,sv,u-74-2
sw3062A-ms98-a-0051,237.832125,238.182125,that,I,sv,u-74-2
sw3062A-ms98-a-0051,238.562500,238.662125,the,I,sv,u-74-2
sw3062A-ms98-a-0051,238.662125,239.232125,private,I,sv,u-74-2
sw3062A-ms98-a-0051,239.232125,239.582125,schools,I,sv,u-74-2
sw3062A-ms98-a-0051,239.582125,239.662125,or,I,sv,u-74-2
sw3062A-ms98-a-0051,239.662125,240.312125,parochial,I,sv,u-74-2
sw3062A-ms98-a-0051,240.312125,240.962125,schools,I,sv,u-74-2
sw3062A-ms98-a-0051,240.962125,241.502125,address,I,sv,u-74-2
sw3062A-ms98-a-0051,241.502125,241.732125,that,I,sv,u-74-2
sw3062A-ms98-a-0051,241.732125,242.202125,problem,I,sv,u-74-2
sw3062A-ms98-a-0051,242.202125,242.482125,they,B,+,u-76-1
sw3062A-ms98-a-0051,242.482125,242.922125,test,I,+,u-76-1
sw3062A-ms98-a-0051,242.922125,243.342125,kids,I,+,u-76-1
sw3062A-ms98-a-0051,243.342125,243.702125,before,I,+,u-76-1
sw3062A-ms98-a-0051,243.702125,243.832125,they,I,+,u-76-1
sw3062A-ms98-a-0051,243.832125,244.172125,take,I,+,u-76-1
sw3062A-ms98-a-0051,244.172125,244.352125,them,I,+,u-76-1
sw3062A-ms98-a-0052,244.885375,245.115375,and,B,sv,u-78-1
sw3062A-ms98-a-0052,245.115375,245.235375,if,I,sv,u-78-1
sw3062A-ms98-a-0052,245.235375,245.395375,they're,I,sv,u-78-1
sw3062A-ms98-a-0052,245.395375,245.435375,a,I,sv,u-78-1
sw3062A-ms98-a-0052,245.435375,245.927250,behavior,I,sv,u-78-1
sw3062A-ms98-a-0052,245.927250,246.503500,problem,I,sv,u-78-1
sw3062A-ms98-a-0052,246.503500,246.715375,they're,I,sv,u-78-1
sw3062A-ms98-a-0052,246.715375,247.223000,out,I,sv,u-78-1
sw3062A-ms98-a-0052,247.565750,247.915375,that,B,%,u-80-1
sw3062A-ms98-a-0052,247.915375,248.395375,and,B,sv,u-80-2
sw3062A-ms98-a-0052,248.395375,248.745375,and,I,sv,u-80-2
sw3062A-ms98-a-0052,248.745375,249.041375,uh,B,+,u-82-1
sw3062A-ms98-a-0053,250.590000,250.812000,this,I,+,u-82-1
sw3062A-ms98-a-0053,250.812000,251.002000,is,I,+,u-82-1
sw3062A-ms98-a-0053,251.002000,251.192000,a,I,+,u-82-1
sw3062A-ms98-a-0053,251.192000,251.462000,kind,I,+,u-82-1
sw3062A-ms98-a-0053,251.462000,251.542000,of,I,+,u-82-1
sw3062A-ms98-a-0053,251.542000,251.662000,a,I,+,u-82-1
sw3062A-ms98-a-0053,251.662000,252.282000,rejection,I,+,u-82-1
sw3062A-ms98-a-0053,252.282000,252.592000,type,I,+,u-82-1
sw3062A-ms98-a-0053,252.592000,252.672000,of,I,+,u-82-1
sw3062A-ms98-a-0053,252.672000,253.132000,thing,I,+,u-82-1
sw3062A-ms98-a-0053,253.132000,253.422000,and,B,sv,u-84-1
sw3062A-ms98-a-0053,253.422000,253.632000,and,I,sv,u-84-1
sw3062A-ms98-a-0053,253.632000,253.802000,we,I,sv,u-84-1
sw3062A-ms98-a-0053,253.802000,253.992000,get,I,sv,u-84-1
sw3062A-ms98-a-0053,253.992000,254.122000,it,I,sv,u-84-1
sw3062A-ms98-a-0053,254.122000,254.402000,even,I,sv,u-84-1
sw3062A-ms98-a-0053,254.402000,254.512000,at,I,sv,u-84-1
sw3062A-ms98-a-0053,254.512000,254.752000,our,I,sv,u-84-1
sw3062A-ms98-a-0053,254.752000,255.112000,level,I,sv,u-84-1
sw3062A-ms98-a-0053,255.112000,255.322000,in,I,sv,u-84-1
sw3062A-ms98-a-0053,255.322000,255.752000,in,I,sv,u-84-1
sw3062A-ms98-a-0053,255.752000,255.852000,i,B,sd,u-84-2
sw3062A-ms98-a-0053,255.852000,256.062000,work,I,sd,u-84-2
sw3062A-ms98-a-0053,256.062000,256.112000,a,I,sd,u-84-2
sw3062A-ms98-a-0053,256.112000,256.412000,nine,I,sd,u-84-2
sw3062A-ms98-a-0053,256.412000,256.722000,ten,I,sd,u-84-2
sw3062A-ms98-a-0053,256.722000,257.092000,school,I,sd,u-84-2
sw3062A-ms98-a-0054,257.598125,257.898125,and,B,sd,u-84-3
sw3062A-ms98-a-0054,257.898125,258.028125,we,I,sd,u-84-3
sw3062A-ms98-a-0054,258.028125,258.218125,get,I,sd,u-84-3
sw3062A-ms98-a-0054,258.218125,258.598125,students,I,sd,u-84-3
sw3062A-ms98-a-0054,258.598125,258.728125,that,I,sd,u-84-3
sw3062A-ms98-a-0054,258.728125,258.938125,come,I,sd,u-84-3
sw3062A-ms98-a-0054,258.938125,259.078125,in,I,sd,u-84-3
sw3062A-ms98-a-0054,259.078125,259.208125,that,I,sd,u-84-3
sw3062A-ms98-a-0054,259.208125,259.398125,have,I,sd,u-84-3
sw3062A-ms98-a-0054,259.398125,259.608125,been,I,sd,u-84-3
sw3062A-ms98-a-0054,259.608125,259.898125,kicked,I,sd,u-84-3
sw3062A-ms98-a-0054,259.898125,260.086625,out,I,sd,u-84-3
sw3062A-ms98-a-0054,260.086625,260.282500,of,I,sd,u-84-3
sw3062A-ms98-a-0054,260.282500,260.583375,the,I,sd,u-84-3
sw3062A-ms98-a-0054,261.076750,261.383375,uh,I,sd,u-84-3
sw3062A-ms98-a-0054,261.383375,262.117875,parochial,I,sd,u-84-3
sw3062A-ms98-a-0054,262.117875,262.298125,and,I,sd,u-84-3
sw3062A-ms98-a-0054,262.298125,262.568125,pub[lic]-,I,sd,u-84-3
sw3062A-ms98-a-0054,262.568125,262.878125,and,I,sd,u-84-3
sw3062A-ms98-a-0054,262.878125,263.018125,uh,I,sd,u-84-3
sw3062A-ms98-a-0054,263.018125,263.488125,private,I,sd,u-84-3
sw3062A-ms98-a-0054,263.488125,264.058125,schools,I,sd,u-84-3
sw3062A-ms98-a-0055,264.662125,265.122125,and,B,sd,u-86-1
sw3062A-ms98-a-0055,265.122125,265.430125,uh,I,sd,u-86-1
sw3062A-ms98-a-0055,265.580875,265.692125,they,I,sd,u-86-1
sw3062A-ms98-a-0055,265.692125,265.972125,come,I,sd,u-86-1
sw3062A-ms98-a-0055,265.972125,266.202125,in,I,sd,u-86-1
sw3062A-ms98-a-0055,266.202125,266.312125,and,B,sd(^q),u-86-2
sw3062A-ms98-a-0055,266.312125,266.462125,their,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,266.462125,266.902125,attitude,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,266.902125,267.072125,is,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,267.072125,267.232125,i'm,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,267.232125,267.302125,a,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,267.302125,267.592125,bad,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,267.592125,267.852125,boy,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,267.852125,268.092125,and,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,268.092125,268.643000,proceed,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,268.643000,268.897000,to,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,268.897000,269.446875,[laughter],I,sd(^q),u-86-2
sw3062A-ms98-a-0055,269.446875,269.712125,prove,I,sd(^q),u-86-2
sw3062A-ms98-a-0055,269.712125,270.038875,it,I,sd(^q),u-86-2
sw3062A-ms98-a-0056,270.761750,271.041750,so,B,sd,u-88-1
sw3062A-ms98-a-0056,271.041750,271.241750,i,I,sd,u-88-1
sw3062A-ms98-a-0056,271.241750,271.581750,i,I,sd,u-88-1
sw3062A-ms98-a-0056,271.581750,271.901750,really,I,sd,u-88-1
sw3062A-ms98-a-0056,271.901750,272.171750,hate,I,sd,u-88-1
sw3062A-ms98-a-0056,272.171750,272.391750,that,I,sd,u-88-1
sw3062A-ms98-a-0056,272.391750,272.551750,for,I,sd,u-88-1
sw3062A-ms98-a-0056,272.551750,272.961750,them,I,sd,u-88-1
sw3062A-ms98-a-0056,272.961750,273.151750,i,B,sd,u-88-2
sw3062A-ms98-a-0056,273.151750,273.301750,i,I,sd,u-88-2
sw3062A-ms98-a-0056,273.301750,273.691750,would,B,+,u-90-1
sw3062A-ms98-a-0056,273.691750,274.031750,rather,I,+,u-90-1
sw3062A-ms98-a-0056,274.031750,274.181750,they,I,+,u-90-1
sw3062A-ms98-a-0056,274.181750,274.411750,not,I,+,u-90-1
sw3062A-ms98-a-0056,274.411750,274.581750,have,I,+,u-90-1
sw3062A-ms98-a-0056,274.581750,274.741750,that,I,+,u-90-1
sw3062A-ms98-a-0056,274.741750,275.281750,attitude,I,+,u-90-1
sw3062A-ms98-a-0056,275.281750,275.416500,but,B,%,u-90-2
sw3062A-ms98-a-0057,276.603125,276.944750,that's,I,%,u-90-2
sw3062A-ms98-a-0059,283.163125,283.619375,right,B,b,u-92-1
sw3062A-ms98-a-0061,286.919500,287.139750,that's,B,aa,u-94-1
sw3062A-ms98-a-0061,287.139750,287.471375,right,I,aa,u-94-1
sw3062A-ms98-a-0063,294.807500,295.069625,uh-huh,B,b,u-96-1
sw3062A-ms98-a-0065,303.782750,304.201625,no,B,aa,u-98-1
sw3062A-ms98-a-0066,305.483000,305.743000,that's,B,aa,u-100-1
sw3062A-ms98-a-0066,305.743000,306.135250,right,I,aa,u-100-1
sw3062A-ms98-a-0066,306.135250,306.263000,they,B,sv,u-102-1
sw3062A-ms98-a-0066,306.263000,306.413000,can,I,sv,u-102-1
sw3062A-ms98-a-0066,306.413000,306.595875,be,I,sv,u-102-1
sw3062A-ms98-a-0066,306.595875,307.251250,selective,I,sv,u-102-1
sw3062A-ms98-a-0066,307.251250,307.568625,right,B,aa,u-102-2
sw3062A-ms98-a-0068,316.169500,316.579500,right,B,b,u-104-1
sw3062A-ms98-a-0070,318.933125,319.123125,if,B,sv,u-106-1
sw3062A-ms98-a-0070,319.123125,319.273125,you,I,sv,u-106-1
sw3062A-ms98-a-0070,319.273125,319.803125,choose,I,sv,u-106-1
sw3062A-ms98-a-0070,319.803125,319.883125,the,I,sv,u-106-1
sw3062A-ms98-a-0070,319.883125,320.713125,select,I,sv,u-106-1
sw3062A-ms98-a-0071,321.960500,322.258750,top,I,sv,u-106-1
sw3062A-ms98-a-0071,322.258750,322.618750,group,I,sv,u-106-1
sw3062A-ms98-a-0071,322.618750,322.738750,out,I,sv,u-106-1
