sw4735B-ms98-a-0003,25.551000,26.075375,right,B,b,u-2-1
sw4735B-ms98-a-0016,102.117250,103.071375,yeah,B,b,u-22-1
sw4735B-ms98-a-0018,130.379625,131.009625,right,B,b,u-24-1
sw4735B-ms98-a-0020,139.406625,139.882250,um-hum,B,b,u-26-1
sw4735B-ms98-a-0022,154.727250,155.184125,um-hum,B,b,u-28-1
sw4735B-ms98-a-0024,189.983750,190.535500,um-hum,B,aa,u-30-1
sw4735B-ms98-a-0025,191.476125,191.726125,uh,B,ba,u-30-2
sw4735B-ms98-a-0025,191.726125,191.966125,that's,I,ba,u-30-2
sw4735B-ms98-a-0025,191.966125,192.046125,a,I,ba,u-30-2
sw4735B-ms98-a-0025,192.046125,192.266125,good,I,ba,u-30-2
sw4735B-ms98-a-0025,192.266125,192.793375,idea,I,ba,u-30-2
sw4735B-ms98-a-0025,192.913875,193.226125,uh,B,sv,u-30-3
sw4735B-ms98-a-0025,193.226125,193.266125,i,I,sv,u-30-3
sw4735B-ms98-a-0025,193.266125,193.476125,think,I,sv,u-30-3
sw4735B-ms98-a-0025,193.476125,193.586125,they,I,sv,u-30-3
sw4735B-ms98-a-0025,193.586125,193.776125,should,I,sv,u-30-3
sw4735B-ms98-a-0025,193.776125,193.966125,have,I,sv,u-30-3
sw4735B-ms98-a-0025,193.966125,194.146125,more,I,sv,u-30-3
sw4735B-ms98-a-0025,194.146125,194.806125,programs,I,sv,u-30-3
sw4735B-ms98-a-0025,194.806125,195.106125,like,I,sv,u-30-3
sw4735B-ms98-a-0025,195.106125,195.556125,that,I,sv,u-30-3
sw4735B-ms98-a-0026,196.676875,196.956875,and,B,sv,u-32-1
sw4735B-ms98-a-0026,196.956875,196.986875,i,I,sv,u-32-1
sw4735B-ms98-a-0026,196.986875,197.392125,think,I,sv,u-32-1
sw4735B-ms98-a-0026,197.542750,198.230125,uh,I,sv,u-32-1
sw4735B-ms98-a-0026,198.895250,199.120125,us,I,sv,u-32-1
sw4735B-ms98-a-0026,199.120125,199.346875,being,I,sv,u-32-1
sw4735B-ms98-a-0026,199.346875,200.116875,taxpayers,I,sv,u-32-1
sw4735B-ms98-a-0026,200.116875,200.296875,we,I,sv,u-32-1
sw4735B-ms98-a-0026,200.296875,200.666875,pay,I,sv,u-32-1
sw4735B-ms98-a-0026,200.666875,201.250000,for,I,sv,u-32-1
sw4735B-ms98-a-0026,201.638000,202.026875,people,I,sv,u-32-1
sw4735B-ms98-a-0026,202.026875,202.426875,that's,I,sv,u-32-1
sw4735B-ms98-a-0026,202.426875,202.786875,in,I,sv,u-32-1
sw4735B-ms98-a-0026,202.786875,203.166875,jail,I,sv,u-32-1
sw4735B-ms98-a-0026,203.166875,203.855625,or,I,sv,u-32-1
sw4735B-ms98-a-0026,204.296000,204.402750,in,B,+,u-34-1
sw4735B-ms98-a-0026,204.402750,204.906875,trouble,I,+,u-34-1
sw4735B-ms98-a-0026,204.906875,205.606875,anyway,I,+,u-34-1
sw4735B-ms98-a-0027,206.355250,206.877875,so,B,sv,u-36-1
sw4735B-ms98-a-0027,207.337875,207.437875,they,I,sv,u-36-1
sw4735B-ms98-a-0027,207.437875,207.697875,should,I,sv,u-36-1
sw4735B-ms98-a-0027,207.697875,207.827875,be,I,sv,u-36-1
sw4735B-ms98-a-0027,207.827875,208.407875,programs,I,sv,u-36-1
sw4735B-ms98-a-0027,208.407875,208.607875,set,I,sv,u-36-1
sw4735B-ms98-a-0027,208.607875,208.817000,up,I,sv,u-36-1
sw4735B-ms98-a-0027,209.118250,209.277875,by,I,sv,u-36-1
sw4735B-ms98-a-0027,209.277875,209.367875,the,I,sv,u-36-1
sw4735B-ms98-a-0027,209.367875,209.977875,government,I,sv,u-36-1
sw4735B-ms98-a-0027,209.977875,210.267875,that,I,sv,u-36-1
sw4735B-ms98-a-0027,210.727875,210.957875,could,I,sv,u-36-1
sw4735B-ms98-a-0027,210.957875,211.577875,utilize,I,sv,u-36-1
sw4735B-ms98-a-0027,211.577875,211.767875,those,I,sv,u-36-1
sw4735B-ms98-a-0027,211.767875,212.177875,forms,I,sv,u-36-1
sw4735B-ms98-a-0027,212.177875,212.357875,in,I,sv,u-36-1
sw4735B-ms98-a-0027,212.357875,212.687875,different,I,sv,u-36-1
sw4735B-ms98-a-0027,212.687875,213.267875,areas,I,sv,u-36-1
sw4735B-ms98-a-0028,214.365375,214.676500,and,B,aa,u-38-1
sw4735B-ms98-a-0028,214.676500,214.826500,i,B,+,u-40-1
sw4735B-ms98-a-0028,214.826500,214.946625,i,I,+,u-40-1
sw4735B-ms98-a-0028,215.123625,215.586500,agree,I,+,u-40-1
sw4735B-ms98-a-0028,215.586500,216.546500,wholeheartedly,I,+,u-40-1
sw4735B-ms98-a-0029,217.371125,217.870750,yeah,B,b^m,u-42-1
sw4735B-ms98-a-0029,218.055250,218.303750,but,B,sv,u-42-2
sw4735B-ms98-a-0029,218.303750,218.634250,uh,I,sv,u-42-2
sw4735B-ms98-a-0029,219.285875,219.422000,the,I,sv,u-42-2
sw4735B-ms98-a-0029,219.422000,219.674500,thing,I,sv,u-42-2
sw4735B-ms98-a-0029,219.674500,219.994500,is,I,sv,u-42-2
sw4735B-ms98-a-0029,219.994500,220.104500,that,I,sv,u-42-2
sw4735B-ms98-a-0029,220.104500,220.224500,it's,I,sv,u-42-2
sw4735B-ms98-a-0029,220.224500,220.464500,not,I,sv,u-42-2
sw4735B-ms98-a-0029,220.464500,220.814500,enough,I,sv,u-42-2
sw4735B-ms98-a-0029,220.814500,221.084500,of,I,sv,u-42-2
sw4735B-ms98-a-0029,221.084500,221.324500,that,I,sv,u-42-2
sw4735B-ms98-a-0029,221.324500,221.484500,kind,I,sv,u-42-2
sw4735B-ms98-a-0029,221.484500,221.584500,of,I,sv,u-42-2
sw4735B-ms98-a-0029,221.584500,221.874500,stuff,I,sv,u-42-2
sw4735B-ms98-a-0029,221.874500,222.194500,going,I,sv,u-42-2
sw4735B-ms98-a-0029,222.194500,222.621500,on,I,sv,u-42-2
sw4735B-ms98-a-0029,222.952875,223.355125,uh,I,sv,u-42-2
sw4735B-ms98-a-0030,224.504375,224.853000,because_1,O,,
sw4735B-ms98-a-0030,224.853000,225.126500,you,O,,
sw4735B-ms98-a-0030,225.126500,225.306500,like,B,aa,u-44-1
sw4735B-ms98-a-0030,225.306500,225.406500,you,I,aa,u-44-1
sw4735B-ms98-a-0030,225.406500,225.536500,say,I,aa,u-44-1
sw4735B-ms98-a-0030,225.536500,225.726500,it's,I,aa,u-44-1
sw4735B-ms98-a-0030,225.726500,225.826500,a,I,aa,u-44-1
sw4735B-ms98-a-0030,225.826500,226.076500,lot,I,aa,u-44-1
sw4735B-ms98-a-0030,226.076500,226.176500,of,I,aa,u-44-1
sw4735B-ms98-a-0030,226.176500,226.676500,crimes,I,aa,u-44-1
sw4735B-ms98-a-0030,226.676500,226.806500,and,I,aa,u-44-1
sw4735B-ms98-a-0030,226.806500,227.116500,stuff,I,aa,u-44-1
sw4735B-ms98-a-0030,227.116500,227.286500,or,I,aa,u-44-1
sw4735B-ms98-a-0030,227.286500,228.296500,misdemeanors,I,aa,u-44-1
sw4735B-ms98-a-0030,229.016500,229.316500,wh[y]-,O,,
sw4735B-ms98-a-0030,229.316500,229.556500,why,B,qh,u-46-1
sw4735B-ms98-a-0030,229.556500,229.836500,have,I,qh,u-46-1
sw4735B-ms98-a-0030,229.836500,230.176500,someone,I,qh,u-46-1
sw4735B-ms98-a-0030,230.176500,230.336500,in,I,qh,u-46-1
sw4735B-ms98-a-0030,230.336500,230.576500,you[r]-,I,qh,u-46-1
sw4735B-ms98-a-0030,230.576500,231.016500,jail,I,qh,u-46-1
sw4735B-ms98-a-0030,231.016500,231.186500,for,I,qh,u-46-1
sw4735B-ms98-a-0030,231.186500,231.416500,a,I,qh,u-46-1
sw4735B-ms98-a-0030,231.416500,231.686500,year,I,qh,u-46-1
sw4735B-ms98-a-0030,231.686500,231.746500,or,I,qh,u-46-1
sw4735B-ms98-a-0030,231.746500,232.036500,two,I,qh,u-46-1
sw4735B-ms98-a-0030,232.036500,232.306500,for,I,qh,u-46-1
sw4735B-ms98-a-0030,232.306500,232.356500,a,I,qh,u-46-1
sw4735B-ms98-a-0030,232.356500,233.176500,misdemeanor,I,qh,u-46-1
sw4735B-ms98-a-0031,234.202500,234.542500,and,B,sv,u-46-2
sw4735B-ms98-a-0031,234.542500,235.372500,sometimes,I,sv,u-46-2
sw4735B-ms98-a-0031,235.372500,235.522500,you,I,sv,u-46-2
sw4735B-ms98-a-0031,235.522500,235.652500,know,I,sv,u-46-2
sw4735B-ms98-a-0031,235.652500,235.892500,putting,I,sv,u-46-2
sw4735B-ms98-a-0031,235.892500,235.982500,them_1,I,sv,u-46-2
sw4735B-ms98-a-0031,235.982500,236.142500,in,I,sv,u-46-2
sw4735B-ms98-a-0031,236.142500,236.432500,jail,I,sv,u-46-2
sw4735B-ms98-a-0031,236.432500,236.592500,i[t]-,I,sv,u-46-2
sw4735B-ms98-a-0031,236.592500,236.952500,doesn't,I,sv,u-46-2
sw4735B-ms98-a-0031,236.952500,237.272500,really,I,sv,u-46-2
sw4735B-ms98-a-0031,237.272500,237.742500,help,I,sv,u-46-2
sw4735B-ms98-a-0032,238.555375,238.925375,because,B,+,u-48-1
sw4735B-ms98-a-0032,238.925375,239.135375,there's,I,+,u-48-1
sw4735B-ms98-a-0032,239.135375,239.525375,nothing,I,+,u-48-1
sw4735B-ms98-a-0032,239.525375,239.645375,in,I,+,u-48-1
sw4735B-ms98-a-0032,239.645375,239.765375,there,I,+,u-48-1
sw4735B-ms98-a-0032,239.765375,239.975375,that,I,+,u-48-1
sw4735B-ms98-a-0032,239.975375,240.102250,to,O,,
sw4735B-ms98-a-0032,240.102250,240.592625,[rebil/rehabilitate],O,,
sw4735B-ms98-a-0032,240.592625,241.645375,[rebilitate/rehabilitate],O,,
sw4735B-ms98-a-0032,242.155375,242.382750,re[habilitate]-,O,,
sw4735B-ms98-a-0032,242.893500,244.105375,[rebilihatate/rehabilitate],O,,
sw4735B-ms98-a-0032,244.105375,244.408125,them,B,+,u-52-1
sw4735B-ms98-a-0032,245.074750,245.275375,and,B,sv,u-54-1
sw4735B-ms98-a-0032,245.275375,245.385375,then,I,sv,u-54-1
sw4735B-ms98-a-0032,245.385375,245.485375,when,I,sv,u-54-1
sw4735B-ms98-a-0032,245.485375,245.565375,they,I,sv,u-54-1
sw4735B-ms98-a-0032,245.565375,245.765375,get,I,sv,u-54-1
sw4735B-ms98-a-0032,245.765375,246.125375,out,I,sv,u-54-1
sw4735B-ms98-a-0032,246.125375,246.335625,they,I,sv,u-54-1
sw4735B-ms98-a-0032,246.572875,247.065375,because,B,sv,u-54-2
sw4735B-ms98-a-0032,247.065375,247.185375,they,I,sv,u-54-2
sw4735B-ms98-a-0032,247.185375,247.495375,have,I,sv,u-54-2
sw4735B-ms98-a-0032,247.495375,247.605375,the,I,sv,u-54-2
sw4735B-ms98-a-0032,247.605375,248.485375,{stigmatism},I,sv,u-54-2
sw4735B-ms98-a-0032,248.485375,248.776250,of,I,sv,u-54-2
sw4735B-ms98-a-0032,248.923125,249.175375,being,I,sv,u-54-2
sw4735B-ms98-a-0032,249.175375,249.335375,in,I,sv,u-54-2
sw4735B-ms98-a-0032,249.335375,249.665375,jail,I,sv,u-54-2
sw4735B-ms98-a-0032,249.665375,249.765375,they,O,,
sw4735B-ms98-a-0032,249.765375,249.891625,ca[n't]-,O,,
sw4735B-ms98-a-0034,282.273125,282.736875,um-hum,B,b,u-58-1
sw4735B-ms98-a-0036,293.586625,294.142750,um-hum,O,,
sw4735B-ms98-a-0038,297.802000,298.431875,right,B,b,u-60-1
