sw4127A-ms98-a-0005,3.935625,4.432000,okay,B,b^m,u-3-1
sw4127A-ms98-a-0008,20.652875,20.892875,do,I,sd,u-5-2
sw4127A-ms98-a-0008,20.892875,21.217375,is,I,sd,u-5-2
sw4127A-ms98-a-0008,21.759750,22.032875,uh,I,sd,u-5-2
sw4127A-ms98-a-0008,22.032875,22.362875,keep,I,sd,u-5-2
sw4127A-ms98-a-0008,22.362875,22.412875,a,I,sd,u-5-2
sw4127A-ms98-a-0008,22.412875,22.852875,list,I,sd,u-5-2
sw4127A-ms98-a-0008,22.852875,22.942875,of,I,sd,u-5-2
sw4127A-ms98-a-0008,22.942875,23.252875,things,I,sd,u-5-2
sw4127A-ms98-a-0008,23.252875,23.482875,like,I,sd,u-5-2
sw4127A-ms98-a-0008,23.482875,24.012875,debts,I,sd,u-5-2
sw4127A-ms98-a-0008,24.012875,24.152875,that,I,sd,u-5-2
sw4127A-ms98-a-0008,24.152875,24.362875,are,I,sd,u-5-2
sw4127A-ms98-a-0009,25.026375,25.896375,outstanding,I,sd,u-5-2
sw4127A-ms98-a-0009,25.896375,26.502750,and,I,sd,u-5-2
sw4127A-ms98-a-0009,26.698625,26.896375,and,I,sd,u-5-2
sw4127A-ms98-a-0009,26.896375,27.106375,every,I,sd,u-5-2
sw4127A-ms98-a-0009,27.106375,27.276375,two,I,sd,u-5-2
sw4127A-ms98-a-0009,27.276375,27.366375,or,I,sd,u-5-2
sw4127A-ms98-a-0009,27.366375,27.596375,three,I,sd,u-5-2
sw4127A-ms98-a-0009,27.596375,28.092000,months,I,sd,u-5-2
sw4127A-ms98-a-0010,28.718500,29.198500,update,I,sd,u-5-2
sw4127A-ms98-a-0010,29.198500,29.578500,that,I,sd,u-5-2
sw4127A-ms98-a-0010,29.678500,30.098500,and,I,sd,u-5-2
sw4127A-ms98-a-0010,30.098500,30.318500,every,I,sd,u-5-2
sw4127A-ms98-a-0010,30.318500,30.598500,once,I,sd,u-5-2
sw4127A-ms98-a-0010,30.598500,30.658500,in,I,sd,u-5-2
sw4127A-ms98-a-0010,30.658500,30.718500,a,I,sd,u-5-2
sw4127A-ms98-a-0010,30.718500,31.158500,while,I,sd,u-5-2
sw4127A-ms98-a-0011,32.244125,32.564125,make,I,sd,u-5-2
sw4127A-ms98-a-0011,32.564125,32.604125,a,I,sd,u-5-2
sw4127A-ms98-a-0011,32.604125,32.934125,list,I,sd,u-5-2
sw4127A-ms98-a-0011,32.934125,33.124125,of,I,sd,u-5-2
sw4127A-ms98-a-0011,33.124125,33.264125,what,I,sd,u-5-2
sw4127A-ms98-a-0011,33.264125,33.404125,we,I,sd,u-5-2
sw4127A-ms98-a-0011,33.404125,33.754125,spent,I,sd,u-5-2
sw4127A-ms98-a-0011,33.754125,33.954125,that,I,sd,u-5-2
sw4127A-ms98-a-0011,33.954125,34.404125,month,I,sd,u-5-2
sw4127A-ms98-a-0011,34.404125,34.514125,but,B,sd,u-5-3
sw4127A-ms98-a-0011,34.514125,34.594125,i,I,sd,u-5-3
sw4127A-ms98-a-0011,34.594125,34.904125,doubt,I,sd,u-5-3
sw4127A-ms98-a-0011,34.904125,34.964125,i,I,sd,u-5-3
sw4127A-ms98-a-0011,34.964125,35.164125,do,I,sd,u-5-3
sw4127A-ms98-a-0011,35.164125,35.254125,it,I,sd,u-5-3
sw4127A-ms98-a-0011,35.254125,35.444125,more,I,sd,u-5-3
sw4127A-ms98-a-0011,35.444125,35.604125,than,I,sd,u-5-3
sw4127A-ms98-a-0011,35.604125,35.774125,three,I,sd,u-5-3
sw4127A-ms98-a-0011,35.774125,36.114125,times,I,sd,u-5-3
sw4127A-ms98-a-0011,36.114125,36.154125,a,I,sd,u-5-3
sw4127A-ms98-a-0011,36.154125,36.544125,year,I,sd,u-5-3
sw4127A-ms98-a-0012,37.217625,37.607625,and,B,%,u-7-1
sw4127A-ms98-a-0013,39.025625,39.432250,no,B,nn,u-9-1
sw4127A-ms98-a-0013,39.432250,39.531375,i,B,sd^e,u-9-2
sw4127A-ms98-a-0013,39.531375,39.771375,work,I,sd^e,u-9-2
sw4127A-ms98-a-0013,39.771375,39.911375,with,I,sd^e,u-9-2
sw4127A-ms98-a-0013,39.911375,40.001375,them_1,I,sd^e,u-9-2
sw4127A-ms98-a-0013,40.001375,40.173625,all,I,sd^e,u-9-2
sw4127A-ms98-a-0013,40.173625,40.539000,day,I,sd^e,u-9-2
sw4127A-ms98-a-0013,40.539000,40.741375,yeah,O,,
sw4127A-ms98-a-0013,40.741375,40.831375,i'm,B,sd,u-9-3
sw4127A-ms98-a-0013,40.831375,40.931375,in,I,sd,u-9-3
sw4127A-ms98-a-0013,40.931375,41.271375,computer,I,sd,u-9-3
sw4127A-ms98-a-0013,41.271375,41.691375,science,I,sd,u-9-3
sw4127A-ms98-a-0013,41.691375,41.863750,yet,B,sd,u-9-4
sw4127A-ms98-a-0013,41.863750,42.159125,i-,O,,
sw4127A-ms98-a-0013,42.159125,42.343750,i,B,+,u-11-1
sw4127A-ms98-a-0013,42.343750,42.431375,do,I,+,u-11-1
sw4127A-ms98-a-0013,42.431375,42.821375,everything,I,+,u-11-1
sw4127A-ms98-a-0013,42.821375,42.921375,on,I,+,u-11-1
sw4127A-ms98-a-0013,42.921375,43.359000,paper,I,+,u-11-1
sw4127A-ms98-a-0013,43.551000,44.033000,[laughter],O,,
sw4127A-ms98-a-0013,44.285375,44.761375,uh,B,sd,u-13-1
sw4127A-ms98-a-0013,44.761375,44.871375,i,I,sd,u-13-1
sw4127A-ms98-a-0013,44.871375,45.031375,don't,I,sd,u-13-1
sw4127A-ms98-a-0013,45.031375,45.191375,even,I,sd,u-13-1
sw4127A-ms98-a-0013,45.191375,45.341375,use,I,sd,u-13-1
sw4127A-ms98-a-0013,45.341375,45.381375,a,I,sd,u-13-1
sw4127A-ms98-a-0013,45.381375,45.951375,calculator,I,sd,u-13-1
sw4127A-ms98-a-0013,45.951375,46.091375,for,I,sd,u-13-1
sw4127A-ms98-a-0013,46.091375,46.171375,the,I,sd,u-13-1
sw4127A-ms98-a-0013,46.171375,46.451375,stuff,I,sd,u-13-1
sw4127A-ms98-a-0013,46.451375,46.541375,i'm,I,sd,u-13-1
sw4127A-ms98-a-0013,46.541375,46.841375,doing,I,sd,u-13-1
sw4127A-ms98-a-0013,46.841375,47.021375,because_1,I,sd,u-13-1
sw4127A-ms98-a-0013,47.021375,47.179000,it's,I,sd,u-13-1
sw4127A-ms98-a-0013,47.179000,47.378625,all,I,sd,u-13-1
sw4127A-ms98-a-0013,47.378625,47.814250,pretty,I,sd,u-13-1
sw4127A-ms98-a-0013,48.255000,48.521375,round,I,sd,u-13-1
sw4127A-ms98-a-0013,48.521375,49.118750,numbers,I,sd,u-13-1
sw4127A-ms98-a-0015,65.851375,66.301375,um-hum,B,b,u-15-1
sw4127A-ms98-a-0017,72.130500,72.479625,yeah,B,b,u-17-1
sw4127A-ms98-a-0017,72.479625,72.696875,i,O,,
sw4127A-ms98-a-0019,83.286750,83.636750,um-hum,B,b,u-19-1
sw4127A-ms98-a-0021,91.556875,91.786125,yeah,O,,
sw4127A-ms98-a-0021,91.786125,91.966125,it's,B,sd,u-21-2
sw4127A-ms98-a-0021,91.966125,92.046125,a,I,sd,u-21-2
sw4127A-ms98-a-0021,92.046125,92.476125,pretty,I,sd,u-21-2
sw4127A-ms98-a-0022,93.530125,94.390125,straightforward,I,sd,u-21-2
sw4127A-ms98-a-0023,95.071875,95.261875,it's,B,%,u-21-3
sw4127A-ms98-a-0023,95.261875,95.491875,almo[st]-,O,,
sw4127A-ms98-a-0023,95.491875,95.677250,i,B,sd,u-21-4
sw4127A-ms98-a-0023,95.850500,96.101875,can't,I,sd,u-21-4
sw4127A-ms98-a-0023,96.101875,96.441875,imagine,I,sd,u-21-4
sw4127A-ms98-a-0023,96.441875,96.671875,having,I,sd,u-21-4
sw4127A-ms98-a-0023,96.671875,96.761875,to,I,sd,u-21-4
sw4127A-ms98-a-0023,96.761875,96.911875,go,I,sd,u-21-4
sw4127A-ms98-a-0023,96.911875,97.101875,into,I,sd,u-21-4
sw4127A-ms98-a-0023,97.101875,97.331875,real,I,sd,u-21-4
sw4127A-ms98-a-0023,97.331875,98.101875,complicated,I,sd,u-21-4
sw4127A-ms98-a-0023,98.101875,98.391875,stuff,I,sd,u-21-4
sw4127A-ms98-a-0023,98.391875,98.511875,and,I,sd,u-21-4
sw4127A-ms98-a-0023,98.511875,98.881875,making,I,sd,u-21-4
sw4127A-ms98-a-0024,99.588250,99.648250,you,B,+,u-23-1
sw4127A-ms98-a-0024,99.648250,99.738250,know,I,+,u-23-1
sw4127A-ms98-a-0024,99.738250,100.218250,fancy,I,+,u-23-1
sw4127A-ms98-a-0024,100.218250,100.748250,budgets,I,+,u-23-1
sw4127A-ms98-a-0024,100.748250,100.908250,it,B,sv,u-23-2
sw4127A-ms98-a-0024,100.908250,101.278250,seems,I,sv,u-23-2
sw4127A-ms98-a-0024,101.278250,101.593250,like,I,sv,u-23-2
sw4127A-ms98-a-0024,101.958625,102.098250,if,I,sv,u-23-2
sw4127A-ms98-a-0024,102.098250,102.208250,you're,I,sv,u-23-2
sw4127A-ms98-a-0024,102.208250,102.488250,getting,I,sv,u-23-2
sw4127A-ms98-a-0024,102.488250,102.598250,to,I,sv,u-23-2
sw4127A-ms98-a-0024,102.598250,102.818250,that,I,sv,u-23-2
sw4127A-ms98-a-0024,102.818250,103.254750,level,I,sv,u-23-2
sw4127A-ms98-a-0024,103.416750,103.674250,y[ou're]-,I,sv,u-23-2
sw4127A-ms98-a-0024,103.674250,103.788250,you're,I,sv,u-23-2
sw4127A-ms98-a-0024,103.788250,104.023875,not,I,sv,u-23-2
sw4127A-ms98-a-0024,104.023875,104.180125,in,I,sv,u-23-2
sw4127A-ms98-a-0024,104.421250,104.594500,real,I,sv,u-23-2
sw4127A-ms98-a-0024,104.594500,104.768250,good,I,sv,u-23-2
sw4127A-ms98-a-0024,104.768250,105.308250,control,I,sv,u-23-2
sw4127A-ms98-a-0026,112.860625,113.320625,uh-huh,B,b,u-25-1
sw4127A-ms98-a-0028,116.848625,117.068625,yeah,B,b,u-29-1
sw4127A-ms98-a-0029,118.027375,118.327375,actually,B,sd,u-31-1
sw4127A-ms98-a-0029,118.327375,118.437375,i'm,I,sd,u-31-1
sw4127A-ms98-a-0029,118.437375,118.467375,i,I,sd,u-31-1
sw4127A-ms98-a-0029,118.467375,118.527375,me[an]-,I,sd,u-31-1
sw4127A-ms98-a-0029,118.527375,118.727375,i,I,sd,u-31-1
sw4127A-ms98-a-0029,118.727375,119.116500,like,I,sd,u-31-1
sw4127A-ms98-a-0029,119.274750,119.577375,using,I,sd,u-31-1
sw4127A-ms98-a-0029,119.577375,119.867375,credit,I,sd,u-31-1
sw4127A-ms98-a-0029,119.867375,120.217375,cards,I,sd,u-31-1
sw4127A-ms98-a-0029,120.217375,120.347375,for,I,sd,u-31-1
sw4127A-ms98-a-0029,120.347375,120.937375,everything,I,sd,u-31-1
sw4127A-ms98-a-0029,120.937375,121.047375,but,I,sd,u-31-1
sw4127A-ms98-a-0029,121.047375,121.217375,just,I,sd,u-31-1
sw4127A-ms98-a-0029,121.217375,121.517375,paying,I,sd,u-31-1
sw4127A-ms98-a-0029,121.517375,121.757375,off,I,sd,u-31-1
sw4127A-ms98-a-0029,121.757375,121.817375,the,I,sd,u-31-1
sw4127A-ms98-a-0029,121.817375,122.319375,bills,I,sd,u-31-1
sw4127A-ms98-a-0030,122.992250,123.382250,because,B,+,u-33-1
sw4127A-ms98-a-0030,123.382250,123.602250,that,I,+,u-33-1
sw4127A-ms98-a-0030,123.602250,123.812250,way,I,+,u-33-1
sw4127A-ms98-a-0030,123.812250,124.112250,it's,I,+,u-33-1
sw4127A-ms98-a-0030,124.112250,124.232250,a,I,+,u-33-1
sw4127A-ms98-a-0030,124.232250,124.632250,record,I,+,u-33-1
sw4127A-ms98-a-0030,124.632250,124.722250,of,I,+,u-33-1
sw4127A-ms98-a-0030,124.722250,125.172250,everything,I,+,u-33-1
sw4127A-ms98-a-0030,125.172250,125.282250,and,B,sd,u-33-2
sw4127A-ms98-a-0030,125.282250,125.312250,i,I,sd,u-33-2
sw4127A-ms98-a-0030,125.312250,125.492250,don't,I,sd,u-33-2
sw4127A-ms98-a-0030,125.492250,125.592250,have,I,sd,u-33-2
sw4127A-ms98-a-0030,125.592250,125.712250,to,I,sd,u-33-2
sw4127A-ms98-a-0030,125.712250,125.882250,worry,I,sd,u-33-2
sw4127A-ms98-a-0030,125.882250,126.072250,about,I,sd,u-33-2
sw4127A-ms98-a-0030,126.072250,126.432250,keeping,I,sd,u-33-2
sw4127A-ms98-a-0030,126.432250,126.952250,[laughter-records],I,sd,u-33-2
sw4127A-ms98-a-0030,126.952250,127.042250,of,I,sd,u-33-2
sw4127A-ms98-a-0030,127.042250,127.422250,anything,I,sd,u-33-2
sw4127A-ms98-a-0030,127.422250,127.915875,else,I,sd,u-33-2
sw4127A-ms98-a-0030,128.371625,128.672250,because,B,+,u-35-1
sw4127A-ms98-a-0030,128.672250,128.772250,they,I,+,u-35-1
sw4127A-ms98-a-0030,128.772250,128.982250,come,I,+,u-35-1
sw4127A-ms98-a-0030,128.982250,129.072250,in,I,+,u-35-1
sw4127A-ms98-a-0030,129.072250,129.172250,at,I,+,u-35-1
sw4127A-ms98-a-0030,129.172250,129.262250,the,B,+,u-37-1
sw4127A-ms98-a-0030,129.262250,129.402250,end,I,+,u-37-1
sw4127A-ms98-a-0030,129.402250,129.472250,of,I,+,u-37-1
sw4127A-ms98-a-0030,129.472250,129.532250,the,I,+,u-37-1
sw4127A-ms98-a-0030,129.532250,129.991875,month,I,+,u-37-1
sw4127A-ms98-a-0032,133.942750,134.227500,uh,B,%,u-39-1
sw4127A-ms98-a-0034,140.759250,140.949250,hum,O,,
sw4127A-ms98-a-0036,150.484125,150.764125,yeah,B,sv,u-43-1
sw4127A-ms98-a-0036,150.764125,150.844125,i,I,sv,u-43-1
sw4127A-ms98-a-0036,150.844125,151.064125,guess,I,sv,u-43-1
sw4127A-ms98-a-0036,151.064125,151.164125,if,I,sv,u-43-1
sw4127A-ms98-a-0036,151.164125,151.638875,that's,I,sv,u-43-1
sw4127A-ms98-a-0037,152.533875,152.723875,if,B,+,u-45-1
sw4127A-ms98-a-0037,152.723875,152.943875,that's,I,+,u-45-1
sw4127A-ms98-a-0037,152.943875,153.023875,a,I,+,u-45-1
sw4127A-ms98-a-0037,153.023875,153.383875,weakness,I,+,u-45-1
sw4127A-ms98-a-0037,153.383875,153.583875,that's,I,+,u-45-1
sw4127A-ms98-a-0037,153.583875,153.633875,a,I,+,u-45-1
sw4127A-ms98-a-0037,153.633875,153.803875,good,I,+,u-45-1
sw4127A-ms98-a-0037,153.803875,154.013875,thing,I,+,u-45-1
sw4127A-ms98-a-0037,154.013875,154.123875,to,I,+,u-45-1
sw4127A-ms98-a-0037,154.123875,154.408125,do,I,+,u-45-1
sw4127A-ms98-a-0039,161.556750,161.904625,um-hum,B,b,u-47-1
sw4127A-ms98-a-0041,164.596375,165.006375,sure,B,b,u-49-1
sw4127A-ms98-a-0043,175.772000,175.852000,do,B,qy,u-51-1
sw4127A-ms98-a-0043,175.852000,175.952000,you,I,qy,u-51-1
sw4127A-ms98-a-0043,175.952000,176.232000,find,I,qy,u-51-1
sw4127A-ms98-a-0043,176.232000,176.512000,trouble,I,qy,u-51-1
sw4127A-ms98-a-0043,176.512000,176.822000,keeping,I,qy,u-51-1
sw4127A-ms98-a-0043,176.822000,176.992000,the,I,qy,u-51-1
sw4127A-ms98-a-0043,176.992000,177.372000,records,I,qy,u-51-1
sw4127A-ms98-a-0043,177.372000,177.512000,for,I,qy,u-51-1
sw4127A-ms98-a-0043,177.512000,178.049875,taxes,I,qy,u-51-1
sw4127A-ms98-a-0043,178.049875,178.132750,and,I,qy,u-51-1
sw4127A-ms98-a-0043,178.132750,178.312000,all,I,qy,u-51-1
sw4127A-ms98-a-0043,178.312000,178.622000,that,I,qy,u-51-1
sw4127A-ms98-a-0043,178.622000,178.843625,or,B,%,u-51-2
sw4127A-ms98-a-0045,190.305875,190.695875,uh-huh,B,b,u-53-1
sw4127A-ms98-a-0047,196.336500,196.456500,well,B,ba,u-55-1
sw4127A-ms98-a-0047,196.456500,196.666500,that's,I,ba,u-55-1
sw4127A-ms98-a-0047,196.666500,196.836500,good,I,ba,u-55-1
sw4127A-ms98-a-0047,196.836500,196.996500,to,I,ba,u-55-1
sw4127A-ms98-a-0047,196.996500,197.256500,know,I,ba,u-55-1
sw4127A-ms98-a-0049,201.779375,202.079375,yeah,B,b,u-57-1
sw4127A-ms98-a-0050,202.822375,202.872375,i,B,sv,u-59-1
sw4127A-ms98-a-0050,202.872375,203.042375,don't,I,sv,u-59-1
sw4127A-ms98-a-0050,203.042375,203.552375,understand,I,sv,u-59-1
sw4127A-ms98-a-0050,203.552375,203.642375,the,I,sv,u-59-1
sw4127A-ms98-a-0050,203.642375,203.852375,idea,I,sv,u-59-1
sw4127A-ms98-a-0050,203.852375,203.932375,of,I,sv,u-59-1
sw4127A-ms98-a-0050,203.932375,204.282375,paying,I,sv,u-59-1
sw4127A-ms98-a-0050,204.282375,204.802375,somebody,I,sv,u-59-1
sw4127A-ms98-a-0050,204.802375,205.123250,to,I,sv,u-59-1
sw4127A-ms98-a-0050,205.586500,205.742375,to,I,sv,u-59-1
sw4127A-ms98-a-0050,205.742375,205.912375,do,I,sv,u-59-1
sw4127A-ms98-a-0050,205.912375,206.142375,it,I,sv,u-59-1
sw4127A-ms98-a-0051,207.020250,207.150250,it,B,sv,u-61-1
sw4127A-ms98-a-0051,207.150250,207.340250,seems,I,sv,u-61-1
sw4127A-ms98-a-0051,207.340250,207.530250,like,I,sv,u-61-1
sw4127A-ms98-a-0051,207.530250,207.750250,it's,I,sv,u-61-1
sw4127A-ms98-a-0051,207.750250,208.250250,absurd,I,sv,u-61-1
sw4127A-ms98-a-0051,208.250250,208.350250,the,I,sv,u-61-1
sw4127A-ms98-a-0051,208.350250,208.640250,number,I,sv,u-61-1
sw4127A-ms98-a-0051,208.640250,208.700250,of,I,sv,u-61-1
sw4127A-ms98-a-0051,208.700250,209.040250,people,I,sv,u-61-1
sw4127A-ms98-a-0051,209.040250,209.190250,who,I,sv,u-61-1
sw4127A-ms98-a-0051,209.190250,209.340250,had,I,sv,u-61-1
sw4127A-ms98-a-0051,209.340250,209.530250,to,I,sv,u-61-1
sw4127A-ms98-a-0051,209.530250,209.810250,having,I,sv,u-61-1
sw4127A-ms98-a-0051,209.810250,209.920250,to,I,sv,u-61-1
sw4127A-ms98-a-0051,209.920250,210.160250,pay,I,sv,u-61-1
sw4127A-ms98-a-0051,210.160250,210.610250,somebody,I,sv,u-61-1
sw4127A-ms98-a-0051,210.610250,210.760250,to,I,sv,u-61-1
sw4127A-ms98-a-0051,210.760250,210.950250,do,I,sv,u-61-1
sw4127A-ms98-a-0051,210.950250,211.170250,it,I,sv,u-61-1
sw4127A-ms98-a-0053,213.002375,213.252375,i,B,%,u-63-1
sw4127A-ms98-a-0054,214.726125,214.996125,yeah,B,b,u-65-1
sw4127A-ms98-a-0054,214.996125,215.266125,just,B,bf,u-65-2
sw4127A-ms98-a-0054,215.266125,215.326125,the,I,bf,u-65-2
sw4127A-ms98-a-0054,215.326125,215.827875,form,I,bf,u-65-2
sw4127A-ms98-a-0054,216.321250,216.726000,yeah,B,b,u-67-1
sw4127A-ms98-a-0056,223.174625,223.364625,yeah,B,aa^r,u-69-1
sw4127A-ms98-a-0056,223.364625,223.494000,and,B,sv,u-69-2
sw4127A-ms98-a-0056,223.494000,223.603250,a,I,sv,u-69-2
sw4127A-ms98-a-0056,223.603250,223.854625,lot,I,sv,u-69-2
sw4127A-ms98-a-0056,223.854625,224.034625,of,I,sv,u-69-2
sw4127A-ms98-a-0056,224.034625,224.304625,them_1,O,,
sw4127A-ms98-a-0058,232.849250,233.119250,yeah,B,b,u-71-1
sw4127A-ms98-a-0060,238.765250,239.089375,i,B,sd,u-73-1
sw4127A-ms98-a-0061,239.377375,239.726875,[laughter],O,,
sw4127A-ms98-a-0063,243.321000,243.431000,i,B,+,u-75-1
sw4127A-ms98-a-0063,243.431000,243.681000,don't,I,+,u-75-1
sw4127A-ms98-a-0063,243.681000,243.991000,trust,I,+,u-75-1
sw4127A-ms98-a-0063,243.991000,244.641000,myself,I,+,u-75-1
sw4127A-ms98-a-0063,244.641000,244.831000,with,I,+,u-75-1
sw4127A-ms98-a-0063,244.831000,245.181000,using,I,+,u-75-1
sw4127A-ms98-a-0063,245.181000,245.231000,a,I,+,u-75-1
sw4127A-ms98-a-0063,245.231000,245.751000,calculator,I,+,u-75-1
sw4127A-ms98-a-0063,245.751000,245.841000,or,I,+,u-75-1
sw4127A-ms98-a-0063,245.841000,246.371000,computer,I,+,u-75-1
sw4127A-ms98-a-0063,246.371000,246.481000,to,I,+,u-75-1
sw4127A-ms98-a-0063,246.481000,246.661000,too,I,+,u-75-1
sw4127A-ms98-a-0063,246.661000,246.871000,much,I,+,u-75-1
sw4127A-ms98-a-0063,246.871000,247.151000,stuff,I,+,u-75-1
sw4127A-ms98-a-0063,247.151000,247.341000,like,I,+,u-75-1
sw4127A-ms98-a-0063,247.341000,247.511000,that,I,+,u-75-1
sw4127A-ms98-a-0063,247.511000,247.801000,because,I,+,u-75-1
sw4127A-ms98-a-0063,247.801000,247.911000,i,I,+,u-75-1
sw4127A-ms98-a-0063,247.911000,248.221000,wanna,I,+,u-75-1
sw4127A-ms98-a-0063,248.221000,248.481000,make,I,+,u-75-1
sw4127A-ms98-a-0063,248.481000,248.821375,sure,I,+,u-75-1
sw4127A-ms98-a-0063,249.446625,249.681000,that,I,+,u-75-1
sw4127A-ms98-a-0063,249.761000,249.951000,that,I,+,u-75-1
sw4127A-ms98-a-0063,249.951000,250.288125,i,I,+,u-75-1
sw4127A-ms98-a-0064,251.138375,251.310000,i,I,+,u-75-1
sw4127A-ms98-a-0064,251.310000,251.572875,keep,I,+,u-75-1
sw4127A-ms98-a-0065,252.195250,252.355250,on,I,+,u-75-1
sw4127A-ms98-a-0065,252.355250,252.665250,top,I,+,u-75-1
sw4127A-ms98-a-0065,252.665250,252.815250,of,I,+,u-75-1
sw4127A-ms98-a-0065,252.815250,252.895250,the,I,+,u-75-1
sw4127A-ms98-a-0065,252.895250,253.305250,numbers,I,+,u-75-1
sw4127A-ms98-a-0065,253.305250,253.405250,and,I,+,u-75-1
sw4127A-ms98-a-0065,253.405250,253.895250,understand,I,+,u-75-1
sw4127A-ms98-a-0065,253.895250,254.105250,what's,I,+,u-75-1
sw4127A-ms98-a-0065,254.105250,254.432250,going,I,+,u-75-1
sw4127A-ms98-a-0065,254.432250,254.846625,on,I,+,u-75-1
sw4127A-ms98-a-0065,254.846625,254.985250,i,B,sd,u-75-2
sw4127A-ms98-a-0065,254.985250,255.125250,know,I,sd,u-75-2
sw4127A-ms98-a-0065,255.125250,255.285250,too,I,sd,u-75-2
sw4127A-ms98-a-0065,255.285250,255.475250,many,I,sd,u-75-2
sw4127A-ms98-a-0065,255.475250,255.855250,people,I,sd,u-75-2
sw4127A-ms98-a-0065,255.855250,255.985250,who,I,sd,u-75-2
sw4127A-ms98-a-0065,255.985250,256.165250,use,I,sd,u-75-2
sw4127A-ms98-a-0065,256.165250,256.215250,a,I,sd,u-75-2
sw4127A-ms98-a-0065,256.215250,256.795250,calculator,I,sd,u-75-2
sw4127A-ms98-a-0065,256.795250,256.905250,if,B,sd,u-75-3
sw4127A-ms98-a-0065,256.905250,256.995250,they,I,sd,u-75-3
sw4127A-ms98-a-0065,256.995250,257.205250,make,I,sd,u-75-3
sw4127A-ms98-a-0065,257.205250,257.255250,a,I,sd,u-75-3
sw4127A-ms98-a-0065,257.255250,257.725250,mistake,I,sd,u-75-3
sw4127A-ms98-a-0065,257.725250,257.805250,they,I,sd,u-75-3
sw4127A-ms98-a-0065,257.805250,258.085250,find,I,sd,u-75-3
sw4127A-ms98-a-0065,258.085250,258.225250,out,I,sd,u-75-3
sw4127A-ms98-a-0065,258.225250,258.315250,two,I,sd,u-75-3
