sw2710A-ms98-a-0003,7.767000,8.276250,yes,B,b,u-2-1
sw2710A-ms98-a-0031,132.316750,132.476750,and,I,sd,u-34-1
sw2710A-ms98-a-0031,132.476750,132.716750,just,I,sd,u-34-1
sw2710A-ms98-a-0031,132.716750,132.926750,hand,I,sd,u-34-1
sw2710A-ms98-a-0031,132.926750,133.106750,them,I,sd,u-34-1
sw2710A-ms98-a-0031,133.106750,133.206750,the,I,sd,u-34-1
sw2710A-ms98-a-0031,133.206750,133.536750,Visa,I,sd,u-34-1
sw2710A-ms98-a-0031,133.536750,133.856750,Card,I,sd,u-34-1
sw2710A-ms98-a-0031,133.856750,133.966750,and,I,sd,u-34-1
sw2710A-ms98-a-0031,133.966750,134.156750,say,I,sd,u-34-1
sw2710A-ms98-a-0031,134.156750,134.206750,i,I,sd,u-34-1
sw2710A-ms98-a-0031,134.206750,134.446750,want,I,sd,u-34-1
sw2710A-ms98-a-0031,134.446750,134.486750,a,I,sd,u-34-1
sw2710A-ms98-a-0031,134.486750,134.846750,cash,I,sd,u-34-1
sw2710A-ms98-a-0031,134.846750,135.501375,advance,I,sd,u-34-1
sw2710A-ms98-a-0032,136.595750,136.893750,or,B,sd,u-34-2
sw2710A-ms98-a-0032,136.893750,137.153750,if,I,sd,u-34-2
sw2710A-ms98-a-0032,137.153750,137.353750,they've,I,sd,u-34-2
sw2710A-ms98-a-0032,137.353750,137.783750,sent,I,sd,u-34-2
sw2710A-ms98-a-0032,137.783750,138.410125,you,I,sd,u-34-2
sw2710A-ms98-a-0032,138.410125,138.643625,a,I,sd,u-34-2
sw2710A-ms98-a-0032,138.643625,138.912625,uh,I,sd,u-34-2
sw2710A-ms98-a-0032,139.414875,139.558000,a,I,sd,u-34-2
sw2710A-ms98-a-0032,139.558000,139.993750,number,I,sd,u-34-2
sw2710A-ms98-a-0032,139.993750,140.233750,that,I,sd,u-34-2
sw2710A-ms98-a-0032,140.233750,140.313750,you,I,sd,u-34-2
sw2710A-ms98-a-0032,140.313750,140.513750,can,I,sd,u-34-2
sw2710A-ms98-a-0032,140.513750,140.988250,use,I,sd,u-34-2
sw2710A-ms98-a-0032,141.519375,141.613750,you,I,sd,u-34-2
sw2710A-ms98-a-0032,141.613750,141.753750,know,I,sd,u-34-2
sw2710A-ms98-a-0032,141.753750,141.906875,a,I,sd,u-34-2
sw2710A-ms98-a-0032,141.906875,142.065125,a,I,sd,u-34-2
sw2710A-ms98-a-0032,142.065125,142.463750,personal,I,sd,u-34-2
sw2710A-ms98-a-0032,142.463750,143.223750,identification,I,sd,u-34-2
sw2710A-ms98-a-0032,143.223750,143.453750,number,I,sd,u-34-2
sw2710A-ms98-a-0032,143.453750,143.631875,that,B,+,u-36-1
sw2710A-ms98-a-0032,143.631875,143.754000,you,I,+,u-36-1
sw2710A-ms98-a-0032,143.754000,143.904500,can,I,+,u-36-1
sw2710A-ms98-a-0032,143.904500,144.085375,use,I,+,u-36-1
sw2710A-ms98-a-0032,144.085375,144.254875,in,I,+,u-36-1
sw2710A-ms98-a-0032,144.254875,144.533750,the,I,+,u-36-1
sw2710A-ms98-a-0032,145.309625,145.577500,uh,I,+,u-36-1
sw2710A-ms98-a-0032,145.577500,145.984250,Impact,I,+,u-36-1
sw2710A-ms98-a-0032,145.984250,146.443750,machines,I,+,u-36-1
sw2710A-ms98-a-0032,146.443750,146.593750,or,I,+,u-36-1
sw2710A-ms98-a-0032,146.593750,147.198125,whatever,I,+,u-36-1
sw2710A-ms98-a-0032,147.198125,147.366750,you,I,+,u-36-1
sw2710A-ms98-a-0032,147.504625,147.681625,you,B,+,u-38-1
sw2710A-ms98-a-0032,147.681625,147.833750,can,I,+,u-38-1
sw2710A-ms98-a-0032,147.833750,148.003750,do,I,+,u-38-1
sw2710A-ms98-a-0032,148.003750,148.356250,that,I,+,u-38-1
sw2710A-ms98-a-0033,149.174750,149.293250,because_1,O,,
sw2710A-ms98-a-0033,149.293250,149.373250,i,B,sd,u-38-2
sw2710A-ms98-a-0033,149.373250,149.663250,have,I,sd,u-38-2
sw2710A-ms98-a-0033,149.663250,149.923250,one,I,sd,u-38-2
sw2710A-ms98-a-0033,149.923250,150.193250,that,I,sd,u-38-2
sw2710A-ms98-a-0033,150.193250,150.392375,i,I,sd,u-38-2
sw2710A-ms98-a-0033,150.392375,150.691250,don't,I,sd,u-38-2
sw2710A-ms98-a-0033,150.691250,151.043250,have,I,sd,u-38-2
sw2710A-ms98-a-0033,151.043250,151.143250,a,I,sd,u-38-2
sw2710A-ms98-a-0033,151.143250,151.443250,pin,I,sd,u-38-2
sw2710A-ms98-a-0033,151.443250,151.833250,number,I,sd,u-38-2
sw2710A-ms98-a-0033,151.833250,152.447000,for,I,sd,u-38-2
sw2710A-ms98-a-0034,153.620000,153.725625,you,B,sd,u-38-3
sw2710A-ms98-a-0034,153.725625,153.835625,know,I,sd,u-38-3
sw2710A-ms98-a-0034,153.835625,154.235625,sometimes,I,sd,u-38-3
sw2710A-ms98-a-0034,154.235625,154.325625,you,I,sd,u-38-3
sw2710A-ms98-a-0034,154.325625,154.425625,have,I,sd,u-38-3
sw2710A-ms98-a-0034,154.425625,154.565625,to,I,sd,u-38-3
sw2710A-ms98-a-0034,154.565625,154.925625,ask,I,sd,u-38-3
sw2710A-ms98-a-0034,154.925625,155.095625,them,I,sd,u-38-3
sw2710A-ms98-a-0034,155.095625,155.255625,for,I,sd,u-38-3
sw2710A-ms98-a-0034,155.255625,155.661125,that,I,sd,u-38-3
sw2710A-ms98-a-0035,157.209250,157.399250,and,B,sd,u-40-1
sw2710A-ms98-a-0035,157.399250,157.539250,then,I,sd,u-40-1
sw2710A-ms98-a-0035,157.539250,157.639250,i,I,sd,u-40-1
sw2710A-ms98-a-0035,157.639250,158.281000,have,I,sd,u-40-1
sw2710A-ms98-a-0035,158.578500,159.099875,one,I,sd,u-40-1
sw2710A-ms98-a-0035,159.099875,159.539250,that,I,sd,u-40-1
sw2710A-ms98-a-0035,159.539250,160.005125,uh,I,sd,u-40-1
sw2710A-ms98-a-0035,160.005125,160.289250,just,I,sd,u-40-1
sw2710A-ms98-a-0035,160.289250,160.499250,gave,I,sd,u-40-1
sw2710A-ms98-a-0035,160.499250,160.629250,me,I,sd,u-40-1
sw2710A-ms98-a-0035,160.629250,160.699250,the,I,sd,u-40-1
sw2710A-ms98-a-0035,160.699250,160.969250,pin,I,sd,u-40-1
sw2710A-ms98-a-0035,160.969250,161.209250,number,I,sd,u-40-1
sw2710A-ms98-a-0035,161.209250,162.246625,automatically,I,sd,u-40-1
sw2710A-ms98-a-0037,172.016125,172.478250,um-hum,B,b,u-42-1
sw2710A-ms98-a-0039,184.002500,184.463375,right,B,b,u-44-1
sw2710A-ms98-a-0041,194.696875,194.975250,oh,B,ba,u-46-1
sw2710A-ms98-a-0041,194.975250,195.585250,wow,I,ba,u-46-1
sw2710A-ms98-a-0041,195.585250,196.614000,[laughter],O,,
sw2710A-ms98-a-0043,198.793875,199.768625,[laughter],O,,
sw2710A-ms98-a-0043,199.768625,200.026250,well,B,sd,u-48-1
sw2710A-ms98-a-0043,200.026250,200.286250,they,I,sd,u-48-1
sw2710A-ms98-a-0043,200.286250,200.466250,they,I,sd,u-48-1
sw2710A-ms98-a-0043,200.466250,200.726250,do,I,sd,u-48-1
sw2710A-ms98-a-0043,200.726250,200.946250,that,I,sd,u-48-1
sw2710A-ms98-a-0043,200.946250,200.996250,a,I,sd,u-48-1
sw2710A-ms98-a-0043,200.996250,201.296250,lot,I,sd,u-48-1
sw2710A-ms98-a-0043,201.296250,201.416250,if,I,sd,u-48-1
sw2710A-ms98-a-0043,201.416250,201.556250,you,I,sd,u-48-1
sw2710A-ms98-a-0043,201.556250,201.786250,have,I,sd,u-48-1
sw2710A-ms98-a-0043,201.786250,201.966250,good,I,sd,u-48-1
sw2710A-ms98-a-0043,201.966250,202.326250,credit,I,sd,u-48-1
sw2710A-ms98-a-0043,202.326250,202.496250,and,I,sd,u-48-1
sw2710A-ms98-a-0043,202.496250,202.596250,you,I,sd,u-48-1
sw2710A-ms98-a-0043,202.596250,202.816250,have,I,sd,u-48-1
sw2710A-ms98-a-0043,202.816250,203.006250,been,I,sd,u-48-1
sw2710A-ms98-a-0043,203.006250,203.326250,paying,I,sd,u-48-1
sw2710A-ms98-a-0043,203.326250,203.456250,your,I,sd,u-48-1
sw2710A-ms98-a-0043,203.456250,203.836250,bills,I,sd,u-48-1
sw2710A-ms98-a-0043,203.836250,203.966250,on,I,sd,u-48-1
sw2710A-ms98-a-0043,203.966250,204.428625,time,I,sd,u-48-1
sw2710A-ms98-a-0043,204.428625,205.096250,everybody,B,sd,u-48-2
sw2710A-ms98-a-0043,205.096250,205.196250,in,I,sd,u-48-2
sw2710A-ms98-a-0043,205.196250,205.276250,the,I,sd,u-48-2
sw2710A-ms98-a-0043,205.276250,205.626250,world,I,sd,u-48-2
sw2710A-ms98-a-0043,205.626250,205.726250,will,I,sd,u-48-2
sw2710A-ms98-a-0043,205.726250,205.976250,offer,I,sd,u-48-2
sw2710A-ms98-a-0043,205.976250,206.186250,you,I,sd,u-48-2
sw2710A-ms98-a-0043,206.186250,206.340000,a,I,sd,u-48-2
sw2710A-ms98-a-0043,206.551000,206.727125,a,I,sd,u-48-2
sw2710A-ms98-a-0043,207.100000,207.436250,credit,I,sd,u-48-2
sw2710A-ms98-a-0043,207.436250,207.844000,card,I,sd,u-48-2
sw2710A-ms98-a-0045,210.576500,211.350125,[laughter],O,,
sw2710A-ms98-a-0047,223.814250,224.223250,um-hum,B,b,u-52-1
sw2710A-ms98-a-0049,231.004625,231.508250,um-hum,B,b,u-54-1
sw2710A-ms98-a-0051,234.663750,235.125500,right,B,b,u-56-1
sw2710A-ms98-a-0051,236.171500,236.336250,well,B,sd,u-56-2
sw2710A-ms98-a-0051,236.336250,236.406250,you,I,sd,u-56-2
sw2710A-ms98-a-0051,236.406250,236.526250,know,I,sd,u-56-2
sw2710A-ms98-a-0051,236.526250,236.616250,the,I,sd,u-56-2
sw2710A-ms98-a-0051,236.616250,236.796250,way,I,sd,u-56-2
sw2710A-ms98-a-0051,236.796250,237.036875,the,I,sd,u-56-2
sw2710A-ms98-a-0051,237.036875,237.586250,economy's,I,sd,u-56-2
sw2710A-ms98-a-0051,237.586250,237.966250,going,I,sd,u-56-2
sw2710A-ms98-a-0051,237.966250,238.256250,and,I,sd,u-56-2
sw2710A-ms98-a-0051,238.256250,239.106250,inflation,I,sd,u-56-2
sw2710A-ms98-a-0051,239.106250,239.456250,and,I,sd,u-56-2
sw2710A-ms98-a-0051,239.456250,239.576250,the,I,sd,u-56-2
sw2710A-ms98-a-0051,239.576250,240.296250,recession,I,sd,u-56-2
sw2710A-ms98-a-0051,240.296250,240.446250,and,I,sd,u-56-2
sw2710A-ms98-a-0051,240.446250,240.706250,all,I,sd,u-56-2
sw2710A-ms98-a-0051,240.706250,240.936250,that,I,sd,u-56-2
sw2710A-ms98-a-0051,240.936250,241.006250,i,I,sd,u-56-2
sw2710A-ms98-a-0051,241.006250,241.326250,think,I,sd,u-56-2
sw2710A-ms98-a-0051,241.326250,241.546250,we,I,sd,u-56-2
sw2710A-ms98-a-0051,241.546250,242.096250,we,I,sd,u-56-2
sw2710A-ms98-a-0051,242.096250,242.396250,really,I,sd,u-56-2
sw2710A-ms98-a-0051,242.396250,242.596250,need,I,sd,u-56-2
sw2710A-ms98-a-0051,242.596250,242.908125,to,I,sd,u-56-2
sw2710A-ms98-a-0051,243.013500,243.236250,try,I,sd,u-56-2
sw2710A-ms98-a-0051,243.236250,243.366250,to,I,sd,u-56-2
sw2710A-ms98-a-0051,243.366250,243.756250,stay,I,sd,u-56-2
sw2710A-ms98-a-0051,243.756250,243.956250,out,I,sd,u-56-2
sw2710A-ms98-a-0051,243.956250,244.116250,of,I,sd,u-56-2
sw2710A-ms98-a-0051,244.116250,244.346250,debt,I,sd,u-56-2
sw2710A-ms98-a-0051,244.346250,244.526250,as,I,sd,u-56-2
sw2710A-ms98-a-0051,244.526250,244.736250,much,I,sd,u-56-2
sw2710A-ms98-a-0051,244.736250,244.877125,as,I,sd,u-56-2
sw2710A-ms98-a-0051,244.877125,245.446250,possible,I,sd,u-56-2
sw2710A-ms98-a-0051,245.446250,245.776250,that's,B,sd,u-56-3
sw2710A-ms98-a-0052,246.777250,246.982625,that's,I,sd,u-56-3
sw2710A-ms98-a-0052,246.982625,247.172625,why,I,sd,u-56-3
