sw3253A-ms98-a-0001,0.179125,0.497375,hi,B,fp,u-1-1
sw3253A-ms98-a-0008,37.825250,38.085250,gee,I,sd,u-11-4
sw3253A-ms98-a-0008,38.085250,38.455250,maybe,I,sd,u-11-4
sw3253A-ms98-a-0008,38.455250,38.685250,five,I,sd,u-11-4
sw3253A-ms98-a-0008,38.685250,38.755250,or,I,sd,u-11-4
sw3253A-ms98-a-0008,38.755250,38.995250,six,I,sd,u-11-4
sw3253A-ms98-a-0008,38.995250,39.225250,years,I,sd,u-11-4
sw3253A-ms98-a-0008,39.225250,39.515750,ago,I,sd,u-11-4
sw3253A-ms98-a-0008,39.515750,39.644375,i,I,sd,u-11-4
sw3253A-ms98-a-0008,39.644375,39.949375,did,I,sd,u-11-4
sw3253A-ms98-a-0008,39.949375,40.085250,a,I,sd,u-11-4
sw3253A-ms98-a-0008,40.085250,40.325250,lot,I,sd,u-11-4
sw3253A-ms98-a-0008,40.325250,40.445250,of,I,sd,u-11-4
sw3253A-ms98-a-0008,40.445250,40.595250,it,I,sd,u-11-4
sw3253A-ms98-a-0008,42.000500,42.576250,and,B,%,u-13-1
sw3253A-ms98-a-0008,43.103500,43.165250,you,I,%,u-13-1
sw3253A-ms98-a-0008,43.165250,43.285250,know,I,%,u-13-1
sw3253A-ms98-a-0008,43.285250,43.502125,i've,I,%,u-13-1
sw3253A-ms98-a-0008,44.644500,45.185250,sorry,O,,
sw3253A-ms98-a-0010,47.355750,48.055750,no,B,nn,u-17-1
sw3253A-ms98-a-0010,48.055750,48.465750,um,I,nn,u-17-1
sw3253A-ms98-a-0010,48.845000,48.920250,i,B,sd^e,u-17-2
sw3253A-ms98-a-0010,48.920250,49.085750,used,I,sd^e,u-17-2
sw3253A-ms98-a-0010,49.085750,49.185750,to,I,sd^e,u-17-2
sw3253A-ms98-a-0010,49.185750,49.365750,live,I,sd^e,u-17-2
sw3253A-ms98-a-0010,49.365750,49.955750,abroad,I,sd^e,u-17-2
sw3253A-ms98-a-0010,49.955750,50.205750,and,B,sd,u-17-3
sw3253A-ms98-a-0010,50.205750,50.645750,so,I,sd,u-17-3
sw3253A-ms98-a-0010,50.645750,50.949875,i-,I,sd,u-17-3
sw3253A-ms98-a-0010,51.119375,51.452250,i,I,sd,u-17-3
sw3253A-ms98-a-0010,51.776125,52.105750,camped,I,sd,u-17-3
sw3253A-ms98-a-0010,52.105750,52.165750,a,I,sd,u-17-3
sw3253A-ms98-a-0010,52.165750,52.595750,lot,I,sd,u-17-3
sw3253A-ms98-a-0010,52.595750,53.125125,in,I,sd,u-17-3
sw3253A-ms98-a-0010,53.125125,53.577125,um,I,sd,u-17-3
sw3253A-ms98-a-0010,53.867750,53.979250,the,I,sd,u-17-3
sw3253A-ms98-a-0010,53.979250,54.185750,Middle,I,sd,u-17-3
sw3253A-ms98-a-0010,54.185750,54.771750,East,I,sd,u-17-3
sw3253A-ms98-a-0010,55.261375,55.415750,and,B,sd,u-19-1
sw3253A-ms98-a-0010,55.415750,55.495750,i,I,sd,u-19-1
sw3253A-ms98-a-0010,55.495750,55.635750,was,I,sd,u-19-1
sw3253A-ms98-a-0010,55.635750,55.825750,able,I,sd,u-19-1
sw3253A-ms98-a-0010,55.825750,55.895750,to,I,sd,u-19-1
sw3253A-ms98-a-0010,55.895750,56.255750,camp,I,sd,u-19-1
sw3253A-ms98-a-0010,56.255750,56.455750,right,I,sd,u-19-1
sw3253A-ms98-a-0010,56.455750,56.605750,in,I,sd,u-19-1
sw3253A-ms98-a-0010,56.605750,57.115750,ruins,I,sd,u-19-1
sw3253A-ms98-a-0010,57.115750,57.280250,which,I,sd,u-19-1
sw3253A-ms98-a-0010,57.280250,57.427250,was,I,sd,u-19-1
sw3253A-ms98-a-0010,57.427250,57.925750,always,I,sd,u-19-1
sw3253A-ms98-a-0010,57.925750,58.135750,very,I,sd,u-19-1
sw3253A-ms98-a-0010,58.135750,58.795750,exciting,I,sd,u-19-1
sw3253A-ms98-a-0011,59.494625,59.847375,[laughter],O,,
sw3253A-ms98-a-0011,60.475375,60.992125,and,B,+,u-21-1
sw3253A-ms98-a-0011,60.992125,61.090000,a,I,+,u-21-1
sw3253A-ms98-a-0011,61.090000,61.226500,bit,I,+,u-21-1
sw3253A-ms98-a-0011,61.226500,61.976500,exotic,I,+,u-21-1
sw3253A-ms98-a-0011,61.976500,63.996500,[laughter],O,,
sw3253A-ms98-a-0011,63.996500,64.136500,for,B,+,u-23-1
sw3253A-ms98-a-0011,64.136500,64.506500,those,I,+,u-23-1
sw3253A-ms98-a-0011,64.506500,64.776500,who,I,+,u-23-1
sw3253A-ms98-a-0011,64.776500,65.126500,love,I,+,u-23-1
sw3253A-ms98-a-0011,65.126500,66.096500,bugs,I,+,u-23-1
sw3253A-ms98-a-0011,66.366500,66.605500,but,B,sd,u-23-2
sw3253A-ms98-a-0011,66.605500,67.829625,[laughter],O,,
sw3253A-ms98-a-0012,68.552625,69.152625,um,B,+,u-25-1
sw3253A-ms98-a-0012,69.152625,69.352625,and,I,+,u-25-1
sw3253A-ms98-a-0012,69.352625,69.762625,then,I,+,u-25-1
sw3253A-ms98-a-0012,69.882625,70.012625,when,I,+,u-25-1
sw3253A-ms98-a-0012,70.012625,70.072625,i,I,+,u-25-1
sw3253A-ms98-a-0012,70.072625,70.232625,used,I,+,u-25-1
sw3253A-ms98-a-0012,70.232625,70.302625,to,I,+,u-25-1
sw3253A-ms98-a-0012,70.302625,70.472625,come,I,+,u-25-1
sw3253A-ms98-a-0012,70.472625,70.692625,back,I,+,u-25-1
sw3253A-ms98-a-0012,70.692625,70.792625,to,I,+,u-25-1
sw3253A-ms98-a-0012,70.792625,70.872625,the,I,+,u-25-1
sw3253A-ms98-a-0012,70.872625,71.202625,states,I,+,u-25-1
sw3253A-ms98-a-0012,71.202625,71.312625,in,I,+,u-25-1
sw3253A-ms98-a-0012,71.312625,71.672625,summer,I,+,u-25-1
sw3253A-ms98-a-0012,71.672625,71.852625,we'd,I,+,u-25-1
sw3253A-ms98-a-0012,71.852625,72.202625,often,I,+,u-25-1
sw3253A-ms98-a-0012,72.202625,72.353500,go,I,+,u-25-1
sw3253A-ms98-a-0012,72.353500,72.809250,up,I,+,u-25-1
sw3253A-ms98-a-0012,72.809250,73.242625,um,I,+,u-25-1
sw3253A-ms98-a-0012,73.242625,73.432625,to,I,+,u-25-1
sw3253A-ms98-a-0012,73.432625,73.792625,the,I,+,u-25-1
sw3253A-ms98-a-0012,73.792625,74.022625,lake,I,+,u-25-1
sw3253A-ms98-a-0012,74.022625,74.392625,country,I,+,u-25-1
sw3253A-ms98-a-0012,74.392625,74.472625,in,I,+,u-25-1
sw3253A-ms98-a-0012,74.472625,74.612625,New,I,+,u-25-1
sw3253A-ms98-a-0012,74.612625,75.322625,York,I,+,u-25-1
sw3253A-ms98-a-0012,75.322625,75.502625,with,B,+,u-27-1
sw3253A-ms98-a-0012,75.502625,75.642625,my,I,+,u-27-1
sw3253A-ms98-a-0012,75.642625,76.042625,brother's,I,+,u-27-1
sw3253A-ms98-a-0012,76.042625,76.482625,family,I,+,u-27-1
sw3253A-ms98-a-0012,76.482625,76.812625,and,I,+,u-27-1
sw3253A-ms98-a-0012,76.812625,77.042625,and,I,+,u-27-1
sw3253A-ms98-a-0012,77.042625,77.142625,do,I,+,u-27-1
sw3253A-ms98-a-0012,77.142625,77.622625,camping,I,+,u-27-1
sw3253A-ms98-a-0012,77.622625,77.992625,there,I,+,u-27-1
sw3253A-ms98-a-0016,100.596625,100.716625,and,B,qy,u-29-1
sw3253A-ms98-a-0016,100.716625,100.836625,you're,I,qy,u-29-1
sw3253A-ms98-a-0016,100.836625,101.046625,not,I,qy,u-29-1
sw3253A-ms98-a-0016,101.046625,101.495750,going,I,qy,u-29-1
sw3253A-ms98-a-0018,104.559750,105.040375,oh,B,by,u-31-1
sw3253A-ms98-a-0018,105.040375,105.285375,that's,I,by,u-31-1
sw3253A-ms98-a-0018,105.285375,105.435375,too,I,by,u-31-1
sw3253A-ms98-a-0018,105.435375,106.367125,bad,I,by,u-31-1
sw3253A-ms98-a-0020,109.061250,109.491250,oh,B,ba,u-33-1
sw3253A-ms98-a-0020,109.491250,110.198125,gee,I,ba,u-33-1
sw3253A-ms98-a-0021,111.236000,111.306000,i,B,sd,u-35-1
sw3253A-ms98-a-0021,111.306000,111.476000,guess,I,sd,u-35-1
sw3253A-ms98-a-0021,111.476000,111.566000,it,I,sd,u-35-1
sw3253A-ms98-a-0021,111.566000,111.776000,makes,I,sd,u-35-1
sw3253A-ms98-a-0021,111.776000,111.846000,a,I,sd,u-35-1
sw3253A-ms98-a-0021,111.846000,112.176000,difference,I,sd,u-35-1
sw3253A-ms98-a-0021,112.176000,112.286000,i,B,sd,u-35-2
sw3253A-ms98-a-0021,112.286000,112.486000,grew,I,sd,u-35-2
sw3253A-ms98-a-0021,112.486000,112.656000,up,I,sd,u-35-2
sw3253A-ms98-a-0021,112.656000,113.146000,camping,I,sd,u-35-2
sw3253A-ms98-a-0021,113.146000,113.376000,being,I,sd,u-35-2
sw3253A-ms98-a-0021,113.376000,113.616000,in,I,sd,u-35-2
sw3253A-ms98-a-0021,113.616000,113.806000,Girl,I,sd,u-35-2
sw3253A-ms98-a-0021,113.806000,114.206000,Scouts,I,sd,u-35-2
sw3253A-ms98-a-0021,114.206000,114.336000,and,I,sd,u-35-2
sw3253A-ms98-a-0021,114.336000,114.576000,things,I,sd,u-35-2
sw3253A-ms98-a-0021,114.576000,114.746000,like,I,sd,u-35-2
sw3253A-ms98-a-0021,114.746000,115.106000,that,I,sd,u-35-2
sw3253A-ms98-a-0021,115.106000,115.482000,so,B,%,u-35-3
sw3253A-ms98-a-0023,118.389250,118.768875,uh-huh,B,b,u-37-1
sw3253A-ms98-a-0023,118.921500,119.253250,uh-huh,B,b^r,u-37-2
sw3253A-ms98-a-0023,119.735125,120.475250,[laughter],O,,
sw3253A-ms98-a-0025,129.128875,129.438875,oh,B,by,u-41-1
sw3253A-ms98-a-0025,129.438875,129.708875,that's,I,by,u-41-1
sw3253A-ms98-a-0025,129.708875,129.838875,too,I,by,u-41-1
sw3253A-ms98-a-0025,129.838875,130.348875,bad,I,by,u-41-1
sw3253A-ms98-a-0025,130.348875,130.515250,i,B,sv,u-41-2
sw3253A-ms98-a-0025,130.515250,130.760125,think,I,sv,u-41-2
sw3253A-ms98-a-0025,130.760125,130.932000,the,I,sv,u-41-2
sw3253A-ms98-a-0025,130.932000,131.048750,you,I,sv,u-41-2
sw3253A-ms98-a-0025,131.048750,131.178875,know,I,sv,u-41-2
sw3253A-ms98-a-0025,131.178875,131.358875,there's,I,sv,u-41-2
sw3253A-ms98-a-0025,131.358875,131.658875,certainly,I,sv,u-41-2
sw3253A-ms98-a-0025,131.658875,131.698875,a,I,sv,u-41-2
sw3253A-ms98-a-0025,131.698875,131.878875,lot,I,sv,u-41-2
sw3253A-ms98-a-0025,131.878875,131.968875,of,I,sv,u-41-2
sw3253A-ms98-a-0025,131.968875,132.388875,aspects,I,sv,u-41-2
sw3253A-ms98-a-0025,132.388875,132.448875,you,I,sv,u-41-2
sw3253A-ms98-a-0025,132.448875,132.568875,would,I,sv,u-41-2
sw3253A-ms98-a-0025,132.568875,132.918875,like,I,sv,u-41-2
sw3253A-ms98-a-0025,132.918875,133.098750,but,B,sv,u-41-3
sw3253A-ms98-a-0025,133.418875,133.738875,maybe,I,sv,u-41-3
sw3253A-ms98-a-0025,133.738875,134.058875,not,I,sv,u-41-3
sw3253A-ms98-a-0025,134.058875,134.178875,the,I,sv,u-41-3
sw3253A-ms98-a-0025,134.178875,134.416125,you,I,sv,u-41-3
sw3253A-ms98-a-0025,134.860625,134.928875,you,I,sv,u-41-3
sw3253A-ms98-a-0025,134.928875,135.048875,know,I,sv,u-41-3
sw3253A-ms98-a-0025,135.048875,135.118875,the,I,sv,u-41-3
sw3253A-ms98-a-0025,135.118875,135.668875,Canada,I,sv,u-41-3
sw3253A-ms98-a-0025,135.668875,135.958875,men's,I,sv,u-41-3
sw3253A-ms98-a-0025,135.958875,136.318875,trip,I,sv,u-41-3
sw3253A-ms98-a-0025,136.318875,136.538875,but,I,sv,u-41-3
sw3253A-ms98-a-0025,136.538875,136.798875,some,I,sv,u-41-3
sw3253A-ms98-a-0025,136.798875,137.248000,other,I,sv,u-41-3
sw3253A-ms98-a-0025,138.035250,138.098875,you,I,sv,u-41-3
sw3253A-ms98-a-0025,138.098875,138.308875,know,I,sv,u-41-3
sw3253A-ms98-a-0025,138.308875,138.368875,a,B,sv,u-41-4
sw3253A-ms98-a-0025,138.368875,138.668875,nice,I,sv,u-41-4
sw3253A-ms98-a-0025,138.668875,139.118875,tent,I,sv,u-41-4
sw3253A-ms98-a-0025,139.118875,139.258875,on,I,sv,u-41-4
sw3253A-ms98-a-0025,139.258875,139.538875,the,I,sv,u-41-4
sw3253A-ms98-a-0025,139.538875,139.638875,the,I,sv,u-41-4
sw3253A-ms98-a-0025,139.638875,139.958875,shore,I,sv,u-41-4
sw3253A-ms98-a-0025,139.958875,140.038875,of,I,sv,u-41-4
sw3253A-ms98-a-0025,140.038875,140.128875,a,I,sv,u-41-4
sw3253A-ms98-a-0025,140.128875,140.648875,lake,I,sv,u-41-4
sw3253A-ms98-a-0025,140.648875,140.978875,and,B,%,u-41-5
sw3253A-ms98-a-0027,146.047750,146.337750,right,B,na,u-43-1
sw3253A-ms98-a-0027,146.337750,146.497750,the,B,sd,u-43-2
sw3253A-ms98-a-0027,146.497750,146.625750,and,I,sd,u-43-2
sw3253A-ms98-a-0027,146.625750,146.867750,the,I,sd,u-43-2
sw3253A-ms98-a-0027,146.867750,146.977750,the,I,sd,u-43-2
sw3253A-ms98-a-0027,146.977750,147.167750,no,I,sd,u-43-2
sw3253A-ms98-a-0027,147.167750,148.147750,telephone,I,sd,u-43-2
sw3253A-ms98-a-0027,148.147750,148.558625,the,I,sd,u-43-2
sw3253A-ms98-a-0027,149.104750,149.297750,gee,B,sd,u-43-3
sw3253A-ms98-a-0027,149.297750,149.707750,whiz,I,sd,u-43-3
sw3253A-ms98-a-0027,149.707750,149.817750,you,I,sd,u-43-3
sw3253A-ms98-a-0027,149.817750,149.947750,go,I,sd,u-43-3
sw3253A-ms98-a-0027,149.947750,150.067750,to,I,sd,u-43-3
sw3253A-ms98-a-0027,150.067750,150.417750,bed,I,sd,u-43-3
sw3253A-ms98-a-0027,150.417750,150.557750,when,I,sd,u-43-3
sw3253A-ms98-a-0027,150.557750,150.687750,it,I,sd,u-43-3
sw3253A-ms98-a-0027,150.687750,150.993250,gets,I,sd,u-43-3
sw3253A-ms98-a-0027,151.110000,151.797750,dark,I,sd,u-43-3
sw3253A-ms98-a-0027,152.017750,152.117750,and,B,sd,u-45-1
sw3253A-ms98-a-0027,152.117750,152.257750,you,I,sd,u-45-1
sw3253A-ms98-a-0027,152.257750,152.497750,get,I,sd,u-45-1
sw3253A-ms98-a-0027,152.497750,152.857750,up,I,sd,u-45-1
sw3253A-ms98-a-0027,152.857750,153.017750,when,I,sd,u-45-1
sw3253A-ms98-a-0027,153.017750,153.127750,it,I,sd,u-45-1
sw3253A-ms98-a-0027,153.127750,153.437750,gets,I,sd,u-45-1
sw3253A-ms98-a-0027,153.437750,155.276125,[laughter-light],O,,
sw3253A-ms98-a-0028,156.398250,156.991125,yeah,B,b,u-47-1
sw3253A-ms98-a-0028,157.454375,157.968125,and,B,sd,u-47-2
sw3253A-ms98-a-0028,157.968125,158.508125,um,I,sd,u-47-2
sw3253A-ms98-a-0028,158.835750,158.982000,i,I,sd,u-47-2
sw3253A-ms98-a-0028,158.982000,159.238125,guess,I,sd,u-47-2
sw3253A-ms98-a-0028,159.238125,159.542125,just,I,sd,u-47-2
sw3253A-ms98-a-0028,159.707750,159.988125,just,I,sd,u-47-2
sw3253A-ms98-a-0028,159.988125,160.078125,the,I,sd,u-47-2
sw3253A-ms98-a-0028,160.078125,160.938125,change,I,sd,u-47-2
sw3253A-ms98-a-0028,160.938125,161.178125,from,B,+,u-49-1
sw3253A-ms98-a-0028,161.178125,161.318125,the,I,+,u-49-1
sw3253A-ms98-a-0028,161.318125,161.638125,rat,I,+,u-49-1
sw3253A-ms98-a-0028,161.638125,162.271000,race,I,+,u-49-1
sw3253A-ms98-a-0030,169.819250,169.977125,no,B,nn,u-51-1
sw3253A-ms98-a-0030,169.977125,170.222500,it's,B,sd^e,u-51-2
sw3253A-ms98-a-0030,170.222500,170.399250,uh,I,sd^e,u-51-2
sw3253A-ms98-a-0030,170.399250,170.559250,it's,I,sd^e,u-51-2
sw3253A-ms98-a-0030,170.559250,170.841750,pretty,I,sd^e,u-51-2
sw3253A-ms98-a-0030,170.841750,171.722875,isolated,I,sd^e,u-51-2
sw3253A-ms98-a-0030,171.722875,172.169750,um,I,sd^e,u-51-2
sw3253A-ms98-a-0030,173.008000,173.548250,and,B,sd,u-51-3
sw3253A-ms98-a-0030,173.769250,173.889250,to,I,sd,u-51-3
sw3253A-ms98-a-0030,173.889250,174.179250,me,I,sd,u-51-3
sw3253A-ms98-a-0030,174.179250,174.359250,i,I,sd,u-51-3
sw3253A-ms98-a-0030,174.359250,174.599250,like,I,sd,u-51-3
sw3253A-ms98-a-0030,174.599250,174.869250,that,I,sd,u-51-3
sw3253A-ms98-a-0030,174.869250,174.969250,i,I,sd,u-51-3
sw3253A-ms98-a-0030,174.969250,175.219250,guess,I,sd,u-51-3
sw3253A-ms98-a-0030,175.219250,175.740625,too,I,sd,u-51-3
sw3253A-ms98-a-0030,176.023125,176.249250,although,I,sd,u-51-3
sw3253A-ms98-a-0030,176.249250,176.429250,there,I,sd,u-51-3
sw3253A-ms98-a-0030,176.429250,176.669250,are,I,sd,u-51-3
sw3253A-ms98-a-0030,176.669250,177.125875,people,I,sd,u-51-3
sw3253A-ms98-a-0030,177.125875,177.235125,i,B,sv,u-51-4
sw3253A-ms98-a-0030,177.235125,177.585500,mean,I,sv,u-51-4
sw3253A-ms98-a-0030,177.868000,178.037875,you,I,sv,u-51-4
sw3253A-ms98-a-0030,178.037875,178.373125,know,I,sv,u-51-4
sw3253A-ms98-a-0030,178.373125,178.579250,it's,I,sv,u-51-4
sw3253A-ms98-a-0030,178.579250,178.829250,really,I,sv,u-51-4
sw3253A-ms98-a-0030,178.829250,179.439250,hard,I,sv,u-51-4
sw3253A-ms98-a-0030,179.439250,179.559250,to,I,sv,u-51-4
sw3253A-ms98-a-0030,179.559250,179.801500,get,I,sv,u-51-4
sw3253A-ms98-a-0030,180.151750,180.789250,away,I,sv,u-51-4
sw3253A-ms98-a-0031,181.781500,182.011500,and,B,sd,u-53-1
sw3253A-ms98-a-0031,182.011500,182.142625,i,I,sd,u-53-1
sw3253A-ms98-a-0031,182.142625,182.423250,guess,I,sd,u-53-1
sw3253A-ms98-a-0031,182.423250,182.723250,when,I,sd,u-53-1
sw3253A-ms98-a-0031,182.723250,182.953250,when,I,sd,u-53-1
sw3253A-ms98-a-0031,182.953250,183.073250,we,I,sd,u-53-1
sw3253A-ms98-a-0031,183.073250,183.343250,did,I,sd,u-53-1
sw3253A-ms98-a-0031,183.343250,183.913250,sites,I,sd,u-53-1
sw3253A-ms98-a-0031,183.913250,184.253250,in,I,sd,u-53-1
sw3253A-ms98-a-0031,184.253250,184.443250,in,I,sd,u-53-1
sw3253A-ms98-a-0031,184.443250,184.503250,the,I,sd,u-53-1
sw3253A-ms98-a-0031,184.503250,184.753250,Middle,I,sd,u-53-1
sw3253A-ms98-a-0031,184.753250,185.130250,East,I,sd,u-53-1
sw3253A-ms98-a-0031,185.571000,185.633250,of,I,sd,u-53-1
sw3253A-ms98-a-0031,185.633250,186.043250,course,I,sd,u-53-1
sw3253A-ms98-a-0031,186.043250,186.183250,it,I,sd,u-53-1
sw3253A-ms98-a-0031,186.183250,186.653250,was,I,sd,u-53-1
sw3253A-ms98-a-0031,186.653250,186.853250,with,I,sd,u-53-1
sw3253A-ms98-a-0031,186.853250,186.903250,a,I,sd,u-53-1
sw3253A-ms98-a-0031,186.903250,187.323250,group,I,sd,u-53-1
sw3253A-ms98-a-0031,187.633250,187.733250,in,I,sd,u-53-1
sw3253A-ms98-a-0031,187.733250,187.983250,order,I,sd,u-53-1
sw3253A-ms98-a-0031,187.983250,188.113250,to,I,sd,u-53-1
sw3253A-ms98-a-0031,188.113250,188.283250,make,I,sd,u-53-1
sw3253A-ms98-a-0031,188.283250,188.433250,it,I,sd,u-53-1
sw3253A-ms98-a-0031,188.433250,189.213250,safe,I,sd,u-53-1
sw3253A-ms98-a-0032,190.234125,190.512875,but,B,sd,u-55-1
sw3253A-ms98-a-0032,190.512875,190.624375,i,I,sd,u-55-1
sw3253A-ms98-a-0032,190.624375,190.814125,mean,I,sd,u-55-1
sw3253A-ms98-a-0032,190.814125,191.074125,we'd,I,sd,u-55-1
sw3253A-ms98-a-0032,191.074125,191.274125,go,I,sd,u-55-1
sw3253A-ms98-a-0032,191.274125,191.424125,in,I,sd,u-55-1
sw3253A-ms98-a-0032,191.424125,191.834125,different,I,sd,u-55-1
sw3253A-ms98-a-0032,191.834125,192.244125,parts,I,sd,u-55-1
sw3253A-ms98-a-0032,192.244125,192.304125,of,I,sd,u-55-1
sw3253A-ms98-a-0032,192.304125,192.394125,the,I,sd,u-55-1
sw3253A-ms98-a-0032,192.394125,193.214125,ruins,I,sd,u-55-1
sw3253A-ms98-a-0032,193.214125,193.564125,and,I,sd,u-55-1
sw3253A-ms98-a-0032,193.564125,193.754125,and,I,sd,u-55-1
sw3253A-ms98-a-0032,193.754125,194.064125,things,I,sd,u-55-1
sw3253A-ms98-a-0032,194.064125,194.274125,like,I,sd,u-55-1
sw3253A-ms98-a-0032,194.274125,194.598250,that,I,sd,u-55-1
sw3253A-ms98-a-0032,194.775250,194.874125,but,B,sd,u-55-2
sw3253A-ms98-a-0032,194.874125,194.984125,we,I,sd,u-55-2
sw3253A-ms98-a-0032,194.984125,195.154125,didn't,I,sd,u-55-2
sw3253A-ms98-a-0032,195.154125,195.324125,even,I,sd,u-55-2
sw3253A-ms98-a-0032,195.324125,195.464125,have,I,sd,u-55-2
sw3253A-ms98-a-0032,195.464125,195.884125,tents,I,sd,u-55-2
sw3253A-ms98-a-0032,195.884125,196.063125,there,I,sd,u-55-2
sw3253A-ms98-a-0032,196.063125,196.081875,[laughter],O,,
sw3253A-ms98-a-0032,196.081875,196.284125,we,B,sd,u-55-3
sw3253A-ms98-a-0032,196.284125,196.504125,just,I,sd,u-55-3
sw3253A-ms98-a-0032,196.504125,196.684125,sort,I,sd,u-55-3
sw3253A-ms98-a-0032,196.684125,196.764125,of,I,sd,u-55-3
sw3253A-ms98-a-0032,196.764125,196.904125,put,I,sd,u-55-3
sw3253A-ms98-a-0032,196.904125,197.104125,out,I,sd,u-55-3
