sw2227B-ms98-a-0002,2.075625,2.389500,yeah,B,ny,u-2-1
sw2227B-ms98-a-0015,31.421750,31.571750,Zone,I,sv^r,u-20-1
sw2227B-ms98-a-0015,31.571750,31.942750,rules,I,sv^r,u-20-1
sw2227B-ms98-a-0016,32.706750,32.886750,that's,B,sd,u-22-1
sw2227B-ms98-a-0016,32.886750,32.966750,all,I,sd,u-22-1
sw2227B-ms98-a-0018,35.557125,35.615750,are,B,qy,u-24-1
sw2227B-ms98-a-0018,35.615750,35.684000,you,I,qy,u-24-1
sw2227B-ms98-a-0018,35.684000,36.045250,serious,I,qy,u-24-1
sw2227B-ms98-a-0020,42.714750,43.198750,[laughter],O,,
sw2227B-ms98-a-0020,43.198750,43.360875,that's,B,ba,u-26-1
sw2227B-ms98-a-0020,43.360875,44.010875,psychedelic,I,ba,u-26-1
sw2227B-ms98-a-0022,46.563750,46.663750,oh,B,sv,u-28-1
sw2227B-ms98-a-0022,46.663750,46.783750,he,I,sv,u-28-1
sw2227B-ms98-a-0022,46.783750,46.973750,just,I,sv,u-28-1
sw2227B-ms98-a-0022,46.973750,47.221750,like,I,sv,u-28-1
sw2227B-ms98-a-0022,47.477875,47.863750,totally,I,sv,u-28-1
sw2227B-ms98-a-0022,47.863750,48.413750,sarcastic,I,sv,u-28-1
sw2227B-ms98-a-0022,48.413750,48.523750,and,I,sv,u-28-1
sw2227B-ms98-a-0022,48.523750,48.963750,hilarious,I,sv,u-28-1
sw2227B-ms98-a-0022,48.963750,49.205625,and,B,h,u-28-2
sw2227B-ms98-a-0022,49.699000,49.778000,i,I,h,u-28-2
sw2227B-ms98-a-0022,49.778000,49.857125,don't,I,h,u-28-2
sw2227B-ms98-a-0022,49.857125,50.037500,know,I,h,u-28-2
sw2227B-ms98-a-0022,50.037500,50.308625,i'm,B,sd,u-28-3
sw2227B-ms98-a-0022,50.308625,50.372625,a,I,sd,u-28-3
sw2227B-ms98-a-0022,50.372625,50.513750,lot,I,sd,u-28-3
sw2227B-ms98-a-0022,50.513750,50.683750,like,I,sd,u-28-3
sw2227B-ms98-a-0022,50.683750,50.793750,him,I,sd,u-28-3
sw2227B-ms98-a-0022,50.793750,50.903750,in,I,sd,u-28-3
sw2227B-ms98-a-0022,50.903750,50.953750,a,I,sd,u-28-3
sw2227B-ms98-a-0022,50.953750,51.143750,way,I,sd,u-28-3
sw2227B-ms98-a-0022,51.143750,51.453750,so,B,sd,u-28-4
sw2227B-ms98-a-0023,51.928750,52.038750,and,B,+,u-30-1
sw2227B-ms98-a-0023,52.038750,52.128750,he's,I,+,u-30-1
sw2227B-ms98-a-0023,52.128750,52.248750,got,I,+,u-30-1
sw2227B-ms98-a-0023,52.248750,52.498750,curly,I,+,u-30-1
sw2227B-ms98-a-0023,52.498750,52.638750,hair,I,+,u-30-1
sw2227B-ms98-a-0023,52.638750,52.768750,and,B,sd,u-30-2
sw2227B-ms98-a-0023,52.768750,52.848750,so,I,sd,u-30-2
sw2227B-ms98-a-0023,52.848750,52.928750,do,I,sd,u-30-2
sw2227B-ms98-a-0023,52.928750,53.098750,i,I,sd,u-30-2
sw2227B-ms98-a-0023,53.098750,53.198750,so,B,%,u-30-3
sw2227B-ms98-a-0025,55.735125,56.005125,curly,B,sd,u-32-1
sw2227B-ms98-a-0025,56.005125,56.135125,hair,I,sd,u-32-1
sw2227B-ms98-a-0025,56.135125,56.255125,and,B,sd,u-32-2
sw2227B-ms98-a-0025,56.255125,56.325125,so,I,sd,u-32-2
sw2227B-ms98-a-0025,56.325125,56.385125,do,I,sd,u-32-2
sw2227B-ms98-a-0025,56.385125,56.642625,i,I,sd,u-32-2
sw2227B-ms98-a-0025,56.642625,56.831000,so,B,ba,u-32-3
sw2227B-ms98-a-0025,56.831000,57.045125,hey,I,ba,u-32-3
sw2227B-ms98-a-0025,57.045125,58.015125,[laughter],O,,
sw2227B-ms98-a-0026,59.161125,59.391125,cool,B,ba,u-34-1
sw2227B-ms98-a-0026,59.391125,59.481125,how,B,qw,u-34-2
sw2227B-ms98-a-0026,59.481125,59.641125,long,I,qw,u-34-2
sw2227B-ms98-a-0026,59.641125,59.741125,is,I,qw,u-34-2
sw2227B-ms98-a-0026,59.741125,59.911125,it,I,qw,u-34-2
sw2227B-ms98-a-0028,64.912000,66.191250,[laughter],O,,
sw2227B-ms98-a-0030,72.864750,73.128250,[laughter],O,,
sw2227B-ms98-a-0031,73.991750,74.157500,that's,B,ba,u-40-1
sw2227B-ms98-a-0031,74.157500,74.787750,hilarious,I,ba,u-40-1
sw2227B-ms98-a-0032,75.010125,75.280125,[laughter],O,,
sw2227B-ms98-a-0034,78.753500,79.113500,no,B,nn,u-44-1
sw2227B-ms98-a-0034,79.113500,79.213500,it,B,%,u-44-2
sw2227B-ms98-a-0034,79.213500,79.373500,with,B,%,u-44-3
sw2227B-ms98-a-0034,79.373500,79.486125,the,I,%,u-44-3
sw2227B-ms98-a-0034,79.486125,79.949500,uh,I,%,u-44-3
sw2227B-ms98-a-0034,80.265875,80.405250,who,B,qw,u-44-4
sw2227B-ms98-a-0034,80.405250,80.492375,was,I,qw,u-44-4
sw2227B-ms98-a-0034,80.492375,80.708875,on,I,qw,u-44-4
sw2227B-ms98-a-0034,80.708875,80.780500,the,I,qw,u-44-4
sw2227B-ms98-a-0034,80.780500,80.993500,music,I,qw,u-44-4
sw2227B-ms98-a-0034,80.993500,81.183500,people,I,qw,u-44-4
sw2227B-ms98-a-0034,81.183500,81.337500,wasn't,B,qy,u-44-5
sw2227B-ms98-a-0034,81.337500,81.507000,that,I,qy,u-44-5
sw2227B-ms98-a-0034,81.507000,81.963500,Fishbone,I,qy,u-44-5
sw2227B-ms98-a-0034,82.703000,82.846125,yeah,B,b^m,u-46-1
sw2227B-ms98-a-0034,82.846125,82.981750,i,B,sd,u-46-2
sw2227B-ms98-a-0034,82.981750,83.198875,saw,I,sd,u-46-2
sw2227B-ms98-a-0034,83.198875,83.375875,that,I,sd,u-46-2
sw2227B-ms98-a-0034,83.375875,83.433500,it,B,sv,u-46-3
sw2227B-ms98-a-0034,83.433500,83.611750,was,I,sv,u-46-3
sw2227B-ms98-a-0034,83.611750,84.105250,awesome,I,sv,u-46-3
sw2227B-ms98-a-0034,84.105250,84.252500,but,B,sd,u-46-4
sw2227B-ms98-a-0034,84.252500,84.363750,i,I,sd,u-46-4
sw2227B-ms98-a-0034,84.363750,84.530875,didn't,I,sd,u-46-4
sw2227B-ms98-a-0034,84.530875,84.613500,see,I,sd,u-46-4
sw2227B-ms98-a-0034,84.613500,84.673500,the,I,sd,u-46-4
sw2227B-ms98-a-0034,84.673500,84.843500,rest,I,sd,u-46-4
sw2227B-ms98-a-0034,84.843500,84.883625,of,I,sd,u-46-4
sw2227B-ms98-a-0034,84.883625,85.000750,it,I,sd,u-46-4
sw2227B-ms98-a-0036,87.008625,87.123125,are,B,bh,u-48-1
sw2227B-ms98-a-0036,87.123125,87.229500,you,I,bh,u-48-1
sw2227B-ms98-a-0036,87.229500,87.579750,serious,I,bh,u-48-1
sw2227B-ms98-a-0036,87.989750,88.105125,they're,B,aa,u-50-1
sw2227B-ms98-a-0036,88.105125,88.546750,awesome,I,aa,u-50-1
sw2227B-ms98-a-0038,96.166875,96.280375,oh,B,bh,u-52-1
sw2227B-ms98-a-0038,96.280375,96.607500,really,I,bh,u-52-1
sw2227B-ms98-a-0040,99.104500,99.454500,yeah,B,b,u-54-1
sw2227B-ms98-a-0040,99.454500,99.614500,that,B,ba,u-54-2
sw2227B-ms98-a-0040,99.614500,99.971500,sucks,I,ba,u-54-2
sw2227B-ms98-a-0042,104.098125,104.506500,really,B,bh,u-56-1
sw2227B-ms98-a-0042,104.860750,105.289375,uh,B,sv,u-58-1
sw2227B-ms98-a-0042,105.289375,105.400750,kind,I,sv,u-58-1
sw2227B-ms98-a-0042,105.400750,105.438375,of,I,sv,u-58-1
sw2227B-ms98-a-0042,105.438375,105.838125,annoying,I,sv,u-58-1
sw2227B-ms98-a-0042,105.838125,106.028125,but,B,ba,u-58-2
sw2227B-ms98-a-0042,106.028125,106.283625,that's,I,ba,u-58-2
sw2227B-ms98-a-0042,106.283625,106.488375,cool,I,ba,u-58-2
sw2227B-ms98-a-0043,107.666375,107.760250,kind,B,sv,u-60-1
sw2227B-ms98-a-0043,107.760250,107.802750,of,I,sv,u-60-1
sw2227B-ms98-a-0043,107.802750,108.130125,annoying,I,sv,u-60-1
sw2227B-ms98-a-0043,108.130125,108.400125,to,I,sv,u-60-1
sw2227B-ms98-a-0043,108.400125,108.580125,like,I,sv,u-60-1
sw2227B-ms98-a-0043,108.580125,108.760125,in,I,sv,u-60-1
sw2227B-ms98-a-0043,108.760125,108.950125,front,I,sv,u-60-1
sw2227B-ms98-a-0043,108.950125,109.040125,of,I,sv,u-60-1
sw2227B-ms98-a-0043,109.040125,109.320125,TV,I,sv,u-60-1
sw2227B-ms98-a-0043,109.320125,109.440125,like,I,sv,u-60-1
sw2227B-ms98-a-0043,109.440125,109.590125,trying,I,sv,u-60-1
sw2227B-ms98-a-0043,109.590125,109.650125,to,I,sv,u-60-1
sw2227B-ms98-a-0043,109.650125,109.710125,do,I,sv,u-60-1
sw2227B-ms98-a-0043,109.710125,109.930125,homework,I,sv,u-60-1
sw2227B-ms98-a-0043,109.930125,109.990125,you,I,sv,u-60-1
sw2227B-ms98-a-0043,109.990125,110.120125,know,I,sv,u-60-1
sw2227B-ms98-a-0044,110.481750,110.631750,trying,B,sv,u-62-1
sw2227B-ms98-a-0044,110.631750,110.691750,to,I,sv,u-62-1
sw2227B-ms98-a-0044,110.691750,110.781750,write,I,sv,u-62-1
sw2227B-ms98-a-0044,110.781750,110.832375,an,I,sv,u-62-1
sw2227B-ms98-a-0044,110.832375,111.114250,essay,I,sv,u-62-1
sw2227B-ms98-a-0044,111.114250,111.261750,you,I,sv,u-62-1
sw2227B-ms98-a-0044,111.261750,111.441750,start,I,sv,u-62-1
sw2227B-ms98-a-0044,111.441750,111.641750,talking,I,sv,u-62-1
sw2227B-ms98-a-0044,111.641750,111.855250,about,I,sv,u-62-1
sw2227B-ms98-a-0044,111.855250,112.181750,[laughter-you],I,sv,u-62-1
sw2227B-ms98-a-0044,112.181750,112.241750,[laughter-know],I,sv,u-62-1
sw2227B-ms98-a-0044,112.241750,112.504375,[laughter-like],I,sv,u-62-1
sw2227B-ms98-a-0045,113.383500,113.503500,In,I,sv,u-62-1
sw2227B-ms98-a-0045,113.503500,113.713500,Living,I,sv,u-62-1
sw2227B-ms98-a-0045,113.713500,113.973500,Color,I,sv,u-62-1
sw2227B-ms98-a-0045,113.973500,114.043500,or,I,sv,u-62-1
sw2227B-ms98-a-0045,114.043500,114.283500,something,I,sv,u-62-1
sw2227B-ms98-a-0045,114.283500,114.379875,i,B,h,u-62-2
sw2227B-ms98-a-0045,114.379875,114.458875,don't,I,h,u-62-2
sw2227B-ms98-a-0045,114.458875,114.563500,know,I,h,u-62-2
sw2227B-ms98-a-0047,119.834500,120.142625,cool,B,ba,u-64-1
sw2227B-ms98-a-0047,120.142625,120.452750,yeah,B,%,u-64-2
sw2227B-ms98-a-0047,120.452750,120.834500,BS,O,,
sw2227B-ms98-a-0047,120.834500,120.994500,that's,B,sv,u-64-4
sw2227B-ms98-a-0047,120.994500,121.054500,the,I,sv,u-64-4
sw2227B-ms98-a-0047,121.054500,121.124500,way,I,sv,u-64-4
sw2227B-ms98-a-0047,121.124500,121.194500,to,I,sv,u-64-4
sw2227B-ms98-a-0047,121.194500,121.314500,do,I,sv,u-64-4
sw2227B-ms98-a-0047,121.314500,121.384500,it,I,sv,u-64-4
sw2227B-ms98-a-0048,123.262625,123.956375,[laughter],O,,
sw2227B-ms98-a-0049,124.891375,125.281250,cool,B,ba,u-66-1
sw2227B-ms98-a-0049,125.281250,125.528125,yeah,B,%,u-66-2
sw2227B-ms98-a-0049,125.528125,125.708125,works,B,sd,u-66-3
sw2227B-ms98-a-0049,125.708125,125.788125,for,I,sd,u-66-3
sw2227B-ms98-a-0049,125.788125,126.058125,me,I,sd,u-66-3
sw2227B-ms98-a-0051,130.172500,130.586250,no,B,aa,u-68-1
sw2227B-ms98-a-0051,130.668375,130.949500,unless,B,%,u-68-2
sw2227B-ms98-a-0052,131.502250,131.552500,i,B,sd,u-70-1
sw2227B-ms98-a-0052,131.552500,131.670000,watched,I,sd,u-70-1
sw2227B-ms98-a-0052,131.670000,131.760000,through,I,sd,u-70-1
sw2227B-ms98-a-0052,131.760000,131.830000,the,I,sd,u-70-1
sw2227B-ms98-a-0052,131.830000,132.120000,war,I,sd,u-70-1
sw2227B-ms98-a-0052,132.120000,132.244500,you,I,sd,u-70-1
sw2227B-ms98-a-0052,132.244500,132.349875,know,I,sd,u-70-1
sw2227B-ms98-a-0052,132.349875,132.459750,there's,B,sd,u-70-2
sw2227B-ms98-a-0052,132.459750,132.632750,only,I,sd,u-70-2
sw2227B-ms98-a-0052,132.632750,132.921000,one,I,sd,u-70-2
sw2227B-ms98-a-0054,135.880750,136.382125,[laughter],O,,
sw2227B-ms98-a-0055,136.986500,137.086000,i,B,aa,u-72-1
sw2227B-ms98-a-0055,137.086000,137.250500,know,I,aa,u-72-1
sw2227B-ms98-a-0055,137.250500,137.310500,i,B,sv,u-72-2
sw2227B-ms98-a-0055,137.310500,137.460500,guess,I,sv,u-72-2
sw2227B-ms98-a-0055,137.460500,137.550500,they,I,sv,u-72-2
sw2227B-ms98-a-0055,137.550500,137.740500,think,I,sv,u-72-2
sw2227B-ms98-a-0055,137.740500,137.880500,that,I,sv,u-72-2
sw2227B-ms98-a-0055,137.880500,138.030500,people,I,sv,u-72-2
sw2227B-ms98-a-0055,138.030500,138.150500,don't,I,sv,u-72-2
sw2227B-ms98-a-0055,138.150500,138.260500,watch,I,sv,u-72-2
sw2227B-ms98-a-0055,138.260500,138.520500,TV,O,,
sw2227B-ms98-a-0055,138.520500,138.670500,but,B,sv,u-72-3
sw2227B-ms98-a-0055,138.670500,138.700500,i,I,sv,u-72-3
sw2227B-ms98-a-0055,138.700500,138.820500,mean,I,sv,u-72-3
sw2227B-ms98-a-0055,138.820500,138.880500,if,I,sv,u-72-3
sw2227B-ms98-a-0055,138.880500,138.970875,you,I,sv,u-72-3
sw2227B-ms98-a-0055,138.970875,139.224125,watch,I,sv,u-72-3
sw2227B-ms98-a-0055,139.224125,139.275125,it,I,sv,u-72-3
sw2227B-ms98-a-0055,139.275125,139.474750,like,I,sv,u-72-3
sw2227B-ms98-a-0055,139.474750,139.691500,five,I,sv,u-72-3
sw2227B-ms98-a-0055,139.691500,139.883500,minutes,I,sv,u-72-3
sw2227B-ms98-a-0055,139.883500,139.924875,then,I,sv,u-72-3
sw2227B-ms98-a-0055,139.924875,139.976625,it,I,sv,u-72-3
sw2227B-ms98-a-0055,139.976625,140.221500,repeats,I,sv,u-72-3
sw2227B-ms98-a-0055,140.221500,140.290500,the,I,sv,u-72-3
sw2227B-ms98-a-0055,140.290500,140.420500,same,I,sv,u-72-3
sw2227B-ms98-a-0055,140.420500,140.521875,thing,I,sv,u-72-3
sw2227B-ms98-a-0055,140.521875,140.657500,over,I,sv,u-72-3
sw2227B-ms98-a-0055,140.657500,140.739500,and,I,sv,u-72-3
sw2227B-ms98-a-0055,140.739500,140.851625,over,I,sv,u-72-3
sw2227B-ms98-a-0055,140.851625,140.929625,and,I,sv,u-72-3
sw2227B-ms98-a-0055,140.929625,141.037750,over,I,sv,u-72-3
sw2227B-ms98-a-0056,141.801750,141.882375,it's,B,sv(^q),u-74-1
sw2227B-ms98-a-0056,141.882375,141.990125,like,I,sv(^q),u-74-1
sw2227B-ms98-a-0056,142.126000,142.336000,oh,I,sv(^q),u-74-1
sw2227B-ms98-a-0056,142.336000,142.846000,man,I,sv(^q),u-74-1
sw2227B-ms98-a-0058,147.899250,148.199250,yeah,B,b,u-76-1
sw2227B-ms98-a-0060,151.318375,151.658375,oh,B,b,u-78-1
sw2227B-ms98-a-0061,153.624500,154.206750,[laughter],O,,
sw2227B-ms98-a-0063,158.517000,159.290625,[laughter],O,,
sw2227B-ms98-a-0065,164.202500,164.835250,[laughter],O,,
sw2227B-ms98-a-0066,166.379500,166.909500,yeah,B,b,u-86-1
sw2227B-ms98-a-0068,172.602000,172.999250,uh,B,ng,u-88-1
sw2227B-ms98-a-0068,172.999250,173.028375,i,I,ng,u-88-1
sw2227B-ms98-a-0068,173.028375,173.167750,haven't,I,ng,u-88-1
sw2227B-ms98-a-0068,173.167750,173.257750,seen,I,ng,u-88-1
sw2227B-ms98-a-0068,173.257750,173.327750,it,I,ng,u-88-1
sw2227B-ms98-a-0068,173.327750,173.387750,in,I,ng,u-88-1
sw2227B-ms98-a-0068,173.387750,173.701500,years,I,ng,u-88-1
sw2227B-ms98-a-0068,173.701500,173.876125,but,B,sd,u-88-2
sw2227B-ms98-a-0068,174.140625,174.227500,i,I,sd,u-88-2
sw2227B-ms98-a-0068,174.227500,174.301000,used,I,sd,u-88-2
sw2227B-ms98-a-0068,174.301000,174.361250,to,I,sd,u-88-2
sw2227B-ms98-a-0069,176.058125,176.321000,yeah,B,bh,u-90-1
sw2227B-ms98-a-0071,180.583625,180.843625,uh-huh,B,b,u-92-1
sw2227B-ms98-a-0072,182.274250,182.943750,[laughter],O,,
sw2227B-ms98-a-0073,184.096000,184.404875,really,B,bh,u-96-1
sw2227B-ms98-a-0075,189.515375,189.655375,oh,B,b,u-98-1
sw2227B-ms98-a-0075,189.655375,189.862875,really,I,b,u-98-1
sw2227B-ms98-a-0075,189.862875,190.026250,that's,B,ba,u-98-2
sw2227B-ms98-a-0075,190.026250,190.385375,cool,I,ba,u-98-2
sw2227B-ms98-a-0077,192.966875,193.206875,uh-huh,B,b,u-100-1
sw2227B-ms98-a-0079,196.902875,197.042875,are,B,bh,u-102-1
sw2227B-ms98-a-0079,197.042875,197.152875,you,I,bh,u-102-1
sw2227B-ms98-a-0079,197.152875,197.519250,serious,I,bh,u-102-1
sw2227B-ms98-a-0079,198.014625,198.619125,oh,B,ba,u-102-2
sw2227B-ms98-a-0079,198.619125,199.218000,man,I,ba,u-102-2
sw2227B-ms98-a-0081,207.823750,208.003750,that's,B,ba,u-104-1
sw2227B-ms98-a-0081,208.123750,208.531250,cool,I,ba,u-104-1
sw2227B-ms98-a-0082,209.896000,209.943125,kind,O,,
sw2227B-ms98-a-0082,209.943125,210.013250,of,O,,
sw2227B-ms98-a-0082,210.013250,210.191125,like,B,%,u-106-1
sw2227B-ms98-a-0082,210.191125,210.424375,Pink,O,,
sw2227B-ms98-a-0082,210.424375,210.641375,Floyd,O,,
sw2227B-ms98-a-0082,210.641375,210.747000,or,O,,
sw2227B-ms98-a-0082,210.747000,211.096750,something,O,,
sw2227B-ms98-a-0083,212.330125,212.735000,uh,B,b,u-108-1
sw2227B-ms98-a-0083,212.735000,213.124500,yeah,I,b,u-108-1
sw2227B-ms98-a-0083,213.237500,213.590125,basketball's,B,sv,u-108-2
sw2227B-ms98-a-0083,213.590125,213.820125,cool,I,sv,u-108-2
sw2227B-ms98-a-0083,213.820125,213.940125,but,B,sv,u-108-3
sw2227B-ms98-a-0083,213.940125,214.187500,football,I,sv,u-108-3
sw2227B-ms98-a-0083,214.187500,214.311875,kind,I,sv,u-108-3
sw2227B-ms98-a-0083,214.311875,214.458500,of,I,sv,u-108-3
sw2227B-ms98-a-0083,214.670125,214.840125,after,I,sv,u-108-3
sw2227B-ms98-a-0083,214.840125,214.869625,a,I,sv,u-108-3
sw2227B-ms98-a-0083,214.869625,215.053125,while,I,sv,u-108-3
sw2227B-ms98-a-0084,216.021750,216.186875,which,B,qw^m,u-110-1
sw2227B-ms98-a-0084,216.186875,216.611250,basketball,I,qw^m,u-110-1
sw2227B-ms98-a-0084,217.542625,217.720125,yeah,B,ny,u-112-1
sw2227B-ms98-a-0084,217.720125,217.772750,i,B,sd^e,u-112-2
sw2227B-ms98-a-0084,217.772750,217.868750,kind,I,sd^e,u-112-2
sw2227B-ms98-a-0084,217.868750,217.947375,of,I,sd^e,u-112-2
sw2227B-ms98-a-0084,217.947375,218.034000,like,I,sd^e,u-112-2
sw2227B-ms98-a-0084,218.034000,218.246125,college,I,sd^e,u-112-2
sw2227B-ms98-a-0084,218.246125,218.406125,better,I,sd^e,u-112-2
sw2227B-ms98-a-0084,218.406125,218.536125,it's,B,sv,u-112-3
sw2227B-ms98-a-0084,218.536125,218.636125,more,I,sv,u-112-3
sw2227B-ms98-a-0084,218.636125,219.066125,spirited,I,sv,u-112-3
sw2227B-ms98-a-0086,221.903875,221.995875,oh,B,bh,u-114-1
sw2227B-ms98-a-0086,221.995875,222.258875,yeah,I,bh,u-114-1
sw2227B-ms98-a-0088,224.242375,224.832375,cool,B,ba,u-116-1
sw2227B-ms98-a-0090,228.994125,229.254125,uh-huh,B,b,u-118-1
sw2227B-ms98-a-0092,233.706125,234.065000,uh-huh,O,,
sw2227B-ms98-a-0094,236.134375,236.794625,[laughter],O,,
sw2227B-ms98-a-0096,244.772250,245.091625,[laughter],O,,
sw2227B-ms98-a-0096,245.091625,245.435375,golf,B,b,u-122-1
sw2227B-ms98-a-0096,245.435375,245.917000,yeah,O,,
sw2227B-ms98-a-0098,255.894000,256.266750,oh,B,sd,u-126-1
sw2227B-ms98-a-0098,256.266750,256.385000,me,I,sd,u-126-1
sw2227B-ms98-a-0098,256.385000,256.765500,too,I,sd,u-126-1
sw2227B-ms98-a-0100,261.606375,261.906375,uh-huh,B,b,u-128-1
sw2227B-ms98-a-0101,263.295500,263.931125,[laughter],O,,
sw2227B-ms98-a-0102,266.274125,266.649375,yeah,B,b,u-132-1
sw2227B-ms98-a-0104,273.811250,274.251250,yeah,B,b,u-134-1
sw2227B-ms98-a-0105,274.780375,274.997250,that's,B,aa,u-136-1
sw2227B-ms98-a-0105,274.997250,275.228750,true,I,aa,u-136-1
sw2227B-ms98-a-0107,277.511000,277.721000,yeah,B,aa,u-138-1
sw2227B-ms98-a-0107,277.721000,277.901000,that's,B,aa,u-138-2
sw2227B-ms98-a-0107,277.901000,278.211000,true,I,aa,u-138-2
sw2227B-ms98-a-0109,289.140750,289.430750,oh,O,,
sw2227B-ms98-a-0109,289.430750,289.720750,really,B,bh,u-140-1
sw2227B-ms98-a-0111,292.923875,293.402250,[laughter],O,,
sw2227B-ms98-a-0112,295.144125,295.314125,oh,B,b,u-142-1
sw2227B-ms98-a-0112,295.314125,295.504125,really,I,b,u-142-1
sw2227B-ms98-a-0112,295.504125,296.031000,so,B,qw,u-142-2
sw2227B-ms98-a-0112,296.031000,296.177875,so,I,qw,u-142-2
sw2227B-ms98-a-0112,296.177875,296.337000,why,I,qw,u-142-2
sw2227B-ms98-a-0112,296.337000,296.472625,from,I,qw,u-142-2
sw2227B-ms98-a-0112,296.472625,296.854125,Argentina,I,qw,u-142-2
sw2227B-ms98-a-0112,296.854125,296.974125,why'd,I,qw,u-142-2
sw2227B-ms98-a-0112,296.974125,297.034125,you,I,qw,u-142-2
sw2227B-ms98-a-0112,297.034125,297.124125,come,I,qw,u-142-2
sw2227B-ms98-a-0112,297.124125,297.214125,over,I,qw,u-142-2
sw2227B-ms98-a-0112,297.214125,297.384125,here,I,qw,u-142-2
sw2227B-ms98-a-0114,300.823125,300.903125,oh,B,ba,u-144-1
sw2227B-ms98-a-0114,300.903125,301.091375,that's,I,ba,u-144-1
sw2227B-ms98-a-0114,301.091375,301.355250,cool,I,ba,u-144-1
sw2227B-ms98-a-0114,301.689625,301.795125,how,B,qw,u-146-1
sw2227B-ms98-a-0114,301.795125,301.923125,long,I,qw,u-146-1
sw2227B-ms98-a-0114,301.923125,301.971500,did,I,qw,u-146-1
sw2227B-ms98-a-0114,301.971500,302.018000,you,I,qw,u-146-1
sw2227B-ms98-a-0114,302.018000,302.116000,live,I,qw,u-146-1
sw2227B-ms98-a-0114,302.116000,302.281500,there,I,qw,u-146-1
sw2227B-ms98-a-0116,305.393625,305.633500,oh,B,bk,u-148-1
sw2227B-ms98-a-0118,309.792125,310.142125,uh-huh,B,b,u-150-1
sw2227B-ms98-a-0120,314.394625,314.782250,uh-huh,B,b,u-152-1
sw2227B-ms98-a-0121,315.196625,315.426625,yeah,B,b,u-154-1
sw2227B-ms98-a-0123,319.647750,320.001000,huh,B,b,u-156-1
sw2227B-ms98-a-0125,321.954500,322.400750,[laughter],O,,
sw2227B-ms98-a-0126,322.618875,322.778875,that's,B,ba,u-158-1
sw2227B-ms98-a-0126,322.778875,323.023375,cool,I,ba,u-158-1
sw2227B-ms98-a-0127,323.902375,324.229875,[laughter],O,,
sw2227B-ms98-a-0129,326.978375,327.098375,oh,B,bh,u-160-1
sw2227B-ms98-a-0129,327.098375,327.327875,really,I,bh,u-160-1
sw2227B-ms98-a-0129,327.432000,327.863125,awesome,B,ba,u-160-2
sw2227B-ms98-a-0131,334.542750,334.834000,that's,B,ba,u-162-1
sw2227B-ms98-a-0131,334.834000,335.049875,cool,I,ba,u-162-1
sw2227B-ms98-a-0133,336.902875,337.321625,groovy,B,ba,u-164-1
sw2227B-ms98-a-0135,340.523875,340.762250,yeah,B,aa,u-166-1
sw2227B-ms98-a-0135,340.762250,340.897750,no,B,aa,u-166-2
sw2227B-ms98-a-0135,340.897750,341.285125,doubt,I,aa,u-166-2
sw2227B-ms98-a-0136,341.843875,342.356500,[laughter-okay],O,,
