sw4720B-ms98-a-0003,15.703750,16.127875,right,B,b,u-2-1
sw4720B-ms98-a-0013,53.295000,53.751875,uh,I,sd,u-12-1
sw4720B-ms98-a-0013,53.751875,54.181875,Northwest,I,sd,u-12-1
sw4720B-ms98-a-0013,54.181875,54.641875,Airlines,I,sd,u-12-1
sw4720B-ms98-a-0013,54.641875,54.781875,and,B,sd,u-12-2
sw4720B-ms98-a-0013,54.781875,54.931875,he,I,sd,u-12-2
sw4720B-ms98-a-0013,54.931875,55.401875,gets,I,sd,u-12-2
sw4720B-ms98-a-0013,55.401875,55.630750,uh,I,sd,u-12-2
sw4720B-ms98-a-0013,55.920750,56.031875,you,I,sd,u-12-2
sw4720B-ms98-a-0013,56.031875,56.141875,know,I,sd,u-12-2
sw4720B-ms98-a-0013,56.141875,56.251875,the,I,sd,u-12-2
sw4720B-ms98-a-0013,56.251875,56.648375,full,I,sd,u-12-2
sw4720B-ms98-a-0013,56.765250,57.117250,health,I,sd,u-12-2
sw4720B-ms98-a-0013,57.117250,57.315625,and,I,sd,u-12-2
sw4720B-ms98-a-0013,57.315625,57.750625,dental,I,sd,u-12-2
sw4720B-ms98-a-0013,58.366750,58.801875,and,B,sd,u-12-3
sw4720B-ms98-a-0013,58.801875,59.091875,uh,I,sd,u-12-3
sw4720B-ms98-a-0013,59.091875,59.261875,we,I,sd,u-12-3
sw4720B-ms98-a-0013,59.261875,59.471875,have,I,sd,u-12-3
sw4720B-ms98-a-0013,59.471875,59.721875,four,I,sd,u-12-3
sw4720B-ms98-a-0013,59.721875,60.231875,children,I,sd,u-12-3
sw4720B-ms98-a-0013,60.231875,60.641875,and,B,sv,u-12-4
sw4720B-ms98-a-0013,60.641875,60.811875,what,I,sv,u-12-4
sw4720B-ms98-a-0013,60.811875,60.951875,you,I,sv,u-12-4
sw4720B-ms98-a-0013,60.951875,61.301875,pay,I,sv,u-12-4
sw4720B-ms98-a-0013,61.301875,61.491875,just,I,sv,u-12-4
sw4720B-ms98-a-0013,61.491875,61.551875,to,I,sv,u-12-4
sw4720B-ms98-a-0013,61.551875,61.721875,have,I,sv,u-12-4
sw4720B-ms98-a-0013,61.721875,61.991875,teeth,I,sv,u-12-4
sw4720B-ms98-a-0013,61.991875,62.321875,cleaned,I,sv,u-12-4
sw4720B-ms98-a-0013,62.321875,62.431875,is,I,sv,u-12-4
sw4720B-ms98-a-0013,62.431875,63.211875,outrageous,I,sv,u-12-4
sw4720B-ms98-a-0014,63.939500,64.053000,and,B,sd,u-14-1
sw4720B-ms98-a-0014,64.053000,64.141125,i,I,sd,u-14-1
sw4720B-ms98-a-0014,64.141125,64.269500,don't,I,sd,u-14-1
sw4720B-ms98-a-0014,64.269500,64.329500,know,I,sd,u-14-1
sw4720B-ms98-a-0014,64.329500,64.429500,how,I,sd,u-14-1
sw4720B-ms98-a-0014,64.429500,64.749500,people,I,sd,u-14-1
sw4720B-ms98-a-0014,64.749500,64.879500,that,I,sd,u-14-1
sw4720B-ms98-a-0014,64.879500,65.119500,don't,I,sd,u-14-1
sw4720B-ms98-a-0014,65.119500,65.309500,have,I,sd,u-14-1
sw4720B-ms98-a-0014,65.309500,65.419500,it,I,sd,u-14-1
sw4720B-ms98-a-0014,65.419500,65.549500,can,I,sd,u-14-1
sw4720B-ms98-a-0014,65.549500,65.899500,afford,I,sd,u-14-1
sw4720B-ms98-a-0014,65.899500,66.104500,it,I,sd,u-14-1
sw4720B-ms98-a-0015,67.709625,67.799625,or,B,sv,u-16-1
sw4720B-ms98-a-0015,67.799625,68.069625,maybe,I,sv,u-16-1
sw4720B-ms98-a-0015,68.069625,68.232125,they,I,sv,u-16-1
sw4720B-ms98-a-0015,68.232125,68.528000,don't,I,sv,u-16-1
sw4720B-ms98-a-0015,68.528000,69.245625,[laughter],O,,
sw4720B-ms98-a-0017,75.229875,75.449875,that's,B,aa,u-18-1
sw4720B-ms98-a-0017,75.449875,76.269875,[laughter-right],O,,
sw4720B-ms98-a-0017,76.269875,76.489875,that's,B,aa^r,u-18-2
sw4720B-ms98-a-0017,76.489875,76.949875,right,I,aa^r,u-18-2
sw4720B-ms98-a-0017,76.949875,78.738000,[laughter],O,,
sw4720B-ms98-a-0019,92.129750,92.519750,uh-huh,B,b,u-20-1
sw4720B-ms98-a-0020,94.156750,94.523625,right,B,b,u-22-1
sw4720B-ms98-a-0022,103.945000,104.375875,right,B,b,u-24-1
sw4720B-ms98-a-0024,110.867625,110.957625,well,B,sv,u-26-1
sw4720B-ms98-a-0024,110.957625,111.047625,it's,I,sv,u-26-1
sw4720B-ms98-a-0024,111.047625,111.117625,a,I,sv,u-26-1
sw4720B-ms98-a-0024,111.117625,111.327625,lot,I,sv,u-26-1
sw4720B-ms98-a-0024,111.327625,111.637625,easier,I,sv,u-26-1
sw4720B-ms98-a-0024,111.637625,111.917625,to,I,sv,u-26-1
sw4720B-ms98-a-0024,111.917625,112.057625,to,I,sv,u-26-1
sw4720B-ms98-a-0024,112.057625,112.327625,save,I,sv,u-26-1
sw4720B-ms98-a-0024,112.327625,112.417625,it,I,sv,u-26-1
sw4720B-ms98-a-0024,112.417625,112.557625,when,I,sv,u-26-1
sw4720B-ms98-a-0024,112.557625,112.647625,you,I,sv,u-26-1
sw4720B-ms98-a-0024,112.647625,112.887625,don't,I,sv,u-26-1
sw4720B-ms98-a-0024,113.067625,113.247625,get,I,sv,u-26-1
sw4720B-ms98-a-0024,113.247625,113.367625,your,I,sv,u-26-1
sw4720B-ms98-a-0024,113.367625,113.707625,hands,I,sv,u-26-1
sw4720B-ms98-a-0024,113.707625,113.827625,on,I,sv,u-26-1
sw4720B-ms98-a-0024,113.827625,113.927625,it,I,sv,u-26-1
sw4720B-ms98-a-0024,113.927625,114.452625,first,I,sv,u-26-1
sw4720B-ms98-a-0025,114.794625,115.540875,[laughter],O,,
sw4720B-ms98-a-0027,127.161125,127.705750,right,B,b,u-28-1
sw4720B-ms98-a-0029,133.286625,133.536625,uh,B,qo,u-30-1
sw4720B-ms98-a-0029,133.536625,133.690250,what,I,qo,u-30-1
sw4720B-ms98-a-0029,133.690250,134.014250,about,I,qo,u-30-1
sw4720B-ms98-a-0029,134.226625,134.326625,what,I,qo,u-30-1
sw4720B-ms98-a-0029,134.326625,134.612000,about,I,qo,u-30-1
sw4720B-ms98-a-0029,134.725000,135.227625,uh,I,qo,u-30-1
sw4720B-ms98-a-0029,135.785000,136.415375,lesser,I,qo,u-30-1
sw4720B-ms98-a-0029,136.780625,137.133125,uh,I,qo,u-30-1
sw4720B-ms98-a-0029,137.430625,137.836625,benefits,I,qo,u-30-1
sw4720B-ms98-a-0029,137.836625,138.276625,perhaps,I,qo,u-30-1
sw4720B-ms98-a-0029,138.276625,138.416625,for,I,qo,u-30-1
sw4720B-ms98-a-0029,138.416625,138.726625,you,I,qo,u-30-1
sw4720B-ms98-a-0029,138.726625,138.896625,but,I,qo,u-30-1
sw4720B-ms98-a-0029,138.896625,139.219625,for,I,qo,u-30-1
sw4720B-ms98-a-0029,139.645250,139.876625,for,I,qo,u-30-1
sw4720B-ms98-a-0029,139.876625,139.966625,the,I,qo,u-30-1
sw4720B-ms98-a-0029,139.966625,140.326625,women,I,qo,u-30-1
sw4720B-ms98-a-0029,140.326625,140.476625,in,I,qo,u-30-1
sw4720B-ms98-a-0029,140.476625,140.734375,the,I,qo,u-30-1
sw4720B-ms98-a-0029,140.945375,141.116625,in,I,qo,u-30-1
sw4720B-ms98-a-0029,141.116625,141.372875,the,I,qo,u-30-1
sw4720B-ms98-a-0029,141.700625,142.009125,uh,I,qo,u-30-1
sw4720B-ms98-a-0029,142.009125,142.939375,corporation,I,qo,u-30-1
sw4720B-ms98-a-0029,142.939375,143.255625,for,B,%,u-30-2
sw4720B-ms98-a-0029,143.428875,144.206625,example,I,%,u-30-2
sw4720B-ms98-a-0029,144.206625,144.523000,uh,I,%,u-30-2
sw4720B-ms98-a-0029,145.566625,146.508750,oh,I,%,u-30-2
sw4720B-ms98-a-0030,147.247875,147.783500,yeah,B,ny,u-32-1
sw4720B-ms98-a-0030,148.157000,148.257875,do,B,qy,u-34-1
sw4720B-ms98-a-0030,148.257875,148.397875,they,I,qy,u-34-1
sw4720B-ms98-a-0030,148.397875,148.537875,ha[ve]-,I,qy,u-34-1
sw4720B-ms98-a-0030,148.537875,148.757875,even,I,qy,u-34-1
sw4720B-ms98-a-0030,148.757875,148.987875,have,I,qy,u-34-1
sw4720B-ms98-a-0030,148.987875,149.057875,do,I,qy,u-34-1
sw4720B-ms98-a-0030,149.057875,149.177875,they,I,qy,u-34-1
sw4720B-ms98-a-0030,149.177875,149.307875,have,I,qy,u-34-1
sw4720B-ms98-a-0030,149.307875,149.767875,father,I,qy,u-34-1
sw4720B-ms98-a-0030,149.767875,150.267875,leaves,I,qy,u-34-1
sw4720B-ms98-a-0030,150.267875,150.377875,or,I,qy,u-34-1
sw4720B-ms98-a-0030,150.377875,150.737875,anything,I,qy,u-34-1
sw4720B-ms98-a-0030,150.737875,150.937875,like,I,qy,u-34-1
sw4720B-ms98-a-0030,150.937875,151.187875,that,I,qy,u-34-1
sw4720B-ms98-a-0032,158.641625,158.961625,uh-huh,B,b,u-36-1
sw4720B-ms98-a-0034,166.297125,166.500500,oh,B,aa,u-38-1
sw4720B-ms98-a-0034,166.500500,166.620500,i,I,aa,u-38-1
sw4720B-ms98-a-0034,166.620500,166.717125,do,I,aa,u-38-1
sw4720B-ms98-a-0034,166.717125,167.387125,too,I,aa,u-38-1
sw4720B-ms98-a-0036,174.975625,175.275625,oh,B,sv,u-40-1
sw4720B-ms98-a-0036,175.275625,175.385625,i,I,sv,u-40-1
sw4720B-ms98-a-0036,175.385625,175.615625,think,I,sv,u-40-1
sw4720B-ms98-a-0036,175.615625,175.745625,i,I,sv,u-40-1
sw4720B-ms98-a-0036,175.745625,176.005625,think,I,sv,u-40-1
sw4720B-ms98-a-0036,176.005625,176.145625,it's,I,sv,u-40-1
sw4720B-ms98-a-0036,176.145625,176.355625,just,I,sv,u-40-1
sw4720B-ms98-a-0036,176.355625,176.425625,a,I,sv,u-40-1
sw4720B-ms98-a-0036,176.425625,176.815625,crying,I,sv,u-40-1
sw4720B-ms98-a-0036,176.815625,177.336000,shame,I,sv,u-40-1
sw4720B-ms98-a-0036,177.486625,177.836625,uh,I,sv,u-40-1
sw4720B-ms98-a-0036,178.277250,178.475625,for,B,+,u-42-1
sw4720B-ms98-a-0036,178.475625,178.515625,a,I,+,u-42-1
sw4720B-ms98-a-0036,178.515625,178.755625,mother,I,+,u-42-1
sw4720B-ms98-a-0036,178.755625,178.825625,to,I,+,u-42-1
sw4720B-ms98-a-0036,178.825625,178.955625,have,I,+,u-42-1
sw4720B-ms98-a-0036,178.955625,179.025625,to,I,+,u-42-1
sw4720B-ms98-a-0036,179.025625,179.085625,go,I,+,u-42-1
sw4720B-ms98-a-0036,179.085625,179.275625,back,I,+,u-42-1
sw4720B-ms98-a-0036,179.275625,179.365625,to,I,+,u-42-1
sw4720B-ms98-a-0036,179.365625,179.545625,work,I,+,u-42-1
sw4720B-ms98-a-0036,179.545625,179.665625,at,I,+,u-42-1
sw4720B-ms98-a-0036,179.665625,179.975625,six,I,+,u-42-1
sw4720B-ms98-a-0036,179.975625,180.355625,weeks,I,+,u-42-1
sw4720B-ms98-a-0037,181.258875,181.428875,she,B,sv,u-44-1
sw4720B-ms98-a-0037,181.428875,181.708875,isn't,I,sv,u-44-1
sw4720B-ms98-a-0037,181.708875,182.367250,recovered,I,sv,u-44-1
sw4720B-ms98-a-0037,182.367250,182.841500,[laughter],O,,
sw4720B-ms98-a-0037,183.410250,183.634750,and,B,sv,u-44-2
sw4720B-ms98-a-0037,183.634750,184.018875,uh,I,sv,u-44-2
sw4720B-ms98-a-0037,184.018875,184.168875,the,B,+,u-46-1
sw4720B-ms98-a-0037,184.168875,184.528875,infant,I,+,u-46-1
sw4720B-ms98-a-0037,184.528875,184.848875,needs,I,+,u-46-1
sw4720B-ms98-a-0037,184.848875,184.918875,her,I,+,u-46-1
sw4720B-ms98-a-0037,184.918875,185.558875,desperately,I,+,u-46-1
sw4720B-ms98-a-0037,185.558875,185.668875,at,B,+,u-48-1
sw4720B-ms98-a-0037,185.668875,185.848875,that,I,+,u-48-1
sw4720B-ms98-a-0037,185.848875,186.048875,point,I,+,u-48-1
sw4720B-ms98-a-0037,186.048875,186.138875,and,I,+,u-48-1
sw4720B-ms98-a-0037,186.138875,186.538875,time,I,+,u-48-1
sw4720B-ms98-a-0039,199.447125,199.895625,um-hum,B,b,u-50-1
sw4720B-ms98-a-0041,202.485500,202.827625,right,B,aa,u-52-1
sw4720B-ms98-a-0041,202.827625,202.974250,i,B,aa,u-52-2
sw4720B-ms98-a-0041,202.974250,203.358375,agree,I,aa,u-52-2
sw4720B-ms98-a-0043,211.316750,211.496750,oh,B,aa,u-54-1
sw4720B-ms98-a-0043,211.496750,211.926750,sure,I,aa,u-54-1
sw4720B-ms98-a-0043,211.926750,212.876750,especially,B,sv,u-56-1
sw4720B-ms98-a-0043,212.876750,212.976750,in,I,sv,u-56-1
sw4720B-ms98-a-0043,212.976750,213.126750,this,I,sv,u-56-1
sw4720B-ms98-a-0043,213.126750,213.276750,day,I,sv,u-56-1
sw4720B-ms98-a-0043,213.276750,213.386750,and,I,sv,u-56-1
sw4720B-ms98-a-0043,213.386750,213.751250,age,I,sv,u-56-1
sw4720B-ms98-a-0043,214.320000,214.566750,you,B,sv,u-58-1
sw4720B-ms98-a-0043,214.566750,214.706750,don't,I,sv,u-58-1
sw4720B-ms98-a-0043,214.706750,214.836750,want,I,sv,u-58-1
sw4720B-ms98-a-0043,214.836750,214.896750,to,I,sv,u-58-1
sw4720B-ms98-a-0043,214.896750,215.156750,start,I,sv,u-58-1
sw4720B-ms98-a-0043,215.156750,215.376750,over,I,sv,u-58-1
sw4720B-ms98-a-0043,215.376750,215.646750,again,I,sv,u-58-1
sw4720B-ms98-a-0043,215.646750,216.113500,anywhere,I,sv,u-58-1
sw4720B-ms98-a-0045,227.416000,227.756500,well,B,sv,u-60-1
sw4720B-ms98-a-0045,227.756500,227.875250,i,I,sv,u-60-1
sw4720B-ms98-a-0045,227.875250,228.086000,think,I,sv,u-60-1
sw4720B-ms98-a-0045,228.086000,228.256000,they're,I,sv,u-60-1
sw4720B-ms98-a-0045,228.256000,228.416000,at,I,sv,u-60-1
sw4720B-ms98-a-0045,228.416000,228.636000,they're,I,sv,u-60-1
sw4720B-ms98-a-0045,228.826000,229.256000,com[ing]-,I,sv,u-60-1
sw4720B-ms98-a-0045,229.256000,229.406000,they've,I,sv,u-60-1
sw4720B-ms98-a-0045,229.406000,229.606000,come,I,sv,u-60-1
sw4720B-ms98-a-0045,229.606000,229.666000,a,I,sv,u-60-1
sw4720B-ms98-a-0045,229.666000,230.016000,long,I,sv,u-60-1
sw4720B-ms98-a-0045,230.016000,230.478500,way,I,sv,u-60-1
sw4720B-ms98-a-0045,230.828750,231.226000,um,B,+,u-62-1
sw4720B-ms98-a-0045,231.226000,231.356000,at,I,+,u-62-1
sw4720B-ms98-a-0045,231.356000,231.606000,least,I,+,u-62-1
sw4720B-ms98-a-0045,231.606000,231.826000,some,I,+,u-62-1
sw4720B-ms98-a-0045,231.826000,232.406000,companies,I,+,u-62-1
sw4720B-ms98-a-0046,232.886625,233.146625,some,I,+,u-62-1
sw4720B-ms98-a-0046,233.146625,233.326625,of,I,+,u-62-1
sw4720B-ms98-a-0046,233.326625,233.646625,them_1,I,+,u-62-1
sw4720B-ms98-a-0046,233.646625,234.284500,uh,I,+,u-62-1
sw4720B-ms98-a-0046,234.510500,234.756625,my,I,+,u-62-1
sw4720B-ms98-a-0046,234.756625,235.196625,girlfriend,I,+,u-62-1
sw4720B-ms98-a-0046,235.196625,235.266625,in,I,+,u-62-1
sw4720B-ms98-a-0046,235.266625,235.806625,particular,I,+,u-62-1
sw4720B-ms98-a-0046,235.806625,235.916625,that,I,+,u-62-1
sw4720B-ms98-a-0046,235.916625,236.236625,works,I,+,u-62-1
sw4720B-ms98-a-0046,236.236625,236.501625,for,I,+,u-62-1
sw4720B-ms98-a-0046,236.501625,236.667375,a,I,+,u-62-1
sw4720B-ms98-a-0046,236.667375,237.096625,a,I,+,u-62-1
sw4720B-ms98-a-0046,237.096625,237.386625,rental,I,+,u-62-1
sw4720B-ms98-a-0046,237.386625,237.666625,car,I,+,u-62-1
sw4720B-ms98-a-0046,237.666625,238.215375,agency,I,+,u-62-1
sw4720B-ms98-a-0046,238.830625,239.241250,and,B,sv,u-62-2
sw4720B-ms98-a-0046,239.241250,239.648000,uh,I,sv,u-62-2
sw4720B-ms98-a-0046,239.648000,239.796625,as,I,sv,u-62-2
sw4720B-ms98-a-0046,239.796625,240.675375,manager,I,sv,u-62-2
sw4720B-ms98-a-0046,240.675375,241.005500,and,I,sv,u-62-2
sw4720B-ms98-a-0046,241.005500,241.301250,uh,I,sv,u-62-2
sw4720B-ms98-a-0046,241.818750,241.969375,uh,I,sv,u-62-2
sw4720B-ms98-a-0046,241.969375,242.076625,they,I,sv,u-62-2
sw4720B-ms98-a-0046,242.076625,242.316625,have,I,sv,u-62-2
sw4720B-ms98-a-0046,242.316625,242.476625,a,I,sv,u-62-2
sw4720B-ms98-a-0046,242.476625,242.776625,very,I,sv,u-62-2
sw4720B-ms98-a-0046,242.776625,243.146625,very,I,sv,u-62-2
sw4720B-ms98-a-0046,243.146625,243.446625,poor,I,sv,u-62-2
sw4720B-ms98-a-0046,243.446625,243.686625,leave,I,sv,u-62-2
sw4720B-ms98-a-0046,243.686625,244.263625,policy,I,sv,u-62-2
sw4720B-ms98-a-0047,245.430125,245.800125,and,B,sd,u-62-3
sw4720B-ms98-a-0047,245.800125,246.050125,uh,I,sd,u-62-3
sw4720B-ms98-a-0048,247.282000,247.382000,i,I,sd,u-62-3
sw4720B-ms98-a-0048,247.382000,247.612000,just,I,sd,u-62-3
sw4720B-ms98-a-0048,247.612000,247.822000,don't,I,sd,u-62-3
sw4720B-ms98-a-0048,247.822000,247.963000,know,I,sd,u-62-3
sw4720B-ms98-a-0048,247.963000,248.332125,how,I,sd,u-62-3
sw4720B-ms98-a-0048,248.332125,248.532000,how,I,sd,u-62-3
sw4720B-ms98-a-0048,248.532000,248.902000,women,I,sd,u-62-3
sw4720B-ms98-a-0048,248.902000,249.062000,do,I,sd,u-62-3
sw4720B-ms98-a-0048,249.062000,249.222000,it,I,sd,u-62-3
sw4720B-ms98-a-0048,249.222000,249.682000,particularly,B,sd,u-62-4
sw4720B-ms98-a-0048,249.682000,250.142000,single,I,sd,u-62-4
sw4720B-ms98-a-0048,250.142000,250.712000,parents,I,sd,u-62-4
sw4720B-ms98-a-0048,250.712000,250.852125,who,I,sd,u-62-4
sw4720B-ms98-a-0048,250.852125,251.085625,don't,I,sd,u-62-4
sw4720B-ms98-a-0048,251.085625,251.232000,have,I,sd,u-62-4
sw4720B-ms98-a-0048,251.232000,251.292000,the,I,sd,u-62-4
sw4720B-ms98-a-0048,251.292000,251.717250,support,I,sd,u-62-4
sw4720B-ms98-a-0048,251.717250,251.845250,at,I,sd,u-62-4
sw4720B-ms98-a-0048,251.845250,251.960750,the,I,sd,u-62-4
sw4720B-ms98-a-0048,251.960750,252.190500,other,I,sd,u-62-4
sw4720B-ms98-a-0048,252.190500,252.551000,end,I,sd,u-62-4
sw4720B-ms98-a-0049,253.739750,254.149750,uh,I,sd,u-62-4
sw4720B-ms98-a-0050,256.041000,256.321000,that's,B,aa,u-64-1
sw4720B-ms98-a-0050,256.321000,256.713625,right,I,aa,u-64-1
sw4720B-ms98-a-0050,257.037500,257.201000,that's,B,aa^r,u-64-2
sw4720B-ms98-a-0050,257.201000,257.661000,exactly,I,aa^r,u-64-2
sw4720B-ms98-a-0050,257.661000,257.991000,right,I,aa^r,u-64-2
sw4720B-ms98-a-0052,262.267000,262.657000,right,B,b,u-66-1
sw4720B-ms98-a-0054,267.293375,267.851500,um-hum,B,b,u-68-1
sw4720B-ms98-a-0056,271.670500,271.832625,but,O,,
sw4720B-ms98-a-0056,271.832625,271.951500,one,B,sd,u-72-1
sw4720B-ms98-a-0056,271.951500,272.021500,of,I,sd,u-72-1
sw4720B-ms98-a-0056,272.021500,272.081500,the,I,sd,u-72-1
sw4720B-ms98-a-0056,272.081500,272.541500,benefits,I,sd,u-72-1
sw4720B-ms98-a-0056,272.541500,272.681500,we,I,sd,u-72-1
sw4720B-ms98-a-0056,272.681500,272.831500,get,I,sd,u-72-1
sw4720B-ms98-a-0056,272.831500,272.901500,of,I,sd,u-72-1
sw4720B-ms98-a-0056,272.901500,273.161500,course,I,sd,u-72-1
sw4720B-ms98-a-0056,273.161500,273.271500,is,I,sd,u-72-1
sw4720B-ms98-a-0056,273.271500,273.848250,travel,I,sd,u-72-1
sw4720B-ms98-a-0056,273.848250,276.652875,[laughter],O,,
sw4720B-ms98-a-0057,277.569875,277.939875,[laughter],O,,
sw4720B-ms98-a-0057,277.939875,278.129875,it's,B,sd,u-74-1
sw4720B-ms98-a-0057,278.129875,278.806625,wonderful,I,sd,u-74-1
sw4720B-ms98-a-0057,278.806625,279.258625,[laughter],O,,
sw4720B-ms98-a-0057,279.258625,279.359875,the,B,sv,u-76-1
sw4720B-ms98-a-0057,279.359875,279.509875,only,I,sv,u-76-1
sw4720B-ms98-a-0057,279.509875,279.879875,trouble,I,sv,u-76-1
sw4720B-ms98-a-0057,279.879875,280.099875,is,I,sv,u-76-1
sw4720B-ms98-a-0057,280.099875,280.189875,that,I,sv,u-76-1
sw4720B-ms98-a-0057,280.189875,280.299875,you,I,sv,u-76-1
sw4720B-ms98-a-0057,280.299875,280.399875,can,I,sv,u-76-1
sw4720B-ms98-a-0057,280.399875,280.699875,afford,I,sv,u-76-1
sw4720B-ms98-a-0057,280.699875,280.769875,to,I,sv,u-76-1
sw4720B-ms98-a-0057,280.769875,280.899875,go,I,sv,u-76-1
sw4720B-ms98-a-0057,280.899875,281.209875,anywhere,I,sv,u-76-1
sw4720B-ms98-a-0057,281.209875,281.319875,but,B,sv,u-76-2
sw4720B-ms98-a-0057,281.319875,281.379875,you,I,sv,u-76-2
sw4720B-ms98-a-0057,281.379875,281.569875,can't,I,sv,u-76-2
sw4720B-ms98-a-0057,281.569875,281.829875,afford,I,sv,u-76-2
sw4720B-ms98-a-0057,281.829875,281.899875,to,I,sv,u-76-2
sw4720B-ms98-a-0057,281.899875,282.199875,stay,I,sv,u-76-2
sw4720B-ms98-a-0057,282.199875,282.389875,once,I,sv,u-76-2
sw4720B-ms98-a-0057,282.389875,282.459875,you,I,sv,u-76-2
sw4720B-ms98-a-0057,282.459875,282.669875,get,I,sv,u-76-2
sw4720B-ms98-a-0057,282.669875,283.023875,there,I,sv,u-76-2
sw4720B-ms98-a-0057,283.023875,284.024125,[laughter],O,,
sw4720B-ms98-a-0059,286.949375,287.329375,[laughter],O,,
sw4720B-ms98-a-0059,287.329375,287.578000,[laughter-that's],O,,
sw4720B-ms98-a-0059,287.578000,288.123500,[laughter-right],O,,
sw4720B-ms98-a-0059,288.689250,289.909375,[laughter],O,,
sw4720B-ms98-a-0059,289.909375,289.999375,you,B,sv,u-78-2
sw4720B-ms98-a-0059,289.999375,290.129375,have,I,sv,u-78-2
sw4720B-ms98-a-0059,290.129375,290.219375,to,I,sv,u-78-2
sw4720B-ms98-a-0059,290.219375,290.309375,have,I,sv,u-78-2
sw4720B-ms98-a-0059,290.309375,290.399375,an,I,sv,u-78-2
sw4720B-ms98-a-0059,290.399375,290.639375,awful,I,sv,u-78-2
sw4720B-ms98-a-0059,290.639375,290.779375,lot,I,sv,u-78-2
sw4720B-ms98-a-0059,290.779375,290.879375,of,I,sv,u-78-2
sw4720B-ms98-a-0059,290.879375,291.099375,fun,I,sv,u-78-2
sw4720B-ms98-a-0059,291.099375,291.319375,just,B,sv,u-78-3
sw4720B-ms98-a-0059,291.469375,291.759375,just,I,sv,u-78-3
sw4720B-ms98-a-0059,291.759375,292.039375,getting,I,sv,u-78-3
sw4720B-ms98-a-0059,292.039375,292.229375,there,I,sv,u-78-3
sw4720B-ms98-a-0059,292.229375,292.379375,is,I,sv,u-78-3
sw4720B-ms98-a-0059,292.379375,292.629375,has,I,sv,u-78-3
sw4720B-ms98-a-0059,292.629375,292.709375,to,I,sv,u-78-3
sw4720B-ms98-a-0059,292.709375,292.909375,be,I,sv,u-78-3
sw4720B-ms98-a-0059,292.909375,293.199375,half,I,sv,u-78-3
sw4720B-ms98-a-0059,293.199375,293.339375,the,I,sv,u-78-3
sw4720B-ms98-a-0059,293.339375,293.755500,fun,I,sv,u-78-3
sw4720B-ms98-a-0059,293.755500,294.412500,[laughter],O,,
