sw3025A-ms98-a-0002,1.733625,2.193625,okay,B,b^m,u-2-1
sw3025A-ms98-a-0007,16.226750,16.536750,guests,I,sd,u-4-3
sw3025A-ms98-a-0007,16.536750,16.646750,you,I,sd,u-4-3
sw3025A-ms98-a-0007,16.646750,16.746750,know,I,sd,u-4-3
sw3025A-ms98-a-0007,16.746750,17.236750,if,O,,
sw3025A-ms98-a-0007,17.556750,17.776750,if,O,,
sw3025A-ms98-a-0007,18.006750,18.046750,i,B,sd,u-4-4
sw3025A-ms98-a-0007,18.116750,18.366750,like,I,sd,u-4-4
sw3025A-ms98-a-0007,18.366750,18.456750,to,I,sd,u-4-4
sw3025A-ms98-a-0007,18.456750,18.846750,prepare,I,sd,u-4-4
sw3025A-ms98-a-0007,18.846750,19.276750,chicken,I,sd,u-4-4
sw3025A-ms98-a-0007,19.276750,19.426750,that,I,sd,u-4-4
sw3025A-ms98-a-0007,19.426750,19.636750,seems,I,sd,u-4-4
sw3025A-ms98-a-0007,19.636750,19.716750,to,I,sd,u-4-4
sw3025A-ms98-a-0007,19.716750,19.906750,plea[se]-,I,sd,u-4-4
sw3025A-ms98-a-0007,19.906750,20.316750,please,I,sd,u-4-4
sw3025A-ms98-a-0007,20.316750,20.836750,everybody,I,sd,u-4-4
sw3025A-ms98-a-0007,21.306750,21.846750,pasta,I,sd,u-4-4
sw3025A-ms98-a-0007,22.316750,22.426750,or,I,sd,u-4-4
sw3025A-ms98-a-0007,22.426750,22.466750,a,I,sd,u-4-4
sw3025A-ms98-a-0007,22.466750,23.086750,casserole,I,sd,u-4-4
sw3025A-ms98-a-0007,23.536750,23.596750,how,B,qo,u-6-1
sw3025A-ms98-a-0007,23.596750,23.796750,about,I,qo,u-6-1
sw3025A-ms98-a-0007,23.796750,24.026750,you,I,qo,u-6-1
sw3025A-ms98-a-0009,28.797250,29.157250,um,B,b,u-8-1
sw3025A-ms98-a-0011,34.744875,34.974875,uh,B,b,u-10-1
sw3025A-ms98-a-0013,44.506375,44.826375,um-hum,B,b,u-12-1
sw3025A-ms98-a-0013,44.896375,45.016375,well,B,sd,u-12-2
sw3025A-ms98-a-0013,45.016375,45.186375,that's,I,sd,u-12-2
sw3025A-ms98-a-0013,45.186375,45.456375,about,I,sd,u-12-2
sw3025A-ms98-a-0013,45.456375,45.526375,the,I,sd,u-12-2
sw3025A-ms98-a-0013,45.526375,45.716375,way,I,sd,u-12-2
sw3025A-ms98-a-0013,45.716375,45.816375,i,I,sd,u-12-2
sw3025A-ms98-a-0013,45.816375,46.146375,prepare,I,sd,u-12-2
sw3025A-ms98-a-0013,46.146375,46.416375,most,I,sd,u-12-2
sw3025A-ms98-a-0013,46.416375,46.766375,fish,I,sd,u-12-2
sw3025A-ms98-a-0014,47.578000,47.998000,uh,B,sd,u-14-1
sw3025A-ms98-a-0014,48.248000,48.318000,i,I,sd,u-14-1
sw3025A-ms98-a-0014,48.318000,48.548000,made,I,sd,u-14-1
sw3025A-ms98-a-0014,48.548000,49.068000,scallops,I,sd,u-14-1
sw3025A-ms98-a-0014,49.068000,49.168000,the,I,sd,u-14-1
sw3025A-ms98-a-0014,49.168000,49.318000,other,I,sd,u-14-1
sw3025A-ms98-a-0014,49.318000,49.538000,night,I,sd,u-14-1
sw3025A-ms98-a-0014,49.538000,49.678000,that,B,sd,u-14-2
sw3025A-ms98-a-0014,49.678000,49.838000,was,I,sd,u-14-2
sw3025A-ms98-a-0014,49.838000,50.498000,unusual,I,sd,u-14-2
sw3025A-ms98-a-0014,50.728000,51.108000,and,B,sd,u-14-3
sw3025A-ms98-a-0014,51.108000,51.328000,uh,I,sd,u-14-3
sw3025A-ms98-a-0015,52.940125,53.430125,basically,I,sd,u-14-3
sw3025A-ms98-a-0015,53.430125,53.600125,uh,I,sd,u-14-3
sw3025A-ms98-a-0015,53.640125,53.770125,i,I,sd,u-14-3
sw3025A-ms98-a-0015,53.770125,54.010125,found,I,sd,u-14-3
sw3025A-ms98-a-0015,54.010125,54.050125,a,I,sd,u-14-3
sw3025A-ms98-a-0015,54.050125,54.370125,recipe,I,sd,u-14-3
sw3025A-ms98-a-0015,54.370125,54.510125,to,I,sd,u-14-3
sw3025A-ms98-a-0015,54.590125,54.790125,to,I,sd,u-14-3
sw3025A-ms98-a-0015,54.830125,55.020125,make,I,sd,u-14-3
sw3025A-ms98-a-0015,55.020125,55.090125,it,I,sd,u-14-3
sw3025A-ms98-a-0015,55.090125,55.180125,in,I,sd,u-14-3
sw3025A-ms98-a-0015,55.180125,55.240125,the,I,sd,u-14-3
sw3025A-ms98-a-0015,55.240125,55.880125,microwave,I,sd,u-14-3
sw3025A-ms98-a-0016,56.649125,56.789125,and,B,sd,u-14-4
sw3025A-ms98-a-0016,56.789125,56.849125,you,I,sd,u-14-4
sw3025A-ms98-a-0016,56.849125,57.319125,sprinkled,I,sd,u-14-4
sw3025A-ms98-a-0016,57.319125,57.639125,the,I,sd,u-14-4
sw3025A-ms98-a-0016,58.339125,58.419125,you,I,sd,u-14-4
sw3025A-ms98-a-0016,58.589125,58.719125,you,I,sd,u-14-4
sw3025A-ms98-a-0016,58.719125,59.039125,swished,I,sd,u-14-4
sw3025A-ms98-a-0016,59.059125,59.309125,around,I,sd,u-14-4
sw3025A-ms98-a-0016,59.309125,59.339125,a,I,sd,u-14-4
sw3025A-ms98-a-0016,59.339125,59.499125,little,I,sd,u-14-4
sw3025A-ms98-a-0016,59.499125,59.869125,melted,I,sd,u-14-4
sw3025A-ms98-a-0016,59.869125,60.199125,butter,I,sd,u-14-4
sw3025A-ms98-a-0016,60.199125,60.399125,and,I,sd,u-14-4
sw3025A-ms98-a-0016,60.399125,60.659125,do,I,sd,u-14-4
sw3025A-ms98-a-0016,60.659125,60.819125,uh,I,sd,u-14-4
sw3025A-ms98-a-0017,61.995000,62.195000,oh,I,sd,u-14-4
sw3025A-ms98-a-0017,62.195000,62.235000,i,I,sd,u-14-4
sw3025A-ms98-a-0017,62.235000,62.295000,do,I,sd,u-14-4
sw3025A-ms98-a-0017,62.295000,62.395000,not,I,sd,u-14-4
sw3025A-ms98-a-0017,62.395000,62.465000,know,I,sd,u-14-4
sw3025A-ms98-a-0017,62.465000,62.835000,micro[wave]-,I,sd,u-14-4
sw3025A-ms98-a-0017,62.925000,63.425000,microwaved,I,sd,u-14-4
sw3025A-ms98-a-0017,63.425000,63.575000,them,I,sd,u-14-4
sw3025A-ms98-a-0017,63.575000,63.685000,for,I,sd,u-14-4
sw3025A-ms98-a-0017,63.685000,64.035000,about,I,sd,u-14-4
sw3025A-ms98-a-0018,65.141625,65.411625,nine,I,sd,u-14-4
sw3025A-ms98-a-0018,65.411625,66.041625,minutes,I,sd,u-14-4
sw3025A-ms98-a-0018,66.041625,66.241625,no,B,ar,u-14-5
sw3025A-ms98-a-0018,66.241625,66.401625,no,B,ar^r,u-14-6
sw3025A-ms98-a-0018,66.401625,67.181625,four,B,sd,u-14-7
sw3025A-ms98-a-0018,67.181625,67.391625,four,I,sd,u-14-7
sw3025A-ms98-a-0018,67.391625,67.481625,and,I,sd,u-14-7
sw3025A-ms98-a-0018,67.481625,67.511625,a,I,sd,u-14-7
sw3025A-ms98-a-0018,67.511625,67.701625,half,I,sd,u-14-7
sw3025A-ms98-a-0018,67.701625,67.951625,five,I,sd,u-14-7
sw3025A-ms98-a-0018,67.951625,68.761625,minutes,I,sd,u-14-7
sw3025A-ms98-a-0018,68.841625,69.011625,and,B,sd,u-14-8
sw3025A-ms98-a-0018,69.011625,69.071625,you,I,sd,u-14-8
sw3025A-ms98-a-0018,69.071625,69.201625,had,I,sd,u-14-8
sw3025A-ms98-a-0018,69.331625,69.411625,to,I,sd,u-14-8
sw3025A-ms98-a-0018,69.411625,69.571625,add,I,sd,u-14-8
sw3025A-ms98-a-0018,69.571625,70.031625,sesame,I,sd,u-14-8
sw3025A-ms98-a-0018,70.061625,70.511625,seeds,I,sd,u-14-8
sw3025A-ms98-a-0018,70.511625,70.641625,and,I,sd,u-14-8
sw3025A-ms98-a-0018,70.641625,70.791625,bread,I,sd,u-14-8
sw3025A-ms98-a-0018,70.791625,71.051625,crumbs,I,sd,u-14-8
sw3025A-ms98-a-0018,71.051625,71.141625,on,I,sd,u-14-8
sw3025A-ms98-a-0018,71.141625,71.391625,top,I,sd,u-14-8
sw3025A-ms98-a-0018,71.391625,71.591625,very,B,sd,u-14-9
sw3025A-ms98-a-0018,71.591625,72.221625,simple,I,sd,u-14-9
sw3025A-ms98-a-0018,72.221625,72.381625,but,I,sd,u-14-9
sw3025A-ms98-a-0018,72.381625,72.601625,very,I,sd,u-14-9
sw3025A-ms98-a-0018,72.601625,72.901625,nice,I,sd,u-14-9
sw3025A-ms98-a-0019,74.534250,74.804250,so,B,sd,u-14-10
sw3025A-ms98-a-0019,75.294250,75.364250,if,I,sd,u-14-10
sw3025A-ms98-a-0019,75.364250,75.424250,you,I,sd,u-14-10
sw3025A-ms98-a-0019,75.424250,75.484250,are,I,sd,u-14-10
sw3025A-ms98-a-0019,75.484250,75.684250,looking,I,sd,u-14-10
sw3025A-ms98-a-0019,75.684250,75.754250,for,I,sd,u-14-10
sw3025A-ms98-a-0019,75.754250,75.804250,a,I,sd,u-14-10
sw3025A-ms98-a-0019,75.804250,76.024250,fish,I,sd,u-14-10
sw3025A-ms98-a-0019,76.024250,76.464250,recipe,I,sd,u-14-10
sw3025A-ms98-a-0019,76.464250,76.634250,that,I,sd,u-14-10
sw3025A-ms98-a-0019,76.634250,76.774250,was,I,sd,u-14-10
sw3025A-ms98-a-0019,76.814250,77.224250,good,I,sd,u-14-10
sw3025A-ms98-a-0021,79.520000,79.910000,sesame,B,b^m,u-16-1
sw3025A-ms98-a-0021,79.910000,80.150000,seeds,I,b^m,u-16-1
sw3025A-ms98-a-0021,80.150000,80.240000,and,I,b^m,u-16-1
sw3025A-ms98-a-0021,80.240000,80.450000,bread,I,b^m,u-16-1
sw3025A-ms98-a-0021,80.450000,80.770000,crumbs,I,b^m,u-16-1
sw3025A-ms98-a-0022,81.838500,82.338500,and,B,sd,u-18-1
sw3025A-ms98-a-0022,82.338500,82.588500,uh,I,sd,u-18-1
sw3025A-ms98-a-0022,82.778500,82.838500,my,I,sd,u-18-1
sw3025A-ms98-a-0022,82.838500,83.128500,husband,I,sd,u-18-1
sw3025A-ms98-a-0022,83.128500,83.368500,liked,I,sd,u-18-1
sw3025A-ms98-a-0022,83.368500,83.438500,it,I,sd,u-18-1
sw3025A-ms98-a-0023,84.986375,85.446375,and,B,b,u-20-1
sw3025A-ms98-a-0023,85.446375,85.686375,uh,I,b,u-20-1
sw3025A-ms98-a-0023,86.196375,86.486375,no,I,b,u-20-1
sw3025A-ms98-a-0023,86.486375,86.946375,unfortunately,B,sv,u-20-2
sw3025A-ms98-a-0023,86.946375,87.316375,scallops,I,sv,u-20-2
sw3025A-ms98-a-0023,87.316375,87.376375,are,I,sv,u-20-2
sw3025A-ms98-a-0023,87.376375,87.516375,one,I,sv,u-20-2
sw3025A-ms98-a-0023,87.516375,87.576375,of,I,sv,u-20-2
sw3025A-ms98-a-0023,87.576375,87.636375,the,I,sv,u-20-2
sw3025A-ms98-a-0023,87.636375,87.816375,more,I,sv,u-20-2
sw3025A-ms98-a-0023,87.816375,88.346375,expensive,I,sv,u-20-2
sw3025A-ms98-a-0024,89.468000,89.748000,uh,I,sv,u-20-2
sw3025A-ms98-a-0024,89.748000,90.208000,fish,I,sv,u-20-2
sw3025A-ms98-a-0024,90.208000,90.578000,items,I,sv,u-20-2
sw3025A-ms98-a-0025,91.382250,91.622250,but,B,sd,u-22-1
sw3025A-ms98-a-0025,91.622250,91.702250,you,I,sd,u-22-1
sw3025A-ms98-a-0025,91.702250,91.772250,know,I,sd,u-22-1
sw3025A-ms98-a-0025,91.772250,91.842250,i,I,sd,u-22-1
sw3025A-ms98-a-0025,91.842250,92.032250,i,I,sd,u-22-1
sw3025A-ms98-a-0025,92.142250,92.352250,look,I,sd,u-22-1
sw3025A-ms98-a-0025,92.352250,92.462250,for,I,sd,u-22-1
sw3025A-ms98-a-0025,92.462250,92.602250,them,I,sd,u-22-1
sw3025A-ms98-a-0025,92.602250,92.662250,to,I,sd,u-22-1
sw3025A-ms98-a-0025,92.662250,92.792250,go,I,sd,u-22-1
sw3025A-ms98-a-0025,92.792250,92.942250,on,I,sd,u-22-1
sw3025A-ms98-a-0025,92.942250,93.252250,sale,I,sd,u-22-1
sw3025A-ms98-a-0025,93.252250,93.322250,at,I,sd,u-22-1
sw3025A-ms98-a-0025,93.322250,93.392250,the,I,sd,u-22-1
sw3025A-ms98-a-0025,93.392250,93.732250,grocery,I,sd,u-22-1
sw3025A-ms98-a-0025,93.732250,94.012250,store,I,sd,u-22-1
sw3025A-ms98-a-0027,96.195750,96.675750,uh,B,sd,u-22-2
sw3025A-ms98-a-0028,97.992500,98.272500,one,I,sd,u-22-2
sw3025A-ms98-a-0028,98.272500,98.342500,of,I,sd,u-22-2
sw3025A-ms98-a-0028,98.342500,98.412500,the,I,sd,u-22-2
sw3025A-ms98-a-0028,98.432500,98.672500,things,I,sd,u-22-2
sw3025A-ms98-a-0028,98.672500,99.022500,i,I,sd,u-22-2
sw3025A-ms98-a-0028,99.022500,99.252500,love,I,sd,u-22-2
sw3025A-ms98-a-0028,99.252500,99.352500,to,I,sd,u-22-2
sw3025A-ms98-a-0028,99.352500,99.702500,do,I,sd,u-22-2
sw3025A-ms98-a-0028,99.702500,99.862500,eat,I,sd,u-22-2
sw3025A-ms98-a-0028,99.862500,100.142500,out,I,sd,u-22-2
sw3025A-ms98-a-0028,100.142500,100.242500,how,B,qo,u-22-3
sw3025A-ms98-a-0028,100.242500,100.492500,about,I,qo,u-22-3
sw3025A-ms98-a-0028,100.492500,100.702500,you,I,qo,u-22-3
sw3025A-ms98-a-0030,103.196875,103.266875,do,B,qy,u-24-1
sw3025A-ms98-a-0030,103.266875,103.356875,you,I,qy,u-24-1
sw3025A-ms98-a-0030,103.356875,103.516875,have,I,qy,u-24-1
sw3025A-ms98-a-0030,103.516875,103.676875,any,I,qy,u-24-1
sw3025A-ms98-a-0030,103.676875,104.066875,particular,I,qy,u-24-1
sw3025A-ms98-a-0030,104.066875,104.436875,places,I,qy,u-24-1
sw3025A-ms98-a-0030,104.436875,104.546875,you,I,qy,u-24-1
sw3025A-ms98-a-0030,104.546875,104.746875,like,I,qy,u-24-1
sw3025A-ms98-a-0030,104.746875,105.016875,going,I,qy,u-24-1
sw3025A-ms98-a-0032,110.326125,110.656125,uh-huh,B,b,u-26-1
sw3025A-ms98-a-0034,113.881500,114.121500,yes,B,b,u-28-1
sw3025A-ms98-a-0034,114.121500,114.291500,i've,O,,
sw3025A-ms98-a-0034,114.291500,114.501500,been,B,sd,u-28-2
sw3025A-ms98-a-0034,114.501500,114.691500,there,I,sd,u-28-2
sw3025A-ms98-a-0035,116.429625,116.729625,and,B,sd,u-30-1
sw3025A-ms98-a-0035,116.729625,116.969625,uh,I,sd,u-30-1
sw3025A-ms98-a-0035,117.269625,117.299625,i,I,sd,u-30-1
sw3025A-ms98-a-0035,117.299625,117.439625,kind,I,sd,u-30-1
sw3025A-ms98-a-0035,117.439625,117.559625,of,I,sd,u-30-1
sw3025A-ms98-a-0035,117.559625,117.759625,kind,I,sd,u-30-1
sw3025A-ms98-a-0035,117.759625,117.819625,of,I,sd,u-30-1
sw3025A-ms98-a-0035,117.819625,117.969625,like,I,sd,u-30-1
sw3025A-ms98-a-0035,117.969625,118.029625,the,I,sd,u-30-1
sw3025A-ms98-a-0035,118.029625,118.299625,black,I,sd,u-30-1
sw3025A-ms98-a-0035,118.299625,118.519625,eyed,I,sd,u-30-1
sw3025A-ms98-a-0035,118.519625,118.759625,pea,I,sd,u-30-1
sw3025A-ms98-a-0035,118.759625,118.939625,but,B,sd,u-30-2
sw3025A-ms98-a-0035,118.939625,118.979625,i,I,sd,u-30-2
sw3025A-ms98-a-0035,118.979625,119.179625,don't,I,sd,u-30-2
sw3025A-ms98-a-0035,119.179625,119.299625,think,I,sd,u-30-2
sw3025A-ms98-a-0035,119.299625,119.409625,it's,I,sd,u-30-2
sw3025A-ms98-a-0035,119.409625,119.469625,a,I,sd,u-30-2
sw3025A-ms98-a-0035,119.469625,119.909625,chain,I,sd,u-30-2
sw3025A-ms98-a-0037,126.038875,126.308875,oh,B,b,u-32-1
sw3025A-ms98-a-0039,137.845375,138.155375,oh,B,b,u-34-1
sw3025A-ms98-a-0040,139.210000,139.530000,yeah,I,b,u-34-1
sw3025A-ms98-a-0042,141.775750,141.985750,yeah,B,b,u-36-1
sw3025A-ms98-a-0042,141.985750,142.185750,i-,O,,
sw3025A-ms98-a-0042,142.295750,142.465750,i,B,sv,u-36-2
sw3025A-ms98-a-0042,142.735750,142.855750,i,I,sv,u-36-2
sw3025A-ms98-a-0042,142.855750,143.075750,don't,I,sv,u-36-2
sw3025A-ms98-a-0042,143.075750,143.255750,feel,I,sv,u-36-2
sw3025A-ms98-a-0042,143.255750,143.415750,like,I,sv,u-36-2
sw3025A-ms98-a-0042,143.415750,143.495750,they,I,sv,u-36-2
sw3025A-ms98-a-0042,143.495750,143.555750,are,I,sv,u-36-2
sw3025A-ms98-a-0042,143.555750,143.745750,very,I,sv,u-36-2
sw3025A-ms98-a-0042,143.825750,144.195750,healthy,I,sv,u-36-2
sw3025A-ms98-a-0042,144.635750,144.725750,and,B,sv,u-36-3
sw3025A-ms98-a-0042,144.725750,144.765750,i,I,sv,u-36-3
sw3025A-ms98-a-0042,144.765750,144.975750,always,I,sv,u-36-3
sw3025A-ms98-a-0042,144.975750,145.235750,feel,B,+,u-38-1
sw3025A-ms98-a-0042,145.235750,145.435750,like,I,+,u-38-1
sw3025A-ms98-a-0042,145.435750,145.515750,the,I,+,u-38-1
sw3025A-ms98-a-0042,145.515750,145.715750,home,I,+,u-38-1
sw3025A-ms98-a-0042,145.715750,146.045750,cooking,I,+,u-38-1
sw3025A-ms98-a-0042,146.045750,146.475750,places,I,+,u-38-1
sw3025A-ms98-a-0042,146.475750,146.655750,are,I,+,u-38-1
sw3025A-ms98-a-0042,146.655750,146.905750,are,I,+,u-38-1
sw3025A-ms98-a-0042,146.975750,147.055750,the,I,+,u-38-1
sw3025A-ms98-a-0042,147.055750,147.505750,healthiest,I,+,u-38-1
sw3025A-ms98-a-0042,147.505750,147.775750,meals,I,+,u-38-1
sw3025A-ms98-a-0042,148.195750,148.335750,even,O,,
sw3025A-ms98-a-0042,148.335750,148.405750,though,O,,
sw3025A-ms98-a-0042,148.405750,148.495750,i,B,sd,u-38-2
sw3025A-ms98-a-0042,148.495750,148.695750,tend,I,sd,u-38-2
sw3025A-ms98-a-0042,148.695750,148.765750,to,I,sd,u-38-2
sw3025A-ms98-a-0042,148.765750,148.905750,have,I,sd,u-38-2
sw3025A-ms98-a-0042,148.905750,149.165750,chicken,I,sd,u-38-2
sw3025A-ms98-a-0042,149.165750,149.415750,fried,I,sd,u-38-2
sw3025A-ms98-a-0042,149.415750,149.665750,steak,I,sd,u-38-2
sw3025A-ms98-a-0042,149.665750,149.785750,when,I,sd,u-38-2
sw3025A-ms98-a-0042,149.785750,149.835750,i,I,sd,u-38-2
sw3025A-ms98-a-0042,149.835750,149.975750,[laughter-go],O,,
sw3025A-ms98-a-0042,150.235750,150.415750,[laughter-go],O,,
sw3025A-ms98-a-0042,150.415750,150.505750,[laughter-to],O,,
sw3025A-ms98-a-0042,150.595750,150.755750,[laughter-them],O,,
sw3025A-ms98-a-0044,156.205250,156.375250,oh,B,qw,u-40-1
sw3025A-ms98-a-0044,156.375250,156.485250,how,I,qw,u-40-1
sw3025A-ms98-a-0044,156.485250,156.685250,was,I,qw,u-40-1
sw3025A-ms98-a-0044,156.685250,156.835250,it,I,qw,u-40-1
sw3025A-ms98-a-0046,158.934625,159.354625,um,B,b,u-42-1
sw3025A-ms98-a-0048,169.109625,169.469625,um-hum,B,b,u-44-1
sw3025A-ms98-a-0050,171.284375,171.684375,yeah,B,b,u-46-1
sw3025A-ms98-a-0050,172.174375,172.224375,i,B,sd,u-48-1
sw3025A-ms98-a-0050,172.224375,172.274375,i,I,sd,u-48-1
sw3025A-ms98-a-0050,172.514375,172.784375,tend,I,sd,u-48-1
sw3025A-ms98-a-0050,172.784375,173.144375,to,I,sd,u-48-1
sw3025A-ms98-a-0050,173.144375,173.244375,uh,I,sd,u-48-1
sw3025A-ms98-a-0050,173.634375,173.674375,i,I,sd,u-48-1
sw3025A-ms98-a-0050,173.674375,173.864375,get,I,sd,u-48-1
sw3025A-ms98-a-0050,173.864375,174.124375,teased,I,sd,u-48-1
sw3025A-ms98-a-0050,174.124375,174.234375,by,I,sd,u-48-1
sw3025A-ms98-a-0050,174.234375,174.384375,my,I,sd,u-48-1
sw3025A-ms98-a-0050,174.384375,174.834375,family,I,sd,u-48-1
sw3025A-ms98-a-0050,174.834375,174.894375,a,I,sd,u-48-1
sw3025A-ms98-a-0050,174.894375,175.104375,lot,I,sd,u-48-1
sw3025A-ms98-a-0050,175.104375,175.604375,because,I,sd,u-48-1
sw3025A-ms98-a-0050,175.604375,175.734375,uh,I,sd,u-48-1
sw3025A-ms98-a-0050,176.374375,176.444375,i,I,sd,u-48-1
sw3025A-ms98-a-0050,176.444375,176.654375,like,I,sd,u-48-1
sw3025A-ms98-a-0050,176.654375,177.494375,experimenting,I,sd,u-48-1
sw3025A-ms98-a-0050,177.494375,177.774375,on,I,sd,u-48-1
sw3025A-ms98-a-0051,179.194250,179.414250,on,I,sd,u-48-1
sw3025A-ms98-a-0051,179.414250,179.884250,food,I,sd,u-48-1
sw3025A-ms98-a-0051,179.884250,180.154250,and,B,sd,u-48-2
sw3025A-ms98-a-0051,180.154250,180.484250,sometimes,I,sd,u-48-2
sw3025A-ms98-a-0051,180.484250,180.584250,i,I,sd,u-48-2
sw3025A-ms98-a-0051,180.584250,180.824250,go,I,sd,u-48-2
sw3025A-ms98-a-0051,180.824250,181.114250,for,I,sd,u-48-2
sw3025A-ms98-a-0051,181.824250,182.034250,ex[otic]-,I,sd,u-48-2
sw3025A-ms98-a-0051,182.334250,182.664250,fairly,I,sd,u-48-2
sw3025A-ms98-a-0051,182.664250,183.154250,exotic,I,sd,u-48-2
sw3025A-ms98-a-0052,184.220625,184.610625,things,I,sd,u-48-2
sw3025A-ms98-a-0052,184.610625,184.870625,and,B,sd,u-48-3
sw3025A-ms98-a-0052,184.870625,184.960625,and,I,sd,u-48-3
sw3025A-ms98-a-0052,184.960625,185.060625,my,I,sd,u-48-3
sw3025A-ms98-a-0052,185.060625,185.390625,father,I,sd,u-48-3
sw3025A-ms98-a-0052,185.390625,185.760625,teases,I,sd,u-48-3
sw3025A-ms98-a-0052,185.760625,185.950625,me,I,sd,u-48-3
sw3025A-ms98-a-0052,185.950625,186.290625,about,I,sd,u-48-3
sw3025A-ms98-a-0052,186.290625,186.650625,gourmet,I,sd,u-48-3
sw3025A-ms98-a-0052,186.650625,187.200625,cooking,I,sd,u-48-3
sw3025A-ms98-a-0053,187.430000,187.890000,which,B,+,u-50-1
sw3025A-ms98-a-0053,188.090000,188.220000,is,I,+,u-50-1
sw3025A-ms98-a-0053,188.220000,188.420000,not,I,+,u-50-1
sw3025A-ms98-a-0053,188.420000,188.750000,always,I,+,u-50-1
sw3025A-ms98-a-0053,188.750000,189.040000,true,I,+,u-50-1
sw3025A-ms98-a-0053,189.040000,189.240000,but,B,sv,u-50-2
sw3025A-ms98-a-0053,189.340000,189.920000,[laughter],I,sv,u-50-2
sw3025A-ms98-a-0053,189.920000,190.130000,and,I,sv,u-50-2
sw3025A-ms98-a-0053,190.130000,190.300000,the,I,sv,u-50-2
sw3025A-ms98-a-0053,190.300000,190.500000,thing,I,sv,u-50-2
sw3025A-ms98-a-0053,190.500000,190.700000,about,I,sv,u-50-2
sw3025A-ms98-a-0053,190.700000,191.280000,experimenting,I,sv,u-50-2
sw3025A-ms98-a-0053,191.280000,191.430000,with,I,sv,u-50-2
sw3025A-ms98-a-0053,191.430000,191.760000,cooking,I,sv,u-50-2
sw3025A-ms98-a-0053,191.760000,191.870000,or,I,sv,u-50-2
sw3025A-ms98-a-0053,191.870000,192.170000,anything,I,sv,u-50-2
sw3025A-ms98-a-0053,192.170000,192.400000,else,I,sv,u-50-2
sw3025A-ms98-a-0053,192.400000,192.510000,is,I,sv,u-50-2
sw3025A-ms98-a-0053,192.510000,192.650000,that,I,sv,u-50-2
sw3025A-ms98-a-0053,192.650000,192.820000,some,I,sv,u-50-2
sw3025A-ms98-a-0053,192.820000,192.890000,of,I,sv,u-50-2
sw3025A-ms98-a-0053,192.890000,192.950000,the,I,sv,u-50-2
sw3025A-ms98-a-0053,192.950000,193.540000,experiments,I,sv,u-50-2
sw3025A-ms98-a-0053,193.540000,193.940000,fail,I,sv,u-50-2
sw3025A-ms98-a-0055,196.747625,196.997625,uh,B,sd,u-52-1
sw3025A-ms98-a-0055,196.997625,197.257625,last,I,sd,u-52-1
sw3025A-ms98-a-0055,197.257625,197.387625,time,I,sd,u-52-1
