sw3015B-ms98-a-0002,13.207625,13.567625,right,B,b,u-2-1
sw3015B-ms98-a-0006,49.628500,49.808500,a,I,sv,u-4-4
sw3015B-ms98-a-0006,50.488500,50.923750,um,I,sv,u-4-4
sw3015B-ms98-a-0006,51.668500,52.370875,national,I,sv,u-4-4
sw3015B-ms98-a-0006,53.140375,54.018500,insurance,I,sv,u-4-4
sw3015B-ms98-a-0006,54.198500,54.548875,uh,I,sv,u-4-4
sw3015B-ms98-a-0006,55.268250,55.458500,sort,I,sv,u-4-4
sw3015B-ms98-a-0006,55.458500,55.518500,of,I,sv,u-4-4
sw3015B-ms98-a-0006,55.518500,56.308500,clearinghouse,I,sv,u-4-4
sw3015B-ms98-a-0006,56.308500,56.428500,or,I,sv,u-4-4
sw3015B-ms98-a-0006,56.428500,56.888500,whatever,I,sv,u-4-4
sw3015B-ms98-a-0006,56.888500,56.918500,i,B,sv,u-4-5
sw3015B-ms98-a-0006,56.918500,57.878500,think,I,sv,u-4-5
sw3015B-ms98-a-0006,57.878500,58.138500,that,I,sv,u-4-5
sw3015B-ms98-a-0006,58.138500,58.518500,uh,I,sv,u-4-5
sw3015B-ms98-a-0007,60.153500,60.313500,too,I,sv,u-4-5
sw3015B-ms98-a-0007,60.313500,60.782000,many,I,sv,u-4-5
sw3015B-ms98-a-0007,61.276125,61.385375,the,B,sv,u-4-6
sw3015B-ms98-a-0007,61.385375,61.725750,problem,I,sv,u-4-6
sw3015B-ms98-a-0007,61.725750,61.993500,with,I,sv,u-4-6
sw3015B-ms98-a-0007,61.993500,62.293500,with,I,sv,u-4-6
sw3015B-ms98-a-0007,62.293500,62.493500,right,I,sv,u-4-6
sw3015B-ms98-a-0007,62.493500,62.863500,now,I,sv,u-4-6
sw3015B-ms98-a-0007,62.863500,63.121375,is,I,sv,u-4-6
sw3015B-ms98-a-0007,63.241875,63.820500,[vocalized-noise],I,sv,u-4-6
sw3015B-ms98-a-0007,63.820500,63.984250,that,I,sv,u-4-6
sw3015B-ms98-a-0007,63.984250,64.353375,we've,I,sv,u-4-6
sw3015B-ms98-a-0007,64.353375,64.523500,got,I,sv,u-4-6
sw3015B-ms98-a-0007,64.523500,64.623500,too,I,sv,u-4-6
sw3015B-ms98-a-0007,64.623500,64.823500,many,I,sv,u-4-6
sw3015B-ms98-a-0007,64.823500,65.153500,different,I,sv,u-4-6
sw3015B-ms98-a-0007,65.153500,65.413500,health,I,sv,u-4-6
sw3015B-ms98-a-0007,65.413500,66.203500,insurances,I,sv,u-4-6
sw3015B-ms98-a-0007,66.203500,66.313500,that,I,sv,u-4-6
sw3015B-ms98-a-0007,66.313500,66.633500,people,I,sv,u-4-6
sw3015B-ms98-a-0007,66.633500,66.723500,have,I,sv,u-4-6
sw3015B-ms98-a-0007,66.723500,66.853500,to,I,sv,u-4-6
sw3015B-ms98-a-0007,66.853500,67.053500,go,I,sv,u-4-6
sw3015B-ms98-a-0007,67.053500,67.473500,through,I,sv,u-4-6
sw3015B-ms98-a-0007,67.473500,67.798875,and,B,sd,u-4-7
sw3015B-ms98-a-0007,68.495750,68.588625,and,I,sd,u-4-7
sw3015B-ms98-a-0007,68.588625,68.667750,i,I,sd,u-4-7
sw3015B-ms98-a-0007,68.667750,68.923500,think,I,sd,u-4-7
sw3015B-ms98-a-0007,68.923500,69.124875,that,I,sd,u-4-7
sw3015B-ms98-a-0007,69.252875,69.393500,i,I,sd,u-4-7
sw3015B-ms98-a-0007,69.393500,69.623500,think,I,sd,u-4-7
sw3015B-ms98-a-0007,69.723500,69.913500,you,I,sd,u-4-7
sw3015B-ms98-a-0007,69.913500,70.003500,you,I,sd,u-4-7
sw3015B-ms98-a-0007,70.003500,70.323500,mentioned,I,sd,u-4-7
sw3015B-ms98-a-0007,70.323500,70.703500,Canada,I,sd,u-4-7
sw3015B-ms98-a-0007,70.703500,70.789250,i,B,sd,u-4-8
sw3015B-ms98-a-0007,70.789250,70.988875,think,I,sd,u-4-8
sw3015B-ms98-a-0007,70.988875,71.113500,that,I,sd,u-4-8
sw3015B-ms98-a-0007,71.113500,71.273500,they,I,sd,u-4-8
sw3015B-ms98-a-0007,71.273500,71.453500,have,I,sd,u-4-8
sw3015B-ms98-a-0007,71.453500,71.513500,a,I,sd,u-4-8
sw3015B-ms98-a-0007,71.513500,72.003500,system,I,sd,u-4-8
sw3015B-ms98-a-0007,72.003500,72.343500,where,I,sd,u-4-8
sw3015B-ms98-a-0007,72.343500,72.733500,uh,I,sd,u-4-8
sw3015B-ms98-a-0008,74.139500,74.139500,they,I,sd,u-4-8
sw3015B-ms98-a-0008,74.324500,74.460125,the,I,sd,u-4-8
sw3015B-ms98-a-0008,74.460125,75.026500,government,I,sd,u-4-8
sw3015B-ms98-a-0009,76.626500,77.065125,deals,I,sd,u-4-8
sw3015B-ms98-a-0009,77.065125,77.274750,with,I,sd,u-4-8
sw3015B-ms98-a-0009,77.274750,77.691875,the,I,sd,u-4-8
sw3015B-ms98-a-0009,77.691875,78.036000,with,I,sd,u-4-8
sw3015B-ms98-a-0009,78.235625,78.267000,i,B,sd,u-4-9
sw3015B-ms98-a-0009,78.267000,78.582375,mean,I,sd,u-4-9
sw3015B-ms98-a-0009,78.582375,78.808375,you,I,sd,u-4-9
sw3015B-ms98-a-0009,78.808375,79.038750,you,I,sd,u-4-9
sw3015B-ms98-a-0009,79.038750,79.238750,go,I,sd,u-4-9
sw3015B-ms98-a-0009,79.238750,79.368750,to,I,sd,u-4-9
sw3015B-ms98-a-0009,79.368750,79.678750,whoever,I,sd,u-4-9
sw3015B-ms98-a-0009,79.678750,79.818750,you,I,sd,u-4-9
sw3015B-ms98-a-0009,79.818750,80.278750,want,I,sd,u-4-9
sw3015B-ms98-a-0009,80.278750,80.448750,but,I,sd,u-4-9
sw3015B-ms98-a-0009,80.448750,80.918750,file,I,sd,u-4-9
sw3015B-ms98-a-0009,80.918750,81.227500,through,I,sd,u-4-9
sw3015B-ms98-a-0009,81.227500,81.604125,one,I,sd,u-4-9
sw3015B-ms98-a-0009,81.866125,82.298750,one's,I,sd,u-4-9
sw3015B-ms98-a-0009,82.448750,83.068750,particular,I,sd,u-4-9
sw3015B-ms98-a-0009,83.478750,83.849000,uh,B,+,u-6-1
sw3015B-ms98-a-0009,84.154000,84.818750,setup,I,+,u-6-1
sw3015B-ms98-a-0009,84.818750,85.198750,and,B,sd,u-6-2
sw3015B-ms98-a-0009,85.298750,85.518750,that,I,sd,u-6-2
sw3015B-ms98-a-0009,85.518750,85.868750,way,I,sd,u-6-2
sw3015B-ms98-a-0011,87.763875,88.213875,they,I,sd,u-6-2
sw3015B-ms98-a-0011,88.213875,88.633625,they,I,sd,u-6-2
sw3015B-ms98-a-0011,88.633625,88.806875,are,I,sd,u-6-2
sw3015B-ms98-a-0011,88.806875,89.103875,able,I,sd,u-6-2
sw3015B-ms98-a-0011,89.103875,89.273875,to,I,sd,u-6-2
sw3015B-ms98-a-0011,89.273875,89.813875,reduce,I,sd,u-6-2
sw3015B-ms98-a-0011,89.813875,90.403875,prices,I,sd,u-6-2
sw3015B-ms98-a-0011,90.403875,90.733875,because,I,sd,u-6-2
sw3015B-ms98-a-0011,90.733875,90.933875,they've,I,sd,u-6-2
sw3015B-ms98-a-0011,90.933875,91.033875,you,I,sd,u-6-2
sw3015B-ms98-a-0011,91.033875,91.163875,know,I,sd,u-6-2
sw3015B-ms98-a-0011,91.163875,91.413875,it's,I,sd,u-6-2
sw3015B-ms98-a-0011,91.413875,91.583875,it's,I,sd,u-6-2
sw3015B-ms98-a-0011,91.583875,91.813875,all,I,sd,u-6-2
sw3015B-ms98-a-0011,91.813875,92.219000,one,I,sd,u-6-2
sw3015B-ms98-a-0011,92.509000,92.643875,one,I,sd,u-6-2
sw3015B-ms98-a-0011,92.643875,93.403875,centralized,I,sd,u-6-2
sw3015B-ms98-a-0011,93.403875,93.893875,thing,I,sd,u-6-2
sw3015B-ms98-a-0013,109.830000,110.210000,um-hum,B,b,u-10-1
sw3015B-ms98-a-0015,112.335875,112.699625,right,B,aa,u-12-1
sw3015B-ms98-a-0015,113.332375,113.806250,uh,B,sd,u-12-2
sw3015B-ms98-a-0015,114.263625,114.564875,i,I,sd,u-12-2
sw3015B-ms98-a-0015,114.564875,114.667500,i,I,sd,u-12-2
sw3015B-ms98-a-0015,114.667500,114.776750,was,I,sd,u-12-2
sw3015B-ms98-a-0015,114.776750,115.165875,listening,I,sd,u-12-2
sw3015B-ms98-a-0015,115.165875,115.425875,uh,I,sd,u-12-2
sw3015B-ms98-a-0015,115.425875,115.535875,on,I,sd,u-12-2
sw3015B-ms98-a-0015,115.535875,115.615875,the,I,sd,u-12-2
sw3015B-ms98-a-0015,115.615875,115.985875,radio,I,sd,u-12-2
sw3015B-ms98-a-0015,115.985875,116.145875,the,I,sd,u-12-2
sw3015B-ms98-a-0015,116.145875,116.285875,other,I,sd,u-12-2
sw3015B-ms98-a-0015,116.285875,116.645875,day,I,sd,u-12-2
sw3015B-ms98-a-0015,116.645875,116.792625,and,B,sd,u-12-3
sw3015B-ms98-a-0015,116.792625,116.879250,they,I,sd,u-12-3
sw3015B-ms98-a-0015,116.879250,117.022375,were,I,sd,u-12-3
sw3015B-ms98-a-0015,117.022375,117.634750,talking,I,sd,u-12-3
sw3015B-ms98-a-0016,117.936375,118.089625,s[omething]-,I,sd,u-12-3
sw3015B-ms98-a-0016,118.089625,118.413250,s[omething]-,I,sd,u-12-3
sw3015B-ms98-a-0016,118.413250,118.683750,something,I,sd,u-12-3
sw3015B-ms98-a-0016,118.683750,119.037500,like,I,sd,u-12-3
sw3015B-ms98-a-0016,119.037500,119.357500,this,I,sd,u-12-3
sw3015B-ms98-a-0016,119.357500,119.427500,i,B,sd,u-12-4
sw3015B-ms98-a-0016,119.427500,119.657500,think,I,sd,u-12-4
sw3015B-ms98-a-0016,119.657500,119.727500,they,I,sd,u-12-4
sw3015B-ms98-a-0016,119.727500,119.807500,were,I,sd,u-12-4
sw3015B-ms98-a-0016,119.807500,120.197500,talking,I,sd,u-12-4
sw3015B-ms98-a-0016,120.197500,120.477500,about,I,sd,u-12-4
sw3015B-ms98-a-0016,120.477500,120.537500,the,I,sd,u-12-4
sw3015B-ms98-a-0016,120.537500,120.907500,fact,I,sd,u-12-4
sw3015B-ms98-a-0016,120.907500,121.227500,that,I,sd,u-12-4
sw3015B-ms98-a-0016,121.747500,122.287500,um,I,sd,u-12-4
sw3015B-ms98-a-0016,122.467500,122.547500,the,I,sd,u-12-4
sw3015B-ms98-a-0016,122.547500,122.867500,money,I,sd,u-12-4
sw3015B-ms98-a-0016,122.867500,123.007500,that,I,sd,u-12-4
sw3015B-ms98-a-0016,123.007500,123.157500,could,I,sd,u-12-4
sw3015B-ms98-a-0016,123.157500,123.287500,be,I,sd,u-12-4
sw3015B-ms98-a-0016,123.287500,124.147500,saved,I,sd,u-12-4
sw3015B-ms98-a-0017,124.574500,124.998250,um,I,sd,u-12-4
sw3015B-ms98-a-0017,125.339750,125.449750,in,I,sd,u-12-4
sw3015B-ms98-a-0017,125.449750,126.139750,administrative,I,sd,u-12-4
sw3015B-ms98-a-0017,126.139750,126.629750,costs,I,sd,u-12-4
sw3015B-ms98-a-0017,126.629750,126.759750,and,I,sd,u-12-4
sw3015B-ms98-a-0017,126.759750,126.949750,so,I,sd,u-12-4
sw3015B-ms98-a-0017,126.949750,127.422875,forth,I,sd,u-12-4
sw3015B-ms98-a-0017,127.582750,128.689750,nationwide,I,sd,u-12-4
sw3015B-ms98-a-0017,128.689750,128.891125,by,I,sd,u-12-4
sw3015B-ms98-a-0017,128.891125,129.708375,consolidating,I,sd,u-12-4
sw3015B-ms98-a-0017,129.708375,130.182125,into,I,sd,u-12-4
sw3015B-ms98-a-0017,130.702000,130.906500,sort,I,sd,u-12-4
sw3015B-ms98-a-0017,130.906500,130.959250,of,I,sd,u-12-4
sw3015B-ms98-a-0017,130.959250,131.029750,a,I,sd,u-12-4
sw3015B-ms98-a-0017,131.029750,131.851250,national,I,sd,u-12-4
sw3015B-ms98-a-0017,132.028250,132.640000,insurance,I,sd,u-12-4
sw3015B-ms98-a-0017,132.640000,133.367500,provider,I,sd,u-12-4
sw3015B-ms98-a-0017,134.009750,134.476125,um,I,sd,u-12-4
sw3015B-ms98-a-0017,134.476125,134.792250,could,I,sd,u-12-4
sw3015B-ms98-a-0017,134.792250,135.173250,uh,I,sd,u-12-4
sw3015B-ms98-a-0017,136.019625,136.326875,could,I,sd,u-12-4
sw3015B-ms98-a-0018,137.688750,137.873875,they,B,sv,u-12-5
sw3015B-ms98-a-0018,137.873875,138.241625,could,I,sv,u-12-5
sw3015B-ms98-a-0018,138.241625,138.241625,make,I,sv,u-12-5
sw3015B-ms98-a-0018,138.241625,138.419500,they,I,sv,u-12-5
sw3015B-ms98-a-0018,138.419500,138.571500,could,I,sv,u-12-5
sw3015B-ms98-a-0018,138.725875,138.951625,it,I,sv,u-12-5
sw3015B-ms98-a-0018,138.951625,138.991625,i-,I,sv,u-12-5
sw3015B-ms98-a-0018,138.991625,139.061625,i-,I,sv,u-12-5
sw3015B-ms98-a-0018,139.061625,139.641625,provide,I,sv,u-12-5
sw3015B-ms98-a-0018,139.641625,139.891625,health,I,sv,u-12-5
sw3015B-ms98-a-0018,139.891625,140.440375,insurance,I,sv,u-12-5
sw3015B-ms98-a-0018,140.440375,140.796000,to,I,sv,u-12-5
sw3015B-ms98-a-0018,140.950125,141.071625,to,I,sv,u-12-5
sw3015B-ms98-a-0018,141.071625,141.391625,people,I,sv,u-12-5
sw3015B-ms98-a-0018,141.391625,141.531625,who,I,sv,u-12-5
sw3015B-ms98-a-0018,141.531625,141.841625,couldn't,I,sv,u-12-5
sw3015B-ms98-a-0018,141.841625,142.211625,afford,I,sv,u-12-5
sw3015B-ms98-a-0018,142.211625,142.361625,it,I,sv,u-12-5
sw3015B-ms98-a-0018,142.361625,142.541625,just,I,sv,u-12-5
sw3015B-ms98-a-0018,142.541625,142.641625,by,I,sv,u-12-5
sw3015B-ms98-a-0018,142.641625,142.711625,the,I,sv,u-12-5
sw3015B-ms98-a-0018,142.711625,142.951625,money,I,sv,u-12-5
sw3015B-ms98-a-0018,142.951625,143.071625,they,I,sv,u-12-5
sw3015B-ms98-a-0018,143.071625,143.221625,would,I,sv,u-12-5
sw3015B-ms98-a-0018,143.221625,143.733250,save,I,sv,u-12-5
sw3015B-ms98-a-0020,160.863250,161.283250,right,B,b,u-16-1
sw3015B-ms98-a-0022,167.878375,168.258375,right,B,b,u-20-1
sw3015B-ms98-a-0024,178.382625,178.552625,yeah,B,b,u-26-1
sw3015B-ms98-a-0024,178.552625,179.172625,HMO,O,,
sw3015B-ms98-a-0026,193.314750,193.724750,yeah,B,aa,u-30-1
sw3015B-ms98-a-0026,193.724750,193.884750,is,O,,
sw3015B-ms98-a-0026,193.884750,194.165375,they're,B,sv,u-30-2
sw3015B-ms98-a-0026,194.724750,194.844750,they're,I,sv,u-30-2
sw3015B-ms98-a-0026,194.844750,195.184750,fairly,I,sv,u-30-2
sw3015B-ms98-a-0026,195.184750,195.674750,expensive,I,sv,u-30-2
sw3015B-ms98-a-0026,195.674750,195.814750,i,B,sd,u-30-3
sw3015B-ms98-a-0026,195.814750,196.214750,i,I,sd,u-30-3
sw3015B-ms98-a-0026,196.214750,196.594750,um,I,sd,u-30-3
sw3015B-ms98-a-0027,197.370500,197.988250,i,I,sd,u-30-3
sw3015B-ms98-a-0027,198.187875,198.760500,had,I,sd,u-30-3
sw3015B-ms98-a-0027,198.760500,198.910500,was,I,sd,u-30-3
sw3015B-ms98-a-0027,198.910500,199.160500,on,I,sd,u-30-3
sw3015B-ms98-a-0027,199.160500,199.240500,an,I,sd,u-30-3
sw3015B-ms98-a-0027,199.240500,199.950500,HMO,I,sd,u-30-3
sw3015B-ms98-a-0027,199.950500,200.330500,up,I,sd,u-30-3
sw3015B-ms98-a-0027,200.330500,200.650500,until,I,sd,u-30-3
sw3015B-ms98-a-0027,200.650500,201.080500,last,I,sd,u-30-3
sw3015B-ms98-a-0027,201.080500,201.367125,year,I,sd,u-30-3
sw3015B-ms98-a-0027,202.090250,202.470500,and,B,+,u-32-1
sw3015B-ms98-a-0027,202.470500,202.790500,uh,I,+,u-32-1
sw3015B-ms98-a-0027,202.790500,202.940500,thr[ough]-,I,+,u-32-1
sw3015B-ms98-a-0027,202.940500,203.260500,through,I,+,u-32-1
sw3015B-ms98-a-0027,203.260500,203.807000,work,I,+,u-32-1
sw3015B-ms98-a-0027,204.059375,204.440500,and,B,%,u-32-2
sw3015B-ms98-a-0027,204.440500,204.660500,it,I,%,u-32-2
sw3015B-ms98-a-0027,204.660500,205.060500,was,I,%,u-32-2
sw3015B-ms98-a-0029,206.881750,207.061750,i,B,sd,u-32-3
sw3015B-ms98-a-0029,207.061750,207.291750,forget,I,sd,u-32-3
sw3015B-ms98-a-0029,207.291750,207.391750,how,I,sd,u-32-3
sw3015B-ms98-a-0029,207.391750,207.581750,much,I,sd,u-32-3
sw3015B-ms98-a-0029,207.581750,207.661750,i,I,sd,u-32-3
sw3015B-ms98-a-0029,207.661750,207.991750,paid,I,sd,u-32-3
sw3015B-ms98-a-0029,207.991750,208.041750,a,I,sd,u-32-3
sw3015B-ms98-a-0029,208.041750,208.381750,month,I,sd,u-32-3
sw3015B-ms98-a-0029,208.381750,208.491750,but,B,sd,u-32-4
sw3015B-ms98-a-0029,208.491750,208.571750,it,I,sd,u-32-4
sw3015B-ms98-a-0029,208.571750,208.691750,was,I,sd,u-32-4
sw3015B-ms98-a-0029,208.691750,209.131750,much,I,sd,u-32-4
sw3015B-ms98-a-0029,209.131750,209.231750,you,I,sd,u-32-4
sw3015B-ms98-a-0029,209.231750,209.371750,know,I,sd,u-32-4
sw3015B-ms98-a-0029,209.371750,209.626625,is,I,sd,u-32-4
sw3015B-ms98-a-0029,210.278250,210.438375,at,I,sd,u-32-4
sw3015B-ms98-a-0029,210.438375,210.871750,least,I,sd,u-32-4
sw3015B-ms98-a-0029,211.121750,211.551750,twice,I,sd,u-32-4
sw3015B-ms98-a-0029,211.551750,211.671750,if,I,sd,u-32-4
sw3015B-ms98-a-0029,211.671750,211.841750,not,I,sd,u-32-4
sw3015B-ms98-a-0029,211.841750,212.237875,more,I,sd,u-32-4
sw3015B-ms98-a-0029,212.479000,213.291750,expensive,I,sd,u-32-4
sw3015B-ms98-a-0029,213.291750,213.611750,than,I,sd,u-32-4
sw3015B-ms98-a-0029,214.111750,214.221750,the,I,sd,u-32-4
sw3015B-ms98-a-0029,214.221750,214.551750,regular,I,sd,u-32-4
sw3015B-ms98-a-0029,214.551750,214.781750,health,I,sd,u-32-4
sw3015B-ms98-a-0029,214.781750,215.111250,care,I,sd,u-32-4
sw3015B-ms98-a-0030,215.740000,216.160000,and,B,sd,u-34-1
sw3015B-ms98-a-0030,216.160000,216.500000,uh,I,sd,u-34-1
sw3015B-ms98-a-0030,216.500000,216.640000,the,I,sd,u-34-1
sw3015B-ms98-a-0030,216.640000,216.870875,reason,I,sd,u-34-1
sw3015B-ms98-a-0030,216.870875,217.151375,i,I,sd,u-34-1
sw3015B-ms98-a-0030,217.151375,217.366125,i,I,sd,u-34-1
sw3015B-ms98-a-0030,217.366125,217.730000,quite,I,sd,u-34-1
sw3015B-ms98-a-0030,217.730000,218.420000,was,I,sd,u-34-1
sw3015B-ms98-a-0030,218.420000,218.810000,because,I,sd,u-34-1
sw3015B-ms98-a-0030,218.810000,219.040000,of,I,sd,u-34-1
sw3015B-ms98-a-0030,219.040000,219.312750,uh,I,sd,u-34-1
sw3015B-ms98-a-0030,219.520000,219.760000,not,I,sd,u-34-1
sw3015B-ms98-a-0030,219.760000,220.040000,because,I,sd,u-34-1
sw3015B-ms98-a-0030,220.040000,220.110000,i,I,sd,u-34-1
sw3015B-ms98-a-0030,220.110000,220.420000,didn't,I,sd,u-34-1
sw3015B-ms98-a-0030,220.420000,220.708875,like,I,sd,u-34-1
sw3015B-ms98-a-0030,220.708875,220.882125,it,I,sd,u-34-1
sw3015B-ms98-a-0030,220.882125,221.130000,i,B,sd,u-34-2
sw3015B-ms98-a-0030,221.130000,221.260000,i,I,sd,u-34-2
sw3015B-ms98-a-0030,221.260000,221.490000,really,I,sd,u-34-2
sw3015B-ms98-a-0030,221.490000,221.710000,kind,I,sd,u-34-2
sw3015B-ms98-a-0030,221.710000,221.810000,of,I,sd,u-34-2
sw3015B-ms98-a-0030,221.810000,222.240000,did,I,sd,u-34-2
sw3015B-ms98-a-0031,222.759875,223.189875,uh,B,sd,u-34-3
sw3015B-ms98-a-0031,223.189875,223.459875,the,I,sd,u-34-3
sw3015B-ms98-a-0031,223.459875,223.689875,reason,I,sd,u-34-3
sw3015B-ms98-a-0031,223.689875,223.769875,i,I,sd,u-34-3
sw3015B-ms98-a-0031,223.769875,224.089875,quite,I,sd,u-34-3
sw3015B-ms98-a-0031,224.089875,224.309875,was,I,sd,u-34-3
sw3015B-ms98-a-0031,224.309875,224.539875,just,I,sd,u-34-3
sw3015B-ms98-a-0031,224.539875,224.869875,because,I,sd,u-34-3
sw3015B-ms98-a-0031,224.869875,225.069875,the,I,sd,u-34-3
sw3015B-ms98-a-0031,225.069875,225.258750,the,I,sd,u-34-3
sw3015B-ms98-a-0031,225.258750,225.829375,doctor,I,sd,u-34-3
sw3015B-ms98-a-0031,225.829375,225.980000,a,I,sd,u-34-3
sw3015B-ms98-a-0031,225.980000,226.099875,a,I,sd,u-34-3
sw3015B-ms98-a-0031,226.099875,226.369875,certain,I,sd,u-34-3
sw3015B-ms98-a-0031,226.369875,226.800375,doctor,I,sd,u-34-3
sw3015B-ms98-a-0031,226.800375,227.099250,that,I,sd,u-34-3
sw3015B-ms98-a-0031,227.099250,227.369875,we,I,sd,u-34-3
sw3015B-ms98-a-0031,227.369875,227.539875,en[joyed]-,I,sd,u-34-3
sw3015B-ms98-a-0032,227.643125,228.114125,enjoyed,I,sd,u-34-3
sw3015B-ms98-a-0032,228.114125,228.404125,going,I,sd,u-34-3
sw3015B-ms98-a-0032,228.404125,228.704125,to,I,sd,u-34-3
sw3015B-ms98-a-0032,228.704125,228.864125,was,I,sd,u-34-3
sw3015B-ms98-a-0032,228.864125,228.964125,no,I,sd,u-34-3
sw3015B-ms98-a-0032,228.964125,229.314125,longer,I,sd,u-34-3
sw3015B-ms98-a-0032,229.314125,229.904125,associated,I,sd,u-34-3
sw3015B-ms98-a-0032,229.904125,230.054125,with,I,sd,u-34-3
sw3015B-ms98-a-0032,230.054125,230.194125,that,I,sd,u-34-3
sw3015B-ms98-a-0032,230.194125,230.855375,HMO,O,,
sw3015B-ms98-a-0032,230.855375,231.234000,so,B,sd,u-34-4
sw3015B-ms98-a-0032,231.801250,232.351000,we,I,sd,u-34-4
sw3015B-ms98-a-0032,232.351000,232.471625,my,I,sd,u-34-4
sw3015B-ms98-a-0032,232.471625,232.754125,wife,I,sd,u-34-4
sw3015B-ms98-a-0032,232.754125,233.264125,decided,I,sd,u-34-4
sw3015B-ms98-a-0032,233.264125,233.434125,she,I,sd,u-34-4
sw3015B-ms98-a-0032,233.434125,233.734125,wanted,I,sd,u-34-4
sw3015B-ms98-a-0032,233.734125,233.958375,to,I,sd,u-34-4
sw3015B-ms98-a-0032,234.116500,234.194125,to,I,sd,u-34-4
sw3015B-ms98-a-0032,234.194125,234.384125,stay,I,sd,u-34-4
sw3015B-ms98-a-0032,234.384125,234.524125,with,I,sd,u-34-4
sw3015B-ms98-a-0032,234.524125,234.734125,that,I,sd,u-34-4
sw3015B-ms98-a-0032,234.734125,235.234125,doctor,I,sd,u-34-4
sw3015B-ms98-a-0032,235.234125,235.634125,so,B,sd,u-36-1
sw3015B-ms98-a-0032,236.144125,236.224125,we,I,sd,u-36-1
sw3015B-ms98-a-0032,236.224125,236.444125,went,I,sd,u-36-1
sw3015B-ms98-a-0032,236.444125,236.564125,to,I,sd,u-36-1
sw3015B-ms98-a-0032,236.564125,236.694625,the,I,sd,u-36-1
sw3015B-ms98-a-0032,236.826500,236.934125,to,I,sd,u-36-1
sw3015B-ms98-a-0032,236.934125,237.164125,the,I,sd,u-36-1
sw3015B-ms98-a-0033,237.821000,237.881000,the,I,sd,u-36-1
sw3015B-ms98-a-0033,237.881000,238.341000,medical,I,sd,u-36-1
sw3015B-ms98-a-0033,238.341000,238.841000,insurance,I,sd,u-36-1
sw3015B-ms98-a-0033,238.841000,238.941000,that,I,sd,u-36-1
sw3015B-ms98-a-0033,238.941000,239.071000,we,I,sd,u-36-1
sw3015B-ms98-a-0033,239.071000,239.411000,have,I,sd,u-36-1
sw3015B-ms98-a-0033,239.411000,239.501000,at,I,sd,u-36-1
