sw3487B-ms98-a-0003,5.055875,5.504125,right,B,b,u-2-1
sw3487B-ms98-a-0012,44.569500,44.861875,me,I,sd,u-10-1
sw3487B-ms98-a-0012,45.257375,45.829500,um,B,sv,u-10-2
sw3487B-ms98-a-0012,46.063125,46.705750,again,I,sv,u-10-2
sw3487B-ms98-a-0012,46.705750,46.995000,w[hat]-,I,sv,u-10-2
sw3487B-ms98-a-0012,46.995000,47.149375,w[hat]-,I,sv,u-10-2
sw3487B-ms98-a-0012,47.149375,47.431375,what,I,sv,u-10-2
sw3487B-ms98-a-0012,47.514125,48.059500,um,I,sv,u-10-2
sw3487B-ms98-a-0012,48.059500,48.299500,how,I,sv,u-10-2
sw3487B-ms98-a-0012,48.299500,48.849500,serious,I,sv,u-10-2
sw3487B-ms98-a-0012,48.849500,48.929500,a,I,sv,u-10-2
sw3487B-ms98-a-0012,48.929500,49.329500,person,I,sv,u-10-2
sw3487B-ms98-a-0012,49.329500,49.488875,is,I,sv,u-10-2
sw3487B-ms98-a-0012,49.488875,49.939500,according,I,sv,u-10-2
sw3487B-ms98-a-0012,49.939500,50.249500,to,I,sv,u-10-2
sw3487B-ms98-a-0012,50.249500,50.492375,uh,I,sv,u-10-2
sw3487B-ms98-a-0012,50.986250,51.554125,um,I,sv,u-10-2
sw3487B-ms98-a-0013,52.706625,52.810125,you,I,sv,u-10-2
sw3487B-ms98-a-0013,52.810125,52.980125,know,I,sv,u-10-2
sw3487B-ms98-a-0013,52.980125,53.165375,what,I,sv,u-10-2
sw3487B-ms98-a-0013,53.293375,53.610125,what,I,sv,u-10-2
sw3487B-ms98-a-0013,53.610125,53.780125,they,I,sv,u-10-2
sw3487B-ms98-a-0013,53.780125,54.010125,want,I,sv,u-10-2
sw3487B-ms98-a-0013,54.010125,54.080125,to,I,sv,u-10-2
sw3487B-ms98-a-0013,54.080125,54.210125,get,I,sv,u-10-2
sw3487B-ms98-a-0013,54.210125,54.360125,out,I,sv,u-10-2
sw3487B-ms98-a-0013,54.360125,54.420125,of,I,sv,u-10-2
sw3487B-ms98-a-0013,54.420125,54.900125,school,I,sv,u-10-2
sw3487B-ms98-a-0013,54.900125,55.122250,and,I,sv,u-10-2
sw3487B-ms98-a-0013,55.566750,56.103125,um,I,sv,u-10-2
sw3487B-ms98-a-0014,57.093750,57.219250,i,I,sv,u-10-2
sw3487B-ms98-a-0014,57.219250,57.396250,guess,I,sv,u-10-2
sw3487B-ms98-a-0014,57.396250,57.506250,i'd,I,sv,u-10-2
sw3487B-ms98-a-0014,57.506250,57.736250,have,I,sv,u-10-2
sw3487B-ms98-a-0014,57.736250,57.996250,to,I,sv,u-10-2
sw3487B-ms98-a-0014,57.996250,58.555750,consider,I,sv,u-10-2
sw3487B-ms98-a-0014,59.045375,59.276250,how,I,sv,u-10-2
sw3487B-ms98-a-0014,59.276250,59.706250,expensive,I,sv,u-10-2
sw3487B-ms98-a-0014,59.706250,59.786250,the,I,sv,u-10-2
sw3487B-ms98-a-0014,59.786250,60.346250,college,I,sv,u-10-2
sw3487B-ms98-a-0014,60.346250,60.664375,is,I,sv,u-10-2
sw3487B-ms98-a-0014,60.664375,60.792375,and,I,sv,u-10-2
sw3487B-ms98-a-0014,60.792375,60.976250,how,I,sv,u-10-2
sw3487B-ms98-a-0014,60.976250,61.276250,close,I,sv,u-10-2
sw3487B-ms98-a-0014,61.276250,61.406250,to,I,sv,u-10-2
sw3487B-ms98-a-0014,61.406250,61.746250,home,I,sv,u-10-2
sw3487B-ms98-a-0014,61.746250,61.886250,if,I,sv,u-10-2
sw3487B-ms98-a-0014,61.886250,62.026250,they,I,sv,u-10-2
sw3487B-ms98-a-0014,62.026250,62.196250,could,I,sv,u-10-2
sw3487B-ms98-a-0014,62.196250,62.566250,handle,I,sv,u-10-2
sw3487B-ms98-a-0014,62.566250,62.919500,being,I,sv,u-10-2
sw3487B-ms98-a-0014,63.375250,63.666250,away,I,sv,u-10-2
sw3487B-ms98-a-0014,63.666250,63.806250,for,I,sv,u-10-2
sw3487B-ms98-a-0014,63.806250,64.016250,real,I,sv,u-10-2
sw3487B-ms98-a-0014,64.016250,64.206250,long,I,sv,u-10-2
sw3487B-ms98-a-0014,64.206250,64.516250,periods,I,sv,u-10-2
sw3487B-ms98-a-0014,64.516250,64.576250,of,I,sv,u-10-2
sw3487B-ms98-a-0014,64.576250,64.916250,time,I,sv,u-10-2
sw3487B-ms98-a-0014,64.916250,64.976250,or,I,sv,u-10-2
sw3487B-ms98-a-0014,64.976250,65.086250,if,I,sv,u-10-2
sw3487B-ms98-a-0014,65.086250,65.196250,they,I,sv,u-10-2
sw3487B-ms98-a-0014,65.196250,65.406250,need,I,sv,u-10-2
sw3487B-ms98-a-0014,65.406250,65.506250,to,I,sv,u-10-2
sw3487B-ms98-a-0014,65.506250,65.760125,be,I,sv,u-10-2
sw3487B-ms98-a-0014,66.366500,66.696250,somewhere,I,sv,u-10-2
sw3487B-ms98-a-0014,66.696250,66.826250,where,I,sv,u-10-2
sw3487B-ms98-a-0014,66.826250,66.956250,they,I,sv,u-10-2
sw3487B-ms98-a-0014,66.956250,67.248750,can,I,sv,u-10-2
sw3487B-ms98-a-0014,67.504875,67.846250,drive,I,sv,u-10-2
sw3487B-ms98-a-0014,67.846250,68.096250,home,I,sv,u-10-2
sw3487B-ms98-a-0014,68.096250,68.186250,when,I,sv,u-10-2
sw3487B-ms98-a-0014,68.186250,68.296250,they,I,sv,u-10-2
sw3487B-ms98-a-0014,68.296250,68.576250,needed,I,sv,u-10-2
sw3487B-ms98-a-0014,68.576250,68.686250,to,I,sv,u-10-2
sw3487B-ms98-a-0014,68.686250,68.856250,get,I,sv,u-10-2
sw3487B-ms98-a-0014,68.856250,69.326250,home,I,sv,u-10-2
sw3487B-ms98-a-0015,70.076250,70.614000,um,B,^h,u-10-3
sw3487B-ms98-a-0016,71.395375,71.578000,let's,I,^h,u-10-3
sw3487B-ms98-a-0016,71.578000,72.065500,see,I,^h,u-10-3
sw3487B-ms98-a-0017,73.114875,73.523000,uh,I,^h,u-10-3
sw3487B-ms98-a-0017,73.523000,73.661000,now,B,qw^t,u-10-4
sw3487B-ms98-a-0017,73.661000,73.781000,what,I,qw^t,u-10-4
sw3487B-ms98-a-0017,73.781000,73.931000,was,I,qw^t,u-10-4
sw3487B-ms98-a-0017,73.931000,73.991000,the,I,qw^t,u-10-4
sw3487B-ms98-a-0017,73.991000,74.411000,question,I,qw^t,u-10-4
sw3487B-ms98-a-0017,74.411000,74.683000,what,B,qw^t,u-10-5
sw3487B-ms98-a-0017,74.683000,74.991000,what's,I,qw^t,u-10-5
sw3487B-ms98-a-0017,74.991000,75.051000,the,I,qw^t,u-10-5
sw3487B-ms98-a-0017,75.051000,75.761000,criteria,I,qw^t,u-10-5
sw3487B-ms98-a-0017,75.761000,75.911000,for,I,qw^t,u-10-5
sw3487B-ms98-a-0017,75.911000,76.271000,picking,I,qw^t,u-10-5
sw3487B-ms98-a-0017,76.271000,76.331000,a,I,qw^t,u-10-5
sw3487B-ms98-a-0017,76.331000,76.963750,college,I,qw^t,u-10-5
sw3487B-ms98-a-0018,77.969125,78.172625,what,B,b^m,u-12-1
sw3487B-ms98-a-0018,78.172625,78.754875,advice,I,b^m,u-12-1
sw3487B-ms98-a-0018,79.199500,79.429250,oh,B,bk,u-14-1
sw3487B-ms98-a-0018,79.429250,79.937125,okay,I,bk,u-14-1
sw3487B-ms98-a-0018,80.387625,80.858375,um,I,bk,u-14-1
sw3487B-ms98-a-0020,89.254125,89.825500,yes,B,aa,u-16-1
sw3487B-ms98-a-0022,95.685125,96.204000,yes,B,aa,u-18-1
sw3487B-ms98-a-0022,96.633375,96.767500,and,B,sv,u-18-2
sw3487B-ms98-a-0022,96.767500,97.389500,also,I,sv,u-18-2
sw3487B-ms98-a-0022,97.389500,97.997625,um,I,sv,u-18-2
sw3487B-ms98-a-0022,98.317750,98.812000,depending,I,sv,u-18-2
sw3487B-ms98-a-0022,98.812000,99.037500,on,I,sv,u-18-2
sw3487B-ms98-a-0022,99.037500,99.538250,how,I,sv,u-18-2
sw3487B-ms98-a-0022,99.538250,99.951000,um,I,sv,u-18-2
sw3487B-ms98-a-0022,100.410500,100.908125,uh,I,sv,u-18-2
sw3487B-ms98-a-0022,100.908125,101.531375,[vocalized-noise],I,sv,u-18-2
sw3487B-ms98-a-0022,101.531375,102.117500,adjustable,I,sv,u-18-2
sw3487B-ms98-a-0022,102.117500,102.277500,your,I,sv,u-18-2
sw3487B-ms98-a-0022,102.277500,102.707500,child,I,sv,u-18-2
sw3487B-ms98-a-0022,102.707500,102.817500,would,I,sv,u-18-2
sw3487B-ms98-a-0022,102.817500,103.087500,be,I,sv,u-18-2
sw3487B-ms98-a-0022,103.087500,103.367500,or,I,sv,u-18-2
sw3487B-ms98-a-0022,103.367500,103.467500,or,I,sv,u-18-2
sw3487B-ms98-a-0022,103.467500,104.077500,flexible,I,sv,u-18-2
sw3487B-ms98-a-0022,104.077500,104.177500,i,I,sv,u-18-2
sw3487B-ms98-a-0022,104.177500,104.447500,guess,I,sv,u-18-2
sw3487B-ms98-a-0022,104.447500,104.507500,it,I,sv,u-18-2
sw3487B-ms98-a-0022,104.507500,104.667500,would,I,sv,u-18-2
sw3487B-ms98-a-0022,104.667500,104.957500,be,I,sv,u-18-2
sw3487B-ms98-a-0022,104.957500,105.254000,um,I,sv,u-18-2
sw3487B-ms98-a-0023,106.313500,106.716125,if,B,sv,u-18-3
sw3487B-ms98-a-0023,106.998500,107.189000,if,I,sv,u-18-3
sw3487B-ms98-a-0023,107.189000,107.349000,they,I,sv,u-18-3
sw3487B-ms98-a-0023,107.349000,107.649000,chose,I,sv,u-18-3
sw3487B-ms98-a-0023,107.649000,107.719875,a,I,sv,u-18-3
sw3487B-ms98-a-0023,107.719875,108.179375,college,I,sv,u-18-3
sw3487B-ms98-a-0023,108.179375,108.289000,in,I,sv,u-18-3
sw3487B-ms98-a-0023,108.289000,108.359000,a,I,sv,u-18-3
sw3487B-ms98-a-0023,108.359000,108.769000,different,I,sv,u-18-3
sw3487B-ms98-a-0023,108.769000,109.029000,part,I,sv,u-18-3
sw3487B-ms98-a-0023,109.029000,109.119000,of,I,sv,u-18-3
sw3487B-ms98-a-0023,109.119000,109.199000,the,I,sv,u-18-3
sw3487B-ms98-a-0023,109.199000,109.921375,country,I,sv,u-18-3
sw3487B-ms98-a-0023,110.404250,110.869000,that,I,sv,u-18-3
sw3487B-ms98-a-0023,110.869000,111.200625,maybe,I,sv,u-18-3
sw3487B-ms98-a-0023,111.200625,111.305875,the,I,sv,u-18-3
sw3487B-ms98-a-0023,111.626000,111.839000,they,I,sv,u-18-3
sw3487B-ms98-a-0023,111.839000,112.009875,were,I,sv,u-18-3
sw3487B-ms98-a-0023,112.009875,112.369000,unused,I,sv,u-18-3
sw3487B-ms98-a-0023,112.369000,112.499000,to,I,sv,u-18-3
sw3487B-ms98-a-0023,112.499000,112.671875,their,I,sv,u-18-3
sw3487B-ms98-a-0024,113.372375,113.562750,the,I,sv,u-18-3
sw3487B-ms98-a-0024,113.562750,113.646875,the,I,sv,u-18-3
sw3487B-ms98-a-0024,113.646875,113.856875,way,I,sv,u-18-3
sw3487B-ms98-a-0024,113.856875,113.996875,they,I,sv,u-18-3
sw3487B-ms98-a-0024,113.996875,114.236875,run,I,sv,u-18-3
sw3487B-ms98-a-0024,114.236875,114.626875,things,I,sv,u-18-3
sw3487B-ms98-a-0024,114.626875,114.722000,i,B,sv,u-18-4
sw3487B-ms98-a-0024,114.722000,115.104875,mean,I,sv,u-18-4
sw3487B-ms98-a-0024,115.195375,115.371750,the,I,sv,u-18-4
sw3487B-ms98-a-0024,115.774500,115.857375,the,I,sv,u-18-4
sw3487B-ms98-a-0024,115.857375,116.176875,northern,I,sv,u-18-4
sw3487B-ms98-a-0024,116.176875,116.706875,colleges,I,sv,u-18-4
sw3487B-ms98-a-0024,116.706875,116.776875,are,I,sv,u-18-4
sw3487B-ms98-a-0024,116.776875,117.026875,very,I,sv,u-18-4
sw3487B-ms98-a-0024,117.026875,117.376875,different,I,sv,u-18-4
sw3487B-ms98-a-0024,117.376875,117.486875,than,I,sv,u-18-4
sw3487B-ms98-a-0024,117.486875,117.556875,the,I,sv,u-18-4
sw3487B-ms98-a-0024,117.556875,117.906875,southern,I,sv,u-18-4
sw3487B-ms98-a-0024,117.906875,118.476875,colleges,I,sv,u-18-4
sw3487B-ms98-a-0024,118.476875,118.556875,i,I,sv,u-18-4
sw3487B-ms98-a-0024,118.556875,118.966875,think,I,sv,u-18-4
sw3487B-ms98-a-0024,118.966875,119.026875,the,B,sv,u-18-5
sw3487B-ms98-a-0024,119.026875,119.366875,people,I,sv,u-18-5
sw3487B-ms98-a-0024,119.366875,119.466875,are,I,sv,u-18-5
sw3487B-ms98-a-0024,119.466875,120.066875,different,I,sv,u-18-5
sw3487B-ms98-a-0024,120.066875,120.496875,and,B,sv,u-18-6
sw3487B-ms98-a-0024,120.496875,120.789375,uh,I,sv,u-18-6
sw3487B-ms98-a-0025,121.235125,121.312375,you,I,sv,u-18-6
sw3487B-ms98-a-0025,121.312375,121.482375,have,I,sv,u-18-6
sw3487B-ms98-a-0025,121.482375,121.562375,to,I,sv,u-18-6
sw3487B-ms98-a-0025,121.562375,121.672375,be,I,sv,u-18-6
sw3487B-ms98-a-0025,121.672375,121.962375,more,I,sv,u-18-6
sw3487B-ms98-a-0025,121.962375,122.662375,flexible,I,sv,u-18-6
sw3487B-ms98-a-0025,122.662375,122.812375,and,I,sv,u-18-6
sw3487B-ms98-a-0025,122.812375,123.032375,more,I,sv,u-18-6
sw3487B-ms98-a-0025,123.032375,123.432375,willing,I,sv,u-18-6
sw3487B-ms98-a-0025,123.432375,123.742375,to,I,sv,u-18-6
sw3487B-ms98-a-0025,123.742375,124.119250,um,I,sv,u-18-6
sw3487B-ms98-a-0025,124.657875,125.214500,um,I,sv,u-18-6
sw3487B-ms98-a-0025,125.214500,125.792375,adjust,I,sv,u-18-6
sw3487B-ms98-a-0025,125.792375,126.072375,to,I,sv,u-18-6
sw3487B-ms98-a-0025,126.072375,126.292375,other,I,sv,u-18-6
sw3487B-ms98-a-0025,126.292375,127.041625,people's,I,sv,u-18-6
sw3487B-ms98-a-0025,127.383625,128.452375,mannerisms,I,sv,u-18-6
sw3487B-ms98-a-0025,128.452375,128.962375,and,I,sv,u-18-6
sw3487B-ms98-a-0025,128.962375,129.662375,customs,I,sv,u-18-6
sw3487B-ms98-a-0025,129.662375,129.967000,or,I,sv,u-18-6
sw3487B-ms98-a-0025,130.422750,130.702375,ways,I,sv,u-18-6
sw3487B-ms98-a-0025,130.702375,130.802375,of,I,sv,u-18-6
sw3487B-ms98-a-0025,130.802375,131.102375,doing,I,sv,u-18-6
sw3487B-ms98-a-0025,131.102375,131.602750,things,I,sv,u-18-6
sw3487B-ms98-a-0025,131.719500,131.842375,you,B,sv,u-18-7
sw3487B-ms98-a-0025,131.842375,131.932375,know,I,sv,u-18-7
sw3487B-ms98-a-0025,131.932375,132.082375,you,I,sv,u-18-7
sw3487B-ms98-a-0025,132.082375,132.222375,have,I,sv,u-18-7
sw3487B-ms98-a-0025,132.222375,132.352375,to,I,sv,u-18-7
sw3487B-ms98-a-0025,132.352375,132.492375,be,I,sv,u-18-7
sw3487B-ms98-a-0025,132.492375,132.582375,a,I,sv,u-18-7
sw3487B-ms98-a-0025,132.582375,133.022375,flexible,I,sv,u-18-7
sw3487B-ms98-a-0025,133.022375,133.572375,person,I,sv,u-18-7
sw3487B-ms98-a-0025,133.572375,133.813750,to,I,sv,u-18-7
sw3487B-ms98-a-0025,134.092500,134.142375,be,I,sv,u-18-7
sw3487B-ms98-a-0025,134.142375,134.292375,able,I,sv,u-18-7
sw3487B-ms98-a-0025,134.292375,134.422375,to,I,sv,u-18-7
sw3487B-ms98-a-0025,134.422375,134.672375,go,I,sv,u-18-7
sw3487B-ms98-a-0025,134.672375,134.782375,all,I,sv,u-18-7
sw3487B-ms98-a-0025,134.782375,134.852375,the,I,sv,u-18-7
sw3487B-ms98-a-0025,134.852375,134.972375,way,I,sv,u-18-7
sw3487B-ms98-a-0025,134.972375,135.520875,across,I,sv,u-18-7
sw3487B-ms98-a-0026,136.261875,136.732750,country,I,sv,u-18-7
sw3487B-ms98-a-0026,136.732750,136.872750,to,I,sv,u-18-7
sw3487B-ms98-a-0026,136.872750,137.252750,something,I,sv,u-18-7
sw3487B-ms98-a-0026,137.252750,137.762750,totally,I,sv,u-18-7
sw3487B-ms98-a-0026,137.762750,138.112750,different,I,sv,u-18-7
sw3487B-ms98-a-0026,138.112750,138.252750,than,I,sv,u-18-7
sw3487B-ms98-a-0026,138.252750,138.412750,what,I,sv,u-18-7
sw3487B-ms98-a-0026,138.412750,138.502750,you're,I,sv,u-18-7
sw3487B-ms98-a-0026,138.502750,138.822750,used,I,sv,u-18-7
sw3487B-ms98-a-0026,138.822750,139.175000,to,I,sv,u-18-7
sw3487B-ms98-a-0026,139.849500,140.328875,um,I,sv,u-18-7
sw3487B-ms98-a-0028,143.057750,143.123000,you,B,qy,u-20-1
sw3487B-ms98-a-0028,143.123000,143.363000,think,I,qy,u-20-1
sw3487B-ms98-a-0028,143.363000,143.663000,so,I,qy,u-20-1
sw3487B-ms98-a-0028,143.663000,144.035750,[laughter],O,,
sw3487B-ms98-a-0030,145.859625,146.199375,[laughter],O,,
sw3487B-ms98-a-0032,148.761750,148.995625,uh,B,^h,u-22-1
sw3487B-ms98-a-0032,148.995625,149.235625,let's,I,^h,u-22-1
sw3487B-ms98-a-0032,149.235625,149.425625,see,I,^h,u-22-1
sw3487B-ms98-a-0032,149.425625,149.635625,what,B,^h,u-22-2
sw3487B-ms98-a-0032,149.635625,150.091500,else,I,^h,u-22-2
sw3487B-ms98-a-0032,150.091500,150.985625,um,B,%,u-22-3
sw3487B-ms98-a-0034,152.508000,152.878375,well,I,%,u-22-3
sw3487B-ms98-a-0034,153.127125,153.637625,climate,I,%,u-22-3
sw3487B-ms98-a-0034,153.637625,153.847625,would,I,%,u-22-3
sw3487B-ms98-a-0034,153.847625,154.067625,be,I,%,u-22-3
sw3487B-ms98-a-0034,154.067625,154.207625,you,B,%,u-22-4
sw3487B-ms98-a-0034,154.207625,154.357625,know,I,%,u-22-4
sw3487B-ms98-a-0034,154.357625,154.507625,you'd,I,%,u-22-4
sw3487B-ms98-a-0034,154.507625,154.627625,have,I,%,u-22-4
sw3487B-ms98-a-0034,154.627625,154.862875,to,I,%,u-22-4
sw3487B-ms98-a-0034,155.058625,155.257625,you,B,%,u-24-1
sw3487B-ms98-a-0034,155.257625,155.507625,know,I,%,u-24-1
sw3487B-ms98-a-0034,155.507625,155.717625,is,I,%,u-24-1
sw3487B-ms98-a-0034,155.717625,156.213500,somewhat,I,%,u-24-1
sw3487B-ms98-a-0034,156.773625,157.041125,if,B,sv,u-24-2
sw3487B-ms98-a-0034,157.041125,157.412500,uh,I,sv,u-24-2
sw3487B-ms98-a-0034,157.664875,157.772000,if,I,sv,u-24-2
sw3487B-ms98-a-0034,157.772000,157.907625,it's,I,sv,u-24-2
sw3487B-ms98-a-0034,157.907625,158.197625,something,I,sv,u-24-2
sw3487B-ms98-a-0034,158.197625,158.477625,different,I,sv,u-24-2
sw3487B-ms98-a-0034,158.477625,158.567625,than,I,sv,u-24-2
sw3487B-ms98-a-0034,158.567625,158.657625,the,I,sv,u-24-2
sw3487B-ms98-a-0034,158.657625,158.817625,what,I,sv,u-24-2
sw3487B-ms98-a-0034,158.817625,158.967625,they,I,sv,u-24-2
sw3487B-ms98-a-0034,158.967625,159.317625,used,I,sv,u-24-2
sw3487B-ms98-a-0034,159.317625,159.597625,to,I,sv,u-24-2
sw3487B-ms98-a-0034,159.597625,159.787625,i,I,sv,u-24-2
sw3487B-ms98-a-0034,159.787625,160.226125,guess,I,sv,u-24-2
sw3487B-ms98-a-0034,160.719625,161.147250,um,I,sv,u-24-2
sw3487B-ms98-a-0035,161.775750,161.865750,if,B,sv,u-24-3
sw3487B-ms98-a-0035,161.865750,161.975750,they're,I,sv,u-24-3
sw3487B-ms98-a-0035,161.975750,162.155750,used,I,sv,u-24-3
sw3487B-ms98-a-0035,162.155750,162.255750,to,I,sv,u-24-3
sw3487B-ms98-a-0035,162.255750,162.345750,the,I,sv,u-24-3
sw3487B-ms98-a-0035,162.345750,162.795750,northern,I,sv,u-24-3
sw3487B-ms98-a-0035,162.795750,163.065750,weather,I,sv,u-24-3
sw3487B-ms98-a-0035,163.065750,163.235750,then,I,sv,u-24-3
sw3487B-ms98-a-0035,163.235750,163.295750,the,I,sv,u-24-3
sw3487B-ms98-a-0035,163.295750,163.685750,southern,I,sv,u-24-3
sw3487B-ms98-a-0035,163.685750,163.895750,weather,I,sv,u-24-3
sw3487B-ms98-a-0035,163.895750,164.015750,they,I,sv,u-24-3
sw3487B-ms98-a-0035,164.015750,164.245750,might,I,sv,u-24-3
sw3487B-ms98-a-0035,164.245750,164.475750,kind,I,sv,u-24-3
sw3487B-ms98-a-0035,164.475750,164.545750,of,I,sv,u-24-3
sw3487B-ms98-a-0035,164.545750,164.765750,feel,I,sv,u-24-3
sw3487B-ms98-a-0035,164.765750,165.077750,like,I,sv,u-24-3
sw3487B-ms98-a-0035,165.518500,165.615750,they,I,sv,u-24-3
sw3487B-ms98-a-0035,165.615750,165.745750,need,I,sv,u-24-3
sw3487B-ms98-a-0035,165.745750,165.835750,to,I,sv,u-24-3
sw3487B-ms98-a-0035,165.835750,165.945750,go,I,sv,u-24-3
sw3487B-ms98-a-0035,165.945750,166.075750,out,I,sv,u-24-3
sw3487B-ms98-a-0035,166.075750,166.165750,and,I,sv,u-24-3
sw3487B-ms98-a-0035,166.165750,166.395750,play,I,sv,u-24-3
sw3487B-ms98-a-0035,166.395750,166.505750,all,I,sv,u-24-3
sw3487B-ms98-a-0035,166.505750,166.605750,the,I,sv,u-24-3
sw3487B-ms98-a-0035,166.605750,167.075750,time,I,sv,u-24-3
sw3487B-ms98-a-0035,167.075750,167.315750,not,I,sv,u-24-3
sw3487B-ms98-a-0035,167.315750,167.481250,be,I,sv,u-24-3
sw3487B-ms98-a-0035,167.481250,168.165750,[laughter],I,sv,u-24-3
sw3487B-ms98-a-0035,168.165750,168.355750,in,I,sv,u-24-3
sw3487B-ms98-a-0035,168.355750,170.273125,[laughter-studying],I,sv,u-24-3
sw3487B-ms98-a-0035,170.273125,170.432000,if,I,sv,u-24-3
sw3487B-ms98-a-0035,170.432000,170.545000,you're,I,sv,u-24-3
sw3487B-ms98-a-0035,170.545000,170.695250,in,I,sv,u-24-3
sw3487B-ms98-a-0035,170.695250,171.315750,Florida,I,sv,u-24-3
sw3487B-ms98-a-0035,171.315750,171.479000,or,I,sv,u-24-3
sw3487B-ms98-a-0035,171.479000,172.322625,California,I,sv,u-24-3
sw3487B-ms98-a-0035,173.112125,173.528500,um,I,sv,u-24-3
sw3487B-ms98-a-0036,174.252750,174.522750,i'd,O,,
sw3487B-ms98-a-0036,174.522750,174.732750,i'd,B,sd,u-26-1
sw3487B-ms98-a-0036,174.732750,174.982750,also,I,sd,u-26-1
sw3487B-ms98-a-0036,174.982750,175.402750,advise,I,sd,u-26-1
sw3487B-ms98-a-0036,175.402750,175.542750,them_1,I,sd,u-26-1
sw3487B-ms98-a-0036,175.542750,175.752000,that,I,sd,u-26-1
sw3487B-ms98-a-0036,176.124875,176.424375,um,I,sd,u-26-1
sw3487B-ms98-a-0036,176.503500,176.622750,if,I,sd,u-26-1
sw3487B-ms98-a-0036,176.622750,176.862750,mom,I,sd,u-26-1
sw3487B-ms98-a-0036,176.862750,176.962750,and,I,sd,u-26-1
