sw3239B-ms98-a-0001,1.240000,1.480000,yes,B,ny,u-2-1
sw3239B-ms98-a-0022,113.867250,114.137250,because,I,sd,u-30-3
sw3239B-ms98-a-0022,114.137250,114.227250,we,I,sd,u-30-3
sw3239B-ms98-a-0022,114.227250,114.397250,used,I,sd,u-30-3
sw3239B-ms98-a-0022,114.397250,114.487250,to,I,sd,u-30-3
sw3239B-ms98-a-0022,114.487250,114.667250,have,I,sd,u-30-3
sw3239B-ms98-a-0022,114.667250,114.737250,a,I,sd,u-30-3
sw3239B-ms98-a-0022,114.737250,115.147250,miniature,I,sd,u-30-3
sw3239B-ms98-a-0022,115.147250,115.707250,Dachshund,I,sd,u-30-3
sw3239B-ms98-a-0022,115.707250,115.827250,and,B,sd,u-30-4
sw3239B-ms98-a-0022,115.827250,115.917250,i,I,sd,u-30-4
sw3239B-ms98-a-0022,115.917250,116.247250,miss,I,sd,u-30-4
sw3239B-ms98-a-0022,116.247250,116.657250,having,B,+,u-32-1
sw3239B-ms98-a-0022,116.657250,116.717250,a,I,+,u-32-1
sw3239B-ms98-a-0022,116.717250,117.157250,little,I,+,u-32-1
sw3239B-ms98-a-0022,117.157250,117.589250,one,I,+,u-32-1
sw3239B-ms98-a-0023,118.209500,118.449500,you,B,+,u-34-1
sw3239B-ms98-a-0023,118.449500,118.759500,know,I,+,u-34-1
sw3239B-ms98-a-0023,118.759500,119.109500,around,I,+,u-34-1
sw3239B-ms98-a-0023,119.109500,119.169500,the,B,ba,u-34-2
sw3239B-ms98-a-0023,119.169500,119.499500,kind,I,ba,u-34-2
sw3239B-ms98-a-0023,119.499500,119.669500,you,I,ba,u-34-2
sw3239B-ms98-a-0023,119.669500,119.889500,have,I,ba,u-34-2
sw3239B-ms98-a-0023,119.889500,120.149500,sounds,I,ba,u-34-2
sw3239B-ms98-a-0023,120.149500,120.489500,very,I,ba,u-34-2
sw3239B-ms98-a-0023,120.489500,121.239500,interesting,I,ba,u-34-2
sw3239B-ms98-a-0023,121.239500,121.860625,though,I,ba,u-34-2
sw3239B-ms98-a-0025,138.018750,138.988250,oh,B,b,u-36-1
sw3239B-ms98-a-0026,140.325125,141.173750,uh-huh,B,b,u-38-1
sw3239B-ms98-a-0027,142.295875,142.412375,and,B,qw,u-40-1
sw3239B-ms98-a-0027,142.412375,142.552375,how,I,qw,u-40-1
sw3239B-ms98-a-0027,142.552375,142.672375,do,I,qw,u-40-1
sw3239B-ms98-a-0027,142.672375,142.752375,you,I,qw,u-40-1
sw3239B-ms98-a-0027,142.752375,143.242375,spell,I,qw,u-40-1
sw3239B-ms98-a-0027,143.242375,143.502375,that,I,qw,u-40-1
sw3239B-ms98-a-0027,143.502375,144.057875,breed,I,qw,u-40-1
sw3239B-ms98-a-0029,149.237625,149.539875,F,B,b^m,u-42-1
sw3239B-ms98-a-0029,149.539875,150.063375,R,I,b^m,u-42-1
sw3239B-ms98-a-0029,150.063375,150.589625,I,I,b^m,u-42-1
sw3239B-ms98-a-0029,150.589625,151.033125,S,I,b^m,u-42-1
sw3239B-ms98-a-0029,151.033125,151.660250,E,I,b^m,u-42-1
sw3239B-ms98-a-0029,151.660250,151.770250,and,B,qw,u-42-2
sw3239B-ms98-a-0029,151.770250,151.890250,how,I,qw,u-42-2
sw3239B-ms98-a-0029,151.890250,151.980250,do,I,qw,u-42-2
sw3239B-ms98-a-0029,151.980250,152.050250,you,I,qw,u-42-2
sw3239B-ms98-a-0029,152.050250,152.480250,pronounce,I,qw,u-42-2
sw3239B-ms98-a-0029,152.480250,152.740250,that,I,qw,u-42-2
sw3239B-ms98-a-0031,155.547250,156.560250,okay,B,bk,u-44-1
sw3239B-ms98-a-0032,157.655000,157.775000,i'm,B,sd,u-44-2
sw3239B-ms98-a-0032,157.775000,158.125000,writing,I,sd,u-44-2
sw3239B-ms98-a-0032,158.125000,158.245000,it,I,sd,u-44-2
sw3239B-ms98-a-0032,158.245000,158.595000,out,I,sd,u-44-2
sw3239B-ms98-a-0032,158.595000,159.745250,phonetically,I,sd,u-44-2
sw3239B-ms98-a-0034,167.014875,167.864875,yes,B,b,u-46-1
sw3239B-ms98-a-0036,169.650875,169.770875,do,B,qy,u-48-1
sw3239B-ms98-a-0036,169.770875,169.920875,they,I,qy,u-48-1
sw3239B-ms98-a-0036,169.920875,170.290875,bark,I,qy,u-48-1
sw3239B-ms98-a-0036,170.290875,170.350875,a,I,qy,u-48-1
sw3239B-ms98-a-0036,170.350875,170.841375,lot,I,qy,u-48-1
sw3239B-ms98-a-0038,186.230750,186.864250,uh-huh,B,b,u-50-1
sw3239B-ms98-a-0040,189.699000,190.810875,oh,B,bk,u-52-1
sw3239B-ms98-a-0042,194.449500,194.820625,uh-huh,B,b,u-54-1
sw3239B-ms98-a-0044,199.183875,199.852125,yes,B,b,u-56-1
sw3239B-ms98-a-0046,204.242250,205.755500,oh,B,b,u-58-1
sw3239B-ms98-a-0047,206.925125,207.076125,does,B,qy,u-60-1
sw3239B-ms98-a-0047,207.076125,207.226125,she,I,qy,u-60-1
sw3239B-ms98-a-0047,207.226125,207.416125,ever,I,qy,u-60-1
sw3239B-ms98-a-0047,207.416125,207.776125,mess,I,qy,u-60-1
sw3239B-ms98-a-0047,207.776125,207.876125,in,I,qy,u-60-1
sw3239B-ms98-a-0047,207.876125,207.956125,the,I,qy,u-60-1
sw3239B-ms98-a-0047,207.956125,208.626375,house,I,qy,u-60-1
sw3239B-ms98-a-0049,214.131750,215.171625,oh,B,b,u-62-1
sw3239B-ms98-a-0051,219.040250,219.629875,uh-huh,B,b,u-64-1
sw3239B-ms98-a-0052,220.417500,220.951500,oh,B,ba,u-66-1
sw3239B-ms98-a-0052,220.951500,221.897000,gee,I,ba,u-66-1
sw3239B-ms98-a-0054,224.175125,224.772875,uh-huh,B,b,u-68-1
sw3239B-ms98-a-0055,225.637625,225.793500,and,B,qw,u-70-1
sw3239B-ms98-a-0055,225.793500,226.083500,about,I,qw,u-70-1
sw3239B-ms98-a-0055,226.083500,226.253500,how,I,qw,u-70-1
sw3239B-ms98-a-0055,226.253500,226.573500,much,I,qw,u-70-1
sw3239B-ms98-a-0055,226.573500,226.843500,are,I,qw,u-70-1
sw3239B-ms98-a-0055,226.843500,227.225125,they,I,qw,u-70-1
sw3239B-ms98-a-0057,238.143000,238.375750,and,B,qw,u-72-1
sw3239B-ms98-a-0057,238.375750,238.505750,how,I,qw,u-72-1
sw3239B-ms98-a-0057,238.505750,238.815750,about,I,qw,u-72-1
sw3239B-ms98-a-0057,238.815750,239.081375,the,I,qw,u-72-1
sw3239B-ms98-a-0057,239.680250,239.875750,and,B,+,u-74-1
sw3239B-ms98-a-0057,239.875750,240.005750,how,I,+,u-74-1
sw3239B-ms98-a-0057,240.005750,240.225750,about,I,+,u-74-1
sw3239B-ms98-a-0057,240.225750,240.285750,the,I,+,u-74-1
sw3239B-ms98-a-0057,240.285750,240.815750,person,I,+,u-74-1
sw3239B-ms98-a-0057,240.815750,241.175750,in,I,+,u-74-1
sw3239B-ms98-a-0057,241.175750,241.555750,uh,I,+,u-74-1
sw3239B-ms98-a-0057,241.555750,242.282625,Houston,I,+,u-74-1
sw3239B-ms98-a-0058,243.683875,244.585125,oh,B,bk,u-76-1
sw3239B-ms98-a-0060,257.768625,258.413250,uh-huh,B,b,u-78-1
sw3239B-ms98-a-0062,262.491625,262.815625,oh,B,b,u-80-1
sw3239B-ms98-a-0062,262.815625,263.563500,yes,I,b,u-80-1
sw3239B-ms98-a-0064,267.100375,267.330375,just,B,b,u-82-1
sw3239B-ms98-a-0064,267.330375,268.029750,pets,I,b,u-82-1
sw3239B-ms98-a-0065,268.883500,269.603500,yes,B,b,u-84-1
sw3239B-ms98-a-0065,269.603500,269.853500,that's,B,sd,u-84-2
sw3239B-ms98-a-0065,269.853500,269.993500,what,I,sd,u-84-2
sw3239B-ms98-a-0065,269.993500,270.223500,we'd,I,sd,u-84-2
sw3239B-ms98-a-0065,270.223500,270.513500,rather,I,sd,u-84-2
sw3239B-ms98-a-0065,270.513500,270.813500,have,I,sd,u-84-2
sw3239B-ms98-a-0065,270.813500,270.963500,is,I,sd,u-84-2
sw3239B-ms98-a-0065,270.963500,271.193500,just,I,sd,u-84-2
sw3239B-ms98-a-0065,271.193500,271.223500,a,I,sd,u-84-2
sw3239B-ms98-a-0065,271.223500,271.583500,pet,I,sd,u-84-2
sw3239B-ms98-a-0065,271.583500,271.993500,instead,I,sd,u-84-2
sw3239B-ms98-a-0065,271.993500,272.123500,of,I,sd,u-84-2
sw3239B-ms98-a-0065,272.123500,272.263500,we,B,sd,u-86-1
sw3239B-ms98-a-0065,272.263500,272.503500,used,I,sd,u-86-1
sw3239B-ms98-a-0065,272.503500,272.583500,to,I,sd,u-86-1
sw3239B-ms98-a-0065,272.583500,272.813500,show,I,sd,u-86-1
sw3239B-ms98-a-0065,272.813500,273.123500,Saint,I,sd,u-86-1
sw3239B-ms98-a-0065,273.123500,273.583500,Bernards,I,sd,u-86-1
sw3239B-ms98-a-0065,273.583500,273.713500,when,I,sd,u-86-1
sw3239B-ms98-a-0065,273.713500,273.803500,i,I,sd,u-86-1
sw3239B-ms98-a-0065,273.803500,273.953500,was,I,sd,u-86-1
sw3239B-ms98-a-0065,273.953500,274.013500,a,I,sd,u-86-1
sw3239B-ms98-a-0065,274.013500,274.263500,little,I,sd,u-86-1
sw3239B-ms98-a-0065,274.263500,274.593500,girl,I,sd,u-86-1
sw3239B-ms98-a-0065,274.593500,274.733500,we,B,sd,u-86-2
sw3239B-ms98-a-0065,274.733500,274.913500,did,I,sd,u-86-2
sw3239B-ms98-a-0065,274.913500,275.053500,that,I,sd,u-86-2
sw3239B-ms98-a-0065,275.053500,275.323500,every,I,sd,u-86-2
sw3239B-ms98-a-0065,275.323500,275.883500,weekend,I,sd,u-86-2
sw3239B-ms98-a-0065,275.883500,276.185750,[laughter],O,,
sw3239B-ms98-a-0067,278.274500,278.864500,yes,B,aa,u-88-1
sw3239B-ms98-a-0067,278.864500,279.004500,and,B,sv,u-88-2
sw3239B-ms98-a-0067,279.004500,279.204500,it's,I,sv,u-88-2
sw3239B-ms98-a-0067,279.204500,279.454500,very,I,sv,u-88-2
sw3239B-ms98-a-0067,279.454500,280.428875,expensive,I,sv,u-88-2
sw3239B-ms98-a-0069,293.615000,294.277500,oh,B,sd,u-90-1
sw3239B-ms98-a-0069,294.277500,294.537500,that's,I,sd,u-90-1
sw3239B-ms98-a-0069,294.537500,294.627500,where,I,sd,u-90-1
sw3239B-ms98-a-0069,294.627500,294.767500,i,I,sd,u-90-1
sw3239B-ms98-a-0069,294.767500,295.443750,live,I,sd,u-90-1
sw3239B-ms98-a-0070,296.912000,297.262250,yeah,B,b,u-92-1
sw3239B-ms98-a-0070,297.262250,297.482250,i'm,B,sd,u-92-2
sw3239B-ms98-a-0070,297.482250,297.692250,at,I,sd,u-92-2
sw3239B-ms98-a-0070,297.692250,298.042250,Coit,I,sd,u-92-2
sw3239B-ms98-a-0070,298.042250,298.222250,and,I,sd,u-92-2
sw3239B-ms98-a-0070,298.222250,298.552375,Lega[cy]-,O,,
