sw2566A-ms98-a-0003,3.090875,3.393625,no,B,nn,u-2-1
sw2566A-ms98-a-0032,100.801500,101.126875,before,I,qw,u-38-1
sw2566A-ms98-a-0032,101.126875,101.280875,you,I,qw,u-38-1
sw2566A-ms98-a-0032,101.280875,101.476875,took,I,qw,u-38-1
sw2566A-ms98-a-0032,101.476875,101.656875,her,I,qw,u-38-1
sw2566A-ms98-a-0032,101.656875,101.806875,over,I,qw,u-38-1
sw2566A-ms98-a-0032,101.806875,102.066875,there,I,qw,u-38-1
sw2566A-ms98-a-0034,106.562500,106.978750,uh,B,ba,u-40-1
sw2566A-ms98-a-0034,106.978750,107.415500,good,I,ba,u-40-1
sw2566A-ms98-a-0034,107.415500,108.305875,[laughter],O,,
sw2566A-ms98-a-0034,108.305875,108.415875,i'm,B,sd,u-42-1
sw2566A-ms98-a-0034,108.415875,108.665875,glad,I,sd,u-42-1
sw2566A-ms98-a-0034,108.665875,108.725875,to,I,sd,u-42-1
sw2566A-ms98-a-0034,108.725875,108.985875,hear,I,sd,u-42-1
sw2566A-ms98-a-0034,108.985875,109.315875,that,I,sd,u-42-1
sw2566A-ms98-a-0036,117.455000,118.100875,yeah,B,b,u-44-1
sw2566A-ms98-a-0038,121.195500,121.895750,right,B,b,u-46-1
sw2566A-ms98-a-0040,155.334250,155.925375,yeah,B,b,u-48-1
sw2566A-ms98-a-0042,161.684375,161.854375,did,B,qy,u-50-1
sw2566A-ms98-a-0042,161.854375,162.004375,you,I,qy,u-50-1
sw2566A-ms98-a-0042,162.134375,162.284375,did,I,qy,u-50-1
sw2566A-ms98-a-0042,162.284375,162.374375,you,I,qy,u-50-1
sw2566A-ms98-a-0042,162.374375,162.694375,introduce,I,qy,u-50-1
sw2566A-ms98-a-0042,162.694375,162.784375,your,I,qy,u-50-1
sw2566A-ms98-a-0042,162.784375,163.034375,daughter,I,qy,u-50-1
sw2566A-ms98-a-0042,163.034375,163.124375,to,I,qy,u-50-1
sw2566A-ms98-a-0042,163.124375,163.274375,her,I,qy,u-50-1
sw2566A-ms98-a-0042,163.274375,163.674375,before,I,qy,u-50-1
sw2566A-ms98-a-0042,163.674375,163.774375,you,I,qy,u-50-1
sw2566A-ms98-a-0042,163.774375,163.974375,made,I,qy,u-50-1
sw2566A-ms98-a-0042,163.974375,164.064375,your,B,+,u-52-1
sw2566A-ms98-a-0042,164.064375,164.654375,decision,I,+,u-52-1
sw2566A-ms98-a-0044,167.366000,168.241375,[laughter],O,,
sw2566A-ms98-a-0046,177.677750,178.349875,really,B,bh,u-56-1
sw2566A-ms98-a-0047,179.593875,180.227750,yeah,B,b,u-58-1
sw2566A-ms98-a-0047,180.547875,180.803875,[laughter-oh],O,,
sw2566A-ms98-a-0047,180.803875,181.296500,my,O,,
sw2566A-ms98-a-0049,193.775750,194.085750,yeah,B,b,u-62-1
sw2566A-ms98-a-0049,194.085750,194.215750,get,B,bf,u-62-2
sw2566A-ms98-a-0049,194.215750,194.285750,a,I,bf,u-62-2
sw2566A-ms98-a-0049,194.285750,194.445750,real,I,bf,u-62-2
sw2566A-ms98-a-0049,194.445750,194.835750,job,I,bf,u-62-2
sw2566A-ms98-a-0049,194.835750,195.015750,full,I,bf,u-62-2
sw2566A-ms98-a-0049,195.015750,195.515750,time,I,bf,u-62-2
sw2566A-ms98-a-0050,196.847375,197.117375,so,B,qw,u-64-1
sw2566A-ms98-a-0050,197.117375,197.287375,what,I,qw,u-64-1
sw2566A-ms98-a-0050,197.287375,197.487375,made,I,qw,u-64-1
sw2566A-ms98-a-0050,197.487375,197.557375,you,I,qw,u-64-1
sw2566A-ms98-a-0050,197.557375,197.897375,decide,I,qw,u-64-1
sw2566A-ms98-a-0050,197.897375,197.957375,to,I,qw,u-64-1
sw2566A-ms98-a-0050,197.957375,198.147375,put,I,qw,u-64-1
sw2566A-ms98-a-0050,198.147375,198.257375,her,I,qw,u-64-1
sw2566A-ms98-a-0050,198.257375,198.337375,in,I,qw,u-64-1
sw2566A-ms98-a-0050,198.337375,198.387375,a,I,qw,u-64-1
sw2566A-ms98-a-0050,198.387375,198.997375,Montessori,I,qw,u-64-1
sw2566A-ms98-a-0050,198.997375,199.377375,school,I,qw,u-64-1
sw2566A-ms98-a-0052,203.236625,203.695625,uh-huh,B,b@,u-66-1
sw2566A-ms98-a-0054,207.124500,207.464500,yeah,B,+@,u-68-1
sw2566A-ms98-a-0056,229.433500,229.783500,uh-huh,B,b,u-70-1
sw2566A-ms98-a-0058,231.653750,232.123750,yeah,B,b,u-72-1
sw2566A-ms98-a-0060,250.915875,251.173875,huh,B,b,u-74-1
sw2566A-ms98-a-0062,256.993875,257.592000,yeah,B,b,u-76-1
sw2566A-ms98-a-0062,258.106625,258.672250,yeah,B,b,u-78-1
sw2566A-ms98-a-0064,271.362250,271.685625,uh-huh,B,b,u-80-1
sw2566A-ms98-a-0066,275.997875,276.520625,yeah,B,b,u-82-1
sw2566A-ms98-a-0068,282.110000,284.089625,[laughter],O,,
sw2566A-ms98-a-0070,285.729000,286.069000,that's,B,ba,u-86-1
sw2566A-ms98-a-0070,286.069000,286.129000,the,B,+,u-88-1
sw2566A-ms98-a-0070,286.129000,286.399000,true,I,+,u-88-1
sw2566A-ms98-a-0070,286.399000,286.948250,test,I,+,u-88-1
sw2566A-ms98-a-0071,287.642000,288.108625,yeah,B,b,u-90-1
sw2566A-ms98-a-0073,296.788500,297.368500,yeah,B,b,u-92-1
sw2566A-ms98-a-0075,304.812125,305.002125,that's,B,ba,u-94-1
sw2566A-ms98-a-0075,305.002125,305.561875,good,I,ba,u-94-1
sw2566A-ms98-a-0077,308.015750,308.317875,huh,B,ba,u-96-1
sw2566A-ms98-a-0077,308.401500,308.555750,that,I,ba,u-96-1
sw2566A-ms98-a-0077,308.555750,308.785750,is,B,+,u-98-1
sw2566A-ms98-a-0077,308.785750,309.035750,good,I,+,u-98-1
sw2566A-ms98-a-0077,309.035750,309.375750,then,I,+,u-98-1
sw2566A-ms98-a-0079,316.101625,316.271625,no,B,aa,u-100-1
sw2566A-ms98-a-0079,316.271625,316.661625,especially,B,sv,u-100-2
sw2566A-ms98-a-0079,316.661625,316.751625,when,I,sv,u-100-2
sw2566A-ms98-a-0079,316.751625,316.881625,going,I,sv,u-100-2
sw2566A-ms98-a-0079,316.881625,316.941625,to,I,sv,u-100-2
sw2566A-ms98-a-0079,316.941625,317.161625,spend,I,sv,u-100-2
sw2566A-ms98-a-0079,317.161625,317.221625,the,I,sv,u-100-2
sw2566A-ms98-a-0079,317.221625,317.531625,next,I,sv,u-100-2
sw2566A-ms98-a-0079,317.531625,317.901625,eighteen,I,sv,u-100-2
sw2566A-ms98-a-0079,317.901625,318.211625,years,I,sv,u-100-2
sw2566A-ms98-a-0079,318.211625,318.291625,in,B,+,u-102-1
sw2566A-ms98-a-0079,318.291625,319.954625,[laughter-school],O,,
sw2566A-ms98-a-0080,320.716500,321.504250,[laughter],O,,
sw2566A-ms98-a-0082,323.463250,323.814500,[laughter],O,,
sw2566A-ms98-a-0084,325.686625,326.006625,yeah,B,b,u-108-1
sw2566A-ms98-a-0084,326.006625,326.066625,r[eally]-,O,,
sw2566A-ms98-a-0084,326.066625,326.436625,really,B,b,u-108-2
sw2566A-ms98-a-0084,326.436625,328.406625,[laughter],O,,
sw2566A-ms98-a-0085,329.141500,329.421500,that's,B,ba,u-110-1
sw2566A-ms98-a-0085,329.421500,329.851500,right,I,ba,u-110-1
sw2566A-ms98-a-0087,335.788000,336.352250,yeah,B,ny,u-112-1
sw2566A-ms98-a-0087,336.484000,336.668000,yeah,B,ny^r,u-112-2
sw2566A-ms98-a-0087,336.668000,336.698000,i,B,sd,u-112-3
sw2566A-ms98-a-0087,336.698000,336.858000,have,I,sd,u-112-3
sw2566A-ms98-a-0087,336.858000,336.908000,a,I,sd,u-112-3
sw2566A-ms98-a-0087,336.908000,337.388000,nephew,I,sd,u-112-3
sw2566A-ms98-a-0087,337.388000,337.528000,he's,B,sd,u-112-4
sw2566A-ms98-a-0087,337.528000,337.598000,a,I,sd,u-112-4
sw2566A-ms98-a-0087,337.598000,337.799750,little,I,sd,u-112-4
sw2566A-ms98-a-0087,337.799750,338.303250,brat,I,sd,u-112-4
sw2566A-ms98-a-0087,338.303250,339.298000,[laughter],O,,
sw2566A-ms98-a-0088,340.065750,340.251875,he,B,sd,u-114-1
sw2566A-ms98-a-0088,340.251875,340.485750,goes,I,sd,u-114-1
sw2566A-ms98-a-0088,340.485750,340.585750,to,I,sd,u-114-1
sw2566A-ms98-a-0088,340.585750,340.685750,a,I,sd,u-114-1
sw2566A-ms98-a-0088,340.685750,340.925750,really,I,sd,u-114-1
sw2566A-ms98-a-0088,340.925750,341.597125,crummy,I,sd,u-114-1
sw2566A-ms98-a-0088,341.917375,342.195750,day,I,sd,u-114-1
sw2566A-ms98-a-0088,342.195750,342.693875,school,I,sd,u-114-1
sw2566A-ms98-a-0088,343.281500,343.365750,uh,O,,
sw2566A-ms98-a-0088,343.365750,343.425750,my,B,sd,u-114-2
sw2566A-ms98-a-0088,343.425750,343.905750,sister's,I,sd,u-114-2
sw2566A-ms98-a-0088,343.905750,344.125750,not,I,sd,u-114-2
sw2566A-ms98-a-0088,344.125750,344.462625,real,I,sd,u-114-2
sw2566A-ms98-a-0088,345.042625,345.605750,bright,I,sd,u-114-2
sw2566A-ms98-a-0088,345.605750,346.074375,so,B,sd,u-114-3
sw2566A-ms98-a-0089,347.400250,347.518500,but,I,sd,u-114-3
sw2566A-ms98-a-0089,347.518500,347.690250,he,I,sd,u-114-3
sw2566A-ms98-a-0089,347.690250,347.944875,he's,I,sd,u-114-3
sw2566A-ms98-a-0089,347.944875,348.444875,always,I,sd,u-114-3
sw2566A-ms98-a-0089,348.444875,348.684875,sick,I,sd,u-114-3
sw2566A-ms98-a-0089,348.684875,348.754875,i,B,sd,u-114-4
sw2566A-ms98-a-0089,348.754875,348.904875,mean,I,sd,u-114-4
sw2566A-ms98-a-0089,348.904875,349.054875,he,I,sd,u-114-4
sw2566A-ms98-a-0089,349.054875,349.274875,has,I,sd,u-114-4
sw2566A-ms98-a-0089,349.274875,349.714875,always,I,sd,u-114-4
sw2566A-ms98-a-0089,349.714875,350.024875,got,I,sd,u-114-4
sw2566A-ms98-a-0089,350.024875,350.194875,some,I,sd,u-114-4
sw2566A-ms98-a-0089,350.194875,350.434875,kind,I,sd,u-114-4
sw2566A-ms98-a-0089,350.434875,350.504875,of,I,sd,u-114-4
sw2566A-ms98-a-0089,350.844875,351.221375,cold,B,+,u-116-1
sw2566A-ms98-a-0089,351.221375,351.330625,or,I,+,u-116-1
sw2566A-ms98-a-0089,351.330625,352.048500,something,I,+,u-116-1
sw2566A-ms98-a-0089,352.417625,352.993000,and,B,h,u-116-2
sw2566A-ms98-a-0089,353.486500,353.594875,i,I,h,u-116-2
sw2566A-ms98-a-0089,353.594875,353.744875,don't,I,h,u-116-2
sw2566A-ms98-a-0089,353.744875,353.894875,know,I,h,u-116-2
sw2566A-ms98-a-0089,353.894875,353.964875,i,B,sd,u-116-3
sw2566A-ms98-a-0089,353.964875,354.144875,don't,I,sd,u-116-3
sw2566A-ms98-a-0089,354.144875,354.314875,think,I,sd,u-116-3
sw2566A-ms98-a-0089,354.314875,354.484875,this,I,sd,u-116-3
sw2566A-ms98-a-0089,354.484875,354.724875,place,I,sd,u-116-3
sw2566A-ms98-a-0089,354.724875,354.874875,is,I,sd,u-116-3
sw2566A-ms98-a-0089,354.874875,354.914875,a,I,sd,u-116-3
sw2566A-ms98-a-0089,354.914875,355.174875,very,I,sd,u-116-3
sw2566A-ms98-a-0089,355.174875,355.344875,good,I,sd,u-116-3
sw2566A-ms98-a-0089,355.344875,355.774875,place,I,sd,u-116-3
sw2566A-ms98-a-0089,355.774875,356.014875,for,I,sd,u-116-3
sw2566A-ms98-a-0089,356.014875,356.254875,him,I,sd,u-116-3
sw2566A-ms98-a-0090,356.977125,357.107125,it's,B,sd,u-118-1
sw2566A-ms98-a-0090,357.107125,357.277125,just,I,sd,u-118-1
sw2566A-ms98-a-0090,357.277125,357.457125,kind,I,sd,u-118-1
sw2566A-ms98-a-0090,357.457125,357.517125,of,I,sd,u-118-1
sw2566A-ms98-a-0090,357.517125,358.127125,convenient,I,sd,u-118-1
sw2566A-ms98-a-0090,358.127125,358.327125,and,B,sd,u-118-2
sw2566A-ms98-a-0090,358.327125,358.567125,she's,I,sd,u-118-2
sw2566A-ms98-a-0090,358.567125,358.647125,the,I,sd,u-118-2
sw2566A-ms98-a-0090,358.647125,358.957125,kind,I,sd,u-118-2
sw2566A-ms98-a-0090,358.957125,359.047125,that,I,sd,u-118-2
sw2566A-ms98-a-0090,359.047125,359.335125,goes,I,sd,u-118-2
sw2566A-ms98-a-0090,359.335125,359.425625,for,I,sd,u-118-2
sw2566A-ms98-a-0090,359.425625,359.997125,convenience,I,sd,u-118-2
sw2566A-ms98-a-0090,359.997125,360.267125,over,I,sd,u-118-2
sw2566A-ms98-a-0090,360.267125,360.647125,anything,I,sd,u-118-2
sw2566A-ms98-a-0090,360.647125,360.997125,else,I,sd,u-118-2
sw2566A-ms98-a-0091,362.547750,363.221750,yeah,B,aa,u-120-1
sw2566A-ms98-a-0091,363.470375,364.137750,exactly,B,aa,u-122-1
sw2566A-ms98-a-0093,366.043375,366.263375,yeah,B,b,u-124-1
sw2566A-ms98-a-0093,366.263375,366.293375,i,B,sv,u-124-2
sw2566A-ms98-a-0093,366.293375,366.463375,don't,I,sv,u-124-2
sw2566A-ms98-a-0093,366.463375,366.613375,think,I,sv,u-124-2
sw2566A-ms98-a-0093,366.613375,366.733375,she,I,sv,u-124-2
sw2566A-ms98-a-0093,366.803375,367.093375,checks,I,sv,u-124-2
sw2566A-ms98-a-0093,367.093375,367.323375,things,I,sv,u-124-2
sw2566A-ms98-a-0093,367.323375,367.503375,out,I,sv,u-124-2
sw2566A-ms98-a-0093,367.503375,367.743375,very,I,sv,u-124-2
sw2566A-ms98-a-0093,367.743375,368.103375,well,I,sv,u-124-2
sw2566A-ms98-a-0094,369.789375,369.989375,which,B,+,u-126-1
sw2566A-ms98-a-0094,369.989375,370.269375,really,B,+,u-128-1
sw2566A-ms98-a-0094,370.269375,370.839375,surprises,I,+,u-128-1
sw2566A-ms98-a-0094,370.839375,371.049375,me,I,+,u-128-1
sw2566A-ms98-a-0094,371.049375,371.159375,it,B,sv,u-128-2
sw2566A-ms98-a-0094,371.159375,371.309375,is,I,sv,u-128-2
sw2566A-ms98-a-0094,371.309375,371.874250,scary,I,sv,u-128-2
sw2566A-ms98-a-0094,372.198250,372.697625,yeah,B,%,u-128-3
sw2566A-ms98-a-0095,373.391750,373.621750,because_1,O,,
sw2566A-ms98-a-0096,375.029125,375.201375,i,B,ba,u-130-1
sw2566A-ms98-a-0096,375.201375,375.710250,know,I,ba,u-130-1
sw2566A-ms98-a-0097,376.621500,376.780625,i,B,sd,u-132-1
sw2566A-ms98-a-0097,376.780625,376.921500,would,I,sd,u-132-1
sw2566A-ms98-a-0097,376.921500,377.086750,be,I,sd,u-132-1
sw2566A-ms98-a-0097,377.086750,377.414375,too,I,sd,u-132-1
sw2566A-ms98-a-0097,377.414375,378.231500,[laughter],O,,
sw2566A-ms98-a-0099,384.900000,385.470000,yeah,B,b,u-134-1
sw2566A-ms98-a-0101,388.460625,388.619250,too,B,sd,u-136-1
sw2566A-ms98-a-0101,388.619250,388.840625,many,I,sd,u-136-1
sw2566A-ms98-a-0101,388.840625,389.180625,horror,I,sd,u-136-1
sw2566A-ms98-a-0101,389.180625,389.670625,stories,I,sd,u-136-1
sw2566A-ms98-a-0101,389.670625,389.930625,out,I,sd,u-136-1
sw2566A-ms98-a-0101,389.930625,390.240625,there,I,sd,u-136-1
sw2566A-ms98-a-0101,390.240625,390.510625,that,I,sd,u-136-1
sw2566A-ms98-a-0101,390.780625,390.920625,you,B,+,u-138-1
sw2566A-ms98-a-0101,390.920625,391.306375,know,I,+,u-138-1
sw2566A-ms98-a-0103,393.313625,393.635500,oh,B,ba,u-140-1
sw2566A-ms98-a-0103,393.635500,394.083625,yeah,I,ba,u-140-1
sw2566A-ms98-a-0104,395.438500,395.738500,that's,B,ba,u-142-1
sw2566A-ms98-a-0104,395.738500,396.255000,right,I,ba,u-142-1
sw2566A-ms98-a-0104,396.255000,396.409500,i,B,sv,u-142-2
sw2566A-ms98-a-0104,396.409500,396.528500,think,I,sv,u-142-2
sw2566A-ms98-a-0104,396.528500,396.678500,that's,I,sv,u-142-2
sw2566A-ms98-a-0104,396.678500,396.758500,an,I,sv,u-142-2
sw2566A-ms98-a-0104,396.758500,397.158500,ideal,I,sv,u-142-2
sw2566A-ms98-a-0104,397.158500,397.928500,situation,I,sv,u-142-2
sw2566A-ms98-a-0106,409.799625,410.280375,yeah,B,b,u-144-1
sw2566A-ms98-a-0107,411.149750,411.399750,huh,B,b,u-146-1
sw2566A-ms98-a-0109,417.344250,417.903625,yeah,B,b,u-148-1
sw2566A-ms98-a-0111,422.430250,422.882125,uh-huh,B,b,u-150-1
sw2566A-ms98-a-0111,423.382500,423.893875,yeah,O,,
sw2566A-ms98-a-0112,424.688375,425.895375,[laughter],O,,
sw2566A-ms98-a-0114,427.670500,427.920500,that's,B,ba,u-154-1
sw2566A-ms98-a-0114,427.920500,428.450500,right,I,ba,u-154-1
sw2566A-ms98-a-0116,431.570000,432.230625,[vocalized-noise],O,,
sw2566A-ms98-a-0117,433.439750,433.549750,is,B,qy,u-156-1
sw2566A-ms98-a-0117,433.549750,433.669750,that,I,qy,u-156-1
sw2566A-ms98-a-0117,433.669750,433.773000,on,I,qy,u-156-1
sw2566A-ms98-a-0117,433.773000,433.840000,where,I,qy,u-156-1
sw2566A-ms98-a-0117,433.840000,434.058500,the,I,qy,u-156-1
sw2566A-ms98-a-0117,434.258125,434.499750,over,B,qy,u-156-2
sw2566A-ms98-a-0117,434.499750,434.659750,there,I,qy,u-156-2
sw2566A-ms98-a-0117,434.659750,434.879750,off,I,qy,u-156-2
sw2566A-ms98-a-0117,434.879750,435.079750,of,I,qy,u-156-2
sw2566A-ms98-a-0117,435.079750,435.389750,like,I,qy,u-156-2
sw2566A-ms98-a-0117,435.389750,435.479750,i'm,B,h,u-156-3
sw2566A-ms98-a-0117,435.479750,435.659750,not,I,h,u-156-3
sw2566A-ms98-a-0117,435.659750,435.799750,sure,I,h,u-156-3
sw2566A-ms98-a-0117,435.799750,435.909750,what,I,h,u-156-3
sw2566A-ms98-a-0117,435.909750,435.979750,the,I,h,u-156-3
sw2566A-ms98-a-0117,435.979750,436.239750,street,I,h,u-156-3
sw2566A-ms98-a-0117,436.239750,436.299750,is,I,h,u-156-3
sw2566A-ms98-a-0117,436.299750,436.369750,is,B,qy,u-156-4
sw2566A-ms98-a-0117,436.369750,436.469750,it,I,qy,u-156-4
sw2566A-ms98-a-0117,436.469750,436.649750,off,I,qy,u-156-4
sw2566A-ms98-a-0117,436.649750,436.769750,of,I,qy,u-156-4
sw2566A-ms98-a-0117,436.769750,437.099750,near,I,qy,u-156-4
sw2566A-ms98-a-0117,437.099750,437.469750,Country,I,qy,u-156-4
sw2566A-ms98-a-0117,437.469750,437.894000,Club,I,qy,u-156-4
sw2566A-ms98-a-0117,437.894000,438.084250,and,B,%,u-158-1
sw2566A-ms98-a-0117,438.084250,438.434625,um,O,,
sw2566A-ms98-a-0117,438.788625,439.289750,yeah,B,ny,u-160-1
sw2566A-ms98-a-0118,440.094625,440.619500,yeah,B,ny,u-162-1
sw2566A-ms98-a-0119,441.289375,441.499375,okay,O,,
sw2566A-ms98-a-0119,441.499375,441.693500,i-,O,,
sw2566A-ms98-a-0119,442.034375,442.183750,i've,B,+,u-166-1
sw2566A-ms98-a-0119,442.183750,442.349375,seen,I,+,u-166-1
sw2566A-ms98-a-0119,442.349375,442.429375,the,I,+,u-166-1
sw2566A-ms98-a-0119,442.429375,442.749375,signs,I,+,u-166-1
sw2566A-ms98-a-0119,442.749375,442.849375,but,B,sd,u-166-2
sw2566A-ms98-a-0119,442.849375,442.919375,i've,I,sd,u-166-2
sw2566A-ms98-a-0119,442.919375,443.089375,never,I,sd,u-166-2
sw2566A-ms98-a-0119,443.089375,443.389375,actually,I,sd,u-166-2
sw2566A-ms98-a-0119,443.389375,443.569375,seen,I,sd,u-166-2
sw2566A-ms98-a-0119,443.569375,443.639375,the,I,sd,u-166-2
sw2566A-ms98-a-0119,443.639375,444.029375,place,I,sd,u-166-2
sw2566A-ms98-a-0119,444.029375,444.609375,itself,I,sd,u-166-2
sw2566A-ms98-a-0119,444.609375,444.709375,you,I,sd,u-166-2
sw2566A-ms98-a-0119,444.709375,445.063500,know,B,+,u-168-1
sw2566A-ms98-a-0119,445.229125,445.499375,it's,B,sd,u-168-2
sw2566A-ms98-a-0119,445.499375,445.749625,pretty,I,sd,u-168-2
sw2566A-ms98-a-0119,445.971875,446.249375,set,I,sd,u-168-2
sw2566A-ms98-a-0119,446.249375,446.499375,far,I,sd,u-168-2
sw2566A-ms98-a-0119,446.499375,446.719375,back,I,sd,u-168-2
sw2566A-ms98-a-0119,446.719375,446.919375,off,B,+,u-170-1
sw2566A-ms98-a-0119,446.919375,447.029375,the,I,+,u-170-1
sw2566A-ms98-a-0119,447.029375,447.529375,road,I,+,u-170-1
sw2566A-ms98-a-0120,449.232750,449.851625,yeah,B,b,u-172-1
sw2566A-ms98-a-0121,450.721000,451.391000,definitely,B,ba,u-174-1
sw2566A-ms98-a-0123,455.953125,456.214875,uh-huh,B,b,u-176-1
sw2566A-ms98-a-0124,457.519875,457.889875,yeah,B,ny,u-178-1
sw2566A-ms98-a-0126,462.488625,463.061250,right,B,b,u-180-1
sw2566A-ms98-a-0126,463.347500,463.555375,yeah,B,b,u-182-1
sw2566A-ms98-a-0126,463.555375,463.717500,there's,B,sd,u-182-2
sw2566A-ms98-a-0126,463.717500,463.787500,a,I,sd,u-182-2
sw2566A-ms98-a-0126,463.787500,464.525125,difference,I,sd,u-182-2
sw2566A-ms98-a-0128,467.843375,468.349000,uh-huh,B,b,u-184-1
sw2566A-ms98-a-0130,471.918750,472.143250,ye[ah]-,O,,
sw2566A-ms98-a-0130,472.233875,472.617125,yep,B,b,u-188-1
sw2566A-ms98-a-0130,473.007125,473.277125,that's,B,ba,u-190-1
sw2566A-ms98-a-0130,473.277125,473.647125,right,I,ba,u-190-1
sw2566A-ms98-a-0130,473.747125,474.146000,or,B,sd,u-190-2
sw2566A-ms98-a-0130,474.420875,474.537125,you,I,sd,u-190-2
sw2566A-ms98-a-0130,474.537125,474.737125,know,I,sd,u-190-2
sw2566A-ms98-a-0130,474.737125,474.817375,in,I,sd,u-190-2
sw2566A-ms98-a-0130,474.817375,474.949125,a,I,sd,u-190-2
sw2566A-ms98-a-0130,474.949125,475.027125,a,I,sd,u-190-2
