sw2835B-ms98-a-0003,6.047750,6.642500,yeah,B,b,u-2-1
sw2835B-ms98-a-0019,98.922625,99.311750,with,I,sv,u-22-1
sw2835B-ms98-a-0019,99.311750,99.807750,changes,I,sv,u-22-1
sw2835B-ms98-a-0019,99.807750,100.271750,too,I,sv,u-22-1
sw2835B-ms98-a-0019,100.516500,100.687750,don't,I,sv,u-22-1
sw2835B-ms98-a-0019,100.687750,100.989375,you,I,sv,u-22-1
sw2835B-ms98-a-0019,101.200250,101.397750,in,I,sv,u-22-1
sw2835B-ms98-a-0019,101.397750,101.807750,like,I,sv,u-22-1
sw2835B-ms98-a-0019,101.807750,102.127750,people's,I,sv,u-22-1
sw2835B-ms98-a-0019,102.127750,102.977750,attitudes,I,sv,u-22-1
sw2835B-ms98-a-0021,118.075125,118.653625,yeah,B,b,u-24-1
sw2835B-ms98-a-0023,124.317875,124.844750,oh,B,b,u-26-1
sw2835B-ms98-a-0025,135.222000,135.759875,[laughter-yeah],O,,
sw2835B-ms98-a-0027,139.374000,139.584000,and,B,sd,u-30-1
sw2835B-ms98-a-0027,139.584000,139.864000,now,I,sd,u-30-1
sw2835B-ms98-a-0027,139.864000,140.604000,everybody,I,sd,u-30-1
sw2835B-ms98-a-0027,140.604000,140.884000,uh,I,sd,u-30-1
sw2835B-ms98-a-0027,141.194000,141.909750,has,I,sd,u-30-1
sw2835B-ms98-a-0027,142.407875,143.404000,VCRs,I,sd,u-30-1
sw2835B-ms98-a-0027,143.404000,143.794000,and,I,sd,u-30-1
sw2835B-ms98-a-0027,143.794000,143.944000,two,I,sd,u-30-1
sw2835B-ms98-a-0027,143.944000,144.004000,or,I,sd,u-30-1
sw2835B-ms98-a-0027,144.004000,144.274000,three,I,sd,u-30-1
sw2835B-ms98-a-0027,144.274000,145.344000,VCRs,O,,
sw2835B-ms98-a-0028,146.074375,146.175375,and,B,+,u-32-1
sw2835B-ms98-a-0028,146.175375,146.315375,that,I,+,u-32-1
sw2835B-ms98-a-0028,146.315375,146.465375,kind,I,+,u-32-1
sw2835B-ms98-a-0028,146.465375,146.585375,of,I,+,u-32-1
sw2835B-ms98-a-0028,146.585375,147.025375,thing,I,+,u-32-1
sw2835B-ms98-a-0030,161.991750,162.340000,yeah,B,aa,u-34-1
sw2835B-ms98-a-0030,162.572750,162.647625,[laughter-i],O,,
sw2835B-ms98-a-0030,162.647625,163.077625,[laughter-know],O,,
sw2835B-ms98-a-0032,170.983625,171.289625,yeah,B,b,u-36-1
sw2835B-ms98-a-0032,171.289625,171.409625,and,B,sd,u-36-2
sw2835B-ms98-a-0032,171.409625,171.479625,you,I,sd,u-36-2
sw2835B-ms98-a-0032,171.479625,171.719625,can,I,sd,u-36-2
sw2835B-ms98-a-0032,171.909625,171.989625,you,I,sd,u-36-2
sw2835B-ms98-a-0032,171.989625,172.129625,can,I,sd,u-36-2
sw2835B-ms98-a-0032,172.129625,172.439625,flip,I,sd,u-36-2
sw2835B-ms98-a-0032,172.439625,172.649625,through,I,sd,u-36-2
sw2835B-ms98-a-0032,172.649625,172.709625,the,I,sd,u-36-2
sw2835B-ms98-a-0032,172.709625,173.419625,commercials,I,sd,u-36-2
sw2835B-ms98-a-0032,173.419625,173.479625,so,B,sd,u-36-3
sw2835B-ms98-a-0032,173.479625,173.539625,you,I,sd,u-36-3
sw2835B-ms98-a-0032,173.539625,173.679625,don't,I,sd,u-36-3
sw2835B-ms98-a-0032,173.679625,173.769625,have,I,sd,u-36-3
sw2835B-ms98-a-0032,173.769625,173.859625,to,I,sd,u-36-3
sw2835B-ms98-a-0032,173.859625,174.099625,watch,I,sd,u-36-3
sw2835B-ms98-a-0032,174.099625,174.159625,the,I,sd,u-36-3
sw2835B-ms98-a-0032,174.159625,174.921500,commercials,I,sd,u-36-3
sw2835B-ms98-a-0034,176.370375,176.557875,that's,B,sv,u-38-1
sw2835B-ms98-a-0034,176.557875,176.777875,always,I,sv,u-38-1
sw2835B-ms98-a-0034,176.777875,177.101750,h[assle]-,I,sv,u-38-1
sw2835B-ms98-a-0034,177.291375,177.936125,convenient,I,sv,u-38-1
sw2835B-ms98-a-0036,185.702500,186.115000,uh-huh,B,b,u-40-1
sw2835B-ms98-a-0036,186.115000,186.638500,[laughter],O,,
sw2835B-ms98-a-0037,187.638125,187.918125,so,B,qw^t,u-40-2
sw2835B-ms98-a-0037,187.918125,188.158125,what,I,qw^t,u-40-2
sw2835B-ms98-a-0037,188.158125,188.318125,was,I,qw^t,u-40-2
sw2835B-ms98-a-0037,188.318125,188.498125,their,I,qw^t,u-40-2
sw2835B-ms98-a-0037,188.498125,188.918125,question,I,qw^t,u-40-2
sw2835B-ms98-a-0037,188.918125,189.358125,about,I,qw^t,u-40-2
sw2835B-ms98-a-0037,189.358125,189.798125,decline,I,qw^t,u-40-2
sw2835B-ms98-a-0037,189.798125,190.018125,in,I,qw^t,u-40-2
sw2835B-ms98-a-0037,190.288125,191.030250,socio[logical]-,O,,
sw2835B-ms98-a-0039,199.242875,199.666250,yeah,B,b,u-42-1
sw2835B-ms98-a-0041,204.005125,204.605875,well,B,sd,u-44-1
sw2835B-ms98-a-0042,205.589000,205.745625,i,I,sd,u-44-1
sw2835B-ms98-a-0042,205.745625,206.025625,can't,I,sd,u-44-1
sw2835B-ms98-a-0042,206.025625,206.295625,really,I,sd,u-44-1
sw2835B-ms98-a-0042,206.295625,206.935625,remember,I,sd,u-44-1
sw2835B-ms98-a-0042,206.935625,207.315625,back,I,sd,u-44-1
sw2835B-ms98-a-0042,207.315625,207.595625,that,I,sd,u-44-1
sw2835B-ms98-a-0042,207.595625,208.000000,far,I,sd,u-44-1
sw2835B-ms98-a-0042,208.000000,208.322750,but,B,sd,u-44-2
sw2835B-ms98-a-0042,208.322750,209.255625,[laughter],I,sd,u-44-2
sw2835B-ms98-a-0042,209.255625,209.495625,ten,I,sd,u-44-2
sw2835B-ms98-a-0042,209.495625,209.725625,years,I,sd,u-44-2
sw2835B-ms98-a-0042,209.725625,210.265625,ago,I,sd,u-44-2
sw2835B-ms98-a-0043,211.094250,211.784375,um,I,sd,u-44-2
sw2835B-ms98-a-0044,213.297500,213.437500,i,I,sd,u-44-2
sw2835B-ms98-a-0044,213.437500,213.557500,don't,I,sd,u-44-2
sw2835B-ms98-a-0044,213.557500,213.927500,know,I,sd,u-44-2
sw2835B-ms98-a-0045,214.835625,214.975625,i'd,I,sd,u-44-2
sw2835B-ms98-a-0045,214.975625,215.375625,say,I,sd,u-44-2
sw2835B-ms98-a-0045,215.375625,215.725625,like,I,sd,u-44-2
sw2835B-ms98-a-0045,215.725625,215.815625,in,I,sd,u-44-2
sw2835B-ms98-a-0045,215.815625,215.875625,the,I,sd,u-44-2
sw2835B-ms98-a-0045,215.875625,216.285625,nineteen,I,sd,u-44-2
sw2835B-ms98-a-0045,216.285625,216.815625,seventies,I,sd,u-44-2
sw2835B-ms98-a-0045,216.815625,216.885625,you,I,sd,u-44-2
sw2835B-ms98-a-0045,216.885625,217.215625,remember,I,sd,u-44-2
sw2835B-ms98-a-0045,217.215625,217.565625,how,I,sd,u-44-2
sw2835B-ms98-a-0046,218.889375,219.129875,kids,I,sd,u-44-2
sw2835B-ms98-a-0046,219.129875,219.269875,would,I,sd,u-44-2
sw2835B-ms98-a-0046,219.269875,219.469875,walk,I,sd,u-44-2
sw2835B-ms98-a-0046,219.469875,219.789875,around,I,sd,u-44-2
sw2835B-ms98-a-0046,219.789875,219.939875,with,I,sd,u-44-2
sw2835B-ms98-a-0046,219.939875,220.629000,AM,I,sd,u-44-2
sw2835B-ms98-a-0047,221.711000,221.802125,what,I,sd,u-44-2
sw2835B-ms98-a-0047,221.802125,221.862125,do,I,sd,u-44-2
sw2835B-ms98-a-0047,221.862125,221.922125,you,I,sd,u-44-2
sw2835B-ms98-a-0047,221.922125,222.082125,call,I,sd,u-44-2
sw2835B-ms98-a-0047,222.082125,222.252125,those,I,sd,u-44-2
sw2835B-ms98-a-0047,222.252125,222.472125,little,I,sd,u-44-2
sw2835B-ms98-a-0047,222.472125,222.862125,AM,I,sd,u-44-2
sw2835B-ms98-a-0047,222.862125,223.631000,radios,I,sd,u-44-2
sw2835B-ms98-a-0047,224.135750,224.262125,and,B,sd,u-46-1
sw2835B-ms98-a-0047,224.262125,224.532125,now,I,sd,u-46-1
sw2835B-ms98-a-0047,224.532125,224.882125,people,I,sd,u-46-1
sw2835B-ms98-a-0047,224.882125,225.162000,have,I,sd,u-46-1
sw2835B-ms98-a-0047,225.455875,225.802125,jam,I,sd,u-46-1
sw2835B-ms98-a-0047,225.802125,226.152125,box,I,sd,u-46-1
sw2835B-ms98-a-0047,226.152125,226.272125,with,I,sd,u-46-1
sw2835B-ms98-a-0047,226.272125,226.682125,CD,I,sd,u-46-1
sw2835B-ms98-a-0047,226.682125,227.202125,players,I,sd,u-46-1
sw2835B-ms98-a-0047,227.202125,227.352125,in,I,sd,u-46-1
sw2835B-ms98-a-0047,227.352125,227.572125,them_1,I,sd,u-46-1
sw2835B-ms98-a-0047,227.572125,227.702125,you,I,sd,u-46-1
sw2835B-ms98-a-0047,227.702125,228.242125,[laughter-know],O,,
sw2835B-ms98-a-0049,230.298750,230.551125,and,B,+,u-48-1
sw2835B-ms98-a-0050,231.080000,231.380000,hand,B,+,u-50-1
sw2835B-ms98-a-0050,231.380000,231.610000,held,I,+,u-50-1
sw2835B-ms98-a-0050,231.610000,232.310000,TVs,I,+,u-50-1
sw2835B-ms98-a-0050,232.310000,232.580000,and,I,+,u-50-1
sw2835B-ms98-a-0050,232.700000,232.940000,car,I,+,u-50-1
sw2835B-ms98-a-0050,232.940000,233.610000,phones,I,+,u-50-1
sw2835B-ms98-a-0052,240.637250,241.067250,yeah,B,b,u-52-1
sw2835B-ms98-a-0054,259.476875,259.906625,uh-huh,B,b,u-54-1
sw2835B-ms98-a-0056,276.211125,276.547250,those,B,sv,u-56-1
sw2835B-ms98-a-0056,276.547250,276.617250,are,I,sv,u-56-1
sw2835B-ms98-a-0056,276.617250,277.156375,cool,I,sv,u-56-1
sw2835B-ms98-a-0058,281.384125,281.790250,yeah,B,b,u-58-1
sw2835B-ms98-a-0060,285.653000,286.175375,yeah,B,b,u-60-1
sw2835B-ms98-a-0062,290.076750,290.175375,where,B,qw,u-62-1
sw2835B-ms98-a-0062,290.175375,290.235375,do,I,qw,u-62-1
sw2835B-ms98-a-0062,290.235375,290.295375,you,I,qw,u-62-1
sw2835B-ms98-a-0062,290.295375,290.515375,think,I,qw,u-62-1
sw2835B-ms98-a-0062,290.515375,290.735375,it's,I,qw,u-62-1
sw2835B-ms98-a-0062,290.905375,291.025375,where,I,qw,u-62-1
sw2835B-ms98-a-0062,291.025375,291.085375,do,I,qw,u-62-1
sw2835B-ms98-a-0062,291.085375,291.145375,you,I,qw,u-62-1
sw2835B-ms98-a-0062,291.145375,291.295375,think,I,qw,u-62-1
sw2835B-ms98-a-0062,291.295375,291.415375,it's,I,qw,u-62-1
sw2835B-ms98-a-0062,291.415375,291.545375,going,I,qw,u-62-1
sw2835B-ms98-a-0062,291.545375,291.615375,to,I,qw,u-62-1
sw2835B-ms98-a-0062,291.615375,291.935375,go,I,qw,u-62-1
sw2835B-ms98-a-0062,291.935375,292.065375,in,I,qw,u-62-1
sw2835B-ms98-a-0062,292.065375,292.425375,twenty,I,qw,u-62-1
sw2835B-ms98-a-0062,292.425375,292.965375,years,I,qw,u-62-1
sw2835B-ms98-a-0064,302.335000,302.851625,yeah,B,b,u-64-1
sw2835B-ms98-a-0066,311.560375,311.880375,um-hum,B,b,u-66-1
sw2835B-ms98-a-0068,319.862500,320.343000,wow,B,ba,u-68-1
sw2835B-ms98-a-0070,327.293250,327.642875,um-hum,B,b,u-70-1
sw2835B-ms98-a-0072,337.405250,337.808125,yeah,B,b,u-72-1
sw2835B-ms98-a-0074,346.829625,347.007625,i'm,B,qw,u-74-1
sw2835B-ms98-a-0074,347.007625,347.487625,curious,I,qw,u-74-1
sw2835B-ms98-a-0074,347.487625,347.687625,what,I,qw,u-74-1
sw2835B-ms98-a-0074,347.687625,347.837625,was,I,qw,u-74-1
sw2835B-ms98-a-0074,347.837625,348.067625,your,I,qw,u-74-1
sw2835B-ms98-a-0074,348.067625,348.329625,uh,I,qw,u-74-1
sw2835B-ms98-a-0074,348.329625,348.789250,graduate,I,qw,u-74-1
sw2835B-ms98-a-0074,348.789250,349.267625,study,I,qw,u-74-1
sw2835B-ms98-a-0074,349.267625,349.491250,in,I,qw,u-74-1
sw2835B-ms98-a-0076,352.315125,352.675375,oh,B,ba,u-76-1
sw2835B-ms98-a-0076,352.675375,353.005375,wow,I,ba,u-76-1
sw2835B-ms98-a-0077,354.160625,354.410500,uh-huh,B,b,u-78-1
sw2835B-ms98-a-0079,369.436875,369.848875,yeah,B,b,u-80-1
sw2835B-ms98-a-0081,380.878750,381.369500,yeah,B,b,u-82-1
sw2835B-ms98-a-0083,399.509500,399.850625,um-hum,B,b,u-84-1
sw2835B-ms98-a-0084,400.831375,400.855625,do,O,,
sw2835B-ms98-a-0084,400.855625,400.915625,you,B,qy,u-84-2
sw2835B-ms98-a-0084,400.915625,401.095625,think,I,qy,u-84-2
sw2835B-ms98-a-0084,401.095625,401.305625,that's,I,qy,u-84-2
sw2835B-ms98-a-0084,401.305625,401.685625,caused,I,qy,u-84-2
sw2835B-ms98-a-0084,401.685625,401.745625,a,I,qy,u-84-2
sw2835B-ms98-a-0084,401.745625,401.975625,lot,I,qy,u-84-2
sw2835B-ms98-a-0084,401.975625,402.055625,of,I,qy,u-84-2
sw2835B-ms98-a-0084,402.055625,402.455625,pressure,I,qy,u-84-2
sw2835B-ms98-a-0084,402.455625,402.838125,on,I,qy,u-84-2
sw2835B-ms98-a-0084,403.211000,403.465625,like,I,qy,u-84-2
sw2835B-ms98-a-0084,403.465625,403.795625,younger,I,qy,u-84-2
sw2835B-ms98-a-0084,403.795625,404.345625,kids,I,qy,u-84-2
sw2835B-ms98-a-0084,404.345625,404.755625,today,I,qy,u-84-2
sw2835B-ms98-a-0084,404.755625,404.935625,to,B,+,u-86-1
sw2835B-ms98-a-0084,404.935625,405.155625,make,I,+,u-86-1
sw2835B-ms98-a-0084,405.155625,405.745625,choices,I,+,u-86-1
sw2835B-ms98-a-0084,405.745625,405.885625,that,I,+,u-86-1
sw2835B-ms98-a-0084,405.885625,406.025625,they,I,+,u-86-1
sw2835B-ms98-a-0084,406.025625,406.355625,probably,I,+,u-86-1
sw2835B-ms98-a-0084,406.355625,406.595625,shouldn't,I,+,u-86-1
sw2835B-ms98-a-0084,406.595625,406.765625,have,I,+,u-86-1
sw2835B-ms98-a-0084,406.765625,406.875625,to,I,+,u-86-1
sw2835B-ms98-a-0084,406.875625,407.218250,make,I,+,u-86-1
sw2835B-ms98-a-0086,409.029000,409.270500,yeah,B,b,u-88-1
sw2835B-ms98-a-0088,425.861750,426.206625,um-hum,B,b,u-90-1
sw2835B-ms98-a-0090,429.424750,429.776625,yeah,B,b,u-92-1
sw2835B-ms98-a-0092,436.122125,436.558375,[laughter-yeah],O,,
sw2835B-ms98-a-0094,438.674875,439.055000,yeah,B,b,u-96-1
sw2835B-ms98-a-0096,451.783625,452.175250,um-hum,B,b,u-98-1
sw2835B-ms98-a-0098,459.886000,460.082000,oh,B,b,u-100-1
sw2835B-ms98-a-0098,460.082000,460.537500,yeah,I,b,u-100-1
sw2835B-ms98-a-0099,461.919250,462.045625,it's,B,sd,u-100-2
sw2835B-ms98-a-0099,462.045625,462.234750,kind,I,sd,u-100-2
sw2835B-ms98-a-0099,462.234750,462.304750,of,I,sd,u-100-2
sw2835B-ms98-a-0099,462.304750,462.684750,scary,I,sd,u-100-2
sw2835B-ms98-a-0099,462.684750,462.874750,when,I,sd,u-100-2
sw2835B-ms98-a-0099,462.874750,462.934750,i,I,sd,u-100-2
sw2835B-ms98-a-0099,462.934750,463.204750,think,I,sd,u-100-2
sw2835B-ms98-a-0099,463.204750,463.308250,of,I,sd,u-100-2
sw2835B-ms98-a-0099,463.408125,463.664750,what,I,sd,u-100-2
sw2835B-ms98-a-0099,463.864750,464.024750,will,I,sd,u-100-2
sw2835B-ms98-a-0099,464.024750,464.344750,happen,I,sd,u-100-2
sw2835B-ms98-a-0099,464.344750,464.444750,in,I,sd,u-100-2
sw2835B-ms98-a-0099,464.444750,464.794750,twenty,I,sd,u-100-2
sw2835B-ms98-a-0099,464.794750,465.234750,years,I,sd,u-100-2
sw2835B-ms98-a-0099,465.234750,465.361125,you,I,sd,u-100-2
sw2835B-ms98-a-0099,465.361125,465.605875,know,I,sd,u-100-2
sw2835B-ms98-a-0099,465.605875,465.819000,when,I,sd,u-100-2
sw2835B-ms98-a-0099,466.199375,466.364750,i,I,sd,u-100-2
sw2835B-ms98-a-0099,466.364750,466.534750,have,I,sd,u-100-2
sw2835B-ms98-a-0099,466.534750,466.934750,kids,I,sd,u-100-2
sw2835B-ms98-a-0099,466.934750,467.114750,and,I,sd,u-100-2
sw2835B-ms98-a-0099,467.114750,467.397000,they're,I,sd,u-100-2
sw2835B-ms98-a-0099,467.995875,468.484750,grown,I,sd,u-100-2
sw2835B-ms98-a-0099,468.484750,468.661875,and,I,sd,u-100-2
sw2835B-ms98-a-0101,470.992250,471.402250,um,I,sd,u-100-2
sw2835B-ms98-a-0101,471.802250,471.972250,just,I,sd,u-100-2
sw2835B-ms98-a-0101,471.972250,472.232250,kind,I,sd,u-100-2
sw2835B-ms98-a-0101,472.232250,472.302250,of,I,sd,u-100-2
sw2835B-ms98-a-0101,472.302250,472.492250,some,I,sd,u-100-2
sw2835B-ms98-a-0101,472.492250,472.622250,of,I,sd,u-100-2
sw2835B-ms98-a-0101,472.622250,472.682250,the,I,sd,u-100-2
sw2835B-ms98-a-0101,472.682250,473.032250,changes,I,sd,u-100-2
sw2835B-ms98-a-0101,473.032250,473.172250,that,I,sd,u-100-2
sw2835B-ms98-a-0101,473.172250,473.282250,will,I,sd,u-100-2
sw2835B-ms98-a-0101,473.282250,473.737375,happen,I,sd,u-100-2
sw2835B-ms98-a-0101,473.891750,474.142250,even,I,sd,u-100-2
sw2835B-ms98-a-0101,474.142250,474.392250,more,I,sd,u-100-2
sw2835B-ms98-a-0101,474.392250,474.787125,so,B,%,u-100-3
sw2835B-ms98-a-0101,475.171250,475.322250,seems,B,sv,u-102-1
sw2835B-ms98-a-0101,475.322250,475.502250,like,I,sv,u-102-1
sw2835B-ms98-a-0101,475.502250,475.622250,it,I,sv,u-102-1
sw2835B-ms98-a-0101,475.622250,475.862250,can't,I,sv,u-102-1
sw2835B-ms98-a-0101,475.862250,475.992250,get,I,sv,u-102-1
sw2835B-ms98-a-0101,475.992250,476.242250,much,I,sv,u-102-1
sw2835B-ms98-a-0101,476.242250,476.726875,worse,I,sv,u-102-1
sw2835B-ms98-a-0103,481.105750,481.457500,yeah,B,b,u-104-1
sw2835B-ms98-a-0105,493.472875,493.853375,um-hum,B,b,u-106-1
sw2835B-ms98-a-0107,498.157375,498.486875,hm,B,b,u-108-1
sw2835B-ms98-a-0109,501.198125,501.670750,yeah,B,b,u-110-1
sw2835B-ms98-a-0111,503.868500,504.391750,so,B,sv,u-110-2
sw2835B-ms98-a-0112,505.459500,505.760750,sounds,I,sv,u-110-2
sw2835B-ms98-a-0112,505.760750,505.950750,like,I,sv,u-110-2
sw2835B-ms98-a-0112,505.950750,506.480750,America's,I,sv,u-110-2
sw2835B-ms98-a-0112,506.480750,506.630750,going,I,sv,u-110-2
sw2835B-ms98-a-0112,506.630750,506.750750,to,I,sv,u-110-2
sw2835B-ms98-a-0112,506.750750,507.370750,become,I,sv,u-110-2
sw2835B-ms98-a-0112,507.370750,507.630750,even,I,sv,u-110-2
sw2835B-ms98-a-0112,507.630750,508.010750,more,I,sv,u-110-2
sw2835B-ms98-a-0112,508.010750,509.165000,communication,I,sv,u-110-2
sw2835B-ms98-a-0112,509.408625,510.150750,society,I,sv,u-110-2
sw2835B-ms98-a-0112,510.150750,510.322375,with,I,sv,u-110-2
sw2835B-ms98-a-0112,510.701750,511.410750,faxes,I,sv,u-110-2
sw2835B-ms98-a-0112,511.410750,511.810750,and,I,sv,u-110-2
sw2835B-ms98-a-0112,511.810750,512.280750,cellular,I,sv,u-110-2
sw2835B-ms98-a-0112,512.280750,512.860750,phones,I,sv,u-110-2
sw2835B-ms98-a-0112,512.860750,513.138750,and,I,sv,u-110-2
sw2835B-ms98-a-0114,514.984500,515.850875,worldwide,B,+,u-112-1
