sw2652A-ms98-a-0002,1.008750,1.558750,okay,B,%,u-1-1
sw2652A-ms98-a-0007,23.871375,24.513250,uh-huh,B,b,u-9-1
sw2652A-ms98-a-0009,28.739750,29.343000,uh-huh,B,b,u-11-1
sw2652A-ms98-a-0011,31.800250,32.610250,yeah,B,b,u-13-1
sw2652A-ms98-a-0013,36.079250,36.470875,uh-huh,B,b,u-15-1
sw2652A-ms98-a-0015,38.373875,38.935625,uh-huh,B,b,u-17-1
sw2652A-ms98-a-0017,41.889000,42.459000,yeah,B,aa,u-19-1
sw2652A-ms98-a-0017,42.459000,42.819000,yeah,B,aa^r,u-19-2
sw2652A-ms98-a-0017,42.819000,42.919000,and,B,bf,u-19-3
sw2652A-ms98-a-0017,42.919000,43.169000,buying,I,bf,u-19-3
sw2652A-ms98-a-0017,43.169000,43.569000,suits,I,bf,u-19-3
sw2652A-ms98-a-0017,43.569000,43.689000,and,I,bf,u-19-3
sw2652A-ms98-a-0017,43.689000,43.949000,stuff,I,bf,u-19-3
sw2652A-ms98-a-0017,43.949000,44.149000,yeah,I,bf,u-19-3
sw2652A-ms98-a-0017,44.149000,44.434625,because,I,bf,u-19-3
sw2652A-ms98-a-0017,44.434625,44.659000,just,I,bf,u-19-3
sw2652A-ms98-a-0017,44.659000,44.909000,being,I,bf,u-19-3
sw2652A-ms98-a-0017,44.909000,44.989000,at,I,bf,u-19-3
sw2652A-ms98-a-0017,44.989000,45.359000,home,I,bf,u-19-3
sw2652A-ms98-a-0017,45.359000,45.589750,and,B,sd,u-19-4
sw2652A-ms98-a-0017,46.022875,46.169000,i,I,sd,u-19-4
sw2652A-ms98-a-0017,46.169000,46.429000,work,I,sd,u-19-4
sw2652A-ms98-a-0017,46.429000,46.509000,at,I,sd,u-19-4
sw2652A-ms98-a-0017,46.509000,47.079000,home,I,sd,u-19-4
sw2652A-ms98-a-0017,47.079000,47.552750,so,B,sd,u-19-5
sw2652A-ms98-a-0018,48.101500,48.221500,i,B,+,u-21-1
sw2652A-ms98-a-0018,48.221500,48.481500,just,I,+,u-21-1
sw2652A-ms98-a-0018,48.481500,48.751500,have,I,+,u-21-1
sw2652A-ms98-a-0018,49.371500,49.471500,you,I,+,u-21-1
sw2652A-ms98-a-0018,49.471500,49.631500,know,I,+,u-21-1
sw2652A-ms98-a-0018,49.631500,49.771500,i,I,+,u-21-1
sw2652A-ms98-a-0018,49.771500,50.051500,just,I,+,u-21-1
sw2652A-ms98-a-0018,50.051500,50.339500,wear,I,+,u-21-1
sw2652A-ms98-a-0018,50.339500,50.689750,my,I,+,u-21-1
sw2652A-ms98-a-0018,50.976875,51.129375,you,I,+,u-21-1
sw2652A-ms98-a-0018,51.129375,51.251500,know,I,+,u-21-1
sw2652A-ms98-a-0018,51.251500,51.401500,my,I,+,u-21-1
sw2652A-ms98-a-0018,51.401500,51.851500,shorts,I,+,u-21-1
sw2652A-ms98-a-0018,51.851500,51.971500,and,I,+,u-21-1
sw2652A-ms98-a-0018,51.971500,52.241500,stuff,I,+,u-21-1
sw2652A-ms98-a-0018,52.241500,52.401500,like,I,+,u-21-1
sw2652A-ms98-a-0018,52.401500,52.624375,that,I,+,u-21-1
sw2652A-ms98-a-0018,52.624375,52.786375,i,B,sd,u-21-2
sw2652A-ms98-a-0018,53.192750,53.346250,i,I,sd,u-21-2
sw2652A-ms98-a-0018,53.346250,53.525125,don't,I,sd,u-21-2
sw2652A-ms98-a-0018,53.651500,53.791500,go,I,sd,u-21-2
sw2652A-ms98-a-0018,53.791500,54.011500,out,I,sd,u-21-2
sw2652A-ms98-a-0018,54.011500,54.131500,and,I,sd,u-21-2
sw2652A-ms98-a-0018,54.131500,54.441500,spend,I,sd,u-21-2
sw2652A-ms98-a-0018,54.441500,54.681500,lots,I,sd,u-21-2
sw2652A-ms98-a-0018,54.681500,54.761500,of,I,sd,u-21-2
sw2652A-ms98-a-0018,54.761500,55.131500,money,I,sd,u-21-2
sw2652A-ms98-a-0018,55.131500,55.341500,on,I,sd,u-21-2
sw2652A-ms98-a-0018,55.341500,55.564625,uh,I,sd,u-21-2
sw2652A-ms98-a-0018,55.564625,55.971500,different,I,sd,u-21-2
sw2652A-ms98-a-0018,56.221500,56.301500,you,I,sd,u-21-2
sw2652A-ms98-a-0018,56.301500,56.670625,know,I,sd,u-21-2
sw2652A-ms98-a-0018,57.401375,57.881500,suits,I,sd,u-21-2
sw2652A-ms98-a-0018,57.881500,58.051500,and,I,sd,u-21-2
sw2652A-ms98-a-0018,58.051500,58.491500,stuff,I,sd,u-21-2
sw2652A-ms98-a-0018,58.491500,58.561500,you,I,sd,u-21-2
sw2652A-ms98-a-0018,58.561500,58.851500,know,I,sd,u-21-2
sw2652A-ms98-a-0019,59.513000,59.673000,when,B,sd,u-23-1
sw2652A-ms98-a-0019,59.673000,59.793000,i,I,sd,u-23-1
sw2652A-ms98-a-0019,59.793000,60.043000,before,B,sd,u-23-2
sw2652A-ms98-a-0019,60.043000,60.093000,i,I,sd,u-23-2
sw2652A-ms98-a-0019,60.093000,60.253000,got,I,sd,u-23-2
sw2652A-ms98-a-0019,60.253000,60.653000,married,I,sd,u-23-2
sw2652A-ms98-a-0019,60.653000,60.803000,i,I,sd,u-23-2
sw2652A-ms98-a-0019,60.803000,60.953000,you,I,sd,u-23-2
sw2652A-ms98-a-0019,60.953000,61.113000,know,I,sd,u-23-2
sw2652A-ms98-a-0019,61.113000,61.173000,i,I,sd,u-23-2
sw2652A-ms98-a-0019,61.173000,61.323000,was,I,sd,u-23-2
sw2652A-ms98-a-0019,61.323000,61.823000,working,I,sd,u-23-2
sw2652A-ms98-a-0019,61.823000,62.253000,so,B,sd,u-23-3
sw2652A-ms98-a-0019,62.253000,62.523000,i,I,sd,u-23-3
sw2652A-ms98-a-0019,62.523000,62.773000,uh,I,sd,u-23-3
sw2652A-ms98-a-0021,64.310500,64.400500,you,I,sd,u-23-3
sw2652A-ms98-a-0021,64.400500,64.570500,know,I,sd,u-23-3
sw2652A-ms98-a-0021,64.570500,64.782625,i,I,sd,u-23-3
sw2652A-ms98-a-0021,64.782625,64.893125,i,I,sd,u-23-3
sw2652A-ms98-a-0021,64.893125,65.110500,had,I,sd,u-23-3
sw2652A-ms98-a-0021,65.110500,65.380500,more,I,sd,u-23-3
sw2652A-ms98-a-0021,65.380500,65.790500,suits,I,sd,u-23-3
sw2652A-ms98-a-0021,65.790500,65.900500,and,I,sd,u-23-3
sw2652A-ms98-a-0021,65.900500,66.230500,stuff,I,sd,u-23-3
sw2652A-ms98-a-0021,66.230500,66.520500,then,I,sd,u-23-3
sw2652A-ms98-a-0021,66.520500,66.827125,but,B,%,u-23-4
sw2652A-ms98-a-0023,69.161750,69.281875,worry,B,sd,u-25-1
sw2652A-ms98-a-0023,69.281875,69.487125,about,I,sd,u-25-1
sw2652A-ms98-a-0023,69.487125,69.567125,all,I,sd,u-25-1
sw2652A-ms98-a-0023,69.567125,69.697125,that,I,sd,u-25-1
sw2652A-ms98-a-0023,69.697125,69.907125,kind,I,sd,u-25-1
sw2652A-ms98-a-0023,69.907125,69.987125,of,I,sd,u-25-1
sw2652A-ms98-a-0023,69.987125,70.342875,[laughter-stuff],O,,
sw2652A-ms98-a-0025,76.335125,76.775125,uh-huh,B,b,u-27-1
sw2652A-ms98-a-0027,81.972125,82.392125,uh-huh,B,b,u-29-1
sw2652A-ms98-a-0029,91.245875,91.875875,right,B,b,u-31-1
sw2652A-ms98-a-0031,95.472125,95.977625,uh-huh,B,b,u-33-1
sw2652A-ms98-a-0033,98.958375,99.168375,when,B,bf,u-35-1
sw2652A-ms98-a-0033,99.168375,99.308375,you're,I,bf,u-35-1
sw2652A-ms98-a-0033,99.308375,99.988375,training,I,bf,u-35-1
sw2652A-ms98-a-0033,99.988375,100.520000,right,I,bf,u-35-1
sw2652A-ms98-a-0033,101.002125,101.555375,yeah,B,b,u-37-1
sw2652A-ms98-a-0035,105.630625,106.010625,uh-huh,B,b,u-39-1
sw2652A-ms98-a-0035,106.010625,106.190625,moved,O,,
sw2652A-ms98-a-0035,106.190625,106.530625,somewhere,O,,
sw2652A-ms98-a-0035,106.530625,106.623000,i,O,,
sw2652A-ms98-a-0035,106.623000,106.765375,mean,O,,
sw2652A-ms98-a-0037,108.836125,109.366125,winter,B,+,u-41-1
sw2652A-ms98-a-0039,110.923250,111.493250,uh-huh,B,b,u-43-1
sw2652A-ms98-a-0041,115.552375,116.182375,uh-huh,B,b,u-45-1
sw2652A-ms98-a-0043,118.411375,118.749875,yeah,B,aa,u-47-1
sw2652A-ms98-a-0043,118.749875,118.919250,because_1,O,,
sw2652A-ms98-a-0043,118.919250,119.059250,i,B,sd,u-47-2
sw2652A-ms98-a-0043,119.059250,119.339250,came,I,sd,u-47-2
sw2652A-ms98-a-0043,119.339250,119.519250,from,I,sd,u-47-2
sw2652A-ms98-a-0043,119.519250,119.879250,Wyoming,I,sd,u-47-2
sw2652A-ms98-a-0043,119.879250,119.979250,and,B,sd,u-47-3
sw2652A-ms98-a-0043,119.979250,120.069250,i,I,sd,u-47-3
sw2652A-ms98-a-0043,120.069250,120.379250,had,I,sd,u-47-3
sw2652A-ms98-a-0043,120.379250,120.659250,wool,I,sd,u-47-3
sw2652A-ms98-a-0043,120.659250,121.049250,suits,I,sd,u-47-3
sw2652A-ms98-a-0043,121.049250,121.169250,and,I,sd,u-47-3
sw2652A-ms98-a-0043,121.169250,121.409250,wool,I,sd,u-47-3
sw2652A-ms98-a-0043,121.409250,121.849250,skirts,I,sd,u-47-3
sw2652A-ms98-a-0043,121.849250,121.989250,and,B,sd,u-47-4
sw2652A-ms98-a-0044,122.633500,122.733500,you,B,+,u-49-1
sw2652A-ms98-a-0044,122.733500,122.843500,know,I,+,u-49-1
sw2652A-ms98-a-0044,122.843500,122.933500,i've,I,+,u-49-1
sw2652A-ms98-a-0044,122.933500,123.073500,got,I,+,u-49-1
sw2652A-ms98-a-0044,123.073500,123.173500,all,I,+,u-49-1
sw2652A-ms98-a-0044,123.173500,123.323500,these,I,+,u-49-1
sw2652A-ms98-a-0044,123.323500,123.593500,clothes,I,+,u-49-1
sw2652A-ms98-a-0044,123.593500,123.683500,that,I,+,u-49-1
sw2652A-ms98-a-0044,123.683500,123.713500,i,I,+,u-49-1
sw2652A-ms98-a-0044,123.713500,124.023500,never,I,+,u-49-1
sw2652A-ms98-a-0044,124.023500,124.403500,wear,I,+,u-49-1
sw2652A-ms98-a-0044,124.403500,124.593500,because_1,O,,
sw2652A-ms98-a-0044,124.593500,124.723500,you,B,+,u-51-1
sw2652A-ms98-a-0044,124.810625,124.933500,just,I,+,u-51-1
sw2652A-ms98-a-0044,124.933500,125.183500,can't,I,+,u-51-1
sw2652A-ms98-a-0044,125.183500,125.333500,wear,I,+,u-51-1
sw2652A-ms98-a-0044,125.333500,125.463500,them_1,I,+,u-51-1
sw2652A-ms98-a-0044,125.463500,125.934125,here,I,+,u-51-1
sw2652A-ms98-a-0044,125.934125,126.223500,and,B,sd,u-53-1
sw2652A-ms98-a-0044,126.223500,126.503500,um,I,sd,u-53-1
sw2652A-ms98-a-0045,126.620750,126.820750,the,I,sd,u-53-1
sw2652A-ms98-a-0045,126.820750,127.250750,seasons,I,sd,u-53-1
sw2652A-ms98-a-0045,127.250750,127.340750,are,I,sd,u-53-1
sw2652A-ms98-a-0045,127.340750,127.550750,just,I,sd,u-53-1
sw2652A-ms98-a-0045,127.550750,127.670750,so,I,sd,u-53-1
sw2652A-ms98-a-0045,127.670750,127.900750,much,I,sd,u-53-1
sw2652A-ms98-a-0045,127.900750,128.180750,different,I,sd,u-53-1
sw2652A-ms98-a-0045,128.180750,128.240750,you,B,sd,u-53-2
sw2652A-ms98-a-0045,128.240750,128.350750,have,I,sd,u-53-2
sw2652A-ms98-a-0045,128.350750,128.540750,so,I,sd,u-53-2
sw2652A-ms98-a-0045,128.540750,128.780750,much,I,sd,u-53-2
sw2652A-ms98-a-0045,128.780750,129.320750,summer,I,sd,u-53-2
sw2652A-ms98-a-0046,130.152500,130.445875,and,B,sd,u-55-1
sw2652A-ms98-a-0046,130.445875,130.756125,uh,I,sd,u-55-1
sw2652A-ms98-a-0046,131.204250,131.319625,so,I,sd,u-55-1
sw2652A-ms98-a-0046,131.319625,131.439625,then,I,sd,u-55-1
sw2652A-ms98-a-0046,131.439625,131.529625,when,I,sd,u-55-1
sw2652A-ms98-a-0046,131.529625,131.689625,i,I,sd,u-55-1
sw2652A-ms98-a-0046,131.689625,131.819625,you,I,sd,u-55-1
sw2652A-ms98-a-0046,131.819625,131.899625,know,I,sd,u-55-1
sw2652A-ms98-a-0046,131.899625,131.979625,i,I,sd,u-55-1
sw2652A-ms98-a-0046,131.979625,132.359625,finally,I,sd,u-55-1
sw2652A-ms98-a-0046,132.359625,132.589625,get,I,sd,u-55-1
sw2652A-ms98-a-0046,132.589625,132.739625,a,I,sd,u-55-1
sw2652A-ms98-a-0046,132.739625,132.959625,chance,I,sd,u-55-1
sw2652A-ms98-a-0046,132.959625,133.079625,to,I,sd,u-55-1
sw2652A-ms98-a-0046,133.079625,133.199625,go,I,sd,u-55-1
sw2652A-ms98-a-0046,133.199625,133.329625,out,I,sd,u-55-1
sw2652A-ms98-a-0046,133.329625,133.419625,with,I,sd,u-55-1
sw2652A-ms98-a-0046,133.419625,133.559625,my,I,sd,u-55-1
sw2652A-ms98-a-0046,133.559625,134.079625,husband,I,sd,u-55-1
sw2652A-ms98-a-0046,134.079625,134.209625,it's,I,sd,u-55-1
sw2652A-ms98-a-0046,134.209625,134.327250,like,I,sd,u-55-1
sw2652A-ms98-a-0046,134.327250,134.493000,a,I,sd,u-55-1
sw2652A-ms98-a-0046,134.493000,134.693125,real,I,sd,u-55-1
sw2652A-ms98-a-0046,134.693125,135.088625,chore,I,sd,u-55-1
sw2652A-ms98-a-0046,135.088625,135.199625,to,I,sd,u-55-1
sw2652A-ms98-a-0046,135.199625,135.529625,find,I,sd,u-55-1
sw2652A-ms98-a-0046,135.529625,135.859625,something,I,sd,u-55-1
sw2652A-ms98-a-0046,135.859625,136.159625,nice,I,sd,u-55-1
sw2652A-ms98-a-0046,136.159625,136.439625,[laughter-to],O,,
sw2652A-ms98-a-0046,136.439625,136.970875,[laughter-wear],O,,
sw2652A-ms98-a-0048,139.143250,139.693250,yeah,B,b,u-57-1
sw2652A-ms98-a-0051,143.603375,144.151375,uh-huh,B,b,u-59-1
sw2652A-ms98-a-0053,147.541125,148.121125,yeah,B,b,u-61-1
sw2652A-ms98-a-0055,151.589500,152.146125,yeah,B,b,u-63-1
sw2652A-ms98-a-0057,154.133250,154.609250,uh-huh,B,b,u-65-1
sw2652A-ms98-a-0059,159.617375,159.969625,yeah,B,aa,u-67-1
sw2652A-ms98-a-0059,159.969625,160.129375,you,B,bf,u-67-2
sw2652A-ms98-a-0059,160.129375,160.359375,hate,I,bf,u-67-2
sw2652A-ms98-a-0059,160.359375,160.459375,to,I,bf,u-67-2
sw2652A-ms98-a-0059,160.459375,160.639375,get,I,bf,u-67-2
sw2652A-ms98-a-0059,160.639375,160.779375,rid,I,bf,u-67-2
sw2652A-ms98-a-0059,160.779375,160.899375,of,I,bf,u-67-2
sw2652A-ms98-a-0059,160.899375,161.039375,it,I,bf,u-67-2
sw2652A-ms98-a-0059,161.039375,161.219375,because_1,I,bf,u-67-2
sw2652A-ms98-a-0059,161.219375,161.339375,you,I,bf,u-67-2
sw2652A-ms98-a-0059,161.339375,161.519375,know,I,bf,u-67-2
sw2652A-ms98-a-0059,161.519375,161.659375,how,I,bf,u-67-2
sw2652A-ms98-a-0059,161.659375,161.839375,much,I,bf,u-67-2
sw2652A-ms98-a-0059,161.839375,161.969375,you,I,bf,u-67-2
sw2652A-ms98-a-0059,161.969375,162.439375,spent,I,bf,u-67-2
sw2652A-ms98-a-0059,162.439375,162.639375,on,I,bf,u-67-2
sw2652A-ms98-a-0059,162.639375,162.909375,them_1,O,,
sw2652A-ms98-a-0060,163.740125,164.010125,and,B,sd,u-69-1
sw2652A-ms98-a-0060,164.010125,164.290125,it's,I,sd,u-69-1
sw2652A-ms98-a-0060,164.290125,164.440125,real,I,sd,u-69-1
sw2652A-ms98-a-0060,164.440125,164.740125,hard,I,sd,u-69-1
sw2652A-ms98-a-0060,164.740125,164.850125,to,I,sd,u-69-1
sw2652A-ms98-a-0060,164.850125,165.020125,get,I,sd,u-69-1
sw2652A-ms98-a-0060,165.020125,165.180125,rid,I,sd,u-69-1
sw2652A-ms98-a-0060,165.180125,165.260125,of,I,sd,u-69-1
sw2652A-ms98-a-0060,165.260125,165.470125,some,I,sd,u-69-1
sw2652A-ms98-a-0060,165.470125,165.550125,of,I,sd,u-69-1
sw2652A-ms98-a-0060,165.550125,165.780125,that,I,sd,u-69-1
sw2652A-ms98-a-0060,165.780125,166.250125,stuff,I,sd,u-69-1
sw2652A-ms98-a-0060,166.250125,166.280125,i,I,sd,u-69-1
sw2652A-ms98-a-0060,166.280125,166.830625,know,I,sd,u-69-1
sw2652A-ms98-a-0061,168.208375,168.609250,so,B,%,u-71-1
sw2652A-ms98-a-0063,172.110250,172.714625,uh-huh,B,b,u-73-1
sw2652A-ms98-a-0065,178.115875,178.487875,uh-huh,B,b,u-75-1
sw2652A-ms98-a-0067,181.395500,181.885875,clothes,B,b^m,u-77-1
sw2652A-ms98-a-0067,181.885875,182.429500,yeah,B,b,u-77-2
sw2652A-ms98-a-0068,183.943000,184.560000,uh-huh,B,b,u-79-1
sw2652A-ms98-a-0069,186.215875,186.923250,yeah,B,aa,u-81-1
sw2652A-ms98-a-0069,186.923250,187.317375,yeah,B,aa^r,u-81-2
sw2652A-ms98-a-0069,187.317375,187.494375,and,B,sd,u-81-3
sw2652A-ms98-a-0069,187.494375,187.835875,i-,I,sd,u-81-3
sw2652A-ms98-a-0069,187.835875,187.995875,i,I,sd,u-81-3
sw2652A-ms98-a-0069,187.995875,188.205875,just,I,sd,u-81-3
sw2652A-ms98-a-0069,188.205875,188.405875,don't,I,sd,u-81-3
sw2652A-ms98-a-0069,188.405875,188.685875,spend,I,sd,u-81-3
sw2652A-ms98-a-0069,188.685875,188.775875,you,I,sd,u-81-3
sw2652A-ms98-a-0069,188.775875,188.968125,know,I,sd,u-81-3
sw2652A-ms98-a-0069,189.140375,189.402000,[vocalized-noise],O,,
sw2652A-ms98-a-0069,189.402000,189.577125,right,B,sd,u-81-4
sw2652A-ms98-a-0069,189.577125,189.865875,now,I,sd,u-81-4
sw2652A-ms98-a-0069,189.865875,189.995875,my,I,sd,u-81-4
sw2652A-ms98-a-0069,189.995875,190.285875,clothes,I,sd,u-81-4
sw2652A-ms98-a-0069,190.285875,190.475875,come,I,sd,u-81-4
sw2652A-ms98-a-0069,190.475875,190.735875,from,I,sd,u-81-4
sw2652A-ms98-a-0069,191.085875,191.565875,Target,I,sd,u-81-4
sw2652A-ms98-a-0069,191.565875,191.685875,[laughter-you],O,,
sw2652A-ms98-a-0069,191.685875,192.005875,[laughter-know],O,,
sw2652A-ms98-a-0071,195.624750,196.064750,yes,B,aa,u-83-1
sw2652A-ms98-a-0071,196.064750,196.250875,and,B,%,u-83-2
sw2652A-ms98-a-0071,196.250875,196.465625,they,I,%,u-83-2
sw2652A-ms98-a-0071,196.870250,196.956875,you,B,sd,u-83-3
sw2652A-ms98-a-0071,196.956875,197.144750,take,I,sd,u-83-3
sw2652A-ms98-a-0071,197.144750,197.264750,them,I,sd,u-83-3
sw2652A-ms98-a-0071,197.264750,197.384750,out,I,sd,u-83-3
sw2652A-ms98-a-0071,197.384750,197.474750,of,I,sd,u-83-3
sw2652A-ms98-a-0071,197.474750,197.604750,the,I,sd,u-83-3
sw2652A-ms98-a-0071,197.604750,197.824750,drier,I,sd,u-83-3
sw2652A-ms98-a-0071,197.824750,198.034750,and,B,sd,u-83-4
sw2652A-ms98-a-0071,198.034750,198.144750,they're,I,sd,u-83-4
sw2652A-ms98-a-0071,198.144750,198.454750,wadded,I,sd,u-83-4
sw2652A-ms98-a-0071,198.454750,198.664750,up,I,sd,u-83-4
sw2652A-ms98-a-0071,198.664750,198.724750,in,I,sd,u-83-4
sw2652A-ms98-a-0071,198.724750,198.804750,a,I,sd,u-83-4
sw2652A-ms98-a-0071,198.804750,199.783500,ball,I,sd,u-83-4
sw2652A-ms98-a-0073,203.959375,204.340500,oh,B,b,u-85-1
sw2652A-ms98-a-0073,204.340500,204.549375,i-,O,,
sw2652A-ms98-a-0073,204.549375,204.740875,i'm,B,sd,u-87-1
sw2652A-ms98-a-0073,204.740875,205.215375,so,I,sd,u-87-1
sw2652A-ms98-a-0073,205.215375,205.486250,glad,I,sd,u-87-1
sw2652A-ms98-a-0073,205.486250,205.586250,to,I,sd,u-87-1
sw2652A-ms98-a-0073,205.586250,205.856250,meet,I,sd,u-87-1
sw2652A-ms98-a-0073,205.856250,206.356250,somebody,I,sd,u-87-1
sw2652A-ms98-a-0073,206.356250,206.546250,that,I,sd,u-87-1
sw2652A-ms98-a-0073,206.546250,206.855500,that,I,sd,u-87-1
sw2652A-ms98-a-0073,206.855500,207.106250,their,I,sd,u-87-1
sw2652A-ms98-a-0073,207.106250,207.486250,ironing,I,sd,u-87-1
sw2652A-ms98-a-0073,207.486250,207.696250,board,I,sd,u-87-1
sw2652A-ms98-a-0073,207.696250,207.846250,is,I,sd,u-87-1
sw2652A-ms98-a-0073,207.846250,207.956250,their,I,sd,u-87-1
sw2652A-ms98-a-0073,207.956250,208.446250,permanent,I,sd,u-87-1
sw2652A-ms98-a-0073,208.446250,208.906250,fixture,I,sd,u-87-1
sw2652A-ms98-a-0073,208.906250,208.996250,in,I,sd,u-87-1
sw2652A-ms98-a-0073,208.996250,209.136250,their,I,sd,u-87-1
sw2652A-ms98-a-0073,209.136250,209.566250,house,I,sd,u-87-1
sw2652A-ms98-a-0074,210.443625,210.563625,you,B,sd,u-89-1
sw2652A-ms98-a-0074,210.563625,210.625500,know,I,sd,u-89-1
sw2652A-ms98-a-0074,210.625500,210.750000,i,I,sd,u-89-1
sw2652A-ms98-a-0074,210.750000,210.883625,have,I,sd,u-89-1
sw2652A-ms98-a-0074,210.883625,211.073625,very,I,sd,u-89-1
sw2652A-ms98-a-0074,211.073625,211.273625,little,I,sd,u-89-1
sw2652A-ms98-a-0074,211.273625,211.743625,furniture,I,sd,u-89-1
sw2652A-ms98-a-0074,211.743625,212.073625,but,B,sd,u-91-1
sw2652A-ms98-a-0074,212.397500,212.672375,my,I,sd,u-91-1
sw2652A-ms98-a-0074,212.672375,213.083000,ironing,I,sd,u-91-1
sw2652A-ms98-a-0074,213.083000,213.273625,board,I,sd,u-91-1
sw2652A-ms98-a-0074,213.273625,213.376750,is,I,sd,u-91-1
sw2652A-ms98-a-0074,213.376750,213.613625,part,I,sd,u-91-1
sw2652A-ms98-a-0074,213.613625,213.713625,of,I,sd,u-91-1
sw2652A-ms98-a-0074,213.713625,213.953625,my,I,sd,u-91-1
sw2652A-ms98-a-0074,213.953625,214.603625,decor,I,sd,u-91-1
sw2652A-ms98-a-0074,214.603625,215.082000,so,B,%,u-91-2
sw2652A-ms98-a-0076,225.062500,225.532500,uh-huh,B,b,u-93-1
sw2652A-ms98-a-0078,230.554625,231.124625,uh-huh,B,b,u-95-1
sw2652A-ms98-a-0080,237.642750,238.009625,yeah,B,b,u-97-1
sw2652A-ms98-a-0080,238.009625,238.299625,well,B,aa,u-99-1
sw2652A-ms98-a-0080,238.299625,238.539625,yeah,I,aa,u-99-1
sw2652A-ms98-a-0080,238.539625,238.619625,it,B,aa,u-99-2
sw2652A-ms98-a-0080,238.619625,238.819625,is,I,aa,u-99-2
sw2652A-ms98-a-0080,238.819625,238.949625,it,I,aa,u-99-2
sw2652A-ms98-a-0080,238.949625,239.279625,is,I,aa,u-99-2
sw2652A-ms98-a-0080,239.279625,239.549625,but,B,sd(^q),u-99-3
sw2652A-ms98-a-0080,239.549625,239.669625,it's,I,sd(^q),u-99-3
sw2652A-ms98-a-0080,239.669625,239.899625,like,I,sd(^q),u-99-3
