sw3936A-ms98-a-0003,2.574500,2.764500,no,B,nn,u-2-1
sw3936A-ms98-a-0011,39.755250,39.815250,the,I,sv,u-10-2
sw3936A-ms98-a-0011,39.815250,40.105250,state,I,sv,u-10-2
sw3936A-ms98-a-0011,40.105250,40.185250,of,I,sv,u-10-2
sw3936A-ms98-a-0011,40.185250,40.605250,Utah,I,sv,u-10-2
sw3936A-ms98-a-0011,40.605250,40.745250,that,I,sv,u-10-2
sw3936A-ms98-a-0011,40.745250,40.945250,that,I,sv,u-10-2
sw3936A-ms98-a-0011,40.945250,41.085250,that,I,sv,u-10-2
sw3936A-ms98-a-0011,41.085250,41.325250,does,I,sv,u-10-2
sw3936A-ms98-a-0011,41.325250,41.585250,have,I,sv,u-10-2
sw3936A-ms98-a-0011,41.585250,41.945250,some,I,sv,u-10-2
sw3936A-ms98-a-0011,41.945250,42.215250,but,B,%,u-10-3
sw3936A-ms98-a-0011,42.255250,42.305250,uh,I,%,u-10-3
sw3936A-ms98-a-0011,42.305250,42.615250,not,I,%,u-10-3
sw3936A-ms98-a-0011,43.115250,43.495250,usually,B,sd,u-10-4
sw3936A-ms98-a-0011,43.495250,43.685250,we,I,sd,u-10-4
sw3936A-ms98-a-0011,43.685250,43.965250,have,I,sd,u-10-4
sw3936A-ms98-a-0011,43.965250,44.145250,up,I,sd,u-10-4
sw3936A-ms98-a-0011,44.145250,44.235250,to,I,sd,u-10-4
sw3936A-ms98-a-0011,44.235250,44.345250,a,I,sd,u-10-4
sw3936A-ms98-a-0011,44.345250,44.625250,hundred,I,sd,u-10-4
sw3936A-ms98-a-0011,44.625250,44.725250,and,I,sd,u-10-4
sw3936A-ms98-a-0011,44.725250,45.135250,fifty,I,sd,u-10-4
sw3936A-ms98-a-0011,45.135250,45.435250,inches,I,sd,u-10-4
sw3936A-ms98-a-0011,45.435250,45.585250,up,I,sd,u-10-4
sw3936A-ms98-a-0011,45.585250,45.665250,at,I,sd,u-10-4
sw3936A-ms98-a-0011,45.665250,45.775250,the,I,sd,u-10-4
sw3936A-ms98-a-0011,45.775250,46.045250,ski,I,sd,u-10-4
sw3936A-ms98-a-0011,46.045250,46.565250,resorts,I,sd,u-10-4
sw3936A-ms98-a-0011,46.565250,46.695250,and,B,sd,u-10-5
sw3936A-ms98-a-0011,46.695250,46.825250,they're,I,sd,u-10-5
sw3936A-ms98-a-0011,46.825250,47.125250,down,I,sd,u-10-5
sw3936A-ms98-a-0011,47.205250,47.645250,between,I,sd,u-10-5
sw3936A-ms98-a-0011,47.645250,48.045250,thirty,I,sd,u-10-5
sw3936A-ms98-a-0011,48.045250,48.315250,eight,I,sd,u-10-5
sw3936A-ms98-a-0011,48.445250,48.545250,and,I,sd,u-10-5
sw3936A-ms98-a-0011,48.545250,48.575250,uh,I,sd,u-10-5
sw3936A-ms98-a-0012,49.547000,49.907000,forty,I,sd,u-10-5
sw3936A-ms98-a-0012,49.907000,50.367000,inches,I,sd,u-10-5
sw3936A-ms98-a-0014,52.020000,52.160000,this,B,sd,u-12-1
sw3936A-ms98-a-0014,52.240000,52.520000,time,I,sd,u-12-1
sw3936A-ms98-a-0014,52.520000,52.600000,of,I,sd,u-12-1
sw3936A-ms98-a-0014,52.600000,52.660000,the,I,sd,u-12-1
sw3936A-ms98-a-0014,52.660000,53.030000,year,I,sd,u-12-1
sw3936A-ms98-a-0014,53.330000,53.690000,and,B,sd,u-12-2
sw3936A-ms98-a-0014,53.690000,53.760000,uh,I,sd,u-12-2
sw3936A-ms98-a-0014,53.760000,53.940000,we've,I,sd,u-12-2
sw3936A-ms98-a-0014,53.940000,54.120000,been,I,sd,u-12-2
sw3936A-ms98-a-0014,54.120000,54.280000,in,I,sd,u-12-2
sw3936A-ms98-a-0014,54.280000,54.340000,a,I,sd,u-12-2
sw3936A-ms98-a-0014,54.360000,54.750000,drought,I,sd,u-12-2
sw3936A-ms98-a-0014,54.750000,54.930000,for,I,sd,u-12-2
sw3936A-ms98-a-0014,54.930000,55.010000,the,I,sd,u-12-2
sw3936A-ms98-a-0014,55.010000,55.350000,last,I,sd,u-12-2
sw3936A-ms98-a-0014,55.350000,55.700000,five,I,sd,u-12-2
sw3936A-ms98-a-0014,55.700000,56.170000,years,I,sd,u-12-2
sw3936A-ms98-a-0014,56.170000,56.850000,this,B,sd,u-12-3
sw3936A-ms98-a-0014,56.850000,57.000000,is,I,sd,u-12-3
sw3936A-ms98-a-0014,57.120000,57.220000,the,I,sd,u-12-3
sw3936A-ms98-a-0014,57.240000,57.610000,sixth,I,sd,u-12-3
sw3936A-ms98-a-0014,57.610000,58.100000,year,I,sd,u-12-3
sw3936A-ms98-a-0015,59.090625,59.340625,and,B,sv,u-12-4
sw3936A-ms98-a-0015,59.340625,59.480625,it's,I,sv,u-12-4
sw3936A-ms98-a-0015,59.480625,59.740625,getting,I,sv,u-12-4
sw3936A-ms98-a-0015,59.740625,60.040625,quite,I,sv,u-12-4
sw3936A-ms98-a-0015,60.040625,60.540625,serious,I,sv,u-12-4
sw3936A-ms98-a-0015,60.540625,60.620625,as,I,sv,u-12-4
sw3936A-ms98-a-0015,60.620625,60.900625,far,I,sv,u-12-4
sw3936A-ms98-a-0015,60.900625,61.170625,as,I,sv,u-12-4
sw3936A-ms98-a-0015,61.360625,61.630625,water,I,sv,u-12-4
sw3936A-ms98-a-0015,61.630625,61.950625,next,I,sv,u-12-4
sw3936A-ms98-a-0015,61.950625,62.320625,summer,I,sv,u-12-4
sw3936A-ms98-a-0017,68.534375,68.934375,right,B,b,u-14-1
sw3936A-ms98-a-0019,82.861000,83.011000,oh,B,qy^g,u-16-1
sw3936A-ms98-a-0019,83.011000,83.301000,well,I,qy^g,u-16-1
sw3936A-ms98-a-0019,83.301000,83.671000,that's,I,qy^g,u-16-1
sw3936A-ms98-a-0019,83.671000,83.921000,that's,I,qy^g,u-16-1
sw3936A-ms98-a-0019,84.011000,84.421000,different,I,qy^g,u-16-1
sw3936A-ms98-a-0019,84.421000,84.671000,isn't,I,qy^g,u-16-1
sw3936A-ms98-a-0019,84.671000,84.811000,it,I,qy^g,u-16-1
sw3936A-ms98-a-0020,85.396875,85.506875,um,B,b,u-18-1
sw3936A-ms98-a-0022,96.466250,96.646250,i,B,sd,u-20-1
sw3936A-ms98-a-0022,96.646250,96.836250,know,I,sd,u-20-1
sw3936A-ms98-a-0022,96.836250,97.076250,my,I,sd,u-20-1
sw3936A-ms98-a-0022,97.076250,97.376250,son,I,sd,u-20-1
sw3936A-ms98-a-0022,97.376250,97.516250,was,I,sd,u-20-1
sw3936A-ms98-a-0022,97.516250,97.726250,telling,I,sd,u-20-1
sw3936A-ms98-a-0022,97.726250,97.816250,me,I,sd,u-20-1
sw3936A-ms98-a-0022,97.816250,98.076250,about,I,sd,u-20-1
sw3936A-ms98-a-0022,98.076250,98.176250,the,I,sd,u-20-1
sw3936A-ms98-a-0022,98.176250,98.486250,rain,I,sd,u-20-1
sw3936A-ms98-a-0022,98.486250,98.726250,down,I,sd,u-20-1
sw3936A-ms98-a-0022,98.726250,98.906250,there,I,sd,u-20-1
sw3936A-ms98-a-0022,98.906250,99.026250,he,B,sd,u-20-2
sw3936A-ms98-a-0022,99.026250,99.306250,said,I,sd,u-20-2
sw3936A-ms98-a-0022,99.306250,99.496250,yeah,I,sd,u-20-2
sw3936A-ms98-a-0022,99.496250,99.756250,well,I,sd,u-20-2
sw3936A-ms98-a-0022,99.756250,99.866250,it,I,sd,u-20-2
sw3936A-ms98-a-0022,99.866250,100.136250,just,I,sd,u-20-2
sw3936A-ms98-a-0022,100.136250,100.516250,[vocalized-noise],O,,
sw3936A-ms98-a-0022,100.516250,100.736250,and,B,sd,u-20-3
sw3936A-ms98-a-0022,100.736250,100.856250,we,I,sd,u-20-3
sw3936A-ms98-a-0022,100.856250,101.076250,read,I,sd,u-20-3
sw3936A-ms98-a-0022,101.076250,101.136250,in,I,sd,u-20-3
sw3936A-ms98-a-0022,101.136250,101.196250,the,I,sd,u-20-3
sw3936A-ms98-a-0022,101.196250,101.786250,newspaper,I,sd,u-20-3
sw3936A-ms98-a-0022,101.786250,102.296250,southern,I,sd,u-20-3
sw3936A-ms98-a-0022,102.336250,102.566250,part,I,sd,u-20-3
sw3936A-ms98-a-0022,102.566250,102.636250,of,I,sd,u-20-3
sw3936A-ms98-a-0022,102.636250,103.066250,Texas,I,sd,u-20-3
sw3936A-ms98-a-0022,103.066250,103.196250,i,I,sd,u-20-3
sw3936A-ms98-a-0022,103.196250,103.256250,g[uess]-,O,,
sw3936A-ms98-a-0023,103.757375,104.187375,flooded,B,+,u-22-1
sw3936A-ms98-a-0023,104.187375,104.577375,out,I,+,u-22-1
sw3936A-ms98-a-0027,126.966500,127.136500,oh,B,ba,u-26-1
sw3936A-ms98-a-0027,127.206500,127.596500,wow,O,,
sw3936A-ms98-a-0027,127.596500,128.946500,[vocalized-noise],O,,
sw3936A-ms98-a-0028,130.160375,130.240375,yeah,B,sd,u-30-1
sw3936A-ms98-a-0028,130.240375,130.390375,my,I,sd,u-30-1
sw3936A-ms98-a-0028,130.390375,130.680375,son,I,sd,u-30-1
sw3936A-ms98-a-0028,130.680375,130.790375,in,I,sd,u-30-1
sw3936A-ms98-a-0028,130.790375,131.230375,Plano,I,sd,u-30-1
sw3936A-ms98-a-0028,131.230375,131.400375,he,I,sd,u-30-1
sw3936A-ms98-a-0028,131.400375,131.770375,lives,I,sd,u-30-1
sw3936A-ms98-a-0028,131.930375,132.170375,fairly,I,sd,u-30-1
sw3936A-ms98-a-0028,132.170375,132.510375,close,I,sd,u-30-1
sw3936A-ms98-a-0028,132.510375,132.700375,to,I,sd,u-30-1
sw3936A-ms98-a-0028,132.700375,132.930375,there's,B,sd,u-30-2
sw3936A-ms98-a-0028,132.930375,133.250375,quite,I,sd,u-30-2
sw3936A-ms98-a-0028,133.250375,133.300375,a,I,sd,u-30-2
sw3936A-ms98-a-0028,133.300375,133.710375,wash,I,sd,u-30-2
sw3936A-ms98-a-0028,133.710375,133.850375,that,I,sd,u-30-2
sw3936A-ms98-a-0028,133.850375,134.100375,goes,I,sd,u-30-2
sw3936A-ms98-a-0028,134.130375,134.580375,down,I,sd,u-30-2
sw3936A-ms98-a-0028,134.580375,134.680375,uh,I,sd,u-30-2
sw3936A-ms98-a-0028,134.680375,135.040375,through,I,sd,u-30-2
sw3936A-ms98-a-0028,135.040375,135.560375,Plano,I,sd,u-30-2
sw3936A-ms98-a-0029,136.403375,136.813375,and,B,sd,u-32-1
sw3936A-ms98-a-0029,136.813375,136.873375,uh,I,sd,u-32-1
sw3936A-ms98-a-0029,136.873375,137.103375,there's,I,sd,u-32-1
sw3936A-ms98-a-0029,137.103375,137.673375,walking,I,sd,u-32-1
sw3936A-ms98-a-0029,137.723375,138.153375,trails,I,sd,u-32-1
sw3936A-ms98-a-0029,138.153375,138.373375,on,I,sd,u-32-1
sw3936A-ms98-a-0029,138.373375,138.593375,both,I,sd,u-32-1
sw3936A-ms98-a-0029,138.593375,138.983375,sides,I,sd,u-32-1
sw3936A-ms98-a-0029,138.983375,139.063375,a,I,sd,u-32-1
sw3936A-ms98-a-0029,139.063375,139.463375,walking,I,sd,u-32-1
sw3936A-ms98-a-0029,139.463375,139.973375,path,I,sd,u-32-1
sw3936A-ms98-a-0029,139.973375,140.283375,and,B,sd,u-32-2
sw3936A-ms98-a-0029,140.283375,140.413375,uh,I,sd,u-32-2
sw3936A-ms98-a-0029,141.023375,141.123375,when,I,sd,u-32-2
sw3936A-ms98-a-0029,141.123375,141.243375,i've,I,sd,u-32-2
sw3936A-ms98-a-0029,141.243375,141.413375,gone,I,sd,u-32-2
sw3936A-ms98-a-0029,141.413375,141.593375,down,I,sd,u-32-2
sw3936A-ms98-a-0029,141.593375,141.673375,to,I,sd,u-32-2
sw3936A-ms98-a-0029,141.673375,142.103375,visit,I,sd,u-32-2
sw3936A-ms98-a-0029,142.103375,142.213375,him,I,sd,u-32-2
sw3936A-ms98-a-0029,142.213375,142.303375,i've,I,sd,u-32-2
sw3936A-ms98-a-0029,142.343375,142.553375,gone,I,sd,u-32-2
sw3936A-ms98-a-0029,142.553375,142.713375,on,I,sd,u-32-2
sw3936A-ms98-a-0029,142.713375,142.933375,that,I,sd,u-32-2
sw3936A-ms98-a-0029,142.983375,143.193375,but,B,sd,u-32-3
sw3936A-ms98-a-0029,143.193375,143.333375,uh,I,sd,u-32-3
sw3936A-ms98-a-0029,143.333375,143.603375,that,I,sd,u-32-3
sw3936A-ms98-a-0029,143.603375,143.743375,was,I,sd,u-32-3
sw3936A-ms98-a-0029,143.743375,144.033375,clear,I,sd,u-32-3
sw3936A-ms98-a-0029,144.033375,144.373375,full,I,sd,u-32-3
sw3936A-ms98-a-0029,144.373375,144.473375,and,I,sd,u-32-3
sw3936A-ms98-a-0029,144.473375,144.673375,up,I,sd,u-32-3
sw3936A-ms98-a-0029,144.673375,144.763375,to,I,sd,u-32-3
sw3936A-ms98-a-0029,145.283375,145.393375,up,I,sd,u-32-3
sw3936A-ms98-a-0029,145.393375,145.463375,to,I,sd,u-32-3
sw3936A-ms98-a-0029,145.463375,145.653375,some,I,sd,u-32-3
sw3936A-ms98-a-0029,145.653375,145.713375,of,I,sd,u-32-3
sw3936A-ms98-a-0029,145.713375,145.803375,the,I,sd,u-32-3
sw3936A-ms98-a-0029,145.843375,146.283375,streets,I,sd,u-32-3
sw3936A-ms98-a-0029,146.283375,146.413375,i,I,sd,u-32-3
sw3936A-ms98-a-0029,146.443375,146.733375,guess,I,sd,u-32-3
sw3936A-ms98-a-0029,146.733375,146.823375,it,B,%,u-32-4
sw3936A-ms98-a-0029,146.863375,147.083375,just,I,%,u-32-4
sw3936A-ms98-a-0029,147.083375,147.203375,ge[ts]-,O,,
sw3936A-ms98-a-0031,157.368750,157.788750,um-hum,B,b,u-34-1
sw3936A-ms98-a-0033,160.620250,160.840250,that's,B,sv,u-36-1
sw3936A-ms98-a-0033,160.840250,161.220250,funny,I,sv,u-36-1
sw3936A-ms98-a-0033,161.220250,161.460250,that,I,sv,u-36-1
sw3936A-ms98-a-0033,161.790250,161.820250,uh,I,sv,u-36-1
sw3936A-ms98-a-0033,161.820250,161.940250,we,I,sv,u-36-1
sw3936A-ms98-a-0033,161.940250,162.230250,can't,I,sv,u-36-1
sw3936A-ms98-a-0033,162.230250,162.430250,have,I,sv,u-36-1
sw3936A-ms98-a-0033,162.430250,162.520250,it,I,sv,u-36-1
sw3936A-ms98-a-0033,162.520250,162.650250,in,I,sv,u-36-1
sw3936A-ms98-a-0033,162.650250,163.420250,moderation,I,sv,u-36-1
sw3936A-ms98-a-0033,163.420250,163.860250,instead,I,sv,u-36-1
sw3936A-ms98-a-0033,163.860250,163.920250,of,I,sv,u-36-1
sw3936A-ms98-a-0033,163.920250,164.470250,having,I,sv,u-36-1
sw3936A-ms98-a-0033,164.470250,164.690250,either,I,sv,u-36-1
sw3936A-ms98-a-0033,164.690250,164.730250,a,I,sv,u-36-1
sw3936A-ms98-a-0033,164.730250,165.150250,drought,I,sv,u-36-1
sw3936A-ms98-a-0033,165.260250,165.320250,or,I,sv,u-36-1
sw3936A-ms98-a-0033,165.320250,165.660250,having,I,sv,u-36-1
sw3936A-ms98-a-0033,165.660250,165.820250,too,I,sv,u-36-1
sw3936A-ms98-a-0033,165.820250,166.310250,much,I,sv,u-36-1
sw3936A-ms98-a-0034,166.617000,167.367000,seems,O,,
sw3936A-ms98-a-0034,167.367000,167.447000,li[ke]-,O,,
sw3936A-ms98-a-0037,177.802750,178.902750,[laughter],O,,
sw3936A-ms98-a-0037,178.902750,179.032750,[laughter-yeah],O,,
sw3936A-ms98-a-0037,179.032750,179.122750,well,B,sv,u-40-2
sw3936A-ms98-a-0037,179.122750,179.242750,it's,I,sv,u-40-2
sw3936A-ms98-a-0037,179.242750,179.292750,uh,I,sv,u-40-2
sw3936A-ms98-a-0037,179.292750,180.112750,interesting,I,sv,u-40-2
sw3936A-ms98-a-0037,180.112750,180.442750,uh,B,%,u-40-3
sw3936A-ms98-a-0037,180.542750,180.752750,i'm,B,sd,u-42-1
sw3936A-ms98-a-0037,180.772750,181.012750,going,I,sd,u-42-1
sw3936A-ms98-a-0037,181.012750,181.232750,down,I,sd,u-42-1
sw3936A-ms98-a-0037,181.282750,181.392750,to,I,sd,u-42-1
sw3936A-ms98-a-0037,181.392750,181.522750,El,I,sd,u-42-1
sw3936A-ms98-a-0037,181.522750,182.172750,Paso,I,sd,u-42-1
sw3936A-ms98-a-0037,182.172750,182.522750,next,I,sd,u-42-1
sw3936A-ms98-a-0037,182.522750,182.912750,week,I,sd,u-42-1
sw3936A-ms98-a-0038,183.683000,184.143000,and,B,sd,u-42-2
sw3936A-ms98-a-0038,184.143000,184.433000,uh,I,sd,u-42-2
sw3936A-ms98-a-0038,184.543000,184.683000,i,I,sd,u-42-2
sw3936A-ms98-a-0038,184.683000,184.843000,was,I,sd,u-42-2
sw3936A-ms98-a-0038,184.843000,185.123000,wondering,I,sd,u-42-2
sw3936A-ms98-a-0038,185.123000,185.273000,what,I,sd,u-42-2
sw3936A-ms98-a-0038,185.273000,185.393000,the,I,sd,u-42-2
sw3936A-ms98-a-0038,185.393000,185.673000,weather,I,sd,u-42-2
sw3936A-ms98-a-0038,185.673000,186.033000,was,I,sd,u-42-2
sw3936A-ms98-a-0038,186.033000,186.183000,but,B,sv,u-42-3
sw3936A-ms98-a-0038,186.183000,186.253000,i,I,sv,u-42-3
sw3936A-ms98-a-0038,186.253000,186.553000,imagine,I,sv,u-42-3
sw3936A-ms98-a-0038,186.553000,186.723000,that,I,sv,u-42-3
sw3936A-ms98-a-0038,186.723000,187.033000,if,I,sv,u-42-3
sw3936A-ms98-a-0038,187.033000,187.203000,it's,I,sv,u-42-3
sw3936A-ms98-a-0038,187.203000,187.443000,that,I,sv,u-42-3
sw3936A-ms98-a-0038,187.443000,187.913000,cold,I,sv,u-42-3
sw3936A-ms98-a-0038,187.913000,188.143000,in,I,sv,u-42-3
sw3936A-ms98-a-0038,188.143000,188.603000,Dallas,I,sv,u-42-3
sw3936A-ms98-a-0038,188.603000,188.703000,it,I,sv,u-42-3
sw3936A-ms98-a-0038,188.703000,189.383000,[vocalized-noise],O,,
sw3936A-ms98-a-0039,190.625750,190.845750,it's,B,qy^g,u-44-1
sw3936A-ms98-a-0039,190.865750,191.265750,not,I,qy^g,u-44-1
sw3936A-ms98-a-0039,191.265750,191.305750,a,I,qy^g,u-44-1
sw3936A-ms98-a-0039,191.375750,191.645750,doesn't,I,qy^g,u-44-1
sw3936A-ms98-a-0039,191.645750,191.775750,get,I,qy^g,u-44-1
sw3936A-ms98-a-0039,191.775750,191.975750,that,I,qy^g,u-44-1
sw3936A-ms98-a-0039,192.045750,192.415750,cold,I,qy^g,u-44-1
sw3936A-ms98-a-0039,192.415750,192.455750,i,I,qy^g,u-44-1
sw3936A-ms98-a-0039,192.455750,192.775750,guess,I,qy^g,u-44-1
sw3936A-ms98-a-0039,192.825750,192.905750,huh,I,qy^g,u-44-1
sw3936A-ms98-a-0041,202.577375,202.927375,yes,O,,
sw3936A-ms98-a-0043,211.172125,211.392125,uh-huh,B,b,u-46-1
sw3936A-ms98-a-0044,211.749750,212.149750,yes,B,ny,u-48-1
sw3936A-ms98-a-0046,217.514000,217.834000,right,O,,
sw3936A-ms98-a-0047,218.697125,218.817125,yeah,B,b,u-52-1
sw3936A-ms98-a-0047,218.817125,218.977125,we're,B,sd,u-52-2
sw3936A-ms98-a-0047,218.977125,219.157125,kind,I,sd,u-52-2
sw3936A-ms98-a-0047,219.157125,219.217125,of,I,sd,u-52-2
sw3936A-ms98-a-0047,219.267125,219.537125,used,I,sd,u-52-2
sw3936A-ms98-a-0047,219.537125,219.617125,to,I,sd,u-52-2
sw3936A-ms98-a-0047,219.617125,219.827125,that,I,sd,u-52-2
sw3936A-ms98-a-0047,219.827125,220.007125,here,I,sd,u-52-2
sw3936A-ms98-a-0047,220.007125,220.067125,in,I,sd,u-52-2
sw3936A-ms98-a-0047,220.067125,220.477125,Utah,I,sd,u-52-2
sw3936A-ms98-a-0047,220.477125,220.547125,of,O,,
sw3936A-ms98-a-0047,220.547125,220.797125,course,B,sd,u-52-3
sw3936A-ms98-a-0047,220.797125,221.127125,there,I,sd,u-52-3
sw3936A-ms98-a-0047,221.127125,221.327125,are,I,sd,u-52-3
sw3936A-ms98-a-0047,221.327125,221.857125,mountains,I,sd,u-52-3
sw3936A-ms98-a-0047,221.907125,222.057125,and,B,sd,u-52-4
sw3936A-ms98-a-0047,222.057125,222.307125,i,I,sd,u-52-4
sw3936A-ms98-a-0047,222.347125,222.657125,fly,I,sd,u-52-4
sw3936A-ms98-a-0047,222.657125,222.907125,into,I,sd,u-52-4
sw3936A-ms98-a-0047,222.907125,223.447125,Montana,I,sd,u-52-4
sw3936A-ms98-a-0047,223.447125,223.477125,a,I,sd,u-52-4
sw3936A-ms98-a-0047,223.477125,223.817125,lot,I,sd,u-52-4
sw3936A-ms98-a-0047,223.987125,224.127125,and,B,%,u-52-5
sw3936A-ms98-a-0047,224.127125,224.217125,we,I,%,u-52-5
sw3936A-ms98-a-0047,224.217125,224.547125,have,I,%,u-52-5
sw3936A-ms98-a-0047,224.627125,224.777125,a,I,%,u-52-5
sw3936A-ms98-a-0048,226.395250,226.455250,the,B,sd,u-54-1
sw3936A-ms98-a-0048,226.455250,227.095250,mountains,I,sd,u-54-1
sw3936A-ms98-a-0048,227.195250,227.295250,are,I,sd,u-54-1
sw3936A-ms98-a-0048,227.295250,227.415250,are,I,sd,u-54-1
sw3936A-ms98-a-0048,227.415250,227.915250,really,I,sd,u-54-1
sw3936A-ms98-a-0048,227.915250,228.095250,uh,I,sd,u-54-1
sw3936A-ms98-a-0048,228.095250,228.445250,high,I,sd,u-54-1
sw3936A-ms98-a-0048,228.445250,228.805250,and,B,sd,u-54-2
sw3936A-ms98-a-0048,228.995250,229.045250,a,I,sd,u-54-2
sw3936A-ms98-a-0048,229.045250,229.135250,lot,I,sd,u-54-2
sw3936A-ms98-a-0048,229.135250,229.195250,of,I,sd,u-54-2
sw3936A-ms98-a-0048,229.195250,229.615250,places,I,sd,u-54-2
sw3936A-ms98-a-0048,229.615250,229.765250,we,I,sd,u-54-2
sw3936A-ms98-a-0048,229.765250,229.895250,go,I,sd,u-54-2
sw3936A-ms98-a-0048,229.895250,230.195250,into,I,sd,u-54-2
sw3936A-ms98-a-0048,230.195250,230.375250,you,I,sd,u-54-2
sw3936A-ms98-a-0048,230.375250,230.595250,just,I,sd,u-54-2
