sw2095B-ms98-a-0002,2.887750,3.097750,no,B,nn,u-2-1
sw2095B-ms98-a-0004,31.383250,31.443250,the,I,sd,u-8-2
sw2095B-ms98-a-0004,31.443250,31.753250,year,I,sd,u-8-2
sw2095B-ms98-a-0005,32.490000,32.980000,and,B,sd,u-10-1
sw2095B-ms98-a-0005,32.980000,33.270000,uh,I,sd,u-10-1
sw2095B-ms98-a-0005,33.270000,33.660000,this,I,sd,u-10-1
sw2095B-ms98-a-0005,33.660000,33.830000,year,I,sd,u-10-1
sw2095B-ms98-a-0005,33.830000,33.990000,it's,I,sd,u-10-1
sw2095B-ms98-a-0005,33.990000,34.230000,been,I,sd,u-10-1
sw2095B-ms98-a-0005,34.230000,34.550000,so,I,sd,u-10-1
sw2095B-ms98-a-0005,34.550000,34.890000,hot,I,sd,u-10-1
sw2095B-ms98-a-0005,35.090000,35.342625,and,I,sd,u-10-1
sw2095B-ms98-a-0005,36.129750,36.260000,uh,I,sd,u-10-1
sw2095B-ms98-a-0005,36.260000,36.720000,sunny,I,sd,u-10-1
sw2095B-ms98-a-0005,36.720000,36.920000,it,B,sv,u-10-2
sw2095B-ms98-a-0005,37.000000,37.260000,it,I,sv,u-10-2
sw2095B-ms98-a-0005,37.260000,37.490000,it's,I,sv,u-10-2
sw2095B-ms98-a-0005,37.490000,37.800000,really,I,sv,u-10-2
sw2095B-ms98-a-0005,38.164625,38.450875,uh,I,sv,u-10-2
sw2095B-ms98-a-0005,38.570000,39.010000,quite,I,sv,u-10-2
sw2095B-ms98-a-0005,39.010000,39.206625,uh,I,sv,u-10-2
sw2095B-ms98-a-0005,39.410000,39.570000,quite,I,sv,u-10-2
sw2095B-ms98-a-0005,39.570000,40.020000,amazing,I,sv,u-10-2
sw2095B-ms98-a-0007,51.914500,52.354875,hm,B,b,u-12-1
sw2095B-ms98-a-0009,56.913250,57.113250,yes,B,+,u-16-1
sw2095B-ms98-a-0009,57.113250,57.183250,i,B,sd,u-16-2
sw2095B-ms98-a-0009,57.183250,57.303250,was,I,sd,u-16-2
sw2095B-ms98-a-0009,57.303250,57.483250,just,I,sd,u-16-2
sw2095B-ms98-a-0009,57.483250,57.743250,talking,I,sd,u-16-2
sw2095B-ms98-a-0009,57.743250,57.803250,to,I,sd,u-16-2
sw2095B-ms98-a-0009,57.803250,57.963250,my,I,sd,u-16-2
sw2095B-ms98-a-0009,57.963250,58.183250,son,I,sd,u-16-2
sw2095B-ms98-a-0009,58.183250,58.373250,today,I,sd,u-16-2
sw2095B-ms98-a-0009,58.373250,58.523250,he's,B,sd,u-16-3
sw2095B-ms98-a-0009,58.523250,58.663250,up,I,sd,u-16-3
sw2095B-ms98-a-0009,58.663250,58.803250,in,I,sd,u-16-3
sw2095B-ms98-a-0009,58.803250,59.333250,Boston,I,sd,u-16-3
sw2095B-ms98-a-0009,59.333250,59.473250,and,B,sd,u-18-1
sw2095B-ms98-a-0009,59.923250,59.983250,it,I,sd,u-18-1
sw2095B-ms98-a-0009,59.983250,60.103250,was,I,sd,u-18-1
sw2095B-ms98-a-0009,60.103250,60.443250,twenty,I,sd,u-18-1
sw2095B-ms98-a-0009,60.443250,60.823250,nine,I,sd,u-18-1
sw2095B-ms98-a-0009,60.823250,61.183250,there,I,sd,u-18-1
sw2095B-ms98-a-0009,61.183250,61.353500,and,B,sd,u-18-2
sw2095B-ms98-a-0009,62.106750,62.213250,it,I,sd,u-18-2
sw2095B-ms98-a-0009,62.213250,62.373250,was,I,sd,u-18-2
sw2095B-ms98-a-0009,62.373250,62.563250,you,I,sd,u-18-2
sw2095B-ms98-a-0009,62.563250,62.763250,know,I,sd,u-18-2
sw2095B-ms98-a-0009,62.763250,62.863250,in,I,sd,u-18-2
sw2095B-ms98-a-0009,62.863250,62.933250,the,I,sd,u-18-2
sw2095B-ms98-a-0009,62.933250,63.553250,seventies,I,sd,u-18-2
sw2095B-ms98-a-0009,63.553250,63.773250,out,I,sd,u-18-2
sw2095B-ms98-a-0009,63.773250,64.113250,here,I,sd,u-18-2
sw2095B-ms98-a-0009,64.113250,64.343250,and,B,%,u-18-3
sw2095B-ms98-a-0009,64.994000,65.080625,it,B,+,u-20-1
sw2095B-ms98-a-0009,65.080625,65.243250,was,I,+,u-20-1
sw2095B-ms98-a-0009,65.243250,65.623250,really,I,+,u-20-1
sw2095B-ms98-a-0009,65.623250,65.931000,uh,I,+,u-20-1
sw2095B-ms98-a-0009,66.213500,66.713250,[laughter],O,,
sw2095B-ms98-a-0009,66.713250,66.813250,he,B,sd,u-20-2
sw2095B-ms98-a-0009,66.813250,66.993250,really,I,sd,u-20-2
sw2095B-ms98-a-0009,66.993250,67.233250,wished,I,sd,u-20-2
sw2095B-ms98-a-0009,67.233250,67.293250,he,I,sd,u-20-2
sw2095B-ms98-a-0009,67.293250,67.463250,could,I,sd,u-20-2
sw2095B-ms98-a-0009,67.463250,67.603250,be,I,sd,u-20-2
sw2095B-ms98-a-0009,67.603250,67.873250,[laughter-here],I,sd,u-20-2
sw2095B-ms98-a-0009,67.873250,68.163250,rather,I,sd,u-20-2
sw2095B-ms98-a-0009,68.163250,68.313250,than,I,sd,u-20-2
sw2095B-ms98-a-0009,68.313250,68.633250,there,I,sd,u-20-2
sw2095B-ms98-a-0011,76.523000,76.703000,oh,B,bh,u-22-1
sw2095B-ms98-a-0011,76.703000,77.003000,really,I,bh,u-22-1
sw2095B-ms98-a-0013,88.337375,88.747375,uh-huh,B,b,u-24-1
sw2095B-ms98-a-0014,89.858625,90.323250,uh-huh,B,b^r,u-24-2
sw2095B-ms98-a-0014,90.505000,90.638625,i,B,%,u-24-3
sw2095B-ms98-a-0014,90.638625,91.058625,haven't,I,%,u-24-3
sw2095B-ms98-a-0014,91.058625,91.128625,you,I,%,u-24-3
sw2095B-ms98-a-0014,91.128625,91.308625,know,I,%,u-24-3
sw2095B-ms98-a-0014,91.308625,91.358625,i,B,%,u-24-4
sw2095B-ms98-a-0014,91.358625,91.488625,d[on't]-,I,%,u-24-4
sw2095B-ms98-a-0014,91.488625,91.608625,i,I,%,u-24-4
sw2095B-ms98-a-0014,91.608625,92.098625,don['t]-,O,,
sw2095B-ms98-a-0014,92.098625,92.158625,i,B,sv,u-24-5
sw2095B-ms98-a-0014,92.158625,92.378625,think,I,sv,u-24-5
sw2095B-ms98-a-0014,92.378625,92.538625,it's,I,sv,u-24-5
sw2095B-ms98-a-0014,92.538625,92.768625,really,I,sv,u-24-5
sw2095B-ms98-a-0014,92.768625,93.016375,been,I,sv,u-24-5
sw2095B-ms98-a-0014,93.016375,93.467625,delightful,I,sv,u-24-5
sw2095B-ms98-a-0014,93.467625,93.626000,i-,O,,
sw2095B-ms98-a-0014,94.002250,94.168000,i,B,sd,u-24-6
sw2095B-ms98-a-0014,94.168000,94.568625,come,I,sd,u-24-6
sw2095B-ms98-a-0014,94.568625,94.688625,uh,I,sd,u-24-6
sw2095B-ms98-a-0014,94.688625,94.908625,i've,I,sd,u-24-6
sw2095B-ms98-a-0014,94.908625,95.248625,spent,I,sd,u-24-6
sw2095B-ms98-a-0014,95.248625,95.408625,most,I,sd,u-24-6
sw2095B-ms98-a-0014,95.408625,95.468625,of,I,sd,u-24-6
sw2095B-ms98-a-0014,95.468625,95.618625,my,I,sd,u-24-6
sw2095B-ms98-a-0014,95.618625,95.958625,time,I,sd,u-24-6
sw2095B-ms98-a-0014,95.958625,96.118625,in,I,sd,u-24-6
sw2095B-ms98-a-0014,96.118625,96.288625,in,I,sd,u-24-6
sw2095B-ms98-a-0014,96.288625,96.538625,warm,I,sd,u-24-6
sw2095B-ms98-a-0014,96.538625,96.828625,weather,I,sd,u-24-6
sw2095B-ms98-a-0014,96.828625,97.348625,areas,I,sd,u-24-6
sw2095B-ms98-a-0014,97.348625,97.708625,and,B,sd,u-24-7
sw2095B-ms98-a-0014,97.708625,97.877500,uh,I,sd,u-24-7
sw2095B-ms98-a-0014,98.649625,99.045250,uh,I,sd,u-24-7
sw2095B-ms98-a-0014,99.180875,99.328625,the,I,sd,u-24-7
sw2095B-ms98-a-0014,99.328625,99.518625,ice,I,sd,u-24-7
sw2095B-ms98-a-0014,99.518625,99.638625,and,I,sd,u-24-7
sw2095B-ms98-a-0014,99.638625,99.958625,snow,I,sd,u-24-7
sw2095B-ms98-a-0014,99.958625,100.158625,just,I,sd,u-24-7
sw2095B-ms98-a-0014,100.158625,100.436250,doesn't,I,sd,u-24-7
sw2095B-ms98-a-0014,100.571875,100.995125,uh,I,sd,u-24-7
sw2095B-ms98-a-0014,101.236125,101.458625,hold,I,sd,u-24-7
sw2095B-ms98-a-0014,101.458625,101.668625,any,I,sd,u-24-7
sw2095B-ms98-a-0014,101.668625,101.978625,allure,I,sd,u-24-7
sw2095B-ms98-a-0014,101.978625,102.128625,for,I,sd,u-24-7
sw2095B-ms98-a-0014,102.128625,102.278625,me,I,sd,u-24-7
sw2095B-ms98-a-0014,102.278625,102.378625,at,I,sd,u-24-7
sw2095B-ms98-a-0014,102.378625,102.708625,all,I,sd,u-24-7
sw2095B-ms98-a-0016,106.661000,107.342375,uh-huh,O,,
sw2095B-ms98-a-0017,108.688250,110.195750,[laughter],O,,
sw2095B-ms98-a-0019,130.339375,130.579375,he[re]-,O,,
sw2095B-ms98-a-0019,130.579375,130.679375,do,B,qy,u-28-2
sw2095B-ms98-a-0019,130.679375,130.819375,you,I,qy,u-28-2
sw2095B-ms98-a-0019,130.819375,130.959375,you,I,qy,u-28-2
sw2095B-ms98-a-0019,130.959375,131.189375,think,I,qy,u-28-2
sw2095B-ms98-a-0019,131.189375,131.349375,think,I,qy,u-28-2
sw2095B-ms98-a-0019,131.349375,131.509375,San,I,qy,u-28-2
sw2095B-ms98-a-0019,131.509375,131.899375,Antonio's,I,qy,u-28-2
sw2095B-ms98-a-0019,131.899375,132.039375,more,I,qy,u-28-2
sw2095B-ms98-a-0019,132.039375,132.429375,comfortable,I,qy,u-28-2
sw2095B-ms98-a-0019,132.429375,132.529375,than,I,qy,u-28-2
sw2095B-ms98-a-0019,132.529375,132.949375,Dallas,I,qy,u-28-2
sw2095B-ms98-a-0020,134.452125,134.892125,um-hum,B,b,u-30-1
sw2095B-ms98-a-0021,135.935250,136.035250,you,B,%,u-32-1
sw2095B-ms98-a-0021,136.035250,136.315250,must,I,%,u-32-1
sw2095B-ms98-a-0021,136.315250,136.505250,well,I,%,u-32-1
sw2095B-ms98-a-0021,136.505250,136.575250,uh,I,%,u-32-1
sw2095B-ms98-a-0021,136.575250,136.705250,-[i]t,O,,
sw2095B-ms98-a-0021,136.925250,137.085250,it,B,qy^g,u-32-2
sw2095B-ms98-a-0021,137.085250,137.275250,must,I,qy^g,u-32-2
sw2095B-ms98-a-0021,137.275250,137.375250,be,I,qy^g,u-32-2
sw2095B-ms98-a-0021,137.375250,137.595250,quite,I,qy^g,u-32-2
sw2095B-ms98-a-0021,137.595250,137.625250,a,I,qy^g,u-32-2
sw2095B-ms98-a-0021,137.625250,137.745250,bit,I,qy^g,u-32-2
sw2095B-ms98-a-0021,137.745250,138.035250,hotter,I,qy^g,u-32-2
sw2095B-ms98-a-0021,138.035250,138.285250,down,I,qy^g,u-32-2
sw2095B-ms98-a-0021,138.285250,138.485250,there,I,qy^g,u-32-2
sw2095B-ms98-a-0021,138.485250,138.579125,isn't,I,qy^g,u-32-2
sw2095B-ms98-a-0021,138.579125,138.759125,it,I,qy^g,u-32-2
sw2095B-ms98-a-0023,158.914375,159.328000,oh,B,ba,u-34-1
sw2095B-ms98-a-0023,159.328000,159.634375,wow,I,ba,u-34-1
sw2095B-ms98-a-0025,163.130500,163.460250,oh,B,aa,u-36-1
sw2095B-ms98-a-0025,163.460250,163.880500,yes,I,aa,u-36-1
sw2095B-ms98-a-0027,167.793500,168.093500,oh,B,b,u-38-1
sw2095B-ms98-a-0027,168.093500,168.293500,yeah,I,b,u-38-1
sw2095B-ms98-a-0027,168.293500,168.493500,it's,B,sv,u-38-2
sw2095B-ms98-a-0027,168.493500,168.973500,terrible,I,sv,u-38-2
sw2095B-ms98-a-0028,170.725000,170.875000,yeah,O,,
sw2095B-ms98-a-0028,170.875000,171.385000,Orlando,B,sd,u-38-3
sw2095B-ms98-a-0028,171.385000,171.465000,is,I,sd,u-38-3
sw2095B-ms98-a-0028,171.465000,171.535000,the,I,sd,u-38-3
sw2095B-ms98-a-0028,171.535000,171.685000,only,I,sd,u-38-3
sw2095B-ms98-a-0028,171.685000,171.955000,place,I,sd,u-38-3
sw2095B-ms98-a-0028,171.955000,172.015000,i've,I,sd,u-38-3
sw2095B-ms98-a-0028,172.015000,172.155000,ever,I,sd,u-38-3
sw2095B-ms98-a-0028,172.155000,172.385000,been,I,sd,u-38-3
sw2095B-ms98-a-0028,172.385000,172.505000,where,I,sd,u-38-3
sw2095B-ms98-a-0028,172.505000,172.635000,i've,I,sd,u-38-3
sw2095B-ms98-a-0028,172.635000,172.845000,seen,I,sd,u-38-3
sw2095B-ms98-a-0028,172.845000,172.905000,the,I,sd,u-38-3
sw2095B-ms98-a-0028,172.905000,173.255000,car,I,sd,u-38-3
sw2095B-ms98-a-0028,173.255000,173.804500,sweat,I,sd,u-38-3
sw2095B-ms98-a-0028,174.237625,174.890500,[laughter],O,,
sw2095B-ms98-a-0028,174.890500,175.014750,i,B,sv,u-40-1
sw2095B-ms98-a-0028,175.014750,175.205000,mean,I,sv,u-40-1
sw2095B-ms98-a-0028,175.205000,175.355000,yeah,I,sv,u-40-1
sw2095B-ms98-a-0028,175.355000,175.655000,that's,I,sv,u-40-1
sw2095B-ms98-a-0028,175.655000,175.915000,really,I,sv,u-40-1
sw2095B-ms98-a-0028,175.915000,176.325000,bad,I,sv,u-40-1
sw2095B-ms98-a-0030,184.811000,185.211125,uh-huh,B,b,u-42-1
sw2095B-ms98-a-0030,185.369375,185.691000,uh-huh,B,b^r,u-42-2
sw2095B-ms98-a-0030,185.691000,186.141000,[vocalized-noise],O,,
sw2095B-ms98-a-0032,194.430750,194.770750,yeah,B,b,u-44-1
sw2095B-ms98-a-0034,198.649625,198.939250,hm,O,,
sw2095B-ms98-a-0034,198.939250,199.379250,wow,B,ba,u-46-1
sw2095B-ms98-a-0036,201.338000,201.671125,hm,I,ba,u-46-1
sw2095B-ms98-a-0036,202.370375,202.552625,i,B,sd,u-48-1
sw2095B-ms98-a-0036,202.552625,202.622625,know,I,sd,u-48-1
sw2095B-ms98-a-0036,202.622625,202.742625,i-,I,sd,u-48-1
sw2095B-ms98-a-0036,202.742625,202.922625,i-,I,sd,u-48-1
sw2095B-ms98-a-0036,202.922625,203.002625,i,I,sd,u-48-1
sw2095B-ms98-a-0036,203.002625,203.322625,tend,I,sd,u-48-1
sw2095B-ms98-a-0036,203.322625,203.592625,to,I,sd,u-48-1
sw2095B-ms98-a-0037,204.583875,204.730250,i,I,sd,u-48-1
sw2095B-ms98-a-0037,204.730250,204.893875,tend,I,sd,u-48-1
sw2095B-ms98-a-0037,204.893875,204.963875,to,I,sd,u-48-1
sw2095B-ms98-a-0037,204.963875,205.113875,be,I,sd,u-48-1
sw2095B-ms98-a-0037,205.113875,205.263875,able,I,sd,u-48-1
sw2095B-ms98-a-0037,205.263875,205.323875,to,I,sd,u-48-1
sw2095B-ms98-a-0037,205.323875,205.463875,get,I,sd,u-48-1
sw2095B-ms98-a-0037,205.463875,205.793875,along,I,sd,u-48-1
sw2095B-ms98-a-0037,205.793875,205.943875,with,I,sd,u-48-1
sw2095B-ms98-a-0037,205.943875,206.463875,monotony,I,sd,u-48-1
sw2095B-ms98-a-0037,206.463875,206.543875,in,I,sd,u-48-1
sw2095B-ms98-a-0037,206.543875,206.603875,the,I,sd,u-48-1
sw2095B-ms98-a-0037,206.603875,206.913875,weather,I,sd,u-48-1
sw2095B-ms98-a-0037,206.913875,207.043875,when,I,sd,u-48-1
sw2095B-ms98-a-0037,207.043875,207.193875,it's,I,sd,u-48-1
sw2095B-ms98-a-0037,207.193875,207.413875,very,I,sd,u-48-1
sw2095B-ms98-a-0037,207.413875,208.063875,temperate,I,sd,u-48-1
sw2095B-ms98-a-0037,208.063875,208.404125,uh,B,%,u-50-1
sw2095B-ms98-a-0037,208.404125,208.554750,uh,I,%,u-50-1
sw2095B-ms98-a-0037,208.554750,208.659125,it,I,%,u-50-1
sw2095B-ms98-a-0037,208.659125,209.133875,doesn't,I,%,u-50-1
sw2095B-ms98-a-0037,209.133875,209.293875,doe[sn't]-,O,,
sw2095B-ms98-a-0037,209.293875,209.523875,some,B,sd,u-50-2
sw2095B-ms98-a-0037,209.523875,209.803875,people,I,sd,u-50-2
sw2095B-ms98-a-0037,209.803875,209.953875,say,I,sd,u-50-2
sw2095B-ms98-a-0037,209.953875,210.009125,uh,I,sd,u-50-2
sw2095B-ms98-a-0037,210.009125,210.227500,they,I,sd,u-50-2
sw2095B-ms98-a-0037,210.227500,210.333875,they,I,sd,u-50-2
sw2095B-ms98-a-0037,210.333875,210.533875,like,I,sd,u-50-2
sw2095B-ms98-a-0037,210.533875,210.633875,to,I,sd,u-50-2
sw2095B-ms98-a-0037,210.633875,210.873875,watch,I,sd,u-50-2
sw2095B-ms98-a-0037,210.873875,210.973875,the,I,sd,u-50-2
sw2095B-ms98-a-0037,210.973875,211.373875,changing,I,sd,u-50-2
sw2095B-ms98-a-0037,211.373875,211.443875,of,I,sd,u-50-2
sw2095B-ms98-a-0037,211.443875,211.513875,the,I,sd,u-50-2
sw2095B-ms98-a-0037,211.513875,212.123875,seasons,I,sd,u-50-2
sw2095B-ms98-a-0037,212.123875,212.333875,but,B,sd,u-50-3
sw2095B-ms98-a-0038,212.960375,213.318125,uh,I,sd,u-50-3
sw2095B-ms98-a-0038,213.545500,213.655875,i,I,sd,u-50-3
sw2095B-ms98-a-0038,213.655875,213.865875,i'd,I,sd,u-50-3
sw2095B-ms98-a-0038,213.865875,214.299750,rather,I,sd,u-50-3
sw2095B-ms98-a-0038,214.529500,214.635875,you,I,sd,u-50-3
sw2095B-ms98-a-0038,214.635875,214.755875,know,I,sd,u-50-3
sw2095B-ms98-a-0038,214.755875,215.055875,like,I,sd,u-50-3
sw2095B-ms98-a-0038,215.055875,215.335875,southern,I,sd,u-50-3
sw2095B-ms98-a-0038,215.335875,215.985875,California,I,sd,u-50-3
sw2095B-ms98-a-0038,215.985875,216.065875,you,I,sd,u-50-3
sw2095B-ms98-a-0038,216.065875,216.225875,know,I,sd,u-50-3
sw2095B-ms98-a-0038,216.225875,216.415875,have,I,sd,u-50-3
sw2095B-ms98-a-0038,216.415875,216.525875,it,I,sd,u-50-3
sw2095B-ms98-a-0038,217.005875,217.195875,kind,I,sd,u-50-3
sw2095B-ms98-a-0038,217.195875,217.265875,of,I,sd,u-50-3
sw2095B-ms98-a-0038,217.265875,217.605875,sunny,I,sd,u-50-3
sw2095B-ms98-a-0038,217.605875,217.755875,and,I,sd,u-50-3
sw2095B-ms98-a-0038,217.755875,218.145875,temperate,I,sd,u-50-3
sw2095B-ms98-a-0038,218.145875,218.305875,all,I,sd,u-50-3
sw2095B-ms98-a-0038,218.305875,218.365875,the,I,sd,u-50-3
sw2095B-ms98-a-0038,218.365875,218.815875,time,I,sd,u-50-3
sw2095B-ms98-a-0039,219.941875,220.255750,so,B,sv,u-52-1
sw2095B-ms98-a-0039,220.707750,220.892875,it's,I,sv,u-52-1
sw2095B-ms98-a-0039,220.892875,221.072875,kind,I,sv,u-52-1
sw2095B-ms98-a-0039,221.072875,221.132875,of,I,sv,u-52-1
sw2095B-ms98-a-0039,221.132875,221.182875,a,I,sv,u-52-1
sw2095B-ms98-a-0039,221.182875,221.682875,luxury,I,sv,u-52-1
sw2095B-ms98-a-0041,232.730500,232.920500,well,B,sv,u-54-2
sw2095B-ms98-a-0041,232.920500,232.990500,i,I,sv,u-54-2
sw2095B-ms98-a-0041,232.990500,233.250500,guess,I,sv,u-54-2
sw2095B-ms98-a-0041,233.250500,233.460500,this,I,sv,u-54-2
sw2095B-ms98-a-0041,233.460500,233.530500,the,I,sv,u-54-2
sw2095B-ms98-a-0041,233.530500,233.840500,weather,I,sv,u-54-2
sw2095B-ms98-a-0041,233.840500,234.120500,isn't,I,sv,u-54-2
sw2095B-ms98-a-0041,234.120500,234.315875,as,I,sv,u-54-2
sw2095B-ms98-a-0041,234.315875,234.496625,as,I,sv,u-54-2
sw2095B-ms98-a-0041,234.496625,234.930500,lively,I,sv,u-54-2
sw2095B-ms98-a-0041,234.930500,234.990500,a,I,sv,u-54-2
sw2095B-ms98-a-0041,234.990500,235.500500,topic,I,sv,u-54-2
sw2095B-ms98-a-0041,235.500500,235.830500,as,I,sv,u-54-2
sw2095B-ms98-a-0041,235.830500,236.094625,uh,I,sv,u-54-2
sw2095B-ms98-a-0041,236.783875,236.920500,as,I,sv,u-54-2
sw2095B-ms98-a-0041,236.920500,237.148000,some,I,sv,u-54-2
sw2095B-ms98-a-0041,237.148000,237.268500,of,I,sv,u-54-2
sw2095B-ms98-a-0041,237.268500,237.446750,the,I,sv,u-54-2
sw2095B-ms98-a-0041,237.446750,237.690500,[laughter-others],I,sv,u-54-2
sw2095B-ms98-a-0041,237.690500,237.812000,we,I,sv,u-54-2
sw2095B-ms98-a-0041,237.812000,237.974000,might,I,sv,u-54-2
sw2095B-ms98-a-0041,237.974000,238.173625,have,I,sv,u-54-2
sw2095B-ms98-a-0041,238.173625,238.967375,[laughter-gotten],O,,
sw2095B-ms98-a-0042,240.112875,240.982875,[vocalized-noise],O,,
sw2095B-ms98-a-0044,245.899875,245.986250,i,B,sv,u-56-1
sw2095B-ms98-a-0044,245.986250,246.193375,guess,I,sv,u-56-1
sw2095B-ms98-a-0044,246.193375,246.323375,we're,I,sv,u-56-1
sw2095B-ms98-a-0044,246.323375,246.593375,supposed,I,sv,u-56-1
sw2095B-ms98-a-0044,246.593375,246.723375,to,I,sv,u-56-1
sw2095B-ms98-a-0044,246.723375,246.933375,say,I,sv,u-56-1
sw2095B-ms98-a-0044,246.933375,247.388125,good-bye,I,sv,u-56-1
sw2095B-ms98-a-0044,247.388125,247.565125,or,I,sv,u-56-1
sw2095B-ms98-a-0044,247.565125,248.153375,[laughter-something],I,sv,u-56-1
sw2095B-ms98-a-0044,248.153375,248.323375,[laughter-like],I,sv,u-56-1
sw2095B-ms98-a-0044,248.323375,248.603375,[laughter-about],I,sv,u-56-1
sw2095B-ms98-a-0044,248.603375,248.853375,what,I,sv,u-56-1
sw2095B-ms98-a-0044,248.853375,248.963375,my,B,sd,u-56-2
sw2095B-ms98-a-0044,248.963375,249.469125,daughter,I,sd,u-56-2
sw2095B-ms98-a-0044,249.469125,250.060375,[laughter-is],I,sd,u-56-2
sw2095B-ms98-a-0044,250.060375,250.243375,here,I,sd,u-56-2
sw2095B-ms98-a-0044,250.243375,250.543375,prodding,I,sd,u-56-2
