sw3097B-ms98-a-0002,1.351875,1.871250,hi,B,fp,u-2-1
sw3097B-ms98-a-0008,33.369500,33.759500,world,I,ad,u-12-1
sw3097B-ms98-a-0008,33.759500,34.019500,train,I,ad,u-12-1
sw3097B-ms98-a-0008,34.019500,34.149500,them,I,ad,u-12-1
sw3097B-ms98-a-0008,34.149500,34.349500,what,I,ad,u-12-1
sw3097B-ms98-a-0008,34.349500,34.429500,to,I,ad,u-12-1
sw3097B-ms98-a-0008,34.429500,34.763875,do,I,ad,u-12-1
sw3097B-ms98-a-0008,34.763875,35.760250,[laughter],O,,
sw3097B-ms98-a-0009,36.639375,37.584500,but,B,sv,u-12-2
sw3097B-ms98-a-0009,37.584500,39.086125,characteristically,I,sv,u-12-2
sw3097B-ms98-a-0009,39.086125,39.225375,you,I,sv,u-12-2
sw3097B-ms98-a-0009,39.225375,39.385375,know,I,sv,u-12-2
sw3097B-ms98-a-0009,39.385375,39.445375,the,I,sv,u-12-2
sw3097B-ms98-a-0009,39.445375,39.745375,women,I,sv,u-12-2
sw3097B-ms98-a-0009,39.745375,39.915375,are,I,sv,u-12-2
sw3097B-ms98-a-0009,39.915375,40.385375,trained,I,sv,u-12-2
sw3097B-ms98-a-0009,40.385375,40.645375,or,I,sv,u-12-2
sw3097B-ms98-a-0009,40.645375,40.895375,have,I,sv,u-12-2
sw3097B-ms98-a-0009,40.895375,41.075375,been,I,sv,u-12-2
sw3097B-ms98-a-0009,41.075375,41.165375,in,I,sv,u-12-2
sw3097B-ms98-a-0009,41.165375,41.235375,the,I,sv,u-12-2
sw3097B-ms98-a-0009,41.235375,41.665375,past,I,sv,u-12-2
sw3097B-ms98-a-0009,41.665375,41.985375,trained,I,sv,u-12-2
sw3097B-ms98-a-0009,41.985375,42.085375,in,I,sv,u-12-2
sw3097B-ms98-a-0009,42.085375,42.175375,the,I,sv,u-12-2
sw3097B-ms98-a-0009,42.175375,42.577125,home,I,sv,u-12-2
sw3097B-ms98-a-0010,43.492000,43.823500,and,B,sd,u-14-1
sw3097B-ms98-a-0010,43.823500,44.113500,i,I,sd,u-14-1
sw3097B-ms98-a-0010,44.113500,44.463500,really,I,sd,u-14-1
sw3097B-ms98-a-0010,44.463500,44.753500,would,I,sd,u-14-1
sw3097B-ms98-a-0010,44.753500,45.041625,be,I,sd,u-14-1
sw3097B-ms98-a-0010,45.041625,45.213500,at,I,sd,u-14-1
sw3097B-ms98-a-0010,45.213500,45.273500,a,I,sd,u-14-1
sw3097B-ms98-a-0010,45.273500,45.793500,loss,I,sd,u-14-1
sw3097B-ms98-a-0010,45.793500,46.075500,to,I,sd,u-14-1
sw3097B-ms98-a-0010,46.075500,46.282625,to,I,sd,u-14-1
sw3097B-ms98-a-0010,46.282625,46.693500,raise,I,sd,u-14-1
sw3097B-ms98-a-0010,46.693500,46.853500,and,I,sd,u-14-1
sw3097B-ms98-a-0010,46.853500,47.233500,train,I,sd,u-14-1
sw3097B-ms98-a-0010,47.233500,47.293500,a,I,sd,u-14-1
sw3097B-ms98-a-0010,47.293500,47.613500,girl,I,sd,u-14-1
sw3097B-ms98-a-0010,47.613500,47.663500,i,B,sv,u-14-2
sw3097B-ms98-a-0010,47.663500,47.913500,think,I,sv,u-14-2
sw3097B-ms98-a-0010,47.913500,48.033625,i,I,sv,u-14-2
sw3097B-ms98-a-0010,48.033625,48.465375,would,I,sv,u-14-2
sw3097B-ms98-a-0012,54.479875,54.627750,oh,B,aa,u-16-1
sw3097B-ms98-a-0012,54.627750,54.905625,sure,I,aa,u-16-1
sw3097B-ms98-a-0014,57.832875,58.180750,uh-huh,B,b,u-18-1
sw3097B-ms98-a-0015,59.142125,59.410375,uh-huh,O,,
sw3097B-ms98-a-0017,64.317375,64.484250,oh,B,aa,u-20-1
sw3097B-ms98-a-0017,64.484250,64.844625,sure,I,aa,u-20-1
sw3097B-ms98-a-0018,65.866375,66.140125,uh-huh,B,b,u-22-1
sw3097B-ms98-a-0020,71.016250,71.254625,uh-huh,B,b,u-26-1
sw3097B-ms98-a-0021,72.260500,72.462375,uh-huh,B,b^r,u-28-1
sw3097B-ms98-a-0023,75.757625,75.996000,uh-huh,B,b^r,u-30-1
sw3097B-ms98-a-0025,79.814875,80.086000,uh-huh,B,b^r,u-32-1
sw3097B-ms98-a-0027,85.672875,85.998125,uh-huh,B,b^r,u-34-1
sw3097B-ms98-a-0027,86.576000,86.847875,uh-huh,B,b^r,u-36-1
sw3097B-ms98-a-0029,91.535750,91.976625,sure,B,b,u-38-1
sw3097B-ms98-a-0031,96.992125,97.324375,uh-huh,B,b,u-40-1
sw3097B-ms98-a-0033,100.108125,100.424000,uh-huh,B,b^r,u-42-1
sw3097B-ms98-a-0034,101.246875,101.433750,oh,B,b,u-44-1
sw3097B-ms98-a-0034,101.433750,101.625000,yeah,I,b,u-44-1
sw3097B-ms98-a-0035,102.424000,102.648125,i,B,sd(^q),u-46-1
sw3097B-ms98-a-0035,102.648125,102.817500,did,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,102.817500,103.007500,very,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,103.007500,103.317500,much,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,103.317500,103.417500,the,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,103.417500,103.707500,same,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,103.707500,104.047500,thing,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,104.047500,104.297500,until,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,104.297500,104.467500,my,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,104.467500,104.777500,boys,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,104.777500,104.927500,got,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,104.927500,105.077500,into,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.077500,105.307500,high,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.307500,105.507500,school,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.507500,105.617500,and,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.617500,105.757500,said,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.757500,105.967500,mom,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,105.967500,106.227500,please,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,106.227500,106.287500,do,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,106.287500,106.397500,not,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,106.397500,106.497500,be,I,sd(^q),u-46-1
sw3097B-ms98-a-0035,106.497500,107.065500,involved,I,sd(^q),u-46-1
sw3097B-ms98-a-0037,108.938500,109.043625,then,B,sd,u-48-1
sw3097B-ms98-a-0037,109.043625,109.083625,i,I,sd,u-48-1
sw3097B-ms98-a-0037,109.083625,109.243625,went,I,sd,u-48-1
sw3097B-ms98-a-0037,109.243625,109.443625,back,I,sd,u-48-1
sw3097B-ms98-a-0037,109.443625,109.553625,to,I,sd,u-48-1
sw3097B-ms98-a-0037,109.553625,109.936625,work,I,sd,u-48-1
sw3097B-ms98-a-0038,111.173500,111.387750,yeah,B,b,u-50-1
sw3097B-ms98-a-0039,112.371750,112.701500,sure,B,b,u-52-1
sw3097B-ms98-a-0040,114.282625,114.807875,right,B,b,u-54-1
sw3097B-ms98-a-0041,116.399500,116.738125,right,B,b^r,u-56-1
sw3097B-ms98-a-0043,121.072875,121.128750,well,B,sv,u-58-1
sw3097B-ms98-a-0043,121.128750,121.198750,you,I,sv,u-58-1
sw3097B-ms98-a-0043,121.198750,121.328750,know,I,sv,u-58-1
sw3097B-ms98-a-0043,121.328750,121.538750,there's,I,sv,u-58-1
sw3097B-ms98-a-0043,121.538750,121.598750,a,I,sv,u-58-1
sw3097B-ms98-a-0043,121.598750,121.878750,lot,I,sv,u-58-1
sw3097B-ms98-a-0043,121.878750,121.948750,of,I,sv,u-58-1
sw3097B-ms98-a-0043,121.948750,122.238750,things,I,sv,u-58-1
sw3097B-ms98-a-0043,122.238750,122.328750,that,I,sv,u-58-1
sw3097B-ms98-a-0043,122.328750,122.428750,have,I,sv,u-58-1
sw3097B-ms98-a-0043,122.428750,122.858750,happened,I,sv,u-58-1
sw3097B-ms98-a-0043,122.858750,123.598125,actually,I,sv,u-58-1
sw3097B-ms98-a-0043,123.598125,124.127625,and,B,sv,u-58-2
sw3097B-ms98-a-0043,124.451500,124.618750,and,I,sv,u-58-2
sw3097B-ms98-a-0043,124.618750,124.937125,it's,I,sv,u-58-2
sw3097B-ms98-a-0044,125.702250,125.981500,it's,I,sv,u-58-2
sw3097B-ms98-a-0044,125.981500,126.162750,it's,I,sv,u-58-2
sw3097B-ms98-a-0044,126.162750,126.482750,like,I,sv,u-58-2
sw3097B-ms98-a-0044,126.482750,126.754500,the,I,sv,u-58-2
sw3097B-ms98-a-0044,126.871250,127.042750,it's,I,sv,u-58-2
sw3097B-ms98-a-0044,127.042750,127.222750,like,I,sv,u-58-2
sw3097B-ms98-a-0044,127.222750,127.542750,oil,I,sv,u-58-2
sw3097B-ms98-a-0044,127.542750,127.672750,on,I,sv,u-58-2
sw3097B-ms98-a-0044,127.672750,127.942750,top,I,sv,u-58-2
sw3097B-ms98-a-0044,127.942750,128.082750,of,I,sv,u-58-2
sw3097B-ms98-a-0044,128.082750,128.502750,water,I,sv,u-58-2
sw3097B-ms98-a-0044,128.502750,128.652750,it,B,sv,u-58-3
sw3097B-ms98-a-0044,128.652750,129.342750,changes,I,sv,u-58-3
sw3097B-ms98-a-0044,129.342750,129.472750,but,B,sv,u-58-4
sw3097B-ms98-a-0044,129.472750,129.662750,it's,I,sv,u-58-4
sw3097B-ms98-a-0044,129.662750,129.902750,never,I,sv,u-58-4
sw3097B-ms98-a-0044,129.902750,130.486500,different,I,sv,u-58-4
sw3097B-ms98-a-0044,130.814125,130.912750,in,B,+,u-60-1
sw3097B-ms98-a-0044,130.912750,130.952750,a,I,+,u-60-1
sw3097B-ms98-a-0044,130.952750,131.192750,lot,I,+,u-60-1
sw3097B-ms98-a-0044,131.192750,131.332750,of,I,+,u-60-1
sw3097B-ms98-a-0044,131.332750,131.823250,ways,I,+,u-60-1
sw3097B-ms98-a-0045,132.739875,133.164750,uh,B,sd,u-62-1
sw3097B-ms98-a-0046,133.995750,134.325750,women,I,sd,u-62-1
sw3097B-ms98-a-0046,134.325750,134.445750,at,I,sd,u-62-1
sw3097B-ms98-a-0046,134.445750,134.625750,one,I,sd,u-62-1
sw3097B-ms98-a-0046,134.625750,135.005750,time,I,sd,u-62-1
sw3097B-ms98-a-0046,135.005750,135.245750,did,I,sd,u-62-1
sw3097B-ms98-a-0046,135.245750,135.535750,very,I,sd,u-62-1
sw3097B-ms98-a-0046,135.535750,135.835750,heavy,I,sd,u-62-1
sw3097B-ms98-a-0046,135.835750,136.345750,physical,I,sd,u-62-1
sw3097B-ms98-a-0046,136.345750,136.740875,labor,I,sd,u-62-1
sw3097B-ms98-a-0047,137.708375,138.326125,and,B,+,u-64-1
sw3097B-ms98-a-0047,138.326125,138.631625,were,I,+,u-64-1
sw3097B-ms98-a-0047,138.631625,139.171625,expected,I,+,u-64-1
sw3097B-ms98-a-0047,139.171625,139.271625,to,I,+,u-64-1
sw3097B-ms98-a-0047,139.271625,139.671625,maintain,I,+,u-64-1
sw3097B-ms98-a-0047,139.671625,139.731625,a,I,+,u-64-1
sw3097B-ms98-a-0047,139.731625,140.411875,household,I,+,u-64-1
sw3097B-ms98-a-0048,141.509875,141.758250,then,B,sv,u-66-1
sw3097B-ms98-a-0048,141.758250,141.948250,as,I,sv,u-66-1
sw3097B-ms98-a-0048,141.948250,142.408250,times,I,sv,u-66-1
sw3097B-ms98-a-0048,142.408250,143.382250,changed,I,sv,u-66-1
sw3097B-ms98-a-0049,144.416750,144.612625,uh,I,sv,u-66-1
sw3097B-ms98-a-0049,144.612625,144.782375,as,I,sv,u-66-1
sw3097B-ms98-a-0049,144.782375,144.888750,it,I,sv,u-66-1
sw3097B-ms98-a-0049,144.888750,145.078750,is,I,sv,u-66-1
sw3097B-ms98-a-0049,145.078750,145.458750,today,I,sv,u-66-1
sw3097B-ms98-a-0049,145.458750,145.618750,we,I,sv,u-66-1
sw3097B-ms98-a-0049,145.618750,145.688750,do,I,sv,u-66-1
sw3097B-ms98-a-0049,145.688750,145.848750,not,I,sv,u-66-1
sw3097B-ms98-a-0049,145.848750,146.018750,do,I,sv,u-66-1
sw3097B-ms98-a-0049,146.018750,146.078750,a,I,sv,u-66-1
sw3097B-ms98-a-0049,146.078750,146.248750,lot,I,sv,u-66-1
sw3097B-ms98-a-0049,146.248750,146.318750,of,I,sv,u-66-1
sw3097B-ms98-a-0049,146.318750,146.858750,physical,I,sv,u-66-1
sw3097B-ms98-a-0049,146.858750,147.302000,labor,I,sv,u-66-1
sw3097B-ms98-a-0049,147.691375,147.932375,even,B,+,u-68-1
sw3097B-ms98-a-0049,147.932375,148.138750,in,I,+,u-68-1
sw3097B-ms98-a-0049,148.138750,148.599000,house,I,+,u-68-1
sw3097B-ms98-a-0049,148.772250,148.998750,even,I,+,u-68-1
sw3097B-ms98-a-0049,148.998750,149.128750,in,I,+,u-68-1
sw3097B-ms98-a-0049,149.128750,149.728750,housekeeping,I,+,u-68-1
sw3097B-ms98-a-0049,149.728750,149.858750,and,B,+,u-70-1
sw3097B-ms98-a-0049,149.858750,150.428750,homemaking,I,+,u-70-1
sw3097B-ms98-a-0049,150.428750,150.628750,there's,B,sv,u-72-1
sw3097B-ms98-a-0049,150.628750,150.788750,not,I,sv,u-72-1
sw3097B-ms98-a-0049,150.788750,150.858750,a,I,sv,u-72-1
sw3097B-ms98-a-0049,150.858750,151.008750,lot,I,sv,u-72-1
sw3097B-ms98-a-0049,151.008750,151.088750,of,I,sv,u-72-1
sw3097B-ms98-a-0049,151.088750,151.488750,physical,I,sv,u-72-1
sw3097B-ms98-a-0049,151.488750,151.738750,labor,I,sv,u-72-1
sw3097B-ms98-a-0049,151.738750,152.098750,because,B,+,u-74-1
sw3097B-ms98-a-0049,152.098750,152.318750,there,I,+,u-74-1
sw3097B-ms98-a-0049,152.318750,152.664000,are,I,+,u-74-1
sw3097B-ms98-a-0050,153.525625,153.880250,uh-huh,B,aa,u-76-1
sw3097B-ms98-a-0050,154.189875,154.641625,right,B,aa,u-78-1
sw3097B-ms98-a-0051,156.322125,156.692250,and,B,sv,u-80-1
sw3097B-ms98-a-0051,156.692250,156.852750,in,I,sv,u-80-1
sw3097B-ms98-a-0051,156.852750,157.102750,that,I,sv,u-80-1
sw3097B-ms98-a-0051,157.102750,157.780875,respect,I,sv,u-80-1
sw3097B-ms98-a-0051,157.780875,157.992750,we,I,sv,u-80-1
sw3097B-ms98-a-0051,157.992750,158.232750,have,I,sv,u-80-1
sw3097B-ms98-a-0051,158.232750,158.412750,to,I,sv,u-80-1
sw3097B-ms98-a-0051,158.412750,159.002750,make,I,sv,u-80-1
sw3097B-ms98-a-0051,159.002750,159.772750,ourselves,I,sv,u-80-1
sw3097B-ms98-a-0051,159.772750,160.122750,become,I,sv,u-80-1
sw3097B-ms98-a-0051,160.122750,160.742125,involved,I,sv,u-80-1
sw3097B-ms98-a-0051,160.742125,160.990750,in,I,sv,u-80-1
sw3097B-ms98-a-0051,161.103750,161.692750,physical,I,sv,u-80-1
sw3097B-ms98-a-0051,161.692750,162.472750,exertion,I,sv,u-80-1
sw3097B-ms98-a-0051,162.472750,162.761500,or,B,sv,u-82-1
sw3097B-ms98-a-0051,163.070250,163.262750,we,I,sv,u-82-1
sw3097B-ms98-a-0051,163.262750,163.782750,really,I,sv,u-82-1
sw3097B-ms98-a-0051,163.782750,164.152750,do,I,sv,u-82-1
sw3097B-ms98-a-0051,164.152750,164.532750,develop,I,sv,u-82-1
sw3097B-ms98-a-0051,164.532750,164.732750,some,I,sv,u-82-1
sw3097B-ms98-a-0051,164.732750,165.012750,health,I,sv,u-82-1
sw3097B-ms98-a-0051,165.012750,165.616625,problems,I,sv,u-82-1
sw3097B-ms98-a-0052,166.519125,166.882375,so,B,sd,u-84-1
sw3097B-ms98-a-0052,166.882375,166.962375,in,I,sd,u-84-1
sw3097B-ms98-a-0052,166.962375,167.052375,in,I,sd,u-84-1
sw3097B-ms98-a-0052,167.052375,167.162375,that,I,sd,u-84-1
sw3097B-ms98-a-0052,167.162375,167.262375,in,I,sd,u-84-1
sw3097B-ms98-a-0052,167.262375,167.472375,that,I,sd,u-84-1
sw3097B-ms98-a-0052,167.472375,167.906625,respect,I,sd,u-84-1
sw3097B-ms98-a-0052,167.906625,168.012375,i,I,sd,u-84-1
sw3097B-ms98-a-0052,168.012375,168.112375,am,I,sd,u-84-1
sw3097B-ms98-a-0052,168.112375,168.302375,not,I,sd,u-84-1
sw3097B-ms98-a-0052,168.302375,168.522375,so,I,sd,u-84-1
sw3097B-ms98-a-0052,168.522375,168.912375,sure,I,sd,u-84-1
sw3097B-ms98-a-0052,168.912375,169.082375,that,I,sd,u-84-1
sw3097B-ms98-a-0052,169.082375,169.152375,the,I,sd,u-84-1
sw3097B-ms98-a-0052,169.152375,169.532375,hard,I,sd,u-84-1
sw3097B-ms98-a-0052,169.532375,169.802375,work,I,sd,u-84-1
sw3097B-ms98-a-0052,169.802375,169.912375,of,I,sd,u-84-1
sw3097B-ms98-a-0052,169.912375,170.172375,years,I,sd,u-84-1
sw3097B-ms98-a-0052,170.172375,170.612375,past,I,sd,u-84-1
sw3097B-ms98-a-0052,170.612375,170.852375,was,I,sd,u-84-1
sw3097B-ms98-a-0052,170.852375,171.002375,not,I,sd,u-84-1
sw3097B-ms98-a-0052,171.002375,171.252375,better,I,sd,u-84-1
sw3097B-ms98-a-0052,171.252375,171.522375,for,I,sd,u-84-1
sw3097B-ms98-a-0052,171.522375,171.662375,us,I,sd,u-84-1
sw3097B-ms98-a-0052,171.662375,171.802375,than,I,sd,u-84-1
sw3097B-ms98-a-0052,171.802375,171.862375,we,I,sd,u-84-1
sw3097B-ms98-a-0052,171.862375,171.932375,are,I,sd,u-84-1
sw3097B-ms98-a-0052,171.932375,172.232375,willing,I,sd,u-84-1
sw3097B-ms98-a-0052,172.232375,172.352375,to,I,sd,u-84-1
sw3097B-ms98-a-0052,172.352375,172.955375,admit,I,sd,u-84-1
sw3097B-ms98-a-0053,174.051625,174.671625,and,B,%,u-86-1
sw3097B-ms98-a-0053,174.671625,175.272750,uh,I,%,u-86-1
sw3097B-ms98-a-0055,180.131000,180.261000,oh,B,aa,u-88-1
sw3097B-ms98-a-0055,180.261000,180.821000,absolutely,I,aa,u-88-1
sw3097B-ms98-a-0055,180.821000,181.283250,true,I,aa,u-88-1
sw3097B-ms98-a-0055,181.283250,181.603500,it's,B,sv,u-88-2
sw3097B-ms98-a-0055,181.762875,181.981000,that's,B,+,u-90-1
sw3097B-ms98-a-0055,181.981000,182.241000,true,I,+,u-90-1
sw3097B-ms98-a-0055,182.241000,182.391000,with,I,+,u-90-1
sw3097B-ms98-a-0055,182.391000,182.891000,society,I,+,u-90-1
sw3097B-ms98-a-0055,182.891000,183.031000,in,B,+,u-92-1
sw3097B-ms98-a-0055,183.031000,183.492625,general,I,+,u-92-1
sw3097B-ms98-a-0056,183.984000,184.181875,but,B,sv,u-92-2
sw3097B-ms98-a-0056,184.181875,184.944500,specifically,I,sv,u-92-2
sw3097B-ms98-a-0056,184.944500,185.024500,the,I,sv,u-92-2
sw3097B-ms98-a-0056,185.024500,185.514500,woman's,I,sv,u-92-2
sw3097B-ms98-a-0056,185.514500,186.236250,role,I,sv,u-92-2
sw3097B-ms98-a-0056,186.424625,186.614500,in,B,+,u-94-1
sw3097B-ms98-a-0056,186.614500,187.314500,society,I,+,u-94-1
sw3097B-ms98-a-0056,187.314500,187.514500,has,I,+,u-94-1
sw3097B-ms98-a-0056,187.514500,187.894500,changed,I,+,u-94-1
sw3097B-ms98-a-0056,187.894500,188.012375,and,B,sd,u-94-2
sw3097B-ms98-a-0056,188.475625,188.844500,you,I,sd,u-94-2
sw3097B-ms98-a-0056,188.844500,189.097000,know,I,sd,u-94-2
sw3097B-ms98-a-0056,189.097000,189.296625,m[edical]-,I,sd,u-94-2
sw3097B-ms98-a-0056,189.296625,190.064500,medical,I,sd,u-94-2
sw3097B-ms98-a-0056,190.064500,190.504500,reports,I,sd,u-94-2
sw3097B-ms98-a-0056,190.504500,190.764500,tell,I,sd,u-94-2
sw3097B-ms98-a-0056,190.764500,190.957750,us,I,sd,u-94-2
sw3097B-ms98-a-0056,190.957750,191.094500,that,I,sd,u-94-2
sw3097B-ms98-a-0056,191.094500,191.334500,women,I,sd,u-94-2
sw3097B-ms98-a-0056,191.334500,191.394500,are,I,sd,u-94-2
sw3097B-ms98-a-0056,191.394500,192.227625,developing,I,sd,u-94-2
sw3097B-ms98-a-0057,192.922125,193.502125,diseases,I,sd,u-94-2
sw3097B-ms98-a-0057,193.502125,193.712125,now,I,sd,u-94-2
sw3097B-ms98-a-0057,193.712125,193.822125,that,I,sd,u-94-2
sw3097B-ms98-a-0057,193.822125,194.042125,used,I,sd,u-94-2
sw3097B-ms98-a-0057,194.042125,194.152125,to,I,sd,u-94-2
sw3097B-ms98-a-0057,194.152125,194.282125,be,I,sd,u-94-2
sw3097B-ms98-a-0057,194.282125,194.902125,predominately,I,sd,u-94-2
sw3097B-ms98-a-0057,194.902125,195.212125,male,I,sd,u-94-2
sw3097B-ms98-a-0057,195.212125,195.722125,diseases,I,sd,u-94-2
sw3097B-ms98-a-0057,195.722125,195.992125,heart,B,sd,u-96-1
sw3097B-ms98-a-0057,195.992125,196.422125,disease,I,sd,u-96-1
sw3097B-ms98-a-0057,196.422125,196.542125,was,I,sd,u-96-1
sw3097B-ms98-a-0057,196.542125,197.132125,characteristic,I,sd,u-96-1
sw3097B-ms98-a-0057,197.132125,197.282125,of,I,sd,u-96-1
sw3097B-ms98-a-0057,197.282125,197.602125,men,I,sd,u-96-1
sw3097B-ms98-a-0057,197.602125,197.932125,now,B,sd,u-98-1
