sw3458A-ms98-a-0003,3.067000,3.227000,yeah,B,ny,u-2-1
sw3458A-ms98-a-0014,61.179000,61.289000,you,I,%,u-16-8
sw3458A-ms98-a-0014,61.289000,61.562750,know,I,%,u-16-8
sw3458A-ms98-a-0014,61.815125,62.179000,that's,B,sd,u-16-9
sw3458A-ms98-a-0014,62.179000,62.319000,what,I,sd,u-16-9
sw3458A-ms98-a-0014,62.319000,62.389000,i,I,sd,u-16-9
sw3458A-ms98-a-0014,62.389000,62.619000,don't,I,sd,u-16-9
sw3458A-ms98-a-0014,62.619000,62.839000,like,I,sd,u-16-9
sw3458A-ms98-a-0014,62.839000,63.153125,about,I,sd,u-16-9
sw3458A-ms98-a-0014,63.266125,63.643625,um,I,sd,u-16-9
sw3458A-ms98-a-0014,64.118250,64.419000,Ladies,I,sd,u-16-9
sw3458A-ms98-a-0014,64.419000,64.629000,Home,I,sd,u-16-9
sw3458A-ms98-a-0014,64.629000,64.949000,Journal,I,sd,u-16-9
sw3458A-ms98-a-0014,64.949000,65.589000,magazines,I,sd,u-16-9
sw3458A-ms98-a-0015,66.284625,66.436875,too,B,sv,u-16-10
sw3458A-ms98-a-0015,66.436875,66.634625,many,I,sv,u-16-10
sw3458A-ms98-a-0015,66.634625,67.424625,recipes,I,sv,u-16-10
sw3458A-ms98-a-0015,67.424625,67.564625,too,I,sv,u-16-10
sw3458A-ms98-a-0015,67.564625,67.974625,many,I,sv,u-16-10
sw3458A-ms98-a-0015,67.974625,68.744625,um,I,sv,u-16-10
sw3458A-ms98-a-0015,69.044625,69.264625,can,I,sv,u-16-10
sw3458A-ms98-a-0015,69.264625,69.439000,this,I,sv,u-16-10
sw3458A-ms98-a-0015,69.439000,69.874625,marriage,I,sv,u-16-10
sw3458A-ms98-a-0015,69.874625,70.024625,be,I,sv,u-16-10
sw3458A-ms98-a-0015,70.024625,70.504625,saved,I,sv,u-16-10
sw3458A-ms98-a-0015,70.504625,70.958625,nonsense,I,sv,u-16-10
sw3458A-ms98-a-0015,70.958625,71.203500,i,B,sd,u-16-11
sw3458A-ms98-a-0015,71.203500,71.304625,you,I,sd,u-16-11
sw3458A-ms98-a-0015,71.304625,71.414625,know,I,sd,u-16-11
sw3458A-ms98-a-0015,71.414625,71.531125,i,I,sd,u-16-11
sw3458A-ms98-a-0015,71.531125,71.704625,like,I,sd,u-16-11
sw3458A-ms98-a-0015,71.704625,71.874625,to,I,sd,u-16-11
sw3458A-ms98-a-0015,71.874625,72.144625,read,I,sd,u-16-11
sw3458A-ms98-a-0015,72.144625,72.834625,articles,I,sd,u-16-11
sw3458A-ms98-a-0015,73.514625,73.894625,about,I,sd,u-16-11
sw3458A-ms98-a-0015,73.894625,74.214625,things,I,sd,u-16-11
sw3458A-ms98-a-0015,74.214625,74.468375,that,I,sd,u-16-11
sw3458A-ms98-a-0015,74.705625,75.213500,matter,I,sd,u-16-11
sw3458A-ms98-a-0015,75.596250,75.746875,well,B,sd,u-16-12
sw3458A-ms98-a-0015,75.746875,75.874625,of,I,sd,u-16-12
sw3458A-ms98-a-0015,75.874625,76.421375,course,I,sd,u-16-12
sw3458A-ms98-a-0015,76.530625,76.894625,People,I,sd,u-16-12
sw3458A-ms98-a-0015,76.894625,77.424625,magazine,I,sd,u-16-12
sw3458A-ms98-a-0015,77.424625,77.554625,is,I,sd,u-16-12
sw3458A-ms98-a-0015,77.554625,77.864625,not,I,sd,u-16-12
sw3458A-ms98-a-0015,77.864625,78.024625,you,I,sd,u-16-12
sw3458A-ms98-a-0015,78.024625,78.304625,know,I,sd,u-16-12
sw3458A-ms98-a-0015,78.304625,78.454625,one,I,sd,u-16-12
sw3458A-ms98-a-0015,78.454625,78.564625,of,I,sd,u-16-12
sw3458A-ms98-a-0015,78.564625,78.811125,your,I,sd,u-16-12
sw3458A-ms98-a-0015,78.811125,79.130250,uh,I,sd,u-16-12
sw3458A-ms98-a-0016,79.698375,79.848375,your,B,+,u-18-1
sw3458A-ms98-a-0016,79.848375,80.088375,more,I,+,u-18-1
sw3458A-ms98-a-0016,80.088375,80.738375,intellectual,I,+,u-18-1
sw3458A-ms98-a-0016,80.738375,81.493875,magazines,I,+,u-18-1
sw3458A-ms98-a-0016,81.618125,81.748375,but,B,sv,u-18-2
sw3458A-ms98-a-0016,81.748375,81.918375,it's,I,sv,u-18-2
sw3458A-ms98-a-0016,81.918375,82.278375,nice,I,sv,u-18-2
sw3458A-ms98-a-0016,82.278375,82.648375,light,I,sv,u-18-2
sw3458A-ms98-a-0016,82.648375,83.143125,reading,I,sv,u-18-2
sw3458A-ms98-a-0016,83.143125,83.768375,[laughter],O,,
sw3458A-ms98-a-0016,83.768375,83.888375,you,B,sd,u-18-3
sw3458A-ms98-a-0016,83.888375,83.948375,know,I,sd,u-18-3
sw3458A-ms98-a-0016,83.948375,84.028375,if,I,sd,u-18-3
sw3458A-ms98-a-0016,84.028375,84.098375,i,I,sd,u-18-3
sw3458A-ms98-a-0016,84.098375,84.308375,want,I,sd,u-18-3
sw3458A-ms98-a-0016,84.308375,84.618375,something,I,sd,u-18-3
sw3458A-ms98-a-0016,84.618375,85.208375,intellectual,I,sd,u-18-3
sw3458A-ms98-a-0016,85.208375,85.278375,i,I,sd,u-18-3
sw3458A-ms98-a-0016,85.278375,85.578375,usually,I,sd,u-18-3
sw3458A-ms98-a-0016,85.578375,85.738375,read,I,sd,u-18-3
sw3458A-ms98-a-0016,85.738375,85.798375,a,I,sd,u-18-3
sw3458A-ms98-a-0016,85.798375,86.288375,book,I,sd,u-18-3
sw3458A-ms98-a-0018,96.434125,96.604125,well,B,aa,u-20-1
sw3458A-ms98-a-0018,96.604125,96.904125,that's,I,aa,u-20-1
sw3458A-ms98-a-0018,96.904125,97.194125,true,I,aa,u-20-1
sw3458A-ms98-a-0018,97.194125,97.623625,yeah,B,aa,u-20-2
sw3458A-ms98-a-0018,97.623625,97.782750,they,B,aa,u-20-3
sw3458A-ms98-a-0018,97.782750,98.134125,did,I,aa,u-20-3
sw3458A-ms98-a-0020,102.096125,102.698625,yeah,B,b,u-22-1
sw3458A-ms98-a-0022,106.111125,106.431125,well,B,qy,u-24-1
sw3458A-ms98-a-0022,106.431125,106.641125,is,I,qy,u-24-1
sw3458A-ms98-a-0022,106.641125,107.081125,Redbook,I,qy,u-24-1
sw3458A-ms98-a-0022,107.081125,107.381125,still,I,qy,u-24-1
sw3458A-ms98-a-0022,107.381125,107.451125,in,I,qy,u-24-1
sw3458A-ms98-a-0022,107.451125,108.141125,existence,I,qy,u-24-1
sw3458A-ms98-a-0022,108.141125,108.267750,[laughter-i],O,,
sw3458A-ms98-a-0022,108.267750,108.651125,[laughter-didn't],O,,
sw3458A-ms98-a-0022,108.651125,108.761125,[laughter-know],O,,
sw3458A-ms98-a-0022,108.761125,108.881125,if,B,sd,u-24-2
sw3458A-ms98-a-0022,108.881125,108.981125,they,I,sd,u-24-2
sw3458A-ms98-a-0022,108.981125,109.417125,were,I,sd,u-24-2
sw3458A-ms98-a-0022,109.417125,109.571125,if,I,sd,u-24-2
sw3458A-ms98-a-0022,109.571125,109.691125,they,I,sd,u-24-2
sw3458A-ms98-a-0022,109.691125,109.761125,were,I,sd,u-24-2
sw3458A-ms98-a-0022,109.761125,110.138000,around,I,sd,u-24-2
sw3458A-ms98-a-0022,110.138000,110.571125,anymore,I,sd,u-24-2
sw3458A-ms98-a-0024,115.865625,116.411625,yeah,B,b,u-26-1
sw3458A-ms98-a-0024,116.810875,116.995625,well,B,sd,u-28-1
sw3458A-ms98-a-0024,116.995625,117.085625,i'll,I,sd,u-28-1
sw3458A-ms98-a-0024,117.085625,117.275625,tell,I,sd,u-28-1
sw3458A-ms98-a-0024,117.275625,117.355625,you,I,sd,u-28-1
sw3458A-ms98-a-0024,117.355625,117.465625,the,I,sd,u-28-1
sw3458A-ms98-a-0024,117.465625,117.745625,only,I,sd,u-28-1
sw3458A-ms98-a-0024,117.745625,118.135625,reason,I,sd,u-28-1
sw3458A-ms98-a-0024,118.135625,118.245625,i,I,sd,u-28-1
sw3458A-ms98-a-0024,118.245625,118.553500,bought,I,sd,u-28-1
sw3458A-ms98-a-0024,118.553500,118.758000,the,I,sd,u-28-1
sw3458A-ms98-a-0024,118.758000,119.005625,uh,I,sd,u-28-1
sw3458A-ms98-a-0024,119.005625,119.275250,i,I,sd,u-28-1
sw3458A-ms98-a-0024,119.275250,119.805625,subscribe,I,sd,u-28-1
sw3458A-ms98-a-0024,119.805625,119.965625,to,I,sd,u-28-1
sw3458A-ms98-a-0024,119.965625,120.035625,the,I,sd,u-28-1
sw3458A-ms98-a-0024,120.035625,120.475625,Journal,I,sd,u-28-1
sw3458A-ms98-a-0024,120.475625,120.555625,is,I,sd,u-28-1
sw3458A-ms98-a-0024,120.555625,120.965625,because,I,sd,u-28-1
sw3458A-ms98-a-0024,120.965625,121.115625,of,I,sd,u-28-1
sw3458A-ms98-a-0025,121.641250,121.861250,which,B,%,u-28-2
sw3458A-ms98-a-0025,121.881250,122.022000,i,I,%,u-28-2
sw3458A-ms98-a-0025,122.022000,122.181250,think,I,%,u-28-2
sw3458A-ms98-a-0025,122.181250,122.241250,it,I,%,u-28-2
sw3458A-ms98-a-0025,122.241250,122.411250,was,I,%,u-28-2
sw3458A-ms98-a-0025,122.411250,122.501250,either,I,%,u-28-2
sw3458A-ms98-a-0025,122.501250,122.561250,yeah,B,%,u-28-3
sw3458A-ms98-a-0025,122.561250,122.651250,it,B,sd,u-28-4
sw3458A-ms98-a-0025,122.931250,123.061250,was,I,sd,u-28-4
sw3458A-ms98-a-0025,123.061250,123.561750,Publisher's,I,sd,u-28-4
sw3458A-ms98-a-0025,123.561750,124.150875,Clearinghouse,I,sd,u-28-4
sw3458A-ms98-a-0025,124.150875,125.541250,[laughter],O,,
sw3458A-ms98-a-0025,125.541250,125.621250,they,B,sd,u-30-1
sw3458A-ms98-a-0025,125.621250,125.681250,they,I,sd,u-30-1
sw3458A-ms98-a-0025,125.681250,126.081250,told,I,sd,u-30-1
sw3458A-ms98-a-0025,126.081250,126.211250,me,I,sd,u-30-1
sw3458A-ms98-a-0025,126.211250,126.351250,you,I,sd,u-30-1
sw3458A-ms98-a-0025,126.351250,126.471250,know,I,sd,u-30-1
sw3458A-ms98-a-0025,126.471250,126.641250,if,I,sd,u-30-1
sw3458A-ms98-a-0025,126.641250,126.751250,i,I,sd,u-30-1
sw3458A-ms98-a-0025,126.751250,127.091250,didn't,I,sd,u-30-1
sw3458A-ms98-a-0025,127.091250,127.711250,subscribe,I,sd,u-30-1
sw3458A-ms98-a-0025,127.711250,127.811250,they,I,sd,u-30-1
sw3458A-ms98-a-0025,127.811250,127.961250,were,I,sd,u-30-1
sw3458A-ms98-a-0025,127.961250,128.161250,gonna,I,sd,u-30-1
sw3458A-ms98-a-0025,128.161250,128.351250,take,I,sd,u-30-1
sw3458A-ms98-a-0025,128.351250,128.431250,me,I,sd,u-30-1
sw3458A-ms98-a-0025,128.431250,128.641250,off,I,sd,u-30-1
sw3458A-ms98-a-0025,128.641250,128.971250,their,I,sd,u-30-1
sw3458A-ms98-a-0025,128.971250,129.171250,their,I,sd,u-30-1
sw3458A-ms98-a-0025,129.171250,129.771250,winning,I,sd,u-30-1
sw3458A-ms98-a-0025,129.771250,129.871250,you,I,sd,u-30-1
sw3458A-ms98-a-0025,129.871250,130.209625,know,I,sd,u-30-1
sw3458A-ms98-a-0025,130.209625,130.431250,their,I,sd,u-30-1
sw3458A-ms98-a-0025,130.431250,130.911250,list,I,sd,u-30-1
sw3458A-ms98-a-0025,130.911250,132.851250,[laughter],O,,
sw3458A-ms98-a-0025,132.851250,133.280875,so,B,%,u-30-2
sw3458A-ms98-a-0027,135.841125,136.065875,yeah,B,b,u-32-1
sw3458A-ms98-a-0027,136.065875,136.181125,my,B,sd,u-32-2
sw3458A-ms98-a-0027,136.181125,136.591125,last,I,sd,u-32-2
sw3458A-ms98-a-0027,136.591125,136.751125,r[ight]-,I,sd,u-32-2
sw3458A-ms98-a-0027,136.751125,136.981125,right,I,sd,u-32-2
sw3458A-ms98-a-0027,136.981125,137.121125,my,I,sd,u-32-2
sw3458A-ms98-a-0027,137.121125,137.411125,last,I,sd,u-32-2
sw3458A-ms98-a-0027,137.411125,137.721125,chance,I,sd,u-32-2
sw3458A-ms98-a-0027,137.721125,137.861125,to,I,sd,u-32-2
sw3458A-ms98-a-0027,137.861125,138.041125,win,I,sd,u-32-2
sw3458A-ms98-a-0027,138.041125,138.251125,ten,I,sd,u-32-2
sw3458A-ms98-a-0027,138.251125,138.531125,million,I,sd,u-32-2
sw3458A-ms98-a-0027,138.531125,138.871125,dollars,I,sd,u-32-2
sw3458A-ms98-a-0027,138.871125,138.951125,so,B,sd,u-32-3
sw3458A-ms98-a-0027,138.951125,139.001125,i,I,sd,u-32-3
sw3458A-ms98-a-0027,139.001125,139.321125,figured,I,sd,u-32-3
sw3458A-ms98-a-0027,139.321125,139.601125,hey,I,sd,u-32-3
sw3458A-ms98-a-0027,139.601125,140.020500,look,I,sd,u-32-3
sw3458A-ms98-a-0027,140.020500,140.961125,[laughter],O,,
sw3458A-ms98-a-0027,140.961125,141.114250,for,B,+,u-34-1
sw3458A-ms98-a-0027,141.114250,141.521125,twelve,I,+,u-34-1
sw3458A-ms98-a-0027,141.521125,142.181125,dollars,I,+,u-34-1
sw3458A-ms98-a-0027,142.181125,142.281125,you,I,+,u-34-1
sw3458A-ms98-a-0027,142.281125,142.657250,know,I,+,u-34-1
sw3458A-ms98-a-0029,146.457625,146.750250,that's,B,aa,u-36-1
sw3458A-ms98-a-0029,146.750250,147.101250,it,I,aa,u-36-1
sw3458A-ms98-a-0030,148.971375,149.301375,oh,B,b,u-38-1
sw3458A-ms98-a-0030,149.301375,149.861375,yeah,I,b,u-38-1
sw3458A-ms98-a-0030,149.861375,150.141250,oh,B,b,u-38-2
sw3458A-ms98-a-0030,150.141250,150.536125,uh-huh,I,b,u-38-2
sw3458A-ms98-a-0032,152.621250,153.140875,yeah,B,b,u-40-1
sw3458A-ms98-a-0034,161.579000,162.326875,right,B,b,u-42-1
sw3458A-ms98-a-0036,164.979000,165.398375,uh-huh,B,b,u-44-1
sw3458A-ms98-a-0038,173.978375,174.328375,well,B,h,u-46-1
sw3458A-ms98-a-0038,174.328375,174.489875,i,I,h,u-46-1
sw3458A-ms98-a-0038,174.489875,174.678375,don't,I,h,u-46-1
sw3458A-ms98-a-0038,174.678375,174.838375,know,I,h,u-46-1
sw3458A-ms98-a-0038,174.838375,174.968375,i,B,sv,u-46-2
sw3458A-ms98-a-0038,174.968375,175.268375,just,I,sv,u-46-2
sw3458A-ms98-a-0038,175.268375,175.628375,think,I,sv,u-46-2
sw3458A-ms98-a-0038,175.628375,175.858375,uh,I,sv,u-46-2
sw3458A-ms98-a-0038,175.858375,176.238375,you,I,sv,u-46-2
sw3458A-ms98-a-0038,176.238375,176.473375,know,I,sv,u-46-2
sw3458A-ms98-a-0038,176.473375,177.153500,it's,I,sv,u-46-2
sw3458A-ms98-a-0039,178.226500,178.433500,it's,B,+,u-48-1
sw3458A-ms98-a-0039,178.433500,178.803500,light,I,+,u-48-1
sw3458A-ms98-a-0039,178.803500,179.313500,reading,I,+,u-48-1
sw3458A-ms98-a-0039,179.313500,179.403500,you,B,sv,u-48-2
sw3458A-ms98-a-0039,179.403500,179.523500,know,I,sv,u-48-2
sw3458A-ms98-a-0039,179.523500,179.683500,you,I,sv,u-48-2
sw3458A-ms98-a-0039,179.683500,179.853500,don't,I,sv,u-48-2
sw3458A-ms98-a-0039,179.853500,180.075875,have,I,sv,u-48-2
sw3458A-ms98-a-0039,180.422375,180.583500,t[o]-,I,sv,u-48-2
sw3458A-ms98-a-0039,180.583500,180.899000,ex[cuse]-,I,sv,u-48-2
sw3458A-ms98-a-0039,181.113500,181.373500,well,I,sv,u-48-2
sw3458A-ms98-a-0039,181.373500,181.553500,you,I,sv,u-48-2
sw3458A-ms98-a-0039,181.553500,181.763500,don't,I,sv,u-48-2
sw3458A-ms98-a-0039,181.763500,181.903500,have,I,sv,u-48-2
sw3458A-ms98-a-0039,181.903500,182.043500,to,I,sv,u-48-2
sw3458A-ms98-a-0039,182.043500,182.790750,concentrate,I,sv,u-48-2
sw3458A-ms98-a-0039,183.213625,184.504250,[laughter-you],O,,
sw3458A-ms98-a-0039,184.504250,184.925250,[laughter-know],O,,
sw3458A-ms98-a-0039,184.925250,185.117375,[laughter-you],O,,
sw3458A-ms98-a-0039,185.117375,185.288125,[laughter-know],O,,
sw3458A-ms98-a-0039,185.288125,185.372875,it's,B,sv,u-50-1
sw3458A-ms98-a-0039,185.372875,186.243500,entertaining,I,sv,u-50-1
sw3458A-ms98-a-0039,186.243500,186.343500,you,I,sv,u-50-1
sw3458A-ms98-a-0039,186.343500,186.623500,know,I,sv,u-50-1
sw3458A-ms98-a-0039,186.623500,186.904250,and,B,%,u-50-2
sw3458A-ms98-a-0039,186.904250,187.342375,uh,I,%,u-50-2
sw3458A-ms98-a-0040,188.222500,188.712500,that's,I,%,u-50-2
sw3458A-ms98-a-0040,188.712500,188.842500,i,B,sd,u-50-3
sw3458A-ms98-a-0040,188.842500,189.132500,just,I,sd,u-50-3
sw3458A-ms98-a-0040,189.132500,189.202500,i,I,sd,u-50-3
sw3458A-ms98-a-0040,189.202500,189.622500,enjoy,I,sd,u-50-3
sw3458A-ms98-a-0040,189.622500,189.832500,it,I,sd,u-50-3
sw3458A-ms98-a-0040,189.832500,190.132000,i,B,%,u-50-4
sw3458A-ms98-a-0040,190.132000,190.312500,you,I,%,u-50-4
sw3458A-ms98-a-0040,190.312500,190.522500,know,I,%,u-50-4
sw3458A-ms98-a-0040,190.522500,190.749125,i,I,%,u-50-4
sw3458A-ms98-a-0040,190.749125,191.162500,um,I,%,u-50-4
sw3458A-ms98-a-0041,192.725250,192.865250,well,B,sv,u-50-5
sw3458A-ms98-a-0041,192.865250,193.045250,that,I,sv,u-50-5
sw3458A-ms98-a-0041,193.045250,193.515250,Entertainment,I,sv,u-50-5
sw3458A-ms98-a-0041,193.515250,193.975250,is,I,sv,u-50-5
sw3458A-ms98-a-0041,193.975250,194.175250,is,I,sv,u-50-5
sw3458A-ms98-a-0041,194.175250,194.585250,very,I,sv,u-50-5
sw3458A-ms98-a-0041,194.585250,194.835250,wasn't,B,qy,u-50-6
sw3458A-ms98-a-0041,194.835250,194.975250,that,I,qy,u-50-6
sw3458A-ms98-a-0041,194.975250,195.514375,similar,I,qy,u-50-6
sw3458A-ms98-a-0041,195.514375,195.755250,t[o]-,I,qy,u-50-6
sw3458A-ms98-a-0041,195.755250,195.895250,or,I,qy,u-50-6
sw3458A-ms98-a-0041,195.895250,196.145250,isn't,I,qy,u-50-6
sw3458A-ms98-a-0041,196.145250,196.255250,it,I,qy,u-50-6
sw3458A-ms98-a-0041,196.255250,196.548375,similar,I,qy,u-50-6
sw3458A-ms98-a-0041,196.548375,196.675625,to,I,qy,u-50-6
sw3458A-ms98-a-0041,196.769750,197.060750,to,I,qy,u-50-6
sw3458A-ms98-a-0041,197.060750,197.225250,the,I,qy,u-50-6
sw3458A-ms98-a-0041,197.225250,197.445250,TV,I,qy,u-50-6
sw3458A-ms98-a-0041,197.445250,197.855250,Guide,I,qy,u-50-6
sw3458A-ms98-a-0043,210.066500,210.399500,oh,B,b,u-52-1
